s	Bifidobacterium_pseudocatenulatum	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Schaedlerella_glycyrrhizinilyticum	Rothia_sp001808955	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Bacteroides_uniformis	Butyrivibrio_A_crossotus	Dialister_invisus	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Phascolarctobacterium_faecium	Mediterraneibacter_torques	Bifidobacterium_sp002742445	Flavonifractor_plautii	Desulfovibrio_sp900556755
Healthy	-5	0.0852334774204764	-1.19907681818678	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.28042014228628	-5	-5	-5	-5	-0.448476812495412	-5	-5	-5
Healthy	-0.791155710659262	-0.74858080678106	-1.50224128171273	-5	-5	-5	-5	-1.40219515759571	-5	-5	0.935914163249872	-5	-5	-5	-5	0.110131607927338	-5	0.0973093802506316	-5	-5	-5
Healthy	-5	-1.61243222058281	-1.47095482923423	-5	-5	-5	-5	-5	-5	-5	1.02272975686692	-5	0.473130629449158	-5	-5	-5	-5	-1.56992494444806	-5	-0.985899678480379	-0.177773059405061
Healthy	-5	1.13641645456725	0.228941606019496	-5	-5	-5	-5	-5	-5	-5	0.133018081484735	-5	-5	-5	-5	-5	0.00652166261120325	-0.442095978942434	-5	-5	-5
Healthy	-5	-0.760550358542826	-2.26921772433361	-2.72353819582676	-2.06048074738138	-5	-5	-5	-5	-5	0.470363442308994	-5	-5	-5	-5	-5	-5	0.032070510958555	-5	-1.23314118897858	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.579209491453495	-5	1.11346904426635	-5	-5	-5	-5	-0.000356267564833315	-5	-1.84345084866822	-5
Healthy	-5	-1.1322968667299	-0.851335660017764	-5	-5	-5	-5	-1.34160697372088	-5	-5	-0.504927676449595	-2.01908806222316	-5	-5	-5	-1.05685187064144	-5	-0.299002238747432	-1.77262755771036	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.850196061772978	-5	-5	-5	-5	0.691080607611921	-5	0.415260555485293	-0.359081507112272	-5	-5	-5	-2.13194363817696	-5	-1.35320431122153	-5
Healthy	-5	-1.25258819211358	-5	-5	-5	-5	-5	-5	-5	-5	0.192361128392462	-5	-5	-5	-5	-1.07448164182257	-0.0941232027331172	-1.05660442349105	-5	0.126219101855658	-0.592303242366103
Healthy	-5	-1.14691047014813	-5	-5	-1.81587664576033	-5	-5	-5	-5	-5	0.197288830322682	-5	0.774228556842144	-0.250596100989472	-5	0.399753306006056	-5	-0.687061390986865	-0.751021904107346	-1.28895239613297	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.39010474070581	-5	0.7701993436501	-5	-5	-5	-5	-5	-5	-2.05060999335509	-5
Healthy	-5	-5	-5	-1.83803338363593	-2.0195421077239	-1.53835143193654	-5	-5	-5	-5	1.24924508740993	-5	1.24809127046751	-1.05863766428824	-5	-5	-5	-0.845241380845823	-5	-1.20760831050175	-5
Healthy	-5	-1.97757162881451	-2.45345733652187	-5	-5	-5	-5	-5	-5	-5	0.666258636817446	1.39105884574707	-5	-1.18052187163788	-1.60800692774029	-5	-5	-0.726350665276395	-2.29670862188134	-1.05090287488708	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.367085567796325	-5	0.706197853673996	0.812169073457845	-5	-5	-5	-0.390501637029355	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.81386332830822	1.4687889339799	-5	-5	-5	-5	0.339403735860026	-1.09151498112135	-5	-5	-5
Healthy	-2.06651271215129	-5	-5	-2.12205304837081	-5	-5	-5	-5	-5	-5	1.37558333063445	-5	-1.85016530328421	-5	-5	-0.759026648159996	-5	0.0072099096567322	-1.30189945437661	-1.30277065724028	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0890816433204048	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.0112627247112	-1.75795576063045	-5	-5	-5	-5	-5	-5	-5	0.7968468957958	-5	0.0853155574736707	-0.741602195904491	-5	0.403266405884153	-2.94309514866353	-2.6903698325741	-5	-1.2942217871714	-5
Healthy	-5	-1.06469430971007	-1.7562180839062	-1.73329803311591	-5	-5	-5	-5	-5	-5	1.08235121782262	-5	-0.202151018636164	-5	-5	0.319403818655348	-5	-0.99225222199926	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.62397081827182	-5	-1.02719567766342	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.600836817201567	-5	0.74992946410767	-5	-5	-5	-5	0.475351522928022	-5	-5	-5
Healthy	-5	-1.74521031260279	-5	-5	-5	-5	-5	-5	-5	-5	-0.0286452801528326	1.56328655859593	-5	1.11020608245188	-0.741410602438539	-0.212752119668046	0.117304446641003	-0.692696549133235	-5	-1.15107228677292	-5
Healthy	-0.937230050184872	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04682709909109	-5	-5	-0.862456005445347	-5	-5	-5	-5	-5	-5	-0.253233509274442
Healthy	-5	-5	-5	-5	-5	-0.904238040522499	-5	-5	-0.580655666326157	-5	0.877886548858567	0.992731528828516	-5	-1.08942895151874	-0.951092298516229	-5	0.0313438202620874	0.0287135543472535	-5	-5	-5
Healthy	0.552304326870939	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.44177157819667	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.973262505761252	-5	-1.99267904707726	-5
Healthy	-5	-5	-5	-5	-2.4089353929735	-1.94923368876696	-0.989784874785773	-5	-5	-5	0.646429214541771	-5	-5	0.217541846284774	-5	-5	-5	-1.66918053350416	-0.71092412110178	-1.52505566453461	-0.737145654583807
Healthy	-5	-2.82681373158773	-5	-5	-5	-5	-5	-0.952569359844458	-5	-2.54060751224077	-0.765963845084153	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.926536909378548	-5	-5	-0.466850987193975	-5	-5	-5	-0.379770222517825	-5	-5	-5
Healthy	-5	-0.811268328554257	-0.253217948183684	-5	-5	-5	-5	-2.2335871528876	-5	-5	0.218362172954431	-5	-5	-1.0691528083175	-0.683463552596444	-5	-5	0.187295054693738	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.11736079750903	-5	-5	-5	-5	-5	-5	-2.1438755557577	-5	-1.35882345338689	-5
Healthy	-5	-1.5632014897682	-5	-5	-5	-5	-5	-5	-5	-5	0.729037561667497	0.832012383661045	-5	0.121599234190875	0.388704955700738	-5	-5	-0.59960017794618	-5	-5	-5
Healthy	-5	-1.83032556594119	-5	-5	-5	-5	-5	-5	-5	-5	0.876054949616962	-5	-5	0.158042685380542	-2.08301995267962	0.476666455108599	-5	-1.50086300546262	-5	-1.04301563225724	-5
Healthy	-5	-0.794173340640658	-1.2498774732166	-5	-5	-5	-5	-5	-5	-5	0.691077069549718	1.63912984287941	-5	-1.1332992439575	-0.672252928747544	-1.50445566245355	-5	-0.746395489446656	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.02661537641312	-5	1.00715053256939	-5	-5	-5	-5	-0.683107496238705	-5	-5	-5
Healthy	-5	-1.77754366332075	-2.85387196432176	-5	-5	-5	-2.92811799269387	-5	-2.28988263488818	-2.87942606879415	0.366462182052921	-5	-0.669708008531844	-5	-5	-5	-3.79588001734407	-0.801260459895584	-5	-3.85387196432176	-5
Healthy	-2.08092190762393	0.0789133485068838	-1.36281057785124	-2.19586056766465	-1.4091581652184	-1.41566877563247	-5	-1.87745647593125	-2.54975089168064	-5	0.872141698863431	-5	-5	-5	-5	-5	-5	-1.6416843599178	0.0984395074955835	-2.08565684288056	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.897580360889126	-5	-5	-1.50696041168235	-5	-0.13542959314657	-5	-1.52403841080758	-5	-2.01233373507373	-5
Healthy	-5	-1.50947969063665	-1.16723569505947	-5	-5	-5	-5	-2.99139982823808	-1.64301859900687	-5	-0.25253381159398	-5	-5	-1.13715334001706	-5	-2.13846558914096	-5	-0.964490214910441	-1.0870343792959	-2.29929628285498	-5
Healthy	-5	-1.28083450591079	-5	-5	-5	-5	-5	-5	-5	-5	0.161894826218957	-5	-5	-2.44733178388781	-5	-1.04604711676808	-0.0562186872401727	-1.19368433019189	-5	0.108892988378172	-0.571930030880937
Healthy	-0.732077708468882	0.794612113073926	0.126667042330828	-1.57462883356106	-3.35654732351381	-5	-5	-1.68193666503724	-1.20432849405398	-1.1478250955797	0.622138351703144	-5	-5	0.361697623176654	-0.110003981627335	-0.689094370623858	-5	-1.39394125058969	-5	-1.99267904707726	-1.26161587648784
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.610464260616711	-5	-5	-5	-5	-5	-5	0.30048461379044	-5	-5	-5
Healthy	-5	-1.50626319772316	-2.27327279097343	-0.997704317445066	-5	-5	-5	-5	-5	-5	0.292433298244021	-5	-5	-5	-5	-1.20300960945431	-5	-2.17457388223218	-5	-1.03824678581322	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.36734028670609	1.09014549574742	-5	-5	-5	-0.024618747230027	-5	-1.60519822283729	-5	-0.805125052069622	-0.388223603002689
Healthy	-5	-1.78067749158066	-5	-5	-5	-1.33142773081544	-5	-2.00744648216786	-5	-5	0.92714494369933	-5	-5	0.333378749311862	-1.12389767862221	-1.5320960534772	-5	-1.18269912160668	-5	-1.67902332265718	-0.939075630310519
Healthy	-5	-5	-5	-1.12714475529519	-5	-5	-5	-5	-5	-5	1.05293275745007	-5	0.551957191873646	-5	-5	-5	-5	-0.851273983601853	-5	-1.6836102489268	-5
Healthy	-5	-5	-5	0.035569810587602	-0.744365733541413	-5	-5	-5	-5	-5	1.40661357851429	-5	-5	-5	-5	-5	-5	0.0987094706026861	-5	-1.72491910154314	-5
Healthy	-5	-2.42136079003193	-2.58670023591875	-5	-5	-5	-5	-5	-5	-5	0.374898582247173	-5	-0.450800491029208	0.231882279887937	-0.75340295089363	0.141995042796427	-5	-0.751413756144896	-5	-0.936141451146928	-5
Healthy	-5	-2.00744648216786	-2.53461714855158	-1.61065668874792	-2.06248210798265	-1.99353395775077	-1.87516985058614	-3.431798275933	-5	-2.71896663275227	0.519461772459995	-5	0.307275625677615	0.75368032383666	0.488614163981458	-5	-5	-0.254948642205653	-5	-1.53865156635202	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.21197733366486	-5	-5	-1.70619564008066	-5	-0.158934747925002	-5	-1.43985416015095	-5	-2.04479346245806	-5
Healthy	-5	-1.18701983396052	-1.54898154784454	-5	-5	-5	-5	-5	-2.24795155218056	-5	-0.685016854960876	-5	-5	-1.05784307153251	-5	-0.066446914941578	1.35265920825441	-1.58236226034777	-0.666210261668802	-1.24902901556268	-0.441495427818052
Healthy	-5	-1.11895789180659	-1.86646109162978	-5	-5	-5	-5	-5	-3.07058107428571	-2.13786862068696	0.714932155925013	-5	-5	-5	0.199974462530491	-5	0.167656956106924	-1.28466531620769	-5	-2.14508697769214	-5
Healthy	0.900959440928795	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.82324854608127	-0.44244467948791	-5	-0.104494581241725	-0.367390883139056	0.140316307786721	-5	-0.0881502035005799	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.11678728368974	-5	-5	-5	-5	-5	-5	-0.0972195581149567	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.894365361173148	-5	-5	-5	-5	-0.244300421325839	-5	-1.21903497039168	-5	-5	-1.45892023222337
Healthy	-5	-5	-5	-0.0125348438904256	-0.780363089191037	-5	-5	-5	-5	-5	1.39917009785156	-5	-5	-5	-5	-5	-5	0.164207074952633	-5	-1.40329297031855	-5
Healthy	-5	-0.306466504654272	-1.04253638427007	-5	-5	-5	-5	-5	-5	-5	1.03868810206652	-5	0.822292332603058	-0.986741334716483	-0.742177483965524	-5	-5	-1.45234834164003	-5	-5	-5
Healthy	-5	-1.85823676972421	-1.75920122888267	-5	-5	-5	-5	-5	-5	-5	0.967766472456422	0.675812240975143	-5	0.131153328730713	-5	0.10356770156495	-5	-0.422232545134857	-5	-2.04431224968649	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.910927344988384	-5	-5	0.163250849512631	-1.54106013810967	-5	-5	-0.745137855719397	-5	-0.47609752726618	-5
Healthy	-5	-1.68172791978837	-2.05700040663396	-0.912751132204342	-5	-5	-5	-5	-5	-5	0.30957694180148	-5	-5	-5	-5	-1.15564710368911	-5	-1.82652235654701	-5	-1.0982148546964	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.301455812940808	-5	-5	-0.77334854954519	-5	-2.07675598136972	-5	-1.61690307005091	-5	-2.03338901331807	-5
Healthy	0.0745019385351863	-0.611348282973175	-2.31247103878537	-5	-5	-0.986657095654653	-5	-5	-5	-5	1.2455079793825	-5	-5	0.304837221753816	-0.709275519980777	-5	-5	-0.611650092129618	-1.64187471472335	-0.771112231980578	-5
Healthy	-0.785447544765755	-0.500821724679173	-2.89619627904404	-5	-5	-5	-5	-5	-5	-5	0.364573506795507	-5	-5	-5	-5	-5	-5	-0.434730839203644	-5	-5	-5
Healthy	-5	-5	-5	-0.956912927833671	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.926025180133341	-5	0.212075685884757	-5	-1.32413004468104	-5
Healthy	-5	-5	-5	-1.91221858219046	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.30233483735233	-5	-1.00017375254559	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.972033810302818	-5	-0.504608316733061	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.418995240016328	-2.14935376481693	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.451087626298143	0.0203820023100244	-5	0.251606590006391	0.660846512765241	-5	-5	-5
Healthy	-5	-1.46432619657425	-1.30891850787703	-5	-5	-5	-5	-5	-5	-5	-1.6085355881609	0.493580723602145	-5	-5	-5	0.694906030086511	-5	-0.994690763151483	-5	-1.05566540802922	-0.831237424377643
Healthy	-5	-1.45185636256515	-1.68172791978837	-5	-5	-5	-5	-5	-5	-5	-1.30068269897862	0.501858614388727	-5	-5	-5	0.699579326144723	-5	-0.881140304590413	-5	-0.970738004195825	-0.82929834418393
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.488274259311704	-5	0.975085613689644	-5	-5	0.146831642889218	-5	-0.332976884401574	-5	-1.71197446461164	-5
Healthy	-0.131661262040936	-1.00008686758343	-1.15465386258859	-5	-5	-5	-5	-5	-5	-5	1.0757881285809	-5	-5	-1.11987267778337	-5	0.363658978916258	-0.571476459579236	-1.47082639673828	-5	-1.12061736282566	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.08175800078956	-5	-0.62182020961905	-5	-5	0.434354897415831	-5	-1.44129142946683	-5	-2.71669877129645	-5
Healthy	-5	0.886386369156287	-0.156555422589379	-5	-5	-5	-5	-5	-1.73992861201493	-0.834192020996214	-5	-5	-5	-5	-5	-5	-5	-0.0748117155469161	-5	-2.431798275933	-5
Healthy	-5	-0.434990895787404	-5	-5	-5	-5	-5	-5	-5	-5	-0.663100190640466	-5	-5	-5	-5	-0.723814025929329	-5	-0.212256228353533	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.459614102347956	-5	1.00602125104217	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.27580608048567	-1.81050968630063	-5	-5	-5	-5	-5	-5	-5	-1.59653629865468	0.527005718029583	-5	-5	-5	0.683679997968054	-5	-0.879064307438869	-5	-1.02784346414051	-0.688627638196451
Healthy	-5	-5	-5	-0.80046421880166	-2.26440110030182	-5	-5	-5	-5	-5	1.49983150274875	-5	-5	-5	-5	-5	-5	0.0943942555585335	-5	-0.888401475119606	-5
Healthy	-5	-1.78701381526333	-1.27319131747504	-5	-5	-5	-5	-5	-5	-5	-0.374697840498697	1.05890826386266	-5	-5	-5	-5	-5	-0.706792183354138	-5	-1.11441264381034	-5
Healthy	-5	-5	-5	-0.932557157223619	-5	-5	-5	-5	-5	-5	0.866706659148797	-5	-5	-0.102961529062294	-5	-1.49254893909803	-5	-1.50045037409485	-5	-1.55517480049025	-0.0794332099237182
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.726624530651877	-5	-5	0.474034055354512	-0.264249443050053	0.774910207347244	-0.525375865581386	-1.50279381929605	-5	-0.280560981565142	-5
Healthy	-5	-1.39415646094191	-1.3612113328426	-5	-5	-5	-5	-5	-5	-5	1.02360263558087	-5	0.47728191395784	-5	-5	-5	-5	-1.49921482708254	-5	-0.993833574514569	-0.181760906146476
Healthy	-5	-0.732054274259682	-1.06991736660763	-5	-5	-5	-5	-5	-1.41544263947432	-5	0.295960535431354	-5	0.989815876833106	-5	-5	-5	-5	-1.49120103459609	-5	-1.15502606185311	-5
Healthy	-5	-1.71354353025302	-5	-5	-5	-5	-5	-5	-5	-5	0.64530237966493	-5	-5	0.530103604722902	-0.603992552294838	0.808334557034297	0.226146043037372	-1.15391041964202	-5	-0.457162129251134	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.883890585936655	-1.95467702121334	-5	-5	-5	-5	-5	-5	-5	0.553437585785694	-5	0.880628977892645	-0.0188113273863753	-0.0241731402651672	-5	-5	-1.03390522055383	-5	-1.07852161962431	-0.549196826776354
Healthy	-0.285485830018612	-1.64859024807456	-2.26280735729526	-5	-5	-1.7535014192042	-2.40671393297954	-2.59345981956604	-1.72445831159869	-5	1.04579653187972	-5	0.923475097166058	-5	-5	-0.0715836626376527	-5	-1.9079815292472	-5	-1.66454209931062	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05002420859867	-5	0.988083826821002	-5	-5	-5	-5	-1.32504705195143	-5	-5	-5
Healthy	-1.20190206793751	-1.39739747957974	-5	-2.01278077009199	-5	-1.68381990110655	-5	-5	-5	-5	0.529300714030594	-5	-5	0.813697051767581	-5	-5	-5	-1.13507380846099	-5	-1.5562677585984	-0.608906033729366
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.818572926501473	-5	-5	0.531366496862523	-5	-5	-5	-2.44611697335613	-5	-1.36161059233466	-5
Healthy	-5	-2.20690839982342	-1.77340009479264	-5	-5	-5	-5	-5	-5	-5	-0.155442061688877	0.682876710948267	-5	0.876232278333101	-5	0.256400205380341	0.584855680071616	-1.51956185282218	-1.08003329851661	-1.24641694110709	-5
Healthy	-0.0753744504618983	-1.17973284283904	-1.26304604621685	-5	-5	-5	-5	-5	-5	-5	1.0798831498603	-5	-5	-1.09237369515673	-5	0.369095203295767	-0.584292313325141	-1.45001638884031	-5	-1.12912810493226	-5
Healthy	-1.83923143813887	-5	-5	-1.03428102975578	-1.46356782417799	-5	-2.07572071393812	-5	-5	-5	0.635287666853787	-5	-5	-0.820074967925663	-5	0.160507546838916	-5	-0.620984713306517	-1.06268275223751	-0.820649317651512	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.19097927951633	1.52480503623519	-5	0.98449310849361	-0.191222045296204	-5	-0.865440422577375	-0.296347576587491	-5	-1.06971335275448	-5
Healthy	-0.690369832574101	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.602652399069396	-5	-5	1.40228563346944	-5	-5	-5	-1.31193630305366	-5	-1.99182581599357	-5
Healthy	-5	-1.17179138553205	-1.57267621364275	-1.65345144145153	-1.8569851997459	-1.69357497244931	-0.763387171800231	-5	-5	-5	0.286995073968852	-5	-5	-5	-5	-0.966616458826881	-5	-1.5070999888913	-5	-2.14266750356873	-5
Healthy	-5	-5	-5	-5	-5	-0.785527049476623	-5	-5	-5	-5	0.687660923881121	-5	0.44715027601437	-0.370488465799547	-5	-5	-5	-0.157659157427549	-5	-1.26050676921838	-5
Healthy	-0.724527398930581	-5	-5	-5	-2.59006687666871	-5	-5	-5	-5	-5	0.579998404964909	-5	-5	-1.03119028608714	-5	0.449788388674489	-5	-1.37882371822496	-5	-1.80771138743188	-5
Healthy	-5	-0.0312882898821189	-0.339428576303884	-5	-5	-5	-5	-5	-0.863501391843301	-5	-0.438111872364878	1.40116282014112	-5	0.738125452884579	-5	-5	0.356939401254202	-1.423313194799	-5	-0.769193571531117	-5
Healthy	0.121678003481361	-0.350713831739381	-0.925073902876045	-2.18842499412941	-2.4907974776689	-1.67407404422853	-5	-3.53760200210104	-1.57186520597121	-2.14935376481693	1.02641926258123	-5	-5	-2.00305075150462	-5	-5	-5	-0.820735535660975	-5	-1.12912810493226	-5
Healthy	-5	-0.64928691524777	-1.14170347546611	-5	-5	-5	-5	-5	-5	-5	0.779378567931065	-5	-5	-0.355876659239881	-0.163429052339501	-0.208793729548837	0.423835458511426	-0.799778973808124	-5	-0.939906816175532	-5
Healthy	-0.67670663865476	-0.82935697716389	-1.88041422503822	-5	-5	-5	-5	-5	-5	-5	-0.29236170462	-5	-2.82681373158773	-5	-5	-5	-5	-1.90974194706868	-5	-5	-5
Healthy	-0.609312122714489	-0.93689191700138	-1.30592153791924	-2.63827216398241	-2.23210238398191	-1.85761053388116	-3.76955107862173	-5	-1.80382381496003	-2.71669877129645	0.999817123524919	-5	-3.26760624017703	-5	-5	-5	-5	-1.78330640083025	-5	-1.1388839558386	-5
Healthy	-5	-0.666492271082545	-1.08433639649423	-5	-5	-5	-5	-5	-5	-5	0.400928074798936	-5	-5	-0.422232545134857	-5	-0.0819749083492319	0.559891071511696	-0.271556932964749	-5	-1.4313290219901	-5
Healthy	-5	-5	-5	-1.7956086680807	-5	-5	-5	-5	-5	-5	0.737633871673876	-5	1.10412880717098	-5	-5	0.349205624890484	-5	-0.71561439000423	-5	-1.62764041747568	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.653627463175452	1.14020657199604	-5	-0.0551128327840046	-0.185532648252216	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.08555105930145	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.33526403148129	-5	-5	-0.0238334998680248	-0.251618134792901	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.968125559307922	-5	-5	0.156343160892465	-1.85016530328421	-5	-5	-0.867964561672501	-5	-0.530207428713662	-5
Healthy	-5	-2.27818938478745	-5	-5	-5	-5	-5	-5	-5	-5	0.0939572181934773	1.0042099909158	-5	0.0722682839508899	-0.27790928514414	-0.638820098186399	-5	-1.21638223480925	-5	-0.71255659887055	-5
Healthy	-5	-1.17011755355651	-0.145323599191201	-5	-5	-5	-5	-0.598254917762937	-1.61314447081528	-5	-5	-1.42262310808299	-5	-1.64723880827617	0.516117404014169	-5	0.748020481105822	0.420594335669071	-5	-5	-1.55924829952081
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04673741200978	-5	0.683102898251826	-1.03352973627072	-5	0.774681893320603	-5	-0.534721272723585	-5	-1.340368988393	-5
D037841	-5	-0.362900710568517	-0.854151243409456	-0.471147549220488	-0.68277265082358	-1.86678054326751	-5	-5	-5	-5	0.258558269374227	-5	-5	-5	-5	-5	-5	-0.901806374136712	-5	-1.37304404856455	-5
Healthy	-0.0112226131570341	-0.730370325642447	-5	-5	-5	-1.04224908912272	-5	-2.78251605578609	-5	-5	1.23546304531422	-5	-5	0.278742172000292	-0.691286223360996	-5	-5	-2.41005039867429	-5	-0.780913442830748	-5
Healthy	-5	-2.71669877129645	-5	-5	-5	-5	-5	-5	-5	-5	0.105275091195767	-5	-5	0.387370247047796	-1.1087971727397	0.170813036674433	-5	-1.7680209731685	-5	-0.897497690814548	-5
Healthy	-5	0.642112193230173	-1.1791420105603	-5	-5	-5	-5	-2.14266750356873	-5	-5	-5	0.0779671451468703	-5	-0.47616252292351	-1.45087407324189	-5	-0.494456620538849	-0.234189931504302	-5	-5	-5
Healthy	-5	-5	-5	-0.986236145266067	-5	-5	-5	-5	-5	-5	0.862913954928617	-5	-5	-0.112697846246623	-5	-1.86838133565087	-5	-0.405187724005995	-5	-1.50584540598156	-0.1514291181164
Healthy	-0.582129901923355	-1.84375380960266	-5	-5	-5	-5	-5	-5	-5	-5	-0.549027670061543	-2.68402965454308	-5	-5	-5	-0.00438674002110185	0.109247722726692	-1.8523236757589	-5	-5	-1.43830246734601
Healthy	-0.648107108096039	-3.33724216831843	-5	-5	-5	-1.72101788313456	-5	-5	-5	-5	0.494887543102428	-5	0.575094276729038	-5	-5	0.174905465400669	-5	-1.62033196596635	-5	-2.04624030826677	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10303396179085	-5	-5	0.83391426149887	-5	-5	-5	-0.60977163753087	-5	-1.34678748622466	-5
Healthy	-5	-0.420856888356185	-5	-5	-5	-5	-5	-5	-5	-5	-0.455051850648574	-5	1.08329868287911	-5	-5	-5	-5	-0.067779986122881	-5	-5	-5
Healthy	-5	-1.14569395819892	-1.74787544749436	-5	-5	-5	-5	-5	-5	-5	-0.0617655618861803	-5	-5	0.346030067997496	-5	-5	0.592466560579159	-0.711013413208371	-5	-0.568073626088356	-1.08475850269381
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.684459350008019	-5	-5	-0.356695403693199	-1.03461012978488	-5	-1.0999060984566	0.0817396520743173	-5	-0.85362386692461	-5
Healthy	-5	0.384561280850644	-0.740071809625247	-5	-5	-5	-5	-5	-5	-5	0.910362895832344	1.00691123325744	-5	-0.919048995620517	0.815216349987667	-5	-5	0.0220776595215398	-5	-5	-5
Healthy	-0.949504241116145	-5	-2.45469288353418	-1.61118858652648	-1.30233483735233	-5	-5	-5	-5	-5	-0.442528890548224	-5	-5	-5	-5	-5	-5	-0.994690763151483	-5	-1.1680023227641	-5
Healthy	-5	-1.34017884194429	-5	-5	-5	-5	-5	-5	-5	-5	0.508316896203806	-5	-5	-1.59859945921846	-5	0.360530934276514	0.591546517786192	-5	-5	-5	-5
Healthy	-5	-2.49757288001557	-5	-1.84863014975254	-1.92518355935482	-5	-5	-5	-5	-5	1.1135493019053	-5	0.912633298641857	-5	-5	-5	-5	-1.43925669894529	-5	-1.454940415306	-5
Healthy	-5	-1.45395113359827	-1.79371395558757	-2.06651271215129	-3.4089353929735	-5	-2.55752023093555	-5	-2.07109230975605	-1.77754366332075	-0.134445966950155	-5	0.27534591240944	1.21178002900337	0.828015709534763	-0.0616954740157498	-5	-0.993277307798315	-5	-0.827513830313065	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.42977020033435	-5	0.781603883546812	-5	-5	-5	-5	-0.416234631715	-5	-1.40384291908383	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.408217910735206	-0.434671757145802	-5	-5	-5	-5	-5	-0.052752584324952	-5	-5	-5
Healthy	-5	-5	-5	-1.70421305974839	-1.50751898987112	-5	-5	-5	-5	-5	1.09294545140345	-5	-5	-5	-5	-5	-5	-1.04363944632668	-5	-1.22438955199364	-5
