group	Alistipes	Prevotella	Phascolarctobacterium	Phytobacter	Parasutterella	Alistipes_A	Paraprevotella	Bilophila	Coprobacter	Eggerthella	Bacteroides	Parabacteroides	Mediterraneibacter	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Clostridium_A	Parasutterella	Holdemania
Healthy	0.00027	4.29422	0	0.09689	0	0	0	0	0	0	26.75722	7.4342	0.04508	0	0	0.04823	0	0	0	0
Healthy	0.61624	0	0	0	0	0	0	0	0	0	5.30319	0.26959	0.01181	0	0	0	0	0.12409	0	0
Healthy	0.03482	46.7432	0	0	0	0	0	0	0.42578	0	19.09021	0	1.953	0	0	0	0	0	0	0
Healthy	15.1618	6.74233	1.52523	0	0.00222	0.07651	1.42518	0.04203	0.16582	0	13.40581	0.73403	0.09344	8.71964	1.80602	1.53569	0.07651	0	0.00222	0
Healthy	1.28832	0	0	0	0	0.00358	0	0.02619	0.16401	0.03764	11.18146	0.37816	0.62097	0	0	0.00225	0.00358	0.02344	0	0
Healthy	2.85475	10.3598	6.00307	0.29883	0	0.01553	0.22733	0.03232	0.02847	0	0.70692	0.84661	0.03854	0.07063	0.70656	0	0.01553	0.37595	0	0
Healthy	19.6794	0.03398	0	1.00992	0.0042	0.32215	0	0	0.081	0	30.39863	6.32032	0.01505	0	0.79541	0.16651	0.32215	0	0.0042	0.20938
Healthy	14.31076	0	0	0.1118	0	0.36706	0	0	0.01499	0	9.60579	3.97953	0.0062	0	0	0.15037	0.36706	0.5397	0	0.38308
Healthy	0.42444	0	0	0	0	0	0	0	0	0.0011	16.95479	1.06739	0.10502	0	0	0.08746	0	0.68543	0	0.05299
Healthy	8.0402	0	0	0.30347	0.00766	0.1481	0	0.07712	0.15656	0.00418	8.90768	7.09406	0.16971	0	0.73131	0.02564	0.1481	0.05217	0.00766	0.09449
Healthy	0.04774	28.47583	0.12298	0	0	0	0.53401	0	0	0	0.21586	0.03575	0.01442	0	0	0	0	0	0	0
Healthy	15.03435	0	0	0.17465	0.12171	0	0	0.11779	0	0.01568	30.96132	6.37952	0.03822	0	0.97978	0.1799	0	0.06879	0.12171	0
Healthy	2.19328	0	0	0	0.03345	0.01498	0	0	0	0	39.51909	6.0069	0.56746	5.90799	1.07156	0.02939	0.01498	0	0.03345	0
Healthy	8.16029	0	0	0	0.16545	0.12898	0	0	0	0	22.12569	2.03359	0.02212	0	0	0	0.12898	0	0.16545	0
Healthy	13.99989	0	0	0	0.01784	0	0	0.09289	0	0	35.73784	4.96493	0.74578	0	1.94002	0.09268	0	0	0.01784	0
Healthy	8.47845	1.16567	0	0.61563	0	0	0	0	0	0	20.92541	0.96468	0.36996	0.67731	2.21731	0.03116	0	0	0	0.09552
Healthy	0	0	0	83.838	0	0	0	0	0	0	0.04484	0	0	0	0	0	0	0	0	0
Healthy	20.26434	0	0	0	0.20827	0.0063	0	0	0.04561	0	24.38544	3.1482	0.1845	4.97399	0.83263	0.14498	0.0063	0	0.20827	0.0673
Healthy	1.31308	0	0	9.93651	0	0	0	0.06627	0	0.01644	8.85098	3.00801	0.00377	0	0	0.05382	0	0.03979	0	0.02872
Healthy	0.01919	0	0	3.89743	0	0	0	0	0	0.00219	0.00012	0	0	0	0	0.25159	0	0	0	0
Healthy	9.14021	0	0	0.07966	0.03738	0	0.24191	0.03459	0	0	4.21333	3.11518	1.31871	2.04022	0.83001	0.34496	0	0.43047	0.03738	0
Healthy	0	0.02171	0	0.27898	0	0	0	0	0	0.01795	10.3757	3.14512	1.7143	1.3721	0.56223	0.26198	0	0	0	0
D001528	18.76148	0.15213	0.01293	0.76951	0	0.06929	0.0771	0.03323	0.13133	0.01175	10.96294	3.67277	0.01138	0	1.98216	0.32209	0.06929	0	0	0
Healthy	1.42524	0	0	0.09795	0.58962	0	0	0	0	0	64.79877	5.73289	0	0	0	0.08128	0	0	0.58962	0
Healthy	15.98344	0	0	0	0	0	0	0.03182	0	0	11.34734	0	0.01772	0.11326	0.67172	1.25366	0	0.1764	0	0
Healthy	15.10948	0	0	0	0	0	0	0.01125	0	0	14.22069	0	0.03468	0.2638	0.79281	0.25381	0	0	0	0
Healthy	0	0	0	0.81252	0	0	0	0	0	0	10.38791	0	0.38919	0	0	0	0	0	0	0
Healthy	0.64759	0	0	0.44934	0	0.0858	0	0.01352	0	0	3.42924	1.39091	0.22628	0	0.95963	0.00595	0.0858	0.01343	0	0.01117
Healthy	2.28154	0	0	1.56178	0	0.05839	0.33708	0.11973	0.06839	0	9.51944	2.74664	1.14142	1.36827	0.32005	0.01239	0.05839	0	0	0
Healthy	5.8663	0	0	0.08321	0	0.02574	1.53566	0.20998	0.06628	0	20.35744	2.04418	2.18279	0.51581	0	0.08686	0.02574	0.00235	0	0.10518
Healthy	0.8965	40.4897	0	0	0	0	0.30236	0	0	0	6.65579	2.14848	0.58787	0.11734	0	0.10013	0	0	0	0
Healthy	16.04646	0	0	0.15123	0.23778	0.02747	0	0.04823	0.02796	0	37.14624	4.49613	0	0	0.77438	0.02179	0.02747	0	0.23778	0
Healthy	1.85048	57.1151	0	0.0024	0.00643	0	0.20122	0	0	0	1.21737	0.17073	0.05337	0	0.21274	0	0	0	0.00643	0
Healthy	6.13869	0	0	0	0	0.0285	2.92008	0	0.00691	0	29.2088	8.71279	0.26184	1.5313	0.14977	0.1212	0.0285	0	0	0.00308
Healthy	5.44351	3.81452	0	2.8125	0	0	1.89042	0.05661	0	0	6.24867	2.61407	0.00798	0	0.67975	0.00865	0	0	0	0.0067
Healthy	0	6.31915	0	0	0.04874	0	0	0	0	0	6.53279	3.81604	0.31804	0	0	0	0	0	0.04874	0
Healthy	5.30819	1.66779	0	0	0.0042	0.09053	0	0.00517	0	0	1.83747	1.7121	0.13649	0.06925	0.40922	0.00755	0.09053	0.0836	0.0042	0.00531
Healthy	9.94266	0	3.26728	0	0	0	0	0	0	0	28.15402	1.97051	0.27934	6.04808	0	0.02429	0	0.00792	0	0.02499
Healthy	20.28008	0	0	0	0	0	0.28279	0.01742	0	0	14.80091	1.74419	1.24791	0.46186	0.7634	0.01974	0	0.07551	0	0
Healthy	0.99045	0	0	0.02496	0	0	0.08821	0.01113	0.25006	0	14.52923	2.421	1.72763	0	1.37501	0.05479	0	0	0	0
Healthy	0.27958	2.16791	8.28949	0	0	0.08691	0.36175	0	0	0	2.90707	0.57618	0.67365	0	0	0	0.08691	0	0	0
Healthy	16.29838	0	0	0.08922	0.27169	0	0	0.066	0.05986	0	37.65308	6.52634	1.15382	0.05695	0	0.6024	0	1.42052	0.27169	0
Healthy	1.21067	0	0	9.88235	0.0081	0	0	0.06798	0	0.00859	8.74933	2.87822	0.00876	0	0	0.08666	0	0.03303	0.0081	0.0467
Healthy	3.01581	0	0	0	0.00578	0	0	0	0	0	30.90491	1.66043	0.31986	0	0	0	0	0	0.00578	0
Healthy	3.03817	0	0	1.58023	0.06759	0.01598	0	0.02349	0.07737	0.00473	2.39544	1.12803	0.08697	0	0.45997	0.01601	0.01598	0.02229	0.06759	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.61561	0	0	0	0	0	0	0	0	0
Healthy	10.28757	44.60152	0.86272	0	0	0.04463	0.31065	0	0.01168	0	4.50718	0.92557	0.27629	0.08058	1.11619	1.31228	0.04463	0	0	0.03085
Healthy	8.59861	44.6447	0.06803	0	0	1.3879	0.30954	1.50048	0	0	9.75499	3.21554	1.10457	0	0.87961	0.13412	1.3879	0	0	0.0048
D001528	1.25978	63.52376	0.00814	0.06466	0.00267	0.78153	0	0.028	0.01068	0	1.55179	0.22887	0.03942	1.24961	0	0.00397	0.78153	0	0.00267	0
Healthy	2.8867	5.9487	0	0	0	0	0	0	0	0	8.86841	0.7436	1.13848	0	0	0	0	0.0411	0	1.21645
Healthy	1.62392	0	0	0	0.0586	0	0	0	0	0	9.97635	0.10385	0.03261	0	0	0	0	0	0.0586	0
Healthy	0	0	0	0.37113	0.02805	0	0	0.01044	0	0	56.44521	2.66653	0.03415	0	0	0.57775	0	0.29666	0.02805	0.09797
Healthy	2.31265	0	0	0	0.00403	0	0	0	0	0	24.30264	0.22667	0.06254	0	0	0	0	0	0.00403	0
Healthy	5.15366	0	0	0	0	0.05701	0.15921	0.00355	0	0.0022	2.07824	0.98259	0.04471	0.02425	0.23793	0.11742	0.05701	0.98862	0	0.39424
Healthy	20.8248	0	0	0.01877	0.01246	0.03597	4.10398	0.08483	0	0	6.19106	4.82188	0.09875	0	0	0.00819	0.03597	0	0.01246	0
Healthy	6.33041	0	1.22966	0.88276	0	0.04649	0	0.00858	0	0.0161	21.10584	0.57341	0.11433	1.77066	0	0.03588	0.04649	0	0	0.00552
Healthy	4.32853	0	0	0	0.1002	0.26009	0	0	0	0	17.23727	1.5306	0.15385	0	0	0.02712	0.26009	0.0152	0.1002	0
Healthy	6.34077	45.3128	3.56166	0	0.31437	0.12174	0.17466	0	0	0	2.56627	1.32604	0.37679	0	0.37253	0.00908	0.12174	0	0.31437	0.01587
Healthy	0	0	0	2.9113	0	0	0	0	0	0	1.44323	0.25627	1.77752	0	0	0	0	0	0	0
Healthy	5.84946	0	0	0	0	0	0	0	0	0.13008	38.09159	1.36943	0.39664	0	0	0.09952	0	0	0	0
Healthy	0	56.7831	3.19845	0	0	0	0	0	0	0	0.43226	0.11864	5.77681	0	0	0	0	0	0	0
Healthy	0.46154	2.20891	9.57749	0	0	0.1023	0.31951	0	0	0	0.80188	0.60516	0.4418	0.00142	0	0	0.1023	0	0	0
Healthy	4.0178	2.96841	0	0	0	0	0	0	0	0	4.47186	0.08661	0.25898	0	0	0	0	0	0	0.05851
Healthy	0	0	0	3.66846	0	0	0	0	0	0.03904	0	0	0.35605	0	0	0.04332	0	0	0	0
Healthy	0.61902	0	0	0	0	0	0	0.00893	0	0.00395	21.2126	4.68516	2.05868	1.40404	0	0.01605	0	0.00604	0	0.08522
Healthy	1.25267	0	0	0	0.02892	0	0	0	0	0	31.66599	10.04593	2.4517	0	0.52419	0	0	0	0.02892	0
Healthy	0	0	0	0.121	0	0	0	0	0	0.13451	22.0643	0	1.25114	1.28863	0	0	0	0	0	0
Healthy	4.59839	0.00629	0	0	0.2694	0.12002	0	0.13413	0	0	21.90124	4.89685	0.24127	0	0	0.15255	0.12002	0.06978	0.2694	0.18017
Healthy	4.79468	2.36699	0	0	0	0.03073	0.09266	0	0.00496	0	2.17643	1.56895	4.63843	0.24799	0.54308	0.00186	0.03073	0.04034	0	0.04038
Healthy	1.5347	0	0	0.06494	0.53159	0	0	0	0	0	64.888	5.46756	0.0899	0	0	0.09046	0	0	0.53159	0
Healthy	21.21031	0	0	0.34649	0.01275	0.18828	0	0	0.11682	0	13.99928	6.13296	0.1005	0	0	0.20774	0.18828	0.13644	0.01275	0.34525
Healthy	0.72914	0	0	0	0	0	0	0	0.23737	0	37.92199	7.18538	0.21681	7.35104	1.19479	0.35929	0	0	0	0.01213
Healthy	2.14488	8.03986	1.01512	2.66719	0	0	0	0	0	0	2.35591	0.56763	0.36132	0	0	0	0	0	0	0
Healthy	14.12223	0	0	1.20757	0.08778	0.00606	0.87149	0	0.17079	0	17.11434	5.93427	0.10229	1.89798	1.45923	0.16818	0.00606	0	0.08778	0.15116
Healthy	0.72472	0.04001	0	0.07952	0	0.1986	0	0.06978	0	0	12.21041	3.67041	1.07663	0	0.85088	0.06439	0.1986	0	0	0
Healthy	1.07383	0	0	0	0	0	0	0	0.04974	0	4.31013	1.01379	0.10594	0.48374	0.79697	0	0	0.15124	0	0
Healthy	5.45714	0.01029	0	0	0.09344	0	0	0	0.09612	0	11.68298	10.08835	0.60882	0	0.82793	0.10997	0	0.0058	0.09344	0.01351
Healthy	8.27981	0	0	0.08088	0.0234	0	0.15503	0.00756	0	0	8.00633	1.13924	2.25541	0	0	0.07299	0	0	0.0234	0
Healthy	0.38998	5.62645	0	0.03375	0	0.18705	0.35896	0	0.00357	0.00776	7.19094	1.44797	0.50233	0.08772	1.447	0	0.18705	0	0	0
Healthy	0.45861	0	0	0	0	0	0	0	0	0	4.39216	0.12771	2.58658	0	0	0	0	0	0	0
Healthy	1.20878	0	0	10.2181	0.00705	0	0	0.06999	0	0.01097	8.73365	2.9639	0.00737	0	0	0.05826	0	0.02241	0.00705	0.03064
Healthy	2.75924	0	0	0.04867	0	0	0	0	0	0	37.36739	44.1742	0.00755	0	0	0.11941	0	0	0	0.20478
Healthy	8.40371	0	2.35582	0.03647	0	0.09326	0	0.03007	0.03958	0	14.95715	1.71504	0.91994	0	1.16139	0.12652	0.09326	0.01608	0	0.05131
Healthy	9.69106	44.97245	0.80514	0	0	0.01799	0.25917	0	0.01321	0	4.53197	1.02204	0.31177	0.08423	1.07194	1.33726	0.01799	0	0	0.0128
Healthy	18.60053	0	0	0	0	0	0	0.0425	0	0	13.44186	0	0.0399	0.24725	0.79417	0.29962	0	0.02663	0	0
Healthy	14.30181	0	0	1.23047	0.00461	0	0.84939	0	0.26374	0	17.66381	6.00746	0.14607	1.85423	1.437	0.23223	0	0	0.00461	0.10332
Healthy	20.60953	0	0	0.04098	0.03383	0.11716	0	0.11187	0	0	31.00324	2.2058	0.03971	0	0	0.00872	0.11716	0	0.03383	0
Healthy	0.95153	0	0	0.00425	0	0	0	0.01172	0.08332	0	32.55852	10.0016	0.49965	0.81636	0.54075	0.04606	0	0.01327	0	0.01597
Healthy	9.00838	13.0904	0	0.06381	0	1.35444	0.73037	0.00124	0.02264	0	7.21779	1.94101	0.41848	2.51045	0.62491	0.05911	1.35444	0	0	0
Healthy	0	0.02971	0	0	0	0	0	0	0	0.00074	7.93183	2.43136	0	0	0	0	0	0	0	0
Healthy	14.2955	0	0	0.06157	0.11666	0.2643	0	0	0	0	26.17955	1.11256	0.03975	0	0.60288	0.00889	0.2643	0.17536	0.11666	0
Healthy	12.78532	0	0	0	0	0.05728	0	0	0	0	15.72393	3.10733	0.06444	0.8243	1.2107	0.47227	0.05728	0	0	0
Healthy	7.24495	10.09288	2.49701	0	0	0.02104	0.23923	0.01123	0	0	6.98922	1.40844	0.51732	0	0	0.91156	0.02104	0.04752	0	0.04407
Healthy	4.85341	0	0	0	0.27735	0.12613	0	0.1094	0	0	21.67315	4.77866	0.17169	0	0	0.14954	0.12613	0.06151	0.27735	0.17455
Healthy	1.25469	16.1089	0	0	0.00491	0.00065	0	0	0	0	9.15477	6.14159	0.60007	0	1.44036	0.08893	0.00065	0.01567	0.00491	0.02988
Healthy	1.26871	0	0	0	0	0	0	0	0	0	2.70808	0	0.4069	0	0	0	0	0	0	0
Healthy	1.04566	29.5744	2.18475	0	0	0	0.84185	0	0.49074	0	3.00482	0.23185	0.08099	0	0	0	0	0	0	0
Healthy	0.16138	0	0	0.36863	0	0	0	0	0	0	11.9778	73.355	0.06016	0	0	0.06967	0	0.05518	0	0
Healthy	7.19544	0	0	0	0	0.01592	0	0.05044	0	0	39.02837	1.73586	1.01673	0.17416	0	0.04979	0.01592	0	0	0.04651
Healthy	0	68.4668	0	4.2841	0	0	0	0	0	0	15.48506	0	0	0	0	0.08548	0	0	0	0
Healthy	0	68.194	0	4.1579	0	0	0	0	0	0	15.70509	0	0	0	0	0.05289	0	0	0	0
Healthy	10.80823	0	0.00113	0	0.01433	0	0	0.10707	0.07048	0	15.20872	3.41828	0.41924	2.53084	0.92049	0.06861	0	0.01418	0.01433	0.00417
Healthy	8.96963	0	0	0.05966	0.25053	0.03341	0	0.07095	0	0	45.52493	5.22157	0.25585	0	0.99343	0.13073	0.03341	0	0.25053	0.14595
Healthy	9.20443	12.9126	0	0.09955	0	1.46912	0.88491	0	0.01636	0	7.02288	2.04759	0.2404	2.40783	0.62098	0.04932	1.46912	0	0	0
Healthy	12.2705	0	0	0	0.07875	0	0	0	0	0	33.85734	5.76162	0	0	0	0	0	0	0.07875	0
Healthy	0	0	0	0.24207	0.01751	0	0	0	0	0	30.72796	0	0.10179	2.08642	0	0.2382	0	0.25985	0.01751	0
Healthy	10.96482	0	0	0.04148	0.16176	0.16418	0	0	0	0	28.7327	1.39037	0.26041	0	0	1.83585	0.16418	0.48975	0.16176	0.0096
Healthy	2.11101	0	0	0.19572	0.27122	0	0	0	0.03623	0.00491	4.67728	0.58091	1.54475	0	0	0.01731	0	0	0.27122	0.03959
Healthy	2.06671	17.79856	3.85052	0	0	0	0.42512	0	0	0	6.54959	1.01499	0.64101	0.10037	1.10444	0.00129	0	0	0	0
Healthy	1.3945	0	0	0.29729	0.10489	0.01364	0	0.09375	0	0	70.96454	9.02941	0.74474	0	0	0.65076	0.01364	0.20739	0.10489	0.04231
Healthy	10.77377	0	0	2.0968	0.34626	0.26641	0	0.0043	0	0	36.08333	20.8589	0.02376	0	0	0.2224	0.26641	0	0.34626	0
Healthy	0.61666	0	0	0	0	0	0	0	0	0	7.12648	0	3.65165	0	0	0	0	0	0	0
Healthy	14.06275	0.00106	0	0.18393	0	0.05826	0	0.00126	0.09881	0.00239	10.64559	0.88295	0.10496	6.00826	1.43405	0.04859	0.05826	0.01228	0	0.00634
Healthy	5.5241	0	1.31009	0.09698	0.00946	0.01816	0.95887	0.01379	0	0	4.35395	1.4179	0.58388	0.61269	0.39279	0.07061	0.01816	0.00856	0.00946	0.02138
Healthy	16.91407	0	0	0.02507	0	0.00472	0	0	0	0	21.37675	11.76542	0.31967	0	1.30125	0	0.00472	0	0	0
Healthy	4.73245	0	0	0.439	0.0164	0.0683	0	0.06921	0.11252	0	8.70207	2.00174	0.34419	2.67588	0.9458	0.13532	0.0683	0.02356	0.0164	0.00273
Healthy	0.2703	0	0	2.78783	0	0	0	0	0	0	1.09197	0.02486	1.77873	0	0	0	0	0.19101	0	0
Healthy	4.64923	0	1.07483	1.49435	0	0	0	0	0	0	12.74911	1.32036	1.06834	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.35748	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.36457	0.11036	0	0	0.00129	0	0	76.38703	3.24927	0.20177	0	0	0.16488	0	0.39038	0.11036	0.03687
Healthy	0.94071	0	0	0	0	0	0	0	0	0	30.08327	49.3567	0.10634	0	0	0.01016	0	0	0	0.53907
Healthy	9.92768	0	0	0	0.00056	0	0	0.00725	0	0.02293	9.6772	0.42677	0.02141	0	0	0.03172	0	0.55688	0.00056	0.18961
Healthy	9.00628	0	0	0	0	0	0	0	0	0	38.78458	0.24858	0.12597	3.09391	0	0	0	0	0	0.30699
Healthy	0	0	0	55.0788	0	0	0	0	0	0.0026	12.18689	9.35592	0	0	0	0	0	0	0	0
Healthy	2.42514	0	0	1.03393	0.01179	0	0	0.02227	0	0	49.59382	1.86319	0.01462	0	0	0.18875	0	0.02384	0.01179	0.30897
Healthy	12.95099	0	0	0	0.23517	0.1928	0	0	0	0	21.61577	1.99738	0.26291	0	0.5768	0.01452	0.1928	0	0.23517	0
Healthy	21.54638	2.12059	0	0.57325	0	0	0.82044	0	0.07552	0	8.75885	1.50099	3.4149	0	0	0	0	0	0	0
Healthy	5.53874	6.79792	0	0	0.06954	0	0	0	0	0	4.71016	1.83515	9.01518	0	0	0	0	0	0.06954	0
Healthy	0.45395	0	0	0.2978	3.38681	0	0	0.06318	0	0.00186	4.6957	0.4683	0.57847	0	0	0.13394	0	1.17557	3.38681	1.21011
Healthy	0.00185	0	0	33.3132	0	0	5.3688	0	0.03296	0	12.29788	0	0.55036	0	0	0.04376	0	0	0	0
Healthy	0.57648	0	0	5.37164	0	0	0	0	0	0	13.72947	6.37725	0.25141	0	0	0	0	0	0	0
Healthy	11.64109	31.28285	0	0	0	1.94449	0.12916	1.21704	0	0	13.69382	3.65243	0.40435	2.99685	2.40498	0.09056	1.94449	0	0	0
Healthy	1.15881	0	0	0	0.00138	0	0.15027	0	0.04616	0	15.8135	2.13859	0.49241	0.03129	0.43982	0	0	0	0.00138	0
Healthy	1.68053	0	0	0.24642	0.03504	0	0.25849	0	0.04892	0	11.02268	0.3884	1.46551	0.02202	0.46993	0	0	0	0.03504	0
Healthy	0.11744	0.89633	0	1.24297	0.01464	0.07652	0	0	0	0	19.47501	4.4972	0.05368	0.00742	0.47722	0.6926	0.07652	0.20074	0.01464	0.0011
Healthy	0	0	0	1.15581	0	0	0	0	0	0	57.8104	0	0.20743	0	0	0.00677	0	0	0	0
Healthy	3.10335	0	0	0	0.37923	0	0	0	0	0	12.77835	1.60737	2.909	0	0	0	0	0	0.37923	0
Healthy	0.02801	0.0586	0.00015	0.00483	0	0	0	0	0	0.00709	3.96107	0	1.37903	0	0	0.00013	0	0	0	0
Healthy	24.04204	0	0	0	0.40076	0.08625	0	0	0.09057	0	23.97997	6.42896	0.11568	2.66851	0.862	0.23383	0.08625	0	0.40076	0.10023
Healthy	6.33589	0	0	26.8642	0	0.41728	0.12661	0.0392	0	0.00183	11.98078	0.01779	1.21669	0	1.2285	0.01155	0.41728	0.33886	0	0.00918
Healthy	11.66224	32.12726	0	0	0	2.11754	0.09941	1.4564	0	0	13.79145	3.65645	0.35346	3.02483	2.38838	0.08223	2.11754	0	0	0
Healthy	0.52674	0	0	0	0.08042	0	0	0	0	0	9.39804	0.15195	0.2955	0	0	0	0	0	0.08042	0
Healthy	25.13414	0	0	0	0.01241	0.02694	0.89577	0.0151	0	0	30.48081	6.20307	0.0538	0.73209	1.44785	0.00971	0.02694	0	0.01241	0
Healthy	0	0.0019	0	5.55053	0	0	0	0	0	0.00706	0.00578	0	0	0	0	0	0	0	0	0
Healthy	1.43234	21.8334	0	0.18994	0	0.00668	0.05402	0	0.00196	0	1.44905	0.92997	0.10851	0.00726	0.12029	0.00501	0.00668	0.01117	0	0.0014
Healthy	10.10083	45.2425	0.87857	0	0	0.02943	0.25049	0	0.01366	0	4.46224	0.95668	0.29819	0.08993	0.99503	1.28496	0.02943	0	0	0.00808
Healthy	2.82154	0	0	1.82775	0	0.00079	0.22683	0	0.03313	0	15.85583	1.63737	0.04036	0.20459	0.5255	0.01016	0.00079	0.01793	0	0.07519
Healthy	5.92589	1.50653	0	0.21767	0	0.19691	0	0	0.68284	0	15.83726	5.43127	3.45769	1.06858	0	0	0.19691	0	0	0
Healthy	6.86182	0	0	0	0	0	0	0	0	0	5.66371	0.07931	2.97291	0	0	0	0	0	0	0
Healthy	5.64342	0	0	0	0.04987	0	0	0	0	0	37.49426	2.19929	0.64734	0	0	0	0	0	0.04987	0
Healthy	8.25858	0	0	3.13477	0.33156	0	0	0.07362	0	0	20.96534	3.41103	2.20492	0	2.12176	0.01013	0	0.23679	0.33156	0
Healthy	2.01691	0	0	0	0	0	1.0026	0	0.07933	0	39.78047	1.48157	0.12975	0.80756	0	0.02919	0	0.01372	0	0.06666
Healthy	0	0.02562	0	15.641	0	0	0	0	0	0	19.88841	0	0.01871	0	0	0.07623	0	0	0	0
Healthy	17.3234	0	0	0.09832	0.00305	0	0	0.0016	0.33205	0	22.53788	3.13906	0.0859	0.06265	1.15652	0.17711	0	0.10545	0.00305	0.03735
Healthy	4.53405	0	0	0	0.00088	0.01224	0	0.0077	0.67859	0	13.24111	8.69203	0.47981	2.51316	0.3064	0.21027	0.01224	0.205	0.00088	0.05316
Healthy	32.21796	0	0	0	0.12849	0.26179	0	0	0.10525	0	14.67943	9.16059	0.02481	0.94488	0.93643	0.16664	0.26179	0	0.12849	0.06825
Healthy	19.83227	0.00981	0	9.34072	0.00271	0.11803	0	0.07043	0.03318	0.00059	11.27138	1.7933	0.17879	0.02936	0.39453	0.02287	0.11803	0.08739	0.00271	0.00057
Healthy	0	0	0	0.38656	0.11966	0	0	0.00253	0	0	76.27529	3.22796	0.14083	0	0	0.13158	0	0.39264	0.11966	0.02311
Healthy	0	0	0	2.74432	0.07877	0	0	0.0383	0	0	43.78664	35.1158	1.25518	0	0	0.45575	0	0.04091	0.07877	0
Healthy	13.62675	0	0	0.09232	0.00641	0.02118	1.5988	0	0.40654	0	22.45865	9.79868	0.17724	1.38673	2.24413	0.16672	0.02118	0	0.00641	0.02486
Healthy	6.54158	0.00378	0	5.3394	0.01428	0	0	0.01813	0	0	19.87227	0.00738	0.55596	0	1.48008	0.02925	0	0.04056	0.01428	0.04596
Healthy	0.94453	0	0	0	0	0	0	0	0.2105	0	32.54886	3.55588	0.44233	7.93719	1.3813	0	0	0	0	0
Healthy	23.59823	0	0	0	0.00873	0.02461	0.77136	0.02838	0	0	38.0593	5.73169	0.0681	0.69352	1.43627	0.00901	0.02461	0	0.00873	0
Healthy	1.31923	5.62755	22.5247	0.00681	0.00842	0.89575	1.06194	0.00834	0.06417	0	1.99892	3.9656	0.02935	0.85812	0	0.05635	0.89575	0.0976	0.00842	0.00634
Healthy	6.92786	0	0	0	0.07799	0	0	0	0	0	31.30829	0.38223	0.12282	0	0	0	0	0	0.07799	0
Healthy	0	0	0	33.1783	0	0	0	0.01308	0	0	5.24541	0.0035	0	0.18778	0	0	0	0	0	0
Healthy	0.37341	26.4025	1.47114	0	0.08336	0.04706	2.04582	0	0	0	9.77973	0.87545	0.05952	0	1.30351	0.00715	0.04706	0.00058	0.08336	0.00998
Healthy	1.37835	59.3669	1.75872	0	0.00387	0.00501	0	0.01052	0.09846	0	5.6141	1.17153	1.14247	0	0	0.0052	0.00501	0	0.00387	0.01679
Healthy	2.76763	0	0	1.88746	0	0	0.18981	0.05407	0.39662	0	11.33523	1.66492	0.81629	1.38138	0	0	0	0	0	0
Healthy	1.39526	64.6746	0	0	0	0	0.42302	0	0	0	1.85778	2.37585	0.92559	0	0	0	0	0	0	0
Healthy	6.20985	38.85502	0	1.57665	0.01037	0.0831	0	0.09024	0	0.0003	15.91266	9.331	0.15804	0	0.71665	0.05882	0.0831	0	0.01037	0.04842
Healthy	4.61983	19.2902	0	0	0	0	0	0	0	0	14.15707	0.81371	0.06038	0.56976	0.71395	0	0	0	0	0.07146
Healthy	2.83584	0	0	0.43651	0	0	0.12362	0	0.42835	0	10.1538	1.53561	0.80043	1.5059	0	0	0	0	0	0
Healthy	0	0	0	2.54476	0.06262	0	0	0.03517	0	0	42.1532	33.7481	1.4595	0	0	0.38809	0	0.04359	0.06262	0
Healthy	0	0.00591	0	13.3292	0	0	0	0	0	0.0139	26.9944	0	0.03421	0	0	0.08254	0	0	0	0
Healthy	17.44569	3.29118	0.66627	0	0.03292	0	1.0281	0.02769	0.20274	0	11.40236	1.8985	0.19646	4.87671	0	1.3811	0	0	0.03292	0
Healthy	0.71322	0	0	0	0	0	1.02811	0	0	0	22.9616	4.42462	0.78863	0	1.15119	0	0	0	0	0
Healthy	0	0	0	14.6807	0	0	0	0	0	0	1.39756	0	3.44624	0	0	0	0	0.22927	0	0
Healthy	2.63863	0	0	0.10819	0.70432	0	0	0	0.57249	0	21.58602	2.49861	0.70445	0	1.3345	0.01028	0	0	0.70432	0.06164
Healthy	6.33976	0	0	0.02159	0	0.04851	0	0	0	0	18.41136	1.35214	0.75001	1.2693	1.32887	0.00902	0.04851	0.01383	0	0
Healthy	5.13345	33.229	0	0	0.0624	2.23811	0.89632	1.45753	0	0	17.46326	5.14978	0.17982	0	1.28332	0.37301	2.23811	0.07405	0.0624	0
Healthy	7.89521	0	0	0.02683	0	0.32814	0.21334	0	0.24613	0	18.23184	3.18537	0.1224	1.65864	0	0.05273	0.32814	0.47771	0	0.00412
Healthy	2.44243	0	0	0.06758	0.20787	0.03496	0	0.10246	0.01672	0.01838	4.30476	1.07055	0.84082	0	0.4335	0.0224	0.03496	0.1531	0.20787	0.01958
Healthy	2.50236	0	0	0.50497	0	0	0	0	0	0	9.71639	1.31385	5.23755	0	0	0	0	0	0	0
Healthy	17.45545	0	0	0.04198	0.00294	0	0	0.00154	0.35714	0	22.42268	2.99748	0.08724	0.06987	1.10504	0.13614	0	0.12658	0.00294	0.0243
