group	Bacteroidota	Actinobacteriota	Proteobacteria		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	62.9367	0.15998	2.23462		62.9367	17.06275	0.15998	2.23462	12.7095	0.89222	0.03051	0	0	
Healthy	33.13465	0	0.03779		33.13465	35.13694	0	0.03779	0.28143	0.00828	1.6906	0.65232	0	
Healthy	43.91144	0.0029	4.22613		43.91144	33.36806	0.0029	4.22613	1.07713	0	0.29654	0	0	
Healthy	69.10783	0.253	0.08618		69.10783	6.06456	0.253	0.08618	0	0	0.52483	0.01411	1.42888	
Healthy	22.25656	0.39088	1.90489		22.25656	36.85416	0.39088	1.90489	0	10.2982	0.66711	0.58046	0.1026	
Healthy	13.31218	1.51417	0.40844		13.31218	63.58426	1.51417	0.40844	5.69109	0	10.39962	3.28183	0.02758	
Healthy	67.98188	0.2177	6.01844		67.98188	10.28299	0.2177	6.01844	4.82061	0	0.43095	0	0	
Healthy	55.93334	14.05854	0.30246		55.93334	11.59731	14.05854	0.30246	0	0	0.25387	0.20356	0.08565	
D013167	70.53649	0.77307	0.29344		70.53649	17.07315	0.77307	0.29344	0.0368	0	0.20952	0	0.04707	
Healthy	50.09099	0.62485	1.64625		50.09099	26.91062	0.62485	1.64625	0.12044	0.03792	1.27675	0.07783	0	
Healthy	9.77201	2.11217	0.0753		9.77201	62.67512	2.11217	0.0753	0.41357	0	17.38857	0.0354	0	
Healthy	49.84518	1.75533	0.23025		49.84518	7.11646	1.75533	0.23025	0	12.3729	0	0	0.8116	
Healthy	85.64382	0.26173	2.95095		85.64382	8.22029	0.26173	2.95095	1.28601	0	0.04944	0	0.04785	
Healthy	27.67924	14.79086	1.49689		27.67924	36.53969	14.79086	1.49689	3.85088	0.00277	0.19114	0	0.00501	
Healthy	28.03494	0	0.06126		28.03494	55.2933	0	0.06126	0	0.70351	0.01997	0	0	
Healthy	9.82302	13.37556	0		9.82302	51.30864	13.37556	0	12.39002	1.23746	0.37943	0	0	
Healthy	42.51116	0.95398	0.03357		42.51116	22.39638	0.95398	0.03357	3.93665	0	0.82499	0	0.13867	
Healthy	78.21362	0.58449	0		78.21362	7.45242	0.58449	0	0.09274	0	0.20685	0.09233	1.5463	
Healthy	32.48435	0	3.11775		32.48435	36.3103	0	3.11775	1.7791	0	2.60608	6.53455	0	
Healthy	24.37262	0.79221	0.69821		24.37262	58.07154	0.79221	0.69821	0.02851	0.10576	0.19043	0	0.04588	
Healthy	25.24072	1.43337	3.17686		25.24072	59.52754	1.43337	3.17686	3.95405	0	0.8938	0	0	
Healthy	77.14817	0.58439	0.28317		77.14817	6.9303	0.58439	0.28317	9.23712	0	0.08781	0	0.01028	
Healthy	28.96809	2.49643	0.90987		28.96809	42.08941	2.49643	0.90987	1.89676	0.11581	0.40469	6.73	0.08692	
Healthy	67.93963	0.34572	0.1559		67.93963	7.53624	0.34572	0.1559	6.04788	0	0.29707	0	0	
Healthy	6.90874	0	0		6.90874	5.51511	0	0	0	0	0	0	0	
Healthy	91.15794	0.31964	0.99684		91.15794	1.4565	0.31964	0.99684	0.03376	0	0.21629	0	0	
D013167	56.32531	6.78069	2.17216		56.32531	25.8427	6.78069	2.17216	0	0	0.25866	0	0	
Healthy	64.28467	0.83434	1.63599		64.28467	13.92049	0.83434	1.63599	0.37411	0	0.01938	0.20474	0.18817	
Healthy	34.19164	28.1944	1.36293		34.19164	23.0586	28.1944	1.36293	2.31376	0.2178	1.03519	0	0	
Healthy	32.61151	1.22277	0.00297		32.61151	58.6048	1.22277	0.00297	2.63703	0	0	0	0	
Healthy	69.36234	0.28032	0.12097		69.36234	5.88152	0.28032	0.12097	0	0	0.49986	0.01774	1.68099	
Healthy	29.16259	0.57024	0.01838		29.16259	16.18606	0.57024	0.01838	2.43258	22.8919	0.39354	1.96453	0.65119	
Healthy	30.15426	0.16712	8.20549		30.15426	57.49121	0.16712	8.20549	0.07623	0	0.23297	0	0	
Healthy	48.4901	0	0.47148		48.4901	22.72038	0	0.47148	0	0.31809	7.41531	3.37489	0	
Healthy	58.35947	0.49949	0.32791		58.35947	8.28966	0.49949	0.32791	0.52921	8.57815	0	0	0.3514	
Healthy	68.95983	0.25283	0.24452		68.95983	3.74611	0.25283	0.24452	5.89787	0	0.03309	0	0	
Healthy	84.2783	1.58733	0.72657		84.2783	6.2766	1.58733	0.72657	0	0	0.01756	0	0.06719	
Healthy	13.30113	6.49147	1.42165		13.30113	50.62152	6.49147	1.42165	0.07498	0.07407	3.82826	0	0.01561	
Healthy	31.07471	0.41861	0.04744		31.07471	59.89746	0.41861	0.04744	0.78584	0.04887	0.04626	0	0.09352	
Healthy	44.84959	0.72927	0.31174		44.84959	30.5507	0.72927	0.31174	1.67667	0	0.44091	0	0	
Healthy	65.87777	0.4766	4.12832		65.87777	17.37181	0.4766	4.12832	5.26343	0	0.20831	0	0.00794	
Healthy	56.19211	0.44319	15.50261		56.19211	5.10925	0.44319	15.50261	2.57302	0	0.07753	0	0.06136	
Healthy	26.13212	11.57641	2.01818		26.13212	8.29142	11.57641	2.01818	0	11.0573	1.43401	33.7754	0.33247	
Healthy	27.17957	0	0.03273		27.17957	64.2296	0	0.03273	0.33099	0	0.0334	0.29473	0	
Healthy	20.77593	2.71551	0.60918		20.77593	28.73658	2.71551	0.60918	1.86283	2.34656	1.02591	21.0891	0	
D013167	33.57928	7.33486	3.82121		33.57928	28.49321	7.33486	3.82121	4.52798	0.05792	0.34688	0	0.08042	
Healthy	41.09319	2.70692	0.247		41.09319	11.34059	2.70692	0.247	0	16.6374	0.00528	0	1.65896	
Healthy	48.09754	0.37705	0.81759		48.09754	19.68539	0.37705	0.81759	0	0.72089	0.01092	0	0.017	
Healthy	68.38534	0.27361	5.77917		68.38534	10.09663	0.27361	5.77917	4.52767	0	0.45064	0	0	
Healthy	14.88895	1.51885	0.14639		14.88895	64.5249	1.51885	0.14639	1.67791	0	1.04421	0.86242	0	
D013167	11.58101	4.66215	6.7076		11.58101	59.8266	4.66215	6.7076	0.33522	0	0.3187	0	0	
Healthy	54.5794	0.69212	1.31889		54.5794	7.46591	0.69212	1.31889	9.01964	6.91086	0.34156	0	0.13363	
Healthy	40.23586	2.6063	7.70891		40.23586	33.35463	2.6063	7.70891	0.45257	0.00242	0	0	0.02269	
Healthy	22.08317	0	0		22.08317	67.74422	0	0	0	0	0.41372	0	0	
Healthy	73.68848	0.08397	0		73.68848	10.04747	0.08397	0	0.11694	0.7359	0	0	0	
Healthy	56.66584	0	0		56.66584	16.51081	0	0	1.48551	0	0	0	0	
Healthy	66.0405	0.05648	0.9357		66.0405	16.38824	0.05648	0.9357	10.3765	0.39843	0.04034	0	0	
Healthy	83.87272	3.52286	0.08668		83.87272	4.58884	3.52286	0.08668	0	0.0783	0	0.64288	0.38168	
Healthy	17.06408	21.43124	21.74804		17.06408	13.22404	21.43124	21.74804	1.48207	2.24224	1.83561	0.15967	0	
Healthy	8.57035	14.68383	0.01024		8.57035	55.12683	14.68383	0.01024	0.03457	7.77762	5.47805	1.26732	0	
Healthy	64.20095	1.19494	0.17644		64.20095	15.39784	1.19494	0.17644	0.01354	0	0.05866	0	0.12192	
Healthy	63.86722	0.04907	3.11279		63.86722	28.0432	0.04907	3.11279	0	0	0.0698	0	0.36368	
Healthy	48.07006	1.72739	3.63923		48.07006	36.74043	1.72739	3.63923	0.03543	0.39701	0	0	0	
Healthy	54.23068	1.62801	1.98699		54.23068	31.80971	1.62801	1.98699	1.006	0.07548	0.06142	0.02199	0.38003	
Healthy	70.25471	4.65103	0.7649		70.25471	10.29853	4.65103	0.7649	4.09164	0.38122	0.45801	0	0.01217	
Healthy	45.1154	1.89053	0.39684		45.1154	6.44545	1.89053	0.39684	3.17933	0.16296	0.62562	0	0.68442	
Healthy	8.96652	0	0		8.96652	76.0443	0	0	0	0	0	0	0	
Healthy	19.53796	3.61904	1.24954		19.53796	19.72533	3.61904	1.24954	2.75872	4.30812	0.07837	0	0	
Healthy	38.80998	0.0242	0.01398		38.80998	15.25671	0.0242	0.01398	0	0.11184	0.78368	0	0	
Healthy	54.92835	0	0.69512		54.92835	33.18327	0	0.69512	0	2.78327	0.20707	0	0.1571	
Healthy	0.80423	4.48673	10.93418		0.80423	69.08051	4.48673	10.93418	0	0.53897	2.69017	0	0.00223	
Healthy	64.91261	0.15552	1.17066		64.91261	25.39359	0.15552	1.17066	0	0	0.07679	0	0.44208	
Healthy	11.14039	6.48101	0		11.14039	72.29558	6.48101	0	7.31724	0	0	0	0	
Healthy	17.47557	0	0.19546		17.47557	47.77514	0	0.19546	2.48711	0	0.2496	0.17103	0	
Healthy	42.65315	12.54022	35.05897		42.65315	6.36277	12.54022	35.05897	0.14194	0	0.51898	0	0.01384	
Healthy	69.9158	0.26094	0.20559		69.9158	3.3499	0.26094	0.20559	5.97819	0	0.04636	0	0	
Healthy	56.77236	0.32736	0.08731		56.77236	22.47834	0.32736	0.08731	7.49191	0	0.3743	0	0	
Healthy	39.9845	0	0.34289		39.9845	37.73964	0	0.34289	0	0	0	0	0	
Healthy	52.21683	0.33725	0.6239		52.21683	16.34508	0.33725	0.6239	0	5.49285	0	0	0.31247	
Healthy	1.32898	23.31529	19.73814		1.32898	39.27978	23.31529	19.73814	2.76062	0	5.57754	0	0	
Healthy	67.89234	0.28561	0.06655		67.89234	10.46001	0.28561	0.06655	0.42747	0.5437	0.05352	0	0.04428	
Healthy	81.0339	1.60477	0.75532		81.0339	6.27785	1.60477	0.75532	0	0	0.04654	0	0.05116	
Healthy	33.62841	4.70168	0.24028		33.62841	34.97597	4.70168	0.24028	0	0.07917	1.70505	0	0.01639	
Healthy	70.13488	4.05144	0.54743		70.13488	10.01754	4.05144	0.54743	2.88085	0.1407	0.01091	0.05175	0.10246	
D013167	51.22676	1.11155	0.17493		51.22676	34.60811	1.11155	0.17493	0.34819	0.03738	0.70084	0	0.0141	
Healthy	5.73114	0	8.42614		5.73114	27.44728	0	8.42614	3.86181	0	33.87996	0	0	
Healthy	32.57043	0.48878	0.1197		32.57043	43.40343	0.48878	0.1197	1.0861	0.23083	2.23738	0.01332	0.00588	
Healthy	40.16562	0.19707	3.3964		40.16562	27.77901	0.19707	3.3964	7.08862	0	12.63342	0.1007	0.03857	
Healthy	61.20648	0.3274	0.25836		61.20648	7.36611	0.3274	0.25836	0.42182	8.3248	0	0	0.38783	
Healthy	67.11219	1.83756	0.17778		67.11219	14.73977	1.83756	0.17778	0.00317	0.57677	0.04397	0.01265	0.09241	
Healthy	2.11984	2.47695	0		2.11984	47.3994	2.47695	0	4.61632	0	3.08538	23.1476	0	
Healthy	0	0	0		0	9.24888	0	0	0	0	0	0	0	
Healthy	36.96423	0.81976	2.00589		36.96423	29.89059	0.81976	2.00589	1.29591	0	2.25199	2.2348	0	
Healthy	74.49401	0.00896	0.50586		74.49401	8.04146	0.00896	0.50586	2.74768	0	0.02754	0	0.03855	
Healthy	68.79607	0	0.2875		68.79607	10.45503	0	0.2875	4.31984	0	0.02466	0	0.11194	
Healthy	48.33093	0.12862	0.98413		48.33093	17.94418	0.12862	0.98413	0.37926	0.02151	0.06816	0	0.02823	
Healthy	3.52148	3.16693	0		3.52148	51.48785	3.16693	0	8.10433	0	6.6301	6.37433	0	
Healthy	30.977	0.23884	0.05841		30.977	51.90948	0.23884	0.05841	3.58224	0	0	0.17672	0	
Healthy	48.79426	0.28401	0.56267		48.79426	9.73331	0.28401	0.56267	0.0912	9.34841	0	0	0.54332	
Healthy	72.78589	2.41417	0.59765		72.78589	0.64108	2.41417	0.59765	0	0.23017	0	0	0.00456	
Healthy	4.21911	9.54016	1.69569		4.21911	41.19312	9.54016	1.69569	0.79374	4.14396	2.86239	17.9335	0	
Healthy	11.39171	0.00415	0.03331		11.39171	79.66476	0.00415	0.03331	0.5885	0	2.45089	0.35644	0	
Healthy	62.92296	0.79012	1.09051		62.92296	15.64881	0.79012	1.09051	10.51164	0.91657	0	0	0.03807	
Healthy	80.807	0.02699	1.51926		80.807	8.32409	0.02699	1.51926	1.78082	0	0.09264	0	0.03219	
Healthy	33.08793	3.66609	5.764		33.08793	37.81078	3.66609	5.764	0.1913	1.74463	0.22116	1.55278	0.03549	
Healthy	48.86634	2.84264	3.63453		48.86634	13.81216	2.84264	3.63453	0.06494	0	0.07097	0.06782	0.14487	
Healthy	0.64899	90.48484	0.48768		0.64899	0.12899	90.48484	0.48768	0.08465	0	7.41673	0	0	
Healthy	68.09593	0.30766	5.94819		68.09593	9.88856	0.30766	5.94819	4.77503	0	0.57766	0	0	
Healthy	84.30349	0.61202	0.86412		84.30349	7.39873	0.61202	0.86412	0.13559	0	0.06916	0	0	
Healthy	18.18298	0.19667	1.43855		18.18298	49.4724	0.19667	1.43855	0	0	6.36724	0	0	
Healthy	37.14505	1.78768	0.45025		37.14505	42.17396	1.78768	0.45025	0.97369	0	0.41766	0	0	
Healthy	18.48963	8.24677	1.83929		18.48963	42.0367	8.24677	1.83929	11.1482	0	5.22824	0	0.06883	
Healthy	70.64789	0.09911	0.82778		70.64789	16.6568	0.09911	0.82778	3.68487	0.02726	1.96833	0	0.01429	
Healthy	70.63958	0.83865	0.16063		70.63958	11.35601	0.83865	0.16063	0.86434	0	1.78995	0	0	
Healthy	45.16881	18.96606	0.30143		45.16881	21.36426	18.96606	0.30143	0.64899	0	0.43517	0	0	
Healthy	9.76001	11.6606	0		9.76001	69.76678	11.6606	0	1.76947	0	0.81377	0	0	
Healthy	14.72022	10.4306	0.09108		14.72022	65.47523	10.4306	0.09108	0.52356	0.00884	2.32537	0	0	
Healthy	58.86491	4.04499	2.38675		58.86491	12.19888	4.04499	2.38675	0	6.60676	0.00823	0	0.07263	
Healthy	31.51029	5.98434	0.20032		31.51029	29.70362	5.98434	0.20032	0.03522	13.1712	1.49422	0	0.00738	
Healthy	60.9717	3.73876	0.24613		60.9717	21.15853	3.73876	0.24613	0	1.42643	1.09496	1.3897	0.04138	
Healthy	23.71041	5.24679	0.4937		23.71041	45.35719	5.24679	0.4937	0.54378	0	3.01714	0	0	
Healthy	60.37382	3.86564	0.36838		60.37382	9.99328	3.86564	0.36838	7.68997	0.78996	0.13567	0.95499	0.35323	
Healthy	10.08932	1.25973	0.51966		10.08932	49.64452	1.25973	0.51966	21.9733	0	0.39765	1.61728	0	
Healthy	36.6444	0	0		36.6444	46.12425	0	0	1.82274	0	1.90263	0	0	
Healthy	52.35302	2.06621	5.358		52.35302	21.44372	2.06621	5.358	0.42702	0	0	0	0.15329	
Healthy	76.77429	0.52052	0.32852		76.77429	6.81993	0.52052	0.32852	9.20021	0	0.09813	0	0.00787	
Healthy	9.72508	13.87408	0		9.72508	50.90408	13.87408	0	13.13245	0.77617	0.28125	0	0	
Healthy	26.20164	2.58946	0.11684		26.20164	10.55747	2.58946	0.11684	0.61561	0.43436	1.16834	0	0.69413	
Healthy	52.14534	0.00205	0.01913		52.14534	19.10884	0.00205	0.01913	6.79051	0	0.01781	0.02102	0	
Healthy	58.10073	14.39682	0.28715		58.10073	12.21269	14.39682	0.28715	0	0	0.23155	0.22386	0.14138	
Healthy	62.73642	0.61972	0.60204		62.73642	18.41674	0.61972	0.60204	3.47911	0	4.76263	0.0878	0.0212	
Healthy	44.6047	2.27267	0.1954		44.6047	37.73628	2.27267	0.1954	0.02918	0	0.91088	0	0.04873	
Healthy	25.1176	5.45787	0.39814		25.1176	46.47905	5.45787	0.39814	6.37583	0	1.84221	0	0	
Healthy	33.8182	0.52133	0.86723		33.8182	21.10287	0.52133	0.86723	0	1.02691	1.06904	1.87428	0.24328	
Healthy	48.77218	3.08869	0.40463		48.77218	23.09016	3.08869	0.40463	0.17956	3.81688	1.67267	5.5018	0.0293	
Healthy	45.66618	0.88026	8.02807		45.66618	25.71177	0.88026	8.02807	4.38238	0.02361	0.64442	0	0	
Healthy	55.40129	4.06559	6.30885		55.40129	27.9145	4.06559	6.30885	0.18608	0	0.25812	0	0	
Healthy	59.93208	0.26496	0.56628		59.93208	20.63274	0.26496	0.56628	0	0	0	0	0.04218	
Healthy	15.04625	3.43552	0.00815		15.04625	30.68435	3.43552	0.00815	0	0	5.48682	9.90092	0	
Healthy	0.00043	44.0736	25.91959		0.00043	2.32812	44.0736	25.91959	0.09928	0	15.43058	0	0	
Healthy	61.74895	0.19682	0		61.74895	29.02153	0.19682	0	0.7299	0.08502	0.52237	0.04649	0.04003	
Healthy	87.02538	0	0.0663		87.02538	6.00179	0	0.0663	0.88788	0	0	0	0	
Healthy	40.00243	2.4546	0.41885		40.00243	29.94533	2.4546	0.41885	7.97666	4.00273	1.22287	0.10475	0.08237	
Healthy	69.9345	1.39263	3.26878		69.9345	8.2476	1.39263	3.26878	0	0	0.26752	0.03287	1.39254	
Healthy	1.69901	10.33657	3.31039		1.69901	60.92795	10.33657	3.31039	0	0	0.27113	4.2977	0	
Healthy	7.07781	53.7193	14.2988		7.07781	3.56489	53.7193	14.2988	1.16941	0	0.69259	0	0	
Healthy	18.15599	5.67949	0.09712		18.15599	22.53825	5.67949	0.09712	0	6.12412	4.25572	13.9454	0	
Healthy	31.09353	0	0.02116		31.09353	48.13819	0	0.02116	3.74943	0	0.80942	0.00137	0	
Healthy	34.03256	0	0.06265		34.03256	49.08501	0	0.06265	1.70745	0.02874	0.1614	0	0.00559	
Healthy	43.90234	4.02589	0.50874		43.90234	23.50641	4.02589	0.50874	11.6699	0.16635	3.06488	0	0.12448	
Healthy	44.18122	3.17656	2.46736		44.18122	25.12886	3.17656	2.46736	0.15438	0.30671	0.09394	0	0.05311	
Healthy	57.07879	4.28081	0.47996		57.07879	19.68206	4.28081	0.47996	1.08517	0	0.5704	0	0.14253	
Healthy	60.22977	0.73838	3.99867		60.22977	24.7801	0.73838	3.99867	1.78806	0.12189	0.09853	0	0.11505	
Healthy	44.66737	2.4693	0.3293		44.66737	16.79558	2.4693	0.3293	11.57558	1.76195	0.05593	0	0	
Healthy	70.99113	1.54382	3.17425		70.99113	8.29439	1.54382	3.17425	0	0	0.30379	0.00549	1.37421	
Healthy	65.52501	0.47257	3.8036		65.52501	17.50904	0.47257	3.8036	4.77156	0	0.14994	0	0.01917	
Healthy	6.72201	2.27909	0.15351		6.72201	22.32012	2.27909	0.15351	2.19395	5.72931	0	0	0	
Healthy	82.77682	0.72073	0.86536		82.77682	8.28999	0.72073	0.86536	0.14577	0	0.06588	0	0	
Healthy	48.8312	3.08129	0.85243		48.8312	32.64095	3.08129	0.85243	0	0	1.3354	0	0	
Healthy	13.88629	3.52657	0.08663		13.88629	30.5735	3.52657	0.08663	28.07342	0	0.05364	0	0.12627	
Healthy	5.27426	36.37293	9.92274		5.27426	0.00281	36.37293	9.92274	0.74905	0	7.80399	0	0	
Healthy	66.74774	1.89854	0.16264		66.74774	15.65511	1.89854	0.16264	0	0.57433	0.06972	0	0.0852	
Healthy	20.72115	4.59011	3.8309		20.72115	9.94521	4.59011	3.8309	8.4644	0	21.75453	0	0	
Healthy	3.44375	8.06484	84.5631		3.44375	0.00818	8.06484	84.5631	0.00334	0	0.30635	0	0	
Healthy	86.56075	0.22373	1.99066		86.56075	7.32335	0.22373	1.99066	0	0	0.10156	0	0.09083	
Healthy	53.36043	0.03715	3.51401		53.36043	20.88623	0.03715	3.51401	1.40114	14.0475	0	0.7039	0.02636	
Healthy	17.23018	1.16574	0.39907		17.23018	35.03882	1.16574	0.39907	3.93019	3.3765	0.99124	1.12322	0.04644	
Healthy	66.47609	0.10708	0.6365		66.47609	8.92612	0.10708	0.6365	8.19234	0	0.43628	0	0.02395	
Healthy	70.42368	0.13147	0.48435		70.42368	20.73603	0.13147	0.48435	0.58481	0	1.296	0	0.01986	
Healthy	68.90809	0.00166	0.24878		68.90809	8.31626	0.00166	0.24878	4.17101	0.00134	0.00494	0	0.1941	
Healthy	13.65642	6.246	1.56359		13.65642	37.00849	6.246	1.56359	2.92476	0.26842	0.52574	0.47405	0.21533	
Healthy	23.31875	59.57073	4.62638		23.31875	0.03971	59.57073	4.62638	0.99936	0	9.0658	0	0.19335	
Healthy	86.2202	0.19532	1.668		86.2202	6.97838	0.19532	1.668	0	0	0.1409	0	0.10931	
Healthy	67.27463	0.20175	1.05383		67.27463	2.3472	0.20175	1.05383	10.84798	0	0	0	0	
Healthy	9.46394	27.68893	12.2714		9.46394	27.56421	27.68893	12.2714	0.49072	0	12.92891	3.54756	0.01852	
Healthy	2.87834	61.59634	0.33421		2.87834	5.20121	61.59634	0.33421	1.99799	1.48707	2.57986	0	0	
Healthy	91.68174	0	4.26379		91.68174	2.15871	0	4.26379	0	0.56621	0	0	0	
Healthy	84.63343	0.03332	0.01829		84.63343	6.10729	0.03332	0.01829	1.19992	0	0.19433	0	0	
Healthy	12.57045	27.42034	0		12.57045	42.43746	27.42034	0	4.22462	1.62563	1.01374	0	0	
Healthy	75.06792	0.01359	0.57478		75.06792	4.37966	0.01359	0.57478	4.85572	0	0	0	0	
Healthy	63.95996	0.92842	0.09962		63.95996	23.78584	0.92842	0.09962	0.14217	0.04037	0.11993	0	0.0251	
Healthy	0	37.341	0.92446		0	29.72424	37.341	0.92446	8.44491	0	1.59656	4.13628	0	
Healthy	68.88568	0.30454	0.2551		68.88568	3.53282	0.30454	0.2551	6.11977	0	0.04199	0	0	
Healthy	79.02282	0.04561	4.8789		79.02282	9.79892	0.04561	4.8789	0.02344	0	0	0	0	
Healthy	39.55638	0.31967	0.07111		39.55638	36.93627	0.31967	0.07111	0.7504	0	0.8543	0.14722	0	
Healthy	27.5197	0	0		27.5197	24.31212	0	0	0	2.15259	0	0	0	
Healthy	53.1593	0.22548	0.56055		53.1593	32.06103	0.22548	0.56055	0.95601	0.20079	1.6222	0.40155	0.0866	
Healthy	48.5162	0	0		48.5162	0	0	0	0	0	18.4171	0	0	
Healthy	2.98891	2.72864	0		2.98891	48.13629	2.72864	0	2.76683	0.68396	5.41414	28.5491	0	
Healthy	60.54547	0.09345	8.48935		60.54547	3.48263	0.09345	8.48935	9.25559	0.76509	0	0	0.33995	
Healthy	28.75621	0.00136	6.73039		28.75621	37.57413	0.00136	6.73039	0.26595	0	2.07416	0	0	
D013167	56.5587	0.25896	22.02688		56.5587	13.00649	0.25896	22.02688	0.23511	0	0.11534	0	0	
Healthy	56.71773	1.85221	0.14884		56.71773	16.81228	1.85221	0.14884	0.00126	12.5435	0.11777	0	0.53861	
Healthy	56.3158	0.1377	1.55113		56.3158	29.62989	0.1377	1.55113	0	0	0.2786	0	0.09781	
Healthy	13.4359	1.53663	10.92004		13.4359	6.26436	1.53663	10.92004	2.64705	43.6005	0.14481	0	0.68468	
Healthy	67.86751	0.42895	0.18679		67.86751	9.38321	0.42895	0.18679	6.27789	0	0.26754	0	0	
Healthy	80.98922	0	0		80.98922	14.91669	0	0	0	0	0.54431	0	0	
Healthy	25.67731	1.78325	0.11367		25.67731	46.48502	1.78325	0.11367	6.5835	0	0.02838	0	0	
Healthy	88.6322	0.13239	0.71896		88.6322	2.65609	0.13239	0.71896	3.46228	0	0.28913	0	0.0054	
Healthy	39.09706	0.11035	0.45524		39.09706	26.49488	0.11035	0.45524	2.2014	0.0088	0.54434	1.80177	0	
Healthy	33.77516	1.723	3.11227		33.77516	41.04902	1.723	3.11227	3.58045	0.02447	0.25515	0	0	
Healthy	19.08522	14.6707	1.16394		19.08522	54.05102	14.6707	1.16394	2.40528	0	1.04843	0	0	
Healthy	59.1091	0.62724	0.63221		59.1091	15.80448	0.62724	0.63221	0.85479	1.3283	9.56668	0.09868	0.06872	
Healthy	22.5582	3.51781	0.21808		22.5582	19.71285	3.51781	0.21808	12.31948	0	0.63654	1.18226	0.74541	
Healthy	37.53204	1.27859	0		37.53204	40.73039	1.27859	0	0	0	1.50452	0	0	
Healthy	58.43814	0.50869	27.19019		58.43814	1.38028	0.50869	27.19019	4.76985	0	0.10505	0	0	
Healthy	23.76198	2.57188	2.06766		23.76198	34.24034	2.57188	2.06766	2.42624	0.91401	14.95683	0.05073	0.06162	
Healthy	32.36471	1.04377	0.49639		32.36471	26.73239	1.04377	0.49639	0.14739	3.33406	0.20778	2.30841	0.18646	
Healthy	14.68862	17.44501	1.14917		14.68862	36.49673	17.44501	1.14917	13.0178	0	2.72347	0	0	
D013167	49.45978	0.07702	2.49576		49.45978	35.04925	0.07702	2.49576	0.75288	0	2.19913	0	0.02628	
Healthy	34.07345	0.2103	0.269		34.07345	49.98512	0.2103	0.269	0.04557	0	0.28548	0.1068	0.06547	
Healthy	18.82843	1.17066	1.04951		18.82843	58.0766	1.17066	1.04951	5.43514	0.16201	0.98596	0	0	
Healthy	17.09535	9.79429	1.94032		17.09535	38.27146	9.79429	1.94032	0.03868	0	5.95275	0	0.23847	
Healthy	45.17916	0.40363	0.35513		45.17916	17.50523	0.40363	0.35513	3.52687	0.77287	0.04486	0	0.08041	
Healthy	19.82885	0.26068	0.32094		19.82885	61.75209	0.26068	0.32094	0.58507	0	0.33593	0	0	
Healthy	92.4096	0.22173	0.6867		92.4096	2.93463	0.22173	0.6867	0	1.88348	0	0	0	
Healthy	10.12874	0	0		10.12874	72.4399	0	0	0	0	0	0	0	
Healthy	35.57313	1.77829	0.1023		35.57313	41.10283	1.77829	0.1023	0	0	4.5512	0	0	
Healthy	71.11603	0	2.47117		71.11603	3.22903	0	2.47117	0	0	0	0	0.12119	
Healthy	42.51095	6.8992	0.37614		42.51095	12.74803	6.8992	0.37614	0.02402	2.90132	0.08492	8.00768	0.02195	
Healthy	69.65916	2.50619	2.44351		69.65916	10.0534	2.50619	2.44351	1.34765	0	0.11268	0	0.37382	
Healthy	66.71053	0.30196	0.36518		66.71053	8.52251	0.30196	0.36518	5.66652	0	0.01487	0	0.03254	
Healthy	38.67925	13.9259	0.43548		38.67925	29.87508	13.9259	0.43548	1.53411	0.03767	1.19211	0	0	
Healthy	58.1287	0.62866	0.43898		58.1287	10.87493	0.62866	0.43898	0.5334	8.45768	0	0	0.50177	
Healthy	2.69883	14.49104	80.40977		2.69883	1.32614	14.49104	80.40977	0.00662	0	0.02378	0	0	
Healthy	38.60053	5.55165	0.07105		38.60053	32.85284	5.55165	0.07105	3.3537	0	9.00027	0.34226	0.87373	
Healthy	27.58095	48.17318	2.54958		27.58095	14.39691	48.17318	2.54958	0.47986	0	0.59121	0	0	
Healthy	69.24905	0.23655	0.07849		69.24905	13.39404	0.23655	0.07849	0	0	0.49665	0.0287	1.43761	
Healthy	30.23467	0.23839	0.49879		30.23467	50.74627	0.23839	0.49879	1.12556	0.03824	0.37889	0.15533	0.12123	
Healthy	67.07015	0.39886	5.67523		67.07015	9.1555	0.39886	5.67523	1.52137	0.13672	0.18633	0	0.01901	
Healthy	43.44494	14.72232	12.1613		43.44494	3.47765	14.72232	12.1613	0.34107	0	0.47209	0	0.00635	
Healthy	45.52648	5.72715	0.38282		45.52648	22.36482	5.72715	0.38282	4.25651	0	0.13727	0	0.00828	
Healthy	29.04447	1.93683	13.76728		29.04447	38.13172	1.93683	13.76728	2.64687	3.57716	5.40254	0	0	
Healthy	95.28645	0	0.0347		95.28645	0.9942	0	0.0347	2.33123	0.03461	0.07273	0	0	
Healthy	29.61175	5.16695	0.06857		29.61175	41.45814	5.16695	0.06857	0.01386	0.05854	0.45551	3.24923	0.02244	
Healthy	19.55294	0	0		19.55294	50.4064	0	0	0	0	13.73408	0	0	
Healthy	10.76329	0.16406	0.28424		10.76329	44.51617	0.16406	0.28424	6.37939	0.50632	0.19675	1.09162	0	
Healthy	63.77627	1.21301	0.18366		63.77627	16.05007	1.21301	0.18366	0.02107	0	0.08664	0	0.05709	
Healthy	65.94764	0.21765	1.0543		65.94764	2.33769	0.21765	1.0543	11.24915	0	0	0	0	
