group	Enterocloster	Anaerobutyricum	Bariatricus	Blautia_A	Dorea	Anaerostipes	Eubacterium_I	Lawsonibacter	Longicatena	Gordonibacter	Bacteroides	Alistipes	Dialister	Akkermansia	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
D003093	1.84252	0	0	0.41286	0	0	0	0	0	0	15.75145	0	2.00346	0	0	0	0	0	0	0
Healthy	0	0.0201	0	0.04747	0.08596	0	0.06547	0.04694	0	0	14.67943	32.21796	0	0	0	0	0.93643	0.16664	0.26179	0.12849
Healthy	1.15285	0.39557	0.20575	0.06503	0.00404	0.04555	0	0.01577	0.02312	0.04661	11.27138	19.83227	0	0.3477	2.15465	0.07517	0.39453	0.02287	0.11803	0.00271
Healthy	0.12766	0.00928	0.00162	0.01191	0	0.01594	0	0	0	0	76.27529	0	3.56415	0	0	0	0	0.13158	0	0.11966
Healthy	8.90162	0	0	0.06956	0.37376	0	0	0	0	0	43.78664	0	0	0	0	0	0	0.45575	0	0.07877
Healthy	0	0.04734	0.0404	0.1027	0	0	0	0	0	0	22.45865	13.62675	0.35415	0	1.70561	0.17643	2.24413	0.16672	0.02118	0.00641
Healthy	0.70583	0.01762	0	0.12309	0.0093	0.05691	0.01532	0.03496	0.08912	0.01014	19.87227	6.54158	2.02896	1.4567	5.67126	3.08044	1.48008	0.02925	0	0.01428
Healthy	0.05462	0.01828	0	0.00329	0	0	0	0	0	0	38.0593	23.59823	0	3.57301	0.01966	0	1.43627	0.00901	0.02461	0.00873
Healthy	0.87992	0.6216	0.9476	0.24514	0.50902	0.07445	0.69658	0.01079	0.00529	0	1.99892	1.31923	0	0.69873	0.08752	0	0	0.05635	0.89575	0.00842
D003093	0	0	0	0.02861	0	0	0	0	0	0	1.65715	0	0	0	0.38875	0	0	0.00139	0	0
Healthy	0.72787	1.08564	0.32056	0.57152	0.68709	0.16869	0.26316	0	0	0	9.77973	0.37341	0	0.01236	0	1.58479	1.30351	0.00715	0.04706	0.08336
Healthy	0.04296	1.43622	0.22981	0.50349	0.05316	0.62812	0	0	0	0	11.33523	2.76763	0	1.26245	0.78614	0.42914	0	0	0	0
Healthy	0.10527	0	0.16755	0.11172	0	0	0	0	0	0	1.85778	1.39526	0	0	0	0	0	0	0	0
Healthy	0.17693	0.97938	0.06906	0.66603	0.70136	1.04312	0.29456	0	0	0	14.15707	4.61983	0	0	0	0	0.71395	0	0	0
Healthy	8.3973	0	0	0.0708	0.36225	0	0	0	0	0	42.1532	0	0	0	0	0	0	0.38809	0	0.06262
Healthy	0.20308	1.09596	0.13866	0.65927	0.4027	0.13731	0	0	0	0	22.9616	0.71322	6.64189	0.6796	0.10309	0.18105	1.15119	0	0	0
Healthy	0.26895	0.12368	0.24118	0.17479	0.07206	0.0472	0.01855	0	0	0	18.41136	6.33976	0	0	1.35254	0	1.32887	0.00902	0.04851	0
Healthy	0.65803	0	0	0	0	0	0	0.02166	0	0	17.46326	5.13345	0	0	1.45629	0.02876	1.28332	0.37301	2.23811	0.0624
Healthy	0.39428	0.00512	0	0.04838	0	0	0	2.86892	0	0	22.42268	17.45545	0	0	0	0	1.10504	0.13614	0	0.00294
Healthy	0.02566	0.01327	0.0185	0.01696	0.02212	0	0.00165	0	0	0	25.7398	5.85943	0	0.6598	0.16851	0	0	0.00925	0.06231	0.04305
Healthy	0.87453	0.19987	0.071	0.36115	0.1375	0.03714	0.01409	0	0.00486	0.10311	30.39875	15.5661	0	0	2.0176	0.1953	0.94826	0.17474	0	0.0078
Healthy	0.11748	0.77112	0.32475	0.67249	0.17711	0.05601	0.00872	0	0	0	10.81039	2.42525	0	0	0	0	0.41661	0	0	0.0461
Healthy	1.0797	0	0	0	0	0	0	0	0	0	11.48491	15.48183	0	0	0	0	0.64273	1.1756	0	0
Healthy	1.84129	0	0	0	0	0	0	0	0	0	36.38684	11.63406	0	0	0	0	0	0.22674	0.28592	0.38935
Healthy	0	0	0	0	0	0	0	0	0	0	14.82738	3.5365	0.31288	0	0	0	0	0	0	0
Healthy	1.47994	5.61766	2.20662	5.02823	10.386	2.15167	0.25488	0	0.11357	0	0.04245	0	0	0	2.82544	1.04804	0	0	0	0
Healthy	0	0	0	0.13979	0.03446	0	0.02196	0.06598	0	0	23.81382	20.63361	0	0	0	0	0.82963	0.10112	0.01472	0.177
Healthy	0	0	0	0.122	0.0268	0	0.04384	0.04155	0	0	23.89363	20.50908	0	0	0	0	0.93765	0.10696	0.03107	0.21624
Healthy	0	0	0.00469	0.00957	0	0	0	0	0	0	25.9725	21.08368	9.44246	0.79293	0	0	2.60986	0.02395	0.28	0.03166
Healthy	0.0024	0	0.03439	0	0.00369	0.00482	0	0	0	0	32.9321	17.96179	0	5.96611	0.07587	0	0.85221	0.07574	0	0
Healthy	0.00678	0.04986	0.01021	0.01045	0	0	0	0	0	0	39.69793	9.34827	0.23887	0.05654	0	0	1.06089	0.00191	0.03804	0.00178
Healthy	4.8671	0	0	0.01188	0	0	0	0	0.19375	0	28.26805	2.12241	0	0	0	0	0	0.00369	0	0
Healthy	0.55029	1.04451	1.29595	2.54985	0.45244	0.37836	0.12618	0	0	0	1.18499	7.76484	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.12696	1.48742	10.1396	0	0	0	0	0	0	0
Healthy	0	0.01118	0	0.14263	0.02753	0	0.06243	0.05321	0	0	24.49272	20.41624	0	0	0	0	0.87024	0.09378	0.01079	0.21496
Healthy	2.45195	0	0	0	0	0	0	0.36249	0	0	70.82756	1.42388	0	0	0	0	0	0.63022	0.03516	0.06696
Healthy	0.01355	0.07356	0.2875	0.1511	0.1095	0.03802	0	0	0	0	6.34935	5.12765	0	0.69377	0	0	1.06504	0.07683	0	0
D003093	2.33648	6.39646	2.32255	4.67338	4.30582	0.21474	0	0	0.00776	0.03116	11.41201	1.60292	0	0	0	0	0.67168	0.06915	0.05445	0.04324
Healthy	0.38134	0	0	0	0	0	0	0.03179	0.00781	0	15.83791	20.9522	0	12.3504	0.78892	0	0	0.02784	0.0626	0.02779
Healthy	0.37201	0.21308	0.1485	0.06579	0	0.20112	0	0	0	0	57.03685	2.45168	0	5.12023	2.97874	0.54418	0.74608	0.52412	0.17827	0
Healthy	0.11354	0.07158	0	0.11263	0.02416	0.00874	0	0.946	0.02778	0	13.99553	20.79109	3.0011	0.14545	0	0	0.55063	0.20043	0.23272	0.00293
Healthy	3.39605	2.63659	1.49209	0.51415	0.37264	0	0.209	0	0	0	19.33533	4.02135	9.76822	0	0	0	0	0.06997	0.01488	0.00066
Healthy	1.04591	0.381	0.57503	0.23064	0.13215	0.35642	0.07505	0	0	0	12.22102	4.94921	0	1.67518	3.38924	0.24888	1.15338	0.349	0.24574	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.72264	0.08009	0.05341	0.04383	0	0	0	0	0.00557	0	28.0896	15.56805	7.59676	0.87803	0.9576	0.94585	1.22653	0.08345	0.06152	0.14799
Healthy	0.37319	0.94915	0.37444	0.35329	0.07823	0.09245	0.16519	0	0.00208	0.01763	23.3715	4.58689	8.38445	0	0	0	0.30775	0.03022	0.01335	0.0141
Healthy	0.02153	0	0	0	0	0	0	0	0	0	58.83686	0	9.72934	0	0	0	0	0.01544	0	0
D003093	1.82361	1.49911	1.89132	0.78557	0.54414	0.3102	0.25941	0	0	0.0377	14.54808	11.22649	2.78682	1.99999	2.54831	0	0	0	0	0
Healthy	0.43994	0.79835	0.12479	0.60587	0.19323	0.05321	0.02734	0	0	0.0207	10.42619	8.83919	0	0.00032	6.51173	0	2.5973	0.02777	0.00746	0.00148
Healthy	0.94566	0.32514	0.10271	0.56647	0.43504	0.37913	0.39145	0	0	0	24.20588	1.08136	0	0	3.39911	0	1.50519	0.04348	0	0.03347
Healthy	1.1891	0.28758	0.44937	0.33394	0.38271	0.03441	0.17644	0.00328	0.0017	0	7.67287	1.37857	0	1.83282	7.52024	0	0.63857	0.07033	0.05933	0.00369
Healthy	0.02274	0	0.01521	0.03113	0	0	0	0	0	0	32.82797	17.78473	0	5.82674	0.08083	0	0.70243	0.07427	0	0
Healthy	1.73631	0.43875	0	0.42918	0.12438	0.36031	0.04079	0	0.06253	0	31.55981	5.75375	0	0	0.15132	0	0	0.25416	0	0
Healthy	0.68081	0.26351	0.15064	0.22827	0.37601	0	0	0	0	0	0.17071	0	0	0	9.64923	0.64383	0	0.08516	0	0
Healthy	0.50755	0.06148	0.22964	0.22072	0.0643	0	0	0	0	0	33.87624	0.93194	0	0	25.2514	0	0.68627	0.01018	0	0.06726
Healthy	2.92509	0.01414	0.01559	0.11879	0.06203	0.09112	0.09471	0.00504	0.05188	0.02024	65.147	0.19726	0	0	0	0	0.30914	0.00719	0	0
Healthy	0.0707	0	0	0.13977	0	0	0	0.00749	0.11701	0.16385	8.94763	1.17817	2.79994	43.4724	0.42609	0	0	0.06234	0	0
Healthy	0.09132	0.24857	0.07597	0.13089	0.08211	0.23957	0.07937	0	0.00218	0	8.53319	8.30521	0	0.03469	0.09306	0	1.49151	0.0259	0	0
Healthy	0.11107	0.44294	0.32515	0.20241	0.13843	0.11667	0.03033	0.02903	0	0	1.04714	2.43148	0	0	5.47173	0	0.66242	0.17013	0	0
Healthy	1.48272	0.85649	0.25787	1.48685	0.8769	0.68653	0.29369	0.00143	0.02432	0.02117	16.80023	4.28575	0	0	0.00992	0	1.05607	0.09055	0	0.32375
D003093	4.70017	0.88103	1.81613	0.18813	0.48312	0.08222	0.2562	0.10666	0.00466	0.00339	4.35657	2.74244	0	4.34835	0	6.00091	0.4251	0.0288	0.02687	0
Healthy	1.43878	1.29556	1.32832	0.65772	0.62553	0.23006	0.70902	0.00475	0.02879	0	14.14707	6.8358	0	0.63493	0.44067	0.68638	1.40001	0.11483	0.00495	0.01279
Healthy	0.08296	0.04764	0.05535	0.11548	0.1351	0.22292	0.05262	0	0	0	2.46172	0.65698	0.00148	0.03989	0	0	0	0	0.00026	0.04169
Healthy	1.56976	0.27709	0.22601	0.28038	0.71844	0.27952	0.15741	0.00137	0.04388	0.01387	14.28314	3.96722	0.00053	0	0	0	0.85133	0.08221	0	0.36764
Healthy	0.01838	0.04022	0.66346	0.08895	0.10959	0.03031	0.25803	0	0	0	13.52034	3.92033	0	0.04755	0.37823	0	0.62923	0.03703	0	0.00524
Healthy	0.12508	0.34848	0.87054	0.17709	0.00321	0.15292	0	0.00903	0.02267	0	12.62865	5.53495	12.7095	0.89222	0	0	0.78487	0.04348	0.07809	0
Healthy	1.90811	0.0625	1.23071	0.17628	0	0	0	0	0	0	0.222	0	0	0.00828	0.88081	0.65232	0	0	0	0
Healthy	0.00306	0.02183	0	0.1324	0.04132	0.01897	0.04932	0	0	0	0	0	0	0	0.0462	0	0	0	0	0
Healthy	0.6449	0	0	0	0	0	0	0.03168	0	0	18.59406	4.47109	0	0	1.43331	0.01411	1.22366	0.308	2.18922	0.02525
Healthy	0.8111	0.01955	0.23209	0.15549	0.13184	0.02219	0.04058	0.00968	0	0	5.30413	6.12748	0	10.2982	1.18104	0.52733	0.74994	0.19383	0	0.0008
D003093	1.68762	1.24606	1.68392	0.63298	0.54382	0.32036	0.30625	0.27699	0.02445	0.05046	14.40522	15.49967	0.01436	0	0.25533	0	0.60217	0.06394	0	0.00559
D003093	1.32281	0	0	0.19577	0.04768	0.0191	0	0	0	0	29.83729	0	1.76602	0	0	0	0	0.01241	0	0
Healthy	2.29031	3.84222	3.14975	1.61213	2.14502	0.16591	0.49752	0	0.52628	0	0	0	0	0	0.02252	3.28183	0	0	0	0
Healthy	0	0	0.01908	0.05367	0	0	0	0.08742	0	0	39.59858	2.12986	4.82061	0	0.09256	0	1.07915	0.04566	0.02306	0.06619
Healthy	0.9056	0.23065	0.11493	0.38599	0.17167	0.01982	0.03002	0.0081	0.02318	0.09072	29.87329	15.49626	0	0	1.89994	0.20356	0.98077	0.18304	0	0.08297
Healthy	0.51812	0.40395	0.3538	0.17192	0.15199	0.04027	0.00664	0	0	0	6.48956	3.80838	0	0.03792	2.43988	0.07783	1.66585	0.12661	0	0.00992
Healthy	0.40363	8.15005	3.55813	10.946	7.42205	4.46794	0.97899	0	0	0	0	0	0	0	0.33406	0.0354	0	0	0	0
D003093	2.05935	0.18829	0	0.50549	1.3308	0.28136	0.59806	1.20548	0.06506	0.02948	10.74382	0.6975	3.97544	0.04644	0.02884	0.98983	12.91526	0.1298	0.02988	0.02368
Healthy	0.39675	0	0	0	0	0	0	0.02053	0	0	15.74768	20.76885	0	12.3729	0.77143	0	0	0.03119	0.08166	0.07824
Healthy	0.11697	0.08203	0.03799	0.04795	0.04134	0.03629	0.00204	0	0.02979	0	2.09087	1.48443	0	0	0	0	0.24201	0	0.07817	0
Healthy	0.29471	0.26941	0.34949	0.17976	0.17537	0.03593	0.25017	1.04871	0	0.019	4.67485	6.05293	3.75918	0.00277	0	0	0	0.03463	0	0.00099
Healthy	0.03597	1.25756	1.21675	0.27917	0.228	0.0411	0.46028	0	0	0	14.28216	1.62496	0	0.70351	6.82203	0	0	0.04499	0	0
D003093	1.53729	0.35816	0	0.19488	0.66048	0.43633	0.2153	0	0.72582	0	3.56027	0.05828	5.08859	0	0	0	0	0	0	0
Healthy	1.77449	0.20882	0.33175	2.00881	1.1403	0.07413	0.44181	0	0	0	0.99174	0.58223	12.1143	1.23746	0	0	0	0	0	0
Healthy	0	0.11784	0.06028	0.12944	0.02354	0	0	0.07311	0.00627	0	3.81537	8.88215	0	0	2.21834	0	0.60842	0.31775	0.04321	0
Healthy	0.49546	0	0.04155	0.00382	0	0	0	0	0	0	9.9922	8.81218	0	0	0.43984	0.09233	0.85037	0.14007	1.49992	0
Healthy	0	0.18036	0	0	0	0	0	0	0	0	15.62023	0.14852	0	0	0.12048	6.53455	0	0	0	0
Healthy	0.28666	0.07717	0.28434	0.27309	0.16216	0.11863	0	0	0.0124	0	9.9766	7.11308	0	0.10576	0	0	1.57107	0.16955	0.23732	0.56031
Healthy	0	0.00793	0.50341	0.15712	0	0.26708	0	0	0	0	5.53059	2.81734	0	0	0.02519	0	0	0	0	0
Healthy	0.15126	0.00141	0.06957	0.02483	0	0.0748	0	0	0	0	56.63697	0	8.17773	0	0	0	0	0.58605	0	0.02592
Healthy	0.06838	0.37004	0.57079	0.17699	0.0987	0.55785	0	0.00087	0.00303	0	13.6257	4.10802	1.88514	0.11581	16.2847	6.73	2.90812	0.2302	0	0.01676
Healthy	0.05462	0	0	0.19419	0.0829	0	0	0	0.29707	0	29.2214	10.68079	6.04788	0	0	0	0.59582	1.80978	0.14865	0.1559
Healthy	0	0	0	0	0	0	0	0	0	0	5.0585	0.16038	0	0	0	0	0	0	0	0
Healthy	0.28044	0.03028	0	0.03584	0.09188	0	0	0	0.11423	0	66.59449	0	0	0	0	0	0	0.33015	0	0.35406
Healthy	0.00535	0.01946	0.03131	0.08093	0	0	0	0	0	0	22.26795	13.88722	0.35433	0	1.74525	0.20474	2.31445	0.15407	0.0159	0.01043
Healthy	0.21822	0.99656	0	0.23606	0	1.33607	0.00327	0	0	0	17.666	1.61447	2.30415	0.2178	0.53554	0	0	0	0	0.01562
Healthy	1.60594	0.61511	0.40025	0.35319	0.16476	0.10445	0.13639	0	0	0.10111	13.77673	2.4478	2.63703	0	0.34365	0	0.44496	0.01822	0	0.00297
D003093	4.15529	2.4317	1.2071	2.437	2.33873	0.65654	0.36013	0	0.00044	0.01834	0.83029	0.04008	0	0	0	0	0	0.00217	0	0.01097
Healthy	0.6075	0	0	0	0	0	0	0.07197	0	0	17.98355	4.36395	0	0	1.38998	0.01774	1.28191	0.2877	2.14171	0.0279
Healthy	0.18776	0.04993	0.14655	0.14472	0.0439	0	0	0	0	0	6.97439	6.99777	0	22.8919	0.00614	1.96453	0	1.03394	0	0
Healthy	0.05651	0.33232	0	0.0864	0.40366	0.11207	0.04638	0	0.23297	0	3.7039	0	0	0	0	0	0	0.25817	0	0.0386
Healthy	2.35291	0.62483	0.63771	0.17555	0	0.21442	0	0	0	0	33.89057	0.50906	0	0.31809	0	3.37489	0	0	0	0
Healthy	0	0	0.05387	0	0	0	0	0	0	0	22.20423	15.08267	0	8.57815	0.18419	0	0.23801	0	0	0
Healthy	0.00824	0	0	0	0.0231	0	0	0	0.03309	0	26.08724	14.29525	5.89787	0	0	0	0	0.00443	0.18208	0.14634
Healthy	0.04681	0.01674	0	0.01328	0.00515	0	0	0	0	0	32.5726	36.3157	0	0	0.06376	0	2.33924	0	0.03873	0
Healthy	1.74052	1.62376	1.35084	0.97854	0.4405	0.61021	0	0.00154	0.00143	0.17871	3.39588	3.57763	0	0.07407	0.58733	0	0.92151	0.02623	0.03155	0.05072
Healthy	0.03666	0.49462	0.41664	0.33775	0.43274	0.12272	0.0362	0.04956	0	0	14.37951	1.79947	0	0.04887	0.00025	0	0.09366	0.01886	0.00132	0
Healthy	0.27482	0.47892	0.00923	0.36305	0	0.35978	0.05742	0	0	0	18.63309	1.75468	1.64527	0	0.44977	0	0	0	0	0.01362
Healthy	0	0	1.25944	0.09209	0.03308	0	0.02134	0.05462	0	0	42.37391	6.36098	4.95623	0	0	0	0	0.07559	0	1.18589
Healthy	0.26475	0	0	0.00107	0	0	0	0	0.00875	0	38.91529	5.53137	0	0	0	0	0	0.19913	0	0
Healthy	0.49453	0.12353	0.05828	0.02603	0.18978	0	0	0	0.26057	0	7.04397	1.27359	0	11.0573	0.10053	33.7754	0.53769	0	3.91814	0
Healthy	0.03827	0.31462	0	0.09936	0	0.07711	0	0	0	0	12.7511	1.3483	0.33099	0	0	0.29473	0	0	0	0
Healthy	2.15543	1.2367	2.69672	0.85012	0.64873	0.35259	0	0.03747	0	0	12.16034	1.04185	1.41234	2.34656	1.70304	21.0891	0.9418	0.01668	0	0.07643
D003093	0.60633	0.14584	0.65365	0.58098	0.68325	2.31579	0.74479	0	0	0	4.16803	0	0	0	0	0	0	0	0	0
D003093	1.21641	2.28306	2.13284	0.49874	0.70483	0.19908	0.36686	0.01259	0.00213	0.00781	11.20617	5.4996	0.00125	0.09668	1.71464	0	0.29374	0.18237	0.13697	0.21512
Healthy	0.56226	0	0	0	0	0	0	0.08108	0.00528	0	12.06963	16.91913	0	16.6374	1.04013	0	0	0.0548	0.03372	0.02878
Healthy	0.77396	0.02323	1.06067	0.11846	0.15567	0.02904	0	0	0	0	6.97041	33.53188	0	0.72089	3.57033	0	1.91324	0.07177	0	0.78648
Healthy	0	0	0.05733	0.07617	0	0	0	0.11257	0	0	40.72829	2.1029	4.52767	0	0.13659	0	1.00618	0.02105	0.02272	0.04875
Healthy	2.25697	0.53145	1.1555	1.07145	0.30986	0	0	0	0	0	4.83496	2.46794	0	0	0	0.86242	0	0	0	0
Healthy	0.28773	0.02614	0.05343	0.04104	0	0	0	0.14461	0	0.01951	49.69883	2.42696	9.01964	6.91086	2.52975	0	0	0.19114	0	0.01398
Healthy	0.12204	1.36367	0.16501	0.19558	0.41366	1.69792	0.29292	0	0	0	13.54024	3.44314	0	0.00242	7.05991	0	0	0	0	0
Healthy	1.52891	0	0	0	0	0	0	0	0	0	5.45409	0.58555	0	0	0	0	0	0	0	0
Healthy	0.14951	0	0	0	0	0	0	0	0	0	17.10863	15.05257	0.11694	0.7359	0	0	0	0	0	0
Healthy	0	0.4838	0	0	0	0	0	0	0	0	5.95611	0	1.48551	0	0	0	0	0	0	0
Healthy	0.10203	0.39094	0.98261	0.19088	0.01069	0.08716	0	0	0.03583	0	12.87211	2.66429	10.3765	0.39843	0	0	0.78505	0.00757	0.01187	0
Healthy	0.19807	0	0	0	0	0	0	0	0	0	51.11197	9.58692	0	0.0783	0.26284	0.64288	0.51441	0.02935	0.0098	0.08668
Healthy	0.61621	0.7017	0.40804	0.34607	0.08462	0	0	0	0	0	7.67243	4.90628	0	2.24224	0	0.15967	0	0	0	0
Healthy	0.2015	2.09622	1.02345	1.59182	0.25982	0.31322	0.2624	0	0.03083	0	2.59148	0.30379	0	7.77762	0.85853	1.26732	0	0.00453	0.09711	0.01024
Healthy	0.00775	0	0.18844	0.01225	0.03028	0	0.09838	0.00819	0	0	39.44558	7.19235	0	0	0	0	0	0.0534	0.00976	0
Healthy	0	0.00911	0	0.06034	0.07494	0	0.02875	0.0557	0	0	24.6384	24.0518	0	0	0	0	0.83085	0.16747	0.07443	0.39274
Healthy	0.56861	0.22113	0.33846	0.52659	0.22343	0.17909	0.01662	0	0	0	18.55104	7.60927	0	0.39701	0	0	1.60826	0.05698	0	0
Healthy	0.43937	0.63327	0.25958	0.44666	0.13906	0.23471	0.07033	0.00177	0	0	6.64059	6.74115	0.09191	0.07548	10.1074	0.02199	1.59556	0.00706	0	0
Healthy	0.9022	0.77876	0.24447	0.26691	0.16788	0.07793	0.33025	0	0	0.02237	4.24391	18.19049	4.05055	0.38122	0.02559	0	0.38911	0.00324	0.83019	0.00215
Healthy	0.10955	0.05268	0	0.08202	0.01794	0.00908	0	0.92566	0.04591	0	14.20088	20.68711	3.08138	0.16296	0.0106	0	0.5541	0.20912	0.20934	0.00697
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.97462	1.12242	0	0.19873	0	0.36336	0	0	0.00512	0.0099	19.4916	0.00749	1.19943	4.30812	0.04727	0	0	0.01476	0	0
Healthy	0.19589	0.5294	0.31174	0.65583	0.62671	0.13828	0.11745	0	0	0	21.74457	2.20671	0	0.11184	1.8639	0	1.08832	0	0	0.01398
Healthy	0.02424	0.07329	0.05766	0.0508	0.10822	0.01136	0.04413	0	0	0	27.65998	7.68235	0	2.78327	0.75658	0	0.84552	0.07871	0.00156	0.00676
Healthy	3.45432	5.107	0.59057	2.10944	1.2426	0.35511	0.28532	0	0	0.03336	0.09077	0.21353	0	0.53897	0.30178	0	0	0	0	0
Healthy	0	0.01951	0	0.04978	0.06035	0	0.06643	0.05675	0	0	14.44158	32.42153	0	0	0	0	0.9065	0.1273	0.26826	0.16304
Healthy	3.07134	1.29905	1.35641	0.97151	0.94239	0	0.54529	0	0	0	0.20289	0	0	0	0	0	0	0	0	0
Healthy	1.85715	0.12885	1.22083	0.26865	0.19708	0.0163	0.07645	0	0	0	3.99679	0.80972	2.25998	0	3.69718	0.17103	0.40482	0	0	0.02763
Healthy	0.51054	0	0	0	0	0	0	0	0.0162	0	39.84699	0	0	0	0	0	0	0	0	0
Healthy	0.01563	0	0	0	0.00218	0	0	0	0.04636	0	25.84766	14.47415	5.97819	0	0	0	0.59111	0.02791	0.23222	0.1421
Healthy	0.58379	0.42255	0.44036	0.10494	0.2494	0.09047	0.25685	0	0	0	32.36921	0.32685	7.40078	0	0	0	0.56335	0.00341	0	0
Healthy	0.05531	0	0	0.12434	0	0	0	0	0	0	16.11709	0.27472	0	0	0	0	0	0	0	0.34289
Healthy	0	0	0	0.00225	0.05629	0	0	0	0	0.03179	10.75087	22.77302	0	5.49285	0.0768	0	0.09085	0	0.03647	0.0115
Healthy	0.2822	0.58624	0	0.52792	0	0.44746	0.2499	0	0	0	1.30308	0.00716	2.54266	0	0	0	0	0	0	0
Healthy	0.13439	0	0.02303	0.0467	0	0	0	0	0	0	6.37744	20.54362	0.41575	0.5437	0	0	0.85661	0	0.03355	0.02515
Healthy	0.04607	0.00941	0	0.01693	0.00172	0	0	0	0	0	30.56735	34.83438	0	0	0.07484	0	2.30115	0	0.03323	0
Healthy	0.72072	1.66685	0.6939	1.20918	0.27611	0.10453	0.4364	0.0092	0.00588	0	9.64516	3.83753	0	0.07917	0.12052	0	0.52079	0.0793	0.04133	0.00146
Healthy	0.03889	0.0462	0.00556	0.04165	0	0	0	0	0	0	36.98688	16.12562	2.88085	0.1407	1.16674	0.05175	0.71369	0.01499	0.02703	0.22596
Healthy	0.18947	10.7726	0.43502	0.22406	0.31468	2.43452	0	0	0	0	0.74934	0	0	0	0	0	0	0	0	0.06749
Healthy	1.17335	0.73469	0.40995	0.27479	0.98044	0.06064	0.22832	0	0.02193	0.07901	9.88627	2.39657	0	0.23083	3.03905	0.01332	0.62153	0.05457	0.01888	0
Healthy	0.12421	0.01539	0.25264	1.10572	0.34718	0.00762	0.52943	0	0	0	0.63081	0	0	0	0.94013	0.09834	0	0.00551	0	0
Healthy	0	0	0.03639	0	0	0	0	0	0	0	21.3716	13.23254	0	8.3248	0.14257	0	0.2094	0	0	0
Healthy	0.31616	0	0.04895	0.1415	0.04092	0	0	0	0	0	35.14876	14.49528	0	0.57677	1.54092	0.01265	1.85105	0.12766	0	0.03423
Healthy	0.16	2.48964	0.53218	2.39639	0.92784	0.21649	0.1196	0	0.62672	0	0	0	0	0	9.20068	19.2998	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.07123	0.38209	0.09041	0.11125	0.06855	0.03665	0	0	0	0	19.62782	2.58449	0	0	0.67873	2.2348	0	0	0	0
Healthy	0.01083	0	0.03802	0.06908	0.0212	0	0	0	0	0	7.55525	29.95533	2.59163	0	0	0	1.3284	0	0.2633	0.00596
Healthy	0.02063	0	0.05408	0.0636	0	0	0.0238	0	0	0	54.31477	8.17729	4.31984	0	0	0	1.00955	0.10024	0.2314	0.20211
Healthy	0.96385	2.14575	0.62744	0.29038	0.11196	0.3196	0.2472	0	0.01769	0	26.25163	0.19656	0	0.02151	0.07022	0	1.68487	0.12098	0	0
Healthy	0.32727	8.33886	0.80736	3.92601	2.98562	2.07876	0.01533	0	0	0	0	0	0	0	4.76087	6.37433	0	0	0	0
D003093	0.13809	0.38276	0.06982	0.08768	0.05643	0.01141	0	0	0.00386	0	38.12879	5.44232	0	0	0.12613	0	0.27017	0.04605	0.0032	0
Healthy	1.14517	0.46752	1.17815	0.44228	0.73071	0.38856	0.79806	0	0	0	7.99884	2.02776	0	0	0.77692	0.17672	0	0	0.39214	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.54278	27.69983	0	9.34841	0.07181	0	0.39195	0	0	0
Healthy	0.00966	0	0	0	0	0	0	0	0	0	30.23741	40.26652	0	0.23017	0	0	0	0.08153	0.35403	0
Healthy	2.63867	0.11678	0.41208	0.3463	0.8645	0.6394	0.41071	0	0.03563	0	0.82169	1.23038	0	4.14396	2.20133	17.9335	0	0.00402	0	0.12305
Healthy	0.41051	0.15958	0.42254	0.21441	0.11982	0.04739	0.02051	0	0	0	3.80981	0.70354	0	0	6.42147	0.33305	0.29838	0	0	0
Healthy	0.58359	0.03859	0.49212	0.28234	0.24774	0.05458	0.37173	0	0	0	4.05569	1.72236	10.2359	0.91657	0.30498	0	0.74879	0.04539	0.04423	0
Healthy	0.87938	0.2298	0.67699	0.5596	0.06051	0.12078	0.65745	0.00131	0.04555	0	11.83295	3.01014	1.78082	0	0	0	2.12338	0.05208	0	0
Healthy	0.15072	0.6931	1.06137	0.14915	0.19359	0.04198	0.01727	0	0.01196	0	24.52706	0	0.07772	1.74463	0.32315	1.55278	0	0.02122	0	0.02403
Healthy	0	0	0.15415	0.07002	0.07927	0	0	0	0	0	18.00333	14.44009	0	0	0.31616	0.06782	1.51454	0.21708	0	0.0748
Healthy	0.0104	0	0	0	0	0	0	0	0.00052	0	0	0.64899	0	0	0	0	0	0.00469	0	0
Healthy	0	0	0.00983	0.02035	0	0	0	0.08481	0	0	40.2383	2.27743	4.77503	0	0.13351	0	1.00833	0.03627	0.03826	0.04503
Healthy	0.03834	0	0	0.03159	0.01701	0	0	1.51753	0	0	10.09246	15.89682	0	0	0	0	2.84104	0.07248	0	0.00215
Healthy	2.21584	3.41432	1.71487	1.9417	0.53875	1.12279	0	0	0	0	7.88991	0.64282	0	0	0.38364	0	0	0	0	0.13331
