group	Enterobacteriaceae	Pseudomonadaceae	Moraxellaceae	Veillonellaceae	Staphylococcaceae	Actinomycetaceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Ruminococcaceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae
Healthy	44.4709	9.30956	0	0	0	0		23.09959	0	0	0	11.34295	0	0	0.08659	0	0
Healthy	15.78313	1.40058	0	0.00668	0	0.00795		3.0967	36.3218	0.27714	2.01787	0.19608	0.55021	0.44652	0	0.00309	0.00259
Healthy	12.0614	0	0.14463	0	0	0		13.89616	17.47819	3.30871	10.78207	1.17195	1.57327	3.61482	0	0	0.28891
Healthy	0	0	0	0	0	0		51.5229	1.46323	24.04727	1.65756	5.57145	1.85638	0	0.0754	0	0
Healthy	0	0	0	0.00998	0	0		29.08401	26.58907	2.71328	3.63548	3.54676	5.52499	5.42094	0	0.02239	0
Healthy	0	0	0	0	0	0		17.16928	34.71415	6.76493	13.17341	0.5425	10.3784	0.50216	2.20999	0	0
Healthy	0.62995	0	0	0	0	0		41.74498	7.88445	0.09455	0	1.27104	10.0853	1.94597	0	0	0
Healthy	14.06899	0	0.07462	0.04811	0.01133	0.2094		0.43444	0	0	0	0.28312	0.04525	0	24.8601	0	0
Healthy	0	0	0	0	0	0		41.0789	3.90621	13.64637	9.47294	3.13953	0.41351	0	0.53827	0.21716	0.07513
Healthy	0.61469	0	0.02371	0.27045	0	0		47.0145	11.05529	0.48066	20.73394	2.89852	0.52992	0	0.09097	0.70537	0.0028
Healthy	0	0	0	0	0	0		1.76456	16.42551	0	1.14998	0	0	0	4.16136	0	0
Healthy	0.10583	0	0	0.00162	0	0.00147		33.4128	9.83496	2.7792	4.60223	5.60647	2.11865	9.43509	0.00084	0.17482	0.08538
Healthy	0.16982	0	0	0	0	0		88.30315	0.88909	0	0.78347	1.3155	0.6796	0	0	0.10806	0.00504
Healthy	0	0	0	0	0	0		28.04764	21.18618	3.74278	11.9424	1.96098	0	0	6.82519	0.58095	0.91704
Healthy	0.06409	0	0	0	0	0		54.39247	4.87193	8.43328	3.35823	2.18637	0	2.93708	0	1.86734	0.15746
Healthy	0.0486	0	0	0.10264	0	0		16.51826	31.38034	4.3679	4.48053	9.8468	5.83056	3.17908	0.08436	0.00829	0.00017
Healthy	0.96743	0	0	0	0	0		37.29448	0.35529	20.46333	1.28273	6.10563	0.68997	2.91655	0.91759	0.63913	0.48144
Healthy	0.02125	0	0	0.14294	0	0		23.21232	34.88759	2.63884	9.78811	2.05585	0.00833	0.12347	0.12605	0.41466	0.00456
Healthy	1.90269	0	0	0	0	0		7.75146	32.40016	2.2885	11.52921	0	5.24592	2.13962	0.34673	0.04259	0
Healthy	0.11296	0	0	0.05076	0	0		45.79703	16.92877	0.16133	1.09106	3.29908	1.94472	0	0.00691	0.00674	0.00879
Healthy	0.86706	0	0.3415	0.00142	0	0		16.33992	20.72907	0.03287	3.20738	0.67989	0.00239	0	0	0	0
Healthy	0	0	0	0	0	0		32.59596	27.75482	1.1002	4.61992	6.28002	0.05631	1.66506	0	0	0
Healthy	1.21725	0	0	9.39774	0	0.00026		0.72957	9.42202	0	14.61485	0	0.03261	0	0	0.00901	0
Healthy	0.22055	0	0	0.03401	0	0		32.33223	6.74165	14.27781	6.25372	9.90205	0.69764	5.51191	0.22899	0.12304	0.18878
Healthy	8.16123	0	0.17265	0	0	0.02433		4.70262	28.53973	0.46452	4.18316	1.16938	3.03393	2.34956	3.22606	0.02197	0.04905
Healthy	10.9231	0	0	0.69536	0	0		40.06374	1.56566	6.21174	0	0	0	18.365	0.24998	0	0.0378
D007234	71.8485	2.32965	16.1693	0	0	0		0	0	0	0	0	0	0	0	0	0
D007234	0	34.6694	0	0	0.56199	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.90955	0	0		33.04889	19.62882	9.87033	5.3909	2.10604	0.68273	0	0	0.03639	0
Healthy	0.09361	0	0	0	0	0		46.8606	6.08248	15.29226	3.26912	4.45331	1.07907	3.09199	0	0.03023	0.08094
Healthy	0.43889	0	1.88513	0.00184	0	0		46.79226	5.0589	16.47688	14.34131	0.9919	0.00105	0.30831	0.91134	0.14095	0.0141
Healthy	0	0	0	0	0	0		0.59464	11.32273	0.13929	5.17888	0.06842	20.27926	0.02627	4.3106	0.01771	0
Healthy	65.90596	0	0	0.1824	0.5124	0		1.59127	0	0	0	1.82855	0	0	0	0	0
Healthy	0	0	0	0	0	0		43.81523	18.21927	0.0178	20.4524	0.48423	0	0	2.39212	0	0
Healthy	0	0	0	0	0	0		38.71521	17.38997	7.7026	7.73325	2.19882	2.67334	0.03148	0	0.88202	0.02998
Healthy	0.11747	0	0	0	0	0		17.53213	19.75656	8.22454	3.35266	1.851	3.40203	4.40509	1.00528	0.14409	0
Healthy	0	0	0	0	0	0		19.55501	52.05179	1.7955	3.28848	0.71937	14.542	0	0.46561	0	0
Healthy	9.87097	0	0	0	0	0		8.87732	1.23209	1.2553	3.81741	2.8868	1.83322	0	1.3244	0.08834	0.52357
D007234	39.69518	3.34664	0	0.10809	0	1.77136		0	0	0	0	0	0	0	0	1.7272	0
Healthy	0.03993	0	0	0	0	0		33.67474	1.87912	21.16194	2.31716	2.00474	1.86405	4.1285	0.1382	0.01698	0.76491
D007234	44.22889	2.54946	0	7.97633	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	1.58171	0	0	0	0	0		19.49535	11.27014	1.2684	0.46145	1.63779	12.92493	1.07553	1.59323	0	0
Healthy	0	0	0	0	0	0		39.55608	3.75252	13.4359	8.28327	3.20179	0.39791	0	0.56058	0.20383	0.0694
Healthy	0.05442	0	0	0	0	0		49.01525	4.92679	14.20799	11.09888	4.83863	0.267	0	0.13055	0.10633	0.08079
Healthy	0.08556	0	0	0	0	0		46.14902	9.06884	14.46505	5.22302	4.91009	0.63136	0	0.3873	0.14385	0.07725
Healthy	1.37508	0	0.16811	0.01054	0	0		16.71404	21.27929	11.9616	5.51974	3.25351	18.37859	0.84705	0.06499	0.35408	1.00894
Healthy	0.08243	0	0	0	0	0		20.86723	11.3597	4.38479	2.65374	1.26689	0.38967	5.85919	1.12872	0.02068	0.04638
Healthy	0	0	0	0.49242	0	0		14.04438	31.58415	0.05252	14.965	0	18.069	0.39789	0	0.09565	0
Healthy	0	0	0	0	0	0		14.97616	24.43744	0	4.37319	0	0	0.75647	0.48966	0	0
Healthy	0	0	0	0	0	0		10.44183	77.59691	0	4.15458	0	0.75741	0	0	0	0
Healthy	1.76496	0	0	0.06147	0	0		5.43878	35.35569	2.99625	11.81015	1.11253	13.26728	1.78821	0	0.02318	0.01928
Healthy	0	0	0	0	0	0		30.89412	23.76218	24.1186	3.73173	6.35011	0.22341	1.07594	0.06336	0.26336	0.47738
Healthy	0.43481	0	0	0.11686	0	0		17.61567	23.79	4.18011	10.02983	4.68588	3.41008	0.56763	1.65829	0.28814	0.17493
Healthy	0.02436	0	0	0	0	0		17.79383	0.91908	24.70618	1.34419	0.64359	0.06438	0.51071	0.40818	0.11217	2.96312
Healthy	0	0	0	0	0	0		57.93011	3.46642	3.39352	2.72507	1.85518	0.69709	5.12192	0.23014	0.04962	0
Healthy	0.41519	0	0	2.30825	0	0		34.26113	23.6478	0	28.3134	0	0	0	0	0	0
Healthy	0.00574	0	0	0	0	0		5.71969	5.16537	1.51692	2.03732	0.36915	13.75092	0	1.69284	0.00923	0.02011
Healthy	0.05991	0	0	0.20313	0	0		56.30496	2.97633	8.62147	2.05243	5.16892	1.0791	6.53682	0.16479	0.64258	0.08381
Healthy	0	0	0	0.26098	0	0		53.36762	13.21907	7.12918	3.77019	4.25062	0	1.09607	0	0.19488	0.00396
Healthy	5.74301	0	0	0	0	0		18.13031	6.00854	8.41125	3.37601	1.7565	1.00559	0.64972	0	0.72466	0.46558
D007234	30.2254	0	0	0	1.46318	0.17604		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		46.83241	16.30654	6.04176	4.06948	1.72483	1.38051	0.07374	0	0.88878	0.04166
Healthy	1.01176	0.00079	0.01935	0.01301	0	0.01036		22.3188	10.43986	0.92582	0.01392	0.07957	0.0125	0	0	0.43646	0.03003
Healthy	0.31318	0	0	0.188	0	0.01335		5.114	39.74702	0.99651	5.18564	0.6127	2.96886	0.05946	1.19512	0.2989	0
D007234	63.73407	0.00238	0	1.54903	12.3949	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.7279	0	0	0	0	0		11.38842	12.08859	18.88455	21.52001	4.28064	2.15726	0	0.00473	0.11975	0.02898
Healthy	0	0	0	0.01712	0.02371	0.00019		23.79322	12.07264	22.97853	6.24915	3.98336	0.05833	0.46314	0.20174	0.03903	0.28787
Healthy	0.0386	0	0	0	0	0		40.08372	6.369	6.61262	10.45993	2.41078	0.73952	0	0	0.49527	0.15681
Healthy	1.08916	0	0	0.84661	0	0		66.66305	2.25562	0	0.09042	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		11.08973	16.69144	11.19783	5.91875	2.02655	10.70207	6.79418	0.58754	1.3193	0.06807
Healthy	0	0	0	0	0	0		54.38242	0.50307	3.68858	16.10893	1.46249	0.36664	0	0	0.10306	0
Healthy	0	0	0	0	0	0		0.49986	35.23505	0	2.79504	0	0	0	2.41086	0	0
Healthy	0	0	0	0	0	0		38.30535	17.38062	8.90655	5.51842	9.78726	0.62427	2.89812	0.39077	0.14544	0
Healthy	5.46585	0	0	0	0	0		18.11189	4.51108	8.38025	3.44094	1.62857	0.95682	0.61304	0	0.72846	0.77551
Healthy	0	0.03736	0	0.05825	0	0		25.52082	28.5389	14.44833	6.21137	1.75438	2.56573	0	0	0.05557	0
Healthy	0.04711	0	0	0	0	0		14.00882	0.63867	18.43012	7.68717	5.22255	2.33127	6.00385	0	0.0987	1.4588
Healthy	0	0	0	0.36192	0	0		10.32206	39.67503	0	23.48442	0	0.30603	0	2.27388	0	0.07814
Healthy	0	0	0	0.0188	0	0		40.07259	32.26172	3.44645	5.27516	7.17044	2.33447	0	0.52018	0	0
D007234	30.8366	0	4.44119	21.3221	0	0		0	0	0	0	0	0	0	0	0	0
D007234	80.26432	0.17134	0	0	6.39838	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.03385	0	0	0		23.05797	4.06798	17.85983	0.91597	0	0.02944	11.1742	0.8744	0.32856	0.04506
Healthy	0	0	0	0	0	0		40.8624	9.18401	9.45725	4.35743	3.37044	21.8277	1.53413	0	0	0
Healthy	0.35158	0	0	0.00581	0	0		30.65763	7.19897	4.99753	3.50039	0.95918	7.74784	3.29861	0.1718	0.05095	0.18461
Healthy	0	0	0	0	0	0		59.15087	3.77328	9.7067	2.22993	3.61866	0	3.5212	0.62314	3.44808	1.67721
Healthy	2.32188	0	0	0	0	0.0291		28.7838	3.18411	0	0.00998	0.33569	0.03356	0	0	0	0
Healthy	0	0	0	0.237	0	0		49.65855	18.02049	4.61882	3.44076	2.84164	6.81295	4.1437	0.15678	0.10767	0.00273
Healthy	0	0	0	0	0	0		79.9754	0	0	0	0	0	0	0	0	0
Healthy	0.13805	0	0	0	0	0		52.79299	0.72485	18.06044	5.43564	3.40565	0.1183	2.03418	0.06393	2.87833	0.01133
D007234	39.62921	0	0	11.09896	0.84481	0		0	0	0	0	0	0	0	0	0	0
D007234	92.539	0.93491	0	0	0.08684	0		0	0	0	0	0	0	0	0	0	0
D007234	10.4343	9.79581	75.7207	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.9444	0	0		33.28561	19.58138	9.4506	5.41488	1.91244	0.67985	0	0	0.03386	0
Healthy	20.1597	0.00811	0	0	0.0029	0		79.55221	0.00612	0.0036	0.01441	0	0	0	0	0	0
Healthy	0.83831	0	0	0	0	0		37.47515	0.30294	20.36045	1.25691	6.00454	0.7283	2.94017	0.87928	2.07249	0.42136
Healthy	0.11862	0	0	0	0	0		10.47474	1.15132	10.12308	3.67754	3.90842	5.19687	1.82916	1.23037	0.64974	0.66975
Healthy	0	0	0	0	0	0		53.73766	3.09857	10.02896	3.43351	0.93274	0	0.75572	0.25629	1.28132	0.32908
Healthy	0	0	0	0	0	0		56.25296	5.28553	2.21665	5.00444	5.61577	0	3.55464	0.06449	0.11182	0
Healthy	1.72502	0	0	0	0	0		73.30718	3.76021	1.53318	2.73645	8.96369	0.13565	2.47642	0	0.86238	0.13449
Healthy	0	1.68652	0	0	0	0		6.69262	15.30793	1.9291	21.7761	0	2.10902	0	0.96879	0	0
Healthy	0.02906	0	0	0.0721	0	0		12.55489	16.38337	3.50683	13.07154	1.38245	0	0	0	0.1001	0
Healthy	0	0	0	0	0	0		38.74941	6.09833	6.47764	10.01346	2.24881	0.71541	0	0	0.46324	0.18105
Healthy	0	0	0	0	0	0		24.309	65.6186	0.53076	0.79783	1.91517	0	0.07584	0	0	0
D007234	74.7902	8.34532	0	1.83145	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.06397	0	0	0	0	0		60.44718	4.35656	10.16116	2.24434	3.54329	0.00675	3.26787	0.62736	0.11879	1.67863
D007234	0.0082	82.8588	0	0	0.39124	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.05925	0	0	0	0	0		17.10377	0.5829	20.57596	4.44364	5.26778	2.02355	6.4425	0.05146	0.10188	1.05661
D007234	0.03791	28.5048	0.00174	0.00211	0.31447	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		2.95087	1.78257	15.28874	27.00309	0.14561	1.05953	0	0	0	0
D007234	56.4353	14.5705	0	15.7179	0	0		0	0	0	0	0	0	0	0	0	0
D007234	0.00302	0.90622	99.0348	0	0.05062	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		11.92795	43.10597	4.68444	4.40035	5.39435	2.18269	0	0.15093	0.09096	0
Healthy	0	0	0	0	0	0		38.25175	7.8168	0.5919	0.54416	1.73808	12.322	3.77618	0	0	0
Healthy	0	0	0	0	0	0		61.29262	2.56396	0.56077	8.558	5.48608	0	0	0	0.20262	0
Healthy	0.12185	0	0	0	0	0		83.96324	1.68687	1.4948	0.88195	5.51882	0	1.97047	0	0.06338	0
D007234	63.79172	0.00031	0	0	18.16227	0		0	0	0	0	0	0	0	0	0	0
D007234	76.1409	15.63029	0	0	0.15008	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		22.64371	20.82779	34.84217	4.19247	8.28396	0.10439	2.81808	0	0	0
D007234	0.10641	0	17.2692	31.3922	0	0		0	8.57682	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		31.72459	22.8001	5.9358	8.61727	4.63473	0	8.26997	0.12703	0.44228	1.55265
Healthy	0	0	0	0.10626	0	0		7.24266	6.09685	27.06465	3.53174	11.91934	0.24537	0.95871	0.05682	0	0.713
Healthy	0.11053	0	0	0.00272	0	0		14.67498	5.31511	2.50944	2.32822	7.26637	0.02501	0	0.38686	0.66519	0
D007234	11.0072	6.18175	59.9256	0	0.95236	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		10.31901	33.07008	2.4251	7.33919	2.22459	20.2521	1.53473	1.57506	0	0
Healthy	0	0	0	0	0	0		31.59207	50.79081	0	1.02062	3.77315	1.06493	0.15739	0	0	0
Healthy	0	0.49865	0	0	0	0		17.92569	28.77963	1.79941	9.52048	0.24299	6.87567	1.46526	0	0	0
Healthy	0	0	0	0.10893	0	0		7.1536	6.17926	28.03378	3.47849	11.70918	0.28693	0.95414	0.05066	0	0.62483
Healthy	0.0235	0	0	0.13555	0.00228	0		36.60872	18.01797	9.85652	9.80828	3.67606	0.27209	4.94584	0.03277	0.06132	0.04876
Healthy	0	0	0	0	0	0		50.05231	1.82683	23.17602	1.77184	5.9525	1.97096	0	0.13565	0.05792	0.02446
Healthy	0.15389	0	0	0	0	0		46.72504	9.6317	13.01846	5.14338	5.42088	0.60464	0	0.31625	0.08807	0.07854
Healthy	0.14199	0	0	0.00826	0	0		52.81622	20.38577	0.25046	9.23019	0.36394	0.37834	0	0	1.0458	0
Healthy	0.10301	3.76221	0	9.95464	7.54645	0.06543		0.0747	0.02567	0	0.00229	0.00851	0.00339	0.00305	0	0	0
Healthy	0	0	0	0	0	0		49.2079	0	0	0	3.97628	0	1.09929	0	0	0
Healthy	0.12456	0	0	0.092	0	0		9.90508	39.73946	9.19422	7.54373	1.86031	4.0895	2.02421	0.85144	0.05678	0.0023
Healthy	0	0	0	0	0	0		69.27726	0.78494	8.58664	1.01892	2.03863	0	0	0	0	0
Healthy	5.06457	0	0	0	0	0		18.2879	4.55214	8.53794	3.21841	1.83202	0.89467	0.64546	0	0.60575	0.53345
Healthy	0	0	0	0	0	0		40.40465	3.91477	14.01283	9.14131	3.08604	0.40748	0	0.55112	0.17529	0.09544
D007234	8.82929	13.4014	47.2313	2.24259	0.42085	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		58.33865	22.80021	4.36199	4.47128	1.6921	2.77166	0	0.15977	0	0
Healthy	0.0306	0	0	0	0	0		59.26013	4.14772	10.09993	2.12803	3.32817	0	3.26936	0.69124	3.36303	1.51966
Healthy	0	0	0	0	0	0		29.21591	12.86897	0.92059	1.51814	50.0239	0	0	0	0.35607	0
Healthy	0	0	0	0	0	0		56.00257	5.09448	11.33851	1.93983	1.42304	0.49301	0	0	0.05484	0
Healthy	0.01783	0	0	0.07326	0	0		25.58713	10.26218	1.75	3.44815	1.19707	0	0	0.02457	0	0
Healthy	0.05688	0	0	0	0	0		12.81759	8.17808	22.51501	8.38671	15.64861	0.10874	1.5687	0.10036	0	0.29632
Healthy	0.00862	0	0	0.15593	0	0.01038		25.97584	22.83118	5.83321	5.11953	1.88458	7.3635	0.07114	0.94643	0.0387	0.16059
Healthy	3.72281	0	0	0	0	0		30.27608	12.32564	12.39658	2.60235	16.96321	3.15154	0.81834	0.0155	1.4069	0.22267
Healthy	0	0	0	0.18901	0	0.00589		19.18437	23.36911	5.41231	10.91823	1.1078	2.47762	0.75966	0.35061	0.01954	0.07481
Healthy	0.09062	0	0	0.15411	0	0		46.29544	6.20795	0	33.4338	0	0.06074	0	0	0.118	0
D007234	25.8314	46.1325	0	0	2.06747	0		0	0	0	0	0	0	0	0	0	0
D007234	59.15137	0	0	4.014	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		14.13104	1.94081	0	9.45053	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		0	14.75308	0	1.63606	0	18.1635	0	0	0	0
Healthy	0.00174	0	0	0.00381	0	0		53.83709	9.82182	2.97107	5.74926	2.31642	0.01398	1.25826	0.18724	0.02272	0.03248
Healthy	0.45444	0	0	0.04927	0	0		7.73555	36.67158	2.80331	9.21898	0	3.30195	3.7532	0.53754	0.01738	0.00237
Healthy	0	0	0	0	0	0		57.39969	5.57951	6.82963	8.39431	5.45009	4.67227	0	0	0.04047	0.04057
Healthy	0	0	0	0	0	0		78.71114	9.53853	0.35439	0.52044	1.74443	0.03891	0.38651	0	0	0
Healthy	0.09194	0	0	0.05327	0	0		22.72709	17.18089	5.55822	6.88559	3.06756	0.00994	0.97608	1.20997	0.01389	0.06586
Healthy	0	0	0	0.01531	0	0		1.2351	20.95779	0.14546	4.47433	0.02189	0.11455	0	0	0.33028	0.00435
Healthy	1.20415	0	0	0	0	0.03813		10.98924	9.06044	0.34043	0.08042	2.92169	2.08346	0	0	0.47832	0
Healthy	0	0	0	0	0	0		51.15279	1.80531	22.87978	1.7085	5.59997	1.89254	0	0.15255	0.03614	0.03246
D007234	22.09483	4.89248	62.0287	0	0.55362	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		45.07614	2.29021	18.99289	7.16308	4.62234	0.31167	0.58829	0.08698	0	0.03744
Healthy	0.04563	0	0	0	0	0		46.7618	22.39083	1.76677	2.45793	0	0.02106	1.46482	0	0	0
Healthy	0	0	0	0	0	0		8.9056	45.55175	1.1286	1.27455	0.4343	0	0.49332	0	0	0
Healthy	0.01808	0	0.00321	0.07473	0	0		49.96938	6.97045	13.47512	7.66614	2.94435	4.27403	4.34467	0.80581	0.05552	0.01602
Healthy	0	0	0	0.08888	0	0		37.33223	21.72657	15.88731	4.07624	1.60947	4.07356	1.8394	0.99048	0.0182	0.00109
Healthy	31.25519	0	0.00233	0.59503	0.00075	0.17665		0.01036	1.60558	0.00425	0.00717	13.1737	0	0.00288	0	1.09077	0
Healthy	1.45041	0.04	0	0.1108	0	0.31835		21.09078	0	0	0	0	0	0	0.83133	0	0
Healthy	0.50987	0	0	0.02273	0	0		85.93009	1.11853	0	0.86999	3.30853	0.3789	0	0.14886	0.1709	0.005
D007234	0	21.1052	0	0.08422	0	10.93006		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.0058	0	0		23.1251	7.33048	14.15453	2.93345	1.20465	0.93393	0.11926	0.40593	0.3168	0.13861
Healthy	0.60739	0	0	0	0	0		15.43528	0.61769	21.76778	3.25997	5.95728	2.35522	2.11805	0.68067	4.02079	0.6342
Healthy	0	0	0	0.08348	0	0		15.84344	18.61813	4.74382	6.81237	4.64858	4.40458	5.94479	0.07106	0.01122	0.00518
Healthy	0	0	0	0	0	0		0.02398	0.00203	0	0	0	0	0	0	0	0
D007234	0.084	79.2927	0.00242	0.00086	0.03345	0.00307		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		48.20814	3.64425	13.85816	2.78186	3.61387	1.7073	1.92015	0.57258	2.59798	1.37696
D007234	0.11234	1.25243	21.1354	0.83293	0.07463	1.70407		0	0	0	0	0	0	0	0	0	0
Healthy	0.03249	0.14744	0	0.01139	0	0		16.93879	39.40276	1.08091	4.85254	0.33683	6.4813	1.24557	0.11939	0	0
D007234	39.64682	4.98978	0	0	0	0		30.60076	2.97004	0	0	2.24997	0	0	0	0	0
D007234	62.08174	4.74282	25.3468	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.21199	0	0	0	0	0		0.98503	0.04974	0	1.53316	0	0	0	0	0.14515	0
Healthy	0.01502	0	0.1245	0	0	0		69.70617	1.97268	9.13898	1.46929	0	0.0018	0	0	0.01464	0.04529
Healthy	0	0	0	0	0	0		63.69073	1.06697	12.67374	1.60214	1.96849	0	0	0	0.01491	0
Healthy	0.08678	0	0.01653	0.14528	0	0		85.12374	10.97114	0.0044	0.56909	0.00625	0	0	0	0.28687	0
Healthy	0	0	0	0.1847	0	0.06863		26.37359	23.92358	3.98073	4.87378	0.88858	0.92374	0	3.91151	0.00108	0
Healthy	0	0	0	0	0	0		19.9402	21.49947	5.19731	12.26037	5.30063	0.02568	1.48789	1.19242	0.04495	0.07116
D007234	51.5137	0.66627	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D007234	0.01333	1.78827	0.00687	12.78985	0.15175	0.2785		0	20.8166	0	0	0	0	0	0	0	0
Healthy	0.19164	0.76901	0	0	0	0		15.20049	17.43958	0.53716	3.64784	2.24335	20.9506	0	8.07396	0	0
Healthy	0	0	0	0	0	0		0	91.8533	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01108	0	0		75.45184	1.60233	0.65976	6.38978	3.771	0.50076	0	0.00653	0	0
Healthy	0	0.04662	0	0.00194	0	0		44.63279	2.22634	19.45102	7.04131	4.67668	0.35335	0.63088	0.09496	0	0.0558
Healthy	2.31736	0	0	0	0	0		36.51609	2.46527	11.54333	0.65538	20.5937	0	3.30334	0	0.18675	0.05012
Healthy	0.23371	0	0.02427	0.01859	0	0		35.06171	7.94877	5.00942	15.37946	3.78315	0.01514	1.22552	0.43562	0.56549	0.01371
Healthy	0.08711	0	0	0	0	0		39.51349	12.98185	6.75716	10.98399	2.15321	0.10419	5.02209	0.18546	0.06531	0.27229
Healthy	0	0	0	0.20931	0	0		53.65404	13.2634	6.76767	3.76821	4.5325	0	1.09773	0	0.18485	0.0077
Healthy	0.38544	0	0	0	0	0		20.99024	6.12963	32.27855	17.84525	0.54975	0.03449	0.43946	0	0.17604	0.02754
Healthy	0	0	0	0	0	0		41.74842	42.2488	1.66372	3.62383	2.53289	1.04447	0	0	0.48667	0.02239
Healthy	5.96798	0	0	0	0	0		10.05104	8.28107	0	31.17523	0	0	0	0.95473	0	0
Healthy	0	0	0	0	0	0		22.26525	9.04524	15.96333	19.66342	4.36197	0	3.50041	1.05088	0	0.07915
Healthy	8.16134	0	0	0.04547	0	0.0167		21.65317	13.98694	3.09812	2.20998	0.3149	7.93796	0	2.79408	0.60243	0
Healthy	0	0	0	0	0	0		21.38533	9.58241	8.97233	15.64714	1.05602	1.51624	0	0	1.5748	0.28378
D007234	74.58466	0	0	0	0.11667	0		0.00573	0.19507	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		17.61028	16.99751	0	1.71266	2.88529	32.483	6.2093	0	0	0
Healthy	0.04028	0	0.13777	0	0	0		66.40744	4.27156	3.63566	9.69365	7.18541	0.06731	0	0	0.04168	0.04748
Healthy	0.11647	0.09987	0	0.06795	0	0		62.51188	14.31608	2.93498	5.3176	1.80873	0.00706	1.11072	0.55142	0.00507	0
Healthy	0	0	0	0	0	0		8.51474	10.85426	4.99019	45.6278	0.20334	4.36137	0	2.04615	0	0
Healthy	0	0	0	0	0	0		67.18047	10.50866	0.86418	0.97163	3.64322	0.06202	0.10354	0	0	0
D007234	62.2875	2.64292	0.02914	4.9482	0.00076	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		85.37583	14.62415	0	0	0	0	0	0	0	0
Healthy	0.22094	0	0	0.16401	0	0		45.45948	3.05611	0	0	0	0	0	0	0.02319	0
Healthy	0.22091	0	0	0	0	0		12.77893	32.03325	3.22423	11.59421	1.19119	11.38356	0.5316	1.12483	0.12438	0.05541
Healthy	0	0	0	0	0	0		27.88617	32.70998	1.46389	1.06426	0	7.33099	0	0	0	0
Healthy	0	0	0	0	0	0		34.36	14.70025	8.68813	10.77324	0.68166	1.49798	0.01323	0	1.80319	0.01043
D007234	19.47808	7.25376	0.00604	1.49715	1.79514	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00603	0.17964	0	0.00837	0	0.00115		31.61593	13.95475	9.42948	1.02861	0.87634	0.04411	0	0.75056	0.01634	0.18363
Healthy	0	0	0	0	0	0		55.50235	5.01174	11.26441	1.79676	1.34744	0.48209	0	0	1.76831	0
D007234	32.97651	0.28258	0	7.05398	0.16292	0		0	0.01005	0	0	0	0	0	0	0	0
Healthy	0.01973	0	0	0	0	0		54.2621	1.53771	14.87898	1.62245	0.95997	0.15006	0	0	0.03192	0
D007234	10.85239	0.22005	17.3917	44.9799	0.02153	0.28327		0	0	0	0	0	0	0	0	0	0
D007234	61.0818	9.34495	0.07005	0.01428	0.25807	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.07578	0	0	0	0	0		53.41295	1.66851	14.74041	1.62754	0.98305	0.16033	0	0	0.01075	0
D007234	84.6481	0.57559	0	1.45617	0.00778	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.0772	0	0	0.00905	0	0		32.33161	6.60312	14.04206	6.66614	9.81761	0.69164	5.39401	0.22265	2.32258	0.12422
Healthy	0.40413	0	0	0.02655	0	0.00058		20.16763	18.58739	7.42352	5.53121	2.06376	4.61283	5.47772	0.41176	0.01514	0.00038
Healthy	26.5371	0.27615	0	0	0.06882	0		0.63797	0	0	0.00155	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		59.61472	1.73259	2.74917	7.63655	0	0.44254	0.80074	0	0	0
Healthy	0	0	0	0	0	0		25.90006	12.69967	8.6717	10.66189	6.4807	1.75271	3.49356	0	0.37426	0.09369
