g	Streptococcus	Ruminococcus_C	Clostridium_A	Muricomes	Anaerotruncus	Bilophila	Adlercreutzia	Gordonibacter	Eggerthella	Rothia	Dialister	Methanobrevibacter_A	Sutterella	Phascolarctobacterium	Desulfovibrio
Healthy	0.402316418268013	-0.592065505400375	0.127305694115478	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D016640	-1.32422165832591	-5	-5	0.39219907552064	-0.646834195034242	-5	-5	-5	-1.98380264648756	-5	0.299230464882039	-5	-5	-5	-5
Healthy	-1.20655886702234	-5	-5	-5	-5	-5	-5	-5	-5	-2.02319166266193	-5	-5	0.52106874802637	-5	-5
Healthy	0.58866043652151	-5	-5	-5	-5	-5	-5	-5	-2.00086945871263	-1.07530729697981	-1.6252516539899	-5	-5	-5	-5
Healthy	-5	-5	-1.07340034609297	-0.846795099915716	-1.03357665405631	-0.766470872731379	-0.527214306247781	-1.90622821850127	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.8168725712986	-5	-5	-5	-1.79805693659835	-5	-5	-5	-1.98970004336019	-1.11187669270209	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.28558640771288	-0.586415271275591	-5	-5	-5	-5	-5	0.0961832649034499	-5	-5	-5	-5
Healthy	-0.215090423580384	-0.677429275768724	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.764174637398147	0.51938691504554	-5
Healthy	-1.68655462957359	-5	-1.5394028111024	0.00718428025511155	-0.713431265942736	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.168629407478062	-5	-0.854927962295002	-5	-5	-5	-1.61261017366127	-5	-5	-5	-1.17327747983101	-5	-5	-5	-5
Healthy	-1.54546001503518	-2.27572413039921	-5	-1.35389047802115	-5	-5	-1.63864997564773	-5	-5	-5	-1.68507994400758	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.421840750186744	-1.30847647783185	-1.03343591590269	-5	-5	-1.25367723491005	-1.18203819546801	-5	-5	-3.26760624017703	0.542429528384159	0.453776859690442	-5	-5	-5
Healthy	-0.77144566346099	-1.94233389609017	-5	-5	-5	-1.71085716406767	-5	-5	-5	-5	-5	-5	0.559280454796716	0.514529158614702	-5
Healthy	-0.889141043268132	-2.42712839779952	-5	-5	-5	-2.15989390554324	-5	-5	-5	-5	0.916102159183352	-1.40993876919626	0.168821463009824	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.13259144347721	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.88074411072206	-5	-5	-5	-5	-1.14892519477111	-5	-5	-5	-5	0.36321698715741	-5	-5	-5	-5
Healthy	-5	-1.56911905354711	-5	-5	-5	-1.60362627246349	-5	-5	-5	-5	-5	-5	-0.169732199066358	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.26905630657226	-5	-5	-5	0.460882815005827	-5	0.248968303899464	-5	-5
Healthy	-1.07078549626261	-1.56272520258988	-5	-5	-5	-2.08724669632868	-1.53283603403091	-5	-5	-5	-5	-0.561916711232765	-5	-5	-5
Healthy	-0.715772360406519	-5	-1.99653946789049	-5	-5	-5	-5	-5	-5	-1.4007721372262	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.730276964115371	-5	-5	-5	-1.95506845385084	-5	-5	-5	0.773694312137264	-5	-5	-5	-5
Healthy	-0.801095600543267	-5	-5	-5	-5	-1.39447947656253	-5	-5	-5	-5	0.898075996664442	-5	-0.781097049137171	-5	-5
Healthy	-5	-5	-2.51712641639125	-1.97510403989251	-3.0268721464003	-1.39588199380796	-1.72955409198204	-5	-5	-5	-0.328734567052842	-5	-0.145499632122898	-5	-1.46382046786277
Healthy	-0.577557904488062	-5	-5	-5	-5	-5	-5	-5	-0.614572485194869	-1.77494930386195	0.26492402334799	-5	-5	-5	-5
Healthy	-0.678380859752725	-1.4427334711301	-1.39168795730267	-2.5654310959658	-1.92775010238649	-1.91757369913923	-1.09979678698311	-1.36481795134373	-3.07058107428571	-5	0.047426746517128	-5	-0.187982882268456	-5	-5
Healthy	-3.15490195998574	-5	-5	-5	-5	-1.26225092610844	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.73142202811716	-1.7956086680807	-0.410229065541732	-1.22286328749583	-5	-5	-5	-5	-5	-5	-5	1.53573970795746	-5	-5	-5
Healthy	-1.44393884099047	-0.931554381645648	-5	-1.26648174856551	-5	-1.04614370177501	-0.710834847350111	-5	-5	-5	-0.421796448850233	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.192559688220629	-2.55909091793478	-5	-5	-5	-5	-5	-5	-5	-1.83624247601804	-5	-1.63638802010786	-5	0.244103863376508	-5
Healthy	-5	-5	-1.15707887924002	-5	-5	-1.6825635034649	-0.807376799987053	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.48227640516626	-1.05576415620652	-1.23477863369502	-5	-1.27043027369803	-5	-1.78861244706314	-5	-5	-5	1.16359694235976	0.605580837927102	-5	-5	-5
D016640	-0.209721874832258	-0.229221603830852	-0.565383198480478	-5	-2.24033215531037	-1.83327394441995	-2.1157712303674	-5	-5	-3.0268721464003	-5	-5	-5	-5	-5
Healthy	-0.483610076311863	-5	-5	-5	-5	-1.67571754470231	-5	-5	-5	-5	-5	-0.984053756342434	-5	0.241035685094299	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.830607271743095	-5	-5
Healthy	-1.27107835362714	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.03616496929785	-0.0382657572653393	-0.665284946535642
Healthy	-0.788639140844882	-0.0667709359734047	-1.46306297729533	-2.75202673363819	-5	-5	-1.66374044798581	-2.43062609038495	-5	-5	-5	-5	-5	-5	-1.01768353030793
Healthy	0.905393769562393	-5	-1.86710023005552	-1.78172714642855	-1.3902988976206	-0.442144058927194	-3.10790539730952	-1.72653572737865	-5	-5	-5	-0.489548828985435	-1.15409616110122	0.521312028280997	-0.325791249830449
Healthy	-0.684995827315103	-5	-5	-5	-5	-5	-5	-5	-5	-2.60205999132796	-5	-5	-5	-5	-5
Healthy	-0.0828359685709974	-5	-0.639103783925079	-5	-5	-5	-1.63940658643475	-5	-5	-5	-5	0.708651159639976	-5	-5	-5
Healthy	-2.31336373073771	-5	-0.570263865073967	-5	-5	-2.10790539730952	-5	-5	-5	-5	0.907366209001211	-5	-5	-5	-5
D016640	-0.373372251476	-2.30715308072277	-0.260103440100577	-1.32394687534813	-0.497764120944227	-1.29106946419338	-2.57024771999759	-1.68131073005225	-1.93070198788447	-5	-5	-5	-5	-5	-5
D016640	0.00425686981214458	-0.690710589344743	-0.682458967543851	-5	-5	-1.29696669526631	-1.96177736163128	-1.74569366766871	-5	-5	-5	-5	-0.0231504341301651	-5	-5
Healthy	-1.1786175002527	-5	-1.20669864638688	-5	-5	-1.37008096449646	-5	-5	-5	-5	0.254632656000371	-5	0.449644988206241	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.02314994580483	-5	-5	-5	-5
Healthy	-0.592320228558807	-5	-0.688564031710839	-5	-5	-2.07675598136972	-5	-5	-5	-5	0.899715471414616	-5	-5	-5	-5
Healthy	-0.638555491913672	-5	-1.72422809983507	-1.64149408850976	-5	-2.08512818245995	-2.29073003902417	-5	-5	-5	0.621466061059093	-5	-0.329837673127096	-5	-0.642560683686101
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.556587111648713	-5	-1.88873748634093
Healthy	-0.743498733788682	-1.70311552446145	-1.42701229180179	-5	-5	-1.35193287055107	-1.34707711243206	-2.60554831917378	-5	-5	-5	-5	-5	0.93406545596415	-5
Healthy	-1.3137213219328	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.632655665796191	0.365469264897711	-5	-5	-5
Healthy	-0.129426390146591	-0.483028567530673	-0.43286772127319	-5	-5	-5	-1.0603809210433	-5	-5	-5	-5	0.814855980991598	-5	-0.700863306255986	-1.52768245368316
Healthy	0.9274571106011	-5	-5	-1.17211401721014	-5	-5	-5	-5	-2.33348201944512	-1.62287595765354	-5	-5	-5	-5	-5
Healthy	-0.405717971188194	-5	-1.53180041392739	-0.62479377890067	-5	-1.1329451995233	-1.22599426974179	-5	-5	-1.53790161886484	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.73826145264746	-5	-1.32048125630421	-5	-5	-5	-5	-5	-0.201922808379358	-5	-5	-0.534423841296075
Healthy	-5	-5	-5	-5	-5	-0.921724477913399	-5	-5	-5	-5	-5	-0.0799184348018515	0.868730818557354	0.0947470607889071	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.911640659135487	-5	-5	-5	-5
Healthy	-0.747632485540101	-5	-5	-5	-5	-1.39415646094191	-5	-5	-5	-5	0.891677368272205	-5	-0.819558701805281	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.24910607961787	-1.11736163830396	-5	-5	-5	-5	-5	-5	-5	-0.240211324960587
Healthy	-0.531460677057052	-5	-0.557645677060601	-5	-5	-1.72862312810593	-5	-5	-5	-5	0.906733590782809	-5	-5	-5	-5
Healthy	-0.445583531348247	-0.603225462969973	-5	-5	-5	-5	-5	-5	-5	-0.649209452573543	-5	-0.70140888870243	-5	0.340017543253079	-1.63921731012672
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.287414273923539	-5	-5	-5	-5
Healthy	-5	-5	-1.63544900464603	-1.42852409631806	-5	-1.24695343837347	-5	-0.827893522207504	-1.74884865682465	-5	0.425131365778745	-5	-5	-5	-5
Healthy	-0.831443593136275	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.86585578464168	-5	-5	-5	-5
Healthy	-5	0.138318490405766	-0.544835251370374	-5	-1.48214458106997	-1.26929845571815	-0.390128243074703	-1.75374768770068	-5	-2.99139982823808	-0.77098405723659	-5	0.63672954959499	-5	-5
Healthy	-5	-5	-0.546437055901493	-5	-5	-5	-5	-5	-5	-5	0.715650753869664	-5	-5	-5	-5
Healthy	-1.53790161886484	-5	-5	-5	-2.3777859770337	-1.12205304837081	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.28793985753892	-2.09528445472132	-3.30980391997149	-3.48148606012211	-5	-1.96738123914928	-3.08092190762393	-5	-5	-5	-5	-5	-0.791048324992175	-5	-1.49444306133618
Healthy	-5	-5	-5	-5	-5	-5	-1.10818388047514	-5	-5	-5	-5	-5	1.07675728338263	-5	-5
Healthy	-5	-5	-5	-1.18661919326614	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.137588328729587	-5	-5	-5	-5	-5	-5	-5	-5	0.442860589628225	1.12098532901506	-5	-5	-5
Healthy	-0.620730750526353	-5	-5	-0.468699946924814	-5	-5	-5	-5	-5	-5	0.907404910808642	-5	-5	-5	-5
Healthy	-5	-1.61690307005091	-5	-1.8523236757589	-5	-1.07448164182257	-1.64244628025692	-5	-5	-5	-5	-5	-0.770471736212328	-5	-5
Healthy	0.439151041789756	-5	-1.27180860141005	-1.43379828114509	-5	-2.43770713554353	-5	-5	-3.4089353929735	-5	-0.289992703967014	-1.24611066854017	-5	-5	-5
Healthy	-1.44177157819667	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.619463159511251	-5	-5	-5	-5
Healthy	-0.970413328369543	-5	0.165247294635206	-5	-5	-1.0301183562535	-5	-5	-5	-5	-5	-5	-1.15137988256587	-5	-5
Healthy	0.252063790773205	-1.01714105768792	-5	-2.54515513999149	-2.14327110961712	-0.930739013715253	-1.32093568187869	-5	-5	-1.21112488422458	0.646118351006647	-5	-1.43226803745193	-5	-5
Healthy	-0.747219761904916	-1.45148774365896	-0.898596649444669	-1.75845351940345	-1.04253638427007	-0.81698653691807	-0.409559443450029	-1.62051318628273	-2.88941028970075	-2.51144928349956	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.280350693046006	-5	1.4720233794351	-5
Healthy	-0.0439516896974128	-5	-5	-0.321836849737658	-5	-5	-5	-5	-0.629098495132231	-5	-5	-5	-0.980925270822101	-5	-5
Healthy	-5	-1.08071265949562	-5	-5	-5	-0.919229253159278	-5	-5	-5	-5	-5	-0.0552903695932143	0.988272156500449	0.18479360573441	-5
Healthy	-0.903715821755136	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0067225254326356	-5	-5	-5	-5
Healthy	-5	-1.62378814971733	-5	-5	-5	-1.42067379624474	-5	-5	-5	-5	-5	-5	-0.133641761481821	-5	-5
Healthy	-5	-5	-0.879327376717392	-5	-5	0.242193455822454	-5	-5	-5	-5	-5	-1.4805658050863	-5	-5	-5
Healthy	-1.1253442674019	-5	-1.14122226269455	-2.14996674231023	-3.34678748622466	-0.920059402847638	-5	-5	-5	-5	-5	-5	0.0282987165389463	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.90678042319815	0.586769535102935	-5
Healthy	-0.967703655260527	-5	-1.22628667472298	-5	-5	-2.1681302257195	-5	-5	-5	-5	-5	0.332953248149802	-5	0.385720640624064	-0.315918016124627
Healthy	-5	-5	-0.913568979343631	-5	-5	-5	-5	-5	-5	-5	0.776657607105062	-5	-5	-5	-5
Healthy	-0.641570187069956	-5	-5	0.186673867499745	-5	-5	-5	-5	-0.966214483157769	-1.91685585685695	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.595867876304686	-5	-1.43144628795056	-1.85139734519391	-5	-3.18045606445813	-1.85729775426238	-5	-5	-5	-5	-0.952997869481495	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.476267751757016	-5	-5	-5	-5
Healthy	-2.25258819211358	-5	-5	-5	-5	-1.2963647624161	-5	-5	-5	-5	0.460746038572361	-1.30311962831724	-5	-5	-1.25971628031812
Healthy	-0.647971925162635	-2.01772876696043	-1.73589084369419	-5	-5	-5	-2.32513885926219	-5	-5	-5	0.758140978994507	-0.692653744630746	0.318215728881638	-5	-5
Healthy	-5	-1.82102305270683	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.442637185910346	-5	1.15032684372446	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.1688151471111	-5	-5	-5	-5
Healthy	-0.861539405274298	-0.432738307646125	-1.43806423668622	-5	-5	-5	-5	-5	-5	-5	-5	-0.367036831832739	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.436261266823835	-5	-0.432855954804343
Healthy	-0.374450912734691	-5	-1.98213228103649	-5	-5	-5	-5	-5	-5	-3.53760200210104	-5	-0.279973073180271	-0.840011949618013	-5	-5
Healthy	-0.120061592322367	0.216366502640996	0.0993041815024126	-1.49729982468944	-1.50751898987112	-1.17043894370061	-0.589830360432003	-1.68172791978837	-1.80576325127617	-5	-0.0539556917160311	-0.330962199114844	-1.23574912456123	-5	-5
Healthy	-1.80327127737671	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.49633589099471	-5	-5	-5	-5
Healthy	-1.04282386959515	-1.01641881329421	-2.57511836336893	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0523947509646523	-5	-5	-5	-2.28903688100472	-1.49866682135443	-1.83983170704149	-5	-5	-5	-3.00436480540245	0.350933816959984	-5	-5	-5
Healthy	-0.847742240812344	-1.18131233655849	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	0.140476616830134	-0.51938949094061	-5	-1.26841123481326	-1.45136494018525	-0.351620470604562	-1.79696711298529	-5	-5	-0.692568148280253	-5	0.631023477120737	-5	-5
Healthy	-1.51498878542143	-1.00502332635031	-0.463732025854139	-5	-5	-5	-5	-5	-5	-5	-5	0.643725998577888	-5	-5	-5
Healthy	-0.366834646316097	-5	-0.211379179819964	-1.69529410178723	-1.7182850299727	-1.93967997131171	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.02826040911222	-0.614536727549474	-5	-5	-5	-5	-5	-5	-5	-5	0.94019263553191	-5	-0.904063897819215	-5	-5
Healthy	-0.961419574038422	-1.45469288353418	-5	-5	-5	-2.30016227413275	-5	-5	-5	-5	0.807484289768439	-5	-0.365029264827436	-5	-0.855083472907149
Healthy	-5	-1.6066003047069	-5	-1.72630441206991	-5	-1.18362611124764	-1.68047755093455	-5	-5	-5	-5	-5	-0.807404672430788	-5	-5
Healthy	-5	-1.45247142354022	-0.465567726524124	-1.11407366019857	-1.31975516295739	-1.08533956941078	-2.1232050237993	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.4024144982478	-2.12205304837081	-1.76220500672608	-5	-1.0717065877678	-1.83416237530987	-5	-5	-5	-5	-5	-0.766293345713618	-5	-5
Healthy	-5	-5	-5	-1.92263209471584	-1.03002526987828	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.350966723556211	-2.39577394691553	-0.0440718431030494	-1.75129126439908	-5	-1.52085675202139	-1.30059591818466	-1.73518217699046	-1.29576366269121	-5	-5	-5	-0.80398971340805	-5	-5
Healthy	0.420180268579067	-5	-1.54454603122137	-1.6929320493387	-1.4780777551165	-2.42596873227228	-1.19763682569045	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.607478910068068	-0.0812516780027388	1.01983923546521	-0.542451139588991
Healthy	-0.879853993811888	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.482107178018591	-5	-5	-5	-5
Healthy	0.894868550261086	-5	-1.90483064856824	-1.85604888357604	-1.53298418156156	-0.498174206727651	-5	-1.4459956789881	-5	-5	-5	-0.457149685817988	-1.16234844215361	0.516397858592021	-0.28240438181246
Healthy	0.867892146281086	-5	-1.42250820016277	-5	-5	-1.14703230897118	-1.55005901122666	-5	-5	-1.36784651648937	0.695720647814724	-5	-5	-5	-5
Healthy	-5	-5	-1.45308735681876	-5	-1.08523386307415	-1.79997073344623	-5	-1.75498112926225	-5	-5	0.962025837268751	-5	-5	-5	-5
Healthy	-0.787067008291986	-5	-5	-5	-5	-5	-1.18648572845812	-5	-5	-5	-5	-1.33620487778059	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.58868171138775	-5	-5	-5	-5
Healthy	0.925713705510166	-5	-5	-5	-5	-5	0.202275749554463	-5	-5	-0.183884696835452	-5	-5	-5	0.171182147898059	-5
Healthy	-2.54363396687096	-5	-5	-5	-2.16557929631847	-3.35654732351381	-5	-3.14874165128092	-0.907454792394394	-5	-5	-5	0.159410770932492	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.70141254370941	-0.0439709120085887	-5	-5	-5
Healthy	-5	-5	0.0481503633323968	-5	-5	-0.631378456034507	-0.650897391436968	-5	-5	-5	-5	-5	-1.41941712318563	-5	0.149874679494685
Healthy	0.830457783271125	-5	-5	-5	-5	-5	-5	-5	-5	-1.16335945842723	-5	-5	-5	-5	-5
Healthy	-0.904865533060163	-5	-0.0202877714996193	-5	-5	-5	-1.22995844568033	-5	-5	-5	-5	1.02152874330416	-5	-5	-5
Healthy	-0.768861863970281	-5	-1.71873931294499	-2.25570701687732	-2.0515870342214	-1.34332695411515	0.0360377249590701	-2.68193666503724	-5	-1.44285385768164	-5	-5	-0.158015195409886	-5	-5
Healthy	-0.388871732479819	-5	-5	-5	-5	-5	-1.00961674109377	-5	-5	-5	0.894688155651855	-5	-5	-5	-5
Healthy	-5	-5	-2.64397414280688	-1.22192113806254	-5	-3.34678748622466	-0.590100675219787	-1.00603500180488	-3.39794000867204	-5	0.510366698402169	-5	-5	-5	-5
Healthy	-1.02287109941932	-1.20739821883503	-3.08618614761628	-2.00921730819686	-2.73992861201493	-1.56671031480497	-5	-1.64917072641703	-1.72676716595695	-3.18708664335714	-5	-0.874193541860473	-5	-5	-5
Healthy	0.0362694957428153	-5	-1.21183162885883	-2.04624030826677	-5	-2.60906489289662	-5	-1.85917781989069	-1.33573419985232	-5	-0.102208018060775	-5	-5	-5	-5
Healthy	-1.28391314622517	-5	-5	-5	-5	-1.2020403562628	-5	-5	-5	-5	-5	-5	-0.537811712129836	-1.49620931694282	-5
Healthy	-0.959555901637324	-5	-5	-5	-5	-1.63507396621002	-1.80994858224079	-5	-5	-5	-1.31238187042823	-5	-1.11036219959333	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.60959484351992	-5	-5	-5	-5	-5	-0.211973115904196	-5	-5	-0.591776999647699
Healthy	-2.57024771999759	-1.03725194664136	-3.04575749056067	-2.24872089601666	-5	-1.39544996742874	-1.3631110930162	-2.49485002168009	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.26368319209589	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.931609897999698	-5	0.990045229320638	-5
Healthy	-0.591861834387465	0.401869050278537	-1.43050904565122	-2.24872089601666	-5	-5	-1.10485381062401	-2.40560744962457	-5	-5	-5	-5	-5	-5	-0.659635215597933
Healthy	-0.347666615374095	-0.521130613903188	-5	-5	-5	-5	-1.93144310492764	-5	-5	-5	-5	-5	0.767230098110718	-0.0734106314600443	-5
Healthy	0.476982258244831	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.249941526928835	-0.192539390133837	-5	-5	-5
Healthy	-1.21169018789295	-5	-1.57121748850305	-5	-5	-1.60924147126128	-1.8965383779053	-5	-5	-5	-5	-5	-0.25802158578403	-5	-5
Healthy	-0.0682269479475577	-5	-1.29619293472567	-5	-5	-5	-5	-5	-5	-5	-5	0.563855888252191	-5	0.606249121658478	-5
Healthy	-1.40671393297954	-5	-5	-5	-5	-1.64878365466066	-5	-5	-5	-5	0.386234919864072	-5	-5	-5	-5
D016640	-0.346035360776599	-0.878834252465589	-1.02890978686288	-2.46980030179692	-2.67985371388895	-1.5676722077384	-1.22155931642877	-1.62196567754267	-3.25963731050576	-2.82681373158773	0.190743382266029	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.236055652840817	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.658368230541581	-5	0.779278228713004	-5	-5
Healthy	-5	-5	-5	-5	-1.67964596718233	-5	-5	-5	-5	-5	0.519767634457096	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.65836766422195	-1.2208365762355	-5	-5	-5	-5	-5	-5	-0.456391309803448	-5	-5
Healthy	-0.544789572224195	-5	-5	-5	-5	-5	-5	-5	-1.03574036980315	-1.99740201928009	-5	-5	-5	-5	-5
Healthy	-0.513966447844214	-1.2040505010972	-1.59911678445164	-5	-5	-2.60906489289662	-1.36271045232183	-5	-5	-5	-5	0.376832349290807	-0.221212251027849	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.295300524980738	-5	0.186894208274143	-5
Healthy	-2.29929628285498	-0.957778997609618	-5	-0.949465580459877	-5	-1.58352592089978	-0.799286266035987	-5	-5	-5	-0.643859366481872	-5	-5	-5	-5
Healthy	-5	-1.63846102873072	-5	-5	-5	-5	-5	-5	-5	-5	0.533236801885249	-5	-5	-5	-5
Healthy	-1.1605219526258	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.771821833781088	-5	-0.0901819755448358	-5
Healthy	-1.17483362774345	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.712713460737188	-5	-5
Healthy	-0.697344446049281	-1.60572347323218	0.265230678526922	-5	-0.760850735141707	-1.82073553566097	0.354168006429114	-0.257479105798736	-5	-5	-5	-0.64569943765464	-1.9931062920521	-5	-1.46092390120722
Healthy	-1.92885470954892	-5	-0.725403457743003	-5	-5	-1.34620881261219	-5	-5	-5	-5	-5	-5	-0.887562582678156	-5	-5
Healthy	-5	-5	-0.29968576525238	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.20342566678957	-2.94692155651658	-1.7862167006647	-1.57365142621249	-5	-5	-5	-5	-5	-5	-5	-0.683442600022232	0.22391886706919	-5	-5
Healthy	-0.435428615164441	-5	-1.61564658586249	-5	-5	-5	-5	-5	-5	-5	0.528022778948808	-5	-5	-5	-5
Healthy	-0.441327422213673	-2.30715308072277	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.100009969847083	-0.365764631710675	-5	-5
Healthy	-5	-5	-5	-2.4145392704915	-1.49935193662809	-5	-5	-5	-5	-5	0.510570477346182	-5	-5	-5	-5
Healthy	-0.646564662143835	0.01110502981598	-1.14272782643596	-2.81815641205523	-1.50113831100712	-2.26042765554991	-0.268927215546003	-1.18728713323463	-5	-5	0.391503202143264	0.429282212711096	-0.875821944525325	-5	-5
Healthy	0.170502271378952	-5	-0.263101759179523	-5	-5	-2.02227639471115	-0.375686957916662	-1.03843653763793	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0476629090917961	-0.846337546424504	-0.367360524571926	-2.04624030826677	-1.44297427761362	-5	-2.06600683616876	-5	-1.24063437834407	-1.88840147511961	0.330452330493437	-1.4279420100737	-2.25963731050576	-0.711102723677434	-5
Healthy	-5	-5	-5	-1.48372911727066	-5	-5	-5	-5	-5	-5	-5	0.60546450962435	-5	0.929013053979225	-1.38891426658513
Healthy	-5	-5	-5	-5	-5	-1.39158094868271	-5	-5	-5	-5	0.458445961773686	-1.24427755509654	-5	-5	-1.56591036158211
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.616023149569067	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.131878910760847	-5	-1.13253251214095	-5	-5	-0.815478914147089	-0.884489337615002	-1.77288491741087	-1.2057908836535	-5	-5	-5	-5	-5	-5
Healthy	-0.736434939039143	-1.62033196596635	-1.64416550411506	-5	-5	-5	-5	-5	-5	-5	-2.17979854051436	-1.06248210798265	-0.306792052858424	0.322934257762833	-0.914495360573502
Healthy	-5	-5	-0.887026540666845	-5	-5	0.173795019734865	-5	-5	-5	-5	-5	-1.19545169161194	-5	-5	-5
Healthy	-1.71942162963192	-0.31613380122659	-1.50877842376072	-5	-5	-2.47366072261016	-5	-5	-5	-5	-5	-0.229302595266141	-1.02489001031384	0.495051487583221	-5
Healthy	-1.26440110030182	-0.120290689869137	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.47469599004176	0.462393505174181	-2.47495519296315
Healthy	-5	-5	-5	-5	-5	-1.54333037057624	-5	-5	-5	-5	-5	0.141289823237604	0.502731565669139	0.196458067043329	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.256518107397012	-5	-5	-5	-5
Healthy	0.482917867959225	0.563308994746127	-1.87582194452532	-1.49729982468944	-5	-5	0.199349207368541	-2.00348832784582	-0.686364746389666	-5	-5	-5	-0.14646604828912	-5	-5
Healthy	-0.204175575907652	-5	-0.363151177420854	-5	-5	-5	-0.615503218862132	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.73788568794441	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.00353210973828	-5	-5	-5	0.778846288917265	-5	-5	-5	-5
Healthy	-1.78914663468511	-1.31821623353212	-5	-5	-5	-5	-5	-5	-5	-5	-0.613501034449347	-5	-5	-5	-5
