group	Enterocloster	Collinsella	Clostridium_A	Clostridium_Q	Faecalimonas	Ruminococcus_B	Longicatena	Muricomes	Anaerotruncus	Lactococcus	Ruminococcus_H	Roseburia	Coprococcus	Ruminiclostridium_E	Mediterraneibacter	Methanobrevibacter_A	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	0.45279	0.31131	0	0	0	0	0	0	0	0	0.02218	0.67169	0.63714	0.81455	0.54443	0	0.06961	0.01053	0.08909	0.00253
Healthy	0.31224	0.04008	0.02633	0	0	0	0	0	0	0	4.89017	2.00994	2.42345	0.7731	1.14615	0	0	0	0.14104	0
Healthy	4.17196	9.00992	0	0.17698	0.0028	0.05146	0.09045	0	0.00136	0	10.9405	10.9105	0	0	1.33644	0	0.40764	0	0	0.21817
Healthy	0.23983	0.08591	0	0.10251	0.24083	0.03972	0.18526	0.11796	0.02406	0	0.01733	2.7572	0	0.02985	0.64858	0	0.08452	0	0	0
Healthy	0.00706	0	0	0	0	0.02086	0.02452	0	0	0	0	1.71418	0	0	0.03549	0	0	0	0.01034	0
Healthy	0.4864	0.06085	0.11254	0.0296	0	0.06586	0	0	0.01497	0	0	0	0	0	0.09098	0	0.15542	0	0	0
Healthy	0.16479	0	0	0.21467	0	0.05655	0	0.01809	0.11579	0	0	1.66309	0	0	0.01774	0	0.01776	0	0	0
Healthy	0.03997	0.1756	0	0	0	0	0	0	0	0	1.94687	0.1524	0	0.01658	0.0703	0	0.01357	0.04913	0.00146	0
Healthy	0	0	0	0	0	1.44896	0.56837	0	0	0	15.7193	1.50145	0	0	5.26903	0	0	0	0	0
Healthy	0	1.83456	0	0	0	5.25015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.012	1.15088	0.5115	0.04286	0	0	0.00375	0.02681	0.01165	0	4.48317	0.11388	0	0.01241	0.01465	0	0.16997	0.35863	0	0
Healthy	0.30707	0	0	0	0	0.01479	0	0	0	0	15.0914	4.9027	0	0	5.2631	0	0	0	0	0
Healthy	0.32732	0.80463	0	0.38748	1.70834	1.12173	0.00624	0.16222	0.09305	0.00305	0	9.99718	0	0.14534	0.89326	0	0.0621	0	0	0
Healthy	0.4546	0	0.07678	0	0	0	0	0	0	0	4.92215	12.54256	4.26809	2.67109	0.14171	1.03233	0	0	0.05014	0
Healthy	0.08253	1.25369	0.03655	0.02251	0	0	0.11832	0.03462	0	0	1.86546	0	0	0.4527	0.00725	0	0.07506	0	0	0
Healthy	0.00342	0.18531	0	0	0	0	0	0	0	0	0	2.14732	0	0.14264	0.45411	0	0	0	0	0.0642
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.14136	0.0329	0	0	0	0	0	0	0	0	0	0.45998	0	0	0.00411	0	0	0.11758	0.00486	0
Healthy	0.44987	0.51061	0.00276	0	0	0.00143	0	0	0	0.00651	29.4996	6.19998	0	0.03244	3.17637	0	0	0	0.08307	0
Healthy	0.60825	0.5799	0	0	0	0	0	0	0	0	1.59872	0.43072	0	1.3477	0.38572	0.00796	0.06922	1.88527	0	0
Healthy	0.59212	0.19488	0	0	0	0.01657	0	0	0	0.0164	0.46519	7.56966	5.44928	0.06268	1.26131	0.72247	0.02893	0.03192	0.09021	0.15845
Healthy	0.59259	0	0	0	0	0.02007	0.04312	0	0	0	0	1.49767	0	0	1.02081	0	0.04695	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12087	0.09998	0	0	0	0	0	0.05075	0	0	0.33049	0.59141	0.54525	0	0.08679	0	0	0.03395	0	0.18248
Healthy	0	0.07908	0	0	0	0	0	0	0	0	0.11038	1.44395	0	0.14747	0.27564	0	0	0	0	0.1564
Healthy	0.50303	0	0	0.09117	0	0	0	0	0	0	0	0.88974	0	0	0.11218	0	0	0	0.06551	0
Healthy	0.0255	0.1158	0	0	0	0	0	0	0	0	1.86144	0.32726	0	0.07043	0.09171	0.23364	0.01663	0.1686	0	0
Healthy	3.86275	7.02053	0	0	0	0	0	0	0	0	2.65323	0	0	0.42275	0.68158	4.36183	0	0	0.12034	0
Healthy	0.07562	0.12133	0	0	0.02735	0	0.00031	0	0	0	1.32016	1.1524	0.00195	0.00509	0.01134	0	0.01564	0.00459	0.05264	0.0109
Healthy	0.23337	0.80474	0.00316	0.00762	0	0.02479	0.00058	0.00754	0	0	1.48023	1.37905	0	0.20812	0.00527	0	0.00279	0.03358	0.02246	0.07218
Healthy	2.1983	0.38233	0	0	0	0	0	0	0	0.56786	2.34812	9.59782	0	0.3936	0.53767	0	0	0	0.14873	0
Healthy	0	0.26261	0	0	0	0	0	0	0	0	0	2.84242	0	0	0.14064	0	0	0.03837	0	0
Healthy	0.19762	0.12712	0	0.02015	0	0.00451	0	0.02611	0.11105	0	0	2.36477	0	0	0.0118	0	0.278	1.19781	0	0.00315
Healthy	1.1107	0	0	0	0	0	0	0	0	0	0	0.93782	0	0	0.78792	0	0	0	0	0
Healthy	0	2.0283	0	0	0	0	0.03472	0	0	0	0	0	0	0	0.07318	0	0.5945	0	0	0
Healthy	0.00984	0	0	0.00639	0	0	0	0	0	0	0.00872	2.57455	0	0	0.14241	0	0.12417	0.26532	0	0
Healthy	0.57057	0.17451	0	0	0	0	0	0	0	0	0.04433	0.69755	0.75958	0.78905	0.64509	0	0.05354	0.00456	0.09154	0
Healthy	0.05332	0.86375	0.00394	0.00401	0	0	0.00252	0.03254	0.01304	0	0.66358	0.01863	0	0	0.07096	0	0.14523	0.30523	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0
Healthy	0.36553	0.2013	0	0	0	0	0	0	0	0	0	0.51982	6.74004	0.66374	1.90526	1.69349	0.0564	0	0.33303	0
Healthy	0	0	0	0	0.71841	8.21681	0	0	0	0	0.88064	11.1978	0	0	0	0	0	0	0.72132	0
Healthy	0.22569	3.27579	0.32643	0.089	0	0.00719	0.0274	0	0.00374	0	24.6842	1.90487	0	3.68055	0.25123	0	0.0228	0.18741	0.25823	0.08701
Healthy	0.67244	0.21914	0.04098	0	0	0	0	0	0	0	0.01826	2.16523	0	0.52442	0.27719	0.16007	0.0587	0	0.13625	0
Healthy	0.01824	0	0.15391	0	0	0.54103	0.04162	0	0	0	0	0	0	0	0.11319	0	0.01511	0.23099	0	0
Healthy	0.78927	3.13799	0	0	0	0	0	0	0	0	19.1533	0.17412	1.15647	0.62207	0.10946	10.4943	0.34036	0.12728	0.39931	0.14641
Healthy	0.42097	0.64187	0	0	0	0	0	0	0	0	0	0.65923	0	0.39345	1.83132	0.11602	0.10729	1.452	0	0
Healthy	0.64443	0	0	0	0	0.19212	0.01612	0	0	0	17.8456	5.74724	0	0	2.00694	0	0.08849	0	0	0
Healthy	0.02729	0.56127	0.06125	0	0	0	0.01176	0	0.02822	0	1.94908	0	0	0	0.70773	0	0.15069	0.1495	0	0
Healthy	0.63881	0.65908	0.09246	0	0	0	0.00465	0.00168	0	0	1.81177	4.47853	0.00244	3.25203	0.91354	0.15359	0.54938	0.10548	0.17987	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.03726	0	0	0	0	0	0	0	0	0.20342	0	0	0.1541	0	0.03063	0	0	0
Healthy	0	0.08076	0	0	0	0	0	0	0	0	0.15362	1.51359	1.98275	0.13274	0.35307	0	0	0.0068	0	0.10453
Healthy	0	0.1319	0	0	0	0	0	0	0.01743	0	1.02775	1.11956	0	0.19747	0.16613	0	0.06896	0.01804	0	0
Healthy	0.11505	0.32988	0	0	0	0	0	0	0	0	1.78826	3.59427	4.87897	0.47754	2.22261	0.44728	0.08317	0.16632	0.00878	0.00138
Healthy	1.86797	0.63567	0.03015	0	0	0	0	0	0.00083	0	3.8526	0.42101	0.52628	0.0085	0.3037	0	0.02292	0.13099	0.12498	0.06416
Healthy	1.03601	0	0	0.37382	0	0	0	0.06425	0	0	0	0	0	0	0.089	0	0.07707	0	0	0
Healthy	0.42454	0	0	0	0	0	0	0	0	0	1.48492	0	0	1.2917	1.81395	0	0	0	0	0
Healthy	0.13488	0.11737	0	0	0	0.04782	0	0.00133	0	0	0	0.99739	0	0	0.0112	0	0.04376	0	0	0
Healthy	1.24339	1.87844	0	0	0	0.00593	0	0	0	0	0	3.72207	16.534	0	0.43884	0	0	0	0.20624	0.25731
Healthy	0.6557	0	0	0	0	1.14507	0	0	0	0	16.9456	4.97104	0	0	0.74804	0	0	0	0.17405	0.10928
Healthy	0	0.25808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08879	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.16989	0	0.14921	0.53011	0	0.01793	0.01181	0	0
Healthy	1.88193	0	0	0.55864	0	0	0	0	0	0	0	0.03681	0	0.00323	0.04678	0	0.1983	0.24649	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.45384	0	0	0.14484	0	0.06751	0	0.00738	0
Healthy	0.17593	0.69645	0.04916	0	0	0.0151	0	0	0.18568	0	4.55239	0.43874	0	0.07395	0.16946	0	0.20364	0.10695	0.02417	0.00128
Healthy	1.8914	3.65264	0	0.02262	0	0.06541	0.01422	0.01649	0	0	0	1.53533	0	0.00618	0.0162	0	0.03284	0	0.08933	0.01758
Healthy	0.18833	0.61646	0	0	0	0	0	0	0	0	0	2.14	10.2753	0	0.11346	0	0	0	0.21103	0.00323
Healthy	0	0.09219	0	0	0	0	0	0	0	0	0.14583	1.58625	1.9084	0.16795	0.40775	0	0	0.00658	0	0.12225
Healthy	0	0.0746	0	0	0	0	0	0	0	0.04972	0.24062	1.11565	0	0.08614	1.89093	0	0	0	0	0.0913
Healthy	0	0.05195	0	0	0	0	0	0	0	0	0.25828	2.51168	0	0.3608	0.12844	0	0	0	0	0
Healthy	0.00324	0.19754	0	0	0	0	0	0	0	0	1.75609	2.19179	0	0.57984	0.11391	0	0	0	0.1018	0
Healthy	0.4283	0.4302	0	0	0	0.01739	0	0	0.01134	0	0.5867	2.24504	0	1.54907	0.92713	0.01859	0.13452	0	0	0.02161
Healthy	2.24855	0	0	0	0	0	0	0	0	0.06568	0	7.81827	0	0	1.01179	0	0	0	0.06652	0.24093
Healthy	0.98763	0	0	0.38678	0	0	0	0.05505	0	0	0	0	0	0	0	0	0.02996	0	0	0
Healthy	0.07336	0.12975	0	0.03144	0.24124	0.13136	0	0.00172	0.0108	0	0	2.17572	0	0	0.00214	0	0.06938	0	0.03198	0.00076
Healthy	0.03237	0.63318	0.00623	0	0	0	0	0	0	0	0	0.27656	0	0	0.01572	0	0.25411	0	0	0
Healthy	1.67417	0	0.02976	0.05259	0	0	0.17129	0	0.03166	0	15.2418	0.07821	0	0	0.28711	11.0253	0.03615	0.00945	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7307	0	0	0	0	0	0
Healthy	0.36707	0.0568	0	0	0	0.00096	0.00089	0.08741	0	0	0	1.1899	0	0	0.18647	0	0.12209	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	2.90591	0	12.9997	0	0	15.3024	0	0	0	0	0
Healthy	0.12908	0	0	0.21128	0	0.03532	0	0.02512	0.1264	0	0	1.6966	0	0	0.00378	0	0.01249	0	0	0
Healthy	0.19493	0.36055	0.11061	0	0	0	0.01675	0	0.03643	0.01043	0.29463	0.51635	0	3.04933	0.07382	0.07354	0.15309	0	0	0.15765
Healthy	0	0	0	0	0	0	0	0	0	0	2.92305	3.05641	0	0.01215	0.01815	0	0	0	0.0085	0
Healthy	0.21188	0	0	0	0	1.11004	0	0	0	0.19605	0	0	0	0	0.55164	0	0	0	0	0
Healthy	0.10658	0	0	0	0	0	0	0	0	0	4.45594	2.63528	0	0.75643	0.37341	0	0	0	0.06394	0
Healthy	0	1.17839	0	0	0	0	0	0	0	0	0	6.62479	0	4.55193	0	0	0	0	0	0
Healthy	0.10418	0.22583	0	0	0	0	0	0	0	0	15.2931	2.93558	0	0.02905	0.0184	0	0	0	0.03305	0
Healthy	0.10111	0	0.00181	0	0	0	0.27532	0.002	0	0.05214	0	0.32033	1.20163	0.41689	0.0468	2.34204	0.00274	0.17742	0.04082	0.94827
Healthy	0.20504	0.30054	0	0	0	0	0	0	0	0	1.11101	2.19114	1.56059	0.76461	0.28242	0.60507	0.19159	0.00622	0.09417	0
Healthy	0.0701	0.02796	0.29025	0	0	0	0	0	0	0	0	2.24733	0	0.09485	0.49208	0	0.06319	0.37	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.585	0	0	0	3.08984	0	0	0	0	0
Healthy	0.38615	0	0.40405	0	0	0	0	0	0	0	0.81052	3.07376	0	0.10532	3.24285	0.08089	0.05173	0	0.07087	0
Healthy	0.0336	0	0	0	0	0	0	0	0	0	2.74333	1.91228	6.9589	0	0.16461	0	0.07839	0	0	0.0039
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.16988	0.09088	0	0.00743	0.33618	0.95048	0.01816	0	0	0	3.05712	2.13944	0	0	0.31118	0	0.19093	0	0.047	0.00116
Healthy	0.58177	0	0	0	0.00139	0.79316	0.0065	0.03475	0.00691	0	0	5.65155	0	0	2.71046	0	0.00915	0	0	0
Healthy	0.58197	0.18077	0	0	0	0	0	0	0	0	0.1272	5.2571	0	3.49521	0.69573	0	0.02573	0.00537	0.11109	0
Healthy	1.07436	0	0	0.5569	0	0.23557	0	0.33633	0	0	0	0	0	0	1.43584	0	0.0421	0	0	0
Healthy	0.11907	4.43116	0	0.01847	0	0.09049	0	0	0	0.66478	5.06229	0.1688	0	0	0.09955	0	0	0.23535	0	0
Healthy	0.0186	0.14758	0	0	0	0	0	0	0.02942	0	0.73597	0.86469	0	1.77483	0.21912	0.16611	0.13013	0.01264	0	0.03926
Healthy	0.19673	1.28438	1.34061	0	0	0.45891	0	0	0	0	1.53719	4.63203	4.52715	0	0.1085	0	0	0	1.23989	0
Healthy	0	0	0	0	0	0.74657	0	0	0	0	0	0	0	0	0.08483	0	0	0	0	0
Healthy	0.00381	0	0	0	0	0.32174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.61457	0.12738	0.08444	0.1801	0.85317	0.00545	0.00771	0.14229	0.09255	0	9.46128	0.12993	0	0.31094	0.35917	0	0.1913	0	0.49926	0.29701
Healthy	0.32025	0.26656	0	0	1.38315	2.93798	0.27448	0	0.01591	0	0	11.33503	0	0	0.09	0	0.04327	0	0	0
Healthy	0.14208	0.0291	0	0.09751	0	0.26494	0.02783	0.0518	0.25916	0	0.23173	0.03877	0	1.38397	0.04976	0	0.11188	0	0	0
D003924	3.23415	2.25079	0.01047	0.12246	0	0.00311	0.10337	0	0	0.00815	4.84012	0.35964	0	0	0.45122	0	0.05109	0.00554	0	0
Healthy	0.08495	0	0	0	0	0	0	0	0	0	0.65753	2.60436	6.80049	0	0.41023	0	0.02572	0	0.01655	0
Healthy	0.27448	0.08172	0.02887	0.42486	0.79893	0.01045	0.00475	1.01667	0.19344	0	0	0	0	0	0.03403	0	0.21688	0	0	0
Healthy	0.48036	0	0.13965	0.00895	0	0.00477	0.00567	0	0	0	28.1822	2.73359	0	0	0.27435	0	0.04357	0	0.17547	0.02439
Healthy	0.31322	0.12922	0	0.00861	0	0.01411	0	0.04426	0	0.01597	3.38541	8.90775	4.00504	0	0.62064	0	0.0082	0	0.1059	0.02297
Healthy	0	0	0	0	0	0	0	0	0	0	0.75741	0	0	4.15458	2.65375	0	0	0	0	0
Healthy	3.85736	0	0.09258	0	0	0	0.01845	0	0	0.0198	6.29828	6.66235	10.254	0.51793	2.24846	2.84299	0.00944	0	0.46378	0.06575
Healthy	0	0.06874	0	0	0	0	0	0	0	0	0.43708	0.50215	0	0.00079	0.38086	0	0	0.00836	0.05889	0
Healthy	0.10387	0.02416	0	0	0	0	0	0	0	0	0.0164	2.28353	1.96841	0.13226	1.60546	0.0389	0.62946	0.03332	0.07067	0
Healthy	0.09456	0.23099	0	0	0	0	0.00307	0	0	0	0.00399	12.52412	0	0	0.12751	0	0.18377	0	0.038	0
Healthy	0.02828	0	0	0	0	0	0	0	0	0	1.96222	0.22372	0.08296	0	0.27054	0	0	0.25394	0	0
Healthy	0.04275	0.1519	0	0	0	0	0	0	0	0	1.80235	0.16349	0	0.02362	0.05732	0	0.01444	0.02689	0	0
Healthy	0	1.54323	0	0	0	0	0	0	0	0	0	6.45755	0	0	0.04587	0	0	0	0.01234	0.05381
Healthy	0.26398	0	0	0	0	0	0.00908	0	0	0	1.60054	1.37299	0.94954	0.25187	0.60416	0.2742	0.00413	0.04671	0.19767	0.02931
Healthy	0	2.94923	0.01007	0	0	0	0.01727	0	0	0	0	0	0	0.00027	0.03831	0	0	0	0	0
Healthy	0.01627	0	0.18608	0	0	0.5221	0.01797	0	0	0	0	0	0	0	0.0287	0	0.03073	0.23734	0	0.01108
Healthy	0.04779	0.2625	0	0	0	0.74693	0	0	0	0	0	0	0	0	0.61152	0	0	0	0	0
Healthy	0.58434	0.28129	0.00303	0	0	0.00277	0.00332	0.01058	0.00093	0	0.0251	5.06956	0	3.42204	0.87712	0	0.04743	0.04916	0.1026	0.01863
Healthy	1.41967	0	0	0	0.03461	0.11182	0.00569	0	0	0	0	0	0	0	2.41835	0	0.03755	0	0	0
Healthy	0.26942	1.19395	0.04057	0.00969	0	0.00777	0.01878	0.00271	0.0118	0.04123	0.00559	0.01353	1.3172	0	0.20417	0	0.00959	0.21922	0.1463	0.07946
Healthy	0.04244	0.03182	0	0	0	0.09089	0	0	0	0	1.83602	4.87162	0	0	0.44292	0	0.00331	0	0.05147	0
Healthy	0.50743	2.37112	0.38883	0	0	0.0472	0.24538	0.05985	0	0	0	0.01524	2.17498	0.10204	2.00222	34.3352	0.0043	3.77874	0.08212	0
Healthy	0.1152	0.08957	0	0	0	0	0	0.05413	0	0	0.33458	0.60078	0.47077	0	0.05557	0	0.01392	0.02872	0	0.1946
Healthy	0.71389	0	0	0.0354	0	0	0	0	0	0	0	0	0	0	0	0	0.03436	0	0	0
Healthy	1.2249	2.97445	0	0	0	0	0.70837	0	0	0	0.51015	0.9314	0.18005	0.48638	0.33851	0.02309	0	0	2.2626	0
Healthy	0.10129	0.35519	0.06964	0	0	0	0	0	0	0	0.21573	0.36633	0	2.88743	0.30459	0	0.08641	0	0	0.15581
Healthy	1.18296	0.81854	0.05823	0	0	0.00139	0.00255	0	0.05364	0	0.03781	2.45886	0	0	3.57409	4.03255	0.50801	0.40872	0	0.01626
Healthy	0.1371	0.00616	0	0	0	0	0	0	0	0	0.0029	9.3474	1.98062	0.34481	1.22919	0.10373	0.00518	0.00325	0.18321	0
Healthy	0	1.59662	0	0	0	0	0	0	0	0	0	0	0	3.52084	2.11713	0	0	0	0	0
Healthy	0.04821	0.27203	0	0	0	0	0	0	0	0	0	1.25078	0	0	0.30577	0	1.28141	0.03633	0.00193	0
Healthy	0.73054	0.27491	0.03442	0	0	0.00499	0.00285	0.00176	0	0	3.95799	2.8951	6.27457	0	0.13011	0	0.04696	0.02766	0.12785	0.02168
Healthy	1.33822	3.51929	0.01357	0.0524	0	0.08623	0.00093	0.01652	0.0407	0	0	8.43336	0	0	0.01983	0.32392	0.02219	0.08487	0.88546	0.00077
Healthy	0	0	0	0	23.5007	0	0	0	0	0	0	0	0	0	0.63053	0	0.00477	0	0	0
Healthy	2.46846	1.24209	0.22955	0	0	0	0.01041	0	0	0	3.86114	4.23362	0	6.58353	3.20039	5.1127	0.01914	0	0.5266	0.02293
Healthy	0.16343	0.19204	0.26898	0.02799	0	0.13181	0	0	0	0	0	0.67673	0	0	0.05668	0	0.54708	0	0	0
Healthy	0.12126	0.25581	0.06212	0	0	0	0	0	0	0	0	0.36456	0	0	0.0044	0	0.02299	0	0.01258	0
Healthy	0.02408	0	0	0	0	0.27261	0	0	0	0	0	0	0	0	0.18786	0	0.01486	0	0	0
Healthy	0.06852	0.01454	0.20484	0	0	0	0	0	0	0	0	2.27422	0	0.07178	0.04705	0	0.03548	0.29157	0	0
Healthy	0.30468	0.07684	0.01886	0	0	0	0.00505	0.02282	0	0	1.56972	1.92628	0	22.4091	0.21671	0	0.10699	0.00486	0.10156	0.00511
Healthy	0.11245	0.65287	0	0	0	0	0	0	0	0	0	0.18734	0	1.74942	0.18656	0	0	3.1172	0.08703	0
Healthy	0.39261	0	0.0374	0	0	0	0.00115	0	0	0	1.76726	6.86771	4.90388	0	1.18168	0	0.00464	0.15604	0.10382	0.04496
Healthy	0.41927	0	0	0	0	0	0	0	0	0	5.36568	11.44438	23.01738	1.63272	0.63811	2.31989	0	0	0	0
Healthy	1.6314	1.49492	0.36908	0	0	0.08407	0.0077	0	0	0.01037	10.8237	0.18753	0.00995	5.15911	1.42908	6.52913	0.01904	0.00445	0.15768	0.08701
Healthy	0.03998	0.0024	0	0.12726	2.2601	23.4084	0.06633	0.06727	0	5.95164	0	0	0	0	0.60267	0	0.05656	0	0	0
Healthy	1.0421	0.09755	0.02938	0.06725	0	0.01179	0.37978	0.23724	0	0	1.91878	0	0	0.0388	0.01321	0	0.19566	0.17537	0	0.05942
Healthy	0.16167	0	0	0	0	0	0	0.01826	0	0	1.31224	0.29315	0.06078	0.26469	0.62574	0.62816	0.0406	0.03154	0	0
Healthy	1.91429	0	0	0	0	0	0	0	0	0	3.20481	0.84168	0.17684	13.1681	0.59144	0.83191	1.4816	0.21695	0.36031	0
Healthy	2.05616	0	0	0	0	0	0	0	0	0	0	6.87155	0	0	0.11425	0	0	0	0	0
Healthy	0.03541	0.27514	0	0	0	0.72933	0	0	0	0	0	0	0	0	0.91263	0	0	0	0	0
Healthy	0	0.06231	0	0	0	0	0	0	0	0.01985	0.24959	1.00736	0	0.07018	1.96127	0	0	0.00371	0	0.07631
Healthy	0.08598	0.02717	0.27691	0	0	0.00414	0	0	0	0	0	2.14439	0	0.09207	0.05593	0	0.07813	0.31443	0	0
Healthy	0.15574	0.21335	0	0	0	0	0	0	0	0.03393	0.18872	3.40197	0.06369	0.55684	0.01526	0.19887	0.07838	0	0.28771	0
Healthy	1.13581	0	0	0	0	0	0	0	0	0	0	5.0211	0	0	0.72252	0	0	0	0	0
Healthy	0.08381	1.29681	0.02314	0.02122	0	0	0.10386	0.03727	0	0	1.96557	0	0	0.44266	0.01035	0	0.06881	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.8327	0.13548	0	0	0	0	0	0	0	0
Healthy	0.21738	0.22777	0.2852	0.01041	0.00319	0	0	0	0.03294	0	2.21504	2.36129	0	0	0.30578	0	0.16809	0	0	0.40725
Healthy	0.13908	0	0.28415	0	0	0.68038	0	0	0	0	0	0.59585	0	0	0	0	0	0	0	0
Healthy	0.44881	0.33733	0	0	0	0.00964	0	0	0.00418	0	0.62529	2.02425	0	1.61832	0.37987	0	0.11671	0	0	0
Healthy	0.25128	0.04938	0.00048	0	0	0	0	0.00032	0	0	0.04218	3.78727	0	0	1.08863	0	0.14525	0.01161	0.12239	0.00082
Healthy	0.07505	0.31056	0	0	0	0	0	0	0	0	0	3.16907	0	0.1818	0.78806	0	0.02886	0	0	0.07794
Healthy	1.07517	0	0	0.38742	0	0	0	0.06506	0	0	0	0	0	0	0.18173	0	0.07611	0	0	0
Healthy	1.5803	0.73858	0	0	0	0	0	0	0	0	4.80881	1.44279	0	1.91893	0.60752	13.2125	0	0	0.12129	0
Healthy	0.42279	0	0	0.4981	0	0.26331	0	0.33985	0	0	0	0	0	0	1.52152	0	0.02736	0	0.00084	0
Healthy	0.01421	0.21844	0	0.00704	0	0.05667	0	0.01404	0	0	0	8.38854	0	0	0.55589	0	0.05969	0	0	0.02277
Healthy	2.68756	0	0.05347	0	0	0.19567	0.02526	0.03682	0	0	0.0375	3.32792	1.48372	0.0405	0.01444	0.05673	0.0346	0	0.20248	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.37085	4.29932	0	0	3.15387	0	0	0	0	0
Healthy	1.63059	0	1.463	0.08363	0	0.03878	0	0	0	0	0	0	0	0	0.21969	0	0.68166	0	0	0
Healthy	0.09629	0.28847	0	0.01344	0	0.00321	0	0.00284	0.00718	0.02537	0.21835	0.67877	1.8657	0	0.00945	0	0	4.24527	0.05323	0.04775
Healthy	0.8672	0.31012	0.12629	0.01575	0	0.00621	0.00073	0.01743	0.09066	0	3.88822	0.74584	0	0.04958	0.0353	0	0.30946	0.93215	0	0.38943
Healthy	0.03506	0.60611	0	0	0	0	0	0	0	0	0	0.06458	0	4.27911	0.88986	1.90699	0	0	0.62149	0
Healthy	0	0.96615	0	0	0	0	0.00242	0.4766	0	0	0	0	0	0	0.00075	0	0	0	0	0
Healthy	3.00642	0	0	0	0	0	0	0	0	0	1.62008	1.59319	0.03471	8.79472	0.26718	0.88045	1.64852	0.1529	0.49679	0
Healthy	0.12137	0.02513	0	0	0	0	0	0	0	0	22.2791	5.51533	0	0	0.19567	0	0	0	0.11519	0
Healthy	0.03859	0.17629	0	0	0	0	0	0	0	0	1.97691	0.20103	0	0.03314	0.2209	0	0.01854	0.03614	0.00455	0
Healthy	0.68997	0.16904	0.13202	0	0	0	0	0	0	0	0.75614	0.13036	0	1.34772	0.14096	0.03306	0.30801	2.1913	0	0
Healthy	0.20229	0.0302	0.07223	0	0.08949	0.12968	0.01091	0.00707	0.00044	0	0	0	0	0	0.00128	0	0.10853	0.03335	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.23211	0.39232	0.05938	0	0	0	0	0	0	0	4.78003	2.58892	0	0	0.59967	2.15254	0.92154	0	0.03686	0
Healthy	0.01321	0	0.12201	0	0	0.52666	0.02401	0	0	0	0	0	0	0	0.16041	0	0.01485	0.23427	0	0
Healthy	3.25672	0	0	0	0	1.13862	0.13959	1.53699	0	0.05464	0	0	0	0	3.57278	0	0.53762	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.18375	0	0	0	0	0	0	0	0
Healthy	0.96461	0.76737	0.03702	0	0	0.06209	0	0.01407	0	0	0.00465	0.72655	0	0.13169	0.1441	0.11142	0.04278	0.72614	0	0.01388
Healthy	0	0	0	0	0	0.12837	0	0	0	0	0	0.10696	0	0	0.21111	0	0	0.27528	0	0
Healthy	0.04171	0	0	0	0	0	0	0	0	0	1.07647	1.04492	0.59068	1.24294	0.08276	0.04975	0.01935	0.03274	0	0
Healthy	0.65101	0.29408	0.01836	0	0.0058	0	0.00322	0	0	0	5.05159	0.17312	0	0.01834	0.23383	0.20292	0.04191	0	0.05805	0.00472
Healthy	0.17133	1.41441	0	0	0	0	0	0	0	0	6.43809	0.2959	0	0	1.29743	0.36087	0	0	0.37398	0
Healthy	0.00515	0.07916	0	0	0	0	0	0	0	0	2.31123	2.38461	0	0	0.01592	0	0	0	0.02737	0
Healthy	0.05762	0.08258	0.03646	0	0	0.20522	0	0	0	0	4.13495	7.73997	0.85584	0	0.19098	0.42949	0	0.01447	0	0
Healthy	0	0.05015	0	0	0	0	0	0	0	0	0.20301	6.10522	0.20449	0	0.05175	0	0.20732	0.08446	0	0
Healthy	0.44276	0.49501	0.01041	0	0	0	0.00098	0	0	0.10815	6.28108	5.01135	0.90005	2.02605	0.89924	0.52483	0.03872	0.02693	0.30289	0
Healthy	1.50503	0.8321	1.2569	0.01461	0.34329	0.01597	0.06119	0.03181	0.03107	0.02286	3.47659	1.49901	0	0.57586	0.30424	0.46669	0.0772	0.04029	0.08296	0.25713
Healthy	0.14544	0.14072	0	0	0	0	0	0	0	0	3.26743	4.33509	0	1.11179	0.11306	0	0	0	0.09779	0
