group	Phocaeicola	Prevotella	Faecalibacterium	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Rothia	Eggerthella	Prevotella	Enterocloster	Collinsella	Holdemanella	Anaerostipes	Intestinibacter	Parasutterella	Desulfovibrio	Adlercreutzia	Pseudoflavonifractor
Healthy	15.12597	7.39366	2.72861	0	0.03846	0.05596	0	0	0	0	7.39366	0.18275	0.03286	0.92211	0.07833	0	0.01513	0.1396	0	0
Healthy	13.20418	0	1.32622	0	0.05651	0	0	0.01877	0	0	0	0.01393	0.256	0	0	0	0	0	0.02086	0.00804
Healthy	2.05844	0	12.7474	0.845	0.01003	0	0.08534	0.07689	0	0	0	2.11278	0.04534	0	0.00864	0	1.79597	0	0.00752	0
Healthy	13.20097	0	1.32686	0	0.04042	0	0	0.01728	0	0	0	0.01428	0.23948	0	0	0	0	0	0.01464	0
Healthy	0	0	1.40203	0	0.04857	0	0	0.01194	0	0	0	0.1102	0	0	0.04851	0	0	0	0	0
Healthy	9.56632	0.01083	1.32318	0.90698	0.01932	0	0.00052	0.01772	0	0.0506	0.01083	1.7053	0.28235	0	0.16925	0.00677	0.01268	0	0.05004	0
Healthy	15.28139	0	2.58748	0.06475	0.01516	0.09233	0	0.02027	0	0	0	0.63459	0.23698	0	0.13392	0.10114	0.11866	0	0.06343	0.00201
Healthy	5.14007	20.30609	5.33824	0	0	0	0	0	0	0	20.30609	0.20701	0.24667	2.97139	0.1547	0	0	0.28677	0	0
Healthy	25.32682	0.02908	1.91829	0	0	0.4633	0	0	0	0	0.02908	0.46782	0.02341	0.84387	0.03549	0	0	0	0	0
Healthy	13.29071	0	7.4209	0	0.10266	0	0	0.01392	0	0	0	1.3484	3.40674	0	0.60967	0	0	0.5219	0	0
Healthy	5.95212	0	8.97953	0.1251	0.01068	0.06957	0	0	0.04286	0	0	0.72963	0.36375	0	0	0.00914	0.02359	0	0.02817	0.00288
Healthy	0.39981	0	0.36285	1.07164	0.01676	0	0	0	0	0	0	0.30197	0.63053	0	0	0	0.00944	0	0	0
Healthy	1.14884	6.24102	7.30157	0.199	0	1.30157	0	0	0	0	6.24102	5.99841	0.02782	0.17569	0.73126	0.7303	0.03236	0	0.06508	0.0303
Healthy	4.19937	2.10829	10.0898	0	0	0	0	0	0	0	2.10829	1.98997	1.81965	0	0	0	0	0	0	0
Healthy	6.45307	0	4.40879	2.26417	0	0	0	0	0.6548	0	0	2.99783	2.73058	3.29173	2.41207	0	0	0	1.59321	0
Healthy	3.0477	0.00558	0	0.45691	7.89367	0.01412	1.99745	0	0	0.12374	0.00558	2.76352	0	0	0.16123	0	0	0	0	0
Healthy	20.21287	0	0.80643	0	0	0	0	0	0	0	0	0.43485	0	4.86269	0	0	0	0	0	0
Healthy	1.03787	0	4.29278	0.12224	0	0	0	0	0	0	0	0.64414	0	0	0	0	0.02971	1.41212	0.2234	0.00604
Healthy	0.0041	0	0.01103	0.05997	0.02462	0.03974	0	0	0.06864	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.6135	0.47787	2.10162	0.37326	0	0.08778	0	0	0	0	0.47787	1.36365	1.8874	2.9859	0.38854	0.72884	0.09326	0	0.05888	0
Healthy	19.79716	0	8.70831	0.24768	0.02232	0.02794	0	0.00554	0.03606	0	0	1.37932	2.03119	0	0.07035	0.09638	0	0	1.08651	0
Healthy	4.42489	0	2.83333	0	0	0.03494	0	0	0	0	0	1.84301	0	0	0.46849	0	0	0	0.0978	0
Healthy	24.27632	0	5.38725	1.25009	0	0.05258	0.49364	0.05998	0	0.00039	0	1.32572	0.52661	0	0.18286	0.1235	0.0499	0	0.25697	0
Healthy	23.43218	0.01869	11.9291	0	0.00109	0.13994	0	0.00978	0.00064	0.01875	0.01869	0.15441	0	0	0.35726	0.11396	0.35646	0	0	0
Healthy	7.68235	0.00386	7.08012	0.02953	1.06997	0	0.53353	0.00898	0	0.04615	0.00386	1.21891	0	0	0.94443	0.07046	0.06682	0	0	0
Healthy	3.44028	0	0.0014	22.9827	0	0.00481	0	0	0	0	0	0	1.14237	0	0	0	0	0	0	0
Healthy	12.7544	0	5.45065	0.03113	0.00276	0.01226	0	0	0	0	0	0.49298	0.37169	0.66813	0.15796	0.02141	0.0149	0	0.01548	0
Healthy	4.36265	0	1.60028	0	0	0	0	0	0	0	0	0.09443	0	0	0	0	0.03641	0.25598	0	0
Healthy	0.06039	0	9.13024	0.08494	0.04516	0.00908	0.0848	0.00563	0	0	0	0.10575	0	0	0.06134	0.03076	0.01766	0	0.04333	0
Healthy	0	11.66254	10.8653	0	0	0	0	0	0	0	11.66254	0.18707	0.46867	1.5796	0.2094	0	0	0	0	0
Healthy	18.37666	0	8.47873	0.02279	0.02197	0	0	0.00563	0	0	0	1.77276	0.66456	0	0.13199	0.04359	0.02523	0.21895	0.07854	0.02423
Healthy	4.03646	0	6.03865	0	0	2.1791	0	0	0	0	0	0.03926	0	0	0	0	0	0	0.0117	0
Healthy	4.66957	0	1.71533	0	0	0.01748	0	0	0	0	0	1.71808	0.19269	0.42559	0.30812	0.09663	0.03747	0	0	0
Healthy	24.11081	0	3.32514	0	0.00616	0	0	0	0	0	0	1.99544	2.71805	0	0.03751	0	0	0	0.01268	0
Healthy	8.75787	4.39549	2.74583	0.06668	1.37451	0	0	0	0	0	4.39549	2.91335	0.42719	9.20237	0.00425	0.17428	0.06492	0	0	0
Healthy	18.62187	0	3.9336	0.22896	0	0.22418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	3.66764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	15.74782	0	4.70463	0	0	0	0	0	0	0	0	0	0.04294	0	0	0	0.02656	0	0	0
Healthy	42.4595	0	1.4485	0	0.13472	0	0	0	0	0	0	0	0	0	0	0	0.24438	0	0	0
Healthy	5.37738	0	1.8688	0.03717	0	0.01841	0	0	0	0	0	0.04065	0.47611	0	0	0	0	0	0	0
Healthy	2.53275	0.02915	0	0	2.67415	0	0	0	0.01005	0.09209	0.02915	0.20896	0	0	0	0	0	0	0	0
D013167	31.54078	0.02034	9.6756	0.86689	0.09296	0.84204	0	0	0.02969	0.01337	0.02034	0.06483	0	0	0.30088	0.00803	0.15976	0	0	0
Healthy	0.42463	0.9057	1.8782	38.921	0	0.07814	0	0	0	0	0.9057	0.13185	0.63273	0.22586	0.27244	0.19935	0.00094	0	0.04337	0.00307
Healthy	3.17801	0	7.09896	0	0	0	0	0	0	0	0	0.0546	0	1.37327	0	0	0	0	0	0
Healthy	27.72002	0	6.88909	0	0	0.04967	0	0.11233	0	0	0	0.32046	0.11069	0	0	0	0.01775	0	0.15874	0
Healthy	12.68622	0	2.09032	0	0	0	0	0	0	0	0	0.15849	0	0	0.07836	0	0.003	0	0	0
Healthy	0	10.17921	43.3437	0	0	0	0	0	0	0	10.17921	1.40342	0.12669	0.01721	0.0501	0	0	0	0	0
Healthy	44.9805	0	5.06545	0.45621	0	0.10996	0	0	0	0	0	0.0127	0.03136	0	0	0	0.00201	0	0	0
Healthy	1.04182	0	1.17979	0	0.02807	0	0	0	0	0	0	3.82766	2.45112	0	0.277	0	0	0.03459	2.2603	0
Healthy	12.4935	0	0.68904	0	0	0	0	0	0	0	0	1.17715	0.11598	0	0	0	0	0	0	0
Healthy	23.4415	0	2.58681	0	0	0	0	0	0	0	0	0.72287	0	0	0	0	0	0	0	0
Healthy	1.20362	0	3.70669	0.14638	0	0.00806	0	0.02668	0	0	0	0.70271	0.06573	0	0.01919	0.00585	0.03041	0	0	0.00462
Healthy	5.56879	1.9728	4.78245	0	0	0	0	0	0	0	1.9728	2.23196	0.9468	0	0.26805	0	0	0	0	0
Healthy	12.93163	0	1.10038	0.04944	0	0.02187	0	0	0	0	0	0.28883	0.01095	0.73728	0.07776	0	0.01829	0	0	0
Healthy	42.7608	0	1.54609	0	0.17644	0	0	0.00384	0	0	0	0	0	0	0	0	0.29186	0	0	0
Healthy	5.09915	0	2.94544	0	0.006	0	0	0.00151	0	0	0	2.3615	0	0	0.02079	0.02876	0.00844	0	0.53835	0.02769
Healthy	0.3862	0	2.09456	14.3269	1.04767	0	0	0	0	0	0	0.33735	0	0	8.31141	0.08778	0.02173	0	0.42102	0
Healthy	3.63237	5.09838	1.36945	1.76217	0.31879	0.06386	0.01215	0.00898	0.01292	0.05745	5.09838	1.91245	0.44751	0.10217	0.30271	0	0.00037	0	0.00858	0
Healthy	0.59316	2.27906	2.9485	0.02017	0	0	0.01531	0.03282	0	0	2.27906	0.40596	0.19709	0.98424	0	0.00449	0	0.04083	0	0
Healthy	9.6768	0	2.15336	0.11397	0	0	0	0	0	0	0	0.03163	0	0	0	0	0.2765	0.02716	0	0
Healthy	12.32029	0	0	0	1.11772	0	0	0	0	0	0	0.88828	0	0	1.2057	0	0	0	0	0
Healthy	0	0	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.08849	0	5.80502	0.32461	0.00136	0.0418	0	0	0	0.06225	0	0.38011	0.45152	0	1.97585	0	0.16505	0	0.13046	0
Healthy	2.48021	0	4.72159	0.0011	0.00029	0.08152	0	0	0	0	0	0.94258	0.3587	0.04331	0.03419	0.23946	0.00952	0.12175	0	0.01536
Healthy	2.79081	34.26697	2.43033	0.17471	0	0	0	0	0	0	34.26697	0.6859	0.14383	0	0	0	0.0466	0	0	0
Healthy	10.06187	0.44671	1.73555	0.02813	0.00579	0	0	0	0	0	0.44671	1.42673	0.09524	0	0.45387	0	0	0	0	0
Healthy	11.57989	16.1147	5.52666	0	0	0.14442	0	0	0	0	16.1147	0.36283	0.1074	0	1.18084	0.12472	0	0.00334	0	0
Healthy	4.42234	12.6328	6.64022	0.86796	0	0	0	0	0	0	12.6328	2.06463	0	0	0.81113	0	0.02513	0	0	0
Healthy	22.072	0	6.72149	0	0	0.07228	0	0	0	0	0	0.44244	0.18604	0.54766	0.47725	0.80352	0.08676	0	0	0
Healthy	0	0.17238	7.76735	0.33916	0.09838	2.19469	0	0.03181	0	0.20588	0.17238	3.60594	0.62244	0	0.13853	0.16139	0	0	1.58251	0
Healthy	0.05267	0	3.08997	0.02269	0	0	0	0	0	0	0	2.1065	3.65309	0	2.01444	0	0	0	0.24237	0
Healthy	22.30489	0	19.3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	17.5905	0	8.12994	0	0	0	0	0	0	0	0	0.1025	0	0	0.17791	0	0	0	0.09918	0
Healthy	3.75177	73.7393	4.65096	0.00724	0	0.04622	0	0	0	0	73.7393	0.05209	0.22124	0	0.06016	0.00171	0.00465	0	0	0
Healthy	0.67404	6.88507	1.94739	0	0	0	0	0	0	0	6.88507	0	0.9505	0	0	0	0	0	0	0
Healthy	11.17781	0	1.62958	0	0	0.00193	0	0	0	0	0	0.04631	0.15197	0	0	0	0.01476	0	0	0.0117
Healthy	14.50111	0	0.11685	0	0.00476	0	0	0	0	0	0	0.3831	0	0	0.71273	0	0	0	0	0
Healthy	1.56021	0	2.33126	0.45166	0	0	0	0	0	0	0	0.07851	0.7235	0.08759	0.01399	0	0.05766	0.69686	0	0.07752
Healthy	8.21438	0	0	0.83784	0.46715	0.10306	0.04889	0.06241	0.00295	0	0	0.12694	3.83008	0	0.71995	0.03323	0	0	0	0
Healthy	8.14262	67.9905	1.4702	4.7802	0	0	0	0	0	0	67.9905	0.72924	0	0	0	0	0	0	0	0
Healthy	0	0	0.52015	1.89855	0	0	0	0	0	0	0	1.90658	0	0	0	0	0.25344	0	0	0
Healthy	10.97514	0	0.74143	0.20269	0	0	0	0	0	0	0	0.06564	1.07557	0	0	0	0.03209	0	0	0
Healthy	4.41883	8.41948	0.30004	0	0	0	0	0	0	0	8.41948	0.26598	0	2.24055	0	0	0.05391	0	0	0
Healthy	4.74394	0	3.76864	0	0	0	0	0	0	0	0	0	0.05326	0	0	0	0.1663	0.32815	0.04327	0.07881
Healthy	19.59953	0	9.58149	0	0	0.01651	0	0	0	0	0	2.01856	0.50066	0	0.08561	0.50499	0.03758	0	0.08386	0
Healthy	4.26751	0	3.73512	0	0	0	0	0	0	0	0	0	0.07947	0	0	0	0.14443	0.38366	0.057	0.11222
Healthy	26.6413	0	1.75641	0.07345	0.49554	0	0	0	0	0	0	0.00758	0	0	0	0	0.16779	0	0	0
D013167	8.32526	9.43065	17.7264	1.18378	0.04034	0.06918	0.29376	0	0	0	9.43065	1.0845	0.51184	0.38833	0.00987	0	0.00505	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.03263	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.65092	0	3.24352	8.44249	0	0	0	1.4379	0	0	0	0.24268	0.71657	0.58324	0.21023	0	0.00409	0	0	0.01155
Healthy	0	0	1.7096	0.85535	0.09219	0	0	0	0	0	0	0	0	0	0.14742	0.39002	0	0	0	0
Healthy	1.24289	6.69014	9.36772	0.01393	0.02429	0.09157	0	0.00982	0	0	6.69014	2.19595	1.05732	0	0.3459	0	0	0	0	0.00393
Healthy	3.97724	56.6567	5.01123	0.11128	0	0.82271	0	0	0.00473	0	56.6567	0.53676	0.37323	0	0.11611	0.06701	0.00042	0	0	0
Healthy	20.1224	3.16798	3.10506	0	0.44778	0	0	0	0	0	3.16798	1.44626	0	2.60916	0.82051	0.20923	0	0	0	0
Healthy	21.24061	0	1.89178	0	0	0	0	0	0	0	0	2.64041	0.07765	0	0.23292	0	0.02538	0	0.00301	0
Healthy	2.92746	0	4.65036	0.27974	0.00573	0	0	0.00806	0	0.00235	0	2.70093	1.15308	0	0.05875	0.00988	0.04878	0	0.11856	0.04139
Healthy	2.03081	0	7.28141	9.23327	0.03305	0.00066	0	0.01816	0.00943	0.00424	0	0.34163	1.55774	0	0.08997	0.1621	0.18456	0	0.50566	0
Healthy	7.05879	28.7255	5.07723	0.09412	0	0	0	0	0	0	28.7255	0.46379	0.23941	1.08905	0.02883	0	0.01014	0	0.02185	0
Healthy	11.13501	31.4005	0.71596	0.26577	0	0	0	0	0	0	31.4005	0.20933	0.06607	0	0.09122	0	0.29357	0.04836	0	0
Healthy	19.95173	0	5.41486	0.16894	0	0	0	0	0	0	0	0.76361	0.5414	0	0.02979	0	0.3948	0	0	0
Healthy	9.25103	0	0.49129	0.50431	0.01955	0	0	0	0	0	0	0.09678	0.13187	0	0.01539	0	0.12559	0	0	0
Healthy	3.6873	0	0	2.51137	0.00908	0	0.08353	0	0	0	0	8.73572	0	0	0	0	0.09109	0	0	0
Healthy	4.85332	0.75292	1.055	0	0.11867	0	0	0	0	0	0.75292	0.23988	0.7682	0	0.31231	0.22335	0.00529	0	0.09599	0
Healthy	0	0	3.5266	0.09102	0	0	0	0	0	0	0	0.00817	0	0	0	0	0.26517	0	0	0
Healthy	6.28694	0	7.14983	0	0	0	0	0	0	0	0	1.59394	0.784	0.58038	0.0376	0	0	0	0	0
Healthy	0.56739	0	0.41924	1.05461	0.00286	0	0	0	0	0	0	0.27961	0.67529	0	0	0	0.01087	0	0	0.00462
Healthy	6.35494	0.09172	24.4666	0.23061	0.00198	0	0.22895	0.4026	0	0	0.09172	0.15588	0.05352	0	0.06316	0.00111	0.00556	0	0.01861	0
Healthy	0	0.04464	8.7659	0	1.95118	1.49991	0.01846	0.05365	0.05125	0.00549	0.04464	0.10397	0.69214	0	2.35115	0.0561	0.0057	0	0	0
Healthy	36.06682	0.05093	3.55421	1.34383	0.05058	0.03576	0	0	0	0	0.05093	0.1121	0	1.45169	0	0.08241	0	0	0	0
Healthy	0	0	3.45019	0.06567	0	0	0	0	0	0	0	0.01728	0	0	0	0	0.25451	0	0	0.00688
Healthy	2.75075	32.76089	2.46563	0.06423	0	0	0	0	0	0	32.76089	0.68298	0.12423	0	0	0	0.0309	0	0	0
Healthy	0	39.55514	12.4323	0	0	0.91966	0	0	0	0	39.55514	0.35863	0.15025	0.63719	0.00598	0.3595	0	0	0	0
Healthy	5.38314	0	4.20542	0	0	0	0	0	0	0	0	0	0.10293	0	0	0	0.01095	0.56485	0.1353	0
Healthy	1.45595	0	6.82921	0.07982	0.01499	0	0	0.01556	0.00417	0.00015	0	3.02593	0.39764	0	0.2099	0.19699	0.00154	0	1.10324	0.013
Healthy	0.37457	0	0.11114	10.5558	0	0	0	0.03175	0	0.01157	0	0.07372	1.28323	0	0	0	0.0092	0	0	0
Healthy	5.00508	1.74759	3.70296	0.64566	0	0.09412	0	0	0	0	1.74759	1.07974	0.28173	0.09963	0.074	0.00715	0.01067	0	0.00545	0.00765
Healthy	7.15637	0	4.35934	0	0	0.75647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00245	0.01113	3.19171	0.41406	1.10743	0.28733	0.24559	0.14025	0	0.02012	0.01113	0.01929	0.70373	0	0.14137	0.18428	0.04473	0	0	0
Healthy	3.02672	10.59035	2.49234	0	0	0	0	0.00897	0	0	10.59035	0.23277	0.38901	0.20501	0	0	0	0.62969	0	0
Healthy	7.05411	0	3.76699	0	0	0	0	0	0	0	0	0.00663	0.09569	0	0	0	0.3875	0.46076	0.01391	0.03163
Healthy	3.42006	14.2948	14.5958	0	0	0.48923	0	0	0	0	14.2948	2.26938	0	0	1.02058	0	0.01253	0	0	0
Healthy	1.78297	57.8206	21.2823	0	0	0.06918	0	0	0	0	57.8206	0	0	0	0	0	0.77799	0	0	0
Healthy	1.80463	0.03635	8.10946	0.75057	0.16958	0	0	0.01045	0	0.00703	0.03635	3.97784	0	0	0.28001	0.15967	0.07271	0	0.03476	0.02602
Healthy	3.64564	4.50415	5.27758	0.31592	0.03249	0	0	0	0	0	4.50415	2.28357	1.04435	1.08547	0	0.4262	0	0	0	0
Healthy	1.44584	0	2.33157	0.44133	0	0	0	0	0	0	0	0.12356	0.71663	0.10571	0.0142	0	0.0368	0.68415	0	0.05658
Healthy	68.86685	0	2.50054	0	0	0	0	0	0	0	0	0.02002	0.00623	0	0.02002	0	0.06033	0	0	0
Healthy	23.2633	0	3.12001	0	0	0.08575	0	0	0	0	0	1.18651	0	0	0.16105	0	0.09105	0	0	0
Healthy	0	0	36.1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.05535	0	0.90052	12.8824	0	0	0	0	0	0	0	0.62033	0.11814	0.46944	0.07796	0	0.0307	0.19495	0	0
Healthy	0.63902	37.3127	0	0	0	0	0	0	0	0	37.3127	0	0	0	0	0	0	0	0	0
Healthy	19.09531	0	1.86977	0	0	0	0	0	0	0	0	0.29093	0	0.50488	0	0	0	0	0	0
Healthy	26.2429	0	5.73536	0.01239	0.72035	1.43652	0	0	0	0	0	0.02279	0.97485	0	0.02493	0.02403	0.00263	0	0	0
Healthy	17.0077	0	3.15946	0	0.00487	1.40092	0	0	0	0	0	0.1069	0.08153	0.24573	0.37249	0	0.00338	0	0	0
Healthy	11.19899	0	7.67024	0.00891	0	0	0	0	0	0	0	0.10802	0.06902	0	0.04043	0	0.02177	0	0	0
Healthy	0.37481	0	1.99398	14.9261	1.20822	0	0	0	0.00389	0.00053	0	0.31058	0	0	7.8596	0.08193	0.02736	0	0.37856	0
Healthy	7.74171	4.23918	10.5195	0.25258	0	0.20925	0	0	0	0	4.23918	0.93372	0.15335	1.77971	0.23678	0.35991	0	0	0	0
Healthy	8.07724	0.00126	0.82691	0	0.01743	0	0	0.01697	0	0	0.00126	0.19851	0.61525	0	0	0	0.28073	0	0	0
Healthy	5.03544	0	2.2557	0	0	0	0	0	0	0	0	2.37183	0	5.7773	0	0	0	0	0	0
Healthy	0.29451	0	0.35458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	16.2678	0	3.3433	0	0	0.06424	0	0	0	0	0	0.04616	0.1068	0.44993	0.2404	0.29712	0.04496	0	0	0
Healthy	5.6615	0	5.11277	0	0	0	0	0	0	0	0	0.60687	0.3691	0.27834	0.19906	0	0	0.01663	0.0097	0.0072
Healthy	3.15455	18.80821	5.67481	0	0	0.18245	0	0	0	0	18.80821	0.11485	0.2526	1.91668	0.10263	0	0	0	0	0
Healthy	6.04032	31.2044	0.6569	0	0	0	0	0	0	0	31.2044	0.66065	0	0.99592	0.39306	0	0	0	0	0
Healthy	9.649	0	0.0837	1.16767	0.33599	0	0	0	0	0	0	0.0483	0	0	0	0	0	0	0	0
Healthy	1.43674	15.97404	3.43029	0	0	0.01245	0	0	0	0	15.97404	3.57198	1.73004	3.3897	0.29283	0.00299	0.08956	0	0	0
Healthy	9.33241	0	0.52727	0.35884	0.01178	0	0	0.00096	0	0	0	0.10739	0.13703	0	0.01378	0	0.08192	0	0	0
Healthy	4.41444	0	2.24457	0.16451	0.04018	0	0	0	0	0.0142	0	0.94474	1.30424	0	0.00788	0	0.08956	0	0.25229	0.00547
Healthy	12.1258	0	0.68416	0	0	0	0	0	0	0	0	1.19468	0.12202	0	0	0	0	0	0	0
Healthy	4.98721	0	4.4499	0	0	0.01303	0	0	0	0	0	2.17013	1.18894	0	0.64586	0.14282	0	0	0	0
Healthy	50.5615	0	0.00531	0.00608	7.73171	0	0	0	0.01084	0	0	1.11267	4.53704	0.82935	0	0.13293	0	0	0	0
Healthy	0.02081	0	0.00088	79.6001	4.03282	0.05287	0	0	0.00023	0	0	0	0	0	0	0.0106	0	0	0	0
Healthy	10.21359	0	0.08589	0.95903	0.27278	0	0	0	0	0	0	0.0328	0	0	0	0	0	0	0	0
Healthy	0.60348	2.29923	3.64592	0.01684	0	0	0.01089	0.03038	0	0	2.29923	0.41826	0.28977	0.8583	0	0.00744	0	0.12525	0	0
Healthy	12.2649	0	0.70539	0	0	0	0	0	0	0	0	1.02384	0.10093	0	0	0	0	0	0	0
Healthy	45.8956	0	0.21039	0	0	3.22162	0	0	0	0	0	0	0	1.52302	0	0.24166	0	0	0	0
Healthy	35.53783	0	3.64046	0	0	0	0	0	0	0	0	0.56526	0.08619	1.30032	0.16963	0	0	0.00272	0	0
Healthy	19.44001	0	4.45218	0.02795	0.01724	0.02809	0	0	0	0	0	0.29356	0	0	0.41523	0	0	0	0.08739	0
Healthy	10.8109	0	3.69891	0	0	0.12055	0	0	0	0	0	0	0.00628	0	0	0	0.17197	0.15114	0.13643	0
Healthy	11.97884	0	0.76474	0	0	2.72423	0	0	0	0	0	0.09081	0	0	0.29077	0.25611	0	0	0	0
Healthy	1.54044	0	2.04327	1.58131	0	0	0	0	0	0	0	0	0	0	0	0	0.04325	0	0	0
D013167	36.42124	0.00194	0.5014	4.56355	0.00436	0.0093	0.34989	0.03065	0	0.0165	0.00194	0.22496	0	0	0	0.0115	0.25213	0	0	0
Healthy	10.5633	0	3.66512	0	0	0.07898	0	0	0	0	0	0	0.01508	0	0	0	0.18583	0.17345	0.09859	0
Healthy	24.42716	0	0.01639	11.9205	0.70223	0	0	0	0	0	0	0.03047	0.21143	0	0	0	0	0	0	0
Healthy	3.35891	45.09013	3.26622	0	0	0	0	0	0	0	45.09013	0.06348	0.27608	0	0	0	0	0.2765	0	0
Healthy	7.08568	0	5.52789	0.01278	0	0	0	0	0	0	0	1.26639	0	1.43306	0.28762	0	0	0	0	0.05434
Healthy	14.09954	27.7483	9.26941	0.17318	0.01704	0.02867	0.07689	0	0	0	27.7483	0.02444	2.8142	0.46308	0.07634	0.5166	0	0	0	0
Healthy	26.848	0	2.52242	0	0	0.46573	0	0	0	0	0	0.79039	0.06888	0	0.10659	0	0.18359	0	0	0
Healthy	6.73202	0	4.29541	0	0	0.81982	0	0	0	0	0	0.00909	0	0	0	0	0	0	0	0
Healthy	6.79089	0	4.25831	0	0	0.79012	0	0	0	0	0	0.01376	0	0	0	0	0	0	0	0
Healthy	9.65553	0	0.54128	0.4473	0.01475	0	0	0	0	0	0	0.10354	0.12065	0	0.01286	0	0.14622	0	0	0
Healthy	19.59278	0	2.94805	0.08024	0.32867	0	0.33474	0.00031	0	0	0	1.59349	1.07661	6.41745	0.04345	0.23346	0	0	0.08206	0.00033
Healthy	30.9551	0	6.40745	0	0	0.08352	0	0.07169	0	0	0	0.35305	0	0	0	0	0	0	0.48549	0
Healthy	10.19483	0	1.79757	0.06265	0	0.03197	0	0	0	0	0	0.0081	0.17988	0	0	0	0.2899	0	0	0
Healthy	4.61593	1.92712	3.72613	2.06972	0	0	0	0	0	0	1.92712	0.77128	0.33875	0.5014	0	0.00929	0	0	0	0
Healthy	11.78063	0	3.51907	0	0	0	0	0	0	0	0	0.23104	0.23576	0	0	0	0.04115	0	0.05214	0
Healthy	4.79002	0	1.63036	0	0	0	0	0.01392	0	0	0	0.1506	0	0	0	0	0.07548	0.34246	0	0
Healthy	38.7127	18.7064	0	6.2715	0	0	0	0	0	0	18.7064	0.76425	3.92622	0	0	0	0	0	0	0
Healthy	19.11688	10.4029	7.23554	0.01526	0	0	0	0	0	0	10.4029	0.14207	0.13086	2.56248	0	0.01959	0.0299	0.31191	0.02048	0.00293
Healthy	31.95199	0	6.85393	0	0	0.0104	0	0.09831	0	0	0	0.24663	0.02807	0	0	0	0	0	0.09531	0
Healthy	9.00158	0	0	0.00108	0	0	0	0	0.00862	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.87532	0	3.54485	0.05435	0	0	0	0	0	0	0	0.38309	0.32443	0	0	0	0.0289	0	0.00338	0
Healthy	4.43757	0	2.81632	0	0	0	0	0	0	0	0	0.01209	0.01567	0	0	0	0.53548	0	0	0
Healthy	58.03427	0	0.00077	1.36418	3.63629	1.09136	0	0	0.05283	0.15484	0	0.09166	0	0	0.02717	0.02774	0	0	0	0
Healthy	3.76896	12.7325	5.29583	0	0	0	0	0	0	0	12.7325	0.0894	1.43714	0	0.52809	0	0	0.26207	0	0
Healthy	74.44512	0.01648	2.22589	0.13815	0.00786	0.04643	0	0.01344	0	0	0.01648	0.07015	0.02489	0	0.01559	0.04244	0	0	0	0
Healthy	4.75545	52.3179	0	0	0	0	0	0	0	0	52.3179	0	0	0	0	0	0	0	0	0
Healthy	10.637	0	0.92616	0	0	0	0	0	0	0	0	0.05278	0.84596	0	0.0704	0	0	0	0	0
Healthy	0	0	2.09812	0.13652	0	0.13458	0	0	0	0	0	0.11378	0.02071	0	0	0	0.2188	0	0	0
Healthy	23.77548	0	5.52401	0	0	1.53808	0	0	0	0	0	0.25456	0.16158	0.56261	0.9491	0.59943	0.07179	0	0	0
Healthy	1.96134	53.8396	1.14214	0	0	0.00165	0	0	0	0	53.8396	0.18875	0.03757	0.22944	0.00356	0	0	0.00763	0	0
Healthy	10.94943	0	1.59631	0	0	0	0	0	0	0	0	0.06126	0.16424	0	0	0	0.01111	0	0	0.0427
Healthy	2.21844	0	8.69323	0	0	0.17803	0	0	0.01794	0	0	1.89421	0	0	0	0	0	0	0.87803	0
Healthy	12.93396	0	1.21585	0	0.06994	0	0	0.01199	0	0	0	0.00923	0.22255	0	0	0	0	0	0.03314	0.00523
Healthy	14.96356	0.18221	13.2017	0.20818	0	0	0	0	0	0	0.18221	0	2.33967	0	0	0	0	0	0	0
Healthy	1.4457	0	2.09179	0.15254	0	0	0	0	0	0	0	0.40686	0.02807	0	0	0	0.02782	0.83928	0.08051	0.0768
Healthy	0.00941	0	0.0024	0	0	0.19787	0	0	0.00516	0	0	0	0	0	0	0	0	0	0	0
Healthy	27.8422	0	5.54465	0	0	0.98853	0	0	0	0	0	0.16013	0.20241	0.40115	0.16683	0.55471	0.03288	0	0	0
Healthy	0	31.70153	27.4976	0	0	0	0	0	0	0	31.70153	0.33328	1.6901	0.34361	0.57805	0.09059	0	0	0	0
Healthy	8.3177	0	4.53404	0.13726	0	0	0	0	0	0	0	0.01022	0.16682	0	0	0	0.00854	0	0.04558	0.01139
Healthy	11.24362	0	3.54545	0	0	2.85407	0	0	0	0	0	0	0	0	0	0	1.25638	0	0	0
