group	Oscillospirales	Enterobacterales	Burkholderiales	Pseudomonadales	Coriobacteriales	Desulfovibrionales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	10.7516	0	0.00362	0	0.21112	0.01272		62.46336	18.07872	10.7516	0.21553	0.69377	0.06962	0	0.21112	0.01272	0.20544
Healthy	6.64564	0.03177	0.11739	0	0.13067	0.97352		50.72942	0.41292	6.64564	0	12.3504	0	0	0.13067	0.97352	0
Healthy	6.78337	5.34661	5.95538	0	0	0.06167		65.12554	2.80028	6.78337	0	5.12023	0	0.54418	0	0.06167	0
Healthy	5.96767	0.50252	0.00293	0	0.76566	0.65801		45.519	0.61733	5.96767	3.0011	0.14545	0.08386	0	0.76566	0.65801	0
Healthy	2.04788	0.16732	0.00066	0	0	0.06499		38.42566	36.3664	2.04788	9.7945	0	0.31316	0	0	0.06499	0
Healthy	9.26634	0	6.45037	0	0	0.05635		57.43447	15.4323	9.26634	0	1.67518	0.01933	0.24888	0	0.05635	0
Healthy	5.84912	0	0	0	0	0		25.9085	68.2424	5.84912	0	0	0	0	0	0	0
Healthy	5.35429	0.16819	0.14799	0	0	0.37818		60.72875	4.86264	5.35429	7.60652	0.87803	0.14173	0.94585	0	0.37818	0
Healthy	18.71534	0	0.86213	0	0.70297	0.24869		39.65412	15.08881	18.71534	8.39761	0	0.29047	0	0.70297	0.24869	0.14257
Healthy	0.08715	0.77609	0	0	0	0		68.11255	2.09841	0.08715	10.51246	0	0	0	0	0	0
Healthy	21.02093	0.01246	0.22029	0	0.16427	0.24608		51.31828	14.92776	21.02093	0.00199	0.00032	0.04004	0	0.16427	0.24608	0
Healthy	8.49703	0	0.03347	0	0	0		61.18119	15.56181	8.49703	0	0	0.03766	0	0	0	0
Healthy	11.23854	0.32653	1.81278	0	0.48756	0		26.18248	33.07218	11.23854	0.00441	1.83282	0.02304	0	0.48756	0	0.0005
Healthy	6.33297	0.7776	2.33934	0	0	0		60.2623	7.50789	6.33297	0.08596	5.82674	0.36114	0	0	0	0
Healthy	5.14735	0.96041	1.44712	0	0.60333	0		60.18214	22.98317	5.14735	0	0	0	0	0.60333	0	0.02075
Healthy	14.76306	0	0	0	0	0		11.533	43.47845	14.76306	0	0	0	0.64383	0	0	0
Healthy	27.77431	0.32129	0.06726	0	0.00539	0		42.72847	10.37783	27.77431	0.03605	0	0	0	0.00539	0	0.15627
Healthy	3.68394	0	0.10798	0	3.05251	0.01841		74.81172	6.07036	3.68394	0	0	0.14373	0	3.05251	0.01841	0
Healthy	6.11185	10.2792	0.30043	0	1.49991	0.71462		13.58487	1.0229	6.11185	2.79994	43.4724	0	0	1.49991	0.71462	0
Healthy	7.45588	0.10061	2.817	0.00483	0.04025	0.01487		71.38515	3.04903	7.45588	0.02171	0.03469	0	0	0.04025	0.01487	0.0079
Healthy	9.95011	0.22162	0	0	0.12091	0		28.00834	44.59993	9.95011	0.12942	0	1.6223	0	0.12091	0	0
Healthy	17.82206	0.33885	0.32375	0.00523	0.14055	0.00464		44.18307	22.89878	17.82206	0.05867	0	0.78659	0	0.14055	0.00464	0
Healthy	16.49329	0.1535	0.63109	0	0.27317	0.08871		33.10014	21.86949	16.49329	0.00416	0.63493	0.3917	0.68638	0.27317	0.08871	0
Healthy	7.01709	0.60552	0.04169	0	0.07765	0		85.82224	3.03262	7.01709	0.35834	0.03989	0.34481	0	0.07765	0	0.01532
Healthy	20.03581	0.11169	0.36764	0	0.19543	0.00376		33.90315	35.57277	20.03581	0.04909	0	0.18325	0	0.19543	0.00376	0
Healthy	4.65883	0	0.83322	0	0.10602	0.0186		70.51977	11.06907	4.65883	0	0.04755	0.39844	0	0.10602	0.0186	0.06537
Healthy	9.20068	0	2.23462	0	0.04102	0		62.9367	7.85057	9.20068	12.7095	0.89222	0.00784	0	0.04102	0	0.0115
Healthy	2.84876	0.03779	0	0	0	0		33.13465	32.19017	2.84876	0.21227	0.00828	0	0.65232	0	0	0.09801
Healthy	4.2752	4.06115	0	0.16498	0.0029	0		43.91144	29.09286	4.2752	0	0	0.15997	0	0.0029	0	0
Healthy	5.11895	0.06093	0.02525	0	0.1261	1.42888		69.10783	0.94561	5.11895	0	0	0	0.01411	0.1261	1.42888	0
Healthy	5.36435	1.64715	0.25774	0	0.24638	0.1026		22.25656	31.45204	5.36435	0	10.2982	0.02753	0.58046	0.24638	0.1026	0.03777
Healthy	34.91888	0.40844	0	0	1.21051	0.02758		13.31218	26.45028	34.91888	0.09326	0	0.8535	3.28183	1.21051	0.02758	2.2151
Healthy	5.06903	0	6.01844	0	0.02509	0		67.98188	5.21396	5.06903	4.82061	0	0.43095	0	0.02509	0	0
Healthy	5.65747	0.21949	0.08297	0	1.74519	0.08565		55.93334	5.93984	5.65747	0	0	0.23069	0.20356	1.74519	0.08565	0
Healthy	10.60798	0.102	1.54425	0	0.38301	0		50.09099	16.30264	10.60798	0.12044	0.03792	0.00191	0.07783	0.38301	0	0
Healthy	11.46567	0.0753	0	0	2.10498	0		9.77201	49.96242	11.46567	0.09329	0	4.45262	0.0354	2.10498	0	1.24703
Healthy	6.22468	0.09194	0.13831	0	0.14463	0.8116		49.84518	0.79012	6.22468	0	12.3729	0	0	0.14463	0.8116	0
Healthy	4.02822	1.75907	0.98994	0.20194	0	0.04785		85.64382	4.16175	4.02822	0	0	0.01432	0	0	0.04785	0.03032
Healthy	13.07155	0	1.49689	0	1.24155	0.00501		27.67924	23.46814	13.07155	3.85088	0.00277	0.19114	0	1.24155	0.00501	0
Healthy	7.24726	0.06126	0	0	0	0		28.03494	48.04604	7.24726	0	0.70351	0.01997	0	0	0	0
Healthy	25.1117	0	0	0	1.80325	0		9.82302	26.19694	25.1117	12.1143	1.23746	0.37943	0	1.80325	0	0
Healthy	5.87945	0.03357	0	0	0.01862	0.13867		42.51116	16.14362	5.87945	0.02405	0	0.08935	0	0.01862	0.13867	0.37331
Healthy	2.4345	0	0	0	0.58449	1.5463		78.21362	5.01792	2.4345	0	0	0	0.09233	0.58449	1.5463	0
Healthy	2.91678	3.11775	0	0	0	0		32.48435	33.39352	2.91678	1.7791	0	2.60608	6.53455	0	0	0
Healthy	15.33346	0.1379	0.56031	0	0.05074	0.04588		24.37262	42.68353	15.33346	0.02851	0.10576	0.00661	0	0.05074	0.04588	0.05455
Healthy	7.14568	0.8832	2.29366	0	0.10742	0		25.24072	52.38186	7.14568	0.04973	0	0.87776	0	0.10742	0	0
Healthy	5.10132	0.25725	0.02592	0	0.23506	0.01028		77.14817	1.82898	5.10132	9.23712	0	0.00317	0	0.23506	0.01028	0
Healthy	19.40024	0.01154	0.89833	0	0.01832	0.08692		28.96809	22.67106	19.40024	1.89676	0.11581	0.17678	6.73	0.01832	0.08692	0.01811
Healthy	4.17699	0	0.1559	0	0	0		67.93963	3.35925	4.17699	6.04788	0	0	0	0	0	0
Healthy	1.20933	0	0	0	0	0		6.90874	4.30578	1.20933	0	0	0	0	0	0	0
Healthy	0.33015	0.4381	0.38966	0.16908	0	0		91.15794	1.12383	0.33015	0.03376	0	0.04242	0	0	0	0.00252
Healthy	7.37115	0.12452	1.51147	0	0.22944	0.18817		64.28467	6.54934	7.37115	0.37411	0	0.00396	0.20474	0.22944	0.18817	0
Healthy	7.08121	1.34731	0.01562	0	0.2881	0		34.19164	15.66101	7.08121	2.31376	0.2178	0.27112	0	0.2881	0	0.31638
Healthy	14.54745	0	0.00297	0	0.44203	0		32.61151	43.84315	14.54745	2.63703	0	0	0	0.44203	0	0.2142
Healthy	4.94162	0.09307	0.0279	0	0.16083	1.68099		69.36234	0.9399	4.94162	0	0	0	0.01774	0.16083	1.68099	0
Healthy	10.15176	0	0.01838	0	0.45095	0.65119		29.16259	6.0343	10.15176	0	22.8919	0.09454	1.96453	0.45095	0.65119	0
Healthy	24.67767	1.68824	0.0386	6.47865	0.09204	0		30.15426	32.68181	24.67767	0.04896	0	0	0	0.09204	0	0.13173
Healthy	10.9391	0.47148	0	0	0	0		48.4901	11.18063	10.9391	0	0.31809	0	3.37489	0	0	0.60065
D006973	6.89849	0.18309	2.93631	0.00134	1.21729	0.00317		78.90115	2.65594	6.89849	3.32595	0	0	0	1.21729	0.00317	0
Healthy	3.93842	0	0.32791	0	0.13704	0.3514		58.35947	4.35124	3.93842	0.52921	8.57815	0	0	0.13704	0.3514	0
Healthy	1.93061	0.09818	0.14634	0	0	0		68.95983	1.8155	1.93061	5.89787	0	0	0	0	0	0
Healthy	2.96627	0.10716	0.33167	0.28774	0.51228	0.06719		84.2783	3.31033	2.96627	0	0	0	0	0.51228	0.06719	0
Healthy	15.99506	1.36407	0.05758	0	1.27404	0.01561		13.30113	34.61785	15.99506	0.07498	0.07407	3.55343	0	1.27404	0.01561	0.00861
Healthy	4.91407	0.03651	0	0.01093	0.26645	0.09352		31.07471	54.96934	4.91407	0	0.04887	0.02207	0	0.26645	0.09352	0.01405
Healthy	9.20627	0.29812	0.01362	0	0.07161	0		44.84959	20.75108	9.20627	1.67667	0	0.04988	0	0.07161	0	0.59335
Healthy	3.81533	2.94243	1.18589	0	0	0.00794		65.87777	13.55648	3.81533	5.26343	0	0.20831	0	0	0.00794	0
Healthy	3.49063	13.23779	2.26482	0	0.05928	0.06136		56.19211	1.61862	3.49063	0	0	0	0	0.05928	0.06136	0
Healthy	1.28058	2.01818	0	0	2.31551	0.33247		26.13212	6.05667	1.28058	0	11.0573	0.19581	33.7754	2.31551	0.33247	0.00282
Healthy	0.55445	0	0.03273	0	0	0		27.17957	63.67515	0.55445	0.33099	0	0.0334	0.29473	0	0	0
Healthy	12.84958	0.06715	0.07643	0.4656	0.27622	0		20.77593	15.88302	12.84958	1.41234	2.34656	0.18472	21.0891	0.27622	0	0.00398
Healthy	10.41598	0.16289	0.08411	0	0.1381	1.65896		41.09319	0.7702	10.41598	0	16.6374	0	0	0.1381	1.65896	0
Healthy	12.73694	0.03111	0.78648	0	0.02411	0.017		48.09754	6.94567	12.73694	0	0.72089	0	0	0.02411	0.017	0.00278
Healthy	5.0337	0	5.77917	0	0.04917	0		68.38534	5.06293	5.0337	4.52767	0	0.45064	0	0.04917	0	0
Healthy	35.64865	0.14639	0	0	0.10263	0		14.88895	28.73826	35.64865	0	0	0.42071	0.86242	0.10263	0	0.13799
Healthy	6.64542	1.06555	0.25334	0	0.6677	0.13363		54.5794	0.82049	6.64542	9.01964	6.91086	0	0	0.6677	0.13363	0
Healthy	16.08225	0.28402	7.42489	0	1.90188	0.02269		40.23586	17.27238	16.08225	0	0.00242	0	0	1.90188	0.02269	0
Healthy	1.8726	0	0	0	0	0		22.08317	65.87162	1.8726	0	0	0	0	0	0	0
Healthy	7.95749	0	0	0	0.08397	0		73.68848	2.08998	7.95749	0.11694	0.7359	0	0	0.08397	0	0
Healthy	2.34553	0	0	0	0	0		56.66584	14.16528	2.34553	1.48551	0	0	0	0	0	0
Healthy	8.08306	0	0.9357	0	0	0		66.0405	8.27072	8.08306	10.3765	0.39843	0.00451	0	0	0	0.03446
Healthy	3.26145	0	0.08668	0	0	0.38168		83.87272	1.32739	3.26145	0	0.0783	0	0.64288	0	0.38168	0
Healthy	8.15838	20.6834	0.03469	1.02995	0.47577	0		17.06408	5.06566	8.15838	0	2.24224	0.05471	0.15967	0.47577	0	0
Healthy	27.55449	0	0.01024	0	0.90813	0		8.57035	27.34738	27.55449	0.03457	7.77762	5.14226	1.26732	0.90813	0	0.22496
Healthy	1.41207	0	0.17644	0	0.22514	0.12192		64.20095	13.98577	1.41207	0	0	0	0	0.22514	0.12192	0
Healthy	3.9801	0	3.11279	0	0.04907	0.36368		63.86722	24.0631	3.9801	0	0	0	0	0.04907	0.36368	0
Healthy	9.25594	0	3.63923	0	0.15957	0		48.07006	27.48449	9.25594	0	0.39701	0	0	0.15957	0	0
Healthy	18.43899	0.01432	1.97267	0	0.40995	0.38003		54.23068	13.37072	18.43899	0.09438	0.07548	0.06142	0.02199	0.40995	0.38003	0
Healthy	3.77911	0.16723	0.59767	0	1.24633	0.01217		70.25471	6.46265	3.77911	4.08775	0.38122	0.06813	0	1.24633	0.01217	0.05677
Healthy	5.83974	0.38987	0.00697	0	0.72701	0.68442		45.1154	0.60571	5.83974	3.08138	0.16296	0.07486	0	0.72701	0.68442	0
Healthy	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
D006973	11.6866	2.45838	0	0	0	0.00362		83.10478	0.40748	11.6866	0.08084	0	0.00262	0	0	0.00362	0
Healthy	0.10902	1.22222	0.02732	0	0.01982	0		19.53796	19.45555	0.10902	2.75872	4.30812	0.01049	0	0.01982	0	0.16076
Healthy	8.31988	0	0.01398	0	0	0		38.80998	6.93683	8.31988	0	0.11184	0.00464	0	0	0	0
Healthy	19.13654	0.64108	0.00676	0.04728	0	0.1571		54.92835	14.04673	19.13654	0	2.78327	0.10861	0	0	0.1571	0
Healthy	32.45947	2.20922	0	8.72496	0.31421	0.00223		0.80423	36.59994	32.45947	0	0.53897	2.68779	0	0.31421	0.00223	0.0211
Healthy	6.71679	0	1.17066	0	0.15552	0.44208		64.91261	18.6768	6.71679	0	0	0.01188	0	0.15552	0.44208	0
Healthy	18.7677	0	0	0	4.43335	0		11.14039	53.52788	18.7677	0	0	0	0	4.43335	0	0
Healthy	9.71921	0.13314	0.06232	0	0	0		17.47557	38.05593	9.71921	2.36018	0	0.19039	0.17103	0	0	0
Healthy	0.00162	34.1359	0	0.91869	1.94618	0.01384		42.65315	6.36115	0.00162	0.14194	0	0.2922	0	1.94618	0.01384	0
Healthy	1.79241	0.06349	0.1421	0	0	0		69.9158	1.55749	1.79241	5.97819	0	0	0	0	0	0
Healthy	0.4108	0.03009	0.05722	0	0.08364	0		56.77236	21.9319	0.4108	7.49191	0	0.03822	0	0.08364	0	0.13564
Healthy	20.42144	0	0.34289	0	0	0		39.9845	17.3182	20.42144	0	0	0	0	0	0	0
Healthy	8.50292	0.01798	0.60592	0	0.17906	0.31247		52.21683	7.84216	8.50292	0	5.49285	0	0	0.17906	0.31247	0
Healthy	25.88444	19.55129	0.18685	0	0	0		1.32898	13.35352	25.88444	2.76062	0	5.52825	0	0	0	0.04182
Healthy	8.00868	0.0414	0.02515	0	0.28561	0.04428		67.89234	2.45133	8.00868	0.42747	0.5437	0.05352	0	0.28561	0.04428	0
Healthy	3.00268	0.15643	0.34009	0.2588	0.50491	0.05116		81.0339	3.27517	3.00268	0	0	0.00438	0	0.50491	0.05116	0
Healthy	17.76265	0	0.24028	0	1.22084	0.01639		33.62841	17.21332	17.76265	0	0.07917	1.65436	0	1.22084	0.01639	0
D006973	26.80792	0.03305	0.26384	0	0.32713	0		43.39641	2.64342	26.80792	0.05986	0	0.02367	0	0.32713	0	0
Healthy	4.60587	0.32147	0.22596	0	0	0.10246		70.13488	5.41167	4.60587	2.88085	0.1407	0.01091	0.05175	0	0.10246	0
Healthy	3.73209	8.35865	0.06749	0	0	0		5.73114	23.71519	3.73209	3.86181	0	33.52188	0	0	0	0
Healthy	10.44755	0.1197	0	0	0.28149	0.00588		32.57043	32.75538	10.44755	0.05344	0.23083	0.65103	0.01332	0.28149	0.00588	0.2005
Healthy	20.14102	3.3964	0	0	0.19707	0.03857		40.16562	7.58386	20.14102	0	0	1.22234	0.1007	0.19707	0.03857	0.05413
Healthy	3.11984	0	0.25836	0	0.11948	0.38783		61.20648	4.24627	3.11984	0.42182	8.3248	0	0	0.11948	0.38783	0
Healthy	6.34007	0.14355	0.03423	0	0.35484	0.09241		67.11219	8.3997	6.34007	0.00317	0.57677	0.04397	0.01265	0.35484	0.09241	0
Healthy	21.46431	0	0	0	2.47695	0		2.11984	24.15697	21.46431	0	0	0	23.1476	2.47695	0	1.77812
Healthy	0	0	0	0	0	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	9.39817	2.00589	0	0	0	0		36.96423	20.47784	9.39817	1.29591	0	2.25199	2.2348	0	0	0.01458
Healthy	6.10539	0.4999	0.00596	0	0	0.03855		74.49401	1.93607	6.10539	2.74768	0	0.02754	0	0	0.03855	0
Healthy	3.48428	0.08539	0.20211	0	0	0.11194		68.79607	6.97075	3.48428	4.31984	0	0	0	0	0.11194	0
Healthy	5.63403	0.89547	0.08866	0	0.05744	0.02823		48.33093	12.21441	5.63403	0	0.02151	0.02891	0	0.05744	0.02823	0.09574
Healthy	26.29714	0	0	0	3.16693	0		3.52148	24.86266	26.29714	0	0	0	6.37433	3.16693	0	0.32805
Healthy	10.48052	0	0.05841	0	0	0		30.977	41.42896	10.48052	0	0	0	0.17672	0	0	0
Healthy	3.6557	0.05039	0.51228	0	0.11049	0.54332		48.79426	6.07761	3.6557	0.0912	9.34841	0	0	0.11049	0.54332	0
Healthy	0.5394	0	0.59765	0	0.06081	0.00456		72.78589	0.10168	0.5394	0	0.23017	0	0	0.06081	0.00456	0
Healthy	13.36155	1.51275	0.18294	0	1.97637	0		4.21911	24.82273	13.36155	0.79374	4.14396	0.50576	17.9335	1.97637	0	3.00563
Healthy	8.41224	0	0.03331	0	0	0		11.39171	71.25252	8.41224	0	0	0.09339	0.35644	0	0	0
Healthy	1.19727	0.18506	0.90545	0	0.25739	0.03807		62.92296	14.45154	1.19727	10.2359	0.91657	0	0	0.25739	0.03807	0
Healthy	1.92124	0	1.51926	0	0.02177	0.03219		80.807	6.38911	1.92124	1.78082	0	0.02167	0	0.02177	0.03219	0.01374
Healthy	13.61769	2.89015	0.02403	2.84982	0.60156	0.03549		33.08793	23.75074	13.61769	0.1913	1.74463	0.20013	1.55278	0.60156	0.03549	0.44235
Healthy	5.49903	1.65118	1.98335	0	0.54417	0.14487		48.86634	8.31313	5.49903	0.06494	0	0	0.06782	0.54417	0.14487	0
Healthy	0.00469	0.38324	0	0.10444	0.01197	0		0.64899	0.12272	0.00469	0.08465	0	7.37831	0	0.01197	0	0
Healthy	4.84848	0	5.94819	0	0.04976	0		68.09593	5.04008	4.84848	4.77503	0	0.57766	0	0.04976	0	0
Healthy	6.07454	0.65903	0.20509	0	0.03478	0		84.30349	1.32419	6.07454	0.13559	0	0.06916	0	0.03478	0	0
Healthy	6.26482	1.30524	0.13331	0	0	0		18.18298	43.20758	6.26482	0	0	5.65207	0	0	0	0
Healthy	7.72879	0.45025	0	0	0.11357	0		37.14505	34.29336	7.72879	0.97369	0	0	0	0.11357	0	0.15181
Healthy	24.35723	0.68164	0.04844	1.10921	3.93655	0.06883		18.48963	17.62458	24.35723	11.1482	0	4.25631	0	3.93655	0.06883	0.05489
Healthy	4.59735	0	0.82778	0	0.09911	0.01429		70.64789	11.55756	4.59735	0	0.02726	0.37018	0	0.09911	0.01429	0.05486
Healthy	5.52792	0.13819	0	0.02244	0.13782	0		70.63958	5.79267	5.52792	0	0	0.47546	0	0.13782	0	0.03542
Healthy	4.24375	0.2193	0.08213	0	0.78456	0		45.16881	17.0652	4.24375	0.64899	0	0	0	0.78456	0	0.05531
Healthy	25.52671	0	0	0	0	0		9.76001	44.24007	25.52671	1.76947	0	0.81377	0	0	0	0
Healthy	32.68474	0.03632	0.05476	0	0.05986	0		14.72022	32.09735	32.68474	0.52356	0.00884	2.30598	0	0.05986	0	0.69314
Healthy	2.01476	0	2.38675	0	0.10103	0.07263		58.86491	10.15593	2.01476	0	6.60676	0.00823	0	0.10103	0.07263	0.02819
Healthy	11.68707	0.18599	0.01433	0	0.10848	0.00738		31.51029	18.01655	11.68707	0.03522	13.1712	1.33874	0	0.10848	0.00738	0
Healthy	14.34702	0.17056	0.07557	0	0.74484	0.04138		60.9717	6.71752	14.34702	0	1.42643	0.16507	1.3897	0.74484	0.04138	0.09399
Healthy	8.58397	0.09058	0.39744	0.00568	3.29712	0		23.71041	36.77322	8.58397	0.03941	0	2.97425	0	3.29712	0	0
Healthy	5.26228	0.2024	0.16598	0	0	0.35323		60.37382	4.731	5.26228	7.68997	0.78996	0.13567	0.95499	0	0.35323	0
Healthy	46.75029	0.51966	0	0	1.25973	0		10.08932	2.89423	46.75029	0	0	0	1.61728	1.25973	0	0
Healthy	3.67979	0	0	0	0	0		36.6444	42.44446	3.67979	0	0	0	0	0	0	0
Healthy	8.66129	0.02214	5.33586	0	1.72384	0.15329		52.35302	12.72961	8.66129	0	0	0	0	1.72384	0.15329	0.05282
Healthy	5.14615	0.29681	0.03171	0	0.18667	0.00787		76.77429	1.67378	5.14615	9.20021	0	0	0	0.18667	0.00787	0
Healthy	26.8347	0	0	0	2.42663	0		9.72508	24.06938	26.8347	12.7834	0.77617	0.28125	0	2.42663	0	0
Healthy	9.33467	0.11684	0	0	1.35538	0.69413		26.20164	1.2228	9.33467	0.61383	0.43436	0.36739	0	1.35538	0.69413	0
Healthy	1.00427	0.01657	0.00256	0	0.00205	0		52.14534	18.06686	1.00427	6.79051	0	0.00659	0.02102	0.00205	0	0.03771
Healthy	5.91732	0.17989	0.10726	0	1.82765	0.14138		58.10073	6.29537	5.91732	0	0	0.20558	0.22386	1.82765	0.14138	0
Healthy	5.78505	0.19311	0.40893	0	0.44937	0.0212		62.73642	12.60878	5.78505	0	0	0.51722	0.0878	0.44937	0.0212	0.02291
Healthy	14.59811	0.1954	0	0	0.07986	0.04873		44.6047	22.74829	14.59811	0.02918	0	0.90812	0	0.07986	0.04873	0.38988
Healthy	10.43714	0.3364	0.06174	0	0.4403	0		25.1176	34.84461	10.43714	6.37583	0	0.08943	0	0.4403	0	1.1973
Healthy	3.6577	0	0.86723	0	0.51657	0.24328		33.8182	17.44517	3.6577	0	1.02691	0	1.87428	0.51657	0.24328	0
Healthy	2.14083	0.33215	0.07248	0	0.57888	0.0293		48.77218	20.50444	2.14083	0.17956	3.81688	0.14492	5.5018	0.57888	0.0293	0.44489
Healthy	6.0718	2.16888	5.85919	0	0	0		45.66618	19.63997	6.0718	1.00162	0.02361	0.64442	0	0	0	0
Healthy	11.63969	6.26117	0.04768	0	0.00015	0		55.40129	15.48653	11.63969	0.18608	0	0.17283	0	0.00015	0	0.78828
Healthy	4.52072	0.08528	0	0.481	0.1557	0.04218		59.93208	16.11202	4.52072	0	0	0	0	0.1557	0.04218	0
Healthy	2.04728	0	0.00815	0	3.25948	0		15.04625	28.63707	2.04728	0	0	5.39286	9.90092	3.25948	0	0
Healthy	0.00036	0.00139	0	25.9182	0.00061	0		0.00043	0.00652	0.00036	0.09928	0	9.50194	0	0.00061	0	2.32124
Healthy	2.86728	0	0	0	0.10501	0.04003		61.74895	26.15425	2.86728	0.24793	0.08502	0.03014	0.04649	0.10501	0.04003	0
Healthy	3.96671	0	0.0663	0	0	0		87.02538	2.03508	3.96671	0.88788	0	0	0	0	0	0
Healthy	8.18138	0.4149	0.00395	0	0.13451	0.08237		40.00243	21.71029	8.18138	7.97666	4.00273	1.22287	0.10475	0.13451	0.08237	0.05366
Healthy	4.55652	0.04719	3.22159	0	0.61651	1.39254		69.9345	3.69108	4.55652	0	0	0.11284	0.03287	0.61651	1.39254	0
Healthy	19.44043	3.31039	0	0	3.17693	0		1.69901	41.48752	19.44043	0	0	0	4.2977	3.17693	0	0
Healthy	0.01219	13.2784	0	1.0204	0.00146	0		7.07781	3.5514	0.01219	1.16941	0	0.41551	0	0.00146	0	0.00107
Healthy	16.05238	0	0.09712	0	1.57943	0		18.15599	6.44607	16.05238	0	6.12412	0.06014	13.9454	1.57943	0	0.0398
Healthy	31.70482	0	0.02116	0	0	0		31.09353	16.43337	31.70482	3.74943	0	0	0.00137	0	0	0
Healthy	4.08956	0	0.06265	0	0	0.00559		34.03256	44.99545	4.08956	0	0.02874	0.00207	0	0	0.00559	0
Healthy	8.38872	0	0.50874	0	0.88896	0.12448		43.90234	15.11769	8.38872	11.6699	0.16635	3.06488	0	0.88896	0.12448	0
Healthy	4.03256	0.37948	2.08788	0	3.14423	0.05311		44.18122	21.0963	4.03256	0	0.30671	0.09394	0	3.14423	0.05311	0
Healthy	15.24465	0.47996	0	0	0.06253	0.14253		57.07879	4.43741	15.24465	1.08517	0	0.37995	0	0.06253	0.14253	0
Healthy	13.25753	0.00187	3.9968	0	0.06563	0.11505		60.22977	11.48591	13.25753	1.78806	0.12189	0.03604	0	0.06563	0.11505	0
Healthy	9.33311	0.3293	0	0	1.7676	0		44.66737	7.46247	9.33311	1.40664	1.76195	0.05593	0	1.7676	0	0
Healthy	4.52117	0	3.17425	0	0.66852	1.37421		70.99113	3.77322	4.52117	0	0	0.13445	0.00549	0.66852	1.37421	0
Healthy	3.87158	2.5774	1.2262	0	0	0.01917		65.52501	13.63746	3.87158	4.77156	0	0.14994	0	0	0.01917	0
Healthy	18.74304	0	0.15351	0	0.04024	0		6.72201	3.57708	18.74304	2.19395	5.72931	0	0	0.04024	0	0
Healthy	6.7791	0.65567	0.20969	0	0.06166	0		82.77682	1.51089	6.7791	0.14577	0	0.06108	0	0.06166	0	0
Healthy	2.57526	0.64983	0.2026	0	1.03785	0		48.8312	30.06569	2.57526	0	0	1.09462	0	1.03785	0	0
Healthy	16.85318	0	0.08663	0	0.85292	0.12627		13.88629	13.58218	16.85318	26.32203	0	0	0	0.85292	0.12627	0.13814
Healthy	0.00281	7.80416	2.11858	0	0.32292	0		5.27426	0	0.00281	0.74905	0	6.74996	0	0.32292	0	0
Healthy	6.32497	0.13705	0.02559	0	0.36859	0.0852		66.74774	9.33014	6.32497	0	0.57433	0.06972	0	0.36859	0.0852	0
Healthy	2.51797	3.8309	0	0	3.1382	0		20.72115	7.42724	2.51797	2.39409	0	17.5834	0	3.1382	0	0
Healthy	0.00415	68.4318	0	16.1313	0	0		3.44375	0.00403	0.00415	0.00334	0	0.21363	0	0	0	0
Healthy	3.70422	1.8811	0.10956	0	0	0.09083		86.56075	3.61913	3.70422	0	0	0.06702	0	0	0.09083	0
Healthy	8.76835	1.01719	2.49682	0	0	0.02636		53.36043	12.11788	8.76835	0.56034	14.0475	0	0.7039	0	0.02636	0
Healthy	18.02951	0.16837	0.2307	0	0.23605	0.04644		17.23018	16.92836	18.02951	3.21089	3.3765	0.33714	1.12322	0.23605	0.04644	0.08095
Healthy	2.50024	0.37765	0.25885	0	0.03229	0.02395		66.47609	6.42588	2.50024	8.19234	0	0.31109	0	0.03229	0.02395	0
Healthy	4.07522	0.48435	0	0	0.01033	0.01986		70.42368	16.59155	4.07522	0.24402	0	0.5366	0	0.01033	0.01986	0.06926
Healthy	3.47442	0.03274	0.21604	0	0	0.1941		68.90809	4.84184	3.47442	4.17101	0.00134	0	0	0	0.1941	0
Healthy	19.82963	1.0772	0.36818	0.11821	1.71055	0.21533		13.65642	17.07274	19.82963	0.02147	0.26842	0.48568	0.47405	1.71055	0.21533	0.09393
D006973	7.6304	0.16002	0.50135	0	0.00151	0.07334		61.71564	21.622	7.6304	0	0	0.0148	0	0.00151	0.07334	0
Healthy	0.00771	0.11866	0	4.50772	6.42193	0.19335		23.31875	0.0274	0.00771	0.99936	0	9.06072	0	6.42193	0.19335	0.0046
Healthy	3.67737	1.59267	0.07533	0	0	0.10931		86.2202	3.30101	3.67737	0	0	0.06395	0	0	0.10931	0
Healthy	0.06697	1.05383	0	0	0	0		67.27463	2.28023	0.06697	10.84798	0	0	0	0	0	0
Healthy	9.35266	12.2714	0	0	7.6329	0.01852		9.46394	18.21155	9.35266	0.02915	0	9.45909	3.54756	7.6329	0.01852	0
Healthy	0.01553	0.13135	0.20286	0	23.59345	0		2.87834	5.07049	0.01553	1.99799	1.48707	1.28562	0	23.59345	0	0.11519
Healthy	1.54391	4.26379	0	0	0	0		91.68174	0.6148	1.54391	0	0.56621	0	0	0	0	0
Healthy	2.83547	0.01829	0	0	0.03332	0		84.63343	3.27182	2.83547	1.19992	0	0	0	0.03332	0	0
