group	Agathobacter_rectalis	Butyrivibrio_A_crossotus	Phocaeicola_dorei	Barnesiella_intestinihominis	Methanobrevibacter_A_smithii_A	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Anaerostipes_hadrus	Coprobacter_fastidiosus	Paraprevotella_clara	Barnesiella_intestinihominis	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Coprobacter_fastidiosus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0	0.01607	1.30868	0.02876	0	0	0	0	0.7195	1.30868	0	0	0	0	0.7195	0	0	0.17682	0
Healthy	0	0	0	2.0715	0	0	0.00512	0	0.35714	0	2.0715	0.00512	0.04838	0	0	0	0	0.35714	0	0
Healthy	6.06344	0	0.13604	0	0	1.01197	0.01327	0	0	0	0	0.01327	0.01696	1.05365	0.02212	0	0	0	0.0323	0
Healthy	3.42408	0	1.91489	0	0.1953	0.0297	0.19987	0	0	0	0	0.19987	0.36115	0	0.1375	0	0.03714	0	0	0
Healthy	9.72321	0	0.49348	0.84195	0	2.42378	0.77112	0.0162	0	0.25137	0.84195	0.77112	0.67249	0.10245	0.17711	0.25137	0.03981	0	0.00521	0
Healthy	0.0357	0	0	3.16073	0	0	0	0	0	0	3.16073	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	3.2257	0	0	0	0	0	0	3.2257	0	0	21.0303	0	0	0	0	0	0
Healthy	0.85164	0	0	1.6003	0	0	0	0	0	0	1.6003	0	0	0	0	0	0	0	0	0
Healthy	2.2557	0	0	0	1.04804	1.56455	5.61766	1.70359	0	0	0	5.61766	2.3284	0	10.386	0	0.44808	0	0	0
Healthy	2.90933	3.11587	0	2.52544	0	0.53006	0	0	0.04974	0	2.52544	0	0.13979	0	0.03446	0	0	0.04974	0	0
Healthy	2.70851	3.17583	0	2.66486	0	0.56463	0	0	0.0581	0	2.66486	0	0.122	0	0.0268	0	0	0.0581	0	0
Healthy	0	0	0.71666	5.26648	0	0.27309	0	0	0	0	5.26648	0	0.00957	0.04649	0	0	0	0	0	0
Healthy	1.44666	0	0.01489	0	0	0.08613	0	0	0	0	0	0	0	0	0.00369	0	0.00482	0	0	0
Healthy	3.16903	0	0.80384	0	0	0.03086	0.04986	0	0	0	0	0.04986	0.01045	0	0	0	0	0	0	0
Healthy	6.15838	0	2.09459	0	0	0	0	0	0	0	0	0	0.01188	6.51039	0	0	0	0	0	0.01345
Healthy	0	0	0	1.09078	0	0	1.04451	0.19916	0	0	1.09078	1.04451	2.54985	0.2378	0.45244	0	0.1792	0	0	0
Healthy	0	0	11.0008	0.11792	0	0	0	0	0	0	0.11792	0	0	0	0	0	0	0	0	0
Healthy	2.92204	3.36515	0	2.64309	0	0.58177	0.01118	0	0.04371	0	2.64309	0.01118	0.14263	0	0.02753	0	0	0.04371	0	0
Healthy	0	0	1.78901	2.63282	0	0	0	0	0	0	2.63282	0	0	0	0	0	0	0	0	0
Healthy	0.76591	11.4527	1.42756	4.17797	0	1.30452	0.07356	0.03802	0.02128	0	4.17797	0.07356	0.1511	0	0.1095	0	0	0.02128	0	0
Healthy	0	0	0.0327	6.67597	0	0	0	0	0.04795	0	6.67597	0	0	0	0	0	0	0.04795	0	0.0424
Healthy	0.72453	0	0.16639	0	0.54418	0.00633	0.21308	0.07437	0.09757	0.25202	0	0.21308	0.06579	0	0	0.25202	0.12675	0.09757	0.00557	0
Healthy	0	0	0	2.06633	0	0	0.07158	0	0.1186	0	2.06633	0.07158	0.11263	0	0.02416	0	0.00874	0.1186	0	0
Healthy	21.8014	0	2.63954	0	0	0.65207	2.63659	0	0.14676	0	0	2.63659	0.51415	0	0.37264	0	0	0.14676	0	0
Healthy	5.98494	0	0.14079	0.08498	0.24888	0.06714	0.381	0.12496	0.07789	0.60918	0.08498	0.381	0.23064	0	0.13215	0.60918	0.23146	0.07789	0.01921	0
Healthy	68.2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.10214	0	4.55502	5.73988	0.94585	0.27201	0.08009	0	0.01692	0	5.73988	0.08009	0.04383	0	0	0	0	0.01692	0	0
Healthy	4.16494	0	1.62759	2.38989	0	0.23364	0.94915	0.07763	0	0.72978	2.38989	0.94915	0.35329	0	0.07823	0.72978	0.01482	0	0.21735	0
Healthy	1.74982	0	1.95021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.24965	0	0.02146	0.88332	0	1.92566	0.79835	0.02476	0.25881	1.9211	0.88332	0.79835	0.60587	0.04196	0.19323	1.9211	0.02845	0.25881	0.55764	0.00337
Healthy	2.72953	0	0.00158	4.27036	0	2.60978	0.32514	0.00431	0	0	4.27036	0.32514	0.56647	7.09834	0.43504	0	0.37482	0	0	0
Healthy	20.941	4.8181	0.59052	8.19785	0	0.98942	0.28758	0.01771	0	0.58406	8.19785	0.28758	0.33394	0.26724	0.38271	0.58406	0.0167	0	0.11139	0
Healthy	1.48606	0	0.01506	0	0	0.0839	0	0	0	0	0	0	0.03113	0	0	0	0	0	0	0
Healthy	17.5341	0	7.21159	5.33909	0	0.61196	0.43875	0.22029	0	0	5.33909	0.43875	0.42918	0.00361	0.12438	0	0.14002	0	0	0
Healthy	5.14422	33.4815	0	0	0.64383	0.55916	0.26351	0	0	0	0	0.26351	0.22827	0	0.37601	0	0	0	0	0
Healthy	1.56298	0	0.50721	0.12952	0	0.15554	0.06148	0	0.01339	0	0.12952	0.06148	0.22072	0	0.0643	0	0	0.01339	0	0
Healthy	0	0	0	3.6097	0	0	0.01414	0.05392	0.03414	0	3.6097	0.01414	0.08696	0	0.06203	0	0.0372	0.03414	0	0.01584
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.13498	0	0	0	0	0	0	0
Healthy	0.98414	0	0.80946	3.94776	0	0.29939	0.24857	0.21912	0	0.22056	3.94776	0.24857	0.13089	0.8175	0.08211	0.22056	0.02045	0	0.03748	0.00363
Healthy	3.33552	25.1862	0.97626	0.0929	0	0.14765	0.44294	0.06247	0	0.32614	0.0929	0.44294	0.20241	0.50945	0.13843	0.32614	0.0542	0	0.05842	0
Healthy	1.45028	0	3.80439	2.26174	0	2.56277	0.85649	0.52374	0	0	2.26174	0.85649	1.48685	0	0.8769	0	0.16279	0	0	0
Healthy	5.16351	0	0.85566	2.17235	0.68638	2.72056	1.29556	0.06451	0.10676	0	2.17235	1.29556	0.65772	0	0.62553	0	0.16555	0.10676	0	0
Healthy	0.83098	0	0.08694	0.38183	0	0.56309	0.04764	0.13469	0.21309	0	0.38183	0.04764	0.11548	0	0.1351	0	0.08823	0.21309	0.45663	0
Healthy	16.4459	0	4.24378	1.21827	0	2.01903	0.27709	0.20926	0	0	1.21827	0.27709	0.28038	0	0.71844	0	0.07026	0	0	0
Healthy	5.08495	0	1.85051	1.75732	0	0.94052	0.04022	0.03031	0.0266	0	1.75732	0.04022	0.08895	0	0.10959	0	0	0.0266	0	0
Healthy	4.78723	0	14.678	0	0	0.19511	0.34848	0.14316	0.18224	0	0	0.34848	0.17709	0	0.00321	0	0.00976	0.18224	0	0
Healthy	3.52309	13.8104	0.08557	0	0.65232	0.01335	0.0625	0	0	0.4236	0	0.0625	0.17628	0	0	0.4236	0	0	0.0293	0
Healthy	26.49	0	0	0	0	0.40728	0.02183	0.01897	0	0	0	0.02183	0.1324	0	0.04132	0	0	0	0	0
Healthy	0	0	0	1.32876	0.01411	0	0	0	0	0.89854	1.32876	0	0	0	0	0.89854	0	0	0.18799	0
Healthy	6.58229	10.0974	1.84463	3.41972	0.52733	1.08878	0.01955	0.02219	0.05045	0.19486	3.41972	0.01955	0.15549	0	0.13184	0.19486	0	0.05045	0.03944	0
Healthy	3.16088	0.03778	0	0	3.28183	2.86735	3.84222	0.16591	0	0	0	3.84222	1.61213	0	2.14502	0	0	0	0	0
Healthy	0.74379	0	0	3.55246	0	2.54279	0	0	0	0	3.55246	0	0.05367	0	0	0	0	0	0	0
Healthy	3.27579	0	1.99865	0	0.20356	0.05752	0.23065	0.00485	0	0	0	0.23065	0.38599	0	0.17167	0	0.01497	0	0	0
Healthy	9.79621	0	0.3493	1.58612	0.07783	0.37974	0.40395	0.03748	0.04037	0	1.58612	0.40395	0.17192	0.01855	0.15199	0	0.00279	0.04037	0	0
Healthy	5.30295	1.19664	0	0	0.0354	0.1108	8.15005	3.67152	0	0	0	8.15005	10.946	0	7.42205	0	0.79642	0	0	0
Healthy	0	0	0	6.7209	0	0	0	0	0.06669	0	6.7209	0	0	0	0	0	0	0.06669	0	0.04029
Healthy	2.08818	0.00206	0.05798	1.02244	0	0.00717	0.08203	0.01627	0	0	1.02244	0.08203	0.04795	0	0.04134	0	0.02002	0	0	0
Healthy	6.08774	0	0.02798	1.13566	0	1.41231	0.26941	0.0091	0.02577	0	1.13566	0.26941	0.17976	0	0.17537	0	0.02683	0.02577	0	0
Healthy	43.7325	0	2.03253	0.46171	0	0.43971	1.25756	0	0.0773	0.02704	0.46171	1.25756	0.27917	0	0.228	0.02704	0.0411	0.0773	0	0
Healthy	12.0239	0	0.17819	0	0	3.1861	0.20882	0	0	0	0	0.20882	2.00881	0	1.1403	0	0.07413	0	0	0
Healthy	1.19801	0	0.29736	2.51975	0	0	0.11784	0	0.14738	14.83	2.51975	0.11784	0.12944	0	0.02354	14.83	0	0.14738	1.84812	0
Healthy	2.10151	0	0	3.54289	0.09233	0.05727	0	0	0	0.29865	3.54289	0	0.00382	0.01992	0	0.29865	0	0	0.03813	0
Healthy	0	10.1604	6.23609	3.67387	6.53455	0	0.18036	0	0.17064	0	3.67387	0.18036	0	0	0	0	0	0.17064	0	0
Healthy	33.7585	0	0.00462	0	0	1.25389	0.07717	0.06053	0	0	0	0.07717	0.27309	0	0.16216	0	0.0581	0	0	0.02619
Healthy	12.5571	0	0	0	0	3.0512	0.00793	0.26708	0	0.22633	0	0.00793	0.15712	0	0	0.22633	0	0	0	0
Healthy	0.65605	0	0	0	0	0.51717	0.00141	0.01353	0	0	0	0.00141	0.02483	0	0	0	0.06127	0	0	0.02309
Healthy	15.0228	0	7.00847	0	6.73	1.83989	0.37004	0.31642	0	0	0	0.37004	0.17699	0	0.0987	0	0.24143	0	0	0
Healthy	1.53069	0	25.8872	0	0	0.9558	0	0	0	0	0	0	0.19419	0	0.0829	0	0	0	0	0
Healthy	2.83274	0.36755	0	0.41346	0	0	0	0	0	0	0.41346	0	0	0	0	0	0	0	0	0
Healthy	0	0	19.0422	0	0	0.00791	0.03028	0	0	0	0	0.03028	0.03584	0	0.09188	0	0	0	0	0.03838
Healthy	2.05175	0	0	5.46903	0.20474	0.11652	0.01946	0	0.33767	1.21672	5.46903	0.01946	0.08093	0.06337	0	1.21672	0	0.33767	0.27901	0
Healthy	8.04579	0	7.34441	0	0	0.39327	0.99656	0.98339	0	0	0	0.99656	0.23606	0	0	0	0.35268	0	0	0
Healthy	24.1748	0	0.46522	0.82337	0	2.0289	0.61511	0.10445	0.01214	1.27134	0.82337	0.61511	0.35319	0	0.16476	1.27134	0	0.01214	0.15374	0
Healthy	0	0	0	1.327	0.01774	0	0	0	0	1.02139	1.327	0	0	0.00293	0	1.02139	0	0	0.17452	0
Healthy	0.76949	0	0.39286	0.78059	1.96453	0.79228	0.04993	0	0	0.14986	0.78059	0.04993	0.14472	0	0.0439	0.14986	0	0	0.01892	0
Healthy	4.68153	0	0.00842	0	0	10.6465	0.33232	0.09087	0	0	0	0.33232	0.0864	0.01042	0.40366	0	0.0212	0	0	0.00122
D050177	17.7736	0	0.00075	2.05563	0.04034	2.24086	0.18946	0.01739	0.04473	0	2.05563	0.18946	0.32992	0	0.18908	0	0.08395	0.04473	0	0.01174
Healthy	1.73157	0	9.33698	2.38045	3.37489	0	0.62483	0.21442	0	0	2.38045	0.62483	0.17555	0	0	0	0	0	0	0
Healthy	2.20296	0	2.12784	1.13016	0	0.75572	0	0	0	0	1.13016	0	0	0.36666	0	0	0	0	0	0
Healthy	0.8732	0	27.4536	0	0	0	0	0	0	0	0	0	0	0	0.0231	0	0	0	0	0
Healthy	1.39773	0	0.05251	0	0	1.27106	0.01674	0	0	0.21916	0	0.01674	0.01328	0	0.00515	0.21916	0	0	0.05105	0
Healthy	3.72888	0	0.97954	4.20901	0	0.17127	1.62376	0.56102	0	0	4.20901	1.62376	0.97854	0	0.43839	0	0.04919	0	0	0
Healthy	10.0732	0	0.84385	1.15786	0	2.6853	0.49462	0.10841	0	0.27506	1.15786	0.49462	0.33775	0	0.43274	0.27506	0.01431	0	0.00128	0
Healthy	7.24578	0	14.2178	0	0	0.41483	0.47892	0.27145	0	0	0	0.47892	0.36305	0	0	0	0.08833	0	0	0
Healthy	6.17816	0	0	1.09314	0	0.60263	0	0	0	0	1.09314	0	0.09209	0	0.03308	0	0	0	0	0
Healthy	0.00159	0	0	0	0	0	0	0	0	0	0	0	0.00107	0.02125	0	0	0	0	0	0.00755
Healthy	0.03111	0	0.25453	0.34951	33.7754	0.00886	0.12353	0	0	0.29085	0.34951	0.12353	0.02603	0	0.16244	0.29085	0	0	0.00216	0
Healthy	3.17873	54.7797	5.73091	0.70246	0.29473	2.55942	0.31462	0	0	0	0.70246	0.31462	0.09936	0	0	0	0.07711	0	0	0
Healthy	0.44847	0	0.64556	0	21.0891	1.83128	1.2367	0.19874	0.00832	0	0	1.2367	0.85012	0	0.64873	0	0.15385	0.00832	0	0
Healthy	0	0	0.02945	5.47357	0	0	0	0	0.00408	0	5.47357	0	0	0	0	0	0	0.00408	0	0.0381
Healthy	2.36821	0	2.56266	0	0	0.06666	0.02323	0.01463	0	0	0	0.02323	0.11846	0	0.15567	0	0.01441	0	0	0
Healthy	0.72277	0	0	3.75666	0	2.39191	0	0	0	0	3.75666	0	0.07617	0	0	0	0	0	0	0
Healthy	11.3784	0	0.29986	2.41203	0.86242	0.13293	0.53145	0	0	0	2.41203	0.53145	1.07145	0	0.30986	0	0	0	0	0
Healthy	0.26116	0	0	0	0	0	0.02614	0	0	0	0	0.02614	0.04104	0	0	0	0	0	0	0.02121
Healthy	4.96879	0	0.32996	4.57761	0	0.00375	1.36367	0.15948	0.73389	0	4.57761	1.36367	0.19558	0	0.41366	0	1.53844	0.73389	0	0
Healthy	1.85301	62.4897	2.62295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.25727	0	7.42269	0.52875	0	0	0	0	0	4.09847	0.52875	0	0	3.9868	0	4.09847	0	0	0.10739	0
Healthy	5.86005	7.82143	5.77979	4.53582	0	0	0.4838	0	0	0	4.53582	0.4838	0	0	0	0	0	0	0	0
Healthy	5.07338	0	18.5403	0	0	0.20655	0.39094	0.08397	0.13948	0	0	0.39094	0.19088	0	0.01069	0	0.00319	0.13948	0	0
Healthy	0	0	4.67111	2.96194	0.64288	0	0	0	0.09381	0	2.96194	0	0	0	0	0	0	0.09381	0	0
Healthy	2.10312	0	0	2.96823	0.15967	0.20955	0.7017	0	0	0	2.96823	0.7017	0.34607	0	0.08462	0	0	0	0	0
Healthy	1.26866	0	1.23623	0.03717	1.26732	0.06867	2.09622	0.17217	0	0	0.03717	2.09622	1.59182	0	0.25982	0	0.14105	0	0	0
Healthy	5.11944	0	0.01394	2.76464	0	1.92651	0	0	0	0	2.76464	0	0.01225	0	0.03028	0	0	0	0	0
Healthy	1.12751	14.7401	0	1.042	0	2.33732	0.00911	0	0.10175	0	1.042	0.00911	0.06034	0	0.07494	0	0	0.10175	0	0
Healthy	12.3684	0	0.12768	5.73539	0	0.05668	0.22113	0.17909	0	0	5.73539	0.22113	0.52659	0	0.22343	0	0	0	0	0
Healthy	3.66466	0	0.02614	0.93127	0.02199	1.80306	0.63327	0.21615	0	0	0.93127	0.63327	0.44666	0	0.13906	0	0.01856	0	0	0
Healthy	0.68982	0.86754	0	0	0	0.00743	0.77876	0.02607	0	0	0	0.77876	0.26691	0	0.16788	0	0.05186	0	0	0
Healthy	0	0	0	2.04444	0	0	0.05268	0	0.13363	0	2.04444	0.05268	0.08202	0	0.01794	0	0.00908	0.13363	0	0
Healthy	0	0	8.96652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.01981	0	0	8.05117	1.12242	0.2046	0	0	0	1.12242	0.19873	0.00482	0	0	0.15876	0	0	0.0588
Healthy	2.36671	0	0.61829	5.5555	0	0.34058	0.5294	0.12693	0.42725	0	5.5555	0.5294	0.65583	0	0.62671	0	0.01135	0.42725	0	0
Healthy	0.02696	0	0	0	0	0.40318	0.07329	0.01136	0	0	0	0.07329	0.0508	0	0.10822	0	0	0	0	0
Healthy	9.70519	0	0.24697	0.15957	0	0.21077	5.107	0.20855	0	0	0.15957	5.107	2.10944	0	1.2426	0	0.14656	0	0	0
Healthy	0.53795	12.7618	0	2.63386	0	1.32003	0.01951	0	0.06587	0	2.63386	0.01951	0.04978	0	0.06035	0	0	0.06587	0	0
Healthy	0.28947	8.68373	0	0.17882	0	1.29213	1.29905	0	0	0	0.17882	1.29905	0.97151	0	0.94239	0	0	0	0	0
Healthy	6.39587	3.55904	0.40697	0.51022	0.17103	0.82503	0.12885	0.0163	0.01379	0.1033	0.51022	0.12885	0.26865	0	0.19708	0.1033	0	0.01379	0	0
Healthy	0	0	0.13428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223
Healthy	0.8361	0	27.6874	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0
Healthy	18.0114	0	0.30502	0.50544	0	0.77901	0.42255	0.04725	0.06039	0	0.50544	0.42255	0.08964	0	0.2494	0	0.04322	0.06039	0	0
Healthy	6.64108	0	0	1.34619	0	4.7123	0	0	0.2005	0	1.34619	0	0.12434	0	0	0	0	0.2005	0	0
Healthy	3.05353	0	0.27558	1.73845	0	1.42969	0	0	0	0	1.73845	0	0.00225	1.47191	0.05629	0	0	0	0	0
Healthy	2.45722	0	0	0	0	0.18584	0.58624	0.20038	0	0	0	0.58624	0.52792	0	0	0	0.24708	0	0	0
Healthy	0.61341	0	4.05505	0.7093	0	0	0	0	0	3.91557	0.7093	0	0.0467	3.07495	0	3.91557	0	0	0.188	0
Healthy	1.49448	0	0.13922	0	0	1.25798	0.00941	0	0	0.29215	0	0.00941	0.01693	0	0.00172	0.29215	0	0	0.02838	0
Healthy	0.05206	0	1.31387	3.37801	0	0.53099	1.66685	0.0783	0	0.57519	3.37801	1.66685	1.20511	0.55852	0.27611	0.57519	0.02623	0	0.04088	0.00553
Healthy	3.26911	0	8.84179	3.01774	0.05175	0.33212	0.0462	0	0.01713	0	3.01774	0.0462	0.04165	0	0	0	0	0.01713	0	0
Healthy	8.3478	0	2.24655	0.27709	0	0.68376	10.7726	0.86673	0.05922	0	0.27709	10.7726	0.22406	0	0.31468	0	1.56779	0.05922	0	0
Healthy	7.63225	0	1.09951	1.48031	0.01332	2.21008	0.73469	0.06064	0.00106	0	1.48031	0.73469	0.27479	0	0.98044	0	0	0.00106	0	0
Healthy	2.06743	0.90632	0	0	0.09834	0	0.01539	0.00762	0	0	0	0.01539	1.10572	0	0.34718	0	0	0	0	0
Healthy	2.24629	0	7.66933	1.08249	0	0.63786	0	0	0	0	1.08249	0	0	0.4422	0	0	0	0	0	0
Healthy	5.07684	0	7.94109	0	0.01265	0.02695	0	0	0	0	0	0	0.1415	0	0.04092	0	0	0	0	0
Healthy	15.6826	0	0	0	19.2998	0	2.48964	0.21649	0	0	0	2.48964	2.39639	0	0.92784	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.06495	5.48269	2.32469	4.74711	2.2348	0.18228	0.38209	0.00324	0.22889	0.33038	4.74711	0.38209	0.11125	0	0.06855	0.33038	0.03341	0.22889	0.00548	0
Healthy	0	0	1.59419	2.64713	0	0	0	0	0	8.02528	2.64713	0	0.06908	0.25746	0.0212	8.02528	0	0	0.44783	0.00293
Healthy	1.31131	0	0	2.85085	0	1.20428	0	0	0	0	2.85085	0	0.0636	2.21221	0	0	0	0	0	0.00681
Healthy	0.97537	0	6.24706	8.07389	0	0.41286	2.14575	0.10002	0.17811	0.07027	8.07389	2.14575	0.23765	0	0.11196	0.07027	0.21958	0.17811	0.03112	0.03047
Healthy	2.98876	0	0	0	6.37433	0.08775	8.33886	1.37316	0	0	0	8.33886	3.92601	0	2.98562	0	0.7056	0	0	0
Healthy	6.60374	3.50532	3.41773	0.13825	0.17672	0.13942	0.46752	0.1851	0	0.07264	0.13825	0.46752	0.44228	0	0.73071	0.07264	0.20346	0	0	0
Healthy	2.97352	0	1.04919	0.80363	0	0.54085	0	0	0	0	0.80363	0	0	1.07378	0	0	0	0	0	0
Healthy	0	0	0.54798	0	0	0	0	0	0	0.50719	0	0	0	0	0	0.50719	0	0	0.0214	0
Healthy	5.21003	0	0	0.95902	17.9335	0.78952	0.11678	0.4959	0	0	0.95902	0.11678	0.3463	0	0.8645	0	0.1435	0	0	0
Healthy	6.49238	56.9595	0.2378	0.10527	0.33305	0.63368	0.15958	0.04146	0.00337	0.35644	0.10527	0.15958	0.21441	0	0.11982	0.35644	0.00593	0.00337	0.13376	0
Healthy	7.52053	0	0.02528	0.93218	0	4.76659	0.03859	0.02678	0	0	0.93218	0.03859	0.27262	0	0.24774	0	0.0278	0	0.59564	0
Healthy	0.80016	0	0.40931	0	0	0.01305	0.2298	0.07222	0	0.54085	0	0.2298	0.53856	0	0.06051	0.54085	0.04856	0	0.03385	0.01361
Healthy	14.0417	0	0	0	1.55278	1.33329	0.6931	0.02023	0	0	0	0.6931	0.14915	0	0.19359	0	0.02175	0	0	0
Healthy	5.45303	0	0	1.30712	0.06782	1.46484	0	0	1.57863	0.857	1.30712	0	0.07002	0.00226	0.07927	0.857	0	1.57863	0.14696	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.74267	0	0	3.59929	0	2.4279	0	0	0	0	3.59929	0	0.02035	0	0	0	0	0	0	0
Healthy	0.30363	0	0	2.14425	0	0	0	0	0.38759	0	2.14425	0	0.03159	0	0.01701	0	0	0.38759	0	0
Healthy	4.12252	0	5.9604	3.57931	0	0.15639	3.41432	1.04772	0	0	3.57931	3.41432	1.9417	0	0.53875	0	0.07507	0	0	0
Healthy	23.215	0	9.35367	0	0	1.16061	0.65774	0.15688	0	0	0	0.65774	0.1578	0	0	0	0.08457	0	0	0
Healthy	0.14291	0	1.95071	0	0	1.02144	1.34397	0.17652	0	0.30187	0	1.34397	1.61201	0	0.62035	0.30187	0.11895	0	0.06497	0.00707
Healthy	5.42796	0	2.05135	1.7125	0	0.93007	0.05328	0.01848	0.03088	0	1.7125	0.05328	0.14277	0	0.10428	0	0.00081	0.03088	0	0
Healthy	0	0	0.75986	0	0	0.0773	0.10296	0.69341	0	0	0	0.10296	0.45797	0	0.00852	0	0	0	0	0.07503
Healthy	11.9714	0	9.48795	0	0	0.23099	0.80211	0.40484	0	0	0	0.80211	0.08256	0	0.01949	0	0.18096	0	0	0
Healthy	38.9254	0	0	0	0	0	0	0	0	0	0	0	1.53419	0	0	0	0	0	0	0
Healthy	11.4785	0	2.11968	0.40971	0	1.94778	3.03968	0.72093	0	0	0.40971	3.03968	1.33883	0	1.19986	0	0.20272	0	0	0
Healthy	3.43795	0	0.73034	1.12093	0	0.72676	0.03064	0.25966	0	0	1.12093	0.03064	0.48358	0	0.13264	0	0	0	0	0
Healthy	3.64061	0	1.41618	0.35006	0	0	0.15389	0.13136	0	0	0.35006	0.15389	0.10095	0.00142	0	0	0.08003	0	0	0.00464
Healthy	1.69738	0	0	11.4248	1.3897	0.03144	0	0.06601	0	0	11.4248	0	0.09467	0	0.17513	0	0.02981	0	0	0
Healthy	6.67631	0	0	0	0	1.36327	2.1304	0.13596	0	0	0	2.1304	0.57061	0	1.97413	0	0.00185	0	0	0
Healthy	2.07018	0	4.43529	5.73074	0.95499	0.22786	0.07525	0	0.03325	0	5.73074	0.07525	0.04873	0	0	0	0	0.03325	0	0
Healthy	2.46061	0	0	0	1.61728	0	0.20075	0	0	0	0	0.20075	0.10002	0	0	0	0	0	0	0
Healthy	0	33.8058	3.67275	0.60253	0	1.56844	1.2746	0.23927	0.48708	0.55532	0.60253	1.2746	0.49368	0	0.39552	0.55532	0.22783	0.48708	0	0
Healthy	3.15686	0	0.52677	4.21419	0	0.02163	0.62439	0.03241	4.64083	0	4.21419	0.62439	0.17688	0	0.50416	0	0.51706	4.64083	0	0
Healthy	0.62211	0	0	0	0	0.49157	0.00289	0.01493	0	0	0	0.00289	0.02448	0	0	0	0.03906	0	0	0.01291
Healthy	11.6149	0	0.09375	0	0	2.55292	0.20133	0	0	0	0	0.20133	2.4624	0	1.23435	0	0	0	0	0
Healthy	0	0	0	1.91483	0	0.00371	0.1544	0	0.03961	0	1.91483	0.1544	0.32664	0	0.09811	0	0.03493	0.03961	0	0
Healthy	12.1071	0	0	0	0.02102	1.00735	0.22315	0.03452	0	0	0	0.22315	0.26237	0	0.10513	0	0.0068	0	0	0
Healthy	3.39055	0	1.75979	0	0.22386	0.0464	0.23247	0	0	0	0	0.23247	0.36255	0	0.17827	0	0.01725	0	0	0
Healthy	3.48362	0	0.24056	0.22399	0.0878	0.97975	0.62824	0.00815	0	0.00495	0.22399	0.62824	0.49972	0	0.43671	0.00495	0.00808	0	0	0
Healthy	14.866	0	3.23956	1.07322	0	1.47651	0.63207	0.02192	0	0	1.07322	0.63207	0.43443	0	0.2354	0	0.04747	0	0	0
Healthy	18.2835	0	7.86224	0	0	1.01054	1.70196	0.59507	0	0	0	1.70196	0.50022	0	0.19669	0	0.2513	0	0	0
Healthy	1.76862	0	1.13961	4.51685	1.76603	0.01911	0.44997	0.10115	0.14599	0.3155	4.51685	0.44997	1.73599	0	0.80353	0.3155	0.02848	0.14599	0.03326	0
Healthy	6.18111	0	0	3.55757	5.5018	0.12767	0.01262	0.10347	0	0	3.55757	0.01262	0.50431	0.00396	0.44439	0	0.05259	0	0	0
Healthy	2.2644	0	0	0	0	0.09311	0.00216	0.04144	0	0	0	0.00216	0.16023	0	0.0275	0	0.08063	0	0	0
Healthy	0	0	3.14164	0	0	0	0	0.5627	0	0	0	0	0	0	0	0	0.1922	0	0	0.03161
Healthy	1.8709	0	6.55396	0	0	8.11791	0.3371	0	0	0	0	0.3371	0.04156	0	0.02712	0	0	0	0	0
Healthy	0	0	0.08023	1.588	9.90092	0.08277	5.26659	3.08606	0	0	1.588	5.26659	2.78928	0	3.63786	0	1.31534	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.93397	16.8218	0.37144	0.04283	0.04649	0.13345	0.08972	0	0.02404	0.21959	0.04283	0.08972	0.06539	0	0.05025	0.21959	0	0.02404	0.01566	0
Healthy	0	0	16.9617	0	0	0.71729	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0
Healthy	5.6377	0	2.25106	1.80916	0.10475	0.85613	0.60429	0.06568	0	1.11007	1.80916	0.60429	0.47576	0	0.27109	1.11007	0	0	0.16781	0
Healthy	1.41223	0	0.0354	1.93787	0.03287	0.25254	0	0	0	0.04492	1.93787	0	0.04077	0.02981	0.0567	0.04492	0	0	0.00266	0
Healthy	4.2633	12.8121	0.32658	0.05117	4.2977	0	2.00375	0	0	0	0.05117	2.00375	2.58272	0	0.35885	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.07213	0	0	0	0	0.11761	0	0	0	0	0	0	0
Healthy	0.54196	0	0	3.40687	13.9454	0	0	0	0	0	3.40687	0	0.18143	0	0.04614	0	0	0	0	0
