group	Prevotella	Alistipes	Phytobacter	Odoribacter	Paraprevotella	Alistipes_A	Parasutterella	Bilophila	Ruminococcus_C	Faecalimonas	Prevotella	Mediterraneibacter	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Haemophilus_D	Flavonifractor	Parasutterella	Clostridium_Q	Muricomes
Healthy	0	3.5365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	19.16408	0	0.92595	0	0	0	0	0	0.74382	0	19.16408	4.60224	5.61766	1.78486	5.02823	0	0	0	0	0
Healthy	0	20.63361	0	0.82963	0	0.01472	0.177	0	0	0	0	0.10122	0	0	0.13979	0.06129	0.10112	0.177	0	0
Healthy	0	20.50908	0	0.93765	0	0.03107	0.21624	0	0	0	0	0.13147	0	0	0.122	0.08635	0.10696	0.21624	0	0
Healthy	0	21.08368	6.53906	2.60986	0	0.28	0.03166	0.03176	0	0	0	1.72564	0	0	0.00957	0	0.02395	0.03166	0	0
Healthy	0	17.96179	0	0.85221	0	0	0	0	0.00218	0	0	0.11963	0	0.26823	0	0.80726	0.07574	0	0	0
Healthy	0	9.34827	0	1.06089	0	0.03804	0.00178	0	0	0	0	0.03619	0.04986	0	0.01045	0	0.00191	0.00178	0	0
Healthy	0	2.12241	2.25779	0	0	0	0	0	0	0.95033	0	0.84175	0	0	0.01188	0.43647	0.00369	0	1.83388	0
Healthy	2.47081	7.76484	0	0	0	0	0	0	0	0	2.47081	1.72718	1.04451	0	2.54985	0	0	0	0	0
Healthy	46.9053	1.48742	0	0	0	0	0	0	0	0	46.9053	0	0	0	0	0	0	0	0	0
Healthy	0	20.41624	0	0.87024	0	0.01079	0.21496	0	0	0	0	0.1321	0.01118	0	0.14263	0.10077	0.09378	0.21496	0	0
Healthy	0	1.42388	0.48396	0	0	0.03516	0.06696	0.10238	0	0	0	1.24277	0	0	0	0	0.63022	0.06696	0.15708	0.10729
Healthy	0	5.12765	0	1.06504	0	0	0	0.01272	0.03388	0	0	0.53251	0.07356	0	0.1511	0	0.07683	0	0	0
Healthy	0	20.9522	0.03177	0	0	0.0626	0.02779	0.14068	0	0	0	0.03158	0	0	0	0	0.02784	0.02779	0	0
Healthy	0.76927	2.45168	5.33933	0.74608	0.25759	0.17827	0	0.03537	0.0193	0	0.76927	0.03383	0.21308	0.29827	0.06579	0.00728	0.52412	0	0	0
Healthy	0	20.79109	0.50252	0.55063	0	0.23272	0.00293	0	0.09531	0	0	0.08791	0.07158	0	0.11263	0	0.20043	0.00293	0.0205	0
Healthy	0.07335	4.02135	0.06854	0	0	0.01488	0.00066	0.06499	0	0	0.07335	0.03226	2.63659	0	0.51415	0.09878	0.06997	0.00066	0	0
Healthy	30.2506	4.94921	0	1.15338	0.62839	0.24574	0	0.05635	0.06954	0	30.2506	0.10676	0.381	1.68323	0.23064	0	0.349	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	15.56805	0.16819	1.22653	0	0.06152	0.14799	0.05307	0.06003	0	0	0.09248	0.08009	0	0.04383	0	0.08345	0.14799	0	0
Healthy	0	4.58689	0	0.30775	0.94713	0.01335	0.0141	0.24869	1.64806	0.00122	0	0.01235	0.94915	0	0.35329	0	0.03022	0.0141	0	0
Healthy	0	0	0.77609	0	0	0	0	0	0	0	0	0.0473	0	0	0	0	0.01544	0	0	0
Healthy	4.16846	8.83919	0	2.5973	2.47874	0.00746	0.00148	0	0.00394	0	4.16846	0.19432	0.79835	0	0.60587	0.00574	0.02777	0.00148	0	0
Healthy	0	1.08136	0	1.50519	0	0	0.03347	0	0	0	0	1.23055	0.32514	0	0.56647	0	0.04348	0.03347	0	0
Healthy	0	1.37857	0.32465	0.63857	0.69545	0.05933	0.00369	0	0.02454	0	0	0.61975	0.28758	3.84463	0.33394	0.00188	0.07033	0.00369	0	0.01412
Healthy	0	17.78473	0	0.70243	0	0	0	0	0.00426	0	0	0.13863	0	0.26043	0.03113	0.7776	0.07427	0	0	0
Healthy	0	5.75375	0	0	0	0	0	0	0	0.0069	0	0.92876	0.43875	0	0.42918	0	0.25416	0	0	0.00109
Healthy	10.99475	0	0	0	0	0	0	0	0	0	10.99475	0.50541	0.26351	0.13631	0.22827	0	0.08516	0	0	0
Healthy	0	0.93194	0	0.68627	0	0	0.06726	0	0	0	0	0.09302	0.06148	0	0.22072	0.32129	0.01018	0.06726	0	0
Healthy	0	0.19726	0	0.30914	0	0	0	0.01533	0	0	0	0.0311	0.01414	0	0.11879	0	0.00719	0	0.21123	0.02005
Healthy	0	1.17817	10.2792	0	0	0	0	0.0896	0	0	0	0.69556	0	0	0.13977	0	0.06234	0	0.01516	0.0285
Healthy	44.56042	8.30521	0	1.49151	0.25804	0	0	0.01487	0	0	44.56042	0.22041	0.24857	0	0.13089	0.10061	0.0259	0	0.01571	0.00229
Healthy	18.44766	2.43148	0	0.66242	0.38456	0	0	0	0.38983	0	18.44766	0.69611	0.44294	2.27477	0.20241	0.1786	0.17013	0	0	0
Healthy	0	4.28575	0	1.05607	0	0	0.32375	0.00238	1.24129	0	0	0.51034	0.85649	0	1.48685	0.31579	0.09055	0.32375	0.02355	0.0041
Healthy	1.87086	6.8358	0.1535	1.40001	0	0.00495	0.01279	0.08871	0.00926	0.00266	1.87086	1.00275	1.29556	2.65359	0.65772	0	0.11483	0.01279	0	0
D014607	21.32886	23.69754	1.26181	1.76121	0.15203	0.1841	0.05415	0.039	0	0	21.32886	0.04291	0	0	0.01569	0	0.00282	0.05415	0	0
Healthy	71.33699	0.65698	0.00442	0	0.45663	0.00026	0.04169	0	0.30314	0	71.33699	0.11815	0.04764	0	0.11548	0.27083	0	0.04169	0	0
Healthy	0	3.96722	0.00675	0.85133	0	0	0.36764	0.00186	0.79259	0	0	0.70531	0.27709	0	0.28038	0.10494	0.08221	0.36764	0.10196	0.00895
Healthy	0	3.92033	0	0.62923	0	0	0.00524	0.01416	0	0	0	0.5351	0.04022	3.62986	0.08895	0	0.03703	0.00524	0	0
Healthy	0.00788	5.53495	0	0.78487	0	0.07809	0	0	0	0	0.00788	0.57701	0.34848	0	0.17709	0	0.04348	0	0	0
Healthy	31.91189	0	0	0	0.4529	0	0	0	0	0	31.91189	0	0.0625	0	0.17628	0.03779	0	0	0	0
Healthy	43.91144	0	4.05791	0	0	0	0	0	0	0	43.91144	0.56024	0.02183	0.94659	0.1324	0.00324	0	0	0	0
Healthy	32.72713	4.47109	0.06093	1.22366	1.08653	2.18922	0.02525	1.38187	0	0	32.72713	0.13552	0	0	0	0	0.308	0.02525	0	0
Healthy	1.53426	6.12748	1.58967	0.74994	0.2343	0	0.0008	0	0	0	1.53426	0.6039	0.01955	0	0.15549	0.00321	0.19383	0.0008	0	0
Healthy	13.31218	0	0	0	0	0	0	0	0.23267	0	13.31218	3.0499	3.84222	5.59783	1.61213	0.40844	0	0	0	0
Healthy	0	2.12986	0	1.07915	0	0.02306	0.06619	0	0	0	0	0.65666	0	0	0.05367	0	0.04566	0.06619	0	0
Healthy	0	15.49626	0.21949	0.98077	0	0	0.08297	0.08565	0	0	0	0.00388	0.23065	0	0.38599	0	0.18304	0.08297	0	0
Healthy	29.073	3.80838	0.09903	1.66585	0	0	0.00992	0	0	0	29.073	0.57207	0.40395	0	0.17192	0.00297	0.12661	0.00992	0	0
Healthy	9.77201	0	0	0	0	0	0	0	0.07739	0	9.77201	4.13206	8.15005	0.32028	10.946	0.0753	0	0	0	0
Healthy	0	20.76885	0.09194	0	0	0.08166	0.07824	0.10599	0	0	0	0.39337	0	0	0	0	0.03119	0.07824	0	0
Healthy	76.5522	1.48443	1.75244	0.24201	0	0.07817	0	0	0.14339	0	76.5522	0.01404	0.08203	1.28601	0.04795	0.00663	0	0	0	0
Healthy	0	6.05293	0	0	0	0	0.00099	0.00501	0	0	0	0.25562	0.26941	0	0.17976	0	0.03463	0.00099	0	0
Healthy	0	1.62496	0.06126	0	0.02704	0	0	0	0	0	0	0.24559	1.25756	0	0.27917	0	0.04499	0	0	0
Healthy	6.45476	0.58223	0	0	0	0	0	0	2.5774	0	6.45476	0.85549	0.20882	0	2.00881	0	0	0	0	0
Healthy	0	8.88215	0.03357	0.60842	16.67812	0.04321	0	0.04575	0	4.98721	0	0.19452	0.11784	3.9126	0.12944	0	0.31775	0	0	0
Healthy	44.49039	8.81218	0	0.85037	0.33678	1.49992	0	1.5463	0	0	44.49039	1.61304	0	0.07944	0.00382	0	0.14007	0	0	0
Healthy	0	0.14852	0	0	0	0	0	0	0	0	0	1.05214	0.18036	0	0	3.11775	0	0	0	0
Healthy	0	7.11308	0.1379	1.57107	0	0.23732	0.56031	0.04588	0.07284	0.47921	0	2.34157	0.07717	0	0.27309	0	0.16955	0.56031	0.06142	0.23304
Healthy	0	2.81734	0	0	0.22633	0	0	0	0.1202	0	0	0	0.00793	3.90432	0.15712	0.8832	0	0	0	0
Healthy	0	0	0.25725	0	0	0	0.02592	0.01028	0	0	0	0.04519	0.00141	0	0.02483	0	0.58605	0.02592	0.05254	0
Healthy	0	4.10802	0	2.90812	0	0	0.01676	0.06393	0	0	0	0.16532	0.37004	0	0.17699	0.01154	0.2302	0.01676	0	0.00081
Healthy	0	10.68079	0	0.59582	0	0.14865	0.1559	0	0	0	0	0.4794	0	0	0.19419	0	1.80978	0.1559	0	0
Healthy	0	0.16038	0	0	0	0	0	0	0	0	0	0.88561	0	0	0	0	0	0	0	0
Healthy	0.00782	0	0.39224	0	0	0	0.35406	0	0	0.12763	0.00782	0.09043	0.03028	0	0.03584	0.00061	0.33015	0.35406	0.14772	0.30212
Healthy	0	13.88722	0.09323	2.31445	1.49573	0.0159	0.01043	0	0	0	0	0.24085	0.01946	0	0.08093	0.03129	0.15407	0.01043	0	0
Healthy	0	1.61447	0	0	0	0	0.01562	0	0	0	0	0.08128	0.99656	0	0.23606	1.34731	0	0.01562	0	0
Healthy	0	2.4478	0	0.44496	1.42508	0	0.00297	0	0	0	0	1.16325	0.61511	0	0.35319	0	0.01822	0.00297	0	0
Healthy	33.03401	4.36395	0.09307	1.28191	1.19591	2.14171	0.0279	1.49418	0	0	33.03401	0.16949	0	0	0	0	0.2877	0.0279	0	0
Healthy	10.05404	6.99777	0	0	0.16878	0	0	0.0044	0	0	10.05404	0.50984	0.04993	2.43258	0.14472	0	1.03394	0	0.00184	0
Healthy	0.03206	0	1.60547	0	0	0	0.0386	0	0	0.41633	0.03206	0.03783	0.33232	0	0.0864	0.08277	0.25817	0.0386	0	0.00499
Healthy	0.23732	0.50906	0	0	0	0	0	0	0	0	0.23732	0.08433	0.62483	0	0.17555	0	0	0	0	0
Healthy	0	15.08267	0	0.23801	0	0	0	0	0	0	0	0.50223	0	0	0	0	0	0	0	0
Healthy	0	14.29525	0.09818	0	0	0.18208	0.14634	0	0	0	0	0.33265	0	0	0	0	0.00443	0.14634	0	0
Healthy	0	36.3157	0.03279	2.33924	0.27021	0.03873	0	0.06719	0	0	0	0.27919	0.01674	0	0.01328	0	0	0	0	0
Healthy	0.11106	3.57763	0.72001	0.92151	0	0.03155	0.05072	0.00956	1.05061	0	0.11106	0.00556	1.62376	0	0.97854	0.64406	0.02623	0.05072	0	0.01241
Healthy	0.11496	1.79947	0.01743	0.09366	0.27634	0.00132	0	0	0	0	0.11496	0.81899	0.49462	0	0.33775	0.01908	0.01886	0	0	0
Healthy	0	1.75468	0	0	0	0	0.01362	0	0.90905	0	0	0.33845	0.47892	0	0.36305	0.29812	0	0.01362	0	0
Healthy	0	6.36098	0	0	0	0	1.18589	0.00794	0.21682	0	0	0.33886	0	0	0.09209	2.94243	0.07559	1.18589	0	0
Healthy	0	5.53137	13.1923	0	0	0	0	0.06136	0	0.01286	0	0.05815	0	0	0.00107	0.04549	0.19913	0	0.00605	0
Healthy	0.32345	1.27359	2.01818	0.53769	0.29301	3.91814	0	0	0.01865	0	0.32345	2.46986	0.12353	0	0.02603	0	0	0	0	0.08069
Healthy	0	1.3483	0	0	0	0	0	0	0	0	0	0.10943	0.31462	0	0.09936	0	0	0	0	0
Healthy	0	1.04185	0.03315	0.9418	0	0	0.07643	0	0.51699	0	0	0.0322	1.2367	0	0.85012	0.02898	0.01668	0.07643	0	0
D014607	0.01298	54.29361	0.00394	0.86222	0	0.34122	0.17728	0.03319	0.0099	0	0.01298	0.21885	0.01745	0	0.02091	0.00058	0.03605	0.17728	0	0.00203
Healthy	0	16.91913	0.16289	0	0	0.03372	0.02878	0.16951	0	0	0	0.20794	0	0	0	0	0.0548	0.02878	0	0
Healthy	0	33.53188	0.03111	1.91324	0	0	0.78648	0.017	0.19626	0.01873	0	0.21747	0.02323	0	0.11846	0	0.07177	0.78648	0.00187	0.01078
Healthy	0	2.1029	0	1.00618	0	0.02272	0.04875	0	0	0	0	0.38247	0	0	0.07617	0	0.02105	0.04875	0	0
Healthy	0	2.46794	0.14639	0	0	0	0	0	0.22846	0	0	0.5504	0.53145	1.67791	1.07145	0	0	0	0	0
D014607	62.86834	8.91529	1.01686	0.48611	0.41238	0.00089	0	0.09387	0.01941	0	62.86834	0	0.00306	0	0.02989	0.05498	0	0	0	0
Healthy	0	2.42696	1.06555	0	0	0	0.01398	0.04548	0	0	0	0.00744	0.02614	0	0.04104	0	0.19114	0.01398	0	0
Healthy	11.312	3.44314	0.28402	0	0	0	0	0	0	0	11.312	3.837	1.36367	0	0.19558	0	0	0	0	0
Healthy	11.7915	0.58555	0	0	0	0	0	0	0	0	11.7915	0	0	0	0	0	0	0	0	0
Healthy	0	15.05257	0	0	4.20586	0	0	0	0	0	0	0.82782	0	0	0	0	0	0	0	0.01675
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.4838	0	0	0	0	0	0	0
Healthy	0	2.66429	0	0.78505	0	0.01187	0	0	0	0	0	0.60094	0.39094	0	0.19088	0	0.00757	0	0	0
Healthy	0	9.58692	0	0.51441	0	0.0098	0.08668	0.04467	0	0	0	0.30832	0	0	0	0	0.02935	0.08668	0	0.01084
Healthy	0	4.90628	20.6834	0	0	0	0	0	0	0	0	0	0.7017	1.48207	0.34607	0	0	0	0	0
Healthy	0.64249	0.30379	0	0	0	0.09711	0.01024	0	0	0	0.64249	0.63146	2.09622	0	1.59182	0	0.00453	0.01024	0	0
Healthy	0	7.19235	0	0	0	0.00976	0	0.12192	0.00458	0	0	0.01774	0	0	0.01225	0	0.0534	0	0	0.02346
Healthy	0	24.0518	0	0.83085	0	0.07443	0.39274	0	0	0	0	0.1164	0.00911	0	0.06034	0	0.16747	0.39274	0	0
Healthy	0	7.60927	0	1.60826	0	0	0	0	0	0	0	0.1638	0.22113	0	0.52659	0	0.05698	0	0	0
Healthy	0.50481	6.74115	0	1.59556	0	0	0	0.07208	0	0	0.50481	1.36706	0.63327	0.03572	0.44666	0.01432	0.00706	0	0	0
Healthy	40.8438	18.19049	0.15504	0.38911	0	0.83019	0.00215	0.00191	0	0	40.8438	0.00522	0.77876	0	0.26691	0.01219	0.00324	0.00215	0	0.00055
Healthy	0	20.68711	0.38987	0.5541	0	0.20934	0.00697	0	0.10543	0	0	0.12152	0.05268	0	0.08202	0	0.20912	0.00697	0.01813	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0	0	0	0
Healthy	0	0.00749	1.00259	0	0	0	0	0	0	0.86659	0	0.53861	1.12242	0	0.19873	0.09644	0.01476	0	0	1.12207
Healthy	0	2.20671	0	1.08832	0	0	0.01398	0	0.11982	0	0	1.17737	0.5294	0	0.65583	0	0	0.01398	0	0
Healthy	0	7.68235	0.64108	0.84552	0	0.00156	0.00676	0.1571	0	0	0	0.67769	0.07329	0	0.0508	0	0.07871	0.00676	0	0
Healthy	0	0.21353	1.3679	0	0	0	0	0.00223	0.0047	0	0	0.09996	5.107	0	2.10944	0	0	0	0	0
Healthy	0	32.42153	0	0.9065	0	0.26826	0.16304	0	0	0	0	0.00538	0.01951	0	0.04978	0	0.1273	0.16304	0	0
D014607	0.23613	10.7368	0.05401	0	0	0.02817	0	0	0.10608	0	0.23613	0.03229	0	0	0.06577	0.01678	0	0	0	0
Healthy	9.0963	0	0	0	0	0	0	0	0	0	9.0963	2.43794	1.29905	7.31724	0.97151	0	0	0	0	0
Healthy	0	0.80972	0.08118	0.40482	0.1033	0	0.02763	0	0	0	0	0.44931	0.12885	0	0.26865	0.05196	0	0.02763	0	0
Healthy	0	0	28.7052	0	0	0	0	0.01384	0	0	0	0.24765	0	0	0	0	0	0	0	0.10883
Healthy	0	14.47415	0.06349	0.59111	0	0.23222	0.1421	0	0	0	0	0.16015	0	0	0	0	0.02791	0.1421	0	0
Healthy	0	0.32685	0	0.56335	0	0	0	0	0	0	0	0.26059	0.42255	0	0.10494	0.03009	0.00341	0	0.10582	0
Healthy	0	0.27472	0	0	0	0	0.34289	0	0	0	0	0.65706	0	0	0.12434	0	0	0.34289	0	0
Healthy	0	22.77302	0.01798	0.09085	0	0.03647	0.0115	0.00401	0	0	0	1.3178	0	0	0.00225	0	0	0.0115	0	0
Healthy	0.01874	0.00716	16.8964	0	0	0	0	0	0.26694	0	0.01874	0.30259	0.58624	0	0.52792	2.65489	0	0	0	0
Healthy	0	20.54362	0	0.85661	4.10357	0.03355	0.02515	0.04428	0.09494	0	0	0.06565	0	0	0.0467	0.0414	0	0.02515	0	0.05337
Healthy	0	34.83438	0.068	2.30115	0.32053	0.03323	0	0.05116	0	0	0	0.12393	0.00941	0	0.01693	0.00454	0	0	0	0
Healthy	0	3.83753	0	0.52079	0.61607	0.04133	0.00146	0	0	0	0	1.82267	1.66685	0	1.20918	0	0.0793	0.00146	0	0
Healthy	0	16.12562	0.32147	0.71369	0	0.02703	0.22596	0.06523	0	0	0	0	0.0462	0	0.04165	0	0.01499	0.22596	0	0
Healthy	0	0	7.12808	0	0	0	0.06749	0	0	0.08893	0	0.01381	10.7726	0	0.22406	1.23057	0	0.06749	0	0
Healthy	0	2.39657	0.1197	0.62153	0	0.01888	0	0.00588	1.2763	0.44688	0	0.26212	0.73469	0	0.27479	0	0.05457	0	0	0
Healthy	39.53481	0	3.34255	0	0	0	0	0.00086	0	0	39.53481	1.97136	0.01539	7.08862	1.10572	0.05385	0.00551	0	0	0
Healthy	0	13.23254	0	0.2094	0	0	0	0	0	0	0	0.52464	0	0	0	0	0	0	0	0
Healthy	0	14.49528	0.14355	1.85105	0	0	0.03423	0.09241	0	0	0	0.1095	0	0	0.1415	0	0.12766	0.03423	0	0
Healthy	2.11984	0	0	0	0	0	0	0	0	0	2.11984	0.66879	2.48964	4.61632	2.39639	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.58449	0	0	0.33586	0	0	0	0	0	0	0.01922	0.38209	0	0.11125	2.00589	0	0	0	0
Healthy	0	29.95533	0.26276	1.3284	8.47311	0.2633	0.00596	0.03855	0	0	0	0.23139	0	0	0.06908	0.23714	0	0.00596	0	0
Healthy	0	8.17729	0.08539	1.00955	0	0.2314	0.20211	0.02416	0	0	0	2.19943	0	0	0.0636	0	0.10024	0.20211	0	0
Healthy	0.00648	0.19656	0.89547	1.68487	0.10139	0	0	0.00038	0	0	0.00648	0.13568	2.14575	0	0.29038	0	0.12098	0	0.01235	0.12559
Healthy	3.52148	0	0	0	0	0	0	0	0.03538	0	3.52148	2.45937	8.33886	8.10433	3.92601	0	0	0	0	0
Healthy	0.89186	2.02776	0	0	0.07264	0.39214	0	0	0.38177	0	0.89186	0.93634	0.46752	3.58224	0.44228	0	0	0	0	0
Healthy	0	27.69983	0	0.39195	0	0	0	0	0	0	0	2.09705	0	0	0	0.05039	0	0	0	0
Healthy	0	40.26652	0	0	0.52859	0.35403	0	0.00456	0	0	0	0	0	0	0	0	0.08153	0	0	0
Healthy	0.26595	1.23038	0.05816	0	0	0	0.12305	0	0	0.00493	0.26595	2.08485	0.11678	0	0.3463	1.42766	0.00402	0.12305	0	0
Healthy	0	0.70354	0	0.29838	0.4902	0	0	0	0	0	0	0.48238	0.15958	0.5885	0.21441	0	0	0	0	0
Healthy	43.7728	1.72236	0.18506	0.74879	0.59564	0.04423	0	0.00941	0	0	43.7728	0.01296	0.03859	0	0.28234	0	0.04539	0	0	0
Healthy	48.8652	3.01014	0	2.12338	0.5747	0	0	0.03219	0	0.31157	48.8652	0.0266	0.2298	0	0.5596	0	0.05208	0	0.00987	0.00081
Healthy	0.24672	0	2.85515	0	0	0	0.02403	0.03549	0.04467	0	0.24672	0.26985	0.6931	0	0.14915	0	0.02122	0.02403	0	0
Healthy	0	14.44009	1.65118	1.51454	1.00396	0	0.0748	0	0	0	0	0.10377	0	0	0.07002	0	0.21708	0.0748	0	0
Healthy	0	0.64899	0	0	0	0	0	0	0	0	0	0.05948	0	0	0	0.17285	0.00469	0	0	0
Healthy	0	2.27743	0	1.00833	0	0.03826	0.04503	0	0	0	0	0.58771	0	0	0.02035	0	0.03627	0.04503	0	0
Healthy	0	15.89682	0.56952	2.84104	0	0	0.00215	0	0	0	0	0.00824	0	0	0.03159	0.08951	0.07248	0.00215	0	0
Healthy	0.01992	0.64282	0.26265	0	0	0	0.13331	0	0.40494	0	0.01992	0.21469	3.41432	0	1.9417	1.04259	0	0.13331	0	0
Healthy	0	2.03309	0	0	0	0	0	0	0	0	0	0.1218	0.65774	0	0.1578	0.45025	0	0	0	0
Healthy	0	0.65386	0.68164	0	0.36684	0	0.04844	0.06883	0	0	0	0.03402	1.34397	0	1.61201	0	0	0.04844	0.33454	0.02454
Healthy	0	4.11483	0	0.63445	0	0	0.01707	0.01429	0	0	0	0.64108	0.05328	3.68487	0.14277	0	0.048	0.01707	0	0
Healthy	0.00809	0.00043	0.13819	0	0	0	0	0	0	0.06245	0.00809	0.03696	0.10296	0	0.45797	0	1.25346	0	0.39879	0.11371
Healthy	0	3.39233	0	1.43904	0	0	0.08213	0	0	0	0	0.1201	0.80211	0	0.08256	0.2193	0	0.08213	0	0
Healthy	0	1.66159	0	0	0	0	0	0	0	0	0	3.78048	0	0	1.53419	0	0	0	0	0
Healthy	0	0.07961	0	0	0	0	0.05476	0	0	0	0	1.98295	3.03968	0	1.33883	0.03632	0.10424	0.05476	0	0
Healthy	0	8.08774	0	0	0	0	0	0.07263	0	0	0	0.00717	0.03064	0	0.48358	0	0	0	0	0
Healthy	0.01418	0.02724	0.18599	0	0	0.00346	0.00555	0.00738	0.09392	0.00092	0.01418	0.06567	0.15389	0	0.10095	0	0.41078	0.00555	0	0.02962
Healthy	0.33275	18.16255	0.02468	1.16115	0	0	0.01495	0	0	0	0.33275	1.60657	0	0	0.09467	0.14588	0.01683	0.01495	0	0
Healthy	0	0.2078	0.08293	0	0	0	0	0	0	0	0	1.218	2.1304	0	0.57061	0.00765	0.2531	0	0.00185	0
Healthy	0	16.07183	0.2024	1.28037	0	0.046	0.16598	0.06719	0.05309	0	0	0.05384	0.07525	0	0.04873	0	0.0704	0.16598	0	0
Healthy	10.08932	0	0.51966	0	0	0	0	0	0	0	10.08932	0	0.20075	21.9733	0.10002	0	0	0	0	0
Healthy	24.9152	0.56157	0	0	0.55532	0	0	0	0	0	24.9152	0.39496	1.2746	1.82274	0.49368	0	0	0	0	0
Healthy	19.5973	3.27815	0.02214	0	0	0	0	0	0	0	19.5973	1.97253	0.62439	0	0.17688	0	0	0	0	0
Healthy	0	0	0.29681	0	0	0	0.03171	0.00787	0	0	0	0.04244	0.00289	0	0.02448	0	0.64559	0.03171	0.02248	0
Healthy	6.34823	0.90641	0	0	0	0	0	0	2.89881	0	6.34823	0.70346	0.20133	0	2.4624	0	0	0	0	0
D014607	0.00976	0.65544	0.44296	0	0	0	0	0.00638	0	0	0.00976	0.08129	0	0	0.00078	0	0.00791	0	0	0
Healthy	0	9.308	0.11684	0	0	0.37427	0	0.00172	0.00188	0	0	0.02546	0.1544	0	0.32664	0	0.19616	0	0.05353	0.02981
Healthy	0	3.41586	0.01657	0	0	0.1008	0.00256	0	0	0	0	0.66878	0.22315	0	0.26237	0	0.1028	0.00256	0	0.00053
Healthy	0	15.46869	0.17989	0.9252	0	0	0.10726	0.14138	0	0	0	0.31853	0.23247	0	0.36255	0	0.14087	0.10726	0	0
D014607	0.11873	45.2696	0.70307	1.28418	0	0.00701	0.19222	0.10796	0.01096	0	0.11873	0.10466	0.01286	0	0.04592	0	0.09561	0.19222	0.01288	0.00267
Healthy	54.3964	0.04388	0	0.6317	0.00495	0	0.00299	0	0.29708	0	54.3964	0.38162	0.62824	3.47911	0.49972	0.05402	0	0.00299	0	0
Healthy	0.07067	4.67666	0.01013	0.96066	0	0	0	0.04873	0.43123	0	0.07067	0.97042	0.63207	0	0.43443	0.18527	0.0138	0	0	0
Healthy	0	0.99395	0	0	0	0	0.06174	0	0	0	0	0.10104	1.70196	0	0.50022	0.3364	0	0.06174	0	0
Healthy	0.14091	5.13706	0	2.62379	0.34876	0.18158	0.00135	0.08453	0.18136	0	0.14091	0.0121	0.44997	0	2.16521	0	0.03949	0.00135	0	0
Healthy	2.41538	18.8599	0.0405	0.95603	0	0	0.03783	0	0	0.79569	2.41538	3.73922	0.01262	0	0.50431	0.29165	0	0.03783	0	0
Healthy	0	9.48938	0.01778	0	0	0	0	0	0.18022	0	0	0.18531	0.00216	3.38076	0.16023	2.1511	0.01742	0	0	0
Healthy	0.02464	0	1.05669	0	0	0	0	0	0	0	0.02464	0.01241	0	0	0	3.39642	0.14989	0	0.05847	0.04117
Healthy	0	1.29089	0.08528	0	0	0	0	0.04218	0	0	0	0.16163	0.3371	0	0.04156	0	0.09147	0	0	0
Healthy	1.05486	2.89757	0	0	0	0	0	0	0	0	1.05486	0.23853	5.26659	0	2.78928	0	0	0	0	0
Healthy	0	0	0.00095	0	0	0	0	0	0	0	0	0.00652	0	0	0	0.00044	0	0	0	0
Healthy	56.9411	0.21386	0	0	0.23525	0	0	0	0.14706	0	56.9411	0.203	0.08972	0.31573	0.06539	0	0	0	0	0
Healthy	0	2.44293	0	0	0	0	0.0663	0	0	0	0	0.03704	0	0	0	0	0.04955	0.0663	0	0
Healthy	0	2.94931	0	1.34345	1.27788	0.02673	0.00395	0	0.0116	0	0	0.75319	0.60429	0	0.47576	0.4149	0.00501	0.00395	0	0
Healthy	31.66929	12.19414	0.04719	2.37593	0.04758	2.00687	0	1.39254	0	0	31.66929	0.38733	0	0	0.04077	0	0.0821	0	0	0
Healthy	0	0.02431	3.31039	0	0	0	0	0	0.18326	0	0	1.55259	2.00375	0	2.58272	0	0	0	0	0
Healthy	0	0	13.2784	0	0	0	0	0	0	0	0	0.27263	0	0	0.11761	0	0.01138	0	0	0.13191
Healthy	0	6.28093	0	0	0	0	0.0696	0	0	0	0	3.10095	0	0	0.18143	0	0	0.0696	0	0
Healthy	0	0.28107	0	1.95587	0	0	0.00248	0	0	0	0	1.02362	0.07774	0	0.0521	0	0	0.00248	0	0
Healthy	0	1.97128	0	1.48754	0	0.01783	0.06265	0.00559	0	0	0	0.03345	0.07446	0	0.2434	0	0.02937	0.06265	0	0
D014607	71.9952	0.04355	1.9689	0	0	0	0.07223	0.00121	0	0	71.9952	1.66165	0.00032	0	0.01766	0.08284	0.00059	0.07223	0	0
Healthy	28.5028	7.00477	0	0.53444	0	0.33213	0	0	0.06017	0	28.5028	0.29018	1.34108	0	0.46681	0	0.08197	0	0.00089	0.00053
Healthy	4.60795	4.32219	0.37948	0	0	0.13108	0	0	0	0	4.60795	5.71752	0.40161	0	0.52378	0	0	0	0	0
Healthy	11.9298	11.23387	0.47618	1.04078	3.09418	0.41314	0	0.14253	0	0	11.9298	0.68097	0	0	0.42368	0.00378	0.09813	0	0.17328	0.01686
