group	Agathobacter	Collinsella	Enterocloster	Anaerobutyricum	Bariatricus	Holdemanella	Blautia_A	Dorea	Eubacterium_I	Coprococcus_A	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	0.64263	0.05465	0.50189	0.34197	0.79107	1.36857	0.203	0.40731	0.0739	0.19834	3.10792	0.64263	0.06341	0.42114	0.4985	0.50189	0.05465	0.79107	0.203	0.40731
D009765	0	0.0656	0.98066	1.37664	1.22174	2.31791	0.72833	0.97974	0.70247	0.6109	8.36916	0	0.35999	0.49229	3.01353	0.98066	0.0656	1.22174	0.72833	0.97974
Healthy	0	0	0.17893	0	0	0	0	0.05143	0	0	3.7263	0	0	0	0.24875	0.17893	0	0	0	0.05143
Healthy	0.07269	2.6492	0.69025	1.94997	0.65302	0	0.79192	0.27774	1.15438	0.51608	5.01807	0.07269	0.18273	0.40644	0.17945	0.69025	2.6492	0.65302	0.79192	0.27774
Healthy	0	0.61158	0.10542	0.07633	0	0.12394	0.12935	0.02758	0	0	2.29966	0	2.15857	0	0.08465	0.10542	0.61158	0	0.12935	0.02758
Healthy	2.94227	0.31888	1.29772	1.76033	1.02057	3.73091	0.42614	0.45329	0.09311	0.39519	5.39272	2.94227	0	1.41538	0.065	1.29772	0.31888	1.02057	0.42614	0.45329
Healthy	0.84345	0.46059	0.38677	0.70712	0.55803	1.23508	0.4394	0.36195	0.2104	0.16875	4.03194	0.84345	0.10895	0.86361	0.90509	0.38677	0.46059	0.55803	0.4394	0.36195
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.80182	2.36464	0	0.02376	0	0	0.01208	0.02128	0	0.57054	1.87498	0.80182	8.37613	0	0	0	2.36464	0	0.01208	0.02128
Healthy	0	0.05245	0.40787	0.00875	0	0	0.04465	0	0	0	5.18213	0	0	0	0.07597	0.40787	0.05245	0	0.04465	0
Healthy	0.61543	0.1284	0.12221	0	0.0214	0	0.0373	0.00978	0	0	7.65713	0.61543	0.35052	0.71187	0.10633	0.12221	0.1284	0.0214	0.0373	0.00978
Healthy	2.21299	0	0.87392	0	0.14132	0.68798	0.14994	0	0	0	0	2.21299	10.2253	0.49951	0.29187	0.87392	0	0.14132	0.14994	0
D009765	37.8718	2.11633	1.89636	1.4738	1.33902	1.1748	0.30702	0.82567	0.20429	0.32917	7.32191	37.8718	11.4362	1.09715	2.73466	1.89636	2.11633	1.33902	0.30702	0.82567
Healthy	3.44851	0.03368	0.14821	0.34331	0.28028	0	0.36471	0.20406	0.02875	0.08176	8.62455	3.44851	1.76594	2.77109	0.69862	0.14821	0.03368	0.28028	0.36471	0.20406
Healthy	0.25598	0.02815	0.14483	0	0	0	0	0	0	0	5.47994	0.25598	0.62269	0.42536	0.00581	0.14483	0.02815	0	0	0
Healthy	1.29812	0.26007	0.10612	0.40984	0.38043	0	0.39031	0.14706	0.07587	0.1402	5.76962	1.29812	1.44283	1.9747	0.39898	0.10612	0.26007	0.38043	0.39031	0.14706
Healthy	1.76912	0	0.01813	0	0	0	0	0	0	0	0.09365	1.76912	0	0	0.27053	0.01813	0	0	0	0
Healthy	0.47435	0.03267	0.26404	0.33856	0.20998	0	0.23492	0.12304	0.04962	0.09218	4.65881	0.47435	0.16417	1.44677	0.05988	0.26404	0.03267	0.20998	0.23492	0.12304
Healthy	0.6305	0.09209	0.11403	0	0.01267	0	0.0375	0.01071	0	0	7.7549	0.6305	0.27677	0.67966	0.06159	0.11403	0.09209	0.01267	0.0375	0.01071
Healthy	11.8794	1.45176	1.31911	0.44028	0.27979	0	2.69181	1.13421	0.03861	0	17.4044	11.8794	6.49289	4.70307	5.30875	1.31911	1.45176	0.27979	2.69181	1.13421
D009765	14.2146	6.89658	0.02333	0.66077	0.1707	0	1.61428	1.28605	0	0	8.47436	14.2146	0	4.17042	4.21936	0.02333	6.89658	0.1707	1.61428	1.28605
Healthy	5.25405	0.5983	0.37219	0.29592	0	0	0.16356	0	0.02271	0	8.32259	5.25405	0.00579	5.83437	1.1636	0.37219	0.5983	0	0.16356	0
Healthy	22.2305	0	0.04878	0.89059	0	0	1.08347	1.1278	0.36839	0	8.58025	22.2305	5.99244	1.85037	3.27933	0.04878	0	0	1.08347	1.1278
Healthy	3.18293	0.67306	0.17608	0.09302	0.07628	0	0.06887	0.01157	0	0.02991	0.85075	3.18293	4.59685	0.46082	0.07454	0.17608	0.67306	0.07628	0.06887	0.01157
Healthy	2.09805	0.18891	0.00674	0	0.05771	0	0.10534	0	0	0.01477	4.90281	2.09805	0.61751	0.81843	0.15462	0.00674	0.18891	0.05771	0.10534	0
Healthy	0	0.00225	0	0	0	0	0	0	0	0	0.00125	0	0	0	0.00511	0	0.00225	0	0	0
Healthy	0.98672	0	0	0	0	0	0	0	0	0	2.73308	0.98672	0.42532	0.1084	0.05029	0	0	0	0	0
Healthy	0.41278	2.50489	1.39369	2.99236	0.97204	0	0.31708	0.04594	2.95635	0	0.18578	0.41278	14.1537	8.9947	0.02021	1.39369	2.50489	0.97204	0.31708	0.04594
Healthy	17.3961	0.90387	3.89868	3.89335	0.20452	6.45829	1.37881	1.32099	0.3528	0.36299	5.41291	17.3961	0	6.00261	1.48507	3.89868	0.90387	0.20452	1.37881	1.32099
Healthy	0.83143	0.35908	0.22169	0.05909	0.23805	0.18138	0.11127	0.03974	0	0.02536	2.28317	0.83143	5.01861	2.57965	0.53875	0.22169	0.35908	0.23805	0.11127	0.03974
Healthy	0.69666	0	0	0	0	0	0.04611	0	0	0	4.09215	0.69666	0	2.76024	0.60467	0	0	0	0.04611	0
Healthy	12.0184	0	0.80409	1.22033	0.46988	0	1.14523	0.17836	0.48207	0	3.99635	12.0184	0	5.13131	0.90964	0.80409	0	0.46988	1.14523	0.17836
Healthy	14.9066	0.38212	1.59929	0.56233	0.91667	0	0.56188	0.28608	0.50258	0	6.25914	14.9066	0.00158	4.70369	0.22518	1.59929	0.38212	0.91667	0.56188	0.28608
Healthy	2.80319	0	0	0.01665	0	0	0.11803	0.03945	0.01422	0.02795	3.62763	2.80319	0	7.21246	0.139	0	0	0	0.11803	0.03945
Healthy	0	4.22563	0	0	0	0	0	0	0	0	1.07571	0	0	0	1.19916	0	4.22563	0	0	0
Healthy	0.80859	8.95019	7.26931	0.16818	1.49928	0	2.332	1.68667	0.01082	0.24862	1.24417	0.80859	0.97543	0	0.11856	7.26931	8.95019	1.49928	2.332	1.68667
Healthy	1.82578	0	0.02211	0	0	0	0	0	0	0	0.07152	1.82578	0	0	0.13745	0.02211	0	0	0	0
Healthy	8.29704	1.42719	0	0	0	0	0	0	0	0	43.918	8.29704	3.48931	2.02983	0.63698	0	1.42719	0	0	0
D009765	3.64791	0.0484	0.47993	0.99138	0.29621	2.02005	0.34604	0.53115	0.12101	0.06612	0.80261	3.64791	3.30533	0.20407	0.04692	0.47993	0.0484	0.29621	0.34604	0.53115
D009765	7.603	3.60675	3.15323	1.05564	1.33993	0	0.88504	1.04677	0.09116	0.02199	8.16701	7.603	5.57839	3.20968	0.69928	3.15323	3.60675	1.33993	0.88504	1.04677
Healthy	1.46801	0.63418	0.59154	0	0.11048	0.0443	0.02619	0.03642	0.0566	0	1.48175	1.46801	1.57584	0.39629	0.39467	0.59154	0.63418	0.11048	0.02619	0.03642
Healthy	0.5148	0.05625	0	0.03403	0	0	0.08096	0.07273	0.0489	0.01043	3.77448	0.5148	0.36445	2.82113	0.01055	0	0.05625	0	0.08096	0.07273
Healthy	0	1.57438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57438	0	0	0
Healthy	18.3841	0.01118	0.3266	0.16901	0.13527	0	0.19646	0.32851	0.0378	0.0446	0.86119	18.3841	0	1.71791	0.03138	0.3266	0.01118	0.13527	0.19646	0.32851
Healthy	5.06637	0	0.01783	0.31253	0	0.18367	0.16121	0	0	0.02329	3.0314	5.06637	1.68529	2.20858	0.22913	0.01783	0	0	0.16121	0
Healthy	6.82343	0.15239	1.10458	0.50241	1.30375	0	0.52041	0.68119	0.52849	0.30119	3.04289	6.82343	6.64375	1.47639	0.88509	1.10458	0.15239	1.30375	0.52041	0.68119
D009765	5.61554	4.53099	0.75132	0	0.05388	0	0	0	0	0	23.562	5.61554	0	0	0	0.75132	4.53099	0.05388	0	0
Healthy	1.39466	0.42452	0.04732	0.03372	0	0	0.00185	0.01727	0	0	1.6601	1.39466	1.06318	1.40903	0.15858	0.04732	0.42452	0	0.00185	0.01727
Healthy	2.98467	0	0.03207	0	5.84126	0.0566	0	0	0	0	6.36178	2.98467	0.17793	0.22323	0.23992	0.03207	0	5.84126	0	0
Healthy	0.61337	0	0.10281	0	0	0	0	0	0	0	0.97079	0.61337	11.4639	0	0	0.10281	0	0	0	0
Healthy	1.73781	0.0857	0.09192	0.35198	0.20754	0	0.02972	0.04037	0.20067	0.03539	4.17623	1.73781	0.00176	13.1554	0.17297	0.09192	0.0857	0.20754	0.02972	0.04037
Healthy	0	0.05288	0.40605	0	0	0	0	0	0	0	2.16178	0	1.36826	0	0.64089	0.40605	0.05288	0	0	0
Healthy	0.89207	0	0	0	0	0	0.00459	0.00615	0	0	1.65366	0.89207	0	0	0.32548	0	0	0	0.00459	0.00615
Healthy	1.35716	0.66456	0.59491	0	0.09886	0.04495	0.03419	0.05784	0.03232	0	1.29517	1.35716	1.58777	0.40299	0.38141	0.59491	0.66456	0.09886	0.03419	0.05784
Healthy	2.95505	0.21433	0.10587	0.32337	0.26263	1.7435	0.26432	0.17226	0.01653	0.10605	5.87132	2.95505	0.01368	0.93742	0.72306	0.10587	0.21433	0.26263	0.26432	0.17226
Healthy	8.78142	0	0.38502	0.21239	0.15113	0	0.18443	0.07686	0	0.10627	2.45404	8.78142	0.108	2.17556	1.38469	0.38502	0	0.15113	0.18443	0.07686
D009765	11.2722	4.33234	0.62165	0	0.04171	0	0	1.57556	0	0	7.69644	11.2722	1.58187	2.44901	0.67762	0.62165	4.33234	0.04171	0	1.57556
Healthy	0.70061	0.25218	0.03475	0.02848	0.2831	0	0.15261	0.07714	0	0.03891	4.33875	0.70061	6.4294	1.95491	0.29941	0.03475	0.25218	0.2831	0.15261	0.07714
Healthy	1.36786	0.79995	0.33398	0.47034	0.4058	0.39056	0.25385	0.23782	0.11881	0.24564	16.5555	1.36786	0.06543	1.91209	0.23569	0.33398	0.79995	0.4058	0.25385	0.23782
D009765	50.3452	0.95572	0.03322	0.0349	0.11977	0	0.35759	0.13945	0.06124	0.08705	5.11084	50.3452	1.13858	2.7541	0.39066	0.03322	0.95572	0.11977	0.35759	0.13945
D009765	23.9695	0	1.08375	0.47559	0.60577	0	0.18816	0.51534	0.05179	0.0926	1.29711	23.9695	2.89689	1.43721	0.32208	1.08375	0	0.60577	0.18816	0.51534
Healthy	0	0.04671	0.44642	0.00168	0	0	0.03202	0	0	0	5.19471	0	0	0	0.06536	0.44642	0.04671	0	0.03202	0
Healthy	1.69144	0.686	3.6915	1.81776	2.67592	0.81187	0.9475	0.73547	0.12532	0.19484	12.8979	1.69144	2.94463	0.12479	0.09747	3.6915	0.686	2.67592	0.9475	0.73547
Healthy	5.02223	0.22926	0.02423	0	0.19447	0	0.00252	0.03097	0.09196	0	1.30579	5.02223	0	8.10476	0.62923	0.02423	0.22926	0.19447	0.00252	0.03097
Healthy	14.4097	0.18512	0.94611	0.29154	0.55817	0.08872	0.12277	0.25277	0.16128	0.23652	8.76029	14.4097	0.03815	6.45492	0.10836	0.94611	0.18512	0.55817	0.12277	0.25277
Healthy	41.4364	0	0	0	0	0	0	0	0	0	0	41.4364	30.7573	0	1.43403	0	0	0	0	0
Healthy	0.00127	0.00969	0.01778	0.17036	0.18283	0	0.08259	0	0	0	3.49492	0.00127	1.19413	11.92412	0.01409	0.01778	0.00969	0.18283	0.08259	0
Healthy	0.92754	0.05307	0.3915	1.11391	0.4076	0	0.40634	0.29781	0.28929	0.40183	2.78616	0.92754	3.24429	0.74859	0.107	0.3915	0.05307	0.4076	0.40634	0.29781
Healthy	10.8259	0	1.50109	0	0.94817	0	0.74977	0	0	0.35555	9.08445	10.8259	11.2245	6.9661	0	1.50109	0	0.94817	0.74977	0
Healthy	3.30866	0.67858	0.20426	0.07398	0.04444	0	0.06589	0.00934	0	0.01552	0.90277	3.30866	4.44646	0.44179	0.35978	0.20426	0.67858	0.04444	0.06589	0.00934
Healthy	2.91889	0.66124	0.35518	0.29743	0.26523	0	0.08177	0.23262	0.0043	0.14914	5.8699	2.91889	11.4915	0.26685	0.31756	0.35518	0.66124	0.26523	0.08177	0.23262
Healthy	0.69101	0.1782	0.03012	0	0	0	0	0.05432	0.00909	0	0.00346	0.69101	0	0	0.71697	0.03012	0.1782	0	0	0.05432
Healthy	14.7567	0.06596	0.54641	0.9044	0.6418	0	0.58319	0.35799	0	0.25574	3.0521	14.7567	8.97917	0.9581	0.12145	0.54641	0.06596	0.6418	0.58319	0.35799
Healthy	13.5724	0.25373	0.19057	0.38648	0.19099	0	0.20218	0.10815	0.12971	0	3.15906	13.5724	6.04433	0.05381	0.07232	0.19057	0.25373	0.19099	0.20218	0.10815
Healthy	7.38805	0	0.71261	0.28125	0.7138	1.63506	0.39356	0.40075	0	0.1416	0.67358	7.38805	0.80257	3.00927	0.50518	0.71261	0	0.7138	0.39356	0.40075
Healthy	20.1139	0.00305	3.27596	2.34448	1.4215	0	0.50191	0.38286	0.23038	0.108	2.11674	20.1139	0.07611	5.12153	0.03296	3.27596	0.00305	1.4215	0.50191	0.38286
Healthy	0.16027	0	0.18444	0.75834	0.28397	1.32903	0.38034	0.13582	0	0.0023	10.2174	0.16027	0.07585	9.60243	0.80106	0.18444	0	0.28397	0.38034	0.13582
Healthy	3.17786	0	0.03826	0.31453	0	0	0.09934	0	0	0	0.5543	3.17786	0	2.6851	0.1094	0.03826	0	0	0.09934	0
Healthy	5.63784974	0.092177723	0.010289611	0.0220083	0.0244378	0.00271531	0.06773992	0.01957886	0.7498551	0	2.25914	5.63784974	0.0698836	5.2421288	0.006145182	0.010289611	0.092177723	0.0244378	0.06773992	0.01957886
Healthy	3.58553	0.01494	0	0.07717	0.17685	0.56727	0.23566	0.23481	0.07021	0.64355	4.95131	3.58553	0.22081	0.33289	0.48151	0	0.01494	0.17685	0.23566	0.23481
Healthy	0.11346	1.64001	1.11775	3.10326	0.67489	0	0.32119	0.07999	0.0213	0.09824	5.53074	0.11346	7.61055	0.45592	0.77855	1.11775	1.64001	0.67489	0.32119	0.07999
Healthy	0	0	0.14088	0.00404	0	0	0.00657	0.06123	0	0	5.12146	0	0.38569	3.1594	0.02178	0.14088	0	0	0.00657	0.06123
Healthy	0.15777	4.11043	0.24933	1.30867	4.56378	0.95617	1.56052	0.67123	0	0	2.25887	0.15777	22.3016	8.44856	0.01631	0.24933	4.11043	4.56378	1.56052	0.67123
Healthy	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0
Healthy	8.17776	0.11066	0.13367	0.096	0.04814	0.15095	0.07162	0.03949	0	0.0059	1.99781	8.17776	0.57507	0.51627	0.17366	0.13367	0.11066	0.04814	0.07162	0.03949
Healthy	0.35927	0.43123	0.0692	0.06356	0.05279	0	0.025	0.20152	0.05114	0.04513	1.47113	0.35927	2.22292	0.14331	0.19526	0.0692	0.43123	0.05279	0.025	0.20152
Healthy	0.57076	0.16749	0	0	0.45556	0	0	0	0	0	2.10107	0.57076	2.15552	0.27906	0.09142	0	0.16749	0.45556	0	0
Healthy	1.21622	0	0	0.38461	0	0	0	0	0	0	0	1.21622	0	0	8.27181	0	0	0	0	0
Healthy	0	1.21276	0.43831	2.68794	3.47846	0	2.45565	0.32496	0.48916	0.20766	7.08386	0	0.00377	4.85035	0.0012	0.43831	1.21276	3.47846	2.45565	0.32496
Healthy	7.17362	0.41045	0.99433	0.91173	0.57613	0	0.28495	0.35289	0	0.15446	3.54107	7.17362	0	0.71347	0.17793	0.99433	0.41045	0.57613	0.28495	0.35289
Healthy	0.00112	0	2.48452	0	0	0	0.00273	0	0	0	0.00478	0.00112	0.00119	0	0.03404	2.48452	0	0	0.00273	0
Healthy	1.18206	0	0	0	0.04194	0	0.04592	0	0.02773	0	3.28007	1.18206	0	2.59612	0.13905	0	0	0.04194	0.04592	0
Healthy	9.7466	1.04688	0.58846	0.50243	0	0.6195	0.00621	0	0.15754	0	0.00506	9.7466	3.41098	3.62487	0.05614	0.58846	1.04688	0	0.00621	0
Healthy	0	0	4.70859	0	0	0	0.48498	0.14655	0	0	0	0	0.0494	0	0.45404	4.70859	0	0	0.48498	0.14655
D009765	1.30839	0	1.49713	0.59305	0.74651	1.11529	0.50175	0.02118	0	0	0.30962	1.30839	9.79951	0	1.02974	1.49713	0	0.74651	0.50175	0.02118
D009765	7.40694	2.72535	1.48009	0	0.44728	0	0.21353	0.55891	0	0.25782	19.7769	7.40694	0	0	0.55295	1.48009	2.72535	0.44728	0.21353	0.55891
Healthy	0.07039	0.92725	0.04131	0	0	0.09461	0.05924	0.01161	0	0	1.0761	0.07039	0.74773	0.03298	0.05727	0.04131	0.92725	0	0.05924	0.01161
Healthy	0.01257	2.35296	0	0	0	0	0	4.564	0	0	0.02408	0.01257	0.00153	0	0.04476	0	2.35296	0	0	4.564
Healthy	3.74513	0.11277	0.0852	0.0163	0.43606	0.35369	0.27154	0.48937	0.2336	0.22327	15.1186	3.74513	3.63344	0.28116	1.59493	0.0852	0.11277	0.43606	0.27154	0.48937
Healthy	0.0367	2.05149	0	0	0	0	0	0	0	0	13.564	0.0367	0	0	0	0	2.05149	0	0	0
Healthy	3.83749	3.19898	0.8525	0.25558	0.98625	0	0.20452	0.24833	0.36509	0.25146	28.8582	3.83749	0.05463	11.25635	0.04842	0.8525	3.19898	0.98625	0.20452	0.24833
Healthy	2.56004	0.11558	0.39612	0.44736	0.50258	1.92383	0.49125	0.28001	0.05613	0.17545	3.49886	2.56004	6.42915	1.20339	1.799	0.39612	0.11558	0.50258	0.49125	0.28001
D009765	6.85083	2.83953	1.66255	0.36179	0.8823	0.40139	0.53789	0.65903	0.21594	0.34797	17.3456	6.85083	0	0.36548	0.10617	1.66255	2.83953	0.8823	0.53789	0.65903
Healthy	9.59166	0	0.287	0.23719	0.35973	0	0.20947	0.0283	0.05455	0.15587	4.41194	9.59166	4.70449	1.99239	0.96626	0.287	0	0.35973	0.20947	0.0283
D009765	5.21531	0	0	0.2323	0.62945	0	0.18367	0	0	0	0	5.21531	6.4147	0	0.13981	0	0	0.62945	0.18367	0
Healthy	0	1.78512	0	0	0	0	0	0	0	0	0	0	0.00365	0	0.64212	0	1.78512	0	0	0
Healthy	3.53732	0	0.03121	0.05277	0	0	0.02403	0.00645	0	0	2.22525	3.53732	0.96064	1.09884	0	0.03121	0	0	0.02403	0.00645
Healthy	12.4591	1.13196	2.1431	0.70717	0.73042	0	1.64084	1.47408	0.54907	0.2313	9.45304	12.4591	7.14427	5.35463	0.01006	2.1431	1.13196	0.73042	1.64084	1.47408
D009765	49.4539	1.59173	0	0	0	0	0.1881	0	0	0	6.95919	49.4539	0.9686	2.946	0.48065	0	1.59173	0	0.1881	0
Healthy	0.11861	0	0.16615	0	0.26228	0	0.04768	0	0.19765	0	1.37059	0.11861	0	1.69223	0.01062	0.16615	0	0.26228	0.04768	0
Healthy	0.29049	0.1082	0.16001	0	0	0	0.01078	0	0	0	7.29921	0.29049	0.60843	0.48529	0.06493	0.16001	0.1082	0	0.01078	0
Healthy	0	0	0.00784	0	0.02072	0	0.02708	0.04649	0	0	3.99151	0	1.94268	0.20917	0.19869	0.00784	0	0.02072	0.02708	0.04649
Healthy	1.58593	0	0.07113	8.84666	0.01923	0	2.17126	0.44284	2.63295	0	2.83702	1.58593	0	1.32669	1.70105	0.07113	0	0.01923	2.17126	0.44284
D009765	0.3335	7.47048	0.18033	0.15607	0.01363	2.06937	0.48461	0	0	0	5.68451	0.3335	0	0.26222	0.34786	0.18033	7.47048	0.01363	0.48461	0
D009765	25.4336	15.1305	1.91814	0.23881	2.88988	0	0.35087	0.19735	0	0.4892	2.09831	25.4336	6.56348	0.14253	1.80107	1.91814	15.1305	2.88988	0.35087	0.19735
Healthy	0.26104	0.66482	0.28126	0.01584	0.05412	0	0.03711	0.00456	0	0.02355	0.33645	0.26104	0.56984	0	0.02197	0.28126	0.66482	0.05412	0.03711	0.00456
Healthy	0	0	1.04961	0	0	0	0	0	0	0	1.00111	0	0	0	0.08807	1.04961	0	0	0	0
Healthy	4.05971	1.90868	0.70684	0.31549	0.48789	0	0.1464	0.23597	0.24366	0.16864	18.5883	4.05971	0	5.99067	0.63784	0.70684	1.90868	0.48789	0.1464	0.23597
D009765	4.1442	1.03177	0.87501	1.61706	1.51761	0	1.67964	2.44861	0.04088	0.18032	5.61595	4.1442	0.00534	4.6836	0.56824	0.87501	1.03177	1.51761	1.67964	2.44861
Healthy	0.20166	0.39262	0.74356	0.18786	0.3191	0	0.22712	0.01328	0	0.09477	9.53728	0.20166	5.06398	2.32139	0.86525	0.74356	0.39262	0.3191	0.22712	0.01328
Healthy	0	0.87986	0.76773	0.00652	0	0	0.01862	0	0	0	10.8337	0	0	2.00587	0	0.76773	0.87986	0	0.01862	0
D009765	24.5373	4.80685	2.0792	1.62564	1.20059	0	0.77789	1.28745	0.19487	0.18923	2.41329	24.5373	10.0256	3.00773	3.79819	2.0792	4.80685	1.20059	0.77789	1.28745
Healthy	2.51268	0.46236	0.89991	0.92233	0.81106	0	0.63593	0.26538	0	0.16283	5.76993	2.51268	0	2.41505	0.46995	0.89991	0.46236	0.81106	0.63593	0.26538
Healthy	14.3602	0	0.78771	0.69686	0.41053	0	0.64475	0.19805	0.55349	0.04026	3.27257	14.3602	0	4.36714	0.70055	0.78771	0	0.41053	0.64475	0.19805
Healthy	0	0	3.0876	0	5.40973	0	0.32294	0.09924	0	0	2.37781	0	18.2203	0.18197	4.72727	3.0876	0	5.40973	0.32294	0.09924
D009765	9.82845	5.14537	0.483	0	0.16433	0	0	1.30322	0.24137	0	7.59909	9.82845	1.32302	1.99231	1.14233	0.483	5.14537	0.16433	0	1.30322
Healthy	1.39571	0.57896	0.5745	0	0.10729	0.0678	0.02509	0.02468	0.05042	0	1.32729	1.39571	1.64346	0.40856	0.38362	0.5745	0.57896	0.10729	0.02509	0.02468
Healthy	0.08152	0.89556	0.02977	0	0	0.07828	0.04951	0.01157	0	0	1.12375	0.08152	0.75957	0.01328	0.01768	0.02977	0.89556	0	0.04951	0.01157
Healthy	3.59562	0	0.1081	0.57686	0.09647	0	0.38899	0.09745	0.01701	0.11803	18.3281	3.59562	0.01423	0.51759	1.03661	0.1081	0	0.09647	0.38899	0.09745
Healthy	0.12262	0	0.18322	0	0.21811	0	0.04328	0	0.15753	0	1.44688	0.12262	0	1.70649	0.03493	0.18322	0	0.21811	0.04328	0
Healthy	0.31305	0.04906	0.04849	0	0	0	0.02148	0.01103	0	0	5.05959	0.31305	0	1.02675	0.15206	0.04849	0.04906	0	0.02148	0.01103
Healthy	0	1.25652	0.00378	0.14846	0	0.28494	0.37617	0.08754	0	0.0016	0.89583	0	4.6906	0.12542	0.03084	0.00378	1.25652	0	0.37617	0.08754
Healthy	2.86755	0	0	0	0	0	0.12439	0.0104	0.05493	0.03689	3.87401	2.86755	0	6.94371	0.12721	0	0	0	0.12439	0.0104
D009765	7.45348	0.05192	0.04138	0.62732	0	0	0.15373	0.10641	0	0.00912	4.73053	7.45348	4.71658	2.59092	0.3696	0.04138	0.05192	0	0.15373	0.10641
Healthy	0.58748	0.19312	0.15413	0	0.06258	0	0.02961	0.00357	0	0	4.29103	0.58748	0	0.55041	0.02421	0.15413	0.19312	0.06258	0.02961	0.00357
Healthy	0.87537	0	0.01313	0	0	0	0	0.00415	0	0	1.6249	0.87537	0	0	0.07507	0.01313	0	0	0	0.00415
Healthy	8.52677	0.00339	2.19821	0.00388	1.08316	0	0.08205	0.01754	0.00118	0.00316	10.8513	8.52677	0.76158	0.46038	0.82424	2.19821	0.00339	1.08316	0.08205	0.01754
D009765	13.4843	0	0.33881	0.35695	0.11429	0	0.38858	0.12033	0.11908	0	0.06066	13.4843	0.00126	1.98775	0.62297	0.33881	0	0.11429	0.38858	0.12033
D009765	8.10506	0.10245	0.30073	0.07567	0.30176	1.79283	0.08503	0.46147	0.03708	0.09255	7.50866	8.10506	1.69847	6.06586	0.73718	0.30073	0.10245	0.30176	0.08503	0.46147
Healthy	0	0.67321	1.19641	0.98751	2.12778	0	0.75822	0.68383	1.87324	0.10389	17.4011	0	0.00126	5.79729	0.00659	1.19641	0.67321	2.12778	0.75822	0.68383
Healthy	0	0	1.62506	0	0	0	0	0.00463	0	0	3.14028	0	0	0	1.22898	1.62506	0	0	0	0.00463
Healthy	0.00246	0.51558	0.09519	0.42959	0	0	0.12074	0.0016	0	0	5.49107	0.00246	0.58038	5.5048	0.01208	0.09519	0.51558	0	0.12074	0.0016
Healthy	7.60178	0.13939	1.29808	0.73121	0.50514	1.50918	0.28389	1.06309	0.20902	0.37138	3.40304	7.60178	2.21228	3.6493	0.05139	1.29808	0.13939	0.50514	0.28389	1.06309
Healthy	9.90669	0.15016	2.1602	1.03978	1.68762	0	0.45775	0.7072	0	0.11588	6.36972	9.90669	0	1.87418	0.39182	2.1602	0.15016	1.68762	0.45775	0.7072
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.23623	0.93564	0.87724	4.5156	3.15534	0	1.27047	1.24695	0.5284	0.55142	9.06802	2.23623	1.67941	1.49506	0.07328	0.87724	0.93564	3.15534	1.27047	1.24695
D009765	12.5719	2.96482	1.37451	0.84157	1.36595	0	0.55648	0.24192	0.10114	0.46221	6.83896	12.5719	7.88799	2.38163	1.08912	1.37451	2.96482	1.36595	0.55648	0.24192
Healthy	4.88074	1.39592	0.34312	1.3009	0.3641	0	1.64244	0.14764	0.29259	0.20745	2.43324	4.88074	2.56418	4.19066	0.50597	0.34312	1.39592	0.3641	1.64244	0.14764
Healthy	0	0	7.02272	0	0	0	0.15351	0	0	0	2.23839	0	0	0	3.48305	7.02272	0	0	0.15351	0
Healthy	16.8664	0	0.64255	0.79503	0.16036	0	1.60375	0.30988	0	0.24402	0.28659	16.8664	33.6743	0.44165	4.1452	0.64255	0	0.16036	1.60375	0.30988
Healthy	0	0.26862	0	0	0	0	0	0	0	0	0.00929	0	0	0.00393	0	0	0.26862	0	0	0
Healthy	1.69392	1.90068	0.74004	2.5476	1.36619	2.45298	3.14687	1.79382	0	1.62851	12.0217	1.69392	5.68306	0.50884	2.04213	0.74004	1.90068	1.36619	3.14687	1.79382
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.1989	0.27924	1.07522	0.23696	0.64783	0.13116	0.23226	0.17809	0.0123	0.09434	3.7955	1.1989	7.72785	0.1556	0.22327	1.07522	0.27924	0.64783	0.23226	0.17809
Healthy	9.73101	0	3.42406	5.09754	0.61399	0	2.04584	1.21904	0.28109	0.41828	0.87115	9.73101	31.3647	0.68128	0.10021	3.42406	0	0.61399	2.04584	1.21904
D009765	3.83841	0	1.74718	0	1.0767	2.72707	0.04054	0	0	0	0	3.83841	0	0	0	1.74718	0	1.0767	0.04054	0
Healthy	0	0	0.91361	0.41531	0.10393	0	0.13553	0.16664	0	0	0	0	0	0	0.98103	0.91361	0	0.10393	0.13553	0.16664
Healthy	1.33839	4.9657	0.95457	1.77823	0.52744	0.87965	1.28024	0.84486	0	1.07548	3.49802	1.33839	1.07475	0	1.51294	0.95457	4.9657	0.52744	1.28024	0.84486
