group	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Gammaproteobacteria	Verrucomicrobiae	Bacilli	Methanobacteria	Desulfovibrionia	
Healthy	1.15581	0		65.70584	2.41679	1.15581	0	0	0	0	
Healthy	0.37923	0		45.01472	22.65154	0.37923	0.57529	0.66552	3.47638	0	
Healthy	0.05193	0		7.75441	78.95978	0.05193	0	0.05588	0	0	
Healthy	3.06927	0.55837		63.99492	27.91566	3.06927	0	0.10023	0	0.55837	
Healthy	33.33013	0.0392		25.16801	20.60257	33.33013	0.00032	1.55892	0	0.0392	
Healthy	3.02483	1.4564		70.46586	10.73663	3.02483	0	0.2631	0.01845	1.4564	
Healthy	1.07871	0		15.74434	60.5632	1.07871	0	0.85433	0	0	
Healthy	0.7445	0.0151		75.927	5.56522	0.7445	3.84496	0.00174	0	0.0151	
Healthy	6.77258	0		0.01052	0.00555	6.77258	0	2.30851	0	0	
Healthy	1.15883	0		27.96087	56.4659	1.15883	0.79342	0.50095	0	0	
Healthy	0.11834	0.33033		66.09812	7.81577	0.11834	10.3809	0.06045	0	0.33033	
Healthy	2.30696	0.07805		25.51014	46.58071	2.30696	0	8.3062	0.79834	0.07805	
Healthy	1.28625	0		42.76044	15.21916	1.28625	0.1126	0.04718	0	0	
Healthy	0	0		18.16758	59.87065	0	0	0	0	0	
Healthy	0.04987	0		69.40911	20.89916	0.04987	3.13991	0	0	0	
Healthy	3.46633	0.07362		36.09966	13.54224	3.46633	6.58545	0.01273	0	0.07362	
Healthy	0.80756	0		71.1126	15.29239	0.80756	0.70914	0.14904	0	0	
Healthy	16.31031	0		20.00069	6.78869	16.31031	0	0.0204	0	0	
Healthy	0.16402	0.0016		78.57875	8.67235	0.16402	0	0.07383	0	0.0016	
Healthy	2.53961	0.01993		49.82563	34.30477	2.53961	0	0.6915	0.0691	0.01993	
Healthy	1.07337	0.40904		64.93079	23.22536	1.07337	0	0.06825	0	0.40904	
Healthy	14.84018	0.18958		39.03604	12.4343	14.84018	0.3477	1.06066	0.07517	0.18958	
Healthy	0.50622	0.00253		88.7654	2.54611	0.50622	0	0.23153	0	0.00253	
Healthy	2.98359	0.0383		79.91048	12.398	2.98359	0	0.0839	0	0.0383	
Healthy	1.52766	0.13826		64.14272	13.57223	1.52766	0	0.03122	0.17643	0.13826	
Healthy	5.42452	0.35495		38.36526	11.91527	5.42452	1.4567	0.53138	3.08044	0.35495	
Healthy	7.93719	0		72.02697	11.04985	7.93719	0	0.0021	0	0	
Healthy	0.70627	0.02838		80.84169	5.40666	0.70627	3.57301	0	0	0.02838	
Healthy	0.89157	0.37016		25.1195	19.94983	0.89157	0.69873	1.80416	0	0.37016	
Healthy	0.07799	0		54.63981	22.11388	0.07799	0	0.97723	0	0	
Healthy	33.36608	0.01308		10.18654	0	33.36608	0	0.94281	0	0.01308	
Healthy	0.08336	0		55.82578	25.20788	0.08336	0.01236	8.9778	1.90301	0	
Healthy	0.00387	0.01052		74.51959	20.0093	0.00387	0.18063	0.37023	0.08662	0.01052	
Healthy	3.26884	0.05407		27.29133	31.31164	3.26884	1.26245	0	0.42914	0.05407	
Healthy	0	0		78.2146	14.71251	0	0	0.43276	0	0	
Healthy	1.59314	0.09024		87.04731	5.94811	1.59314	0.01119	0.0764	0	0.09024	
Healthy	2.03249	0.03475		64.69453	24.74316	2.03249	0	0.50608	0	0.03475	
Healthy	2.02485	0		25.91966	32.40029	2.02485	0.91213	0	0.69324	0	
Healthy	2.81094	0.04609		79.61067	12.34864	2.81094	0	0.10057	0	0.04609	
Healthy	13.47374	0		27.00068	1.32921	13.47374	0	10.64049	0	0	
Healthy	4.97444	0.02769		37.12973	26.5369	4.97444	11.2789	0	2.63237	0.02769	
Healthy	0.3539	0		46.96026	33.81771	0.3539	0.6796	0.75909	0.18105	0	
Healthy	16.25242	0		1.81896	29.92533	16.25242	0	0.4976	0	0	
Healthy	0.82336	0		39.43204	38.29292	0.82336	0	0.13028	0	0	
Healthy	1.51551	0		33.30529	26.33504	1.51551	0	0.20791	0	0	
Healthy	0.0624	1.64987		69.58044	6.24266	0.0624	0	0.56566	0.02876	1.64987	
Healthy	1.68973	0		40.03673	25.84033	1.68973	1.93009	0.10568	0	0	
Healthy	0.29516	0.12396		30.67102	13.84968	0.29516	0	1.8509	0	0.12396	
Healthy	0.50497	0		20.07762	55.1509	0.50497	2.14355	0.2818	1.10419	0	
Healthy	0.11479	0.00154		77.68829	9.09499	0.11479	0	0.05386	0	0.00154	
Healthy	0.93353	0		82.81448	8.44073	0.93353	0	0.09812	0	0	
Healthy	24.89631	0		15.43674	1.81058	24.89631	0	0.88954	0	0	
Healthy	0.40338	0.00228		22.24715	39.49083	0.40338	0.00565	0.49354	0	0.00228	
Healthy	0.75298	0.00643		67.57796	18.45686	0.75298	1.25337	1.203	0.15968	0.00643	
Healthy	0.49762	0.03148		57.57644	19.86896	0.49762	0	0.41805	0	0.03148	
Healthy	0.23086	0		78.92345	2.47328	0.23086	0	0.01048	0	0	
Healthy	5.38059	0.04423		20.02427	49.49303	5.38059	0	0.00256	0	0.04423	
Healthy	0.39111	0		61.68826	26.7119	0.39111	0.6598	0.0161	0	0	
Healthy	0.13998	0.11107		56.32307	11.93575	0.13998	0	0.30101	0.1953	0.11107	
Healthy	0.60556	0		62.5651	21.7298	0.60556	0	1.2482	0	0	
Healthy	0.33854	0		54.50758	33.61109	0.33854	0	0.31688	0	0	
Healthy	0.11856	0.03259		43.3074	4.84264	0.11856	0	0.02025	0	0.03259	
Healthy	2.63869	0.05179		72.56282	3.38635	2.63869	0	0	0	0.05179	
Healthy	0	0		90.445	3.1116	0	0	0	0	0	
Healthy	0.5481	0.64154		45.99729	8.03204	0.5481	0.15608	0.61542	0	0.64154	
Healthy	0	0		22.69552	10.37827	0	0	0	0	0	
Healthy	0.95059	0		19.20653	58.83414	0.95059	0	12.89759	1.04804	0	
Healthy	5.19171	0.14748		61.23649	24.96509	5.19171	0	0.09399	0	0.14748	
Healthy	6.09648	0.66615		29.55664	10.21754	6.09648	20.4633	0.26129	0.52052	0.66615	
Healthy	0	0		53.25361	18.52638	0	0	0	9.59731	0	
Healthy	0	0		39.25094	34.60854	0	0	0	0	0	
Healthy	5.3096	0.14814		61.52382	24.80483	5.3096	0	0.10133	0	0.14814	
Healthy	7.97298	0.33399		61.23341	3.52411	7.97298	0.79293	0	0	0.33399	
Healthy	11.58272	0.01268		66.71114	2.16586	11.58272	0	0.20058	0	0.01268	
Healthy	3.1175	0		60.29015	13.98414	3.1175	5.96611	0.55573	0	0	
Healthy	0.67533	0.31666		45.16251	27.01542	0.67533	1.22439	0.17555	0	0.31666	
Healthy	2.72043	0		60.90446	5.9238	2.72043	0.05654	0	0	0	
Healthy	1.19625	0.04387		38.84305	28.0994	1.19625	0.72343	0.03393	0	0.04387	
Healthy	3.05793	0		38.99953	15.72849	3.05793	0	9.84039	0	0	
Healthy	11.93493	0.0451		65.83018	1.72735	11.93493	0	0.18545	0	0.0451	
Healthy	0	1.05946		34.12652	34.21864	0	0	6.17236	0	1.05946	
Healthy	53.78046	0		34.44254	0.01293	53.78046	0	0.14661	0	0	
Healthy	0.18887	0		16.03709	70.28277	0.18887	0	0.58813	0	0	
Healthy	17.20532	0.00259		4.01644	38.9905	17.20532	0	2.95324	0	0.00259	
Healthy	0	0		72.96854	3.65261	0	0	0	0	0	
Healthy	12.20603	0.28891		22.07556	29.83353	12.20603	1.0315	1.91117	3.86897	0.28891	
Healthy	5.14275	0.20481		63.08919	25.44041	5.14275	0	0.09355	0	0.20481	
Healthy	1.86417	0.10238		86.49669	7.55228	1.86417	0	0.11772	0	0.10238	
Healthy	0.65084	0		81.14162	4.97717	0.65084	3.38056	0	0	0	
Healthy	0.00362	0.01272		62.46336	29.03576	0.00362	0.69377	0.06962	0	0.01272	
Healthy	0.14916	0.97352		50.72942	7.17953	0.14916	12.3504	0.00781	0	0.97352	
Healthy	11.30199	0.06167		65.12554	9.58365	11.30199	5.12023	0	0.54418	0.06167	
Healthy	0.50545	0.65801		45.519	6.585	0.50545	0.14545	0.60805	0	0.65801	
Healthy	0.16798	0.06499		38.42566	38.41428	0.16798	0	0.52997	0	0.06499	
Healthy	0	0		40.93628	35.87938	0	0	1.262	0	0	
Healthy	6.45037	0.05635		57.43447	24.69864	6.45037	1.67518	0.01933	0.24888	0.05635	
Healthy	0	0		25.9085	74.09152	0	0	0	0	0	
Healthy	0.31618	0.37818		60.72875	10.21693	0.31618	0.87803	0.1473	0.94585	0.37818	
Healthy	0	0		24.97887	58.26596	0	0.86696	3.48443	1.41679	0	
Healthy	0.86213	0.24869		39.65412	33.94672	0.86213	0	0.32918	0	0.24869	
Healthy	0.88681	0		45.05654	17.96975	0.88681	0.54241	6.75537	2.97451	0	
Healthy	14.15059	0		0.71756	0.22375	14.15059	0	0.49992	0	0	
Healthy	0.12314	0.07513		57.8648	14.00982	0.12314	0	0.03357	0.0738	0.07513	
Healthy	0.77609	0		68.11255	2.18556	0.77609	0	0	0	0	
Healthy	0.23275	0.24608		51.31828	35.94869	0.23275	0.00032	0.06123	0	0.24608	
Healthy	1.99467	0.0028		50.39368	33.02495	1.99467	0.07023	0.55843	0	0.0028	
Healthy	0	0		1.76456	17.57549	0	0	1.65257	0	0	
Healthy	0.24294	0.08538		53.77834	16.77358	0.24294	0	0.14598	0	0.08538	
Healthy	0.19898	0.00504		89.98095	2.48055	0.19898	0	0.05465	0	0.00504	
Healthy	0	0.91704		33.7514	33.70953	0	0	5.9203	0	0.91704	
Healthy	0.03347	0		61.18119	24.05884	0.03347	0	0.04515	0	0	
Healthy	0.27214	0.15746		68.96628	10.0975	0.27214	0	0.02383	0	0.15746	
Healthy	2.13931	0		26.18248	44.31122	2.13931	1.83282	1.51245	0	0	
Healthy	3.11694	0		60.2623	13.84086	3.11694	5.82674	0.42758	0	0	
Healthy	0.0679	0.00017		37.14462	42.83853	0.0679	1.4189	3.78773	4.86383	0.00017	
Healthy	2.40753	0		60.18214	28.15127	2.40753	0	0.18432	0	0	
Healthy	0	0		11.533	58.24151	0	0	7.68274	0.64383	0	
Healthy	0.38855	0		42.72847	38.30841	0.38855	0	0.06627	0	0	
Healthy	0.10798	0.01841		74.81172	9.83535	0.10798	0	0.27666	0	0.01841	
Healthy	10.57963	0.71462		13.58487	7.13475	10.57963	43.4724	0.13948	0	0.71462	
Healthy	2.92244	0.01487		71.38515	10.51281	2.92244	0.03469	0.00218	0	0.01487	
Healthy	0.22162	0		28.00834	54.55004	0.22162	0	4.25925	0	0	
Healthy	0.66783	0.00464		44.18307	40.72084	0.66783	0	0.81475	0	0.00464	
Healthy	0.78459	0.08871		33.10014	38.36376	0.78459	0.63493	7.38281	0.68638	0.08871	
Healthy	0.98887	0.48144		67.68915	2.96712	0.98887	0.00222	0.3761	0	0.48144	
Healthy	0.27189	0.00456		28.73117	45.09869	0.27189	0	4.22429	0	0.00456	
Healthy	1.90269	0		12.17958	49.25265	1.90269	1.27653	1.05415	1.64981	0	
Healthy	0.11296	0.00879		50.49195	19.97129	0.11296	0.0577	1.67426	0	0.00879	
Healthy	1.20856	0		17.05268	23.93884	1.20856	0	0.08074	0	0	
Healthy	0.64721	0		85.82224	10.06503	0.64721	0.03989	0.51968	0	0	
Healthy	0.47933	0.00376		33.90315	55.60858	0.47933	0	0.2306	0	0.00376	
Healthy	0.83322	0.0186		70.51977	16.2861	0.83322	0.04755	2.01783	0	0.0186	
Healthy	0	0		42.6371	32.43105	0	0	0.25063	0	0	
Healthy	3.8263	0		0.72957	24.71168	3.8263	0	1.39528	0	0	
Healthy	1.69116	0.18878		64.51356	13.81605	1.69116	0	0.01815	0.18142	0.18878	
Healthy	8.35027	0.04905		9.13805	35.81742	8.35027	0	18.17736	8.75407	0.04905	
Healthy	2.23462	0		62.9367	17.06275	2.23462	0.89222	0.03051	0	0	
Healthy	0.03779	0		33.13465	35.13694	0.03779	0.00828	1.6906	0.65232	0	
Healthy	11.09887	0.0378		66.0232	1.56566	11.09887	0	0.16099	0	0.0378	
Healthy	4.22613	0		43.91144	33.36806	4.22613	0	0.29654	0	0	
Healthy	0.08618	1.42888		69.10783	6.06456	0.08618	0	0.52483	0.01411	1.42888	
Healthy	1.90489	0.1026		22.25656	36.85416	1.90489	10.2982	0.66711	0.58046	0.1026	
Healthy	7.92763	0		45.02526	25.73884	7.92763	0.01991	0.6913	0	0	
Healthy	0.39833	0.08094		70.51941	10.4609	0.39833	0.12672	0	0.06083	0.08094	
Healthy	0.40844	0.02758		13.31218	63.58426	0.40844	0	10.39962	3.28183	0.02758	
Healthy	2.94481	0.0141		66.04936	19.71776	2.94481	0	0.04868	0	0.0141	
Healthy	6.01844	0		67.98188	10.28299	6.01844	0	0.43095	0	0	
Healthy	0.00135	0		0.82862	36.86028	0.00135	23.5237	0.81031	0	0	
Healthy	65.90596	0		3.41982	0	65.90596	0	0.58518	0	0	
Healthy	0.30246	0.08565		55.93334	11.59731	0.30246	0	0.25387	0.20356	0.08565	
Healthy	5.7491	0		44.31726	38.67167	5.7491	0	0	0	0	
Healthy	6.13563	0.02998		52.79777	28.67858	6.13563	1.50496	0.01262	0.70616	0.02998	
Healthy	1.64625	0		50.09099	26.91062	1.64625	0.03792	1.27675	0.07783	0	
Healthy	0.12576	0		32.01276	26.65534	0.12576	1.26451	2.6941	7.89196	0	
Healthy	0.0753	0		9.77201	62.67512	0.0753	0	17.38857	0.0354	0	
Healthy	0.19969	0		22.06988	69.88227	0.19969	0	0.08306	0	0	
Healthy	0.23025	0.8116		49.84518	7.11646	0.23025	12.3729	0	0	0.8116	
Healthy	10.10206	0.52357		13.01942	6.97106	10.10206	44.2378	0.18424	0	0.52357	
Healthy	2.95095	0.04785		85.64382	8.22029	2.95095	0	0.04944	0	0.04785	
Healthy	1.49689	0.00501		27.67924	36.53969	1.49689	0.00277	0.19114	0	0.00501	
Healthy	0.21685	0.76491		60.96992	6.07731	0.21685	4.6755	0	0.23747	0.76491	
Healthy	1.5906	0		25.31229	24.86595	1.5906	2.52599	6.18462	6.80921	0	
Healthy	0.13863	0.0694		56.19377	12.63753	0.13863	0	0.03707	0.0696	0.0694	
Healthy	0.05542	0.08079		69.22744	16.399	0.05542	1.02779	0	0	0.08079	
Healthy	0.06126	0		28.03494	55.2933	0.06126	0.70351	0.01997	0	0	
Healthy	0	0		9.82302	51.30864	0	1.23746	0.37943	0	0	
Healthy	0.0947	0.07725		67.34243	15.06707	0.0947	0.5209	0.04158	0.00337	0.07725	
Healthy	0.03357	0.13867		42.51116	22.39638	0.03357	0	0.82499	0	0.13867	
Healthy	0	1.5463		78.21362	7.45242	0	0	0.20685	0.09233	1.5463	
Healthy	3.11775	0		32.48435	36.3103	3.11775	0	2.60608	6.53455	0	
Healthy	2.09636	1.00894		34.1319	45.5751	2.09636	4.8674	0.73502	0	1.00894	
Healthy	0.69821	0.04588		24.37262	58.07154	0.69821	0.10576	0.19043	0	0.04588	
Healthy	3.17686	0		25.24072	59.52754	3.17686	0	0.8938	0	0	
Healthy	3.52277	0.04638		33.49262	14.42379	3.52277	7.48082	0.02331	0	0.04638	
Healthy	0.28317	0.01028		77.14817	6.9303	0.28317	0	0.08781	0	0.01028	
Healthy	0.06618	0		14.49479	65.39798	0.06618	0.01315	2.34567	0	0	
Healthy	0.90987	0.08692		28.96809	42.08941	0.90987	0.11581	0.40469	6.73	0.08692	
Healthy	0	0		15.73263	28.81063	0	0	0.66489	0	0	
Healthy	0	0		10.44183	82.5089	0	0	2.59767	0	0	
Healthy	2.02011	0.01928		11.84161	60.67674	2.02011	0	2.4618	0	0.01928	
Healthy	3.00381	0.47738		63.43394	27.98068	3.00381	0	0.08035	0	0.47738	
Healthy	0.1559	0		67.93963	7.53624	0.1559	0	0.29707	0	0	
Healthy	0.59651	0.17493		29.60659	38.13536	0.59651	1.08458	0.85371	0.24088	0.17493	
Healthy	0	0		6.90874	5.51511	0	0	0	0	0	
Healthy	0.99684	0		91.15794	1.4565	0.99684	0	0.21629	0	0	
Healthy	1.05454	2.96312		43.65431	2.43982	1.05454	10.6569	0	0	2.96312	
Healthy	1.63599	0.18817		64.28467	13.92049	1.63599	0	0.01938	0.20474	0.18817	
Healthy	1.36293	0		34.19164	23.0586	1.36293	0.2178	1.03519	0	0	
Healthy	0.78693	0		69.4231	6.9382	0.78693	0.05121	1.87651	0.28937	0	
Healthy	0.00297	0		32.61151	58.6048	0.00297	0	0	0	0	
Healthy	5.61912	0		34.26113	51.9612	5.61912	0	0.69116	0	0	
Healthy	0.00656	0.02011		8.08048	21.09198	0.00656	0.02725	2.9046	9.16896	0.02011	
Healthy	0.12097	1.68099		69.36234	5.88152	0.12097	0	0.49986	0.01774	1.68099	
Healthy	0.378	0.08381		77.64878	6.75044	0.378	0	0.16622	0	0.08381	
Healthy	0.01838	0.65119		29.16259	16.18606	0.01838	22.8919	0.39354	1.96453	0.65119	
Healthy	8.20549	0		30.15426	57.49121	8.20549	0	0.23297	0	0	
Healthy	0.47148	0		48.4901	22.72038	0.47148	0.31809	7.41531	3.37489	0	
Healthy	3.9397	0.00396		65.84349	17.18414	3.9397	0	0.20903	0	0.00396	
Healthy	5.7544	0.46558		28.99656	11.1148	5.7544	19.5909	0.21363	0.62091	0.46558	
Healthy	0.32791	0.3514		58.35947	8.28966	0.32791	8.57815	0	0	0.3514	
Healthy	0.24452	0		68.95983	3.74611	0.24452	0	0.03309	0	0	
Healthy	0.72657	0.06719		84.2783	6.2766	0.72657	0	0.01756	0	0.06719	
Healthy	1.42165	0.01561		13.30113	50.62152	1.42165	0.07407	3.82826	0	0.01561	
Healthy	0.04744	0.09352		31.07471	59.89746	0.04744	0.04887	0.04626	0	0.09352	
Healthy	6.67476	0.04166		57.32844	22.64531	6.67476	0.7193	0	0.62376	0.04166	
Healthy	0.31174	0		44.84959	30.5507	0.31174	0	0.44091	0	0	
Healthy	4.12832	0.00794		65.87777	17.37181	4.12832	0	0.20831	0	0.00794	
Healthy	1.0319	0.03003		27.12112	11.76233	1.0319	0	15.90722	0	0.03003	
Healthy	0.64052	0		6.78267	48.33884	0.64052	0	17.5307	0.00049	0	
Healthy	15.50261	0.06136		56.19211	5.10925	15.50261	0	0.07753	0	0.06136	
Healthy	2.01818	0.33247		26.13212	8.29142	2.01818	11.0573	1.43401	33.7754	0.33247	
Healthy	0.03273	0		27.17957	64.2296	0.03273	0	0.0334	0.29473	0	
Healthy	0.60918	0		20.77593	28.73658	0.60918	2.34656	1.02591	21.0891	0	
Healthy	1.24645	0.02898		36.13826	35.8973	1.24645	0.21868	0.00315	0	0.02898	
Healthy	0.9969	0.28787		54.08016	18.77788	0.9969	1.21605	0.43238	0	0.28787	
Healthy	0.18258	0.15681		49.10712	18.06372	0.18258	6.01337	0.03345	0	0.15681	
Healthy	1.08916	0		66.66305	2.34604	1.08916	0	0	0	0	
Healthy	0.17374	0.06807		31.68978	34.63836	0.17374	0	0.13358	1.16611	0.06807	
Healthy	0	0		59.53349	17.0817	0	4.04053	0.0418	0	0	
Healthy	0	0		0.49986	38.03009	0	0	3.45574	0	0	
Healthy	0.11329	0		59.96391	23.70743	0.11329	0	2.61862	0	0	
Healthy	5.47017	0.77551		28.74823	9.6373	5.47017	19.4484	0.22056	0.58954	0.77551	
Healthy	7.95657	0		41.72353	37.37157	7.95657	0.74671	0.51503	0	0	
Healthy	0.16368	1.4588		43.67412	10.92219	0.16368	16.4526	0	0	1.4588	
Healthy	0.07209	0.07814		10.32206	65.94538	0.07209	0	8.68579	0.74182	0.07814	
Healthy	0.23064	0		50.68948	39.90225	0.23064	0	0.03244	0	0	
Healthy	0.247	1.65896		41.09319	11.34059	0.247	16.6374	0.00528	0	1.65896	
Healthy	0.81759	0.017		48.09754	19.68539	0.81759	0.72089	0.01092	0	0.017	
Healthy	5.77917	0		68.38534	10.09663	5.77917	0	0.45064	0	0	
Healthy	0.30701	0.04506		52.77884	5.34195	0.30701	0	0.20359	0	0.04506	
Healthy	0.14639	0		14.88895	64.5249	0.14639	0	1.04421	0.86242	0	
Healthy	1.31889	0.13363		54.5794	7.46591	1.31889	6.91086	0.34156	0	0.13363	
Healthy	0	0		55.22422	35.36914	0	0	0	0	0	
Healthy	1.55856	0.18461		42.01354	18.5973	1.55856	3.80873	1.55356	0.70071	0.18461	
Healthy	7.70891	0.02269		40.23586	33.35463	7.70891	0.00242	0	0	0.02269	
Healthy	0	1.67721		76.96478	9.45129	0	0	0.34247	0.07716	1.67721	
Healthy	0	0		22.08317	67.74422	0	0	0.41372	0	0	
Healthy	0	0		73.68848	10.04747	0	0.7359	0	0	0	
Healthy	0	0		56.66584	16.51081	0	0	0	0	0	
Healthy	2.61876	0		29.11949	4.29309	2.61876	0	44.92537	0.00441	0	
Healthy	0	0.00273		62.26222	28.61049	0	0.69286	0.09518	0	0.00273	
Healthy	0	0		79.9754	0	0	0	0	0	0	
Healthy	0.9357	0		66.0405	16.38824	0.9357	0.39843	0.04034	0	0	
Healthy	0.08668	0.38168		83.87272	4.58884	0.08668	0.0783	0	0.64288	0.38168	
Healthy	0.21544	0.01133		77.80893	9.15712	0.21544	0	0.05712	0	0.01133	
Healthy	21.74804	0		17.06408	13.22404	21.74804	2.24224	1.83561	0.15967	0	
Healthy	0.01024	0		8.57035	55.12683	0.01024	7.77762	5.47805	1.26732	0	
Healthy	0.17644	0.12192		64.20095	15.39784	0.17644	0	0.05866	0	0.12192	
Healthy	3.11279	0.36368		63.86722	28.0432	3.11279	0	0.0698	0	0.36368	
Healthy	3.63923	0		48.07006	36.74043	3.63923	0.39701	0	0	0	
Healthy	7.81261	0		44.64865	25.70997	7.81261	0.0164	0.67777	0	0	
Healthy	1.98699	0.38003		54.23068	31.80971	1.98699	0.07548	0.06142	0.02199	0.38003	
Healthy	20.16857	0		79.55581	0.02053	20.16857	0	0.23317	0	0	
Healthy	0.86627	0.42136		67.65922	4.36064	0.86627	0.00526	0.41183	0	0.42136	
Healthy	0.11862	0.66975		26.38685	10.67547	0.11862	0.49443	1.10826	0	0.66975	
Healthy	0.13966	0.32908		66.5976	7.8134	0.13966	10.4311	0.09442	0	0.32908	
Healthy	0.7649	0.01217		70.25471	10.29853	0.7649	0.38122	0.45801	0	0.01217	
Healthy	6.35281	0		68.69992	10.40179	6.35281	0	0.4939	0	0	
Healthy	0.39684	0.68442		45.1154	6.44545	0.39684	0.16296	0.62562	0	0.68442	
Healthy	1.81284	0.13449		86.28047	7.49469	1.81284	0	0.11668	0	0.13449	
Healthy	1.68652	0		8.62172	39.19305	1.68652	1.61727	0.45892	0.94651	0	
Healthy	0	0		8.96652	76.0443	0	0	0	0	0	
Healthy	1.24954	0		19.53796	19.72533	1.24954	4.30812	0.07837	0	0	
Healthy	0.25895	0		19.06408	29.55615	0.25895	14.4121	1.88308	0.75366	0	
Healthy	0.18563	0.18105		47.47586	17.29044	0.18563	5.88784	0.02969	0	0.18105	
Healthy	0	0		26.83077	66.41643	0	0	0	0	0	
Healthy	0.01398	0		38.80998	15.25671	0.01398	0.11184	0.78368	0	0	
Healthy	0.69512	0.1571		54.92835	33.18327	0.69512	2.78327	0.20707	0	0.1571	
Healthy	10.93418	0.00223		0.80423	69.08051	10.93418	0.53897	2.69017	0	0.00223	
Healthy	1.17066	0.44208		64.91261	25.39359	1.17066	0	0.07679	0	0.44208	
Healthy	0	0		11.14039	72.29558	0	0	0	0	0	
Healthy	0.19546	0		17.47557	47.77514	0.19546	0	0.2496	0.17103	0	
Healthy	0.06397	1.67863		78.36066	6.72644	0.06397	0	0.29408	0.11507	1.67863	
Healthy	35.05897	0.01384		42.65315	6.36277	35.05897	0	0.51898	0	0.01384	
Healthy	0.13337	1.05661		49.43404	7.28066	0.13337	13.7401	0	0.00328	1.05661	
Healthy	0.20559	0		69.9158	3.3499	0.20559	0	0.04636	0	0	
Healthy	0.08731	0		56.77236	22.47834	0.08731	0	0.3743	0	0	
Healthy	0.34289	0		39.9845	37.73964	0.34289	0	0	0	0	
Healthy	0.6239	0.31247		52.21683	16.34508	0.6239	5.49285	0	0	0.31247	
Healthy	19.73814	0		1.32898	39.27978	19.73814	0	5.57754	0	0	
Healthy	0.06655	0.04428		67.89234	10.46001	0.06655	0.5437	0.05352	0	0.04428	
Healthy	0.75532	0.05116		81.0339	6.27785	0.75532	0	0.04654	0	0.05116	
Healthy	0.24028	0.01639		33.62841	34.97597	0.24028	0.07917	1.70505	0	0.01639	
Healthy	0.54743	0.10246		70.13488	10.01754	0.54743	0.1407	0.01091	0.05175	0.10246	
Healthy	8.42614	0		5.73114	27.44728	8.42614	0	33.87996	0	0	
Healthy	0.1197	0.00588		32.57043	43.40343	0.1197	0.23083	2.23738	0.01332	0.00588	
Healthy	3.3964	0.03857		40.16562	27.77901	3.3964	0	12.63342	0.1007	0.03857	
Healthy	3.75963	0		18.38522	29.84519	3.75963	15.0718	0	0	0	
Healthy	0.25836	0.38783		61.20648	7.36611	0.25836	8.3248	0	0	0.38783	
Healthy	0.17778	0.09241		67.11219	14.73977	0.17778	0.57677	0.04397	0.01265	0.09241	
Healthy	0	0		2.11984	47.3994	0	0	3.08538	23.1476	0	
Healthy	0	0		0	9.24888	0	0	0	0	0	
Healthy	2.00589	0		36.96423	29.89059	2.00589	0	2.25199	2.2348	0	
Healthy	0.50586	0.03855		74.49401	8.04146	0.50586	0	0.02754	0	0.03855	
Healthy	0.2875	0.11194		68.79607	10.45503	0.2875	0	0.02466	0	0.11194	
Healthy	0.98413	0.02823		48.33093	17.94418	0.98413	0.02151	0.06816	0	0.02823	
Healthy	1.41351	0		22.27122	49.77997	1.41351	1.21156	1.19407	0.50796	0	
Healthy	0.73158	0		44.35791	20.68296	0.73158	0.76349	2.08054	0.95478	0	
Healthy	0	0		3.52148	51.48785	0	0	6.6301	6.37433	0	
Healthy	6.02005	0		68.50859	11.32458	6.02005	0	0.03613	0	0	
Healthy	0.65952	0		92.94733	2.6322	0.65952	1.8081	0	0	0	
Healthy	0.05841	0		30.977	51.90948	0.05841	0	0	0.17672	0	
Healthy	0.56267	0.54332		48.79426	9.73331	0.56267	9.34841	0	0	0.54332	
Healthy	0.60642	0		68.58792	25.12465	0.60642	0	0	0	0	
Healthy	0.59765	0.00456		72.78589	0.64108	0.59765	0.23017	0	0	0.00456	
Healthy	0	1.55265		51.42918	31.85965	0	0.16811	0.2994	0	1.55265	
Healthy	1.69569	0		4.21911	41.19312	1.69569	4.14396	2.86239	17.9335	0	
Healthy	0.03331	0		11.39171	79.66476	0.03331	0	2.45089	0.35644	0	
Healthy	0.82811	0.713		47.65328	9.87396	0.82811	9.43514	0.02128	0	0.713	
Healthy	0.32753	0		26.98611	8.35573	0.32753	0.01171	0.24812	0	0	
Healthy	1.09051	0.03807		62.92296	15.64881	1.09051	0.91657	0	0	0.03807	
Healthy	1.51926	0.03219		80.807	8.32409	1.51926	0	0.09264	0	0.03219	
Healthy	5.764	0.03549		33.08793	37.81078	5.764	1.74463	0.22116	1.55278	0.03549	
Healthy	3.63453	0.14487		48.86634	13.81216	3.63453	0	0.07097	0.06782	0.14487	
Healthy	0.48768	0		0.64899	0.12899	0.48768	0	7.41673	0	0	
Healthy	0.35157	0		16.5615	60.66137	0.35157	1.24718	3.63552	0	0	
Healthy	5.94819	0		68.09593	9.88856	5.94819	0	0.57766	0	0	
Healthy	0.86412	0		84.30349	7.39873	0.86412	0	0.06916	0	0	
Healthy	1.43855	0		18.18298	49.4724	1.43855	0	6.36724	0	0	
Healthy	0.45025	0		37.14505	42.17396	0.45025	0	0.41766	0	0	
Healthy	1.83929	0.06883		18.48963	42.0367	1.83929	0	5.22824	0	0.06883	
Healthy	0	0		35.95693	53.58944	0	0	0.04581	0	0	
