group	Prevotella	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Clostridium_Q	Longicatena	Anaerotruncus	Eggerthella	Bacteroides	Parabacteroides	Dialister	Barnesiella	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
D001943	0.01352	13.3147	0.04448	1.51646	0.02749	0.0653	0.1264	0.57258	0.02103	0.0105	19.97834	6.37869	0	1.06653	0	0	4.6429	0.20394	0	0
D001943	48.8053	0.12986	0	1.34019	0	0	0	0	0	0	5.69667	0.52766	0	1.07398	8.02786	0	0	0.15261	0.46079	0.12109
D001943	0.01934	8.69865	0.00073	0.03145	1.0299	0.29394	0.85557	0.00987	0.38371	0.0019	25.80966	4.09846	0	0	0	0	1.33288	0.04151	0	0
Healthy	0	0.1118	0	0	0	0	0	0	0	0	9.60579	3.97953	0.61502	1.9336	0	0	0	0.15037	0.36706	0
Healthy	0	0	0.13052	0	0	0.00396	0.00485	0.52614	0.00163	0.0011	16.95479	1.06739	4.75712	0	0	0	0	0.08746	0	0
Healthy	0	0.30347	0.00559	0.00554	0.44908	0.06295	0.00123	0.00922	0.15969	0.00418	8.90768	7.09406	0	0.88152	0.356	0	0.73131	0.02564	0.1481	0.00766
Healthy	28.47583	0	0	0.21568	0	0	0	0	0	0	0.21586	0.03575	0	0.02559	0.77535	0.83654	0	0	0	0
Healthy	0	0.17465	0.02023	0	0	0	0	0	0.04708	0.01568	30.96132	6.37952	0	0	2.10448	0.17766	0.97978	0.1799	0	0.12171
Healthy	0	0	0	0	0	0	0	0	0	0	39.51909	6.0069	4.41165	3.73784	0.12963	0	1.07156	0.02939	0.01498	0.03345
Healthy	0	0	0.10123	0	0	0	0	0	0	0	22.12569	2.03359	2.76131	0	0	0	0	0	0.12898	0.16545
Healthy	0	0	0	0	0	0	0	0	0.03156	0	35.73784	4.96493	0	0	1.65937	0.0264	1.94002	0.09268	0	0.01784
Healthy	1.16567	0.61563	0	0.01449	0	0	0	0	0	0	20.92541	0.96468	0	3.19204	0.14698	0.50179	2.21731	0.03116	0	0
Healthy	0	83.838	0.00094	0	0	0	0	0	0	0	0.04484	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.11696	0	0	0	0	0	0	24.38544	3.1482	0	2.48727	0	0	0.83263	0.14498	0.0063	0.20827
Healthy	0	9.93651	0	0	0	0.04411	0.01803	0.10542	0	0.01644	8.85098	3.00801	2.73148	0	0.42927	0	0	0.05382	0	0
Healthy	0	3.89743	0	0.00589	0	0	0	0.02798	0	0.00219	0.00012	0	0	0	0	0	0	0.25159	0	0
Healthy	0	0.07966	0.0183	0	0.18666	0	0.05453	0	0.0223	0	4.21333	3.11518	0.29548	0.5656	0	0.00886	0.83001	0.34496	0	0.03738
Healthy	0.02171	0.27898	4.64962	0.58972	0	0	0	0.03273	0	0.01795	10.3757	3.14512	0	0	0	0	0.56223	0.26198	0	0
Healthy	0	0.09795	0	0	0	0.06906	0.38907	0	0	0	64.79877	5.73289	0	1.99692	0	0	0	0.08128	0	0.58962
Healthy	0	0	0	0	0	0	0.02266	0	0	0	11.34734	0	0	3.44508	0	0	0.67172	1.25366	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	14.22069	0	15.1182	12.6988	0	0	0.79281	0.25381	0	0
Healthy	0	0.81252	0.78475	0.38291	2.23932	0	0	0	0	0	10.38791	0	0	0	0	0	0	0	0	0
Healthy	0	0.44934	0.05446	0.02631	0	0	0	0	0	0	3.42924	1.39091	4.95061	0.18419	0	0	0.95963	0.00595	0.0858	0
D001943	7.80348	0.20719	0.043	0.10724	0	0	0	0.00749	0	0	38.6175	1.10088	0	0.10001	0.85726	0	1.65573	0	0	0.01802
Healthy	0	1.56178	0.00977	0.45378	0	0	0	0	0	0	9.51944	2.74664	0	0.89031	0.85565	1.43462	0.32005	0.01239	0.05839	0
Healthy	0	0.08321	0	0	0	0	0.02605	0	0	0	20.35744	2.04418	0	4.55688	0.01221	0	0	0.08686	0.02574	0
Healthy	40.4897	0	0	0	0	0	0	0	0	0	6.65579	2.14848	3.44835	0.04919	0	0	0	0.10013	0	0
Healthy	0	0.15123	0	0	0	0	0	0	0	0	37.14624	4.49613	2.88164	3.20915	1.18221	0.0539	0.77438	0.02179	0.02747	0.23778
Healthy	57.1151	0.0024	0	0.15484	0	0	0	0	0	0	1.21737	0.17073	0	0.36034	0	0	0.21274	0	0	0.00643
Healthy	0	0	0.00185	0	0	0	0	0.00235	0	0	29.2088	8.71279	0	4.11412	0	0	0.14977	0.1212	0.0285	0
Healthy	3.81452	2.8125	0.0157	0	0.04977	0	0.01224	0.01801	0	0	6.24867	2.61407	0	0.52356	0.01813	0	0.67975	0.00865	0	0
Healthy	6.31915	0	0	0	0	0	0	0	0	0	6.53279	3.81604	0	0.15386	0	0	0	0	0	0.04874
Healthy	1.66779	0	0	0	0	0	0	0.00152	0	0	1.83747	1.7121	23.8095	1.03834	0.13366	0	0.40922	0.00755	0.09053	0.0042
Healthy	0	0	0	2.02587	0	0	0	0	0	0	28.15402	1.97051	0	0	0	0	0	0.02429	0	0
Healthy	0	0	0	0.08119	0	0	0	0	0	0	14.80091	1.74419	0	5.44263	0.01772	0	0.7634	0.01974	0	0
Healthy	0	0.02496	0.09933	0	0	0	0	0	0	0	14.52923	2.421	0.79662	4.32298	0	9.02686	1.37501	0.05479	0	0
D001943	0	0	0.02172	0.00019	0	0.0033	0	0.00269	0.01994	0	12.18874	2.28628	0	0.24182	0.0037	0	0	0.15214	0.00464	0
Healthy	2.16791	0	0	0	0.01282	0.01663	0	0	0	0	2.90707	0.57618	0	0.24568	1.11485	3.7275	0	0	0.08691	0
Healthy	0	0.08922	0.03979	0	0	0	0.06619	0	0	0	37.65308	6.52634	0	0.78709	0	0	0	0.6024	0	0.27169
Healthy	0	9.88235	0	0	0	0.04193	0.02209	0.11846	0	0.00859	8.74933	2.87822	2.47905	0	0.44371	0	0	0.08666	0	0.0081
Healthy	0	0	0	1.36227	0	0	0	0	0	0	30.90491	1.66043	5.49084	1.74187	0	0	0	0	0	0.00578
Healthy	0	1.58023	0	0.19247	0.00326	0	0	0.00841	0	0.00473	2.39544	1.12803	2.68525	1.84471	0	0	0.45997	0.01601	0.01598	0.06759
Healthy	0	0	0	0	0	0	0	0	0	0	3.61561	0	0	0	0	0	0	0	0	0
Healthy	44.60152	0	0	0	0	0	0	0	0	0	4.50718	0.92557	0	0.74068	0	0	1.11619	1.31228	0.04463	0
Healthy	44.6447	0	0	0	0	0	0	0	0	0	9.75499	3.21554	0	3.25057	0.32918	0.09708	0.87961	0.13412	1.3879	0
Healthy	5.9487	0	0.05469	0	0	0	0	0	0	0	8.86841	0.7436	0	3.48803	0	0.67796	0	0	0	0
Healthy	0	0	0	3.85851	0	0	0	0	0	0	9.97635	0.10385	0.19855	0	0.15406	0	0	0	0	0.0586
Healthy	0	0.37113	0.13167	0	0	0	0.04509	0	0	0	56.44521	2.66653	7.9928	0	0	0	0	0.57775	0	0.02805
Healthy	0	0	0	1.0041	0	0	0	0	0	0	24.30264	0.22667	0.8877	0	0.26931	0	0	0	0	0.00403
Healthy	0	0	0.8993	0.00058	1.15388	0.00591	0.00579	0.59191	0.16946	0.0022	2.07824	0.98259	0	0.62205	13.2551	0	0.23793	0.11742	0.05701	0
Healthy	0	0.01877	0	0.01017	0	0.06056	0	0	0	0	6.19106	4.82188	0.36376	0.75121	0	0	0	0.00819	0.03597	0.01246
Healthy	0	0.88276	0.57964	0.14273	0.31519	0.06166	0	0.07364	0	0.0161	21.10584	0.57341	0	0	1.36382	1.62145	0	0.03588	0.04649	0
Healthy	0	0	0	0.19515	0	0	0	0	0	0	17.23727	1.5306	0	0	0	0	0	0.02712	0.26009	0.1002
Healthy	45.3128	0	0	0.16205	0	0.00109	0	0	0.00416	0	2.56627	1.32604	0	1.42259	1.33609	0	0.37253	0.00908	0.12174	0.31437
Healthy	0	2.9113	1.38875	0	0	0	0	0	0	0	1.44323	0.25627	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.13008	38.09159	1.36943	0	0	0	0	0	0.09952	0	0
Healthy	56.7831	0	0	0.81232	0	0	0	0	0	0	0.43226	0.11864	0	0.20778	0.81758	0	0	0	0	0
Healthy	2.20891	0	0	0	0.01586	0.05079	0	0	0	0	0.80188	0.60516	0	0.33219	1.20278	3.36913	0	0	0.1023	0
Healthy	2.96841	0	0	0	0	0	0	0	0	0	4.47186	0.08661	0	4.13991	0	3.06148	0	0	0	0
Healthy	0	3.66846	27.9887	0.32966	2.02445	4.07451	0.17018	0.07394	0	0.03904	0	0	0.05242	0	0	0	0	0.04332	0	0
Healthy	0	0	1.08445	0.06169	0	0.02055	0.02168	0.01268	0.005	0.00395	21.2126	4.68516	0.83648	0.00142	0	0	0	0.01605	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	31.66599	10.04593	0	3.48808	3.01616	0	0.52419	0	0	0.02892
Healthy	0	0.121	16.5662	0.44799	0	0	0.92036	0.00254	0	0.13451	22.0643	0	0	0	0	0	0	0	0	0
Healthy	0.00629	0	0.00592	0	0	0.0173	0	0	0.22605	0	21.90124	4.89685	17.9764	5.01123	0.09556	0	0	0.15255	0.12002	0.2694
D001943	0.01718	0.0646	0.1755	0.23083	0	0.00701	0.01461	0.00053	0.0019	0	7.67065	0.58979	0	5.07669	0.1545	0	5.19141	0.0054	0.14102	0.08588
Healthy	2.36699	0	0.00322	0	0	0.00145	0	0.01295	0.00881	0	2.17643	1.56895	0	1.08526	0	0	0.54308	0.00186	0.03073	0
Healthy	0	0.06494	0	0	0	0.06507	0.4034	0	0	0	64.888	5.46756	0	1.9972	0	0	0	0.09046	0	0.53159
Healthy	0	0.34649	0	0	0	0	0.02305	0.02371	0.05211	0	13.99928	6.13296	2.97255	2.14547	0	0	0	0.20774	0.18828	0.01275
Healthy	0	0	0	0.10871	0	0.0808	0	0	0	0	37.92199	7.18538	0	0	2.92446	0	1.19479	0.35929	0	0
Healthy	8.03986	2.66719	0	0	0	0	0	0	0	0	2.35591	0.56763	0	0	0	0	0	0	0	0
Healthy	0	1.20757	0.03953	0	0	0	0	0	0.00615	0	17.11434	5.93427	0	1.37295	0.30395	0.07196	1.45923	0.16818	0.00606	0.08778
Healthy	0.04001	0.07952	0.0303	0	0.01235	0.00123	0	0	0	0	12.21041	3.67041	0	0	0	0	0.85088	0.06439	0.1986	0
Healthy	0	0	0	0.039	0	0	0	0	0	0	4.31013	1.01379	5.33404	0.66867	2.10078	1.31778	0.79697	0	0	0
Healthy	0.01029	0	0.01567	0.00876	0.01865	0	0	0.01903	0	0	11.68298	10.08835	0	2.7843	0.10301	0	0.82793	0.10997	0	0.09344
Healthy	0	0.08088	0	0	0	0	0	0	0	0	8.00633	1.13924	12.9858	2.67909	0	0	0	0.07299	0	0.0234
Healthy	5.62645	0.03375	0	0.12773	0	0.00189	0	0.00403	0.03246	0.00776	7.19094	1.44797	4.58123	3.83289	0	0	1.447	0	0.18705	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.39216	0.12771	8.03066	0	0	0	0	0	0	0
Healthy	0	10.2181	0	0	0	0.04164	0.01988	0.10487	0	0.01097	8.73365	2.9639	2.60171	0	0.43743	0	0	0.05826	0	0.00705
Healthy	0	0.04867	0.27774	0	0	0.03158	0.06543	0.02303	0.28594	0	37.36739	44.1742	1.32785	0	1.40287	0	0	0.11941	0	0
Healthy	0	0.03647	0	0	0	0.00166	0	0.00372	0	0	14.95715	1.71504	0	1.9029	4.09428	1.67696	1.16139	0.12652	0.09326	0
Healthy	44.97245	0	0	0	0	0	0	0	0	0	4.53197	1.02204	0	0.76415	0	0	1.07194	1.33726	0.01799	0
Healthy	0	0	0	0	0	0.00281	0	0	0	0	13.44186	0	15.7034	11.579	0	0	0.79417	0.29962	0	0
Healthy	0	1.23047	0.01486	0	0	0	0.00223	0	0	0	17.66381	6.00746	0	1.5146	0.30528	0.05882	1.437	0.23223	0	0.00461
Healthy	0	0.04098	0	0	0	0	0	0.00942	0	0	31.00324	2.2058	0	3.90749	0.05951	0.16213	0	0.00872	0.11716	0.03383
Healthy	0	0.00425	0.00802	0.04721	0	0	0.12751	0.00291	0	0	32.55852	10.0016	7.43943	0.56926	0	0	0.54075	0.04606	0	0
Healthy	13.0904	0.06381	0	0	0	0	0	0	0	0	7.21779	1.94101	5.94604	1.78582	0.56156	0	0.62491	0.05911	1.35444	0
Healthy	0.02971	0	0.0005	0.00203	0	0	0	0	0	0.00074	7.93183	2.43136	0	0	0	0	0	0	0	0
Healthy	0	0.06157	0.55343	0	0	0	0	0.02247	0	0	26.17955	1.11256	5.89113	0	0	0	0.60288	0.00889	0.2643	0.11666
D001943	0.01892	0	0.0061	0.24946	0	0	0	0.03216	0	0.00468	32.38928	1.59249	0	0	4.19939	0	0.75875	0.02354	0.00741	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.72393	3.10733	0	7.69807	0	2.94825	1.2107	0.47227	0.05728	0
Healthy	10.09288	0	0	0	0	0.00348	0	0	0	0	6.98922	1.40844	0	0.72461	0.02904	2.14605	0	0.91156	0.02104	0
Healthy	0	0	0.00856	0	0	0.01123	0	0	0.20305	0	21.67315	4.77866	17.7048	5.12769	0.08736	0	0	0.14954	0.12613	0.27735
Healthy	16.1089	0	0	0.0175	0	0	0	0.00342	0	0	9.15477	6.14159	0	0.39095	0.06598	0.02465	1.44036	0.08893	0.00065	0.00491
Healthy	0	0	0	0	0	0	0	0	0	0	2.70808	0	5.0839	0	6.48886	0	0	0	0	0
Healthy	29.5744	0	0	0	0	0	0	0	0	0	3.00482	0.23185	0	0.7484	0	0	0	0	0	0
Healthy	0	0.36863	0.00619	0	0	2.61306	3.05785	0	0	0	11.9778	73.355	0	0	0	0	0	0.06967	0	0
Healthy	0	0	0.0593	0	0	0.02943	0	0	0	0	39.02837	1.73586	0.01411	2.78245	0	0	0	0.04979	0.01592	0
Healthy	68.4668	4.2841	0	0	0	0	0.03436	0	0	0	15.48506	0	0	0	0	0	0	0.08548	0	0
Healthy	68.194	4.1579	0	0	0	0	0.0198	0	0	0	15.70509	0	0	0	0	0	0	0.05289	0	0
Healthy	0	0	0.01544	0.01667	0	0	0	0	0	0	15.20872	3.41828	1.21706	1.35632	0.18129	0	0.92049	0.06861	0	0.01433
Healthy	0	0.05966	0.00798	0.02721	0	0	0.00853	0	0.02159	0	45.52493	5.22157	6.14885	6.44686	0.18465	0	0.99343	0.13073	0.03341	0.25053
Healthy	12.9126	0.09955	0	0	0	0	0	0	0.00244	0	7.02288	2.04759	6.95298	1.77522	0.57465	0.00287	0.62098	0.04932	1.46912	0
Healthy	0	0	0	0	0	0	0	0	0	0	33.85734	5.76162	0	0	1.12207	0	0	0	0	0.07875
Healthy	0	0.24207	0.00425	0.20553	0	0.14875	0.40084	0	0.00167	0	30.72796	0	0.62783	0	0	0	0	0.2382	0	0.01751
Healthy	0	0.04148	0.00675	0	0	0	0	0.2541	0	0	28.7327	1.39037	6.20098	0	0	0	0	1.83585	0.16418	0.16176
Healthy	0	0.19572	0	0	0	0.06272	0	0	0	0.00491	4.67728	0.58091	0.00341	0.57392	0	0	0	0.01731	0	0.27122
Healthy	17.79856	0	0	0.00743	0	0	0	0	0	0	6.54959	1.01499	0	0.0193	2.40759	0	1.10444	0.00129	0	0
Healthy	0	0.29729	0	0	0	0.11135	0.15456	0	0	0	70.96454	9.02941	0	2.70583	0	0	0	0.65076	0.01364	0.10489
Healthy	0	2.0968	0	0	0	0	0.63302	0	0	0	36.08333	20.8589	0	3.09629	0	0	0	0.2224	0.26641	0.34626
Healthy	0	0	0	0	0	0	0	0	0	0	7.12648	0	5.62249	1.05966	0	0	0	0	0	0
Healthy	0.00106	0.18393	0.00085	0.00493	0	0	0	0.00315	0	0.00239	10.64559	0.88295	2.65842	1.02913	0.0895	0.08105	1.43405	0.04859	0.05826	0
Healthy	0	0.09698	0	0	0	0	0	0	0	0	4.35395	1.4179	0	0.15532	12.8886	0.18137	0.39279	0.07061	0.01816	0.00946
Healthy	0	0.02507	0	0	0	0	0	0	0	0	21.37675	11.76542	0	1.08183	0.13725	0	1.30125	0	0.00472	0
Healthy	0	0.439	0	0	0	0	0	0.01096	0	0	8.70207	2.00174	0	4.09417	9.09011	0.4182	0.9458	0.13532	0.0683	0.0164
Healthy	0	2.78783	0	0	0	0	0	0	0	0	1.09197	0.02486	0	0	6.30575	4.59177	0	0	0	0
Healthy	0	1.49435	0	0	0	0	0	0	0	0	12.74911	1.32036	0	1.28148	0.08138	0.11191	0	0	0	0
D001943	0.01442	28.9737	0.32701	0.2815	0	0.01365	0.02239	0.00069	0.01592	0.00035	29.04067	4.07141	0	0	0	0	0	0.02202	0.07687	0
Healthy	0	0	6.73804	0	0	0	0	0	0	0	0.35748	0	0	0	0	0	0	0	0	0
Healthy	0	0.36457	0.01052	0	0	0	0.45891	0	0.38416	0	76.38703	3.24927	3.22468	0	0	0	0	0.16488	0	0.11036
Healthy	0	0	0.05485	0	0	0.03884	0.15742	0	0.09404	0	30.08327	49.3567	0	0	0	0	0	0.01016	0	0
Healthy	0	0	0.03057	0	0	0.00592	0.00845	0.00069	0.01138	0.02293	9.6772	0.42677	0	0	1.65021	0	0	0.03172	0	0.00056
Healthy	0	0	0.48245	0.1348	0.01208	0	0.22898	0	0	0	38.78458	0.24858	0	0	0	0	0	0	0	0
Healthy	0	55.0788	0.0105	0	0	0	0	0	0	0.0026	12.18689	9.35592	0	0	0	0	0	0	0	0
Healthy	0	1.03393	0.0042	0	0	0	0	0.00418	0.09038	0	49.59382	1.86319	9.17277	0	2.52917	0	0	0.18875	0	0.01179
Healthy	0	0	0.13387	0	0	0	0	0	0.0152	0	21.61577	1.99738	3.30805	0	0	0	0.5768	0.01452	0.1928	0.23517
Healthy	2.12059	0.57325	0	0	0	0	0	0	0	0	8.75885	1.50099	0	0	0.3413	0	0	0	0	0
Healthy	6.79792	0	0	0.91179	0.71715	0	0	0	0	0	4.71016	1.83515	0	1.3095	0.08527	0.20726	0	0	0	0.06954
Healthy	0	0.2978	0.28153	0.12993	0	0.06239	0.09351	0.03059	0.03125	0.00186	4.6957	0.4683	0	0	0.73832	0	0	0.13394	0	3.38681
Healthy	0	33.3132	0	0	0	0	0	0	0	0	12.29788	0	0	0.78884	0	0	0	0.04376	0	0
Healthy	0	5.37164	0	0	0	0.35918	0	0	0	0	13.72947	6.37725	0	0.42416	1.32311	2.44739	0	0	0	0
Healthy	31.28285	0	0	0	0	0	0	0	0	0	13.69382	3.65243	0	1.96991	1.43893	0.00825	2.40498	0.09056	1.94449	0
Healthy	0	0	0	0.09139	0	0	0	0	0	0	15.8135	2.13859	0.36575	1.05127	0.07356	0.21268	0.43982	0	0	0.00138
Healthy	0	0.24642	0	0.21756	0	0	0	0	0	0	11.02268	0.3884	5.94358	0.46424	0.27783	4.87042	0.46993	0	0	0.03504
Healthy	0.89633	1.24297	0.07785	0.01877	0.06224	0.12253	0.03645	0	0.00296	0	19.47501	4.4972	0.68734	0	0.07956	0	0.47722	0.6926	0.07652	0.01464
Healthy	0	1.15581	0.27628	0	0	0	0	0	0	0	57.8104	0	10.166	0	0	0	0	0.00677	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	12.77835	1.60737	0	0.3522	4.00336	3.47638	0	0	0	0.37923
Healthy	0.0586	0.00483	0.00977	0.04679	0.00102	0	0.00971	0.00029	0	0.00709	3.96107	0	0.21393	0	0	0	0	0.00013	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	23.97997	6.42896	0	1.11668	0	0	0.862	0.23383	0.08625	0.40076
Healthy	0	26.8642	0.02066	0.01153	0	0.0216	0	0.03372	0.02768	0.00183	11.98078	0.01779	0	2.89475	0	0	1.2285	0.01155	0.41728	0
Healthy	32.12726	0	0	0	0	0	0	0	0	0	13.79145	3.65645	0	1.97979	1.45531	0.01845	2.38838	0.08223	2.11754	0
Healthy	0	0	0	0.99829	0	0	0	0	0	0	9.39804	0.15195	3.06014	0	2.95628	0	0	0	0	0.08042
Healthy	0	0	0	0	0	0	0	0	0	0	30.48081	6.20307	0	0	0.03111	0	1.44785	0.00971	0.02694	0.01241
Healthy	0.0019	5.55053	0.00143	0.16575	0	0	0	0.59857	0	0.00706	0.00578	0	0	0	0	0	0	0	0	0
Healthy	21.8334	0.18994	0	0.57161	0	0	0	0.00275	0	0	1.44905	0.92997	0	0.52702	0.07291	0	0.12029	0.00501	0.00668	0
Healthy	45.2425	0	0	0	0	0	0	0	0	0	4.46224	0.95668	0	0.79806	0.00356	0	0.99503	1.28496	0.02943	0
Healthy	0	1.82775	0.27636	0.25338	0.06483	0.01164	0	0.00088	0	0	15.85583	1.63737	0	0.83378	2.29983	0.77623	0.5255	0.01016	0.00079	0
Healthy	1.50653	0.21767	0	0	0	0	0	0	0	0	15.83726	5.43127	0	4.33821	0.0046	0	0	0	0.19691	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.66371	0.07931	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	37.49426	2.19929	0.80969	5.81874	0	0	0	0	0	0.04987
Healthy	0	3.13477	0.09547	0	0.4148	1.07408	0.09618	0.01273	0	0	20.96534	3.41103	0	0	1.46078	0	2.12176	0.01013	0	0.33156
Healthy	0	0	0.02965	0	0	0	0	0	0	0	39.78047	1.48157	0	2.55194	0	0	0	0.02919	0	0
D001943	0.01311	2.87843	0.01066	0.04425	0.01922	0	0.03237	0	0	0	46.22366	4.00356	0	0.96955	0	0	1.6544	0.00432	0	0.00585
Healthy	0.02562	15.641	0.22888	0	0.03107	0	0	0	0	0	19.88841	0	0	0	0	0	0	0.07623	0	0
Healthy	0	0.09832	0.08189	0	0	0	0.03226	0	0.00576	0	22.53788	3.13906	0	2.03364	0	0	1.15652	0.17711	0	0.00305
Healthy	0	0	0	0	0	0	0	0	0	0	13.24111	8.69203	0	2.97141	2.48709	0.0691	0.3064	0.21027	0.01224	0.00088
Healthy	0	0	0	0	0	0	0	0	0	0	14.67943	9.16059	0	2.7135	0	0	0.93643	0.16664	0.26179	0.12849
Healthy	0.00981	9.34072	0.00957	0	0.01255	0.04988	0.02058	0.02312	0	0.00059	11.27138	1.7933	0	4.25885	2.15465	0.07517	0.39453	0.02287	0.11803	0.00271
Healthy	0	0.38656	0.00801	0	0	0	0.44575	0	0.33789	0	76.27529	3.22796	3.56415	0	0	0	0	0.13158	0	0.11966
Healthy	0	2.74432	0.02072	0	0.05621	0	1.11267	0	0	0	43.78664	35.1158	0	0	0	0	0	0.45575	0	0.07877
Healthy	0	0.09232	0	0.0422	0	0	0	0	0.04265	0	22.45865	9.79868	0.35415	5.56533	1.70561	0.17643	2.24413	0.16672	0.02118	0.00641
Healthy	0.00378	5.3394	0.00157	0	0.89341	0.10218	0.02463	0.08912	0	0	19.87227	0.00738	2.02896	8.0343	5.67126	3.08044	1.48008	0.02925	0	0.01428
Healthy	0	0	0	0	0	0	0	0	0	0	32.54886	3.55588	0	0	0.13665	0	1.3813	0	0	0
Healthy	0	0	0	0.00402	0	0	0	0	0	0	38.0593	5.73169	0	0	0.01966	0	1.43627	0.00901	0.02461	0.00873
Healthy	5.62755	0.00681	0	0.001	0	0	0	0.00529	0	0	1.99892	3.9656	0	7.4203	0.08752	0	0	0.05635	0.89575	0.00842
Healthy	0	0	0	0	0	0	0	0	0	0	31.30829	0.38223	6.8698	0	3.82869	0	0	0	0	0.07799
Healthy	0	33.1783	0	0	0	0	0	0	0	0	5.24541	0.0035	0	0.09899	0	0	0	0	0	0
Healthy	26.4025	0	0.037	0	0	0	0	0	0	0	9.77973	0.87545	0	0.11893	0	1.58479	1.30351	0.00715	0.04706	0.08336
Healthy	59.3669	0	0	0	0	0	0	0	0	0	5.6141	1.17153	0	0.25472	0.3385	0.08662	0	0.0052	0.00501	0.00387
Healthy	0	1.88746	0	0	0	0	0	0	0	0	11.33523	1.66492	0	0.59791	0.78614	0.42914	0	0	0	0
Healthy	64.6746	0	0	0	0	0	0	0	0	0	1.85778	2.37585	0	0	0	0	0	0	0	0
Healthy	38.85502	1.57665	0.00647	0	0	0	0.0131	0.00136	0	0.0003	15.91266	9.331	0.43081	0	0	0	0.71665	0.05882	0.0831	0.01037
Healthy	19.2902	0	0	0.02287	0	0	0	0	0	0	14.15707	0.81371	0	1.35529	0	0	0.71395	0	0	0
Healthy	0	0.43651	0	0.08244	0	0	0	0	0	0	10.1538	1.53561	0	0.67923	0.61494	0.69324	0	0	0	0
Healthy	0	2.54476	0.02249	0	0.05726	0	1.42773	0	0	0	42.1532	33.7481	0	0	0	0	0	0.38809	0	0.06262
Healthy	0.00591	13.3292	0	0	0	0	0	0.00057	0	0.0139	26.9944	0	0	0	0	0	0	0.08254	0	0
Healthy	3.29118	0	0	0.0036	0	0	0	0	0	0	11.40236	1.8985	0	0	4.13552	2.63237	0	1.3811	0	0.03292
Healthy	0	0	0	0.3539	0	0	0	0	0	0	22.9616	4.42462	6.64189	1.7098	0.10309	0.18105	1.15119	0	0	0
Healthy	0	14.6807	0.3979	0	0	0	0	0	0	0	1.39756	0	0	0.28884	0	0	0	0	0	0
Healthy	0	0.10819	0.02257	0.01085	0	0.04822	0.01719	0	0	0	21.58602	2.49861	0.028	1.54458	0	0	1.3345	0.01028	0	0.70432
Healthy	0	0.02159	0	0.17004	0	0	0	0	0	0	18.41136	1.35214	0	3.28842	1.35254	0	1.32887	0.00902	0.04851	0
Healthy	33.229	0	0	0	0	0	0	0	0	0	17.46326	5.14978	0	1.30868	1.45629	0.02876	1.28332	0.37301	2.23811	0.0624
Healthy	0	0.02683	0.01113	0.00168	0	0	0	0.01259	0	0	18.23184	3.18537	2.84323	5.06016	2.39044	0	0	0.05273	0.32814	0
Healthy	0	0.06758	0.00318	0.0116	0	0.02862	0	0.06525	0.03701	0.01838	4.30476	1.07055	1.62894	1.65052	0.39616	0	0.4335	0.0224	0.03496	0.20787
Healthy	0	0.50497	0.36157	0	0	0	0	0	0	0	9.71639	1.31385	0	2.98586	0	0.94896	0	0	0	0
Healthy	0	0.04198	0.08768	0	0	0	0.049	0	0.00373	0	22.42268	2.99748	0	2.0715	0	0	1.10504	0.13614	0	0.00294
Healthy	0	0.59771	0	0.10491	0	0	0	0	0	0	8.69365	6.96263	0	2.06854	0	0	2.71833	0.09847	0	0.00804
D001943	0.88858	0.05492	0.03716	0.69962	0.0012	0	0	0.01959	0.00063	0	27.10302	1.55549	0	0.12888	0	0	1.52152	0	0	0.00795
Healthy	0	24.6012	0.05154	0.01803	0.41984	0	0	0	0	0	0.61004	0	0	0	0	0	0	0	0	0
Healthy	0	0.02327	0.00124	0.31496	0	0	0	0	0	0	14.68776	0.46941	9.09737	0.8281	4.17165	0	0.44822	0.07918	0.0523	0.06515
Healthy	1.61529	0.37708	0	0.12598	0.4868	0	0.00512	0.0028	0	0	17.03257	5.50392	0	9.83166	6.94881	0.15968	1.28562	0.02356	0	0.10194
Healthy	0	0.41061	0.05394	0.02299	0	0.21056	0.08413	0.03225	0.08443	0.00081	16.09373	16.7112	0.0011	0	4.27624	0	2.3616	0.35633	0	0.05655
Healthy	0	0	0.14809	0	0	0	0	0.01048	0.05229	0	20.2407	1.92861	3.08086	0	0	0	0.54816	0.01749	0.14707	0.23086
Healthy	7.21774	0.02862	0	0	0	0	0	0	0	0	5.30745	1.58474	0	2.84819	15.4318	0	0	0	0	0
Healthy	1.63861	0	0	0.03656	0	0	0	0	0	0	25.7398	1.26302	0	0	0.16851	0	0	0.00925	0.06231	0.04305
