group	Bacteroidales	Enterobacterales	Burkholderiales	Acidaminococcales	Pseudomonadales	Selenomonadales	Desulfovibrionales		Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	39.65412	0	0.86213	1.61096	0	0	0.24869		15.08881	3.91922	0	0.29047	0.86213	0	0.03077	1.61096	0	0.14257
Healthy	68.11255	0.77609	0	0	0	0	0		2.09841	0.15458	0.77609	0	0	0	0	0	0	0
Healthy	51.31828	0.01246	0.22029	0	0	0	0.24608		14.92776	0.08497	0.01246	0.04004	0.22029	0	0.02119	0	0	0
Healthy	61.18119	0	0.03347	0	0	0	0		15.56181	0	0	0.03766	0.03347	0	0.00749	0	0	0
Healthy	26.18248	0.32653	1.81278	3.84463	0	0	0		33.07218	1.55761	0.32653	0.02304	1.81278	0	1.48201	3.84463	0	0.0005
Healthy	60.2623	0.7776	2.33934	0.26043	0	0	0		7.50789	0.84066	0.7776	0.36114	2.33934	0	0.06644	0.26043	0	0
Healthy	60.18214	0.96041	1.44712	0	0	0	0		22.98317	0.90259	0.96041	0	1.44712	0	0.18432	0	0	0.02075
Healthy	11.533	0	0	0.13631	0	0	0		43.47845	0	0	0	0	0.64383	7.68274	0.13631	0	0
Healthy	42.72847	0.32129	0.06726	0	0	0	0		10.37783	0.2343	0.32129	0	0.06726	0	0.06627	0	0	0.15627
Healthy	74.81172	0	0.10798	0	0	0	0.01841		6.07036	0.21185	0	0.14373	0.10798	0	0.13293	0	0	0
Healthy	13.58487	10.2792	0.30043	0	0	0	0.71462		1.0229	0.02114	10.2792	0	0.30043	0	0.13948	0	0	0
Healthy	71.38515	0.10061	2.817	0	0.00483	0.01167	0.01487		3.04903	0.58646	0.10061	0	2.817	0	0.00218	0	0.00483	0.0079
Healthy	28.00834	0.22162	0	2.27477	0	0.17096	0		44.59993	0.08384	0.22162	1.6223	0	0	2.63695	2.27477	0	0
Healthy	44.18307	0.33885	0.32375	0	0.00523	0	0.00464		22.89878	4.09377	0.33885	0.78659	0.32375	0	0.02658	0	0.00523	0
Healthy	33.10014	0.1535	0.63109	2.65359	0	0	0.08871		21.86949	1.70394	0.1535	0.3917	0.63109	0.68638	6.99111	2.65359	0	0
D014607	69.61163	1.47803	0.05415	0	5.46649	0.04473	0.039		1.45877	0.02214	1.47803	0.00669	0.05415	0	0	0	5.46649	0
Healthy	85.82224	0.60552	0.04169	0	0	0	0		3.03262	1.23569	0.60552	0.34481	0.04169	0	0.17487	0	0	0.01532
Healthy	33.90315	0.11169	0.36764	0	0	0	0.00376		35.57277	1.73892	0.11169	0.18325	0.36764	0	0.04409	0	0	0
Healthy	70.51977	0	0.83322	3.62986	0	0	0.0186		11.06907	0	0	0.39844	0.83322	0	1.27333	3.62986	0	0.06537
Healthy	62.9367	0	2.23462	0	0	0	0		7.85057	0.11896	0	0.00784	2.23462	0	0.02267	0	0	0.0115
Healthy	33.13465	0.03779	0	0	0	0.06916	0		32.19017	0	0.03779	0	0	0.65232	1.6906	0	0	0.09801
Healthy	43.91144	4.06115	0	0.94659	0.16498	0.13054	0		29.09286	0	4.06115	0.15997	0	0	0.13657	0.94659	0.16498	0
Healthy	69.10783	0.06093	0.02525	0	0	0	1.42888		0.94561	0.1269	0.06093	0	0.02525	0.01411	0.52483	0	0	0
Healthy	22.25656	1.64715	0.25774	0	0	0	0.1026		31.45204	0.1445	1.64715	0.02753	0.25774	0.58046	0.63958	0	0	0.03777
Healthy	13.31218	0.40844	0	5.59783	0	0	0.02758		26.45028	0.30366	0.40844	0.8535	0	3.28183	9.54612	5.59783	0	2.2151
Healthy	67.98188	0	6.01844	0	0	0	0		5.21396	0.19261	0	0.43095	6.01844	0	0	0	0	0
Healthy	55.93334	0.21949	0.08297	0	0	0	0.08565		5.93984	12.31335	0.21949	0.23069	0.08297	0.20356	0.02318	0	0	0
Healthy	50.09099	0.102	1.54425	0	0	0	0		16.30264	0.24184	0.102	0.00191	1.54425	0.07783	1.27484	0	0	0
Healthy	9.77201	0.0753	0	0.32028	0	0	0		49.96242	0.00719	0.0753	4.45262	0	0.0354	12.93595	0.32028	0	1.24703
Healthy	49.84518	0.09194	0.13831	0	0	0	0.8116		0.79012	1.6107	0.09194	0	0.13831	0	0	0	0	0
Healthy	85.64382	1.75907	0.98994	1.28601	0.20194	0	0.04785		4.16175	0.26173	1.75907	0.01432	0.98994	0	0.02979	1.28601	0.20194	0.03032
Healthy	27.67924	0	1.49689	0	0	0	0.00501		23.46814	13.54931	0	0.19114	1.49689	0	0	0	0	0
Healthy	28.03494	0.06126	0	0	0	0	0		48.04604	0	0.06126	0.01997	0	0	0	0	0	0
Healthy	9.82302	0	0	0.27572	0	0	0		26.19694	11.57231	0	0.37943	0	0	0	0.27572	0	0
Healthy	42.51116	0.03357	0	3.9126	0	0	0.13867		16.14362	0.93536	0.03357	0.08935	0	0	0.73564	3.9126	0	0.37331
Healthy	78.21362	0	0	0.07944	0	0.0133	1.5463		5.01792	0	0	0	0	0.09233	0.20685	0.07944	0	0
Healthy	32.48435	3.11775	0	0	0	0	0		33.39352	0	3.11775	2.60608	0	6.53455	0	0	0	0
Healthy	24.37262	0.1379	0.56031	0	0	0	0.04588		42.68353	0.74147	0.1379	0.00661	0.56031	0	0.18382	0	0	0.05455
Healthy	25.24072	0.8832	2.29366	3.90432	0	0	0		52.38186	1.32595	0.8832	0.87776	2.29366	0	0.01604	3.90432	0	0
Healthy	77.14817	0.25725	0.02592	0	0	0	0.01028		1.82898	0.34933	0.25725	0.00317	0.02592	0	0.08464	0	0	0
Healthy	28.96809	0.01154	0.89833	0	0	0	0.08692		22.67106	2.47811	0.01154	0.17678	0.89833	6.73	0.22791	0	0	0.01811
Healthy	67.93963	0	0.1559	0	0	0	0		3.35925	0.34572	0	0	0.1559	0	0.29707	0	0	0
Healthy	6.90874	0	0	0	0	0	0		4.30578	0	0	0	0	0	0	0	0	0
Healthy	91.15794	0.4381	0.38966	0	0.16908	0	0		1.12383	0.31964	0.4381	0.04242	0.38966	0	0.17387	0	0.16908	0.00252
Healthy	64.28467	0.12452	1.51147	0	0	0	0.18817		6.54934	0.6049	0.12452	0.00396	1.51147	0.20474	0.01542	0	0	0
Healthy	34.19164	1.34731	0.01562	0	0	0	0		15.66101	27.9063	1.34731	0.27112	0.01562	0	0.76407	0	0	0.31638
Healthy	32.61151	0	0.00297	0	0	0	0		43.84315	0.78074	0	0	0.00297	0	0	0	0	0.2142
Healthy	69.36234	0.09307	0.0279	0	0	0	1.68099		0.9399	0.11949	0.09307	0	0.0279	0.01774	0.49986	0	0	0
Healthy	29.16259	0	0.01838	2.43258	0	0	0.65119		6.0343	0.11929	0	0.09454	0.01838	1.96453	0.299	2.43258	0	0
Healthy	30.15426	1.68824	0.0386	0.02727	6.47865	0	0		32.68181	0.07508	1.68824	0	0.0386	0	0.23297	0.02727	6.47865	0.13173
Healthy	48.4901	0.47148	0	0	0	0	0		11.18063	0	0.47148	0	0	3.37489	7.41531	0	0	0.60065
Healthy	58.35947	0	0.32791	0	0	0	0.3514		4.35124	0.36245	0	0	0.32791	0	0	0	0	0
Healthy	68.95983	0.09818	0.14634	0	0	0	0		1.8155	0.25283	0.09818	0	0.14634	0	0.03309	0	0	0
Healthy	84.2783	0.10716	0.33167	0	0.28774	0	0.06719		3.31033	1.07505	0.10716	0	0.33167	0	0.01756	0	0.28774	0
Healthy	13.30113	1.36407	0.05758	0	0	0	0.01561		34.61785	5.21743	1.36407	3.55343	0.05758	0	0.27483	0	0	0.00861
Healthy	31.07471	0.03651	0	0	0.01093	0.78584	0.09352		54.96934	0.15216	0.03651	0.02207	0	0	0.02419	0	0.01093	0.01405
Healthy	44.84959	0.29812	0.01362	0	0	0	0		20.75108	0.65766	0.29812	0.04988	0.01362	0	0.39103	0	0	0.59335
Healthy	65.87777	2.94243	1.18589	0	0	0	0.00794		13.55648	0.4766	2.94243	0.20831	1.18589	0	0	0	0	0
Healthy	56.19211	13.23779	2.26482	0	0	2.57302	0.06136		1.61862	0.38391	13.23779	0	2.26482	0	0.07753	0	0	0
Healthy	26.13212	2.01818	0	0	0	0	0.33247		6.05667	9.2609	2.01818	0.19581	0	33.7754	1.2382	0	0	0.00282
Healthy	27.17957	0	0.03273	0	0	0	0		63.67515	0	0	0.0334	0.03273	0.29473	0	0	0	0
Healthy	20.77593	0.06715	0.07643	0.45049	0.4656	0	0		15.88302	2.43929	0.06715	0.18472	0.07643	21.0891	0.84119	0.45049	0.4656	0.00398
D014607	80.52541	0.00452	0.40373	0	0.00392	0	0.03319		3.51819	0.23039	0.00452	0	0.40373	0	0.01689	0	0.00392	0
Healthy	41.09319	0.16289	0.08411	0	0	0	1.65896		0.7702	2.56882	0.16289	0	0.08411	0	0.00528	0	0	0
Healthy	48.09754	0.03111	0.78648	0	0	0	0.017		6.94567	0.35294	0.03111	0	0.78648	0	0.01092	0	0	0.00278
Healthy	68.38534	0	5.77917	0	0	0	0		5.06293	0.22444	0	0.45064	5.77917	0	0	0	0	0
Healthy	14.88895	0.14639	0	1.67791	0	0	0		28.73826	1.41622	0.14639	0.42071	0	0.86242	0.6235	1.67791	0	0.13799
D014607	81.79532	1.07184	2.77923	0	0.02736	0.0416	0.09387		4.03469	0.84574	1.07184	0	2.77923	0	0.02829	0	0.02736	0
Healthy	54.5794	1.06555	0.25334	0	0	0	0.13363		0.82049	0.02442	1.06555	0	0.25334	0	0.34156	0	0	0
Healthy	40.23586	0.28402	7.42489	0	0	0.45257	0.02269		17.27238	0.70442	0.28402	0	7.42489	0	0	0	0	0
Healthy	22.08317	0	0	0	0	0	0		65.87162	0	0	0	0	0	0.41372	0	0	0
Healthy	73.68848	0	0	0	0	0	0		2.08998	0	0	0	0	0	0	0	0	0
Healthy	56.66584	0	0	0	0	0	0		14.16528	0	0	0	0	0	0	0	0	0
Healthy	66.0405	0	0.9357	0	0	0	0		8.27072	0.05648	0	0.00451	0.9357	0	0.03583	0	0	0.03446
Healthy	83.87272	0	0.08668	0	0	0	0.38168		1.32739	3.52286	0	0	0.08668	0.64288	0	0	0	0
Healthy	17.06408	20.6834	0.03469	1.48207	1.02995	0	0		5.06566	20.95547	20.6834	0.05471	0.03469	0.15967	1.7809	1.48207	1.02995	0
Healthy	8.57035	0	0.01024	0	0	0	0		27.34738	13.7757	0	5.14226	0.01024	1.26732	0.22328	0	0	0.22496
Healthy	64.20095	0	0.17644	0	0	0.01354	0.12192		13.98577	0.96473	0	0	0.17644	0	0.05866	0	0	0
Healthy	63.86722	0	3.11279	0	0	0	0.36368		24.0631	0	0	0	3.11279	0	0.0698	0	0	0
Healthy	48.07006	0	3.63923	0.03543	0	0	0		27.48449	1.56782	0	0	3.63923	0	0	0.03543	0	0
Healthy	54.23068	0.01432	1.97267	0.04257	0	0.86905	0.38003		13.37072	1.21806	0.01432	0.06142	1.97267	0.02199	0	0.04257	0	0
Healthy	70.25471	0.16723	0.59767	0.00389	0	0	0.01217		6.46265	3.4047	0.16723	0.06813	0.59767	0	0.38988	0.00389	0	0.05677
Healthy	45.1154	0.38987	0.00697	0.09795	0	0	0.68442		0.60571	1.16352	0.38987	0.07486	0.00697	0	0.55076	0.09795	0	0
Healthy	8.96652	0	0	0	0	0	0		76.0443	0	0	0	0	0	0	0	0	0
Healthy	19.53796	1.22222	0.02732	0	0	0	0		19.45555	3.59922	1.22222	0.01049	0.02732	0	0.06788	0	0	0.16076
Healthy	38.80998	0	0.01398	0	0	0	0		6.93683	0.0242	0	0.00464	0.01398	0	0.77904	0	0	0
Healthy	54.92835	0.64108	0.00676	0	0.04728	0	0.1571		14.04673	0	0.64108	0.10861	0.00676	0	0.09846	0	0.04728	0
Healthy	0.80423	2.20922	0	0	8.72496	0	0.00223		36.59994	4.09121	2.20922	2.68779	0	0	0.00238	0	8.72496	0.0211
Healthy	64.91261	0	1.17066	0	0	0	0.44208		18.6768	0	0	0.01188	1.17066	0	0.06491	0	0	0
D014607	89.43835	0.07079	0	0	0	0	0		3.10735	0.101	0.07079	0.00709	0	0	0	0	0	0
Healthy	11.14039	0	0	7.31724	0	0	0		53.52788	2.04766	0	0	0	0	0	7.31724	0	0
Healthy	17.47557	0.13314	0.06232	0.12693	0	0	0		38.05593	0	0.13314	0.19039	0.06232	0.17103	0.05921	0.12693	0	0
Healthy	42.65315	34.1359	0	0	0.91869	0	0.01384		6.36115	10.59404	34.1359	0.2922	0	0	0.22678	0	0.91869	0
Healthy	69.9158	0.06349	0.1421	0	0	0	0		1.55749	0.26094	0.06349	0	0.1421	0	0.04636	0	0	0
Healthy	56.77236	0.03009	0.05722	0	0	0	0		21.9319	0.24372	0.03009	0.03822	0.05722	0	0.33608	0	0	0.13564
Healthy	39.9845	0	0.34289	0	0	0	0		17.3182	0	0	0	0.34289	0	0	0	0	0
Healthy	52.21683	0.01798	0.60592	0	0	0	0.31247		7.84216	0.15819	0.01798	0	0.60592	0	0	0	0	0
Healthy	1.32898	19.55129	0.18685	0	0	0	0		13.35352	23.31529	19.55129	5.52825	0.18685	0	0	0	0	0.04182
Healthy	67.89234	0.0414	0.02515	0	0	0	0.04428		2.45133	0	0.0414	0.05352	0.02515	0	0	0	0	0
Healthy	81.0339	0.15643	0.34009	0	0.2588	0	0.05116		3.27517	1.09986	0.15643	0.00438	0.34009	0	0.04216	0	0.2588	0
Healthy	33.62841	0	0.24028	0	0	0	0.01639		17.21332	3.48084	0	1.65436	0.24028	0	0.05069	0	0	0
Healthy	70.13488	0.32147	0.22596	0	0	0	0.10246		5.41167	4.05144	0.32147	0.01091	0.22596	0.05175	0	0	0	0
Healthy	5.73114	8.35865	0.06749	0	0	0	0		23.71519	0	8.35865	33.52188	0.06749	0	0.35808	0	0	0
Healthy	32.57043	0.1197	0	0	0	1.03266	0.00588		32.75538	0.20729	0.1197	0.65103	0	0.01332	1.58635	0	0	0.2005
Healthy	40.16562	3.3964	0	7.08862	0	0	0.03857		7.58386	0	3.3964	1.22234	0	0.1007	11.41108	7.08862	0	0.05413
Healthy	61.20648	0	0.25836	0	0	0	0.38783		4.24627	0.20792	0	0	0.25836	0	0	0	0	0
Healthy	67.11219	0.14355	0.03423	0	0	0	0.09241		8.3997	1.48272	0.14355	0.04397	0.03423	0.01265	0	0	0	0
Healthy	2.11984	0	0	4.61632	0	0	0		24.15697	0	0	0	0	23.1476	3.08538	4.61632	0	1.77812
Healthy	0	0	0	0	0	0	0		9.24888	0	0	0	0	0	0	0	0	0
Healthy	36.96423	2.00589	0	0	0	0	0		20.47784	0.81976	2.00589	2.25199	0	2.2348	0	0	0	0.01458
Healthy	74.49401	0.4999	0.00596	0	0	0	0.03855		1.93607	0.00896	0.4999	0.02754	0.00596	0	0	0	0	0
Healthy	68.79607	0.08539	0.20211	0	0	0	0.11194		6.97075	0	0.08539	0	0.20211	0	0.02466	0	0	0
Healthy	48.33093	0.89547	0.08866	0	0	0.37926	0.02823		12.21441	0.07118	0.89547	0.02891	0.08866	0	0.03925	0	0	0.09574
Healthy	3.52148	0	0	8.10433	0	0	0		24.86266	0	0	0	0	6.37433	6.6301	8.10433	0	0.32805
Healthy	30.977	0	0.05841	3.58224	0	0	0		41.42896	0.23884	0	0	0.05841	0.17672	0	3.58224	0	0
Healthy	48.79426	0.05039	0.51228	0	0	0	0.54332		6.07761	0.17352	0.05039	0	0.51228	0	0	0	0	0
Healthy	72.78589	0	0.59765	0	0	0	0.00456		0.10168	2.35336	0	0	0.59765	0	0	0	0	0
Healthy	4.21911	1.51275	0.18294	0	0	0	0		24.82273	7.56379	1.51275	0.50576	0.18294	17.9335	2.33088	0	0	3.00563
Healthy	11.39171	0	0.03331	0.5885	0	0	0		71.25252	0.00415	0	0.09339	0.03331	0.35644	2.3575	0.5885	0	0
Healthy	62.92296	0.18506	0.90545	0.27574	0	0	0.03807		14.45154	0.53273	0.18506	0	0.90545	0	0	0.27574	0	0
Healthy	80.807	0	1.51926	0	0	0	0.03219		6.38911	0.00522	0	0.02167	1.51926	0	0.07097	0	0	0.01374
Healthy	33.08793	2.89015	0.02403	0	2.84982	0	0.03549		23.75074	3.06453	2.89015	0.20013	0.02403	1.55278	0.02103	0	2.84982	0.44235
Healthy	48.86634	1.65118	1.98335	0	0	0	0.14487		8.31313	2.29847	1.65118	0	1.98335	0.06782	0.07097	0	0	0
Healthy	0.64899	0.38324	0	0	0.10444	0	0		0.12272	90.47287	0.38324	7.37831	0	0	0.00052	0	0.10444	0
Healthy	68.09593	0	5.94819	0	0	0	0		5.04008	0.2579	0	0.57766	5.94819	0	0	0	0	0
Healthy	84.30349	0.65903	0.20509	0	0	0	0		1.32419	0.57724	0.65903	0.06916	0.20509	0	0	0	0	0
Healthy	18.18298	1.30524	0.13331	0	0	0	0		43.20758	0.19667	1.30524	5.65207	0.13331	0	0.71517	0	0	0
Healthy	37.14505	0.45025	0	0	0	0	0		34.29336	1.67411	0.45025	0	0	0	0.41766	0	0	0.15181
Healthy	18.48963	0.68164	0.04844	0	1.10921	0	0.06883		17.62458	4.31022	0.68164	4.25631	0.04844	0	0.97193	0	1.10921	0.05489
Healthy	70.64789	0	0.82778	3.68487	0	0	0.01429		11.55756	0	0	0.37018	0.82778	0	1.26597	3.68487	0	0.05486
Healthy	70.63958	0.13819	0	0	0.02244	0.86434	0		5.79267	0.70083	0.13819	0.47546	0	0	1.24815	0	0.02244	0.03542
Healthy	45.16881	0.2193	0.08213	0	0	0	0		17.0652	18.1815	0.2193	0	0.08213	0	0.43517	0	0	0.05531
Healthy	9.76001	0	0	0	0	0	0		44.24007	11.6606	0	0.81377	0	0	0	0	0	0
Healthy	14.72022	0.03632	0.05476	0	0	0	0		32.09735	10.37074	0.03632	2.30598	0.05476	0	0.01939	0	0	0.69314
Healthy	58.86491	0	2.38675	0	0	0	0.07263		10.15593	3.94396	0	0.00823	2.38675	0	0	0	0	0.02819
Healthy	31.51029	0.18599	0.01433	0	0	0	0.00738		18.01655	5.87586	0.18599	1.33874	0.01433	0	0.15548	0	0	0
Healthy	60.9717	0.17056	0.07557	0	0	0	0.04138		6.71752	2.99392	0.17056	0.16507	0.07557	1.3897	0.92989	0	0	0.09399
Healthy	23.71041	0.09058	0.39744	0	0.00568	0.50437	0		36.77322	1.94967	0.09058	2.97425	0.39744	0	0.04289	0	0.00568	0
Healthy	60.37382	0.2024	0.16598	0	0	0	0.35323		4.731	3.86564	0.2024	0.13567	0.16598	0.95499	0	0	0	0
Healthy	10.08932	0.51966	0	21.9733	0	0	0		2.89423	0	0.51966	0	0	1.61728	0.39765	21.9733	0	0
Healthy	36.6444	0	0	1.82274	0	0	0		42.44446	0	0	0	0	0	1.90263	1.82274	0	0
Healthy	52.35302	0.02214	5.33586	0	0	0.42702	0.15329		12.72961	0.34237	0.02214	0	5.33586	0	0	0	0	0.05282
Healthy	76.77429	0.29681	0.03171	0	0	0	0.00787		1.67378	0.33385	0.29681	0	0.03171	0	0.09813	0	0	0
Healthy	9.72508	0	0	0.34905	0	0	0		24.06938	11.44745	0	0.28125	0	0	0	0.34905	0	0
D014607	5.79284	0.44296	0	0.00114	0	26.01412	0.00638		0.61843	0	0.44296	0.01151	0	0	0	0.00114	0	0.00061
Healthy	26.20164	0.11684	0	0.00178	0	0	0.69413		1.2228	1.23408	0.11684	0.36739	0	0	0.80095	0.00178	0	0
Healthy	52.14534	0.01657	0.00256	0	0	0	0		18.06686	0	0.01657	0.00659	0.00256	0.02102	0.01122	0	0	0.03771
Healthy	58.10073	0.17989	0.10726	0	0	0	0.14138		6.29537	12.56917	0.17989	0.20558	0.10726	0.22386	0.02597	0	0	0
D014607	85.84582	0.70307	0.23085	0.07011	0.01593	0.08836	0.58024		3.45859	0	0.70307	0.00125	0.23085	0	0.01302	0.07011	0.01593	0
Healthy	62.73642	0.19311	0.40893	3.47911	0	0	0.0212		12.60878	0.17035	0.19311	0.51722	0.40893	0.0878	4.23237	3.47911	0	0.02291
Healthy	44.6047	0.1954	0	0	0	0	0.04873		22.74829	2.19281	0.1954	0.90812	0	0	0.00276	0	0	0.38988
Healthy	25.1176	0.3364	0.06174	0	0	0	0		34.84461	5.01757	0.3364	0.08943	0.06174	0	1.75278	0	0	1.1973
Healthy	33.8182	0	0.86723	0	0	0	0.24328		17.44517	0.00476	0	0	0.86723	1.87428	1.06904	0	0	0
Healthy	48.77218	0.33215	0.07248	0	0	0	0.0293		20.50444	2.50981	0.33215	0.14492	0.07248	5.5018	1.52775	0	0	0.44489
Healthy	45.66618	2.16888	5.85919	3.38076	0	0	0		19.63997	0.88026	2.16888	0.64442	5.85919	0	0	3.38076	0	0
Healthy	55.40129	6.26117	0.04768	0	0	0	0		15.48653	4.06544	6.26117	0.17283	0.04768	0	0.08529	0	0	0.78828
Healthy	59.93208	0.08528	0	0	0.481	0	0.04218		16.11202	0.10926	0.08528	0	0	0	0	0	0.481	0
Healthy	15.04625	0	0.00815	0	0	0	0		28.63707	0.17604	0	5.39286	0.00815	9.90092	0.09396	0	0	0
Healthy	0.00043	0.00139	0	0	25.9182	0	0		0.00652	44.07299	0.00139	9.50194	0	0	0	0	25.9182	2.32124
Healthy	61.74895	0	0	0.31573	0	0.16624	0.04003		26.15425	0.09181	0	0.03014	0	0.04649	0.49223	0.31573	0	0
Healthy	87.02538	0	0.0663	0	0	0	0		2.03508	0	0	0	0.0663	0	0	0	0	0
Healthy	40.00243	0.4149	0.00395	0	0	0	0.08237		21.71029	2.32009	0.4149	1.22287	0.00395	0.10475	0	0	0	0.05366
Healthy	69.9345	0.04719	3.22159	0	0	0	1.39254		3.69108	0.77612	0.04719	0.11284	3.22159	0.03287	0.15468	0	0	0
Healthy	1.69901	3.31039	0	0	0	0	0		41.48752	7.15964	3.31039	0	0	4.2977	0.27113	0	0	0
Healthy	7.07781	13.2784	0	0	1.0204	0	0		3.5514	53.7135	13.2784	0.41551	0	0	0.25955	0	1.0204	0.00107
Healthy	18.15599	0	0.09712	0	0	0	0		6.44607	4.10006	0	0.06014	0.09712	13.9454	4.1505	0	0	0.0398
Healthy	31.09353	0	0.02116	0	0	0	0		16.43337	0	0	0	0.02116	0.00137	0.80942	0	0	0
Healthy	34.03256	0	0.06265	0	0	1.70745	0.00559		44.99545	0	0	0.00207	0.06265	0	0.15933	0	0	0
D014607	77.42379	2.48892	0.07416	0	0.30674	0.30618	0.00121		6.25356	0.05846	2.48892	0.00074	0.07416	0	0	0	0.30674	0
Healthy	43.90234	0	0.50874	0	0	0	0.12448		15.11769	3.13693	0	3.06488	0.50874	0	0	0	0	0
Healthy	44.18122	0.37948	2.08788	0	0	0.15438	0.05311		21.0963	0.03233	0.37948	0.09394	2.08788	0	0	0	0	0
Healthy	57.07879	0.47996	0	0	0	0	0.14253		4.43741	4.21828	0.47996	0.37995	0	0	0.16744	0	0	0
Healthy	60.22977	0.00187	3.9968	0	0	0	0.11505		11.48591	0.67275	0.00187	0.03604	3.9968	0	0.06249	0	0	0
Healthy	44.66737	0.3293	0	3.0235	0	7.14544	0		7.46247	0.7017	0.3293	0.05593	0	0	0	3.0235	0	0
Healthy	70.99113	0	3.17425	0	0	0	1.37421		3.77322	0.8753	0	0.13445	3.17425	0.00549	0.16934	0	0	0
Healthy	65.52501	2.5774	1.2262	0	0	0	0.01917		13.63746	0.47257	2.5774	0.14994	1.2262	0	0	0	0	0
Healthy	6.72201	0	0.15351	0	0	0	0		3.57708	2.23885	0	0	0.15351	0	0	0	0	0
Healthy	82.77682	0.65567	0.20969	0	0	0	0		1.51089	0.65907	0.65567	0.06108	0.20969	0	0.0048	0	0	0
Healthy	48.8312	0.64983	0.2026	0	0	0	0		30.06569	2.04344	0.64983	1.09462	0.2026	0	0.24078	0	0	0
Healthy	13.88629	0	0.08663	1.47182	0	0.27957	0.12627		13.58218	2.67365	0	0	0.08663	0	0.05364	1.47182	0	0.13814
Healthy	5.27426	7.80416	2.11858	0	0	0	0		0	35.96284	7.80416	6.74996	2.11858	0	0	0	0	0
Healthy	66.74774	0.13705	0.02559	0	0	0	0.0852		9.33014	1.52995	0.13705	0.06972	0.02559	0	0	0	0	0
Healthy	20.72115	3.8309	0	3.42044	0	2.64987	0		7.42724	1.45191	3.8309	17.5834	0	0	4.17113	3.42044	0	0
Healthy	3.44375	68.4318	0	0	16.1313	0	0		0.00403	8.06484	68.4318	0.21363	0	0	0	0	16.1313	0
Healthy	86.56075	1.8811	0.10956	0	0	0	0.09083		3.61913	0.22373	1.8811	0.06702	0.10956	0	0.03454	0	0	0
D014607	75.60338	0.66932	0.27957	0.00174	0.03503	0	0.05561		0.9244	0.06747	0.66932	0	0.27957	0	0.00742	0.00174	0.03503	0
Healthy	53.36043	1.01719	2.49682	0.8408	0	0	0.02636		12.11788	0.03715	1.01719	0	2.49682	0.7039	0	0.8408	0	0
Healthy	17.23018	0.16837	0.2307	0.66077	0	0.05853	0.04644		16.92836	0.92969	0.16837	0.33714	0.2307	1.12322	0.6541	0.66077	0	0.08095
D014607	78.11271	1.98969	0.91481	0	0	0.01324	0		5.49487	0.01789	1.98969	0.04093	0.91481	0	0.18183	0	0	0
Healthy	66.47609	0.37765	0.25885	0	0	0	0.02395		6.42588	0.07479	0.37765	0.31109	0.25885	0	0.12519	0	0	0
Healthy	70.42368	0.48435	0	0	0	0.34079	0.01986		16.59155	0.12114	0.48435	0.5366	0	0	0.7594	0	0	0.06926
Healthy	68.90809	0.03274	0.21604	0	0	0	0.1941		4.84184	0.00166	0.03274	0	0.21604	0	0.00494	0	0	0
Healthy	13.65642	1.0772	0.36818	2.90329	0.11821	0	0.21533		17.07274	4.53545	1.0772	0.48568	0.36818	0.47405	0.04006	2.90329	0.11821	0.09393
Healthy	23.31875	0.11866	0	0	4.50772	0	0.19335		0.0274	53.10294	0.11866	9.06072	0	0	0	0	4.50772	0.0046
Healthy	86.2202	1.59267	0.07533	0	0	0	0.10931		3.30101	0.19532	1.59267	0.06395	0.07533	0	0.07695	0	0	0
Healthy	67.27463	1.05383	0	0	0	0	0		2.28023	0.20175	1.05383	0	0	0	0	0	0	0
Healthy	9.46394	12.2714	0	0	0	0.46157	0.01852		18.21155	20.05603	12.2714	9.45909	0	3.54756	3.46982	0	0	0
Healthy	2.87834	0.13135	0.20286	0	0	0	0		5.07049	37.95396	0.13135	1.28562	0.20286	0	1.27752	0	0	0.11519
Healthy	91.68174	4.26379	0	0	0	0	0		0.6148	0	4.26379	0	0	0	0	0	0	0
Healthy	84.63343	0.01829	0	0	0	0	0		3.27182	0	0.01829	0	0	0	0.19433	0	0	0
Healthy	12.57045	0	0	0	0	0	0		33.2969	25.52263	0	0	0	0	1.01374	0	0	0
Healthy	75.06792	0	0.57478	0	0	0	0		1.2544	0	0	0	0.57478	0	0	0	0	0
Healthy	63.95996	0.05201	0.0407	0	0.00691	0.13985	0.0251		9.70855	0.4956	0.05201	0.10501	0.0407	0	0.01492	0	0.00691	0.00207
Healthy	0	0.92446	0	0	0	0	0		11.32128	36.92142	0.92446	1.59656	0	4.13628	0	0	0	0
Healthy	68.88568	0.11185	0.14325	0	0	0	0		1.66774	0.30454	0.11185	0	0.14325	0	0.04199	0	0	0
Healthy	79.02282	0	4.8789	0	0	0	0		2.17026	0	0	0	4.8789	0	0	0	0	0
D014607	85.62178	1.94004	0.02275	0	0	0	0.01473		6.76156	0	1.94004	0	0.02275	0	0	0	0	0
Healthy	39.54577	0	0.07111	0.65041	0	0.09926	0		32.47289	0.17135	0	0.0773	0.07111	0.14722	0.777	0.65041	0	0
Healthy	27.5197	0	0	0	0	0	0		21.91208	0	0	0	0	0	0	0	0	0
