group	Lachnospiraceae	Ruminococcaceae	Acutalibacteraceae	Bifidobacteriaceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Streptococcaceae	Peptostreptococcaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Marinifilaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae
Healthy	7.65504	8.58237	0	8.72786	0	0	1.76288	0.2824	0.41818	0	50.5979	7.65504	0.83011	0.02833	0	0.2824	0	0	0.00651	0
Healthy	15.44684	0.47409	2.21099	0	0.36578	0	0	0	0	0	57.46723	15.44684	0.12133	0.24998	0	0	0	3.17535	0	0
Healthy	9.27119	28.23255	3.72859	4.88067	0	0	0.89999	0.37978	0	0	23.79678	9.27119	0.01803	2.57057	0	0.37978	0.56368	0	0	0
Healthy	6.18458	10.19387	0.76791	0	6.11884	0	0	0	0	0.00214	39.46342	6.18458	0.03682	0.11302	0	0	0	0	0.03366	0
Healthy	6.2661	8.97106	0.65685	0	5.37568	0	0	0	0	0	41.30942	6.2661	0	0.06542	0	0	0	0	0	0
Healthy	10.08996	10.23042	0.88818	0.02502	0	0	0.04032	0.01961	0.04482	0	71.34168	10.08996	0.85544	0.09149	0	0.01961	0	0	0.01828	0
Healthy	5.47012	15.41015	0.62263	0	0.02368	0	0	0.02727	0	0	75.17427	5.47012	0	0.03544	0	0.02727	0	0	0.03518	0
Healthy	3.35889	1.92994	1.14436	1.06288	0	0	0.47648	0.00698	0	0.04957	35.54818	3.35889	0.06507	0.32461	0	0.00698	2.37368	0	0.00927	0
D015179	33.88618	1.95148	0.35827	0.04983	0	0	0.48238	0.00428	0	0	16.8927	33.88618	0.09951	1.27254	0	0.00428	0.39604	0	3.72214	0
Healthy	6.93249	4.9944	1.4968	3.40036	0	0	0.23259	0.00652	0	0	18.52021	6.93249	0	2.05501	0	0.00652	0.89245	0	0	0
Healthy	4.16847	30.27069	5.11932	0	0	0.15512	4.03141	0	0.02375	0	23.1926	4.16847	0.13846	0	0.15512	0	0	16.455	2.00441	0
Healthy	8.75941	6.36144	1.77324	0.18972	0.13143	0.04564	0.05517	0	0.07053	0	16.23636	8.75941	20.2688	0.12062	0.04564	0	0.57381	0	0.0303	0
D015179	16.40542	17.53687	2.84105	11.05831	4.3426	0	0	0	0	0	19.06985	16.40542	0	2.39013	0	0	0	0	0	0
D015179	26.4891	6.66496	10.2818	0.10103	2.58278	0	1.3816	0.16957	0	0	21.4249	26.4891	2.13232	0	0	0.16957	0	3.91436	1.66225	0
Healthy	35.46929	9.26578	0.2046	24.34039	1.68081	0	1.66854	0	0	0.94274	9.91782	35.46929	0	0	0	0	0	0	0	0.03244
Healthy	16.3569	10.73994	1.09218	2.06211	0.51861	0	0.406	0.06912	0.01566	0	12.18746	16.3569	17.55351	1.5232	0	0.06912	0	0	0.23116	0.01903
Healthy	3.83838	8.17135	0.40984	5.64656	0	0.06438	0.49985	0.05496	0	0	40.6067	3.83838	0.03885	0.00202	0.06438	0.05496	0.69317	0	0.00986	0
Healthy	2.77276	8.60868	0.78726	0.11959	0	0	0.10993	0	0.00227	0	49.89224	2.77276	0.34609	1.84239	0	0	2.37891	0	0.23663	0
Healthy	11.02139	9.85602	4.38014	12.08697	0	0	2.56278	0.03248	0	0	27.72864	11.02139	0.14308	0.76728	0	0.03248	0.23276	0	0.15307	0
Healthy	0.70297	1.35626	0	0.01082	0.58989	0	0	0	0	0	92.40019	0.70297	4.70406	0	0	0	0	0	0	0
D015179	23.15178	37.0582	1.3353	1.68501	0	0	0.29136	1.98105	0	0	24.31074	23.15178	0	0.33151	0	1.98105	0	0	0.15079	0
Healthy	12.49805	2.64438	3.13164	0	0	0	0	0	0	0	30.13807	12.49805	3.32263	0.25577	0	0	1.35517	0	0	0
Healthy	24.13356	4.28527	2.56374	0.50141	1.91099	0.82055	0.31322	0.00384	0	2.13829	13.7955	24.13356	6.22818	0.10281	0.82055	0.00384	0.16558	1.42084	0.44803	0
Healthy	4.71433	2.33683	0	0.00349	0	0	0.63217	0.08385	0	0	75.62088	4.71433	0	3.12301	0	0.08385	0	0	0	0
D015179	12.55164	22.24	0	1.41112	0	0	6.68089	0	0	4.4851	24.87451	12.55164	0.36316	0	0	0	0	6.34829	0	0
Healthy	1.25265	4.05151	0.20814	0.13107	0	0	0.12196	0	0	0	75.47739	1.25265	0.33311	0.16693	0	0	0	0	0	0
Healthy	21.68265	7.17289	0	2.61555	5.70858	0	0.85814	0	0.37483	0	18.54097	21.68265	14.5864	0	0	0	0	3.05043	0.58377	0
Healthy	17.46948	2.21224	0.25233	0	0	0	0.48741	6.12311	0	0.04644	29.9021	17.46948	0.62844	0	0	6.12311	1.47863	0	0	0.14768
Healthy	27.91011	18.2422	0.0147	16.9053	0.00145	0	0	0.45134	4.25088	0	8.89504	27.91011	0.0125	0.03028	0	0.45134	0	0	0.00708	0.02137
D015179	6.91245	12.0625	0.17145	0	0	0	0.16305	1.78536	0	0.51081	34.21886	6.91245	0.64295	0.09119	0	1.78536	2.81637	0	0.37121	0.29688
D015179	10.93442	10.20989	7.66625	19.46163	2.02796	3.69869	0	0	0	0	19.72618	10.93442	0.27727	0	3.69869	0	0	0	0	0
Healthy	53.23436	2.61606	1.55133	0	0	0	0.01979	0.26561	0.19108	0	36.14982	53.23436	1.24954	0.02279	0	0.26561	0	0	0	0.06961
D015179	37.11546	4.20952	6.25821	0	14.1138	1.26674	0.93861	0.12586	0	0	8.80029	37.11546	0	0.01394	1.26674	0.12586	0	0	0.00499	0.0092
Healthy	3.42749	1.89435	1.19187	1.08813	0	0	0.50041	0.00428	0	0.03179	37.62897	3.42749	0.04737	0.32858	0	0.00428	2.34969	0	0	0
D015179	5.66048	0.25078	0.49155	0.67499	13.9795	0	0	3.6053	0	0	40.90063	5.66048	8.32105	0.42158	0	3.6053	0	0	0.00157	0
D015179	21.03524	14.48633	3.30181	4.10258	0.40337	0	0.03712	0.49239	0	0	31.78602	21.03524	2.03069	3.11029	0	0.49239	0	0	0	0
Healthy	4.26405	2.80677	11.0754	0	0	0.85601	0	0.37544	0	0.0428	66.9454	4.26405	0	0	0.85601	0.37544	0	1.10222	0.49787	0
Healthy	5.54522	4.51946	0.02113	2.82963	0	0	0.29786	2.81465	0.44237	0.00066	57.06744	5.54522	1.58462	0.82936	0	2.81465	0	0	0.00696	0.11904
Healthy	8.6329	6.51383	1.76257	0.19624	0.13732	0.04435	0.05771	0	0.06948	0	16.03337	8.6329	20.0153	0.11924	0.04435	0	0.56109	0	0.03193	0
Healthy	29.16081	7.38846	0	0	0	0	0	0	0	0	43.37119	29.16081	0	0	0	0	0	0	0	0
Healthy	26.38292	29.9677	5.60327	0	0	0	1.43255	0	0	0	7.89429	26.38292	0.1481	0.31473	0	0	0	0	0.05177	0.23522
Healthy	21.55684	4.8257	3.93231	16.29405	0	0	0.20516	0.47324	0.3121	0	33.4881	21.55684	0	0.00311	0	0.47324	0	0	0.46948	0
Healthy	24.18977	19.1433	26.6047	0	0	0	1.12323	0.63454	0	0	6.51094	24.18977	0	0.30428	0	0.63454	0	0	0	0
Healthy	23.28935	3.50928	0.21341	0	0	0	0.08199	0	0	0	31.72386	23.28935	0	3.04895	0	0	0.88498	0	0.07994	0
D015179	14.79558	5.79461	0.03997	0	0	0	0	3.67191	0.19101	0	20.18653	14.79558	0.03699	0	0	3.67191	0.61144	0	0.30119	0.00602
D015179	22.24931	4.69641	0.11306	0	0	0	2.30052	0.08932	0.19203	0	19.79142	22.24931	26.3702	0.47185	0	0.08932	0	4.23448	1.48551	0
Healthy	1.03574	3.83734	0.92751	0.18179	0	0.03289	0.14065	0	0	0.49896	54.79739	1.03574	0.09828	0.04404	0.03289	0	1.37363	0	0	0
Healthy	10.0247	6.94746	2.33933	7.56891	1.29122	0	1.55855	0.27704	0	0	16.5579	10.0247	14.8688	1.61473	0	0.27704	0	0	0.31381	0
Healthy	0.00082	0.00714	0	3.12885	0	0	1.20736	3.37714	0.27147	0	77.51165	0.00082	0	0	0	3.37714	0	0	0	0
Healthy	7.31327	7.76573	2.09509	0	0	0.07914	0.03161	0	0.00853	0	49.7336	7.31327	0	0	0.07914	0	0	0	0.00823	0
Healthy	2.33978	0.1016	0	0.18923	0	0	0	0	0	0	66.79395	2.33978	1.08666	0	0	0	0	0	0	0
D015179	10.4743	0.84878	7.13609	2.19492	30.6723	13.1185	0	1.96565	1.21558	0	10.01031	10.4743	0.24542	0.22229	13.1185	1.96565	0.65283	0	6.23049	0.10604
D015179	19.34654	19.4333	0.6499	1.57056	0	0	0	0	0	0	33.63906	19.34654	0	2.7626	0	0	0	0	0	0
Healthy	0.00066	0	0	15.97303	0	0	0.01979	0.23593	0	0	18.67827	0.00066	36.26395	1.02218	0	0.23593	0	0	0	0.20284
Healthy	0	0	0	68.54637	0	0	0	2.2691	0	0	0	0	0.01087	0	0	2.2691	0	0	5.80207	0.00836
Healthy	27.26408	9.92998	0.0707	0.74042	0.12913	0	0.44994	0	0	0	23.17271	27.26408	0	1.3907	0	0	1.11381	0	0.28608	0
Healthy	7.35747	4.52435	1.73949	0.84436	5.87594	0	0	0.38826	0	0	40.43323	7.35747	0	2.34518	0	0.38826	0.71055	0.27306	0.02335	0
Healthy	21.01253	3.98056	0	0	0	0	0.01525	0.08611	0	0	34.26	21.01253	0	5.13406	0	0.08611	0.86449	0	0.01064	0
Healthy	33.72042	5.85506	12.20913	15.07713	0	0	0.49397	0.7474	0	0	9.04471	33.72042	0.31831	0.20202	0	0.7474	0.91496	0	0.00472	0
D015179	39.90599	10.25439	0.06904	0.44274	0.76646	10.3071	0.90379	1.05908	0	0.11879	9.12214	39.90599	0.02931	0.01261	10.3071	1.05908	0.35862	3.12338	1.63428	0.01884
Healthy	1.37718	3.70493	5.1425	1.27208	0.44155	0	1.25139	0.3206	0	0	10.74424	1.37718	0.08662	0	0	0.3206	0	0.01202	0.76064	0
Healthy	38.77051	1.47665	8.47289	0.68544	0	0	0.78678	0.13924	0.04949	0.00338	8.3122	38.77051	0.01385	0.11396	0	0.13924	0.05316	0	0.16233	0.01557
Healthy	37.87588	7.74777	0.81147	0.50729	0.82653	0	0.17557	0.01704	0.0457	0	13.74542	37.87588	0.22738	0.85136	0	0.01704	0.54189	2.51184	2.60911	0
Healthy	29.04791	9.992	8.21781	0	0	12.4338	1.27721	0	0.31367	0.42832	1.2148	29.04791	0.05094	0	12.4338	0	0	3.60587	26.8213	0
D015179	13.6534	14.03225	0.05989	3.34797	0	3.93206	1.31229	0.06734	2.22031	2.00214	16.92665	13.6534	0.30603	0.04477	3.93206	0.06734	2.41212	0.31941	2.32825	0
Healthy	6.68509	6.47019	0.66365	0.54287	0	0.15096	0.1514	0	0	0	32.81115	6.68509	0.08454	1.29812	0.15096	0	2.24605	0	0.00421	0
Healthy	21.21494	3.51784	0	0	0	0	0	0.04866	0	0	34.91522	21.21494	0	4.93651	0	0.04866	0.78673	0	0.01736	0
Healthy	4.94835	4.85234	0	0.23573	0	0	0.04727	0.45093	0	0	56.0058	4.94835	0	5.97359	0	0.45093	1.16408	0	0	0
D015179	28.15875	30.89352	1.63783	1.29681	0.00198	0.17158	0.29285	3.257	0.11732	0	21.79192	28.15875	0.01948	0.35644	0.17158	3.257	0.7144	0.03628	0.48354	0
D015179	37.01154	12.28067	1.08116	2.68926	0.62038	0	0.40475	0.13186	0.06005	0	24.38552	37.01154	0.05967	0.0132	0	0.13186	0.72605	0	0.06721	0.00601
Healthy	9.0442	17.4317	3.01775	16.26882	0	0	1.41792	0.33725	0.36748	0.00047	10.68975	9.0442	0.50787	0.00699	0	0.33725	0	0.32748	0.00273	0.59849
Healthy	1.49691	0.0234	0	0	0	0	0	0	0	0	81.67682	1.49691	7.10518	0	0	0	0	0	0.0567	0
Healthy	1.50702	1.33901	0	0.01803	0	0	0	0.18153	0.02704	0	67.74836	1.50702	7.89286	0	0	0.18153	1.51556	0	0.13576	0
Healthy	19.24209	6.04399	1.67594	0	0	0	0.20584	0	0	0	57.71416	19.24209	0.0312	0.21175	0	0	0	0	0	0
Healthy	2.23596	0.10156	0	0.19038	0	0	0	0	0	0	67.70442	2.23596	1.42355	0	0	0	0	0	0	0
Healthy	1.06106	5.94735	0.33663	3.01575	21.0731	0	0	0	0	0	10.76853	1.06106	0	0	0	0	0	0	0	0
Healthy	40.71591	8.36291	1.42801	0	0	0	0	0	0.17064	0	29.4344	40.71591	0	0.03296	0	0	1.05878	0	0.00325	0
Healthy	53.18129	5.80263	0.53575	1.20962	0	0	0.09729	0.88816	0	0	22.2297	53.18129	0	2.11837	0	0.88816	0	3.56702	0.07627	0
Healthy	10.85007	1.11861	10.178	0	0	3.26275	0	0	0	0	30.68217	10.85007	2.02486	0	3.26275	0	1.94217	0	0.68327	0
Healthy	7.29029	25.04714	0.61774	1.45738	0.00146	0	0	0	0	0	15.97213	7.29029	0	0.04801	0	0	1.76627	0	0	0
D015179	12.0547	10.5793	6.44618	7.08339	1.93931	0	1.29565	0.9455	0	0	25.95371	12.0547	0	0.02792	0	0.9455	0.37322	3.49558	0.04815	0
Healthy	5.76116	5.01291	2.6996	9.78573	0	0	0	0.15366	0.3475	0.01513	37.13781	5.76116	0.09578	0.11328	0	0.15366	0	0	0.21879	0.00164
D015179	8.42593	2.42576	9.53434	5.24395	4.72271	0	0.13133	0.36908	0	0	35.36813	8.42593	0.04527	0	0	0.36908	0	0	0.01022	0.03518
Healthy	59.80062	2.73835	0	0	0	0	0	0	0	0	30.76513	59.80062	0	0	0	0	0	0	0	0
Healthy	2.2979	0.70648	0.19042	0	0	0	0.13627	0.00856	0	0	25.12063	2.2979	0	0.1053	0	0.00856	0.75136	0	0	0
Healthy	32.23929	2.54288	0.12822	0	0.00805	0.6932	0	0	0.1303	0.85135	34.65504	32.23929	0	0	0.6932	0	0	0.03672	0.66958	0
Healthy	13.15922	6.51253	0.04939	1.11152	1.20624	3.07251	0.80354	0.04854	0.06409	1.91267	21.94587	13.15922	0.0023	0.50818	3.07251	0.04854	3.00606	0	0.33309	0.0054
D015179	9.09088	3.14906	6.4026	3.17652	0	0	0	0.06402	0.01587	0	44.02344	9.09088	0.31672	0	0	0.06402	1.40313	0	0.29541	0
Healthy	12.18197	13.33925	0.25555	0.00451	4.45715	1.12264	1.64591	0.19808	0.07096	0	33.08584	12.18197	0.12705	0.27473	1.12264	0.19808	2.21039	0	0.02366	0
Healthy	10.34783	3.12099	4.06643	0.0182	0	0	0.01377	0	0	0	63.05606	10.34783	0.01534	0.07305	0	0	1.12187	4.28708	0.08973	0.20444
Healthy	3.84507	0	0	0.29078	1.26675	0	0	0.23597	0.02336	0	84.97031	3.84507	0.11158	0	0	0.23597	0	0	0	0
Healthy	0.48038	4.33851	2.25713	1.80626	13.5079	0	0	0	0	0	17.78981	0.48038	0	0.01783	0	0	0	0	0	0
Healthy	33.13396	2.49696	2.1243	0.11701	0	5.4115	0	2.84626	0.14147	0	26.82706	33.13396	0	0	5.4115	2.84626	0	0	0	0
Healthy	0.67954	5.38792	0.10175	0.10579	0	0	0.07106	0.01818	0	0	54.22586	0.67954	0.06915	0.07198	0	0.01818	1.14908	0	0.00832	0
Healthy	42.1433	12.61177	4.8482	6.32097	0.05536	0	0.39321	0.47669	0.3246	0.01177	11.19626	42.1433	4.60107	2.86347	0	0.47669	0	0	0.00243	0.00162
Healthy	0.43796	4.56821	1.95553	1.29068	12.9059	0.01636	0.03071	0	0	0	17.23348	0.43796	0.11908	0.11421	0.01636	0	0	0	0	0
Healthy	34.76998	15.615	12.2217	0	0	0	0	0.33301	0	0	22.90778	34.76998	0	0.04424	0	0.33301	0	0	0	0
Healthy	12.04523	20.53766	1.54309	0.12503	0	0	0	0	1.09735	0	42.72737	12.04523	0	0.03886	0	0	0	0	0.12645	0
Healthy	22.19672	4.54675	0.02935	0.71637	0	0	0.41511	0	0.0604	0	45.65354	22.19672	0	1.35063	0	0	0.47498	0	0.21739	0
Healthy	1.09932	3.92718	1.00169	0.10089	0	0.01876	0.21482	0	0	0.53015	54.72418	1.09932	0.03415	0.07528	0.01876	0	1.28887	0	0	0
Healthy	6.21473	10.13551	0.7224	0	5.99336	0	0	0	0	0	39.24436	6.21473	0	0.10111	0	0	0	0	0.01337	0
Healthy	36.35747	0.42542	3.1502	0	0	0	0	0	0	0.69436	40.2723	36.35747	0	0	0	0	0	2.33415	1.07267	0.01135
Healthy	31.55927	3.2155	4.73085	5.40885	3.23514	0	0.53955	0.32499	0.24465	0.0474	21.05243	31.55927	0.73345	1.19615	0	0.32499	0	0	0.15435	0
Healthy	4.91676	1.86382	0.56256	0.41078	0	0	0	0	0	0	56.91222	4.91676	0	0.13706	0	0	0	0	0.2653	0
Healthy	39.0706	1.42543	0	0	0	0.7668	0	0.66423	0.26053	8.15624	21.08986	39.0706	0	0	0.7668	0.66423	1.66295	0	2.1766	0
Healthy	26.32467	3.78774	5.57114	0	0	0	0	0.02681	0.09806	0.19304	28.88221	26.32467	0	0	0	0.02681	0	1.85714	0.97187	0
Healthy	33.05535	1.16847	0	0	0	0	0	0.74462	0.03879	0	38.36116	33.05535	0	0.00395	0	0.74462	0	0	0	0
Healthy	21.93724	0.23781	0	0	0	0	0	0	0	0	50.5271	21.93724	0	0	0	0	0	0	0	0
Healthy	48.3281	0.70609	0.05099	0	0	0.04184	0	0	0	6.58858	21.39286	48.3281	0	0.21817	0.04184	0	0	0	2.17997	0
Healthy	14.67714	2.9611	0	0.3102	1.28397	3.56052	0.12327	0	0	0	16.40068	14.67714	0	0	3.56052	0	0	0	0	0
D015179	9.13461	7.72309	7.60783	16.04036	0.05011	7.04572	1.08686	0.25701	0.01727	3.19324	12.65301	9.13461	0.32053	0.04202	7.04572	0.25701	1.8261	1.74484	1.63495	0
Healthy	9.13022	2.68734	0.28175	0.69767	11.5457	0	0.74275	0.06986	0.25445	0	30.3036	9.13022	0.00598	0.33878	0	0.06986	24.12664	0	0.06953	0.00606
Healthy	2.3579	0.60139	0	0	0	0	0	0	0	0	36.14681	2.3579	2.17703	0.27962	0	0	0.33523	0	0	0
D015179	15.10224	1.18193	7.64711	0	0	0	1.26964	1.54194	0	0	60.01447	15.10224	0.00297	0	0	1.54194	0.32993	1.54248	0.17115	0.05684
D015179	20.72578	14.11889	0	0.05656	2.26753	0	0.05897	0	0	0	28.052	20.72578	0	0	0	0	0	0	0	0
Healthy	4.3233	2.8001	0	0	0	0	0	0	0	0	77.56718	4.3233	0.9048	0	0	0	0	0	0	0
Healthy	4.94508	4.09729	0.97002	3.77457	0.89903	0.8839	0	0.11649	0	0	32.90295	4.94508	0.156	0.14888	0.8839	0.11649	1.26819	0	0	0
Healthy	6.10076	2.32448	0.30773	0.10261	0	0	0.02948	0.27816	0	0	51.31553	6.10076	0.19592	0.22545	0	0.27816	0.69035	0	0.12312	0
Healthy	25.85865	10.05017	11.16896	1.03112	0	0.75976	0.94806	8.41328	0.08585	0.0429	19.13907	25.85865	1.98827	0.24682	0.75976	8.41328	0.49771	0	0.08514	0
Healthy	0.39727	1.26497	0.63457	0.33965	0.0068	0	0.90038	0.04759	0	0	38.35343	0.39727	0.8409	0.02357	0	0.04759	0.82746	0.02218	0.3464	0
Healthy	23.1214	12.4119	0	13.83857	0.00126	0	1.07829	0.01669	0	0	19.26456	23.1214	0	1.54313	0	0.01669	0	0	0	0.17221
Healthy	14.30488	1.3607	0	0.95531	0	0	0.23407	0	0	0	52.50233	14.30488	0	0.16124	0	0	0.00798	0	0.04466	0
Healthy	5.16048	4.47012	7.44946	2.19745	2.57769	0.00876	0.16107	0.0057	0	0	33.26745	5.16048	0.0166	0.7948	0.00876	0.0057	0.0809	0	0.79313	0
Healthy	51.5811	16.1297	0	1.85663	0	0	0	0.03945	0	0	11.85231	51.5811	0.14608	0	0	0.03945	0	0	0	2.44232
D015179	60.31451	5.27351	10.013	2.9644	0	0	1.7845	1.51262	0.00091	0	1.98569	60.31451	0.00628	0.06511	0	1.51262	0	0	0.03054	2.22708
D015179	4.04227	41.29475	0.40836	2.71974	2.64391	0	0.28054	0	0	0	12.89159	4.04227	0.53257	0.02602	0	0	0	0	0	0
Healthy	7.96512	0	0	0	0	0	0	0	0	0	92.03484	7.96512	0	0	0	0	0	0	0	0
Healthy	14.87926	1.23482	0	0.92934	0	0	0.18389	0	0	0	52.12279	14.87926	0	0.16858	0	0	0	0	0.07138	0
Healthy	11.87646	14.49348	3.98593	30.42558	1.0465	0.44406	1.24327	0	0	0	20.034	11.87646	1.46894	1.79141	0.44406	0	0	0	0	0
Healthy	4.94846	5.578	5.39746	1.02205	0.0516	0	1.37624	0.0536	0.02929	0.01202	34.73082	4.94846	8.92773	0.08431	0	0.0536	0.09448	0	0.21254	0.01885
Healthy	8.98616	1.55866	8.10427	0	0	3.50797	0	0	0	0	27.86605	8.98616	2.36936	0	3.50797	0	0	0	0.6794	0
Healthy	4.17281	4.08527	0.19961	0.30789	8.74254	0	0.09112	0	0	0	27.829	4.17281	0	0.4469	0	0	1.27839	0	0	0
D015179	10.72527	1.49112	0	0.2294	0	0	0	0	0	0	43.48165	10.72527	0	1.14689	0	0	0	2.12953	1.89852	0
D015179	5.418	2.13977	6.74303	2.40939	1.49899	11.3621	0.56782	0	1.84031	0.25976	27.76064	5.418	0.74631	0	11.3621	0	0	0	0.21662	0
Healthy	34.08294	0.3946	0	0	0	0	0	0	0	0	52.43781	34.08294	0	0	0	0	0	0	0	0
Healthy	6.92522	4.27445	2.13319	3.6994	7.77259	6.98195	1.34746	0	0.77774	0	45.3676	6.92522	0.88981	0.16422	6.98195	0	0.76064	0	1.22395	0
Healthy	8.55894	8.42514	0.09053	0.16327	5.38753	0	0.08697	0	0	0	12.32647	8.55894	0.01881	0.42016	0	0	0.11055	0	0	0
Healthy	11.79339	0	0.07449	0	0	0	0	0.06105	0	0	45.96626	11.79339	3.03512	0.07304	0	0.06105	0	0	0	0
D015179	11.5316	16.94151	0	7.98396	12.5373	0	0.20504	0	0	0	11.91951	11.5316	0	0	0	0	0	0	0	0
Healthy	26.51651	30.86035	5.08588	0	0	0	1.44477	0.00238	0	0	7.86803	26.51651	0.15672	0.28218	0	0.00238	0	0	0.04577	0.27624
Healthy	3.00541	3.42306	0	0.13651	10.3229	0	0.27812	0.07188	0	0	53.87228	3.00541	0	0.11422	0	0.07188	1.08879	0.90445	0.02131	0
Healthy	40.44502	3.26078	0.08805	0.17593	0	0.03734	0.05465	0.04178	0	3.80833	25.85628	40.44502	0	0.02039	0.03734	0.04178	1.42818	0	1.40203	0
Healthy	3.21397	3.76179	0	0.79952	0	0	0	0.07435	0	0.08625	23.02628	3.21397	1.52966	0.22695	0	0.07435	0	0	0.21813	0
Healthy	8.85158	5.13042	0.23179	14.18773	12.2121	0	2.6492	0.3656	0.84831	0	33.75821	8.85158	0	0.0624	0	0.3656	0	3.93516	0.41223	0.00838
Healthy	0.64548	3.30371	2.281	1.1593	0.15797	0	0.61158	0.1102	0	0	15.35619	0.64548	0.55057	0.04039	0	0.1102	0.52554	0.11318	0.55101	0
Healthy	18.04659	6.25805	0.02091	12.67898	1.70303	0.76143	0.31888	1.27813	0.08155	0.80914	12.09889	18.04659	20.3087	0.134	0.76143	1.27813	0.88295	2.03051	3.73091	0
Healthy	32.29868	4.25291	0.12643	1.53924	3.49865	0	0.46059	0.13172	1.22216	0	18.30015	32.29868	13.87331	0	0	0.13172	1.22171	2.59872	1.27154	0.02058
Healthy	68.6472	0	0	0	0	0	0	0	0	4.71198	0	68.6472	0	0	0	0	0	0	0	0
Healthy	1.80825	2.43802	8.37613	68.52561	0	3.44522	2.36464	0	0	0	4.76321	1.80825	0	0	3.44522	0	0	0	0	1.48967
Healthy	0.6291	5.18605	0.11133	0.10741	0	0	0.05245	0.01802	0	0	54.43154	0.6291	0.10908	0.07662	0	0.01802	1.11388	0	0.00812	0
Healthy	2.43911	7.72879	0.35052	0	0.59824	0	0.1284	0.01987	0	0	40.88579	2.43911	0	0.01483	0	0.01987	0.86769	0	0	0
Healthy	11.01938	1.09148	10.2253	0	0	3.34416	0	0	0	0	30.4721	11.01938	1.9833	0	3.34416	0	1.94578	0	0.68798	0
D015179	5.01758	6.32336	0.02095	0.00351	0.09883	0.97036	0.34719	0.16634	1.84774	0.0007	19.96987	5.01758	0.19909	0.06646	0.97036	0.16634	3.4958	0	1.0462	0
Healthy	9.66539	11.36117	1.94662	0	0	0	0.03368	1.0108	0.00482	0	61.11718	9.66539	0.16116	0.19691	0	1.0108	1.06046	0	0	0
Healthy	1.61676	5.52325	0.62269	0	0.76661	0	0.02815	0	0	0	41.67934	1.61676	0	0	0	0	0	0	0	0
Healthy	27.24245	23.9669	1.44948	1.3583	2.67299	0.05084	0.26007	0.06992	0	0	16.94439	27.24245	0.05114	0.36839	0.05084	0.06992	0.61173	1.81253	0.08292	0
Healthy	2.35118	0.09365	0	0.18963	0	0	0	0	0	0	66.47312	2.35118	0.98729	0	0	0	0	0	0	0
D015179	30.44284	13.1937	0.89838	3.46859	0	0	1.18837	1.30851	0	0	21.79058	30.44284	1.25126	0	0	1.30851	0.61596	0	0.00932	0
D015179	10.93365	7.51344	9.51769	1.43546	2.98631	4.99885	0	0.16753	0.05353	0	19.00992	10.93365	1.11106	0.09631	4.99885	0.16753	1.04012	0	4.96627	0.05517
D015179	24.26794	10.97833	0.04388	0.6463	0.00829	0	2.99336	0.88161	0.11978	8.06242	23.10195	24.26794	0.30403	0.00241	0	0.88161	0	4.96642	0.68469	0.00273
Healthy	15.78426	4.69171	0.19235	0.01225	0	0	0.03267	0.03303	0.00215	0	40.49259	15.78426	0.03126	0.06823	0	0.03303	0.69589	0	0.10997	0
Healthy	2.46944	7.87524	0.27677	0.00663	0.54825	0	0.09209	0.02287	0	0	41.67925	2.46944	0	0.02056	0	0.02287	0.88532	0	0	0
D015179	9.20848	1.32977	0	0	44.3492	0	0	0	0	0	37.61255	9.20848	0	0	0	0	0	0	0	0
Healthy	30.28078	19.93123	6.49289	11.93517	0.80393	0	1.45176	0.16055	0	0	8.4834	30.28078	0	0	0	0.16055	0	0.42186	0	0
Healthy	18.47232	8.32328	0.00579	1.31362	0	0	0.5983	0.02585	0.08091	0.09758	38.90364	18.47232	0.237	0	0	0.02585	0.19415	0	0.02333	0
D015179	30.69553	18.18765	0.66167	4.43775	1.15302	0	0.66001	0	0	0	21.55118	30.69553	0	0	0	0	0	0	0	0
D015179	50.63649	8.30062	0.00943	9.1008	0.03285	0	0	0.09526	0.26386	0	4.53777	50.63649	0	0.0111	0	0.09526	0	0	0.17891	0
Healthy	32.3508	8.58025	5.99244	7.72499	0	0	0	0	0	0	24.40821	32.3508	0	0	0	0	0	0	0	0
Healthy	4.20039	1.10922	4.66624	5.60796	7.13824	0	0.67306	0.00215	0	0	29.28136	4.20039	0	0.31683	0	0.00215	0	0	0.151	0
Healthy	6.43907	6.82881	0.61751	0.56243	0	0.16536	0.18891	0.01444	0	0	32.01003	6.43907	0.13507	1.46444	0.16536	0.01444	2.35828	0	0.02359	0
Healthy	0.02297	0.00125	0	76.15647	0	0	0.00225	1.24677	0	0	0.0822	0.02297	2.40992	0	0	1.24677	0	0	0	0
Healthy	1.14541	2.73308	0.42532	0	0	0	0	0	0	0	41.05775	1.14541	0	0.40728	0	0	1.11466	0	0	0
Healthy	22.7155	11.44104	15.63505	0.04632	6.77689	0	2.50489	0.14836	0	1.84622	2.23822	22.7155	0	0.10136	0	0.14836	0.16086	0	1.34708	0
D015179	9.0107	3.87273	11.9767	3.56414	1.26221	0	0.2452	12.09144	0	0	13.68687	9.0107	2.55225	0	0	12.09144	0	1.53796	0	0
