group	Faecalibacterium_sp900539885	Enterocloster_aldenensis	Mediterraneibacter_torques	Blautia_A_wexlerae	Bariatricus_comes	Dorea_formicigenerans	Streptococcus_thermophilus	Coprococcus_A_catus	Muricomes_sp000509105	Lactococcus_lactis_E	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	1.23252	0.4649	0.00717	0.18999	0.31742	0.13819	0	0.00888	0	0	1.60664	0	3.26995	0.17258	0	0	0	0	0	0
Healthy	0.36953	0.27615	0.25141	0.60366	1.36649	0.13797	0	0.12536	0.35918	0	0	0	0	2.54507	0	0	0	0	0	0
Healthy	1.44314	0.6479	0.03155	0.02905	0.07711	0.0541	0.03426	0	0	0	0	1.54109	0	0	0	0	0	0	0	0
Healthy	0.66465	0.33257	0.1793	0.29519	0.28	0.14741	0	0.09282	0	0	5.33573	1.64142	0.06923	0.60179	0	0.57246	0	0.00138	0	0
Healthy	0.10161	0	0.20743	0	0	0	0	0	0	0	43.603	0	0	0	0	0	0.02275	0	0	0.00677
Healthy	14.5544	0.44734	0.15802	0.4357	1.06858	0.07974	0	0	0	0.00098	0	0.00055	0	0.45317	0.00015	0	0	0	0.00971	0
Healthy	6.69399	0.1399	0.02281	0.71833	1.91743	0.23069	0	0.15931	0.0216	0.01375	0	0	0	3.01429	0	0	0.07235	0	0	0.00335
Healthy	1.72603	0.0491	0.02991	0	0	0	0	0.00937	0	0	13.7235	0	0	0.0073	0	0	0	0.01241	0	0
D015179	13.1494	1.87013	1.76133	0.70619	1.13857	0.98399	0.74145	0.10754	0	0.10058	0	0	0.05821	0.31566	0	0	0	0	0	0.00295
Healthy	9.43876	2.00065	0.10851	0.38947	0.36109	0.49999	0	0.39206	0	0	0	1.27234	0	0.19956	0	0	0	0	0	0
D015179	6.41891	1.85865	0.19603	0.53337	1.19215	0.65784	0.15403	0.04082	0	0	0	0	0.28523	0.33926	0.05894	0	0	0	0	0
Healthy	3.42137	0.05866	0.06401	0	0.12838	0	0	0.00195	0	0	0	2.05116	0	0	0.87857	0	0	0	0	0
Healthy	7.64183	1.32363	0.04036	2.27022	0	0.59673	0.1951	0.21618	0.01164	0	0	0	0	0.16639	0	0	0.68928	0	0	0
Healthy	44.3123	0	1.99748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.06867	0.09089	0.00668	0.04375	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.16724	0.00305	0.03226	0.08555
Healthy	3.78617	0	0.02481	0.04747	0	0.08596	0	0	0	0	0	0	0	0.0201	0	1.53536	0	0.12849	0	0.01002
Healthy	0.82079	1.14079	0.06565	0.06503	0.20575	0.00404	0	0.12609	0.04988	0	0	0	0	0.39557	0	0	0.01206	0.00271	0.02058	0.00194
Healthy	0.46508	0	0.14083	0	0.00162	0	0.20842	0	0	0	57.7019	0	0	0.00928	0	0	0.05075	0.11966	0.44575	0.11087
Healthy	0	0	1.25518	0	0	0	0.07356	0	0	0	13.7988	0	0	0	0	0	5.28459	0.07877	1.11267	0.43692
Healthy	4.43563	0	0.17724	0.1027	0.0404	0	0	0	0	0	0	0	0	0.04734	0	0	0	0.00641	0	0.05089
Healthy	0.4021	0.19546	0.55596	0.11723	0	0.00505	0	0	0.10218	0	0.02492	0	0	0.01762	0	0	0.45484	0.01428	0.02463	0.00033
Healthy	1.65404	0.05462	0.03631	0.00329	0	0	0	0	0	0	12.8006	0	0	0.01828	0	0	0	0.00873	0	0
Healthy	6.05802	0.87992	0.02615	0.24514	0.9476	0.50902	0	0.33369	0	0	0.01315	0	0	0.6216	22.5247	0	0	0.00842	0	0
Healthy	1.00071	0.72787	0.05191	0.57152	0.32056	0.68709	1.50261	0.11822	0	0	0	7.26919	0	1.08564	1.47114	0	0	0.08336	0	0
D015179	1.15892	0.30821	6.67433	2.64086	0.86526	0.82633	0.53941	0.7221	0	0.45585	0	6.64204	0.00145	0.25776	1.47797	0	0.20494	0	0.1795	0.051
Healthy	13.6637	0.04296	0.81629	0.50349	0.22981	0.05316	0	0.16628	0	0	0	1.04943	0	1.43622	0	0	0	0	0	0
Healthy	3.19307	0.10527	0.79942	0.11172	0.16755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.34323	0.17693	0.06038	0.66603	0.06906	0.70136	0	0.35481	0	0.40837	0	11.6161	0	0.97938	0	0	0	0	0	0
Healthy	0	0	1.4595	0	0	0	0.09803	0	0	0	12.8752	0	0	0	0	0	5.07721	0.06262	1.42773	0.34859
Healthy	0.77794	0.20308	0.03528	0.65927	0.13866	0.4027	0.06687	0.13901	0	0	0	4.79263	0	1.09596	0	0	0	0	0	0
D015179	14.8551	0.14914	1.56484	0.25434	0.85804	0.20934	0	0.03593	0	0	12.2303	0	0	0.32426	0	0	0.01336	0	0	0.00065
Healthy	3.95565	0.26895	0.37823	0.17479	0.24118	0.07206	0	0.07618	0	0	0	0	0	0.12368	0	0	0	0	0	0
Healthy	2.41693	0.21086	0.17982	0	0	0	0	0	0	0	0	1.45829	0	0	0	0	0.44717	0.0624	0	0.0389
Healthy	5.24127	0.06627	0.0149	0.04838	0	0	0	0	0	0	0	0	0	0.00512	0	0	0.16801	0.00294	0.049	0.05639
Healthy	7.36644	0.02566	0.02415	0.01696	0.0185	0.02212	0	0.0096	0	0.0161	0	19.33	0.01221	0.01327	0	0.00215	0	0.04305	0	0
Healthy	2.17067	0.87453	0.24453	0.36115	0.071	0.1375	0	0	0	0	0	1.2191	0	0.19987	0	2.21359	0	0.0078	0	0.00536
Healthy	4.47993	0.11748	0.3675	0.67249	0.32475	0.17711	0	0.05529	0	0	0.07142	6.05461	13.6042	0.77112	0	0	0	0.0461	0	0
Healthy	0.76327	0	1.62957	0	0	0	0.02025	0	0	0	0	0	0	0	0	0	0.96928	0	0.02063	1.1282
Healthy	0.593	0	0.04984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38935	0.63739	0.12679
Healthy	6.6158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	17.4253	1.47994	4.57979	2.3284	2.20662	10.386	0	0.87947	0	0	0	0	0	5.61766	1.78486	0	0	0	0	0
Healthy	3.72164	0	0.10122	0.13979	0	0.03446	0	0.02935	0	0	0	0	0	0	0	1.90325	0	0.177	0	0.01316
Healthy	3.71931	0	0.13147	0.122	0	0.0268	0	0.03718	0	0	0	0	0	0	0	2.06708	0	0.21624	0	0
Healthy	0.60032	0	0.46453	0.00957	0.00469	0	0	0	0	0	19.5835	0	0.72888	0	0	0.59341	0	0.03166	0	0.00455
Healthy	4.47308	0.0024	0.03381	0	0.03439	0.00369	0.26878	0	0	0.03938	14.764	0	0	0	0.26823	0	0	0	0	0
Healthy	2.18043	0.00678	0.03619	0.01045	0.01021	0	0	0	0	0	0	0	0	0.04986	0	0	0	0.00178	0	0
Healthy	0	2.60197	0.84175	0.01188	0	0	0.04136	0.0605	0	0.35804	0	0	0	0	0	0	0	0	1.83388	0
Healthy	20.0078	0.55029	0.61339	2.54985	1.29595	0.45244	0	0.22725	0	0.22085	0	0	1.09425	1.04451	0	0	0	0	0	0
Healthy	0.86856	0	0	0	0	0	0	0	0	0	0	4.24481	0	0	0	0	0	0	0	0
D015179	0.12642	0	0.11026	0.93264	0	0	0	0	0.613	0	0	0	0	0	0	2.16174	10.0979	0.01223	0.693	0.18778
Healthy	3.68432	0	0.1321	0.14263	0	0.02753	0	0.00515	0	0	0	0	0	0.01118	0	2.17925	0	0.21496	0	0
Healthy	2.44274	0	1.24277	0	0	0	0.09177	0	0.10729	0	0	0	0	0	0	0	2.28821	0.06696	0.15708	0.50093
Healthy	3.82103	0.01355	0.19642	0.1511	0.2875	0.1095	0	0.02152	0	0	0	0	23.6438	0.07356	0	0	0	0	0	0
D015179	13.765	1.18618	0.18858	0	0.85017	0.50203	0	0.2792	0	0	0.0544	2.60973	0	0.14357	0	0	0	0	0	0
Healthy	2.17056	0	0.03158	0	0	0	0	0	0	0	1.93917	0.39591	0	0	0	0	0.22215	0.02779	0	0
Healthy	2.71593	0.37201	0.03141	0.06579	0.1485	0	0	0.10814	0	0	2.21792	0.73433	1.04695	0.21308	0.29827	1.32141	0	0	0	0
Healthy	2.47474	0.09531	0.03167	0.11263	0	0.02416	0	0	0	0	0	0.6692	0	0.07158	0	0	0.01823	0.00293	0.0205	0.09901
Healthy	1.88231	3.39605	0.03226	0.51415	1.49209	0.37264	0	0.10643	0	0	9.24482	1.05153	0	2.63659	0	0	0	0.00066	0	0
Healthy	3.01888	1.04591	0.07015	0.23064	0.57503	0.13215	0	0.14817	0	0	2.12542	1.1008	3.69329	0.381	1.68323	1.98414	0	0	0	0
Healthy	5.84912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.33774	0.72264	0.09248	0.04383	0.05341	0	0	0	0	0	0	0	0	0.08009	0	0	0	0.14799	0	0
Healthy	12.037	0.37319	0.01235	0.35329	0.37444	0.07823	0.22598	0.14234	0	0	0.11369	1.89572	0	0.94915	0	0.63139	0	0.0141	0	0.00858
Healthy	0.07171	0	0.0473	0	0	0	0	0	0	0	43.9601	0	0	0	0	0	0.02153	0	0	0.01544
Healthy	10.3753	0.42687	0.07326	0.60587	0.12479	0.19323	0	0.11668	0	0	1.14758	2.29798	11.0037	0.79835	0	0	0	0.00148	0	0
D015179	6.70747	3.1826	0.03915	0.6683	0.74955	0.66169	0.07789	1.30849	0	0	0	2.60957	0	0.52649	0.30305	0	0	0	0	0
D015179	4.94696	3.07652	0.10461	0.99087	1.12169	1.11975	0	0.42906	0	0	0	0.16045	0	1.00755	3.99343	0.31672	0	0	0	0
Healthy	0.74206	0.90451	0.00357	0.56647	0.10271	0.43504	0.03315	0.05036	0	0.00451	0	0.00882	0	0.32514	0	5.86215	0.04115	0.03347	0	0
Healthy	2.8195	1.1891	0.03022	0.33394	0.44937	0.38271	0	0.40478	0.01412	0	0	0	0	0.28758	3.84463	0	0	0.00369	0	0.01364
Healthy	4.38518	0.02274	0.03547	0.03113	0.01521	0	0.20487	0	0	0.03561	14.5374	0	0	0	0.26043	0	0	0	0	0
Healthy	4.73024	1.60309	0.23933	0.42918	0	0.12438	0	0	0.00109	0	0	4.61766	0	0.43875	0	0	0.0032	0	0	0.10304
Healthy	1.60387	0.68081	0.50541	0.22827	0.15064	0.37601	0	0	0	0	0	0	0	0.26351	0.13631	0	0	0	0	0
Healthy	1.00684	0.50755	0.04875	0.22072	0.22964	0.0643	0	0.08064	0	0	0	0	0	0.06148	0	7.25356	0	0.06726	0	0
Healthy	2.60568	0	0.0311	0.08696	0.01559	0.06203	0.02537	0	0.02005	0	60.2213	0	0	0.01414	0	0	2.82227	0	0.21123	0
Healthy	0.11595	0	0.69556	0.13498	0	0	0	0	0.0285	0	0	0	0	0	0	0	0.0707	0	0.01516	0.00746
Healthy	6.41316	0.06789	0.04179	0.13089	0.07597	0.08211	0	0.09002	0.00229	0	0.05751	0.12334	0.01018	0.24857	0	0.07619	0.01724	0	0.01571	0.01034
Healthy	3.88939	0.11107	0.03772	0.20241	0.32515	0.13843	0.04238	0.13425	0	0	0.10127	0	0.77226	0.44294	2.27477	0	0	0	0	0
Healthy	11.0099	1.4642	0.15109	1.48685	0.25787	0.8769	0.04874	0	0.0041	0.03088	0	15.6298	0	0.85649	0	0	0.00883	0.32375	0.02355	0.01628
Healthy	7.47698	1.43878	0.15856	0.65772	1.32832	0.62553	0.08187	0.27018	0	0	0	0	0	1.29556	2.65359	0	0	0.01279	0	0
Healthy	6.71395	0.08296	0.0123	0.11548	0.05535	0.1351	0	0.04671	0	0	0.00096	0.05678	5.55585	0.04764	0	0	0	0.04169	0	0
Healthy	11.1243	1.39107	0.01646	0.28038	0.22601	0.71844	0	0	0.00895	0	0	9.21668	0	0.27709	0	0	0.17055	0.36764	0.10196	0.00959
Healthy	3.80957	0.01838	0.5351	0.08895	0.66346	0.10959	0.04943	0.08459	0	0.04013	0.49136	19.7951	23.5485	0.04022	3.62986	0.44748	0	0.00524	0	0
Healthy	2.46149	0	0.19247	0.17709	0.87054	0.00321	0	0	0	0	0	0	0	0.34848	0	0	0.10908	0	0	0.01992
Healthy	1.93097	1.90811	0	0.17628	1.23071	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0
Healthy	4.21101	0.00306	0.56024	0.1324	0	0.04132	0	0.03496	0	0.07786	0	0	0	0.02183	0.94659	0	0	0	0	0
Healthy	2.37137	0.17096	0.13552	0	0	0	0	0	0	0	0	1.39403	0	0	0	0	0.47394	0.02525	0	0.01303
Healthy	3.0645	0.8111	0.06075	0.15549	0.23209	0.13184	0	0.07384	0	0	0	0	0	0.01955	0	0	0	0.0008	0	0
Healthy	17.9938	2.29031	2.63386	1.61213	3.14975	2.14502	0	1.50765	0	0	0	0	0	3.84222	5.59783	0	0	0	0	0
D015179	0.36457	0	5.097	0.06575	0	0.01866	0.00896	0	0.5157	0	17.2131	15.106	0	0	0	0	0.65523	0	0.31231	0.00768
Healthy	4.84339	0	0.29192	0.05367	0.01908	0	0.43095	0	0	0	0	6.94837	0	0	0	0	0	0.06619	0	0
Healthy	2.16858	0.9056	0.00388	0.38599	0.11493	0.17167	0	0	0	0	0	1.14267	0	0.23065	0	2.0117	0	0.08297	0	0.01744
Healthy	4.81766	0.51812	0.01705	0.17192	0.3538	0.15199	0	0.17323	0	0	0.07837	3.50836	0	0.40395	0	0.95596	0	0.00992	0	0
Healthy	10.3911	0.40363	0.58318	10.946	3.55813	7.42205	0	2.44254	0	0	0	0	0	8.15005	0.32028	0	0	0	0	0
Healthy	2.0869	0	0.39337	0	0	0	0	0	0	0	1.94068	0.46312	0	0	0	0	0.25325	0.07824	0	0
D015179	0.00057	1.87114	0.41918	0.50628	0.69383	1.28798	0.10932	0	0.54867	0.01619	0.00705	0.00103	0	0	0	0	0.71867	0	0.50325	0.2397
Healthy	3.88483	0.11697	0.01404	0.04795	0.03799	0.04134	0	0.01932	0	0	0	0.00253	2.85533	0.08203	1.28601	0.70942	0	0	0	0
Healthy	11.9531	0.29471	0.02396	0.17976	0.34949	0.17537	0	0.22327	0	0	0	0	0	0.26941	0	0	0	0.00099	0	0.02565
Healthy	0.38024	0.03597	0.24559	0.27917	1.21675	0.228	0.01997	0.03189	0	0	0	0	0	1.25756	0	0	0	0	0	0
Healthy	16.3468	1.77449	0.85549	2.00881	0.33175	1.1403	0	0	0	0	0	0	0	0.20882	0	0	0	0	0	0
Healthy	1.24285	0	0.19452	0.12944	0.06028	0.02354	0	0.01835	0	0	0.67182	1.16757	0.09499	0.11784	3.9126	0.59962	0	0	0	0.04741
Healthy	1.85459	0.49546	1.20708	0.00382	0.04155	0	0	0	0	0	0	3.65842	0	0	0.07944	0	0	0	0	0
Healthy	0.92995	0	1.05214	0	0	0	0	0	0	0	0	0.815	2.39285	0.18036	0	0	0	0	0	0
Healthy	13.9071	0.15679	0.10122	0.27309	0.28434	0.16216	0.00311	0.1379	0.23304	0	0	0	0	0.07717	0	0	0.02937	0.56031	0.06142	0.10164
Healthy	6.17688	0	0	0.15712	0.50341	0	0.83208	0.32216	0	0	0.92438	0	9.86637	0.00793	3.90432	0	0	0	0	0
Healthy	4.17801	0	0.03636	0.02483	0.06957	0	0	0	0	0	35.8275	0	0	0.00141	0	0	0.10214	0.02592	0.05254	0.55098
D015179	0.1857	0.09823	0.12936	0.16999	0.23973	0.45501	0.18534	0.13969	0.0251	0	0	0	0.08985	0.13335	0.43868	0.13915	0	0	0	0
Healthy	0.60622	0.04498	0.10155	0.17699	0.57079	0.0987	0.1004	0.12759	0.00081	0	0	0	0	0.37004	0	0	0.01445	0.01676	0	0.08145
D015179	2.9948	7.19171	0.06813	4.86236	3.88301	0	1.00912	0.3038	0.00163	1.03545	0.63415	2.4339	0	0.10062	2.1395	0	0.12283	0.0312	0	0
Healthy	1.83792	0.03396	0.38349	0.19419	0	0.0829	0	0	0	0	0	0	0	0	0	0	0.02066	0.1559	0	1.77033
Healthy	0.63072	0	0.88561	0	0	0	0	0	0	0	0.33018	0.17481	0	0	0	0.11691	0	0	0	0
Healthy	0	0	0.09043	0.03584	0	0.09188	0	0	0.30212	0	0	0	0	0.03028	0	0	0.19124	0.35406	0.14772	0.27051
Healthy	4.7763	0	0.24085	0.08093	0.03131	0	0	0.00651	0	0	0	0	0	0.01946	0	0	0.00535	0.01043	0	0.04848
Healthy	4.89613	0.21822	0.05079	0.23606	0	0	0	0.10326	0	0	0	0	7.46147	0.99656	0	0	0	0.01562	0	0
Healthy	10.053	1.60594	0.13112	0.35319	0.40025	0.16476	0	0.16916	0	0	0	0	1.7242	0.61511	0	0.74484	0	0.00297	0	0
Healthy	2.26004	0.16401	0.16949	0	0	0	0	0	0	0	0	1.36242	0	0	0	0	0.44349	0.0279	0	0
Healthy	2.22624	0.18776	0.16988	0.14472	0.14655	0.0439	0	0.01631	0	0	0	1.37217	0	0.04993	2.43258	0	0	0	0.00184	0
Healthy	14.1124	0.05529	0.03783	0.0864	0	0.40366	0	0	0.00499	0	0	0.00088	0.00278	0.33232	0	0	0	0.0386	0	0.25817
Healthy	0	2.35291	0	0.17555	0.63771	0	0	0	0	0	0	0	0	0.62483	0	8.77298	0	0	0	0
Healthy	3.61684	0	0.17116	0	0.05387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.73577	0.00824	0.25585	0	0	0.0231	0	0	0	0	0	0	0	0	0	0	0	0.14634	0	0
Healthy	1.69782	0.0402	0.19859	0.01328	0	0.00515	0	0	0	0	11.4058	0	0	0.01674	0	0	0.00661	0	0	0
Healthy	10.5205	1.73158	0.00556	0.97854	1.35084	0.43839	0.02615	0.39165	0.01241	0	0	0	0	1.62376	0	0	0.00118	0.05072	0	0.00227
Healthy	4.83697	0.03536	0.01172	0.33775	0.41664	0.43274	0	0	0	0	0.11539	2.24138	8.04589	0.49462	0	0.01336	0.00106	0	0	0.017
Healthy	4.78212	0.27482	0.29018	0.36305	0.00923	0	0.04988	0.07178	0	0	0	0	10.1552	0.47892	0	0	0	0.01362	0	0
Healthy	3.4683	0	0.33886	0.09209	1.25944	0.03308	0.20831	0.0362	0	0	0	8.91281	0	0	0	0	0	1.18589	0	0
Healthy	3.09314	0	0.05815	0.00107	0	0	0	0	0	0	0	7.7448	0	0	0	0	0.2572	0	0.00605	0.14346
Healthy	0.78309	0.49453	2.46986	0.02603	0.05828	0.16244	0.02138	0.11555	0.08069	0	2.08095	0	0	0.12353	0	0	0	0	0	0
Healthy	0.55445	0.03827	0.03979	0.09936	0	0	0	0	0	0	4.20772	1.08873	0	0.31462	0	0.36355	0	0	0	0
Healthy	3.19101	2.15543	0.0322	0.85012	2.69672	0.64873	0.06209	0.31361	0	0	0.64438	0.3469	0.49593	1.2367	0	0	0	0.07643	0	0
D015179	4.30017	0	0.03284	0.15045	0	1.02186	0.04632	0.05656	0.03913	0	0	0	0	0.09703	0	0	0.08285	0.04605	0.25655	0.02555
D015179	12.2606	0	1.45341	0	0.49248	0.0186	0	0	0	0	2.35827	4.82744	0	0	0	0	0	0	0.14475	0
Healthy	4.29912	0	0.20794	0	0	0	0	0	0	0	1.38299	0.2495	0	0	0	0	0.31467	0.02878	0	0
Healthy	4.70375	0.77308	0.07443	0.11846	1.06067	0.15567	0	0.16029	0.01078	0	0	0	0	0.02323	0	0	0.00088	0.78648	0.00187	0.00069
Healthy	4.76349	0	0.06652	0.07617	0.05733	0	0.45064	0	0	0	0	7.26114	0	0	0	0	0	0.04875	0	0
Healthy	25.8233	2.25697	0.5504	1.07145	1.1555	0.30986	0.1529	0.33471	0	0	0	1.98356	0	0.53145	1.67791	0	0	0	0	0
Healthy	0.41346	0.00154	0.00744	0.04104	0.05343	0	0	0.00343	0	0	0	0	0	0.02614	0	0	0.20938	0.01398	0	0.08434
Healthy	9.02234	0.12204	0.14794	0.19558	0.16501	0.41366	0	0.27694	0	0	0	0	0	1.36367	0	0	0	0	0	0
Healthy	1.75766	1.52891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.37991	0	0.82782	0	0	0	0	0	0.01675	0	0	0	0	0	0	0	0.07057	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	9.38952	0	0.4838	0	0	0	0	0	0
Healthy	1.1435	0	0.16462	0.19088	0.98261	0.01069	0	0	0	0	0	0	0	0.39094	0	0	0.10203	0	0	0
Healthy	1.65135	0	0.30832	0	0	0	0	0	0.01084	0	0	0	0	0	0	0	0.15667	0.08668	0	0.01779
Healthy	7.8147	0.61621	0	0.34607	0.40804	0.08462	0	0.1108	0	0.05471	3.34655	0	0	0.7017	1.48207	0	0	0	0	0
Healthy	0.99081	0.2015	0.00667	1.59182	1.02345	0.25982	1.37286	0.2284	0	0.05145	0	0.10961	3.13802	2.09622	0	0	0	0.01024	0	0
Healthy	1.34327	0	0.01774	0.01225	0.18844	0.03028	0	0	0.02346	0	0	5.76873	0	0	0	0	0.00775	0	0	0
Healthy	3.49777	0	0.1164	0.06034	0	0.07494	0	0	0	0	0	0	0	0.00911	0	3.91446	0	0.39274	0	0
Healthy	5.5467	0.56861	0.1638	0.52659	0.33846	0.22343	0	0	0	0	0	1.91044	0	0.22113	0	0	0	0	0	0
Healthy	4.29655	0.43937	0.1335	0.44666	0.25958	0.13906	0.00813	0.11407	0	0	0.00469	3.61986	0	0.63327	0.03572	0	0	0	0	0
D015179	8.45772	0.85719	0.36726	1.03423	0.73506	0.30175	0.00434	0.17423	0	0.00904	0	0	0	0.16077	0	0	0.00114	0	0	0.00463
Healthy	3.58916	0.90061	0.00522	0.26691	0.24447	0.16788	0	0.17374	0.00055	0	0	2.46253	0.78914	0.77876	0	0	0.00159	0.00215	0	0.00159
Healthy	2.38155	0.0982	0.04969	0.08202	0	0.01794	0	0	0	0	0	0.65771	0	0.05268	0	0	0.01135	0.00697	0.01813	0.09021
Healthy	0	0	48.6163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	10.3802	0.18307	0.82539	0.52292	0.02962	0	0	0.24455	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02006	1.65442	0.53861	0.19873	0	0	0	0	1.12207	0	0	0	0	1.12242	0	0	0.93163	0	0	0.01476
Healthy	0.23092	0.19589	0.07556	0.65583	0.31174	0.62671	0	0.08099	0	0	0	0	0	0.5294	0	0	0	0.01398	0	0
D015179	8.69725	0	0	0.31876	0.52266	0	0	0	0	0	0	0.34894	0	0	0	0	0	0	0	0
Healthy	17.4987	0.02424	0.03805	0.0508	0.05766	0.10822	0	0.21258	0	0	0	0.02444	9.38586	0.07329	0	5.46882	0	0.00676	0	0.01892
Healthy	0.80797	3.45432	0.09996	2.10944	0.59057	1.2426	0.21564	0.45838	0	0.61724	0	0	0.01812	5.107	0	0	0	0	0	0
D015179	0.27903	2.82878	0.50388	1.25577	0	0	0.38948	0.25197	0	0	0.08113	0	0	0.50088	0	1.61608	0.27289	0	0.37374	0
D015179	1.15899	0	0.16763	0.23893	0	0.3658	0.04409	0.25614	0.12689	0	0	0	0	0.17405	3.38684	0	4.69912	0	0.59999	0.36135
Healthy	3.59525	0	0.00538	0.04978	0	0.06035	0	0	0	0	0	0	0	0.01951	0	1.57695	0	0.16304	0	0
Healthy	18.7677	3.07134	2.43794	0.97151	1.35641	0.94239	0	0	0	0	0	1.13124	0	1.29905	7.31724	0	0	0	0	0
Healthy	0.43431	1.85715	0.18958	0.26865	1.22083	0.19708	0	0.03259	0	0.04256	0.1104	0	3.29406	0.12885	0	0.09947	0	0.02763	0	0
D015179	1.91261	2.21883	0.09636	1.86836	2.81851	0.94276	0	0.86951	0	0	0	5.93187	0	0.32179	0	0	0	0	0	0
Healthy	0.00162	0	0.24765	0	0	0	0	0	0.10883	0	0	0	0	0	0	0	0.00136	0	0	0
Healthy	1.60608	0.01563	0.08422	0	0	0.00218	0	0	0	0	0	0	0	0	0	0	0	0.1421	0	0
Healthy	0.40739	0.58379	0.26059	0.08964	0.44036	0.2494	0	0.05383	0	0	0	0	0	0.42255	0	0	0	0	0.10582	0
D015179	0.82223	1.69965	0.0494	1.05322	0	0.1209	1.54081	0.50375	0	0	0.1442	0	0.05723	0.2296	0	0	0.00855	0.21895	0.41392	0.06734
Healthy	17.7612	0.05531	0.25346	0.12434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34289	0	0
Healthy	8.30901	0	0.00409	0.00225	0	0.05629	0	0	0	0	0	0	0	0	0	0	0	0.0115	0	0
Healthy	25.6175	0.2822	0.30259	0.52792	0	0	0	0	0	0	0	0	0	0.58624	0	0	0	0	0	0
Healthy	7.63611	0	0.04716	0.0467	0.02303	0	0	0	0.05337	0	0	0	0	0	0	0	0.07161	0.02515	0	0
Healthy	1.72872	0.03438	0.03281	0.01693	0	0.00172	0	0	0	0	11.3941	0	0	0.00941	0	0	0.01169	0	0	0
Healthy	11.7769	0.64769	1.4927	1.20511	0.6939	0.27611	1.50421	0.21692	0	0	0.02037	0	8.96091	1.66685	0	0.12348	0.0605	0.00146	0	0
Healthy	2.35612	0.03889	0	0.04165	0.00556	0	0	0	0	0	0	0	0	0.0462	0	0	0	0.22596	0	0
Healthy	0	0	0.01381	0.22406	0.43502	0.31468	0	0	0	0	0	0	0	10.7726	0	0	0.17932	0.06749	0	0
Healthy	3.7866	1.16426	0.26212	0.27479	0.40995	0.98044	0	0.39145	0	0	0	0	5.57851	0.73469	0	0	0.00909	0	0	0
Healthy	16.5615	0.12421	1.73335	1.10572	0.25264	0.34718	0	0.2117	0	0	0	0	0	0.01539	7.08862	0	0	0	0	0
Healthy	2.79839	0	0.17337	0	0.03639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.0359	0.31616	0.1095	0.1415	0.04895	0.04092	0	0	0	0	0	2.54112	0	0	0	3.79548	0	0.03423	0	0
D015179	9.82037	0	0.72143	0.07981	0	0	0	0.16301	0.15219	0	0	0	0	0.75165	0	0	0	0	0	0
Healthy	7.02764	0.16	0.66879	2.39639	0.53218	0.92784	0	0.82661	0	0	0	0	0	2.48964	4.61632	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.64714	0.07123	0.01922	0.11125	0.09041	0.06855	0	0.06226	0	0	0	1.28996	3.60354	0.38209	0	0	0	0	0	0
Healthy	4.06394	0.0079	0.05124	0.06908	0.03802	0.0212	0	0	0	0	0	0	0	0	0	0	0	0.00596	0	0
Healthy	3.36887	0.01098	2.19943	0.0636	0.05408	0	0	0	0	0	0.04242	0	0	0	0	0	0.00284	0.20211	0	0.02693
Healthy	0.78112	0.73446	0.13568	0.23765	0.62744	0.11196	0.00268	0.19249	0.12559	0	0	2.76435	0.29334	2.14575	0	0	0.19276	0	0.01235	0.00499
Healthy	13.9693	0.32727	2.45937	3.92601	0.80736	2.98562	0	0.57949	0	0	0	0	0	8.33886	8.10433	0	0	0	0	0
Healthy	2.70049	1.14517	0.14761	0.44228	1.17815	0.73071	0	0.22739	0	0	0.57137	1.82329	4.68931	0.46752	3.58224	0	0	0	0	0
Healthy	3.368	0	0.43799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.33773	0.00794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172	0	0	0.01365
D015179	8.05876	6.09869	0.00059	2.29791	3.33036	0.85083	0	0.24879	0.00047	0	0	0	0	1.35491	0	0	0.00079	0	0.02651	0.00086
