group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phytobacter_ursingii	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Bacteroides_salyersiae	Parasutterella_excrementihominis	Ruminococcus_C_callidus	Enterocloster_citroniae	Bacteroides_uniformis	Lachnospira_eligens_B	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Mediterraneibacter_torques	Blautia_A_wexlerae	Streptococcus_thermophilus	Alistipes_A_indistinctus	Coprococcus_A_catus	Adlercreutzia_equolifaciens
Healthy	0	0	0	2.54476	0	0	0	0.06262	0	0.16581	25.0709	0	0	0	1.4595	0	0.09803	0	0	0
Healthy	0.77794	0	0	0	0	0	0	0	0	0	10.9317	16.2903	0.90242	1.09596	0.03528	0.65927	0.06687	0	0.13901	0
Healthy	3.95565	0	0.7852	0.02159	0	0	0	0	0.06187	0	9.28466	2.97937	0.38136	0.12368	0.37823	0.17479	0	0.04851	0.07618	0
Healthy	2.41693	26.782	1.01841	0	0	0	0	0.0624	0	0	8.14567	0.0582	0	0	0.17982	0	0	2.23811	0	0
Healthy	5.24127	0	14.0696	0.04198	0	15.6071	0	0.00294	0	0	2.03974	0	0	0.00512	0.0149	0.04838	0	0	0	0
Healthy	7.36644	1.63861	0.22316	0	0.01221	0.02398	0.00215	0.04305	0	0	0.4995	2.47885	1.01197	0.01327	0.02415	0.01696	0	0.06231	0.0096	0
Healthy	2.17067	0	0.00532	0.13218	0	0	2.21359	0.0078	0	0	17.5998	0.2245	0.0297	0.19987	0.24453	0.36115	0	0	0	0.2947
Healthy	4.47993	0.00339	7.02184	0.20678	13.6042	16.5033	0	0.0461	0.38224	0	2.31511	4.06356	2.42378	0.77112	0.3675	0.67249	0	0	0.05529	0.01596
Healthy	0.76327	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62957	0	0.02025	0	0	0
Healthy	0.593	0	0.6955	2.24934	0	0	0	0.38935	0	0	0	0	0	0	0.04984	0	0	0.28592	0	0
Healthy	6.6158	0	3.6885	0	0	0	0	0	0	0	9.37634	0	0	0	0	0	0	0	0	0
Healthy	17.4253	18.9557	0	0.92595	0	0	0	0	0.74382	0	0	0.43333	1.56455	5.61766	4.57979	2.3284	0	0	0.87947	0
Healthy	3.72164	0	2.16825	0	0	0	1.90325	0.177	0	0	0.02462	1.22867	0.53006	0	0.10122	0.13979	0	0.01472	0.02935	0.12817
Healthy	3.71931	0	2.39743	0	0	0	2.06708	0.21624	0	0	0.05003	1.36577	0.56463	0	0.13147	0.122	0	0.03107	0.03718	0.17511
Healthy	0.60032	0	0.0202	6.53906	0.72888	0	0.59341	0.03166	0	0	3.07803	0.11481	0.27309	0	0.46453	0.00957	0	0.28	0	0
D006973	6.6186	4.01662	7.27683	0	3.29159	0	0.74363	0.12451	0.02954	0	0.59556	3.22673	1.37861	0.28309	0.04377	0.36744	0	0	0.29414	0.10788
Healthy	4.47308	0	0	0	0	0	0	0	0.00218	0	11.9066	2.29499	0.08613	0	0.03381	0	0.26878	0	0	0
Healthy	2.18043	0	20.2875	0	0	0	0	0.00178	0	0	12.0714	0	0.03086	0.04986	0.03619	0.01045	0	0.03804	0	0
Healthy	0	0	0	2.25779	0	0	0	0	0	0	0	0	0	0	0.84175	0.01188	0.04136	0	0.0605	0
Healthy	20.0078	2.47081	0	0	1.09425	0.10027	0	0	0	0	0.21721	2.18104	0	1.04451	0.61339	2.54985	0	0	0.22725	0
Healthy	0.86856	46.9053	0	0	0	0	0	0	0	0	2.88146	1.9482	0	0	0	0	0	0	0	0
Healthy	3.68432	0	2.42315	0	0	0	2.17925	0.21496	0	0	0.02531	1.23862	0.58177	0.01118	0.1321	0.14263	0	0.01079	0.00515	0.13351
Healthy	2.44274	0	0	0.48396	0	0	0	0.06696	0	0.00543	31.6105	0	0	0	1.24277	0	0.09177	0.03516	0	0
Healthy	3.82103	0	1.79282	0	23.6438	18.0169	0	0	0.03388	0	0.42198	1.55492	1.30452	0.07356	0.19642	0.1511	0	0	0.02152	0
Healthy	2.17056	0	0	0.03177	0	0	0	0.02779	0	0	7.35709	0	0	0	0.03158	0	0	0.0626	0	0.09891
Healthy	2.71593	0.76927	0	5.33933	1.04695	0.39657	1.32141	0	0.0193	0	5.32873	0.78643	0.00633	0.21308	0.03141	0.06579	0	0.17827	0.10814	0
Healthy	2.47474	0	1.4364	0.50252	0	0	0	0.00293	0.09531	0	10.5585	0.17827	0	0.07158	0.03167	0.11263	0	0.23272	0	0
Healthy	1.88231	0.07335	3.51234	0.06854	0	2.85523	0	0.00066	0	0	1.97678	0	0.65207	2.63659	0.03226	0.51415	0	0.01488	0.10643	0
Healthy	3.01888	30.2506	0	0	3.69329	1.60785	1.98414	0	0.06954	0	4.41877	4.89253	0.06714	0.381	0.07015	0.23064	0	0.24574	0.14817	0
Healthy	5.84912	0	0	0	0	25.9085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.33774	0	17.7649	0.16819	0	0	0	0.14799	0.06003	0	3.57632	0.26817	0.27201	0.08009	0.09248	0.04383	0	0.06152	0	0
Healthy	12.037	0	9.73287	0	0	0	0.63139	0.0141	1.64806	0	11.1121	0.04516	0.23364	0.94915	0.01235	0.35329	0.22598	0.01335	0.14234	0.08882
Healthy	0.07171	0	0	0.77609	0	0	0	0	0	0	11.2208	0	0	0	0.0473	0	0	0	0	0
Healthy	10.3753	0.01279	1.76885	0	11.0037	0	0	0.00148	0.00394	0	3.38298	3.11839	1.92566	0.79835	0.07326	0.60587	0	0.00746	0.11668	0.07246
Healthy	0.74206	0	0.07121	0	0	0	5.86215	0.03347	0	0	6.58525	3.16248	2.60978	0.32514	0.00357	0.56647	0.03315	0	0.05036	0
Healthy	2.8195	0	0.01327	0.32465	0	0	0	0.00369	0.02454	0	0.69912	1.50276	0.98942	0.28758	0.03022	0.33394	0	0.05933	0.40478	0.05093
Healthy	4.38518	0	0	0	0	0	0	0	0.00426	0	12.0194	2.1634	0.0839	0	0.03547	0.03113	0.20487	0	0	0
Healthy	4.73024	0	20.7882	0	0	0	0	0	0	0.03438	4.31804	0	0.61196	0.43875	0.23933	0.42918	0	0	0	0.02508
Healthy	1.60387	10.7873	0	0	0	0	0	0	0	0	0.06441	2.05026	0.55916	0.26351	0.50541	0.22827	0	0	0	0
Healthy	1.00684	0	5.20265	0	0	0	7.25356	0.06726	0	0	4.00545	6.16228	0.15554	0.06148	0.04875	0.22072	0	0	0.08064	0
Healthy	2.60568	0	0.0155	0	0	0	0	0	0	0.01389	1.93639	0.28235	0	0.01414	0.0311	0.08696	0.02537	0	0	0.29366
Healthy	0.11595	0	2.97448	10.2792	0	0	0	0	0	0	4.87147	0	0	0	0.69556	0.13498	0	0	0	0
Healthy	6.41316	44.4546	0.3833	0	0.01018	0.02163	0.07619	0	0	0.00256	3.80187	0	0.29939	0.24857	0.04179	0.13089	0	0	0.09002	0
Healthy	3.88939	18.0369	0.15822	0	0.77226	0.25027	0	0	0.38983	0	0.36465	3.7233	0.14765	0.44294	0.03772	0.20241	0.04238	0	0.13425	0
Healthy	11.0099	0	0	0	0	0	0	0.32375	1.24129	0.00322	10.6272	2.79298	2.56277	0.85649	0.15109	1.48685	0.04874	0	0	0.11938
Healthy	7.47698	0.85996	0	0.1535	0	0	0	0.01279	0.00926	0	6.01697	3.40378	2.72056	1.29556	0.15856	0.65772	0.08187	0.00495	0.27018	0.01051
Healthy	6.71395	71.3356	0.85144	0.00442	5.55585	0	0	0.04169	0.30314	0	0.51007	0.64276	0.56309	0.04764	0.0123	0.11548	0	0.00026	0.04671	0.00776
Healthy	11.1243	0	0	0.00675	0	0	0	0.36764	0.79259	0.00585	9.99578	3.42592	2.01903	0.27709	0.01646	0.28038	0	0	0	0.18069
Healthy	3.80957	0	2.20869	0	23.5485	0	0.44748	0.00524	0	0	2.51725	1.08155	0.94052	0.04022	0.5351	0.08895	0.04943	0	0.08459	0
Healthy	2.46149	0.00788	0	0	0	0	0	0	0	0	5.46554	0	0.19511	0.34848	0.19247	0.17709	0	0.07809	0	0.04102
Healthy	1.93097	31.8405	0	0	0	0	0	0	0	0	0.222	0.40793	0.01335	0.0625	0	0.17628	0	0	0	0
Healthy	4.21101	37.138	0	4.05791	0	0	0	0	0	0	0	0.04509	0.40728	0.02183	0.56024	0.1324	0	0	0.03496	0
Healthy	2.37137	26.6358	1.19142	0.06093	0	0	0	0.02525	0	0	9.29234	0.05123	0	0	0.13552	0	0	2.18922	0	0
Healthy	3.0645	1.53426	0	1.58967	0	0.2192	0	0.0008	0	0	1.24152	2.89886	1.08878	0.01955	0.06075	0.15549	0	0	0.07384	0
Healthy	17.9938	12.7063	0	0	0	0	0	0	0.23267	0	0	0.30811	2.86735	3.84222	2.63386	1.61213	0	0	1.50765	0
Healthy	4.84339	0	19.1002	0	0	0	0	0.06619	0	0	11.1362	0.5672	2.54279	0	0.29192	0.05367	0.43095	0.02306	0	0
Healthy	2.16858	0	0.00169	0.21949	0	0	2.0117	0.08297	0	0	17.1974	0.19099	0.05752	0.23065	0.00388	0.38599	0	0	0	0.2894
Healthy	4.81766	29.073	0	0.09903	0	0	0.95596	0.00992	0	0	1.2743	2.79177	0.37974	0.40395	0.01705	0.17192	0	0	0.17323	0.0399
Healthy	10.3911	9.7672	0	0	0	0	0	0	0.07739	0	0	0.76088	0.1108	8.15005	0.58318	10.946	0	0	2.44254	0
Healthy	2.0869	0	0	0.09194	0	0	0	0.07824	0	0	7.29312	0	0	0	0.39337	0	0	0.08166	0	0.08275
Healthy	3.88483	76.5522	0.00328	1.75244	2.85533	0	0.70942	0	0.14339	0	0.28246	0.46603	0.00717	0.08203	0.01404	0.04795	0	0.07817	0.01932	0
Healthy	11.9531	0	0	0	0	11.2945	0	0.00099	0	0	3.12526	5.72651	1.41231	0.26941	0.02396	0.17976	0	0	0.22327	0.13587
Healthy	0.38024	0	0	0.06126	0	0	0	0	0	0	12.6775	0	0.43971	1.25756	0.24559	0.27917	0.01997	0	0.03189	0
Healthy	16.3468	6.45476	0	0	0	0	0	0	2.5774	0	0.3507	2.77805	3.1861	0.20882	0.85549	2.00881	0	0	0	0
Healthy	1.24285	0	0.17868	0.03357	0.09499	0	0.59962	0	0	0	0.86742	0	0	0.11784	0.19452	0.12944	0	0.04321	0.01835	0
Healthy	1.85459	40.1919	1.84285	0	0	0	0	0	0	0	4.83569	0.18594	0.05727	0	1.20708	0.00382	0	1.49992	0	0
Healthy	0.92995	0	0.20138	0	2.39285	0	0	0	0	0	8.13509	14.1893	0	0.18036	1.05214	0	0	0	0	0
Healthy	13.9071	0	0.00675	0.1379	0	0	0	0.56031	0.07284	0.04984	0.36096	0.00326	1.25389	0.07717	0.10122	0.27309	0.00311	0.23732	0.1379	0
Healthy	6.17688	0	0	0	9.86637	0.12427	0	0	0.1202	0	3.22341	20.3132	3.0512	0.00793	0	0.15712	0.83208	0	0.32216	0
Healthy	4.17801	0	0	0.25725	0	0	0	0.02592	0	0.01187	12.9882	0	0.51717	0.00141	0.03636	0.02483	0	0	0	0
Healthy	0.60622	0	0	0	0	0.00075	0	0.01676	0	0.00038	0.73375	0.23704	1.83989	0.37004	0.10155	0.17699	0.1004	0	0.12759	0.01832
Healthy	1.83792	0	0	0	0	0	0	0.1559	0	0	26.9011	0	0.9558	0	0.38349	0.19419	0	0.14865	0	0
Healthy	0.63072	0	0	0	0	0	0.11691	0	0	0	2.55986	0	0	0	0.88561	0	0	0	0	0
Healthy	0	0.00782	36.4533	0.39224	0	0	0	0.35406	0	0.03107	12.3864	0	0.00791	0.03028	0.09043	0.03584	0	0	0	0
Healthy	4.7763	0	0.04697	0.09323	0	0	0	0.01043	0	0	2.56909	3.28724	0.11652	0.01946	0.24085	0.08093	0	0.0159	0.00651	0.02499
Healthy	4.89613	0	0	0	7.46147	0	0	0.01562	0	0	13.86	1.01376	0.39327	0.99656	0.05079	0.23606	0	0	0.10326	0
Healthy	10.053	0	0.73124	0	1.7242	5.34152	0.74484	0.00297	0	0	3.86907	9.17388	2.0289	0.61511	0.13112	0.35319	0	0	0.16916	0.08534
Healthy	2.26004	26.9266	1.07178	0.09307	0	0	0	0.0279	0	0	8.99661	0.03929	0	0	0.16949	0	0	2.14171	0	0
Healthy	2.22624	9.0198	0.21676	0	0	0	0	0	0	0	3.2259	1.4539	0.79228	0.04993	0.16988	0.14472	0	0	0.01631	0
Healthy	14.1124	0.01743	0.01227	1.60547	0.00278	0	0	0.0386	0	0	1.57623	0.01403	10.6465	0.33232	0.03783	0.0864	0	0	0	0
Healthy	0	0	0	0	0	0	8.77298	0	0	0	0	5.35931	0	0.62483	0	0.17555	0	0	0	0
D006973	6.88738	55.3865	0.33995	0.18309	1.80736	0.08205	0	0	0	0	0.00119	0.01097	0.47913	0	0.00874	0.08131	0	0	0.10477	0
Healthy	3.61684	0	7.51543	0	0	0	0	0	0	0	11.4111	0	0.75572	0	0.17116	0	0	0	0	0.071
Healthy	1.73577	0	0	0.09818	0	0	0	0.14634	0	0	24.8309	0	0	0	0.25585	0	0	0.18208	0	0
Healthy	1.69782	0	0	0.03279	0	0	0	0	0	0	10.1305	0.09795	1.27106	0.01674	0.19859	0.01328	0	0.03873	0	0
Healthy	10.5205	0.11106	0	0.72001	0	0	0	0.05072	1.05061	0.00776	0.49227	0.78297	0.17127	1.62376	0.00556	0.97854	0.02615	0.03155	0.39165	0.21001
Healthy	4.83697	0.10935	7.21503	0.01743	8.04589	0.0285	0.01336	0	0	0.00024	6.14935	15.245	2.6853	0.49462	0.01172	0.33775	0	0.00132	0	0.02922
Healthy	4.78212	0	0	0	10.1552	0	0	0.01362	0.90905	0	12.4216	5.07564	0.41483	0.47892	0.29018	0.36305	0.04988	0	0.07178	0.00709
Healthy	3.4683	0	20.2269	0	0	0	0	1.18589	0.21682	0	14.0773	1.11792	0.60263	0	0.33886	0.09209	0.20831	0	0.0362	0
Healthy	3.09314	0	31.4908	13.1923	0	0	0	0	0	0	2.34735	0	0	0	0.05815	0.00107	0	0	0	0
Healthy	0.78309	0.32345	0.05239	2.01818	0	0	0	0	0.01865	0	0.12893	0.07531	0.00886	0.12353	2.46986	0.02603	0.02138	3.91814	0.11555	0
Healthy	0.55445	0	0	0	0	2.02929	0.36355	0	0	0	3.87088	2.30334	2.55942	0.31462	0.03979	0.09936	0	0	0	0
Healthy	3.19101	0	0.31865	0.03315	0.49593	0	0	0.07643	0.51699	0	9.51592	1.40717	1.83128	1.2367	0.0322	0.85012	0.06209	0	0.31361	0
Healthy	4.29912	0	0	0.16289	0	0	0	0.02878	0	0	7.15349	0	0	0	0.20794	0	0	0.03372	0	0.1381
Healthy	4.70375	0	0	0.03111	0	0	0	0.78648	0.19626	0	0.4187	1.44195	0.06666	0.02323	0.07443	0.11846	0	0	0.16029	0
Healthy	4.76349	0	20.1645	0	0	0	0	0.04875	0	0	11.2273	0.69458	2.39191	0	0.06652	0.07617	0.45064	0.02272	0	0
Healthy	25.8233	0	2.23382	0.14639	0	0	0	0	0.22846	0	1.23314	0.02664	0.13293	0.53145	0.5504	1.07145	0.1529	0	0.33471	0
Healthy	0.41346	0	35.827	1.06555	0	0	0	0.01398	0	0	13.4152	0.03031	0	0.02614	0.00744	0.04104	0	0	0.00343	0
Healthy	9.02234	11.312	2.33047	0.28402	0	0	0	0	0	0	7.53794	0	0.00375	1.36367	0.14794	0.19558	0	0	0.27694	0
Healthy	1.75766	11.7915	0	0	0	0	0	0	0	0	1.87885	0	0	0	0	0	0	0	0	0
Healthy	7.37991	0	0	0	0	23.1511	0	0	0	0	4.11022	0.25392	0	0	0.82782	0	0	0	0	0.05886
Healthy	0	0	0	0	0	0	0	0	0	0	2.68973	0	0	0.4838	0	0	0	0	0	0
Healthy	1.1435	0	0	0	0	0	0	0	0	0	5.2745	0	0.20655	0.39094	0.16462	0.19088	0	0.01187	0	0
Healthy	1.65135	0	38.5986	0	0	0	0	0.08668	0	0	3.77172	0.42574	0	0	0.30832	0	0	0.0098	0	0
Healthy	7.8147	0	0.78349	20.6834	0	0	0	0	0	0	1.87198	0.24097	0.20955	0.7017	0	0.34607	0	0	0.1108	0
Healthy	0.99081	0	0.41192	0	3.13802	0	0	0.01024	0	0	1.78227	6.56903	0.06867	2.09622	0.00667	1.59182	1.37286	0.09711	0.2284	0.08199
Healthy	1.34327	0	0	0	0	0	0	0	0.00458	0	24.208	0	1.92651	0	0.01774	0.01225	0	0.00976	0	0.02655
Healthy	3.49777	0	2.55117	0	0	0	3.91446	0.39274	0	0	0.04652	1.49419	2.33732	0.00911	0.1164	0.06034	0	0.07443	0	0
Healthy	5.5467	0	6.41583	0	0	0	0	0	0	0	3.84805	6.99303	0.05668	0.22113	0.1638	0.52659	0	0	0	0
Healthy	4.29655	0.50481	0.01586	0	0	18.8849	0	0	0	0	0.39796	2.24354	1.80306	0.63327	0.1335	0.44666	0.00813	0	0.11407	0.01291
Healthy	3.58916	40.8438	0	0.15504	0.78914	0	0	0.00215	0	0	2.38065	0.19229	0.00743	0.77876	0.00522	0.26691	0	0.83019	0.17374	0.21535
Healthy	2.38155	0	1.56411	0.38987	0	0	0	0.00697	0.10543	0	10.569	0.19479	0	0.05268	0.04969	0.08202	0	0.20934	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0
D006973	11.6866	0.00358	65.8999	2.44372	0	0	0	0	0	0	0	0.00891	0	0	0.04419	0	0	0	0	0
Healthy	0.02006	0	0	1.00259	0	0	0	0	0	0.06158	0.03093	2.23992	8.05117	1.12242	0.53861	0.19873	0	0	0	0
Healthy	0.23092	0	5.35426	0	0	0	0	0.01398	0.11982	0	4.72359	0.08272	0.34058	0.5294	0.07556	0.65583	0	0	0.08099	0
Healthy	17.4987	0	0.00241	0.64108	9.38586	0	5.46882	0.00676	0	0	0.4012	11.985	0.40318	0.07329	0.03805	0.0508	0	0.00156	0.21258	0
Healthy	0.80797	0	0	1.3679	0.01812	0	0	0	0.0047	0	0.00861	1.43326	0.21077	5.107	0.09996	2.10944	0.21564	0	0.45838	0.27862
Healthy	3.59525	0	3.32124	0	0	0	1.57695	0.16304	0	0	0	0.52374	1.32003	0.01951	0.00538	0.04978	0	0.26826	0	0.06744
Healthy	18.7677	7.06751	0	0	0	0	0	0	0	0	0	7.45055	1.29213	1.29905	2.43794	0.97151	0	0	0	0
Healthy	0.43431	0	0	0.08118	3.29406	0	0.09947	0.02763	0	0	1.92975	10.1362	0.82503	0.12885	0.18958	0.26865	0	0	0.03259	0
Healthy	0.00162	0	0.01838	28.7052	0	0	0	0	0	0	2.99612	0	0	0	0.24765	0	0	0	0	0
Healthy	1.60608	0	0	0.06349	0	0	0	0.1421	0	0	24.666	0	0	0	0.08422	0	0	0.23222	0	0
Healthy	0.40739	0	24.2185	0	0	0	0	0	0	0	3.1123	0	0.77901	0.42255	0.26059	0.08964	0	0	0.05383	0
Healthy	17.7612	0	0	0	0	0	0	0.34289	0	0	2.38062	2.83256	4.7123	0	0.25346	0.12434	0	0	0	0
Healthy	8.30901	0	8.66892	0.01798	0	0	0	0.0115	0	0	0.65884	0.58667	1.42969	0	0.00409	0.00225	0	0.03647	0	0.08299
Healthy	25.6175	0	0	16.8964	0	0	0	0	0.26694	0	0	5.39546	0.18584	0.58624	0.30259	0.52792	0	0	0	0
Healthy	7.63611	0	0	0	0	24.9592	0	0.02515	0.09494	0	0.2292	0.34128	0	0	0.04716	0.0467	0	0.03355	0	0.19568
Healthy	1.72872	0	0	0.068	0	0	0	0	0	0	10.0882	0.11198	1.25798	0.00941	0.03281	0.01693	0	0.03323	0	0
Healthy	11.7769	0	1.13553	0	8.96091	0	0.12348	0.00146	0	0	3.04859	2.67522	0.53099	1.66685	1.4927	1.20511	1.50421	0.04133	0.21692	0.23768
D006973	25.9061	21.8994	0.7516	0.03305	0.51671	1.70109	0.00377	0.26384	0.00585	0.00238	4.18119	0	1.26301	0.00728	0.0239	0.03743	0	0	0.0185	0
Healthy	2.35612	0	22.8078	0.32147	0	0	0	0.22596	0	0	3.05445	0.38786	0.33212	0.0462	0	0.04165	0	0.02703	0	0
Healthy	0	0	0.37626	7.12808	0	1.56056	0	0.06749	0	0	0.07309	0	0.68376	10.7726	0.01381	0.22406	0	0	0	0
Healthy	3.7866	0	0.91352	0.1197	5.57851	0	0	0	1.2763	0	3.27893	6.84743	2.21008	0.73469	0.26212	0.27479	0	0.01888	0.39145	0.10095
Healthy	16.5615	37.6395	0	3.34255	0	0	0	0	0	0	0	0	0	0.01539	1.73335	1.10572	0	0	0.2117	0
Healthy	2.79839	0	7.09473	0	0	0	0	0	0	0	11.1663	0	0.63786	0	0.17337	0	0	0	0	0.08351
Healthy	4.0359	0	0.00262	0.14355	0	0	3.79548	0.03423	0	0	24.9612	0.60597	0.02695	0	0.1095	0.1415	0	0	0	0.02239
Healthy	7.02764	1.94388	0	0	0	0	0	0	0	0	0	0	0	2.48964	0.66879	2.39639	0	0	0.82661	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.64714	0	0.61272	0	3.60354	0	0	0	0	0	12.2619	7.2571	0.18228	0.38209	0.01922	0.11125	0	0	0.06226	0
Healthy	4.06394	0	0	0.26276	0	13.129	0	0.00596	0	0	1.11775	1.22512	0	0	0.05124	0.06908	0	0.2633	0	0
Healthy	3.36887	0	28.4489	0.08539	0	0	0	0.20211	0	0	8.05542	0.70095	1.20428	0	2.19943	0.0636	0	0.2314	0	0
Healthy	0.78112	0	2.29358	0.89547	0.29334	0	0	0	0	0.00526	4.18955	1.03897	0.41286	2.14575	0.13568	0.23765	0.00268	0	0.19249	0
Healthy	13.9693	3.42197	0	0	0	0	0	0	0.03538	0	0	0.26808	0.08775	8.33886	2.45937	3.92601	0	0	0.57949	0
Healthy	2.70049	0.11075	1.14715	0	4.68931	0	0	0	0.38177	0	4.40419	3.69772	0.13942	0.46752	0.14761	0.44228	0	0.39214	0.22739	0
Healthy	3.368	0	1.26305	0	0	0	0	0	0	0	3.32943	0.01012	0.54085	0	0.43799	0	0	0	0	0.05768
Healthy	0.33773	0	0	0	0	0	0	0	0	0	27.8667	0	0	0	0	0	0	0.35403	0	0
Healthy	1.65814	0.26595	0	0.05816	0	0	0	0.12305	0	0	0.22698	2.52637	0.78952	0.11678	0.00611	0.3463	0.02549	0	1.06757	0.096
Healthy	0.3964	0	0	0	0.34041	0	0.97211	0	0	0	0.44381	3.28441	0.63368	0.15958	0.22057	0.21441	0	0	0.08596	0
Healthy	0.76078	43.7728	0.15223	0.18506	0.93545	1.53177	0	0	0	0	0.81075	0.0024	4.76659	0.03859	0.01296	0.27262	0	0.04423	0.05797	0.02329
Healthy	1.85603	48.8652	3.25413	0	0	0	0	0	0	0	1.28855	0.46626	0.01305	0.2298	0.0266	0.53856	0	0	0	0.02177
Healthy	4.40718	0.24672	0.13095	2.85515	0	2.63081	0	0.02403	0.04467	0	6.96245	0.75269	1.33329	0.6931	0.01182	0.14915	0.13137	0	0.14992	0
Healthy	4.18148	0	0.02685	1.65118	0	0	0	0.0748	0	0	4.53904	0.28877	1.46484	0	0.10377	0.07002	0	0	0	0.02825
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05948	0	0	0	0	0
Healthy	4.59389	0	19.3022	0	0	0	0	0.04503	0	0	11.5233	0.51126	2.4279	0	0.1661	0.02035	0.57766	0.03826	0	0
Healthy	4.47197	0	3.18753	0.56952	0	19.8408	0	0.00215	0	0	0.6297	0	0	0	0	0.03159	0	0	0	0
Healthy	1.24839	0.01992	0	0.26265	0	0	0	0.13331	0.40494	0	2.34096	1.66425	0.15639	3.41432	0.21469	1.9417	0.03321	0	0.28369	0
Healthy	4.20721	0	0	0	6.87978	0	0	0	0	0	11.0548	1.33973	1.16061	0.65774	0.1218	0.1578	0	0	0.07514	0
Healthy	2.27898	0	0.00553	0.68164	6.55398	0	0.35576	0.04844	0	0.01107	2.05907	0	1.02144	1.34397	0.03402	1.61201	3.18071	0	0	0
Healthy	3.74896	0	2.18149	0	22.9571	0	0.43262	0.01707	0	0	2.29347	1.07772	0.93007	0.05328	0.64108	0.14277	0.03205	0	0.07351	0
Healthy	1.34125	0	0.00043	0.13819	0	0	0	0	0	0.09558	23.1528	1.05092	0.0773	0.10296	0.01231	0.45797	0	0	0.29747	0.12742
Healthy	2.4505	0	0	0	7.45251	0	0	0.08213	0	0	9.80891	1.8315	0.23099	0.80211	0.04859	0.08256	0	0	0.16398	0.05707
Healthy	0.18091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53419	0	0	0	0
Healthy	14.8059	0	0	0	0	0	0	0.05476	0	0	2.13222	2.98767	1.94778	3.03968	0.07364	1.33883	0.08161	0	0	0
Healthy	1.3428	0	0.43497	0	0	0	0	0	0	0	3.22706	2.88634	0.72676	0.03064	0.00717	0.48358	0	0	0.11016	0
Healthy	7.31153	0.01418	0	0.18599	0	0	1.54812	0.00555	0.09392	0.00281	8.46049	3.54027	0	0.15389	0.06567	0.10095	0.74581	0.00346	0	0
Healthy	1.00916	0.33275	0	0.02468	0	0	0	0.01495	0	0	11.3947	1.59458	0.03144	0	0.24148	0.09467	0.01707	0	0.09576	0
Healthy	3.26264	0	3.12682	0.08293	0	0	0.13446	0	0	0	5.8926	1.53166	1.36327	2.1304	1.218	0.57061	0.01869	0	0.49774	0.01775
Healthy	3.26274	0	17.8827	0.2024	0	0	0	0.16598	0.05309	0	3.28122	0.28499	0.22786	0.07525	0.05384	0.04873	0	0.046	0	0
Healthy	14.8954	8.67042	0	0.51966	0	0	0	0	0	0	0	0	0	0.20075	0	0.10002	0	0	0	0
Healthy	0.16086	24.9152	0	0	0	0	0	0	0	0	0.0181	2.06577	1.56844	1.2746	0.39496	0.49368	0	0	0	0
Healthy	3.17093	19.5973	1.30293	0.02214	0	0	0	0	0	0	9.83517	0.06001	0.02163	0.62439	0.37558	0.17688	0	0	0.15275	0.08767
Healthy	4.23012	0	0	0.29681	0	0	0	0.03171	0	0.02437	12.847	0	0.49157	0.00289	0.02862	0.02448	0	0	0	0
Healthy	17.462	6.34823	0	0	0	0	0	0	2.89881	0	0.25613	2.02973	2.55292	0.20133	0.70346	2.4624	0	0	0	0
Healthy	0.79546	0	0.86184	0.11684	0	0	0	0	0.00188	0	7.04334	0.0831	0.00371	0.1544	0.02546	0.32664	0.01885	0.37427	0	0
Healthy	0.54227	0	0	0.01657	0	0	0	0.00256	0	0.01273	0	0	1.00735	0.22315	0.28728	0.26237	0	0.1008	0	0.00205
Healthy	2.43657	0	0.00175	0.17989	0	0	2.13713	0.10726	0	0	17.7118	0.22212	0.0464	0.23247	0.31853	0.36255	0	0	0	0.3004
Healthy	4.19962	39.1719	2.803	0	0	0	0	0.00299	0.29708	0	0.13439	2.39065	0.97975	0.62824	0.06686	0.49972	0.00231	0	0.15035	0
Healthy	6.86963	0	1.98668	0.01013	13.8686	0	0	0	0.43123	0	9.67671	0.6684	1.47651	0.63207	0.97042	0.43443	0.04559	0	0.21321	0
Healthy	3.71198	0	0	0	2.87221	0	0	0.06174	0	0	8.73948	1.0549	1.01054	1.70196	0.06356	0.50022	0	0	0.21546	0.09138
Healthy	1.87676	0.14091	0.01347	0	0	0	0	0.00135	0.18136	0	0.27778	5.28009	0.01911	0.44997	0.0121	1.73599	0	0.18158	0.11755	0.05844
Healthy	1.62533	2.41538	0	0.0405	0	0	0	0.03783	0	0	4.54405	4.7696	0.12767	0.01262	0.39733	0.50431	0	0	0.40521	0.12861
Healthy	5.2136	0	0	0.01778	0	0	0	0	0.18022	0	12.1662	0.91338	0.09311	0.00216	0.18531	0.16023	0.02836	0	0.00378	0
