group	Faecalibacterium	Enterocloster	Collinsella	Blautia_A	Bariatricus	Dorea	Eubacterium_I	Coprococcus_A	Muricomes	Lactococcus	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
Healthy	0.36953	0.27615	0	0.60366	1.36649	0.13797	0	0.12536	0.35918	0	0	0.25141	0.27615	2.54507	0	0.60366	0	0	0.35918	0
Healthy	1.44314	0.6479	0.64273	0.02905	0.07711	0.0541	0.04641	0	0	0	31.28285	0.40435	0.6479	0	0	0.02905	0	0	0	0
Healthy	0.66465	0.33257	0	0.29519	0.28	0.14741	0.00869	0.09282	0	0	0	0.49241	0.33257	0.60179	0	0.29519	0.00138	0	0	0
Healthy	0.10161	0.02275	0	0	0	0	0	0	0	0	0	0.20743	0.02275	0	0	0	0	0	0	0
Healthy	14.5544	0.44734	0.46959	0.4357	1.06858	0.07974	0.06981	0	0	0.00202	0.0586	1.37903	0.44734	0.45317	0.00015	0.4357	0	0.00971	0	0
Healthy	6.69399	0.25967	0.8622	0.71833	1.91743	0.23069	0.01366	0.15931	0.0216	0.01375	0	1.21669	0.25967	3.01429	0	0.71833	0	0	0.0216	0.02768
Healthy	1.72603	0.0491	0.1628	0	0	0	0	0.00937	0	0	0	0.0538	0.0491	0.0073	0	0	0.01241	0	0	0
D015179	13.1494	1.88066	1.12588	0.70619	1.13857	0.98399	0.86284	0.10754	0	0.10058	0.01044	1.76133	1.88066	0.31566	0	0.70619	0	0	0	0
Healthy	9.43876	2.00065	0.59158	0.38947	0.36109	0.49999	0.15101	0.39206	0	0	21.8334	0.10851	2.00065	0.19956	0	0.38947	0	0	0	0
D015179	6.41891	1.85865	3.60861	0.53337	1.19215	0.65784	0.16857	0.04082	0	0	37.39294	0.19603	1.85865	0.33926	0.05894	0.53337	0	0	0	0
Healthy	3.42137	0.05866	0.22282	0	0.12838	0	0	0.00195	0	0	45.2425	0.29819	0.05866	0	0.87857	0	0	0	0	0
Healthy	7.64183	2.04222	1.02795	2.27022	0	0.59673	0.0165	0.21618	0.01164	0	0	0.04036	2.04222	0.16639	0	2.27022	0	0	0.01164	0
Healthy	44.3123	0	0.90246	0	0	0	0	0	0	0	0	2.97291	0	0	0	0	0	0	0	0
Healthy	5.06867	0.4271	0.03568	0.04375	0	0	0	0	0	0	0	0.0859	0.4271	0.01332	0	0.04375	0.00305	0.03226	0	0.00576
Healthy	3.78617	0	0.0603	0.04747	0	0.08596	0.06547	0	0	0	0	0.02481	0	0.0201	0	0.04747	0.12849	0	0	0
Healthy	0.82079	1.15285	0.58354	0.06503	0.20575	0.00404	0	0.12609	0.04988	0	0.00981	0.17879	1.15285	0.39557	0	0.06503	0.00271	0.02058	0.04988	0
Healthy	0.46508	0.12766	0.13178	0.01191	0.00162	0	0	0	0	0	0	0.14083	0.12766	0.00928	0	0.01191	0.11966	0.44575	0	0.33789
Healthy	0	8.90162	0	0.06956	0	0.37376	0	0	0	0	0	1.25518	8.90162	0	0	0.06956	0.07877	1.11267	0	0
Healthy	4.43563	0	0.15204	0.1027	0.0404	0	0	0	0	0	0	0.17724	0	0.04734	0	0.1027	0.00641	0	0	0.04265
Healthy	0.4021	0.70583	0.00031	0.12309	0	0.0093	0.01532	0	0.10218	0	0.00378	0.55596	0.70583	0.01762	0	0.12309	0.01428	0.02463	0.10218	0
Healthy	1.65404	0.05462	0.1128	0.00329	0	0	0	0	0	0	0	0.0681	0.05462	0.01828	0	0.00329	0.00873	0	0	0
Healthy	6.05802	0.87992	0.29588	0.24514	0.9476	0.50902	0.69658	0.33369	0	0	5.62755	0.02935	0.87992	0.6216	22.5247	0.24514	0.00842	0	0	0
Healthy	1.00071	0.72787	0.03785	0.57152	0.32056	0.68709	0.26316	0.11822	0	0	26.4025	0.05952	0.72787	1.08564	1.47114	0.57152	0.08336	0	0	0
D015179	1.15892	0.6471	1.1946	3.69636	0.86526	0.82633	0.11338	0.7221	0	0.45714	0	6.67433	0.6471	0.25776	1.47797	3.69636	0	0.1795	0	0.03965
Healthy	13.6637	0.04296	1.00364	0.50349	0.22981	0.05316	0	0.16628	0	0	0	0.81629	0.04296	1.43622	0	0.50349	0	0	0	0
Healthy	3.19307	0.10527	0	0.11172	0.16755	0	0	0	0	0	64.6746	0.92559	0.10527	0	0	0.11172	0	0	0	0
Healthy	7.34323	0.17693	0.38453	0.66603	0.06906	0.70136	0.29456	0.35481	0	0.40837	19.2902	0.06038	0.17693	0.97938	0	0.66603	0	0	0	0
Healthy	0	8.3973	0	0.0708	0	0.36225	0	0	0	0	0	1.4595	8.3973	0	0	0.0708	0.06262	1.42773	0	0
Healthy	0.77794	0.20308	0	0.65927	0.13866	0.4027	0	0.13901	0	0	0	0.78863	0.20308	1.09596	0	0.65927	0	0	0	0
D015179	14.8551	0.1625	0.08622	0.25434	0.85804	0.20934	0.17984	0.03593	0	0	0	1.56484	0.1625	0.32426	0	0.25434	0	0	0	0
Healthy	3.95565	0.26895	0.27859	0.17479	0.24118	0.07206	0.01855	0.07618	0	0	0	0.75001	0.26895	0.12368	0	0.17479	0	0	0	0
Healthy	2.41693	0.65803	0.14886	0	0	0	0	0	0	0	33.229	0.17982	0.65803	0	0	0	0.0624	0	0	0
Healthy	5.24127	0.39428	0.05215	0.04838	0	0	0	0	0	0	0	0.08724	0.39428	0.00512	0	0.04838	0.00294	0.049	0	0.00373
Healthy	7.36644	0.02566	0	0.01696	0.0185	0.02212	0.00165	0.0096	0	0.0161	1.63861	0.02415	0.02566	0.01327	0	0.01696	0.04305	0	0	0
Healthy	2.17067	0.87453	1.20806	0.36115	0.071	0.1375	0.01409	0	0	0	0	0.24453	0.87453	0.19987	0	0.36115	0.0078	0	0	0.03983
Healthy	4.47993	0.11748	0.06525	0.67249	0.32475	0.17711	0.00872	0.05529	0	0	0.02165	0.85903	0.11748	0.77112	0	0.67249	0.0461	0	0	0
Healthy	0.76327	1.0797	0.06576	0	0	0	0	0	0	0	0	1.62957	1.0797	0	0	0	0	0.02063	0	0
Healthy	0.593	1.84129	0	0	0	0	0	0	0	0	0	0.04984	1.84129	0	0	0	0.38935	0.63739	0	0
Healthy	6.6158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	17.4253	1.47994	2.23707	5.02823	2.20662	10.386	0.25488	0.87947	0	0	19.16408	4.60224	1.47994	5.61766	1.78486	5.02823	0	0	0	0
Healthy	3.72164	0	0.03354	0.13979	0	0.03446	0.02196	0.02935	0	0	0	0.10122	0	0	0	0.13979	0.177	0	0	0
Healthy	3.71931	0	0.021	0.122	0	0.0268	0.04384	0.03718	0	0	0	0.13147	0	0	0	0.122	0.21624	0	0	0
Healthy	0.60032	0	0.02368	0.00957	0.00469	0	0	0	0	0	0	1.72564	0	0	0	0.00957	0.03166	0	0	0
Healthy	4.47308	0.0024	0	0	0.03439	0.00369	0	0	0	0.03938	0	0.11963	0.0024	0	0.26823	0	0	0	0	0
Healthy	2.18043	0.00678	0.00925	0.01045	0.01021	0	0	0	0	0	0	0.03619	0.00678	0.04986	0	0.01045	0.00178	0	0	0
Healthy	0	4.8671	0	0.01188	0	0	0	0.0605	0	0.35804	0	0.84175	4.8671	0	0	0.01188	0	1.83388	0	0
Healthy	20.0078	0.55029	1.21596	2.54985	1.29595	0.45244	0.12618	0.22725	0	0.22085	2.47081	1.72718	0.55029	1.04451	0	2.54985	0	0	0	0
Healthy	0.86856	0	0	0	0	0	0	0	0	0	46.9053	0	0	0	0	0	0	0	0	0
D015179	0.12642	10.48212	0	0.93264	0	0	0	0	0.613	0	0	0.11026	10.48212	0	0	0.93264	0.01223	0.693	0.613	0
Healthy	3.68432	0	0	0.14263	0	0.02753	0.06243	0.00515	0	0	0	0.1321	0	0.01118	0	0.14263	0.21496	0	0	0
Healthy	2.44274	2.45195	0	0	0	0	0	0	0.10729	0	0	1.24277	2.45195	0	0	0	0.06696	0.15708	0.10729	0
Healthy	3.82103	0.01355	0.21112	0.1511	0.2875	0.1095	0	0.02152	0	0	0	0.53251	0.01355	0.07356	0	0.1511	0	0	0	0
D015179	13.765	1.18618	4.92145	0	0.85017	0.50203	0	0.2792	0	0	0.56332	0.97643	1.18618	0.14357	0	0	0	0	0	0
Healthy	2.17056	0.38134	0.03176	0	0	0	0	0	0	0	0	0.03158	0.38134	0	0	0	0.02779	0	0	0
Healthy	2.71593	0.37201	0	0.06579	0.1485	0	0	0.10814	0	0	0.76927	0.03383	0.37201	0.21308	0.29827	0.06579	0	0	0	0
Healthy	2.47474	0.11354	0.74854	0.11263	0	0.02416	0	0	0	0	0	0.08791	0.11354	0.07158	0	0.11263	0.00293	0.0205	0	0.04394
Healthy	1.88231	3.39605	0	0.51415	1.49209	0.37264	0.209	0.10643	0	0	0.07335	0.03226	3.39605	2.63659	0	0.51415	0.00066	0	0	0
Healthy	3.01888	1.04591	0	0.23064	0.57503	0.13215	0.07505	0.14817	0	0	30.2506	0.10676	1.04591	0.381	1.68323	0.23064	0	0	0	0
Healthy	5.84912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.33774	0.72264	0	0.04383	0.05341	0	0	0	0	0	0	0.09248	0.72264	0.08009	0	0.04383	0.14799	0	0	0
Healthy	12.037	0.37319	0.59238	0.35329	0.37444	0.07823	0.16519	0.14234	0	0	0	0.01235	0.37319	0.94915	0	0.35329	0.0141	0	0	0
Healthy	0.07171	0.02153	0	0	0	0	0	0	0	0	0	0.0473	0.02153	0	0	0	0	0	0	0
Healthy	10.3753	0.43994	0.07111	0.60587	0.12479	0.19323	0.02734	0.11668	0	0	4.16846	0.19432	0.43994	0.79835	0	0.60587	0.00148	0	0	0.01184
D015179	6.70747	3.18375	1.34752	0.6683	0.74955	0.66169	0.09108	1.30849	0	0	1.84879	0.03915	3.18375	0.52649	0.30305	0.6683	0	0	0	0
D015179	4.94696	3.07652	2.7255	0.99087	1.12169	1.11975	0.34701	0.42906	0	0	11.4301	0.10461	3.07652	1.00755	3.99343	0.99087	0	0	0	0
Healthy	0.74206	0.94566	0	0.56647	0.10271	0.43504	0.39145	0.05036	0	0.00451	0	1.23055	0.94566	0.32514	0	0.56647	0.03347	0	0	0
Healthy	2.8195	1.1891	0.43663	0.33394	0.44937	0.38271	0.17644	0.40478	0.01412	0	0	0.61975	1.1891	0.28758	3.84463	0.33394	0.00369	0	0.01412	0
Healthy	4.38518	0.02274	0	0.03113	0.01521	0	0	0	0	0.03561	0	0.13863	0.02274	0	0.26043	0.03113	0	0	0	0
Healthy	4.73024	1.73631	0.52109	0.42918	0	0.12438	0.04079	0	0.00109	0	0	0.92876	1.73631	0.43875	0	0.42918	0	0	0.00109	0
Healthy	1.60387	0.68081	0	0.22827	0.15064	0.37601	0	0	0	0	10.99475	0.50541	0.68081	0.26351	0.13631	0.22827	0	0	0	0
Healthy	1.00684	0.50755	0.00539	0.22072	0.22964	0.0643	0	0.08064	0	0	0	0.09302	0.50755	0.06148	0	0.22072	0.06726	0	0	0
Healthy	2.60568	2.92509	2.6665	0.11879	0.01559	0.06203	0.09471	0	0.02005	0	0	0.0311	2.92509	0.01414	0	0.11879	0	0.21123	0.02005	0
Healthy	0.11595	0.0707	1.31779	0.13977	0	0	0	0	0.0285	0	0	0.69556	0.0707	0	0	0.13977	0	0.01516	0.0285	0
Healthy	6.41316	0.09132	0.04025	0.13089	0.07597	0.08211	0.07937	0.09002	0.00229	0	44.56042	0.22041	0.09132	0.24857	0	0.13089	0	0.01571	0.00229	0.01491
Healthy	3.88939	0.11107	0.12091	0.20241	0.32515	0.13843	0.03033	0.13425	0	0	18.44766	0.69611	0.11107	0.44294	2.27477	0.20241	0	0	0	0
Healthy	11.0099	1.48272	0	1.48685	0.25787	0.8769	0.29369	0	0.0041	0.03088	0	0.51034	1.48272	0.85649	0	1.48685	0.32375	0.02355	0.0041	0.03143
Healthy	7.47698	1.43878	0.26266	0.65772	1.32832	0.62553	0.70902	0.27018	0	0	1.87086	1.00275	1.43878	1.29556	2.65359	0.65772	0.01279	0	0	0
Healthy	6.71395	0.08296	0.06391	0.11548	0.05535	0.1351	0.05262	0.04671	0	0	71.33699	0.11815	0.08296	0.04764	0	0.11548	0.04169	0	0	0
Healthy	11.1243	1.56976	0	0.28038	0.22601	0.71844	0.15741	0	0.00895	0	0	0.70531	1.56976	0.27709	0	0.28038	0.36764	0.10196	0.00895	0.00625
Healthy	3.80957	0.01838	0.10602	0.08895	0.66346	0.10959	0.25803	0.08459	0	0.05115	0	0.5351	0.01838	0.04022	3.62986	0.08895	0.00524	0	0	0
Healthy	2.46149	0.12508	0	0.17709	0.87054	0.00321	0	0	0	0	0.00788	0.57701	0.12508	0.34848	0	0.17709	0	0	0	0
Healthy	1.93097	1.90811	0	0.17628	1.23071	0	0	0	0	0	31.91189	0	1.90811	0.0625	0	0.17628	0	0	0	0
Healthy	4.21101	0.00306	0.0029	0.1324	0	0.04132	0.04932	0.03496	0	0.07786	43.91144	0.56024	0.00306	0.02183	0.94659	0.1324	0	0	0	0
Healthy	2.37137	0.6449	0.1261	0	0	0	0	0	0	0	32.72713	0.13552	0.6449	0	0	0	0.02525	0	0	0
Healthy	3.0645	0.8111	0.24638	0.15549	0.23209	0.13184	0.04058	0.07384	0	0	1.53426	0.6039	0.8111	0.01955	0	0.15549	0.0008	0	0	0
Healthy	17.9938	2.29031	1.21051	1.61213	3.14975	2.14502	0.49752	1.50765	0	0	13.31218	3.0499	2.29031	3.84222	5.59783	1.61213	0	0	0	0
D015179	0.36457	0.85586	0	0.06575	0	0.01866	0	0	0.5157	0	0	5.46676	0.85586	0	0	0.06575	0	0.31231	0.5157	0.01153
Healthy	4.84339	0	0.02509	0.05367	0.01908	0	0	0	0	0	0	0.65666	0	0	0	0.05367	0.06619	0	0	0
Healthy	2.16858	0.9056	1.35987	0.38599	0.11493	0.17167	0.03002	0	0	0	0	0.00388	0.9056	0.23065	0	0.38599	0.08297	0	0	0.05539
Healthy	4.81766	0.51812	0.34311	0.17192	0.3538	0.15199	0.00664	0.17323	0	0	29.073	0.57207	0.51812	0.40395	0	0.17192	0.00992	0	0	0
Healthy	10.3911	0.40363	2.10498	10.946	3.55813	7.42205	0.97899	2.44254	0	0	9.77201	4.13206	0.40363	8.15005	0.32028	10.946	0	0	0	0
Healthy	2.0869	0.39675	0.06188	0	0	0	0	0	0	0	0	0.39337	0.39675	0	0	0	0.07824	0	0	0
D015179	0.00057	2.98945	0	0.51432	0.69383	1.28798	0	0	0.54867	0.01619	0	0.41918	2.98945	0	0	0.51432	0	0.50325	0.54867	0
Healthy	3.88483	0.11697	0	0.04795	0.03799	0.04134	0.00204	0.01932	0	0	76.5522	0.01404	0.11697	0.08203	1.28601	0.04795	0	0	0	0
Healthy	11.9531	0.29471	1.08668	0.17976	0.34949	0.17537	0.25017	0.22327	0	0	0	0.25562	0.29471	0.26941	0	0.17976	0.00099	0	0	0
Healthy	0.38024	0.03597	0	0.27917	1.21675	0.228	0.46028	0.03189	0	0	0	0.24559	0.03597	1.25756	0	0.27917	0	0	0	0
Healthy	16.3468	1.77449	1.80325	2.00881	0.33175	1.1403	0.44181	0	0	0	6.45476	0.85549	1.77449	0.20882	0	2.00881	0	0	0	0
Healthy	1.24285	0	0.01862	0.12944	0.06028	0.02354	0	0.01835	0	0	0	0.19452	0	0.11784	3.9126	0.12944	0	0	0	0
Healthy	1.85459	0.49546	0.58449	0.00382	0.04155	0	0	0	0	0	44.49039	1.61304	0.49546	0	0.07944	0.00382	0	0	0	0
Healthy	0.92995	0	0	0	0	0	0	0	0	0	0	1.05214	0	0.18036	0	0	0	0	0	0
Healthy	13.9071	0.28666	0.05074	0.27309	0.28434	0.16216	0	0.1379	0.23304	0	0	2.34157	0.28666	0.07717	0	0.27309	0.56031	0.06142	0.23304	0.0175
Healthy	6.17688	0	0.10742	0.15712	0.50341	0	0	0.32216	0	0	0	0	0	0.00793	3.90432	0.15712	0	0	0	0
Healthy	4.17801	0.15126	0.23506	0.02483	0.06957	0	0	0	0	0	0	0.04519	0.15126	0.00141	0	0.02483	0.02592	0.05254	0	0
D015179	0.1857	0.09823	0.72806	0.16999	0.23973	0.45501	0.1031	0.13969	0.0251	0	1.64846	0.12936	0.09823	0.13335	0.43868	0.16999	0	0	0.0251	0.0544
Healthy	0.60622	0.06838	0	0.17699	0.57079	0.0987	0	0.12759	0.00081	0	0	0.16532	0.06838	0.37004	0	0.17699	0.01676	0	0.00081	0
D015179	2.9948	7.31646	1.9541	4.86236	3.88301	0.00281	4.01108	0.3038	0.00163	1.03545	2.73342	0.15281	7.31646	0.10062	2.1395	4.86236	0.0312	0	0.00163	0
Healthy	1.83792	0.05462	0	0.19419	0	0.0829	0	0	0	0	0	0.4794	0.05462	0	0	0.19419	0.1559	0	0	0
Healthy	0.63072	0	0	0	0	0	0	0	0	0	0	0.88561	0	0	0	0	0	0	0	0
Healthy	0	0.28044	0	0.03584	0	0.09188	0	0	0.30212	0	0.00782	0.09043	0.28044	0.03028	0	0.03584	0.35406	0.14772	0.30212	0
Healthy	4.7763	0.00535	0.20445	0.08093	0.03131	0	0	0.00651	0	0	0	0.24085	0.00535	0.01946	0	0.08093	0.01043	0	0	0.05243
Healthy	4.89613	0.21822	0.2881	0.23606	0	0	0.00327	0.10326	0	0	0	0.08128	0.21822	0.99656	0	0.23606	0.01562	0	0	0
Healthy	10.053	1.60594	0.25558	0.35319	0.40025	0.16476	0.13639	0.16916	0	0	0	1.16325	1.60594	0.61511	0	0.35319	0.00297	0	0	0
Healthy	2.26004	0.6075	0.16083	0	0	0	0	0	0	0	33.03401	0.16949	0.6075	0	0	0	0.0279	0	0	0
Healthy	2.22624	0.18776	0.45095	0.14472	0.14655	0.0439	0	0.01631	0	0	10.05404	0.50984	0.18776	0.04993	2.43258	0.14472	0	0.00184	0	0
Healthy	14.1124	0.05651	0.09204	0.0864	0	0.40366	0.04638	0	0.00499	0	0.03206	0.03783	0.05651	0.33232	0	0.0864	0.0386	0	0.00499	0
Healthy	0	2.35291	0	0.17555	0.63771	0	0	0	0	0	0.23732	0.08433	2.35291	0.62483	0	0.17555	0	0	0	0
Healthy	3.61684	0	0.06604	0	0.05387	0	0	0	0	0	0	0.50223	0	0	0	0	0	0	0	0
Healthy	1.73577	0.00824	0	0	0	0.0231	0	0	0	0	0	0.33265	0.00824	0	0	0	0.14634	0	0	0
Healthy	1.69782	0.04681	0.51228	0.01328	0	0.00515	0	0	0	0	0	0.27919	0.04681	0.01674	0	0.01328	0	0	0	0.00657
Healthy	10.5205	1.74052	0.84728	0.97854	1.35084	0.4405	0	0.39165	0.01241	0	0.11106	0.00556	1.74052	1.62376	0	0.97854	0.05072	0	0.01241	0.00152
Healthy	4.83697	0.03666	0.23723	0.33775	0.41664	0.43274	0.0362	0	0	0	0.11496	0.81899	0.03666	0.49462	0	0.33775	0	0	0	0
Healthy	4.78212	0.27482	0.06452	0.36305	0.00923	0	0.05742	0.07178	0	0	0	0.33845	0.27482	0.47892	0	0.36305	0.01362	0	0	0
Healthy	3.4683	0	0	0.09209	1.25944	0.03308	0.02134	0.0362	0	0	0	0.33886	0	0	0	0.09209	1.18589	0	0	0
Healthy	3.09314	0.26475	0.04954	0.00107	0	0	0	0	0	0	0	0.05815	0.26475	0	0	0.00107	0	0.00605	0	0
Healthy	0.78309	0.49453	2.31551	0.02603	0.05828	0.18978	0	0.11555	0.08069	0	0.32345	2.46986	0.49453	0.12353	0	0.02603	0	0	0.08069	0
Healthy	0.55445	0.03827	0	0.09936	0	0	0	0	0	0	0	0.10943	0.03827	0.31462	0	0.09936	0	0	0	0
Healthy	3.19101	2.15543	0.27622	0.85012	2.69672	0.64873	0	0.31361	0	0	0	0.0322	2.15543	1.2367	0	0.85012	0.07643	0	0	0
D015179	4.30017	0.14814	0	0.15045	0	1.02186	0.28041	0.05656	0.03913	0	0	0.03284	0.14814	0.09703	0	0.15045	0.04605	0.25655	0.03913	0
D015179	12.2606	0	0	0	0.49248	0.0186	0	0	0	0	3.20921	1.45341	0	0	0	0	0	0.14475	0	0
Healthy	4.29912	0.56226	0	0	0	0	0	0	0	0	0	0.20794	0.56226	0	0	0	0.02878	0	0	0
Healthy	4.70375	0.77396	0.02411	0.11846	1.06067	0.15567	0	0.16029	0.01078	0	0	0.21747	0.77396	0.02323	0	0.11846	0.78648	0.00187	0.01078	0.02158
Healthy	4.76349	0	0.04917	0.07617	0.05733	0	0	0	0	0	0	0.38247	0	0	0	0.07617	0.04875	0	0	0
Healthy	25.8233	2.25697	0.10263	1.07145	1.1555	0.30986	0	0.33471	0	0	0	0.5504	2.25697	0.53145	1.67791	1.07145	0	0	0	0
Healthy	0.41346	0.28773	0.64819	0.04104	0.05343	0	0	0.00343	0	0	0	0.00744	0.28773	0.02614	0	0.04104	0.01398	0	0	0.0868
Healthy	9.02234	0.12204	1.90188	0.19558	0.16501	0.41366	0.29292	0.27694	0	0	11.312	3.837	0.12204	1.36367	0	0.19558	0	0	0	0
Healthy	1.75766	1.52891	0	0	0	0	0	0	0	0	11.7915	0	1.52891	0	0	0	0	0	0	0
Healthy	7.37991	0.14951	0.02511	0	0	0	0	0	0.01675	0	0	0.82782	0.14951	0	0	0	0	0	0.01675	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4838	0	0	0	0	0	0
Healthy	1.1435	0.10203	0	0.19088	0.98261	0.01069	0	0	0	0	0	0.60094	0.10203	0.39094	0	0.19088	0	0	0	0
Healthy	1.65135	0.19807	0	0	0	0	0	0	0.01084	0	0	0.30832	0.19807	0	0	0	0.08668	0	0.01084	0
Healthy	7.8147	0.61621	0.47577	0.34607	0.40804	0.08462	0	0.1108	0	0.05471	0	0	0.61621	0.7017	1.48207	0.34607	0	0	0	0
Healthy	0.99081	0.2015	0.82614	1.59182	1.02345	0.25982	0.2624	0.2284	0	0.05145	0.64249	0.63146	0.2015	2.09622	0	1.59182	0.01024	0	0	0
Healthy	1.34327	0.00775	0.19859	0.01225	0.18844	0.03028	0.09838	0	0.02346	0	0	0.01774	0.00775	0	0	0.01225	0	0	0.02346	0
Healthy	3.49777	0	0.04907	0.06034	0	0.07494	0.02875	0	0	0	0	0.1164	0	0.00911	0	0.06034	0.39274	0	0	0
Healthy	5.5467	0.56861	0.15957	0.52659	0.33846	0.22343	0.01662	0	0	0	0	0.1638	0.56861	0.22113	0	0.52659	0	0	0	0
Healthy	4.29655	0.43937	0.39704	0.44666	0.25958	0.13906	0.07033	0.11407	0	0	0.50481	1.36706	0.43937	0.63327	0.03572	0.44666	0	0	0	0
D015179	8.45772	0.85833	1.63806	1.03423	0.73506	0.30175	0.31765	0.17423	0	0.00904	0	0.36726	0.85833	0.16077	0	1.03423	0	0	0	0.00285
Healthy	3.58916	0.9022	1.00861	0.26691	0.24447	0.16788	0.33025	0.17374	0.00055	0	40.8438	0.00522	0.9022	0.77876	0	0.26691	0.00215	0	0.00055	0
Healthy	2.38155	0.10955	0.71707	0.08202	0	0.01794	0	0	0	0	0	0.12152	0.10955	0.05268	0	0.08202	0.00697	0.01813	0	0.05164
Healthy	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0	0	0	0
D015179	10.3802	0.18307	1.16804	0.52292	0.02962	0	0	0.24455	0	0	0	0.82539	0.18307	0	0	0.52292	0	0	0	0
Healthy	0.02006	2.97462	0	0.19873	0	0	0	0	1.12207	0	0	0.53861	2.97462	1.12242	0	0.19873	0	0	1.12207	0
Healthy	0.23092	0.19589	0	0.65583	0.31174	0.62671	0.11745	0.08099	0	0	0	1.17737	0.19589	0.5294	0	0.65583	0.01398	0	0	0
D015179	8.69725	0	0.8375	0.31876	0.52266	0	0	0	0	0	0	0.45722	0	0	0	0.31876	0	0	0	0
Healthy	17.4987	0.02424	0	0.0508	0.05766	0.10822	0.04413	0.21258	0	0	0	0.67769	0.02424	0.07329	0	0.0508	0.00676	0	0	0
Healthy	0.80797	3.45432	0	2.10944	0.59057	1.2426	0.28532	0.45838	0	0.61859	0	0.09996	3.45432	5.107	0	2.10944	0	0	0	0
D015179	0.27903	4.43744	0.64674	1.25577	0	0.29658	0	0.25197	0	0	9.40254	1.44495	4.43744	0.50088	0	1.25577	0	0.37374	0	0.26376
D015179	1.15899	5.06475	0.10533	0.23893	0	0.42344	0	0.25614	0.12689	0	2.56373	0.16763	5.06475	0.17405	3.38684	0.23893	0	0.59999	0.12689	0.13441
Healthy	3.59525	0	0.08808	0.04978	0	0.06035	0.06643	0	0	0	0	0.00538	0	0.01951	0	0.04978	0.16304	0	0	0.01299
Healthy	18.7677	3.07134	4.43335	0.97151	1.35641	0.94239	0.54529	0	0	0	9.0963	2.43794	3.07134	1.29905	7.31724	0.97151	0	0	0	0
Healthy	0.43431	1.85715	0	0.26865	1.22083	0.19708	0.07645	0.03259	0	0.04256	0	0.44931	1.85715	0.12885	0	0.26865	0.02763	0	0	0
D015179	1.91261	2.21883	0	1.86836	2.81851	0.94276	0.12249	0.86951	0	0	0.26856	8.32602	2.21883	0.32179	0	1.86836	0	0	0	0
Healthy	0.00162	0.51054	1.94511	0	0	0	0	0	0.10883	0	0	0.24765	0.51054	0	0	0	0	0	0.10883	0
Healthy	1.60608	0.01563	0	0	0	0.00218	0	0	0	0	0	0.16015	0.01563	0	0	0	0.1421	0	0	0
Healthy	0.40739	0.58379	0.08364	0.10494	0.44036	0.2494	0.25685	0.05383	0	0	0	0.26059	0.58379	0.42255	0	0.10494	0	0.10582	0	0
D015179	0.82223	1.7082	0	1.11068	0	0.1209	0	0.50375	0	0	0	0.86031	1.7082	0.2296	0	1.11068	0.21895	0.41392	0	0
Healthy	17.7612	0.05531	0	0.12434	0	0	0	0	0	0	0	0.65706	0.05531	0	0	0.12434	0.34289	0	0	0
Healthy	8.30901	0	0.06428	0.00225	0	0.05629	0	0	0	0	0	1.3178	0	0	0	0.00225	0.0115	0	0	0
Healthy	25.6175	0.2822	0	0.52792	0	0	0.2499	0	0	0	0.01874	0.30259	0.2822	0.58624	0	0.52792	0	0	0	0
Healthy	7.63611	0.13439	0.08993	0.0467	0.02303	0	0	0	0.05337	0	0	0.06565	0.13439	0	0	0.0467	0.02515	0	0.05337	0
Healthy	1.72872	0.04607	0.50491	0.01693	0	0.00172	0	0	0	0	0	0.12393	0.04607	0.00941	0	0.01693	0	0	0	0.01489
Healthy	11.7769	0.72072	0.97507	1.20918	0.6939	0.27611	0.4364	0.21692	0	0	0	1.82267	0.72072	1.66685	0	1.20918	0.00146	0	0	0
Healthy	2.35612	0.03889	0	0.04165	0.00556	0	0	0	0	0	0	0	0.03889	0.0462	0	0.04165	0.22596	0	0	0
Healthy	0	0.18947	0	0.22406	0.43502	0.31468	0	0	0	0	0	0.01381	0.18947	10.7726	0	0.22406	0.06749	0	0	0
Healthy	3.7866	1.17335	0.10153	0.27479	0.40995	0.98044	0.22832	0.39145	0	0	0	0.26212	1.17335	0.73469	0	0.27479	0	0	0	0
Healthy	16.5615	0.12421	0.19707	1.10572	0.25264	0.34718	0.52943	0.2117	0	0	39.53481	1.97136	0.12421	0.01539	7.08862	1.10572	0	0	0	0
Healthy	2.79839	0	0.03597	0	0.03639	0	0	0	0	0	0	0.52464	0	0	0	0	0	0	0	0
Healthy	4.0359	0.31616	0.33245	0.1415	0.04895	0.04092	0	0	0	0	0	0.1095	0.31616	0	0	0.1415	0.03423	0	0	0.0263
D015179	9.82037	0	0	0.07981	0	0	0	0.16301	0.15219	0	0	0.72143	0	0.75165	0	0.07981	0	0	0.15219	0
