group	Blautia_A_wexlerae	Streptococcus_sp001556435	Ruminococcus_B_gnavus	Anaerostipes_hadrus	Streptococcus_parasanguinis_D	Clostridium_A_leptum	Adlercreutzia_equolifaciens	Eisenbergiella_tayi	Gordonibacter_pamelaeae	Eggerthella_lenta	Faecalibacterium_sp900539885	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Bacteroides_thetaiotaomicron	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Dorea_formicigenerans
Healthy	0	0	0.00801	0	0	0.39264	0	0	0	0	0.46508	0	0	1.27993	0.00928	0	0.00162	0.14083	0	0
Healthy	0	0	0.02072	0	0	0.04091	0	0	0	0	0	0	0	1.50593	0	0	0	1.25518	0	0
Healthy	0.1027	0.00378	0	0	0.00258	0	0.03016	0	0	0	4.43563	2.04603	0.63795	0.01936	0.04734	0	0.0404	0.17724	0.1027	0
Healthy	0.11723	0.00982	0.00157	0.02022	0.00291	0.04056	0.04885	0.33199	0.01014	0	0.4021	0.05495	2.58533	0.69196	0.01762	0.19546	0	0.55596	0.11723	0.00505
Healthy	0.00329	0	0	0	0	0	0	0	0	0	1.65404	1.22578	1.97063	0	0.01828	0.05462	0	0.03631	0.00329	0
Healthy	0.24514	0.065	0	0.03316	0.02824	0.0976	0	0	0	0	6.05802	3.37257	0	0.08076	0.6216	0.87992	0.9476	0.02615	0.24514	0.50902
Healthy	0.57152	0.07603	0.037	0.15664	0.01359	0.00058	0	0	0	0	1.00071	10.1396	0.66444	0.93936	1.08564	0.72787	0.32056	0.05191	0.57152	0.68709
Healthy	0.50349	0	0	0.40681	0	0	0	0	0	0	13.6637	6.52916	3.92368	0.9561	1.43622	0.04296	0.22981	0.81629	0.50349	0.05316
Healthy	0.11172	0	0	0	0	0	0	0	0	0	3.19307	1.38735	0	0.01368	0	0.10527	0.16755	0.79942	0.11172	0
Healthy	0.66603	0	0	0.53383	0	0	0.03878	0	0	0	7.34323	0	0	0.93535	0.97938	0.17693	0.06906	0.06038	0.66603	0.70136
Healthy	0	0	0.02249	0	0	0.04359	0	0	0	0	0	0	0	1.38043	0	0	0	1.4595	0	0
Healthy	0.65927	0.49377	0	0.13132	0.09066	0	0	0	0	0	0.77794	5.65203	4.73477	0.85646	1.09596	0.20308	0.13866	0.03528	0.65927	0.4027
Healthy	0.17479	0.01385	0	0.0136	0.0174	0.01383	0	0	0	0	3.95565	2.82233	0.61035	0.4776	0.12368	0.26895	0.24118	0.37823	0.17479	0.07206
Healthy	0	0	0	0	0	0.07405	0	0	0	0	2.41693	0	0.90059	0	0	0.21086	0	0.17982	0	0
Healthy	0.04838	0.0208	0.08768	0	0.00876	0.12658	0	0	0	0	5.24127	0	0	0.27855	0.00512	0.06627	0	0.0149	0.04838	0
Healthy	0.01696	0	0	0	0	0.00883	0	0	0	0	7.36644	6.06344	0	5.29109	0.01327	0.02566	0.0185	0.02415	0.01696	0.02212
Healthy	0.36115	0.2447	0.02744	0	0.00486	0.12458	0.2947	0.00666	0.10311	0.01249	2.17067	3.42408	1.27973	0	0.19987	0.87453	0.071	0.24453	0.36115	0.1375
Healthy	0.67249	0.31562	0.03811	0.0162	0.00126	0	0.01596	0	0	0	4.47993	9.72321	5.29828	0.30791	0.77112	0.11748	0.32475	0.3675	0.67249	0.17711
Healthy	0	0	0	0	0	0.13817	0	0	0	0	0.76327	0.0357	0	0	0	0	0	1.62957	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.593	0	0	7.81254	0	0	0	0.04984	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.6158	0.85164	1.21739	0.16874	0	0	0	0	0	0
Healthy	2.3284	0.38106	0	1.70359	0.00708	0	0	0	0	0	17.4253	2.2557	0.08778	0	5.61766	1.47994	2.20662	4.57979	2.3284	10.386
Healthy	0.13979	0.03432	0	0	0.04909	0	0.12817	0	0	0	3.72164	2.90933	0	0.23524	0	0	0	0.10122	0.13979	0.03446
Healthy	0.122	0.03532	0	0	0.0208	0	0.17511	0	0	0	3.71931	2.70851	0	0.24211	0	0	0	0.13147	0.122	0.0268
Healthy	0.00957	0	0	0	0	0	0	0.01091	0	0	0.60032	0	0.70106	0.01183	0	0	0.00469	0.46453	0.00957	0
Healthy	0	0.09997	0	0	0.07003	0	0	0	0	0	4.47308	1.44666	1.82117	0.18033	0	0.0024	0.03439	0.03381	0	0.00369
Healthy	0.01045	0	0	0	0	0	0	0	0	0	2.18043	3.16903	0.40013	0	0.04986	0.00678	0.01021	0.03619	0.01045	0
Healthy	0.01188	7.69814	0.9565	0	0.69733	0	0	0	0	0	0	6.15838	0	11.1218	0	2.60197	0	0.84175	0.01188	0
Healthy	2.54985	0.36728	0	0.19916	0	0	0	0	0	0	20.0078	0	27.1605	0	1.04451	0.55029	1.29595	0.61339	2.54985	0.45244
Healthy	0	0	0	0	0	0	0	0	0	0	0.86856	0	0	0.36826	0	0	0	0	0	0
Healthy	0.14263	0.05298	0	0	0.01546	0	0.13351	0	0	0	3.68432	2.92204	0	0.23074	0.01118	0	0	0.1321	0.14263	0.02753
Healthy	0	0	0	0	0	0.14612	0	0.01162	0	0	2.44274	0	0	0	0	0	0	1.24277	0	0
Healthy	0.1511	0.01632	0	0.03802	0.0533	0	0	0	0	0	3.82103	0.76591	6.81986	0.78514	0.07356	0.01355	0.2875	0.19642	0.1511	0.1095
Healthy	0	0	0	0	0	0.64429	0.09891	0	0	0	2.17056	0	1.47426	0.46795	0	0	0	0.03158	0	0
Healthy	0.06579	0	0	0.07437	0	0	0	0	0	0	2.71593	0.72453	0.54528	0.24792	0.21308	0.37201	0.1485	0.03141	0.06579	0
Healthy	0.11263	0.04034	0	0	0.04352	0.13202	0	0	0	0	2.47474	0	2.03252	0.42398	0.07158	0.09531	0	0.03167	0.11263	0.02416
Healthy	0.51415	0.18532	0.07344	0	0.08512	0.02372	0	0	0	0	1.88231	21.8014	0.07188	0.03466	2.63659	3.39605	1.49209	0.03226	0.51415	0.37264
Healthy	0.23064	0.01933	0	0.12496	0	0	0	0	0	0	3.01888	5.98494	2.43968	0.3335	0.381	1.04591	0.57503	0.07015	0.23064	0.13215
Healthy	0	0	0	0	0	0	0	0	0	0	5.84912	68.2424	0	0	0	0	0	0	0	0
Healthy	0.04383	0.13064	0	0	0.01109	0	0	0	0	0	3.33774	2.10214	0.89045	0.3177	0.08009	0.72264	0.05341	0.09248	0.04383	0
Healthy	0.35329	0.02245	0.00965	0.07763	0.00545	0.00309	0.08882	0	0.01763	0.00414	12.037	4.16494	4.99371	0.05285	0.94915	0.37319	0.37444	0.01235	0.35329	0.07823
Healthy	0	0	0.27976	0	0	0	0	0	0	0	0.07171	1.74982	0	0	0	0	0	0.0473	0	0
Healthy	0.60587	0.04004	0	0.02476	0	0.08401	0.07246	0	0.0207	0	10.3753	4.24965	3.99589	0.54472	0.79835	0.42687	0.12479	0.07326	0.60587	0.19323
Healthy	0.56647	0	0	0.00431	0	0	0	0	0	0	0.74206	2.72953	4.31238	2.58443	0.32514	0.90451	0.10271	0.00357	0.56647	0.43504
Healthy	0.33394	0.0062	0	0.01771	0.01684	0.04035	0.05093	0	0	0	2.8195	20.941	0.75387	0.14515	0.28758	1.1891	0.44937	0.03022	0.33394	0.38271
Healthy	0.03113	0.0661	0	0	0.05456	0	0	0	0	0	4.38518	1.48606	1.78843	0.22601	0	0.02274	0.01521	0.03547	0.03113	0
Healthy	0.42918	0	0.15614	0.22029	0	0	0.02508	0	0	0	4.73024	17.5341	0.01163	0.0028	0.43875	1.60309	0	0.23933	0.42918	0.12438
Healthy	0.22827	0	0	0	0	0	0	0	0	0	1.60387	5.14422	3.4248	0	0.26351	0.68081	0.15064	0.50541	0.22827	0.37601
Healthy	0.22072	0	0	0	0	0	0	0	0	0	1.00684	1.56298	1.48462	1.3625	0.06148	0.50755	0.22964	0.04875	0.22072	0.0643
Healthy	0.08696	0.06732	1.98063	0.05392	0.02674	0.00841	0.29366	0.00708	0.02024	0.06995	2.60568	0	0.92688	2.49677	0.01414	0	0.01559	0.0311	0.08696	0.06203
Healthy	0.13498	0	0	0	0	0.03254	0	0.05273	0.16385	0.01827	0.11595	0	1.99102	0	0	0	0	0.69556	0.13498	0
Healthy	0.13089	0	0.37717	0.21912	0	0.90885	0	0	0	0	6.41316	0.98414	0	0.21974	0.24857	0.06789	0.07597	0.04179	0.13089	0.08211
Healthy	0.20241	0.93048	0	0.06247	0.45768	0	0	0	0	0	3.88939	3.33552	0	0	0.44294	0.11107	0.32515	0.03772	0.20241	0.13843
Healthy	1.48685	0.44594	0.01985	0.52374	0.11882	1.03316	0.11938	0	0.02117	0	11.0099	1.45028	4.38688	0.04651	0.85649	1.4642	0.25787	0.15109	1.48685	0.8769
Healthy	0.65772	0.22423	0	0.06451	0.07215	0.01237	0.01051	0	0	0	7.47698	5.16351	7.62291	0.00811	1.29556	1.43878	1.32832	0.15856	0.65772	0.62553
Healthy	0.11548	0.14812	0	0.13469	0.01316	0	0.00776	0	0	0	6.71395	0.83098	0	0.2413	0.04764	0.08296	0.05535	0.0123	0.11548	0.1351
Healthy	0.28038	0.11563	0.0205	0.20926	0.04943	0.09336	0.18069	0	0.01387	0.00087	11.1243	16.4459	7.9312	0.01514	0.27709	1.39107	0.22601	0.01646	0.28038	0.71844
Healthy	0.08895	0.21552	0.0091	0.03031	0.08234	0	0	0	0	0	3.80957	5.08495	0.434	0	0.04022	0.01838	0.66346	0.5351	0.08895	0.10959
Healthy	0.17709	0	0	0.14316	0	0.02781	0.04102	0	0	0	2.46149	4.78723	6.65887	6.65176	0.34848	0	0.87054	0.19247	0.17709	0.00321
Healthy	0.17628	0	0	0	0	0	0	0	0	0	1.93097	3.52309	0.03698	0	0.0625	1.90811	1.23071	0	0.17628	0
Healthy	0.1324	0.08211	0	0.01897	0	0	0	0	0	0	4.21101	26.49	0.01799	0	0.02183	0.00306	0	0.56024	0.1324	0.04132
Healthy	0	0	0	0	0	0.16526	0	0	0	0	2.37137	0	0.80933	0	0	0.17096	0	0.13552	0	0
Healthy	0.15549	0.00526	0.01373	0.02219	0	0.04013	0	0	0	0	3.0645	6.58229	0.8473	0.24944	0.01955	0.8111	0.23209	0.06075	0.15549	0.13184
Healthy	1.61213	0.06758	0	0.16591	0.7156	0	0	0	0	0	17.9938	3.16088	16.6394	0	3.84222	2.29031	3.14975	2.63386	1.61213	2.14502
Healthy	0.05367	0	0	0	0	0	0	0	0	0	4.84339	0.74379	0	0.87295	0	0	0.01908	0.29192	0.05367	0
Healthy	0.38599	0.18604	0.04587	0.00485	0	0.07793	0.2894	0	0.09072	0.0052	2.16858	3.27579	1.26449	0	0.23065	0.9056	0.11493	0.00388	0.38599	0.17167
Healthy	0.17192	0.00191	0	0.03748	0	0	0.0399	0	0	0	4.81766	9.79621	3.2217	0.82465	0.40395	0.51812	0.3538	0.01705	0.17192	0.15199
Healthy	10.946	4.38643	0	3.67152	0.06619	0	0	0	0	0	10.3911	5.30295	0.66312	0	8.15005	0.40363	3.55813	0.58318	10.946	7.42205
Healthy	0	0	0	0	0	0.6945	0.08275	0	0	0	2.0869	0	1.35876	0.4063	0	0	0	0.39337	0	0
Healthy	0.04795	0.01432	0	0.01627	0	0	0	0	0	0	3.88483	2.08818	0	0.25401	0.08203	0.11697	0.03799	0.01404	0.04795	0.04134
Healthy	0.17976	0.00045	0.00557	0.0091	0	0	0.13587	0	0.019	0	11.9531	6.08774	0	0.0118	0.26941	0.29471	0.34949	0.02396	0.17976	0.17537
Healthy	0.27917	0	0	0	0	0	0	0	0	0	0.38024	43.7325	0	0.76704	1.25756	0.03597	1.21675	0.24559	0.27917	0.228
Healthy	2.00881	0.37943	0	0	0	0.04805	0	0	0	0	16.3468	12.0239	6.13945	0.01287	0.20882	1.77449	0.33175	0.85549	2.00881	1.1403
Healthy	0.12944	0.07149	8.21904	0	0.01786	0.05085	0	0	0	0	1.24285	1.19801	1.83561	0	0.11784	0	0.06028	0.19452	0.12944	0.02354
Healthy	0.00382	0	0	0	0	0	0	0	0	0	1.85459	2.10151	0	0	0	0.49546	0.04155	1.20708	0.00382	0
Healthy	0	2.42415	0	0	0.18193	0	0	0	0	0	0.92995	0	1.86635	0	0.18036	0	0	1.05214	0	0
Healthy	0.27309	0	0.00286	0.06053	0.0035	0.05784	0	0.00043	0	0	13.9071	33.7585	0.72469	0	0.07717	0.15679	0.28434	0.10122	0.27309	0.16216
Healthy	0.15712	0.04568	0	0.26708	0	0	0	0	0	0	6.17688	12.5571	0.82341	0.07075	0.00793	0	0.50341	0	0.15712	0
Healthy	0.02483	0.00317	0.12714	0.01353	0	0.33726	0	0	0	0	4.17801	0.65605	0	1.22794	0.00141	0	0.06957	0.03636	0.02483	0
Healthy	0.17699	0.03515	0.00781	0.31642	0.01607	0.0007	0.01832	0.00024	0	0	0.60622	15.0228	2.25946	4.24	0.37004	0.04498	0.57079	0.10155	0.17699	0.0987
Healthy	0.19419	0	0.00355	0	0	0.52929	0	0.0581	0	0	1.83792	1.53069	0	0	0	0.03396	0	0.38349	0.19419	0.0829
Healthy	0	0	0	0	0	0	0	0	0	0	0.63072	2.83274	0.57861	0.23703	0	0	0	0.88561	0	0
Healthy	0.03584	0	0.00911	0	0	0	0	0	0	0	0	0	0	12.4293	0.03028	0	0	0.09043	0.03584	0.09188
Healthy	0.08093	0.00396	0	0	0	0	0.02499	0	0	0	4.7763	2.05175	0.6431	0.02549	0.01946	0	0.03131	0.24085	0.08093	0
Healthy	0.23606	0.27112	0	0.98339	0	0	0	0	0	0	4.89613	8.04579	1.64954	0.35872	0.99656	0.21822	0	0.05079	0.23606	0
Healthy	0.35319	0	0	0.10445	0	0	0.08534	0	0.10111	0	10.053	24.1748	4.13164	0.24536	0.61511	1.60594	0.40025	0.13112	0.35319	0.16476
Healthy	0	0	0	0	0	0.13059	0	0	0	0	2.26004	0	0.80134	0	0	0.16401	0	0.16949	0	0
Healthy	0.14472	0.09454	0	0	0	0.02823	0	0	0	0	2.22624	0.76949	4.78444	0.05019	0.04993	0.18776	0.14655	0.16988	0.14472	0.0439
Healthy	0.0864	0	0.12864	0.09087	0	0	0	0	0	0	14.1124	4.68153	10.3071	1.23734	0.33232	0.05529	0	0.03783	0.0864	0.40366
Healthy	0.17555	0	0	0.21442	0	0	0	0	0	0	0	1.73157	10.9391	1.18193	0.62483	2.35291	0.63771	0	0.17555	0
Healthy	0	0	0	0	0	0	0.071	0	0	0	3.61684	2.20296	0.13739	0.14997	0	0	0.05387	0.17116	0	0
Healthy	0	0	0.57656	0	0	0.19041	0	0.00175	0	0	1.73577	0.8732	0	0	0	0.00824	0	0.25585	0	0.0231
Healthy	0.01328	0	0	0	0	0	0	0	0	0	1.69782	1.39773	1.19812	0.00809	0.01674	0.0402	0	0.19859	0.01328	0.00515
Healthy	0.97854	2.60583	0	0.56102	0.7976	0.04832	0.21001	0.01741	0.17871	0.03804	10.5205	3.72888	3.44129	0.54151	1.62376	1.73158	1.35084	0.00556	0.97854	0.43839
Healthy	0.33775	0.02022	0.01201	0.10841	0.00185	0	0.02922	0	0	0	4.83697	10.0732	0.00843	0.3262	0.49462	0.03536	0.41664	0.01172	0.33775	0.43274
Healthy	0.36305	0	0	0.27145	0	0	0.00709	0	0	0	4.78212	7.24578	3.06533	0.3833	0.47892	0.27482	0.00923	0.29018	0.36305	0
Healthy	0.09209	0	0	0	0	0	0	0	0	0	3.4683	6.17816	0	0.65395	0	0	1.25944	0.33886	0.09209	0.03308
Healthy	0.00107	0	1.27415	0	0	0.19836	0	0	0	0	3.09314	0.00159	0	1.23048	0	0	0	0.05815	0.00107	0
Healthy	0.02603	0.01333	0.02827	0	0	0.37831	0	0.19247	0	0	0.78309	0.03111	0	0.16029	0.12353	0.49453	0.05828	2.46986	0.02603	0.16244
Healthy	0.09936	0.0334	0	0	0	0	0	0	0	0	0.55445	3.17873	0	0	0.31462	0.03827	0	0.03979	0.09936	0
Healthy	0.85012	0.12263	0.00886	0.19874	0	0.01185	0	0	0	0	3.19101	0.44847	5.46414	0.0379	1.2367	2.15543	2.69672	0.0322	0.85012	0.64873
Healthy	0	0	0	0	0	1.11011	0.1381	0	0	0	4.29912	0	1.14158	0.44351	0	0	0	0.20794	0	0
Healthy	0.11846	0	0.01662	0.01463	0	0.01039	0	0	0	0	4.70375	2.36821	4.16286	0	0.02323	0.77308	1.06067	0.07443	0.11846	0.15567
Healthy	0.07617	0	0	0	0	0	0	0	0	0	4.76349	0.72277	0	0.82261	0	0	0.05733	0.06652	0.07617	0
Healthy	1.07145	0	0.01789	0	0	0	0	0	0	0	25.8233	11.3784	9.59689	0	0.53145	2.25697	1.1555	0.5504	1.07145	0.30986
Healthy	0.04104	0	0.00288	0	0	0.03847	0	0.03405	0.01951	0	0.41346	0.26116	0.5331	0	0.02614	0.00154	0.05343	0.00744	0.04104	0
Healthy	0.19558	0	0	0.15948	0	0	0	0	0	0	9.02234	4.96879	0	1.59823	1.36367	0.12204	0.16501	0.14794	0.19558	0.41366
Healthy	0	0	0	0	0	0	0	0	0	0	1.75766	1.85301	0.11494	0	0	1.52891	0	0	0	0
Healthy	0	0	0	0	0	0	0.05886	0	0	0	7.37991	0.25727	0.57758	0.06748	0	0	0	0.82782	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.86005	2.34553	0	0.4838	0	0	0	0	0
Healthy	0.19088	0	0	0.08397	0	0.00312	0	0	0	0	1.1435	5.07338	6.92887	7.12164	0.39094	0	0.98261	0.16462	0.19088	0.01069
Healthy	0	0	0	0	0	0	0	0	0	0	1.65135	0	1.31791	2.94514	0	0	0	0.30832	0	0
Healthy	0.34607	0	0	0	0	0	0	0	0	0	7.8147	2.10312	0	0	0.7017	0.61621	0.40804	0	0.34607	0.08462
Healthy	1.59182	3.23581	0.09986	0.17217	0.2295	0.29582	0.08199	0	0	0	0.99081	1.26866	25.4048	0	2.09622	0.2015	1.02345	0.00667	1.59182	0.25982
Healthy	0.01225	0	0.05644	0	0	0	0.02655	0.16692	0	0	1.34327	5.11944	0	0.42269	0	0	0.18844	0.01774	0.01225	0.03028
D008545	0	0.05531	0.77286	0	0	0	0.76281	0.05712	0.11945	0	2.31173	0	0	2.12598	0	6.06012	0	0.14938	0	0
Healthy	0.06034	0	0	0	0	0	0	0	0	0	3.49777	1.12751	0.23332	0.22802	0.00911	0	0	0.1164	0.06034	0.07494
Healthy	0.52659	0	0	0.17909	0	0	0	0	0	0	5.5467	12.3684	3.65226	0.35307	0.22113	0.56861	0.33846	0.1638	0.52659	0.22343
Healthy	0.44666	0.04157	0.00753	0.21615	0.01172	0.01555	0.01291	0	0	0	4.29655	3.66466	0.00228	0.58156	0.63327	0.43937	0.25958	0.1335	0.44666	0.13906
D008545	2.01359	0.01016	0.0036	0.12181	0.00016	0.00487	0.14755	0.00342	0	0.00094	9.87591	4.3768	0.01012	0.15602	1.075	0.30262	0.45711	0.16032	2.01359	0.57645
Healthy	0.26691	0.03581	0	0.02607	0	0.00754	0.21535	0	0.02237	0	3.58916	0.68982	0.14663	0.01162	0.77876	0.90061	0.24447	0.00522	0.26691	0.16788
Healthy	0.08202	0.02443	0	0	0.05043	0.14437	0	0	0	0	2.38155	0	1.96721	0.36957	0.05268	0.0982	0	0.04969	0.08202	0.01794
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0
Healthy	0.19873	0	0.00161	0.2046	0	0	0	0	0.0099	0.00992	0.02006	0	0.02693	0	1.12242	1.65442	0	0.53861	0.19873	0
Healthy	0.65583	0.00464	0	0.12693	0	0	0	0	0	0	0.23092	2.36671	5.93273	0.50589	0.5294	0.19589	0.31174	0.07556	0.65583	0.62671
Healthy	0.0508	0.10861	0.0024	0.01136	0	0	0	0	0	0	17.4987	0.02696	0.80139	2.72614	0.07329	0.02424	0.05766	0.03805	0.0508	0.10822
Healthy	2.10944	0.04222	0.34307	0.20855	0	0.03122	0.27862	0	0.03336	0.00223	0.80797	9.70519	31.3138	0.00993	5.107	3.45432	0.59057	0.09996	2.10944	1.2426
Healthy	0.04978	0	0	0	0.01188	0	0.06744	0	0	0	3.59525	0.53795	0.32924	0.30013	0.01951	0	0	0.00538	0.04978	0.06035
Healthy	0.97151	0	0	0	0	0	0	0	0	0	18.7677	0.28947	0	0.02158	1.29905	3.07134	1.35641	2.43794	0.97151	0.94239
Healthy	0.26865	0	0	0.0163	0.00705	0	0	0	0	0	0.43431	6.39587	5.58772	0.05414	0.12885	1.85715	1.22083	0.18958	0.26865	0.19708
Healthy	0	0.00376	5.49413	0	0.01648	0	0	0	0	0.00107	0.00162	0	0	0	0	0	0	0.24765	0	0
Healthy	0	0	0.53324	0	0	0.15842	0	0.01019	0	0	1.60608	0.8361	0	0	0	0.01563	0	0.08422	0	0.00218
Healthy	0.08964	0.03822	0	0.04725	0	0	0	0	0	0	0.40739	18.0114	0	2.60563	0.42255	0.58379	0.44036	0.26059	0.08964	0.2494
Healthy	0.12434	0	0	0	0	0	0	0	0	0	17.7612	6.64108	2.66024	5.64382	0	0.05531	0	0.25346	0.12434	0
Healthy	0.00225	0	0	0	0	0.0405	0.08299	0	0.03179	0	8.30901	3.05353	0.07661	0.03238	0	0	0	0.00409	0.00225	0.05629
Healthy	0.52792	3.88461	1.13155	0.20038	0	0	0	0	0	0	25.6175	2.45722	0	1.30308	0.58624	0.2822	0	0.30259	0.52792	0
Healthy	0.0467	0.05352	0	0	0	0	0.19568	0	0	0	7.63611	0.61341	0.27763	0.10248	0	0	0.02303	0.04716	0.0467	0
Healthy	0.01693	0.00438	0	0	0	0	0	0	0	0	1.72872	1.49448	1.18423	0	0.00941	0.03438	0	0.03281	0.01693	0.00172
Healthy	1.20511	0.01459	0.02533	0.0783	0	0.0253	0.23768	0	0	0.00809	11.7769	0.05206	5.73724	0.27986	1.66685	0.64769	0.6939	1.4927	1.20511	0.27611
Healthy	0.04165	0.01091	0	0	0	0	0	0	0	0	2.35612	3.26911	1.06802	2.30338	0.0462	0.03889	0.00556	0	0.04165	0
Healthy	0.22406	2.09527	0.11086	0.86673	0.84438	0	0	0	0	0	0	8.3478	3.73209	0.16307	10.7726	0	0.43502	0.01381	0.22406	0.31468
Healthy	0.27479	0.512	0.0643	0.06064	0.13903	0.01674	0.10095	0	0.07901	0	3.7866	7.63225	2.26239	0.78438	0.73469	1.16426	0.40995	0.26212	0.27479	0.98044
Healthy	1.10572	0	0	0.00762	0	0	0	0	0	0	16.5615	2.06743	0.19981	0	0.01539	0.12421	0.25264	1.73335	1.10572	0.34718
Healthy	0	0	0	0	0	0	0.08351	0	0	0	2.79839	2.24629	0.17888	0.1419	0	0	0.03639	0.17337	0	0
Healthy	0.1415	0.04397	0.00605	0	0	0	0.02239	0	0	0	4.0359	5.07684	0.60929	0	0	0.31616	0.04895	0.1095	0.1415	0.04092
Healthy	2.39639	0	0	0.21649	0	0	0	0	0	0	7.02764	15.6826	3.5281	0	2.48964	0.16	0.53218	0.66879	2.39639	0.92784
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.11125	1.8861	0	0.00324	0.36589	0	0	0	0	0	6.64714	0.06495	2.0723	0	0.38209	0.07123	0.09041	0.01922	0.11125	0.06855
Healthy	0.06908	0.02754	0	0	0	0	0	0	0	0	4.06394	0	2.04145	0.02969	0	0.0079	0.03802	0.05124	0.06908	0.0212
Healthy	0.0636	0	0	0	0	0	0	0	0	0	3.36887	1.31131	0.00353	6.31948	0	0.01098	0.05408	2.19943	0.0636	0
Healthy	0.23765	0.01202	2.91219	0.10002	0.00587	0.00568	0	0.01913	0	0	0.78112	0.97537	4.64948	3.97759	2.14575	0.73446	0.62744	0.13568	0.23765	0.11196
Healthy	3.92601	0	0	1.37316	0	0	0	0	0	0	13.9693	2.98876	1.24484	0	8.33886	0.32727	0.80736	2.45937	3.92601	2.98562
Healthy	0.44228	0	0	0.1851	0	0	0	0	0	0	2.70049	6.60374	6.62134	0	0.46752	1.14517	1.17815	0.14761	0.44228	0.73071
Healthy	0	0	0	0	0	0	0.05768	0	0	0	3.368	2.97352	0.21589	0	0	0	0	0.43799	0	0
Healthy	0	0	0.09202	0	0	0.12014	0	0	0	0	0.33773	0	0	0.12391	0	0.00794	0	0	0	0
Healthy	0.3463	0.34315	0	0.4959	0.13712	0.46459	0.096	0	0	0	1.65814	5.21003	5.68242	0.08435	0.11678	2.63867	0.41208	0.00611	0.3463	0.8645
Healthy	0.21441	0	0	0.04146	0	0	0	0	0	0	0.3964	6.49238	1.57552	0.1848	0.15958	0.41051	0.42254	0.22057	0.21441	0.11982
Healthy	0.27262	0	0.00834	0.02678	0	0.06342	0.02329	0	0	0	0.76078	7.52053	0	0.04466	0.03859	0.50097	0.49212	0.01296	0.27262	0.24774
Healthy	0.53856	0.01056	0.64216	0.07222	0.00077	0.00233	0.02177	0.00659	0	0	1.85603	0.80016	0	0.24555	0.2298	0.7544	0.67699	0.0266	0.53856	0.06051
Healthy	0.14915	0.04811	0.09756	0.02023	0.02065	0	0	0	0	0	4.40718	14.0417	8.81265	0.45531	0.6931	0.15072	1.06137	0.01182	0.14915	0.19359
Healthy	0.07002	0	0.04137	0	0	0	0.02825	0	0	0	4.18148	5.45303	0.76696	0.01057	0	0	0.15415	0.10377	0.07002	0.07927
Healthy	0	0	0.05284	0	0.00596	0	0	0	0	0.01197	0	0	0	0	0	0	0	0.05948	0	0
Healthy	0.02035	0	0	0	0	0	0	0	0	0	4.59389	0.74267	0	0.78311	0	0	0.00983	0.1661	0.02035	0
Healthy	0.03159	0.04597	0	0	0.02319	0	0	0	0	0	4.47197	0.30363	0	1.03745	0	0.02956	0	0	0.03159	0.01701
Healthy	1.9417	4.55529	0	1.04772	1.06357	0	0	0	0	0	1.24839	4.12252	4.22785	0.62945	3.41432	2.21584	1.71487	0.21469	1.9417	0.53875
Healthy	0.1578	0	0	0.15688	0	0	0	0	0	0	4.20721	23.215	3.42082	1.24445	0.65774	0.21697	0	0.1218	0.1578	0
Healthy	1.61201	0.68358	0	0.17652	0.34637	0.00657	0	0	0.00428	0	2.27898	0.14291	22.0613	0.36965	1.34397	0	4.67928	0.03402	1.61201	0.62035
Healthy	0.14277	0.21563	0.00953	0.01848	0.0725	0	0	0	0	0	3.74896	5.42796	0.44518	0	0.05328	0.01695	0.64615	0.64108	0.14277	0.10428
Healthy	0.45797	0.41448	0.25699	0.69341	0	0.0419	0.12742	0	0.00095	0.00945	1.34125	0	0	2.1019	0.10296	0	0	0.01231	0.45797	0.00852
Healthy	0.08256	0	0	0.40484	0	0	0.05707	0	0	0	2.4505	11.9714	1.46077	1.57894	0.80211	0.41284	0	0.04859	0.08256	0.01949
Healthy	1.53419	0.81377	0	0	0	0	0	0	0	0	0.18091	38.9254	25.3458	0.03734	0	0	0	0	1.53419	0
Healthy	1.33883	1.51359	0.15248	0.72093	0.24213	0	0	0	0	0.05986	14.8059	11.4785	17.7746	0.00339	3.03968	0.70954	1.59945	0.07364	1.33883	1.19986
Healthy	0.48358	0	0	0.25966	0	0	0	0	0	0	1.3428	3.43795	0.67196	0.74965	0.03064	1.04568	0.34305	0.00717	0.48358	0.13264
Healthy	0.10095	0.12252	0.00305	0.13136	0.46664	1.37441	0	0.21283	0.09606	0.01242	7.31153	3.64061	0	5.30367	0.15389	0	2.94644	0.06567	0.10095	0
Healthy	0.09467	0.07868	0	0.06601	0.06932	0.13	0	0	0	0	1.00916	1.69738	1.97389	2.60658	0	0.45884	0.01954	0.24148	0.09467	0.17513
