group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota	Methanobacteriota		Bacteroidota	Proteobacteria	Desulfobacterota	
Healthy	9.4225	0.20699	4.03095	0	0		74.61544	0.33793	0	
Healthy	39.53823	0.80921	0.37339	0.00282	0		23.29549	0.36059	0	
Healthy	35.74162	30.55365	0.66527	3.31237	3.22099		3.59184	1.11835	0.08892	
Healthy	14.96917	0.03503	0.31115	0	0		57.98975	9.84016	0.00341	
Healthy	29.68906	0.81249	0.52168	0	0		44.63161	5.91542	0.30797	
Healthy	0	82.29059	3.70164	0	0		0.00098	0.12264	0	
Healthy	47.47284	0.39536	0.11807	0	0.14883		29.7614	0.37266	0.10618	
Healthy	35.08636	0	1.64571	0	0		40.39347	0	0	
Healthy	8.07493	0.01712	0.02247	0	0		69.7223	0.27249	0.14337	
Healthy	47.8683	1.24634	2.02082	0.78058	0		20.81371	9.25016	0.11773	
Healthy	18.39411	0.10758	0.21006	0.83682	0		65.38115	1.01387	0	
Healthy	6.74982	0.80197	0.15339	0	0		76.64969	0.28728	0.06784	
Healthy	11.33854	0	0	0	0		85.3343	1.2703	0	
Healthy	5.62723	1.27276	0	3.49832	0		79.53804	0.67468	0.02049	
Healthy	14.36742	0.02887	0.86026	0	0		68.81317	0.65112	0.25485	
Healthy	53.05216	0	5.53233	0	0		8.87961	0	0	
Healthy	12.98799	1.31288	0.243	0	0.0157		68.07938	3.16566	1.34758	
Healthy	21.59111	26.48053	0.61706	0	0		42.32132	0.0302	0	
Healthy	9.79982	0.15726	0.39163	0	0		66.12026	0.44581	0.01772	
Healthy	15.31177	0.68766	0.45277	0	0		17.13393	46.2181	0	
Healthy	14.47928	0.0023	0.47047	0	0		80.49928	0	0	
Healthy	47.94693	0	0.83493	0	0		31.18262	0.01848	0	
Healthy	15.62288	1.75853	0.04798	0.613	0		66.94484	0.15583	0.06509	
Healthy	52.38611	6.27933	1.0563	0.69645	0		11.51207	1.68319	0.03769	
Healthy	4.74439	19.4366	31.36283	0	0		29.09236	2.96792	0	
Healthy	12.34305	0.02236	0.32013	0	0		51.98054	1.17152	0.03696	
Healthy	3.37982	0	0	0	0		70.95437	2.39093	0.11848	
Healthy	15.60284	1.43445	0.4486	0	0.02369		33.38458	1.85015	0	
Healthy	7.37838	1.80171	0.5995	0.13394	0		45.2512	0.3218	0.64474	
Healthy	2.61997	0.06069	0	0	0		78.30171	0.24272	0	
Healthy	6.15284	0.15583	1.87166	0.07494	0.5247		11.19898	3.73085	0.23999	
Healthy	8.23785	1.89612	0.57122	0.19647	0		46.29305	0.45783	0.60856	
Healthy	5.41628	1.20745	0	3.31364	0		77.72654	0.61603	0.03025	
Healthy	57.03302	0.33636	0.45228	0.06427	0.30996		18.80591	0.05704	0.01244	
Healthy	37.97694	9.12402	0.82443	0.20848	1.88674		3.41382	9.93612	0.29292	
Healthy	8.86214	0.14154	0.39685	0	0		65.93321	0.58853	0.01065	
Healthy	24.37268	0.44169	4.22717	2.41126	0.36668		50.38809	0.61436	0.12513	
Healthy	51.70334	0.67149	0.49807	0.00398	0.54224		41.31056	0.51012	0.06245	
Healthy	41.0713	0.43959	0.39585	0	0		46.81643	0.57802	0.03446	
Healthy	8.81247	0.61831	0.07065	0	0		81.94286	0.84623	0	
Healthy	40.75258	3.83579	0	0	0		34.17539	0	0	
Healthy	0.01354	0.46948	0	0	0		1.1413	93.0192	0	
Healthy	12.5124	32.9681	0.1196	0	0		25.0087	6.34939	0	
Healthy	1.95219	0.19384	0.15555	0	0		68.47564	10.68636	0.04097	
Healthy	41.56734	0.74889	0.59065	2.723	0		40.52547	0.02468	0.14488	
Healthy	2.50716	0.07404	0	0	0		79.12686	0.3055	0	
Healthy	27.80113	0	0	8.9855	0		48.23051	0.10332	0	
Healthy	28.05033	0.07863	0.07396	0	0		63.57685	3.24285	0.47216	
Healthy	15.73203	1.4279	0.47635	0.00243	0.01245		33.81915	1.89767	0	
D000236	47.98539	3.03109	0.23061	0	0		35.79671	2.42534	0	
Healthy	8.68948	3.53386	1.17293	0.6802	0.47496		19.703	54.0036	0.00359	
Healthy	6.5359	1.91247	0.58193	0.13841	0		46.26214	0.36055	0.61353	
Healthy	38.0977	1.97056	5.4016	3.38392	0		29.0804	12.68303	0.00054	
Healthy	58.1348	1.30643	0.94915	0.18866	0		19.28679	1.08772	0	
Healthy	12.13547	0.75624	0.20704	0.39541	0		80.16345	3.19916	0.03075	
Healthy	51.46755	3.28551	0.8185	0	0		6.89033	0.21117	0	
Healthy	37.59908	0.52101	6.57985	0.42345	0.52134		37.14894	0.39212	0.00991	
Healthy	53.45468	0	0	0	0		33.00049	0	0	
Healthy	11.90848	13.99209	0.20946	0	0.19414		57.56519	0.21661	0.15701	
Healthy	59.81325	1.35139	2.80945	0.02103	1.75259		13.81992	0.26762	0	
Healthy	8.28375	0.02526	0.04569	0	0		75.20939	0.56458	0.01706	
Healthy	7.62184	0.3857	0.07823	10.2379	0		65.78173	0.11472	0.3641	
Healthy	34.42826	0.61595	0	0	1.03394		47.0639	4.46901	0	
Healthy	53.29915	8.7377	0	16.9026	0		0	0	0	
Healthy	9.37611	0	0.22844	19.3418	0.52732		30.30793	5.90185	0.57741	
Healthy	52.61712	0.36922	3.83576	0	0		29.43695	0.15345	0	
Healthy	7.78494	4.7087	0.84342	1.15149	0		75.21888	0.32331	0.01693	
Healthy	17.19117	1.25091	0.07307	0	0		63.74342	0.20185	0.06699	
Healthy	18.16952	0.51863	1.32723	0	0		1.43077	19.80121	0	
Healthy	4.54906	3.61327	0	0.04141	0.64842		84.12676	0.07126	0.36459	
Healthy	42.00761	3.73394	1.09127	0	0		39.99214	1.22146	0	
Healthy	7.53067	0.64253	0.33346	7.24372	0		54.74463	1.38201	0.21715	
Healthy	6.1883	0.67996	0.34218	0	0.12037		77.84468	0	1.45187	
Healthy	17.82998	0	0.02221	6.03283	0		48.39468	0.28172	0.26061	
Healthy	11.49705	1.62992	0	23.7423	0		22.37389	4.54085	0	
Healthy	49.98884	2.78153	0.08085	0	0		38.09116	0.11004	0.00035	
Healthy	6.07084	0.23698	0.57787	0	0.02171		68.80393	0.10618	1.60564	
Healthy	24.82173	0.72887	0.11221	0.11004	0		60.06032	4.0669	0.12389	
Healthy	21.51427	0.27677	0.34053	0.00346	0		66.69946	3.94714	0.03283	
Healthy	6.5062	1.9792	0	4.68797	0.23507		60.23402	0.21717	0.89526	
Healthy	41.82721	8.15641	27.27414	0	0.17091		0.76561	0	0	
Healthy	2.33791	0.20861	0	0	0		67.11307	1.02886	0	
Healthy	49.23751	0.02401	0.89779	1.03035	0		37.89758	0	0	
Healthy	34.8416	0	0	8.13813	1.63817		40.50803	5.31664	0.04692	
Healthy	19.85273	61.76758	1.29297	0	0		2.17972	0	0	
Healthy	35.23091	4.52715	1.72458	5.63179	29.7857		11.40218	0.32689	0.03108	
Healthy	45.21086	1.87953	3.19917	0	0.17124		37.60367	0.01128	0.01737	
Healthy	49.94328	0	0	0	0		33.04527	0	0	
Healthy	61.18871	5.56194	0	0	0		0.48934	0.19509	0	
Healthy	7.61845	0.37654	0.2873	0	0		70.16514	0.16719	0	
Healthy	51.79653	5.8546	1.86569	0	6.50444		1.80623	1.54677	0.04045	
Healthy	9.64494	0.0751	1.20801	0.01106	0		5.01413	19.12658	0	
Healthy	8.70573	0.51766	0.14894	0	0		82.28787	0.39359	0.07659	
Healthy	12.12886	2.59038	1.10373	0.45078	0		26.52757	0.12566	0.52982	
Healthy	27.25875	0.47531	4.91102	9.74943	1.32234		24.56073	1.42694	0.03312	
Healthy	10.02129	4.16395	0	0.11655	0.04895		70.25107	0.35145	0.10372	
D000236	59.55697	1.97753	9.07603	0	0		18.55104	3.62801	0	
Healthy	40.87568	8.35842	0.60949	12.8595	0		24.10094	0.00683	0.00367	
Healthy	19.36023	3.21652	0	0.30965	1.04605		44.7532	0.46085	0	
Healthy	68.52184	0.0143	0.00373	0.0562	0.23708		20.0003	0.24766	0	
Healthy	2.12552	0.33075	0.20686	0	0		65.68526	12.65616	0.03451	
Healthy	22.68091	1.37199	2.88855	0	0		46.12849	1.14729	0.01309	
Healthy	33.41081	4.17695	0.10287	0	1.54807		36.6243	0.20678	0.19671	
Healthy	38.37215	0.14115	0.52739	0.04079	0.08733		53.44081	0.04018	0.03134	
Healthy	10.90365	3.23273	0	17.0962	0		42.05245	0.24412	1.59525	
Healthy	5.61106	74.57195	3.94601	0	0		6.41326	2.59802	0.00356	
Healthy	28.32463	8.10775	1.0506	6.26157	0		50.63919	0.64557	0.03037	
Healthy	32.85497	2.14301	1.16451	0	0		46.3322	1.71395	0	
Healthy	69.1157	0.68285	0.22109	0.97681	0.20096		14.97199	0.05362	0.00637	
Healthy	27.98663	17.57443	0.51987	0.14404	0		41.44966	0.74726	0	
Healthy	27.8191	0	0	3.44662	0		62.39454	0.26292	0	
Healthy	51.5684	3.91678	0.22235	0	0		14.80192	0.77808	0	
Healthy	58.45668	2.26402	1.54142	0	0		28.00343	0.11521	0	
Healthy	15.73981	1.70904	0.19457	0	0		69.05245	2.71815	0.02757	
Healthy	27.79117	0.10238	0.05946	0	0		63.75558	3.18684	0.48181	
Healthy	13.98231	0.10066	0.68297	0.23935	0		76.12359	2.42409	0.00384	
Healthy	15.94969	4.775	0.11239	2.97615	0.46428		58.29386	0.10273	0.15916	
Healthy	19.51003	24.13129	0.70225	2.37576	0		39.61486	0.4492	0.11279	
Healthy	34.39114	1.1663	0	0	0		32.17545	0.05256	0	
Healthy	28.15848	11.66227	10.87046	0	0		1.11268	0.44355	0	
Healthy	7.16845	0.02554	0.03443	0.22535	0		88.0674	0.23025	0.05172	
Healthy	41.97364	0.46115	4.46941	0	0.0319		36.49403	0.02504	0	
Healthy	2.46066	0.82609	7.80711	0	0		0	35.1068	0	
Healthy	11.39577	0	0.30586	0.55879	0.61909		33.33184	14.31535	0	
Healthy	14.9179	1.78602	0.0203	0.53808	0.00354		67.66419	0.04572	0.06041	
Healthy	8.9911	0.71492	0.34667	7.17593	0		53.86058	1.45607	0.1314	
Healthy	6.99042	0.23023	0.12808	0	0		86.88977	1.78557	0.09733	
Healthy	10.25194	0.37049	0.55025	0	0		68.92373	5.55039	0	
Healthy	49.4765	0.04994	0.09711	0	0.34587		34.26626	0.11398	0	
Healthy	18.80614	48.18776	1.37733	0	0		11.71661	1.02118	0.0045	
Healthy	64.76094	8.85964	1.41007	1.05184	0		0.54085	13.447	0	
Healthy	8.8946	0.17971	0.07521	0	0		77.74018	0.15165	0.00314	
Healthy	26.40165	0.79985	0.67786	0.01915	0		45.64945	8.11297	0	
Healthy	23.93012	0.1067	0.04531	0	0		64.87465	1.16127	0.41091	
Healthy	41.73084	0.15943	1.46288	1.11458	0.32965		17.13296	1.21479	0.0326	
Healthy	34.19934	21.6505	4.28164	0	0		18.81286	0	0	
Healthy	12.65909	6.3017	0.0166	0	0.06765		57.67382	0.00408	0.0721	
Healthy	9.95769	0.11384	0.39051	0	0		65.76455	0.46826	0.01492	
Healthy	2.13014	0	0	0	0		66.63057	10.6894	0	
Healthy	18.05319	2.65709	6.079	0	0		50.22231	0.24749	0	
Healthy	3.68442	0.13507	0.01682	0	0		46.39336	0.11752	0.03986	
Healthy	17.55015	0	0.02724	5.93298	0		47.84374	0.19012	0.23522	
Healthy	16.22195	17.3942	0.8042	12.0243	0		38.30892	0.04357	0	
D000236	26.48098	0.9879	0.04749	4.95653	0		62.95397	0.23707	0.01654	
Healthy	9.14096	0.39616	0.32041	0	0		68.23914	0.12285	0	
Healthy	32.36773	9.39777	5.7401	0	0		34.13754	0	0.85468	
Healthy	44.73965	26.30947	0.2068	0	0		16.00436	0.04767	0.09033	
Healthy	2.48293	0.10137	0	0	0		78.90982	0.19207	0	
Healthy	5.11476	1.26611	0.21796	0	0		54.01504	0.3263	0.02273	
Healthy	13.87955	0	0	0	0		72.24672	0.05236	0	
Healthy	30.11014	4.79382	1.95866	0	0		57.19893	2.35636	0.00872	
Healthy	23.83021	1.22024	3.06071	0.37933	0.1874		42.83065	2.74531	0	
Healthy	11.77696	0.56788	6.50846	0	0		75.8188	0.3755	0.00418	
Healthy	48.53467	11.89	0.32142	0	0		18.33383	0.82129	0	
Healthy	66.40748	0	0	0	0		26.83962	0	0	
Healthy	21.74262	0.88534	0.93793	0.29633	0		39.07339	0.17943	0.07989	
Healthy	31.43104	0.51489	2.53394	10.2038	2.16091		9.82155	0.11495	0.0045	
Healthy	26.04397	2.0175	0.85023	28.8504	0		13.17432	0.06582	0	
Healthy	16.66501	0.36733	0	5.36937	0		52.43783	0.73116	0.32157	
Healthy	0.04189	0	33.87412	0	0		0	28.60598	0	
Healthy	28.04081	7.11868	0.66261	2.06604	0.43712		39.40733	0.06977	0.02311	
Healthy	20.61164	38.58222	0.53896	0	0		23.89571	0.4589	0	
Healthy	10.07532	4.1951	0	0.14138	0.05104		70.1103	0.48792	0.09704	
Healthy	27.71122	2.34281	0.58767	5.21335	0		25.23997	1.39942	0.04026	
Healthy	20.81689	9.16817	3.52973	0	0		0.0535	3.02557	0	
Healthy	3.03875	1.26922	0.394	0.00971	0		67.69202	0.90466	0.48516	
Healthy	21.28673	0.00492	0.03108	0	0		66.6534	1.34205	0	
Healthy	29.85197	1.81866	1.55844	0	26.08231		17.68292	0	0.14389	
Healthy	44.01077	0.57018	0.32508	0	0		16.29226	0.09239	0	
Healthy	44.4908	15.0573	2.82914	0.93803	0		14.14117	0	0	
Healthy	19.5353	0.03142	0.87956	1.9902	0		62.20556	0.11366	0.08665	
Healthy	18.22684	2.67846	1.51122	4.2137	0.60097		41.38437	1.65848	0.21286	
Healthy	24.14013	12.32749	3.1009	0.93929	0		26.26053	8.1701	0	
Healthy	32.64264	20.752	0	2.72782	0		19.63539	0	0	
Healthy	3.16386	0.28009	0.02192	0	0		69.62846	0.10262	0	
D000236	63.7548	11.01933	2.67396	1.15603	0		3.65075	0.18849	0	
Healthy	25.27329	0.85206	1.3856	0	0.18991		62.9306	0.49568	0.0069	
Healthy	52.17252	2.11155	0.26824	0.01273	0.19301		27.69067	0.14371	0.02692	
Healthy	21.97924	0.01998	0.21069	0	0		57.78978	0.01799	0	
Healthy	14.42464	1.59373	0.03096	0.51593	0.0167		67.52494	0.14358	0.06413	
Healthy	30.99647	1.36406	0.28628	0.70912	0.12219		27.36421	2.84792	0.11319	
D000236	57.35803	0	0	0.05502	0		29.78934	0	0	
Healthy	4.08953	0.04882	0	0	0		12.00093	0	0	
Healthy	39.92773	0.7008	2.30175	0.09266	0		38.84185	0.33364	0.02314	
Healthy	0.00751	14.05652	11.03965	0	0		33.69858	2.80036	0	
Healthy	10.14342	3.87857	0.15998	0.84788	0.85057		60.40072	0.32245	0.34167	
Healthy	1.62964	0.34337	0.1937	0	0		66.60307	13.10247	0.02775	
Healthy	8.86383	0.51006	0.11619	0	0		81.86447	0.40927	0.06537	
Healthy	36.2784	0	0	0	0		0	0	0	
D000236	39.53553	0.93113	0.42089	0.42392	0		16.78093	2.27627	1.39583	
Healthy	12.53866	0	0.08169	0	0		79.46925	2.58359	0.03368	
D000236	42.46394	0.10094	0.90058	2.3226	0.71763		32.94353	0.57538	0	
Healthy	14.61369	0.37853	0.04826	0	0		62.17627	10.8936	0	
Healthy	18.11877	1.20427	0.07825	0	0		63.06974	0.19678	0.097	
Healthy	12.56435	0.38608	0	2.79206	0		0.32353	0	0	
Healthy	21.07401	0.29031	0.00602	0.03718	0		59.92933	0.25882	0.01617	
Healthy	40.21564	16.40328	3.85614	1.14016	2.1005		10.75217	3.02073	0	
Healthy	13.2513	4.6263	2.3328	2.53241	0		54.62681	3.05143	0.25726	
Healthy	9.92519	0.74918	0.05421	0	0		82.09293	2.23535	0.08051	
D000236	54.25409	1.13437	4.52179	0	0		22.9896	2.33396	0.57776	
Healthy	13.84737	0.05532	0.48229	0	0		70.59313	1.53255	0	
Healthy	26.28865	0.91995	0.6713	0.00741	0		46.84148	8.32299	0	
Healthy	8.34021	0.02757	0	0	0		81.63345	4.20933	0	
Healthy	6.15296	0.67356	0.28883	0	0.09917		77.11711	0.12428	1.66572	
Healthy	4.69666	0	0	0	0		7.15519	0	0	
Healthy	28.39037	0.06489	0.10293	0	0		63.5846	3.17786	0.3925	
Healthy	10.44454	4.21405	0.00684	0.12769	0.04614		69.81212	0.4413	0.08948	
Healthy	0.04089	0.59517	0.1188	0	0		1.2664	40.45073	0	
Healthy	13.8276	0	0	0	0		50.64633	0.04679	0	
Healthy	20.2954	5.93233	0.08424	0	0		65.95097	0.59649	0.0185	
Healthy	7.6461	0.21268	0.08465	0	0		86.60796	1.67496	0.12156	
Healthy	29.52536	0.65841	0.08579	0.06197	0		47.72311	1.11666	0.0343	
Healthy	13.58344	6.17853	0.06952	0	0.06463		58.63242	0.01007	0.05875	
Healthy	3.2812	0.27261	0.04684	0	0		69.11832	0.14818	0	
Healthy	34.85839	1.03988	0.30398	0.15532	0		37.35111	0.85748	0	
Healthy	41.80919	10.5342	0.11469	1.72258	0		18.88292	0.12589	0.02094	
Healthy	34.11321	25.21309	1.21723	0	0		24.69356	4.85308	0	
Healthy	8.27593	1.32049	0.2399	0	0.0491		70.39165	3.13304	1.44462	
Healthy	7.63666	0.21624	2.54917	0.05482	0.39515		67.30757	0.62861	0	
Healthy	10.12268	1.25222	5.73096	0.29801	0		56.20077	2.12887	0.32773	
Healthy	23.89571	1.00284	0.25478	0.04608	0		51.28108	0.34274	0.0942	
Healthy	0.01274	62.78567	2.93569	0	0		0.09526	10.10421	0	
Healthy	59.69769	0.73558	0.42474	0	0		0.16537	26.21097	0	
Healthy	19.31281	0.17943	0.00882	0.60984	0		66.93676	0.50071	0.03185	
Healthy	4.79563	37.10909	5.32857	0	0		10.59075	1.99596	0	
Healthy	18.09935	0	0.02545	5.91805	0		48.59647	0.1855	0.1988	
Healthy	9.55394	0.25455	0.51351	0	0.02164		68.52156	0.17388	1.59157	
Healthy	21.76881	66.68865	1.46476	0.54343	0		0.05532	0	0	
Healthy	14.49213	0.44929	0.35406	23.0527	2.18526		29.30749	0.03048	0.71094	
Healthy	9.70737	4.94245	22.85859	0	0		21.55582	3.41336	0.14435	
Healthy	6.79376	0.04195	0.16789	0	0		84.61456	0	0	
Healthy	1.20779	0.21902	0.17928	0	0		92.21789	2.30887	0	
Healthy	2.06894	0.00538	0.00449	0.5239	0		92.9033	4.32045	0	
Healthy	61.40189	0	0.22501	0	0		27.32638	0.07377	0	
Healthy	66.1328	0.59178	1.96948	0.00101	0		15.5459	0.25948	0.00237	
Healthy	9.56579	0.1743	0.05168	0	0		77.47972	0.15309	0.00317	
Healthy	10.62427	0	0	0	0		84.64447	1.44688	0	
Healthy	41.86382	2.80146	1.21197	2.42121	0.10495		29.76886	0.62363	0.07215	
Healthy	29.75787	4.25293	0.27563	0.44549	0.13241		31.72155	1.11423	0	
Healthy	20.59846	67.7348	1.44636	0.52999	0		0.03494	0	0	
Healthy	25.28399	2.12005	0	0	0		47.51386	7.93197	0	
Healthy	60.55993	2.8966	5.93352	0.90783	0		13.61883	0.24983	0	
Healthy	17.02202	11.9991	1.10643	12.3298	0		38.98485	0.54646	0.02807	
Healthy	10.84505	2.73801	1.10873	0.51143	0		26.84406	0.07041	0.61312	
Healthy	32.85858	12.3667	13.63344	0	0		25.5744	0	0	
Healthy	15.20968	24.42323	8.14806	0.03839	0.027		23.48328	4.79662	0.15201	
Healthy	26.82112	25.63819	1.02561	0	0		31.4247	1.41507	0	
Healthy	25.85378	26.36997	18.24452	0	0.77447		10.34128	2.20511	0	
Healthy	24.42835	0	0	0	0		41.24853	0	0	
Healthy	15.61508	1.17098	0.09578	0	0		64.24216	0.19399	0.0519	
Healthy	7.32589	1.8941	0.58093	0.15089	0		45.92099	0.42061	0.64425	
Healthy	42.90038	10.17826	1.07538	8.97759	0.00026		19.66382	0.38352	0.00171	
Healthy	70.52124	0.97589	0.55616	0	0		14.41753	0.1948	0	
Healthy	8.12071	0.00905	0.02727	0	0		74.59269	0.46059	0.05594	
Healthy	3.11548	0	0	0	0		0	0	0	
Healthy	2.76041	0.21094	0	1.85576	0		92.26106	0.66583	0	
Healthy	6.20997	0.33116	0.48721	0	0.05062		71.04117	0.02245	1.73112	
Healthy	30.92366	0.50871	2.33326	10.4974	1.99501		9.24917	0.03233	0	
Healthy	27.06467	1.81562	0.1975	0	0		60.92773	2.28603	0	
Healthy	20.81333	52.62889	2.79495	0.02196	9.12642		8.02943	0.01134	0.03312	
Healthy	7.7367	0.34005	0.07208	10.6859	0		66.38383	0.11305	0.32301	
Healthy	14.75618	1.85456	0.02122	0.50682	0.01789		66.67944	0.06011	0.07675	
Healthy	43.13901	3.43359	0.38783	0	0		43.34351	2.93835	0.06669	
Healthy	14.17192	1.942	0.0337	0	0		41.55658	1.29309	0.13981	
Healthy	22.66826	0.9197	2.00303	0.20975	0		35.39785	0.04607	0.0547	
Healthy	36.22037	1.06394	0.55253	0	0		45.18123	0.57054	0	
Healthy	2.80782	20.2012	0.28633	19.5038	16.8025		24.97135	1.05445	0	
Healthy	15.15692	0.38782	0.35741	0.00714	0		64.23882	3.98402	0.02018	
Healthy	0.03254	40.60107	0.95063	0	0		42.26421	7.07499	0	
D000236	10.41054	22.1962	2.50022	0.0411	0.18241		14.27584	1.73445	1.31681	
Healthy	10.03758	3.97586	0	0.11018	0.07086		70.50593	0.29899	0.10065	
Healthy	32.20493	3.73423	4.25111	0	0.51063		42.48248	0.76255	0	
Healthy	14.55128	0	0.55728	0	0		79.79912	0	0	
Healthy	14.34047	0	0.52086	0	0		81.37311	0	0	
Healthy	29.31487	0.012	2.14074	0	0.367		59.9067	0.37346	0	
Healthy	35.2563	13.02535	1.75526	1.61437	0.2745		31.52386	0.9374	0.16201	
Healthy	24.09425	0.64477	2.4385	0	0		61.3646	0.08918	0	
Healthy	13.43734	0.31945	0.49465	0	0		67.81604	6.0243	0	
Healthy	20.01587	0.07195	1.68621	0.52605	1.04806		42.86205	0.84369	0	
Healthy	12.32872	37.39578	0.00194	0.03575	0		29.69307	0.0993	0	
Healthy	49.47862	10.58957	1.57087	0	0		14.36781	0.9749	0	
Healthy	2.66826	0.13619	0.24552	0	0		88.81887	0.42467	0.00134	
Healthy	11.79651	0.01494	0.22398	5.28237	0.00175		75.66423	0.7905	0.01083	
Healthy	49.03195	0	4.17877	0.10289	0		32.97976	0.09458	0	
Healthy	35.57682	0.11019	2.85294	1.37274	0.60964		11.04279	1.61071	0.05404	
Healthy	23.88094	13.05455	3.20568	0.88685	0		26.35134	7.7358	0	
Healthy	10.39414	0.02169	0.31533	2.57563	0		20.88845	1.44441	0	
Healthy	42.39849	11.6856	6.71052	0	0		4.91734	5.30418	0.2837	
Healthy	10.91013	7.12282	0.84856	0	0		40.91091	9.3417	0	
Healthy	19.53227	1.75895	0.50351	1.26462	0		30.64528	0.4846	0.02068	
Healthy	33.07891	0.4864	0.79793	0	0		48.97126	2.04882	0.01355	
Healthy	5.90702	10.50662	0.79244	6.50564	0		21.04595	1.74263	0.00275	
Healthy	24.93639	0.08118	0	0	0.02432		51.89489	0.05799	0.82772	
Healthy	53.16581	0.05922	1.34674	0	0		21.20041	0.12081	0.00488	
Healthy	0.00907	39.13633	0.45671	0	0		0.76754	55.94763	0	
Healthy	65.7033	1.5838	2.81312	1.09277	1.95868		11.27066	0.35275	0.01778	
Healthy	14.41694	8.36522	0.69844	2.05293	0.56963		52.3283	0.24815	0.18711	
Healthy	6.40871	1.47513	0.13717	43.8434	0		13.46928	11.36336	0.74732	
Healthy	27.83004	0.12892	0.09944	0	0		64.03346	3.06863	0.50872	
Healthy	9.42999	0.07169	0	0	0		77.94764	5.07894	0	
Healthy	0.02141	58.11157	8.57604	0	0		0.04442	32.52743	0	
Healthy	20.0147	2.43831	0.12674	0.23897	0.14036		56.48782	0.80141	0.012	
Healthy	25.50562	4.6001	1.60971	8.01703	0.97423		9.79019	1.25831	0.04979	
Healthy	15.32506	14.82962	0.88954	0	0		24.46259	14.33281	0	
Healthy	46.10181	4.42403	0.17148	0	0		28.77083	0.04264	0	
Healthy	3.61499	0.11937	0	0	0		42.97705	0.13383	0.0743	
Healthy	10.11866	0.24859	0.52668	0	0		66.37013	5.99498	0.01159	
Healthy	2.94463	0.15693	0	1.70433	0		93.08198	0.68671	0	
Healthy	7.65021	1.88161	0	14.9477	0		50.09222	0	0.80345	
Healthy	2.42315	0.05264	0	0	0		79.38439	0.1777	0	
Healthy	53.68107	2.39611	0.58602	0	0		27.10588	0.10644	0	
Healthy	54.93409	1.55498	0.39379	0	0.02811		21.20766	0.48543	0	
Healthy	9.86709	0.12673	0.38523	0	0		65.83532	0.62725	0.01769	
Healthy	8.63631	5.12911	0	7.48058	0		45.66209	0.02417	0	
Healthy	9.08339	0.14962	0.07358	0	0		77.42379	0.13716	0	
Healthy	5.42313	1.27734	0.20247	0	0		54.21951	0.28547	0.03104	
Healthy	15.26011	0	0.60193	0	0		34.78397	32.52668	0	
Healthy	19.01216	0.42115	0	1.57349	3.68668		25.22839	0	0	
Healthy	6.19227	0.26816	0.43387	0	0.06462		70.81277	0.03129	1.5784	
Healthy	12.4866	0	0	0	0		68.01693	0	0	
Healthy	20.82273	5.57699	0.44688	0	0		46.03779	0	0	
Healthy	14.79773	1.80593	0	0.551	0		66.53079	0.05891	0.09324	
Healthy	16.62051	0.02842	0.35742	0	0		69.43525	0.08284	0	
D000236	39.94327	28.4722	0.52491	0	0.19729		14.84889	0.17617	0	
D000236	47.094	0.28228	5.7459	0.32029	2.90947		39.08213	0.01702	0.01025	
D000236	23.50017	35.06159	0	0	0		30.41495	0.40196	0	
Healthy	30.4084	0.55821	0.01043	0	0		64.29715	2.97966	0.00606	
Healthy	12.8398	1.37981	0.87229	0	10.2689		69.4734	0.59375	0	
Healthy	24.06175	0.09692	0.06106	0	0		65.03923	1.11226	0.37944	
Healthy	16.28767	2.99703	0.10691	0	0.06242		47.3489	3.07457	0.20722	
Healthy	51.2626	13.18477	0.61057	0	0		20.44932	1.48271	0.00325	
Healthy	7.0119	0.53153	0.07309	0	0		76.33169	0.30245	0.00767	
Healthy	60.13046	2.47476	1.7674	1.56976	2.48808		15.95007	0.9561	0.03757	
Healthy	33.03666	0.21505	0.30355	0.04114	0		33.00682	0.03117	0	
Healthy	15.78577	0.98536	1.33351	0.14422	0		33.33479	0.42961	0.02839	
Healthy	8.81767	1.04361	0.02475	0	0		65.66844	2.3283	0.03244	
Healthy	8.43779	0.02348	8.2375	0	0		72.1312	8.65204	0	
Healthy	9.44303	0.03685	0	0	0		79.11498	4.71587	0	
D000236	8.8408	47.81694	2.24586	0.14412	8.33783		9.76299	3.72636	0	
Healthy	6.94199	0.27687	1.87749	0.05177	0.2505		68.24437	0.84993	0	
Healthy	14.13795	0.2143	0	0	0		17.66235	0	0	
D000236	22.27092	0.60042	8.08373	0	2.46767		25.68267	0.85002	0.45159	
Healthy	22.78644	1.12074	0.19998	0.3623	0		11.01509	23.31987	0	
Healthy	2.56224	0.08355	0	0	0		78.14997	0.29881	0	
Healthy	48.85137	0.82371	0.15474	4.7408	0		21.87536	0.55987	0.08063	
Healthy	20.40161	0.36438	0	0	0		58.53372	0.71946	0.07621	
Healthy	8.34528	0	0.88392	0	0		84.50388	0.20279	0	
Healthy	23.57897	1.17753	3.28553	0.36584	0.23517		42.47926	2.50726	0.05312	
D000236	37.50856	42.19427	0	2.64774	0		6.3545	0.79094	0	
Healthy	9.82063	0.39564	0.06279	9.35217	0		47.37889	0.9454	0.66426	
Healthy	25.58256	0.13786	0.10704	0	0		63.50921	5.13236	0.17736	
Healthy	20.71341	0.11732	2.12719	0.07563	0		63.98266	0	0	
