group	Veillonellales	Coriobacteriales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Peptostreptococcales
Healthy	2.63703	0.44203	0.2142		32.61151	43.84315	0	0	0.00297	0	0	0.44203	0	0.2142
Healthy	0	0.16083	0		69.36234	0.9399	0.09307	0	0.0279	0.01774	0.49986	0.16083	0	0
Healthy	0	0.45095	0		29.16259	6.0343	0	22.8919	0.01838	1.96453	0.299	0.45095	2.43258	0
Healthy	0.04896	0.09204	0.13173		30.15426	32.68181	1.68824	0	0.0386	0	0.23297	0.09204	0.02727	0.13173
Healthy	0	0	0.60065		48.4901	11.18063	0.47148	0.31809	0	3.37489	7.41531	0	0	0.60065
Healthy	0.52921	0.13704	0		58.35947	4.35124	0	8.57815	0.32791	0	0	0.13704	0	0
Healthy	5.89787	0	0		68.95983	1.8155	0.09818	0	0.14634	0	0.03309	0	0	0
Healthy	0	0.51228	0		84.2783	3.31033	0.10716	0	0.33167	0	0.01756	0.51228	0	0
Healthy	0.07498	1.27404	0.00861		13.30113	34.61785	1.36407	0.07407	0.05758	0	0.27483	1.27404	0	0.00861
Healthy	0	0.26645	0.01405		31.07471	54.96934	0.03651	0.04887	0	0	0.02419	0.26645	0	0.01405
Healthy	1.67667	0.07161	0.59335		44.84959	20.75108	0.29812	0	0.01362	0	0.39103	0.07161	0	0.59335
Healthy	5.26343	0	0		65.87777	13.55648	2.94243	0	1.18589	0	0	0	0	0
Healthy	0	0.05928	0		56.19211	1.61862	13.23779	0	2.26482	0	0.07753	0.05928	0	0
Healthy	0	2.31551	0.00282		26.13212	6.05667	2.01818	11.0573	0	33.7754	1.2382	2.31551	0	0.00282
Healthy	0.33099	0	0		27.17957	63.67515	0	0	0.03273	0.29473	0	0	0	0
Healthy	1.41234	0.27622	0.00398		20.77593	15.88302	0.06715	2.34656	0.07643	21.0891	0.84119	0.27622	0.45049	0.00398
Healthy	0	0.1381	0		41.09319	0.7702	0.16289	16.6374	0.08411	0	0.00528	0.1381	0	0
Healthy	0	0.02411	0.00278		48.09754	6.94567	0.03111	0.72089	0.78648	0	0.01092	0.02411	0	0.00278
Healthy	4.52767	0.04917	0		68.38534	5.06293	0	0	5.77917	0	0	0.04917	0	0
Healthy	0	0.10263	0.13799		14.88895	28.73826	0.14639	0	0	0.86242	0.6235	0.10263	1.67791	0.13799
Healthy	9.01964	0.6677	0		54.5794	0.82049	1.06555	6.91086	0.25334	0	0.34156	0.6677	0	0
Healthy	0	1.90188	0		40.23586	17.27238	0.28402	0.00242	7.42489	0	0	1.90188	0	0
Healthy	0	0	0		22.08317	65.87162	0	0	0	0	0.41372	0	0	0
Healthy	0.11694	0.08397	0		73.68848	2.08998	0	0.7359	0	0	0	0.08397	0	0
Healthy	1.48551	0	0		56.66584	14.16528	0	0	0	0	0	0	0	0
Healthy	10.3765	0	0.03446		66.0405	8.27072	0	0.39843	0.9357	0	0.03583	0	0	0.03446
Healthy	0	0	0		83.87272	1.32739	0	0.0783	0.08668	0.64288	0	0	0	0
Healthy	0	0.47577	0		17.06408	5.06566	20.6834	2.24224	0.03469	0.15967	1.7809	0.47577	1.48207	0
Healthy	0.03457	0.90813	0.22496		8.57035	27.34738	0	7.77762	0.01024	1.26732	0.22328	0.90813	0	0.22496
Healthy	0	0.22514	0		64.20095	13.98577	0	0	0.17644	0	0.05866	0.22514	0	0
Healthy	0	0.04907	0		63.86722	24.0631	0	0	3.11279	0	0.0698	0.04907	0	0
Healthy	0	0.15957	0		48.07006	27.48449	0	0.39701	3.63923	0	0	0.15957	0.03543	0
Healthy	0.09438	0.40995	0		54.23068	13.37072	0.01432	0.07548	1.97267	0.02199	0	0.40995	0.04257	0
Healthy	4.08775	1.24633	0.05677		70.25471	6.46265	0.16723	0.38122	0.59767	0	0.38988	1.24633	0.00389	0.05677
Healthy	3.08138	0.72701	0		45.1154	0.60571	0.38987	0.16296	0.00697	0	0.55076	0.72701	0.09795	0
Healthy	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	2.75872	0.01982	0.16076		19.53796	19.45555	1.22222	4.30812	0.02732	0	0.06788	0.01982	0	0.16076
Healthy	0	0	0		38.80998	6.93683	0	0.11184	0.01398	0	0.77904	0	0	0
Healthy	0	0	0		54.92835	14.04673	0.64108	2.78327	0.00676	0	0.09846	0	0	0
Healthy	0	0.31421	0.0211		0.80423	36.59994	2.20922	0.53897	0	0	0.00238	0.31421	0	0.0211
Healthy	0	0.15552	0		64.91261	18.6768	0	0	1.17066	0	0.06491	0.15552	0	0
Healthy	0	4.43335	0		11.14039	53.52788	0	0	0	0	0	4.43335	7.31724	0
Healthy	2.36018	0	0		17.47557	38.05593	0.13314	0	0.06232	0.17103	0.05921	0	0.12693	0
Healthy	0.14194	1.94618	0		42.65315	6.36115	34.1359	0	0	0	0.22678	1.94618	0	0
Healthy	5.97819	0	0		69.9158	1.55749	0.06349	0	0.1421	0	0.04636	0	0	0
Healthy	7.49191	0.08364	0.13564		56.77236	21.9319	0.03009	0	0.05722	0	0.33608	0.08364	0	0.13564
Healthy	0	0	0		39.9845	17.3182	0	0	0.34289	0	0	0	0	0
Healthy	0	0.17906	0		52.21683	7.84216	0.01798	5.49285	0.60592	0	0	0.17906	0	0
Healthy	2.76062	0	0.04182		1.32898	13.35352	19.55129	0	0.18685	0	0	0	0	0.04182
Healthy	0.42747	0.28561	0		67.89234	2.45133	0.0414	0.5437	0.02515	0	0	0.28561	0	0
Healthy	0	0.50491	0		81.0339	3.27517	0.15643	0	0.34009	0	0.04216	0.50491	0	0
Healthy	0	1.22084	0		33.62841	17.21332	0	0.07917	0.24028	0	0.05069	1.22084	0	0
Healthy	2.88085	0	0		70.13488	5.41167	0.32147	0.1407	0.22596	0.05175	0	0	0	0
Healthy	3.86181	0	0		5.73114	23.71519	8.35865	0	0.06749	0	0.35808	0	0	0
Healthy	0.05344	0.28149	0.2005		32.57043	32.75538	0.1197	0.23083	0	0.01332	1.58635	0.28149	0	0.2005
Healthy	0	0.19707	0.05413		40.16562	7.58386	3.3964	0	0	0.1007	11.41108	0.19707	7.08862	0.05413
D011236	52.53714	9.00222	0		7.09246	16.06277	0.02921	0.98688	0.0262	0	0.01407	9.00222	0	0
Healthy	0.42182	0.11948	0		61.20648	4.24627	0	8.3248	0.25836	0	0	0.11948	0	0
Healthy	0.00317	0.35484	0		67.11219	8.3997	0.14355	0.57677	0.03423	0.01265	0	0.35484	0	0
Healthy	0	2.47695	1.77812		2.11984	24.15697	0	0	0	23.1476	3.08538	2.47695	4.61632	1.77812
Healthy	0	0	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	1.29591	0	0.01458		36.96423	20.47784	2.00589	0	0	2.2348	0	0	0	0.01458
Healthy	2.74768	0	0		74.49401	1.93607	0.4999	0	0.00596	0	0	0	0	0
Healthy	4.31984	0	0		68.79607	6.97075	0.08539	0	0.20211	0	0.02466	0	0	0
Healthy	0	0.05744	0.09574		48.33093	12.21441	0.89547	0.02151	0.08866	0	0.03925	0.05744	0	0.09574
Healthy	0	3.16693	0.32805		3.52148	24.86266	0	0	0	6.37433	6.6301	3.16693	8.10433	0.32805
Healthy	0	0	0		30.977	41.42896	0	0	0.05841	0.17672	0	0	3.58224	0
Healthy	0.0912	0.11049	0		48.79426	6.07761	0.05039	9.34841	0.51228	0	0	0.11049	0	0
Healthy	0	0.06081	0		72.78589	0.10168	0	0.23017	0.59765	0	0	0.06081	0	0
Healthy	0.79374	1.97637	3.00563		4.21911	24.82273	1.51275	4.14396	0.18294	17.9335	2.33088	1.97637	0	3.00563
Healthy	0	0	0		11.39171	71.25252	0	0	0.03331	0.35644	2.3575	0	0.5885	0
Healthy	10.2359	0.25739	0		62.92296	14.45154	0.18506	0.91657	0.90545	0	0	0.25739	0.27574	0
Healthy	1.78082	0.02177	0.01374		80.807	6.38911	0	0	1.51926	0	0.07097	0.02177	0	0.01374
Healthy	0.1913	0.60156	0.44235		33.08793	23.75074	2.89015	1.74463	0.02403	1.55278	0.02103	0.60156	0	0.44235
Healthy	0.06494	0.54417	0		48.86634	8.31313	1.65118	0	1.98335	0.06782	0.07097	0.54417	0	0
Healthy	0.08465	0.01197	0		0.64899	0.12272	0.38324	0	0	0	0.00052	0.01197	0	0
Healthy	4.77503	0.04976	0		68.09593	5.04008	0	0	5.94819	0	0	0.04976	0	0
Healthy	0.13559	0.03478	0		84.30349	1.32419	0.65903	0	0.20509	0	0	0.03478	0	0
Healthy	0	0	0		18.18298	43.20758	1.30524	0	0.13331	0	0.71517	0	0	0
Healthy	0.97369	0.11357	0.15181		37.14505	34.29336	0.45025	0	0	0	0.41766	0.11357	0	0.15181
Healthy	11.1482	3.93655	0.05489		18.48963	17.62458	0.68164	0	0.04844	0	0.97193	3.93655	0	0.05489
Healthy	0	0.09911	0.05486		70.64789	11.55756	0	0.02726	0.82778	0	1.26597	0.09911	3.68487	0.05486
Healthy	0	0.13782	0.03542		70.63958	5.79267	0.13819	0	0	0	1.24815	0.13782	0	0.03542
Healthy	0.64899	0.78456	0.05531		45.16881	17.0652	0.2193	0	0.08213	0	0.43517	0.78456	0	0.05531
Healthy	1.76947	0	0		9.76001	44.24007	0	0	0	0	0	0	0	0
Healthy	0.52356	0.05986	0.69314		14.72022	32.09735	0.03632	0.00884	0.05476	0	0.01939	0.05986	0	0.69314
Healthy	0	0.10103	0.02819		58.86491	10.15593	0	6.60676	2.38675	0	0	0.10103	0	0.02819
Healthy	0.03522	0.10848	0		31.51029	18.01655	0.18599	13.1712	0.01433	0	0.15548	0.10848	0	0
Healthy	0	0.74484	0.09399		60.9717	6.71752	0.17056	1.42643	0.07557	1.3897	0.92989	0.74484	0	0.09399
Healthy	0.03941	3.29712	0		23.71041	36.77322	0.09058	0	0.39744	0	0.04289	3.29712	0	0
Healthy	7.68997	0	0		60.37382	4.731	0.2024	0.78996	0.16598	0.95499	0	0	0	0
Healthy	0	1.25973	0		10.08932	2.89423	0.51966	0	0	1.61728	0.39765	1.25973	21.9733	0
Healthy	0	0	0		36.6444	42.44446	0	0	0	0	1.90263	0	1.82274	0
Healthy	0	1.72384	0.05282		52.35302	12.72961	0.02214	0	5.33586	0	0	1.72384	0	0.05282
Healthy	9.20021	0.18667	0		76.77429	1.67378	0.29681	0	0.03171	0	0.09813	0.18667	0	0
Healthy	12.7834	2.42663	0		9.72508	24.06938	0	0.77617	0	0	0	2.42663	0.34905	0
Healthy	0.61383	1.35538	0		26.20164	1.2228	0.11684	0.43436	0	0	0.80095	1.35538	0.00178	0
Healthy	6.79051	0.00205	0.03771		52.14534	18.06686	0.01657	0	0.00256	0.02102	0.01122	0.00205	0	0.03771
Healthy	0	1.82765	0		58.10073	6.29537	0.17989	0	0.10726	0.22386	0.02597	1.82765	0	0
Healthy	0	0.44937	0.02291		62.73642	12.60878	0.19311	0	0.40893	0.0878	4.23237	0.44937	3.47911	0.02291
Healthy	0.02918	0.07986	0.38988		44.6047	22.74829	0.1954	0	0	0	0.00276	0.07986	0	0.38988
Healthy	6.37583	0.4403	1.1973		25.1176	34.84461	0.3364	0	0.06174	0	1.75278	0.4403	0	1.1973
Healthy	0	0.51657	0		33.8182	17.44517	0	1.02691	0.86723	1.87428	1.06904	0.51657	0	0
Healthy	0.17956	0.57888	0.44489		48.77218	20.50444	0.33215	3.81688	0.07248	5.5018	1.52775	0.57888	0	0.44489
Healthy	1.00162	0	0		45.66618	19.63997	2.16888	0.02361	5.85919	0	0	0	3.38076	0
Healthy	0.18608	0.00015	0.78828		55.40129	15.48653	6.26117	0	0.04768	0	0.08529	0.00015	0	0.78828
Healthy	0	0.1557	0		59.93208	16.11202	0.08528	0	0	0	0	0.1557	0	0
Healthy	0	3.25948	0		15.04625	28.63707	0	0	0.00815	9.90092	0.09396	3.25948	0	0
Healthy	0.09928	0.00061	2.32124		0.00043	0.00652	0.00139	0	0	0	0	0.00061	0	2.32124
Healthy	0.24793	0.10501	0		61.74895	26.15425	0	0.08502	0	0.04649	0.49223	0.10501	0.31573	0
Healthy	0.88788	0	0		87.02538	2.03508	0	0	0.0663	0	0	0	0	0
Healthy	7.97666	0.13451	0.05366		40.00243	21.71029	0.4149	4.00273	0.00395	0.10475	0	0.13451	0	0.05366
Healthy	0	0.61651	0		69.9345	3.69108	0.04719	0	3.22159	0.03287	0.15468	0.61651	0	0
Healthy	0	3.17693	0		1.69901	41.48752	3.31039	0	0	4.2977	0.27113	3.17693	0	0
Healthy	1.16941	0.00146	0.00107		7.07781	3.5514	13.2784	0	0	0	0.25955	0.00146	0	0.00107
Healthy	0	1.57943	0.0398		18.15599	6.44607	0	6.12412	0.09712	13.9454	4.1505	1.57943	0	0.0398
Healthy	3.74943	0	0		31.09353	16.43337	0	0	0.02116	0.00137	0.80942	0	0	0
Healthy	0	0	0		34.03256	44.99545	0	0.02874	0.06265	0	0.15933	0	0	0
Healthy	11.6699	0.88896	0		43.90234	15.11769	0	0.16635	0.50874	0	0	0.88896	0	0
Healthy	0	3.14423	0		44.18122	21.0963	0.37948	0.30671	2.08788	0	0	3.14423	0	0
Healthy	1.08517	0.06253	0		57.07879	4.43741	0.47996	0	0	0	0.16744	0.06253	0	0
Healthy	1.78806	0.06563	0		60.22977	11.48591	0.00187	0.12189	3.9968	0	0.06249	0.06563	0	0
Healthy	1.40664	1.7676	0		44.66737	7.46247	0.3293	1.76195	0	0	0	1.7676	3.0235	0
Healthy	0	0.66852	0		70.99113	3.77322	0	0	3.17425	0.00549	0.16934	0.66852	0	0
Healthy	4.77156	0	0		65.52501	13.63746	2.5774	0	1.2262	0	0	0	0	0
Healthy	2.19395	0.04024	0		6.72201	3.57708	0	5.72931	0.15351	0	0	0.04024	0	0
Healthy	0.14577	0.06166	0		82.77682	1.51089	0.65567	0	0.20969	0	0.0048	0.06166	0	0
Healthy	0	1.03785	0		48.8312	30.06569	0.64983	0	0.2026	0	0.24078	1.03785	0	0
Healthy	26.32203	0.85292	0.13814		13.88629	13.58218	0	0	0.08663	0	0.05364	0.85292	1.47182	0.13814
Healthy	0.74905	0.32292	0		5.27426	0	7.80416	0	2.11858	0	0	0.32292	0	0
Healthy	0	0.36859	0		66.74774	9.33014	0.13705	0.57433	0.02559	0	0	0.36859	0	0
Healthy	2.39409	3.1382	0		20.72115	7.42724	3.8309	0	0	0	4.17113	3.1382	3.42044	0
Healthy	0.00334	0	0		3.44375	0.00403	68.4318	0	0	0	0	0	0	0
Healthy	0	0	0		86.56075	3.61913	1.8811	0	0.10956	0	0.03454	0	0	0
Healthy	0.56034	0	0		53.36043	12.11788	1.01719	14.0475	2.49682	0.7039	0	0	0.8408	0
Healthy	3.21089	0.23605	0.08095		17.23018	16.92836	0.16837	3.3765	0.2307	1.12322	0.6541	0.23605	0.66077	0.08095
Healthy	8.19234	0.03229	0		66.47609	6.42588	0.37765	0	0.25885	0	0.12519	0.03229	0	0
Healthy	0.24402	0.01033	0.06926		70.42368	16.59155	0.48435	0	0	0	0.7594	0.01033	0	0.06926
Healthy	4.17101	0	0		68.90809	4.84184	0.03274	0.00134	0.21604	0	0.00494	0	0	0
Healthy	0.02147	1.71055	0.09393		13.65642	17.07274	1.0772	0.26842	0.36818	0.47405	0.04006	1.71055	2.90329	0.09393
Healthy	0.99936	6.42193	0.0046		23.31875	0.0274	0.11866	0	0	0	0	6.42193	0	0.0046
Healthy	0	0	0		86.2202	3.30101	1.59267	0	0.07533	0	0.07695	0	0	0
Healthy	10.84798	0	0		67.27463	2.28023	1.05383	0	0	0	0	0	0	0
Healthy	0.02915	7.6329	0		9.46394	18.21155	12.2714	0	0	3.54756	3.46982	7.6329	0	0
Healthy	1.99799	23.59345	0.11519		2.87834	5.07049	0.13135	1.48707	0.20286	0	1.27752	23.59345	0	0.11519
Healthy	0	0	0		91.68174	0.6148	4.26379	0.56621	0	0	0	0	0	0
Healthy	1.19992	0.03332	0		84.63343	3.27182	0.01829	0	0	0	0.19433	0.03332	0	0
Healthy	4.22462	1.89771	0		12.57045	33.2969	0	1.62563	0	0	1.01374	1.89771	0	0
Healthy	4.85572	0.01359	0		75.06792	1.2544	0	0	0.57478	0	0	0.01359	0	0
Healthy	0.00232	0.43282	0.00207		63.95996	9.70855	0.05201	0.04037	0.0407	0	0.01492	0.43282	0	0.00207
Healthy	8.44491	0.41958	0		0	11.32128	0.92446	0	0	4.13628	0	0.41958	0	0
Healthy	6.11977	0	0		68.88568	1.66774	0.11185	0	0.14325	0	0.04199	0	0	0
Healthy	0.02344	0.04561	0		79.02282	2.17026	0	0	4.8789	0	0	0.04561	0	0
Healthy	0.00073	0.14832	0		39.54577	32.47289	0	0	0.07111	0.14722	0.777	0.14832	0.65041	0
Healthy	0	0	0		27.5197	21.91208	0	2.15259	0	0	0	0	0	0
Healthy	0.31742	0.09504	0.1086		53.1593	23.91447	0.32116	0.20079	0.19696	0.40155	1.41539	0.09504	0	0.1086
Healthy	0	0	0		48.5162	0	0	0	0	0	18.4171	0	0	0
Healthy	0	2.72864	0.05371		2.98891	30.40498	0	0.68396	0	28.5491	5.41414	2.72864	2.76683	0.05371
Healthy	9.25559	0.03996	0		60.54547	2.20248	6.83977	0.76509	1.64958	0	0	0.03996	0	0
Healthy	0.26595	0.00136	0.01412		28.75621	28.16387	4.50425	0	0.24406	0	1.10707	0.00136	0	0.01412
Healthy	0.00126	1.40574	0		56.71773	6.5284	0.00197	12.5435	0.06549	0	0.09827	1.40574	0	0
Healthy	0	0.04754	0.1366		56.3158	5.33268	0.54718	0	0.07737	0	0.26229	0.04754	0	0.1366
Healthy	2.64705	1.51622	0		13.4359	0.43166	10.6608	43.6005	0.25924	0	0.14481	1.51622	0	0
Healthy	6.27789	0	0		67.86751	5.0469	0	0	0.18679	0	0.26754	0	0	0
Healthy	0	0	0		80.98922	13.15953	0	0	0	0	0.54431	0	0	0
Healthy	6.5835	0.03886	0		25.67731	28.08165	0.11367	0	0	0	0.01602	0.03886	0	0
Healthy	3.46228	0.13239	0		88.6322	1.14033	0.56958	0	0.14938	0	0.03905	0.13239	0	0
Healthy	2.2014	0.03749	0.30605		39.09706	22.08237	0.02186	0.0088	0.43338	1.80177	0.00311	0.03749	0	0.30605
Healthy	0.7081	0.25563	0.03649		33.77516	25.5751	1.67072	0.02447	1.44155	0	0.0174	0.25563	2.87235	0.03649
Healthy	2.40528	0.59547	0		19.08522	26.99593	1.16394	0	0	0	0	0.59547	0	0
Healthy	0.63203	0.16482	0		59.1091	1.94154	0.63187	1.3283	0.00034	0.09868	9.17023	0.16482	0.16438	0
Healthy	0.04508	0.37042	0.07371		22.5582	3.32933	0.1574	0	0.06068	1.18226	0	0.37042	12.2744	0.07371
Healthy	0	0	0		37.53204	31.77801	0	0	0	0	0	0	0	0
Healthy	0.30932	0.40764	0		58.43814	1.10321	26.9499	0	0	0	0	0.40764	0.14244	0
Healthy	0	1.94761	0		23.76198	27.46447	2.05602	0.91401	0.01164	0.05073	5.69895	1.94761	2.42624	0
Healthy	0.03754	0.12726	0.05048		32.36471	15.92555	0.05333	3.33406	0.44306	2.30841	0.00172	0.12726	0	0.05048
Healthy	13.0178	8.66768	0		14.68862	13.78159	0.79854	0	0	0	0.43137	8.66768	0	0
Healthy	0.04557	0.07901	0		34.07345	44.80996	0.00111	0	0.26789	0.1068	0.04628	0.07901	0	0
Healthy	5.43514	0.33759	0.23092		18.82843	43.58366	0.97821	0.16201	0.0713	0	0.4229	0.33759	0	0.23092
Healthy	0.01113	3.98303	0.33081		17.09535	16.57425	1.57204	0	0.35405	0	0.10672	3.98303	0.01541	0.33081
Healthy	3.52687	0.02564	0.11079		45.17916	10.51045	0.28333	0.77287	0.0718	0	0.00601	0.02564	0	0.11079
Healthy	0	0	0		19.82885	28.20531	0.32094	0	0	0	0.32882	0	0.58507	0
Healthy	0	0	0		92.4096	1.78141	0.12318	1.88348	0.56352	0	0	0	0	0
Healthy	0	0	0		10.12874	46.8281	0	0	0	0	0	0	0	0
Healthy	0	1.42651	0.00678		35.57313	37.47046	0.02843	0	0.07387	0	0.0976	1.42651	0	0.00678
Healthy	0	0	0		71.11603	2.51416	2.10645	0	0.36472	0	0	0	0	0
Healthy	0	1.73064	0		42.51095	6.08218	0	2.90132	0.37614	8.00768	0	1.73064	0.02402	0
Healthy	0.77647	0.22175	0		69.65916	6.5257	0.04956	0	2.39395	0	0.03155	0.22175	0	0
Healthy	5.66652	0.06109	0		66.71053	3.96175	0	0	0.36518	0	0.01371	0.06109	0	0
Healthy	1.53411	0.15245	0.29259		38.67925	18.45423	0.38672	0.03767	0.04876	0	0.53843	0.15245	0	0.29259
Healthy	0.5334	0.20077	0		58.1287	6.48448	0	8.45768	0.43898	0	0	0.20077	0	0
Healthy	0.00662	0.00705	0		2.69883	1.31161	45.18777	0	0	0	0.00517	0.00705	0	0
Healthy	0	3.54521	0		38.60053	24.39424	0	0	0.07105	0.34226	0.61656	3.54521	3.3537	0
Healthy	0.47986	0.09404	0.03863		27.58095	9.03548	2.53386	0	0.01572	0	0.48128	0.09404	0	0.03863
Healthy	0	0.12827	0		69.24905	0.938	0.0346	0	0.04389	0.0287	0.49665	0.12827	0	0
Healthy	1.12556	0.05531	0		30.23467	47.81394	0.09831	0.03824	0.40048	0.15533	0.00459	0.05531	0	0
Healthy	1.52137	0.16911	0.01833		67.07015	3.50565	5.66234	0.13672	0.01289	0	0.04044	0.16911	0	0.01833
Healthy	0.34107	0.00102	0.14947		43.44494	3.27068	12.1613	0	0	0	0	0.00102	0	0.14947
Healthy	4.25651	1.32217	0.07101		45.52648	20.51761	0.10287	0	0.27995	0	0.12586	1.32217	0	0.07101
Healthy	0	0.46891	1.22097		29.04447	32.39544	13.76728	3.57716	0	0	1.28783	0.46891	2.64687	1.22097
Healthy	2.33123	0	0.01142		95.28645	0.98278	0.0347	0.03461	0	0	0	0	0	0.01142
Healthy	0.01386	1.09846	0.25031		29.61175	21.77925	0.05633	0.05854	0.01224	3.24923	0.05169	1.09846	0	0.25031
Healthy	0	0	0		19.55294	50.37572	0	0	0	0	13.73408	0	0	0
Healthy	6.37939	0	0		10.76329	32.93799	0	0.50632	0.28424	1.09162	0	0	0	0
Healthy	0	0.26306	0		63.77627	14.62348	0	0	0.18366	0	0.08664	0.26306	0	0
Healthy	11.24915	0	0		65.94764	2.23369	1.0543	0	0	0	0	0	0	0
Healthy	0	0	0		37.37198	12.17318	0.41401	2.41684	8.5763	0.29309	0	0	0.95102	0
Healthy	8.52248	0.17924	0		68.43482	1.85708	10.5734	0	0.19095	0	0	0.17924	0	0
Healthy	0.34951	0.31033	0		68.7675	2.22832	0.05757	0.56418	0.0053	0	0	0.31033	0	0
Healthy	0	0.82384	0.16005		21.83488	22.07464	1.82178	0.86309	1.30819	1.42082	0	0.82384	0	0.16005
Healthy	0.66822	0	0		73.45565	8.98104	0	0.50523	0.02651	0	0	0	0	0
Healthy	0.04725	0.17756	0.10197		37.03071	36.07128	0.0198	0.233	0.15659	0	1.51191	0.17756	0	0.10197
Healthy	2.81667	0	0		70.18205	5.81854	0.22338	0.11769	0.24449	0.07672	0	0	0	0
Healthy	0	0.01147	0		62.93172	12.20105	3.82164	0	0.25188	0	0	0.01147	0	0
Healthy	3.04829	0	0		79.21326	0.9112	0	0	0.28664	0	0	0	0	0
Healthy	0	0	0		53.18318	12.85301	0	0	0	0	0	0	0	0
Healthy	0	0	1.0244		60.47659	17.77409	0.84241	1.01338	0.19093	0	0	0	0	1.0244
Healthy	0.19875	0.68918	0		17.58518	33.24214	0.37935	0	0.21492	0	0.00693	0.68918	0	0
Healthy	15.2083	0.92443	0		21.73269	12.4927	0	2.56749	0	3.11355	0.06085	0.92443	0	0
Healthy	13.25199	0.14535	0.08537		50.98966	14.73325	0.22126	3.88042	0.51676	0	0.00229	0.14535	0	0.08537
Healthy	0.00808	0	0		48.94842	18.37778	0.25304	1.30576	5.40107	0.25684	0.01657	0	0.97972	0
Healthy	1.02733	0.07226	0.00125		21.50326	24.06397	1.39039	1.85173	0.01928	4.80982	0.00445	0.07226	0	0.00125
Healthy	0.05691	0.01782	0		58.55434	13.02272	0.33553	0.01715	0.56795	0	0.01523	0.01782	0	0
Healthy	0.04204	0.01945	0		78.31406	2.05964	0.01136	0	4.77802	0	0	0.01945	0	0
Healthy	0	3.2435	0		62.7212	4.06705	0.25478	0	1.80509	0	0.44122	3.2435	0	0
Healthy	10.2147	0.20942	0		39.76246	31.72952	0.16617	0.03737	0.07473	0	1.8409	0.20942	0	0
Healthy	4.40278	0.01272	0.22672		73.22391	2.51772	2.07897	2.26273	0	0	0.19041	0.01272	0	0.22672
Healthy	9.26894	0.22134	0		76.77715	1.70965	0.2582	0	0.02751	0	0.07751	0.22134	0	0
Healthy	3.15084	0	0		79.07153	0.89442	0	0	0.22611	0	0	0	0	0
Healthy	0.47951	0.05649	0		8.99304	18.1056	0	40.4449	0.00119	0	0.45199	0.05649	0	0
Healthy	0.01454	1.93649	0.60795		28.36889	20.9383	0.02079	0	0.02591	0	0.01447	1.93649	0	0.60795
Healthy	0	0.12516	0		60.15458	1.93883	0.1795	4.46162	0.25595	0.1863	0	0.12516	0	0
Healthy	0	0.51366	0		51.11411	15.08547	0	2.61066	1.03976	1.78079	0	0.51366	0.016	0
Healthy	0.06266	0.23238	0		70.28682	6.21972	0	0	8.38667	0	0	0.23238	0	0
Healthy	0.04425	0	0.00535		56.74984	20.8684	0.05856	0	0.0185	0	0	0	0	0.00535
Healthy	3.40948	0.1649	0		88.62397	1.17715	0.56422	0	0.12662	0	0.0253	0.1649	0	0
Healthy	0	0	0		80.99515	12.18986	0	0	0	0	0.54065	0	0	0
Healthy	0.01779	0.17727	0		23.65521	18.03954	3.51301	0.08205	0	0.40579	0.07104	0.17727	0	0
Healthy	0.02171	0.01319	0.01534		61.74899	6.43528	0.21163	0	0.25117	0	0.03106	0.01319	0	0.01534
Healthy	2.77942	1.53604	0		13.47813	1.54812	9.43602	43.1425	0.25347	0	0.14455	1.53604	0	0
Healthy	8.10882	0.04026	0		66.37974	6.16934	0.21117	0	0.20873	0	0.12244	0.04026	0	0
Healthy	0	0	0.00348		43.4764	8.69614	0.05697	0.09713	0.05543	3.40764	0.05141	0	0	0.00348
Healthy	15.6181	0.80836	0		53.92823	3.99133	0	0	0.30648	0	0	0.80836	0	0
Healthy	0	0.06791	0		64.38419	23.60327	0	0	3.10465	0	0.06926	0.06791	0	0
Healthy	6.29626	0	0		70.43552	4.77259	0	0	0.19376	0	0.28527	0	0	0
Healthy	4.83567	0.37339	0.14061		22.27282	19.09712	0.34845	0	0.21194	0	0.00711	0.37339	0	0.14061
Healthy	0	0	0		20.08361	25.78643	0.38983	1.91184	0	0.93713	0	0	0	0
Healthy	0	0	0.63379		28.22264	42.80357	0	1.18777	0.24439	0	0.68724	0	0	0.63379
Healthy	23.01613	0	0		0	6.7886	5.37237	0	0.38073	0	0.10316	0	0	0
Healthy	4.79202	0.21324	0		37.96806	13.74035	0.09209	0.41479	1.96708	0	0.02873	0.21324	0	0
Healthy	0	0.63296	0		9.45133	0.45006	0	0.14167	0.28988	0	0	0.63296	0	0
Healthy	0.20928	0.00834	0		27.59638	3.90423	10.8525	1.51175	0	0	0.16034	0.00834	0	0
Healthy	0	0	0		67.46187	12.90259	0	0.11617	0	0.05074	0	0	0	0
Healthy	2.66473	0	0		74.40626	1.97085	0.46619	0	0.00302	0	0	0	0	0
Healthy	11.20444	0	0		67.35244	2.31882	0.93913	0	0	0	0	0	0	0
Healthy	0	0.90307	0		32.89581	13.71353	0.1783	0	0	0	1.25465	0.90307	2.67546	0
