group	Lachnospirales	Oscillospirales	Actinomycetales	Coriobacteriales	Verrucomicrobiales	Acidaminococcales	Erysipelotrichales		Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales
Healthy	4.17975	6.84759	5.38755	0.68907	6.91658	0	0.24125		45.12407	4.17975	6.84759	5.38755	6.91658	0.26698	0	0.24125	0.68907	0
Healthy	46.9449	9.22079	4.06155	0.37538	0	0	1.24965		18.2337	46.9449	9.22079	4.06155	0	0.08659	0	1.24965	0.37538	0
Healthy	4.93507	0.00146	43.01117	13.65264	0.54962	0	0.08468		19.29977	4.93507	0.00146	43.01117	0.54962	0	0	0.08468	13.65264	0
D009765	23.58651	14.36258	2.91344	1.1713	5.36779	0	1.772		4.74642	23.58651	14.36258	2.91344	5.36779	0.06607	0.2153	1.772	1.1713	0
Healthy	1.1232	1.41173	0	0.13159	0	0	0.03294		88.69313	1.1232	1.41173	0	0	0.12364	0	0.03294	0.13159	0
Healthy	4.78335	3.48996	0.00501	0	0	0	0.02227		68.76387	4.78335	3.48996	0.00501	0	0.22215	0	0.02227	0	0
Healthy	3.20027	3.80032	0.63734	0.18241	0	0	0.16376		76.80037	3.20027	3.80032	0.63734	0	0.24043	0	0.16376	0.18241	0
Healthy	4.68736	4.59305	0	0.20699	0	5.04781	3.86344		74.61544	4.68736	4.59305	0	0	0	0	3.86344	0.20699	5.04781
Healthy	0	0	82.27235	0.01783	0	0	0.05897		0.00098	0	0	82.27235	0	0	0	0.05897	0.01783	0
Healthy	18.0677	29.11082	0.28799	0.10737	0	0	0.01473		29.7614	18.0677	29.11082	0.28799	0	0	0.14883	0.01473	0.10737	0
Healthy	23.78686	24.08144	1.0323	0.21404	0.78058	0.07379	0		20.81371	23.78686	24.08144	1.0323	0.78058	0	0	0	0.21404	0.07379
Healthy	17.02541	1.3687	0.09429	0.01329	0.83682	0	0.08408		65.38115	17.02541	1.3687	0.09429	0.83682	1.01387	0	0.08408	0.01329	0
Healthy	2.90274	3.84708	0.65029	0.15168	0	0	0.15339		76.64969	2.90274	3.84708	0.65029	0	0.27881	0	0.15339	0.15168	0
Healthy	11.07682	0.26172	0	0	0	0	0		85.3343	11.07682	0.26172	0	0	0	0	0	0	0
Healthy	1.79869	3.82854	1.12602	0.14674	3.49832	0	0		79.53804	1.79869	3.82854	1.12602	3.49832	0.66299	0	0	0.14674	0
Healthy	10.52948	3.83794	0.00479	0.02408	0	0	0.79394		68.81317	10.52948	3.83794	0.00479	0	0.59019	0	0.79394	0.02408	0
Healthy	25.01244	28.03972	0	0	0	0	5.53233		8.87961	25.01244	28.03972	0	0	0	0	5.53233	0	0
Healthy	3.72808	9.25991	0.79582	0.51706	0	0	0.17047		68.07938	3.72808	9.25991	0.79582	0	3.16566	0.0157	0.17047	0.51706	0
D009765	4.19816	5.51416	1.29948	0.16976	3.51567	0	0.48957		26.16026	4.19816	5.51416	1.29948	3.51567	0.52981	0	0.48957	0.16976	0
Healthy	13.24522	8.15806	26.32632	0.15421	0	0	0.61706		42.32132	13.24522	8.15806	26.32632	0	0.0302	0	0.61706	0.15421	0
Healthy	13.04614	2.26563	0.42654	0.26112	0	0	0		17.13393	13.04614	2.26563	0.42654	0	0	0	0	0.26112	0
Healthy	16.41367	31.53326	0	0	0	0	0.83493		31.18262	16.41367	31.53326	0	0	0.01848	0	0.83493	0	0
Healthy	9.68889	5.93399	1.42318	0.33535	0.613	0	0		66.94484	9.68889	5.93399	1.42318	0.613	0.03135	0	0	0.33535	0
Healthy	4.22227	0	19.4366	0	0	0	0		29.09236	4.22227	0	19.4366	0	0	0	0	0	0
D009765	55.80819	6.25086	1.34886	0.96372	0.55423	0.0488	0.0021		18.98493	55.80819	6.25086	1.34886	0.55423	0.81483	0	0.0021	0.96372	0.0488
Healthy	0.93925	1.68072	0.06069	0	0	0	0		78.30171	0.93925	1.68072	0.06069	0	0.24272	0	0	0	0
Healthy	1.93123	4.22161	0.08437	0.07146	0.07494	0.0076	0.1176		11.19898	1.93123	4.22161	0.08437	0.07494	0.03776	0.5247	0.1176	0.07146	0.0076
Healthy	1.78451	3.63177	1.03817	0.16928	3.31364	0	0		77.72654	1.78451	3.63177	1.03817	3.31364	0.61221	0	0	0.16928	0
Healthy	28.71503	9.25393	8.5171	0.60692	0.20848	1.37754	0.03863		3.41382	28.71503	9.25393	8.5171	0.20848	0.11923	1.88674	0.03863	0.60692	1.37754
Healthy	6.16773	2.69441	0.11551	0.02603	0	0	0.10789		65.93321	6.16773	2.69441	0.11551	0	0.23837	0	0.10789	0.02603	0
Healthy	16.81433	7.55835	0.17431	0.26738	2.41126	9.85721	3.98076		50.38809	16.81433	7.55835	0.17431	2.41126	0.61436	0.36668	3.98076	0.26738	9.85721
Healthy	47.57206	4.1084	0.51653	0.15496	0.00398	0	0.018		41.31056	47.57206	4.1084	0.51653	0.00398	0.51012	0.54224	0.018	0.15496	0
Healthy	23.82442	17.18606	0.31313	0.12646	0	0	0.08439		46.81643	23.82442	17.18606	0.31313	0	0.47825	0	0.08439	0.12646	0
Healthy	0.01354	0	0.46948	0	0	0	0		1.1413	0.01354	0	0.46948	0	0	0	0	0	0
Healthy	2.8685	9.57089	29.83937	3.12873	0	0.09753	0.01656		25.0087	2.8685	9.57089	29.83937	0	2.0569	0	0.01656	3.12873	0.09753
Healthy	1.94569	0.0065	0.04196	0.15188	0	0	0		68.47564	1.94569	0.0065	0.04196	0	0.15486	0	0	0.15188	0
Healthy	33.84257	7.72477	0.71941	0.02948	2.723	0	0.58298		40.52547	33.84257	7.72477	0.71941	2.723	0.00493	0	0.58298	0.02948	0
Healthy	1.03188	1.47528	0.07404	0	0	0	0		79.12686	1.03188	1.47528	0.07404	0	0.20149	0	0	0	0
Healthy	5.9834	9.74863	1.08945	0.33845	0.00243	0	0.44223		33.81915	5.9834	9.74863	1.08945	0.00243	1.89767	0.01245	0.44223	0.33845	0
Healthy	32.32899	4.51891	1.52191	0.44865	3.38392	2.61039	1.27898		29.0804	32.32899	4.51891	1.52191	3.38392	0.00054	0	1.27898	0.44865	2.61039
Healthy	43.51158	14.40262	0.95772	0.34871	0.18866	0	0.41512		19.28679	43.51158	14.40262	0.95772	0.18866	0.07638	0	0.41512	0.34871	0
Healthy	5.22437	6.87674	0.48315	0.27309	0.39541	0	0.09088		80.16345	5.22437	6.87674	0.48315	0.39541	1.78378	0	0.09088	0.27309	0
Healthy	8.2559	43.21165	3.26327	0.02224	0	0	0.72617		6.89033	8.2559	43.21165	3.26327	0	0	0	0.72617	0.02224	0
Healthy	50.66676	2.78792	0	0	0	0	0		33.00049	50.66676	2.78792	0	0	0	0	0	0	0
D009765	27.99637	6.49177	0	0.08431	4.67569	2.21075	3.9389		44.99495	27.99637	6.49177	0	4.67569	0.04475	0	3.9389	0.08431	2.21075
Healthy	2.04636	6.23739	0.02526	0	0	0	0		75.20939	2.04636	6.23739	0.02526	0	0.0101	0	0	0	0
Healthy	40.42364	12.19348	0.1663	0.20292	0	2.71212	2.12442		29.43695	40.42364	12.19348	0.1663	0	0	0	2.12442	0.20292	2.71212
Healthy	14.28705	2.90412	1.01154	0.23937	0	0	0.07307		63.74342	14.28705	2.90412	1.01154	0	0.20185	0	0.07307	0.23937	0
Healthy	2.37799	13.15061	0.46311	0.05552	0	0	0.00271		1.43077	2.37799	13.15061	0.46311	0	0	0	0.00271	0.05552	0
Healthy	1.38443	3.16463	3.61327	0	0.04141	0	0		84.12676	1.38443	3.16463	3.61327	0.04141	0.07126	0.64842	0	0	0
D009765	7.88494	10.0859	0	0	0.54244	0	6.75579		45.05313	7.88494	10.0859	0	0.54244	0	2.97469	6.75579	0	0
Healthy	35.94321	14.00589	1.82008	0.96145	0	0	0.01483		38.09116	35.94321	14.00589	1.82008	0	0.05113	0	0.01483	0.96145	0
Healthy	1.05789	5.01295	0.13274	0.10424	0	0	0.57787		68.80393	1.05789	5.01295	0.13274	0	0.04411	0.02171	0.57787	0.10424	0
Healthy	10.95027	13.84262	0.6608	0.06807	0.11004	0	0.04252		60.06032	10.95027	13.84262	0.6608	0.11004	4.0669	0	0.04252	0.06807	0
Healthy	37.21339	4.58421	0	8.15641	0	0	25.55796		0.76561	37.21339	4.58421	0	0	0	0.17091	25.55796	8.15641	0
D009765	9.64543	12.03097	26.8371	19.96574	1.33118	0	0.81944		7.41655	9.64543	12.03097	26.8371	1.33118	0.00182	0.35135	0.81944	19.96574	0
Healthy	45.74613	3.49138	0	0.02401	1.03035	0	0		37.89758	45.74613	3.49138	0	1.03035	0	0	0	0.02401	0
Healthy	13.62916	21.21244	0	0	8.13813	1.14845	0		40.50803	13.62916	21.21244	0	8.13813	5.28431	1.63817	0	0	1.14845
Healthy	18.17691	1.67582	57.6102	4.15738	0	0	0		2.17972	18.17691	1.67582	57.6102	0	0	0	0	4.15738	0
Healthy	18.11828	15.13874	2.95461	1.57254	5.63179	0	1.65467		11.40218	18.11828	15.13874	2.95461	5.63179	0.27033	29.7857	1.65467	1.57254	0
Healthy	33.80655	17.86195	3.99569	1.85891	0	0.19732	1.13343		1.80623	33.80655	17.86195	3.99569	0	0	6.50444	1.13343	1.85891	0.19732
Healthy	9.64494	0	0.07308	0.00202	0.01106	0	0		5.01413	9.64494	0	0.07308	0.01106	0.11928	0	0	0.00202	0
Healthy	2.41671	6.28902	0.51766	0	0	0	0		82.28787	2.41671	6.28902	0.51766	0	0.34203	0	0	0	0
Healthy	1.23727	10.89159	1.25931	1.33107	0.45078	0.02331	0.79051		26.52757	1.23727	10.89159	1.25931	0.45078	0	0	0.79051	1.33107	0.02331
Healthy	12.05536	14.68136	0.34112	0.13419	9.74943	9.98782	4.57336		24.56073	12.05536	14.68136	0.34112	9.74943	0.74913	1.32234	4.57336	0.13419	9.98782
Healthy	7.22272	33.65296	8.09974	0.24702	12.8595	0	0.42037		24.10094	7.22272	33.65296	8.09974	12.8595	0.00204	0	0.42037	0.24702	0
Healthy	13.23945	6.12078	3.05761	0.15891	0.30965	0.05746	0		44.7532	13.23945	6.12078	3.05761	0.30965	0.46085	1.04605	0	0.15891	0.05746
Healthy	66.22781	2.2896	0.0143	0	0.0562	0	0		20.0003	66.22781	2.2896	0.0143	0.0562	0.13516	0.23708	0	0	0
Healthy	2.12552	0	0.0615	0.26925	0	0	0		65.68526	2.12552	0	0.0615	0	0.16476	0	0	0.26925	0
Healthy	17.20119	16.08651	3.2774	0.89955	0	0	0.0312		36.6243	17.20119	16.08651	3.2774	0	0.02559	1.54807	0.0312	0.89955	0
Healthy	0.85315	9.89985	3.03875	0.19398	17.0962	0	0		42.05245	0.85315	9.89985	3.03875	17.0962	0.05053	0	0	0.19398	0
D009765	28.72491	5.55443	1.13252	5.38464	0.00523	0	0.0083		7.93046	28.72491	5.55443	1.13252	0.00523	0	0	0.0083	5.38464	0
Healthy	11.90903	16.08456	7.07489	1.0318	6.26157	0.84924	0.12935		50.63919	11.90903	16.08456	7.07489	6.26157	0.61263	0	0.12935	1.0318	0.84924
D009765	8.0238	4.85799	0.37057	1.19609	0.09211	4.03803	1.46572		50.76249	8.0238	4.85799	0.37057	0.09211	0.5399	0	1.46572	1.19609	4.03803
Healthy	67.53258	1.58312	0.37323	0.30962	0.97681	0	0.10129		14.97199	67.53258	1.58312	0.37323	0.97681	0.05362	0.20096	0.10129	0.30962	0
Healthy	22.25297	5.56613	0	0	3.44662	0	0		62.39454	22.25297	5.56613	0	3.44662	0.23867	0	0	0	0
D009765	46.15649	9.36512	1.88501	2.23887	0.9255	0	0.13971		21.602	46.15649	9.36512	1.88501	0.9255	0	0	0.13971	2.23887	0
Healthy	22.48144	29.08696	0.76322	3.15356	0	0	0		14.80192	22.48144	29.08696	0.76322	0	0.00905	0	0	3.15356	0
Healthy	23.47553	4.31564	0	0.10238	0	0	0.05946		63.75558	23.47553	4.31564	0	0	3.18684	0	0.05946	0.10238	0
Healthy	6.95043	6.76881	0	0.10066	0.23935	0	0.47791		76.12359	6.95043	6.76881	0	0.23935	2.22896	0	0.47791	0.10066	0
Healthy	7.28304	8.66665	3.07362	1.70138	2.97615	0.04922	0.05659		58.29386	7.28304	8.66665	3.07362	2.97615	0.10273	0.46428	0.05659	1.70138	0.04922
Healthy	14.92994	4.30093	21.2793	2.85199	2.37576	0	0.24835		39.61486	14.92994	4.30093	21.2793	2.37576	0.22719	0	0.24835	2.85199	0
Healthy	30.20134	4.1898	0.97306	0.19324	0	0	0		32.17545	30.20134	4.1898	0.97306	0	0.04808	0	0	0.19324	0
Healthy	5.17485	1.9936	0.01482	0.01072	0.22535	0	0.00122		88.0674	5.17485	1.9936	0.01482	0.22535	0.22475	0	0.00122	0.01072	0
Healthy	2.46066	0	0.82179	0.0043	0	0	7.76651		0	2.46066	0	0.82179	0	0	0	7.76651	0.0043	0
Healthy	4.75141	6.64436	0	0	0.55879	0	0.30586		33.33184	4.75141	6.64436	0	0.55879	0.24865	0.61909	0.30586	0	0
Healthy	4.15218	4.83892	0.01719	0.69773	7.17593	0	0.34667		53.86058	4.15218	4.83892	0.01719	7.17593	0.3137	0	0.34667	0.69773	0
Healthy	3.34333	3.64709	0.23023	0	0	0	0.04696		86.88977	3.34333	3.64709	0.23023	0	0.06584	0	0.04696	0	0
Healthy	15.3408	3.45991	36.05758	12.13018	0	0	0.60251		11.71661	15.3408	3.45991	36.05758	0	0.12191	0	0.60251	12.13018	0
Healthy	27.08959	37.67135	8.2646	0.59504	1.05184	0	0		0.54085	27.08959	37.67135	8.2646	1.05184	0	0	0	0.59504	0
Healthy	0.65025	8.24435	0.12321	0.0565	0	0	0.03924		77.74018	0.65025	8.24435	0.12321	0	0.0695	0	0.03924	0.0565	0
Healthy	20.40805	5.9936	0.79985	0	0.01915	3.37672	0.00297		45.64945	20.40805	5.9936	0.79985	0.01915	6.0008	0	0.00297	0	3.37672
Healthy	4.07466	8.58443	5.54477	0.75693	0	0	0		57.67382	4.07466	8.58443	5.54477	0	0.00408	0.06765	0	0.75693	0
Healthy	6.0791	3.87859	0.08676	0.02708	0	0	0.11391		65.76455	6.0791	3.87859	0.08676	0	0.25391	0	0.11391	0.02708	0
Healthy	2.13014	0	0	0	0	0	0		66.63057	2.13014	0	0	0	0	0	0	0	0
Healthy	12.34446	5.70873	2.16862	0.48847	0	0	5.30426		50.22231	12.34446	5.70873	2.16862	0	0.0985	0	5.30426	0.48847	0
Healthy	9.90921	5.40856	14.13866	3.25554	12.0243	3.88389	0.41992		38.30892	9.90921	5.40856	14.13866	12.0243	0.04357	0	0.41992	3.25554	3.88389
D009765	42.40272	23.4323	3.88785	3.04452	1.97337	0	0.03288		11.94636	42.40272	23.4323	3.88785	1.97337	0	0	0.03288	3.04452	0
Healthy	4.99676	4.1442	0.39616	0	0	0	0.32041		68.23914	4.99676	4.1442	0.39616	0	0.12285	0	0.32041	0	0
Healthy	0.76244	1.72049	0.10137	0	0	0	0		78.90982	0.76244	1.72049	0.10137	0	0.19207	0	0	0	0
D009765	10.47771	13.68994	0.31335	0.15787	9.13691	10.4351	4.66144		27.66275	10.47771	13.68994	0.31335	9.13691	0.64388	1.1495	4.66144	0.15787	10.4351
Healthy	12.8107	1.06885	0	0	0	0	0		72.24672	12.8107	1.06885	0	0	0.05236	0	0	0	0
Healthy	28.09864	1.63496	4.33914	0.45468	0	0	0.00039		57.19893	28.09864	1.63496	4.33914	0	2.30897	0	0.00039	0.45468	0
Healthy	17.20017	6.63004	1.05839	0.16185	0.37933	0	2.42459		42.83065	17.20017	6.63004	1.05839	0.37933	2.11487	0.1874	2.42459	0.16185	0
Healthy	6.34398	5.32031	0.2832	0.28468	0	0	0.00853		75.8188	6.34398	5.32031	0.2832	0	0	0	0.00853	0.28468	0
D009765	30.93689	21.20154	4.76842	1.57058	0.01223	0.13018	1.18953		6.60586	30.93689	21.20154	4.76842	0.01223	0	0	1.18953	1.57058	0.13018
D009765	16.12081	14.10548	2.61664	0.52118	0.06876	0	0.68547		40.2103	16.12081	14.10548	2.61664	0.06876	0.04731	0	0.68547	0.52118	0
Healthy	8.29605	8.36896	0.14723	0.2201	5.36937	0	0		52.43783	8.29605	8.36896	0.14723	5.36937	0.62354	0	0	0.2201	0
Healthy	0	0	0	0	0	0	0		0	0	0	0	0	0.01211	0	0	0	0
D009765	9.24194	7.12546	0	0	0.05266	0	0		74.41655	9.24194	7.12546	0	0.05266	0.25739	0	0	0	0
Healthy	5.68633	4.38899	4.1951	0	0.14138	0	0		70.1103	5.68633	4.38899	4.1951	0.14138	0.28953	0.05104	0	0	0
Healthy	11.98263	9.3041	0.00492	0	0	0	0.03108		66.6534	11.98263	9.3041	0.00492	0	1.34205	0	0.03108	0	0
Healthy	11.37886	18.13435	0	1.81866	0	9.06829	1.41579		17.68292	11.37886	18.13435	0	0	0	26.08231	1.41579	1.81866	9.06829
Healthy	39.2162	5.2746	14.09391	0.96339	0.93803	0	2.04834		14.14117	39.2162	5.2746	14.09391	0.93803	0	0	2.04834	0.96339	0
Healthy	5.63958	13.89572	0	0.03142	1.9902	0	0.87368		62.20556	5.63958	13.89572	0	1.9902	0.01256	0	0.87368	0.03142	0
Healthy	13.93007	10.1189	9.62921	2.69828	0.93929	0	0.29454		26.26053	13.93007	10.1189	9.62921	0.93929	0.06826	0	0.29454	2.69828	0
Healthy	16.20853	9.06476	0.75926	0.0928	0	3.5233	1.14209		62.9306	16.20853	9.06476	0.75926	0	0.49568	0.18991	1.14209	0.0928	3.5233
Healthy	35.29333	16.58168	1.29679	0.79247	0.01273	0	0.0042		27.69067	35.29333	16.58168	1.29679	0.01273	0.14371	0.19301	0.0042	0.79247	0
Healthy	21.6172	0.30647	0.01998	0	0	0	0.1973		57.78978	21.6172	0.30647	0.01998	0	0.01799	0	0.1973	0	0
D009765	13.24996	1.07688	0.07027	0.11154	1.66985	0	0.02849		27.07294	13.24996	1.07688	0.07027	1.66985	0.68978	0	0.02849	0.11154	0
Healthy	25.78987	5.2066	1.29765	0.06641	0.70912	0	0.0268		27.36421	25.78987	5.2066	1.29765	0.70912	2.84792	0.12219	0.0268	0.06641	0
D009765	29.64379	1.59706	0.03889	0	0	0.70484	0		35.40293	29.64379	1.59706	0.03889	0	0.1354	0	0	0	0.70484
Healthy	0.46416	3.62537	0.04882	0	0	0	0		12.00093	0.46416	3.62537	0.04882	0	0	0	0	0	0
Healthy	29.92333	10.0044	0.45848	0.24232	0.09266	0	2.2273		38.84185	29.92333	10.0044	0.45848	0.09266	0.33364	0	2.2273	0.24232	0
Healthy	0	0.00751	14.05652	0	0	0	2.09396		33.69858	0	0.00751	14.05652	0	2.78928	0	2.09396	0	0
Healthy	1.62964	0	0.08801	0.25536	0	0	0		66.60307	1.62964	0	0.08801	0	0.20237	0	0	0.25536	0
D009765	35.24606	10.17256	2.45058	5.13064	4.25344	0	0.00279		2.65887	35.24606	10.17256	2.45058	4.25344	0	0	0.00279	5.13064	0
Healthy	2.74405	6.11978	0.51006	0	0	0	0		81.86447	2.74405	6.11978	0.51006	0	0.31406	0	0	0	0
Healthy	11.96373	0.57493	0	0	0	0	0.02188		79.46925	11.96373	0.57493	0	0	0.0951	0	0.02188	0	0
Healthy	7.9027	6.71099	0.0025	0.37603	0	0	0		62.17627	7.9027	6.71099	0.0025	0	10.8936	0	0	0.37603	0
Healthy	15.1352	2.98357	0.94002	0.26425	0	0	0.07825		63.06974	15.1352	2.98357	0.94002	0	0.19678	0	0.07825	0.26425	0
Healthy	23.28386	16.50335	15.75931	0.64397	1.14016	0.73373	1.96079		10.75217	23.28386	16.50335	15.75931	1.14016	0	2.1005	1.96079	0.64397	0.73373
Healthy	7.21003	6.63734	0	0.05532	0	3.87953	0.48229		70.59313	7.21003	6.63734	0	0	1.53255	0	0.48229	0.05532	3.87953
D009765	20.86688	2.60621	0	0	0	1.53909	0		67.51415	20.86688	2.60621	0	0	0.17668	0	0	0	1.53909
Healthy	20.2395	6.04915	0.91995	0	0.00741	3.29843	0		46.84148	20.2395	6.04915	0.91995	0.00741	6.08905	0	0	0	3.29843
D009765	42.03922	9.18587	0.29673	0.23543	0.03622	0.00114	1.03786		23.29765	42.03922	9.18587	0.29673	0.03622	0.0189	0	1.03786	0.23543	0.00114
Healthy	3.68588	2.46708	0	0.67356	0	0.15028	0.28883		77.11711	3.68588	2.46708	0	0	0	0.09917	0.28883	0.67356	0.15028
Healthy	24.24031	4.15006	0	0.06489	0	0	0.10293		63.5846	24.24031	4.15006	0	0	3.17786	0	0.10293	0.06489	0
Healthy	5.74172	4.70282	4.21184	0.00221	0.12769	0	0		69.81212	5.74172	4.70282	4.21184	0.12769	0.21864	0.04614	0	0.00221	0
Healthy	13.41268	0.41492	0	0	0	0	0		50.64633	13.41268	0.41492	0	0	0.04679	0	0	0	0
Healthy	3.78455	16.51085	5.63977	0.29256	0	0	0		65.95097	3.78455	16.51085	5.63977	0	0.00847	0	0	0.29256	0
D009765	45.36787	9.6844	1.91533	1.65991	1.18335	0	0.04746		21.60644	45.36787	9.6844	1.91533	1.18335	0	0	0.04746	1.65991	0
Healthy	18.5026	10.98959	0.57851	0.0799	0.06197	0.05982	0.05489		47.72311	18.5026	10.98959	0.57851	0.06197	1.02572	0	0.05489	0.0799	0.05982
Healthy	24.93779	9.54378	1.03988	0	0.15532	0	0.27959		37.35111	24.93779	9.54378	1.03988	0.15532	0.01931	0	0.27959	0	0
Healthy	28.24474	13.52064	10.4666	0.0676	1.72258	3.52824	0.03908		18.88292	28.24474	13.52064	10.4666	1.72258	0.0663	0	0.03908	0.0676	3.52824
Healthy	3.77447	4.50146	0.69198	0.62851	0	0.01197	0.17196		70.39165	3.77447	4.50146	0.69198	0	3.13304	0.0491	0.17196	0.62851	0.01197
Healthy	8.27017	1.85251	0.1777	1.07452	0.29801	15.786	5.49828		56.20077	8.27017	1.85251	0.1777	0.29801	1.46557	0	5.49828	1.07452	15.786
Healthy	18.60624	5.28947	0.63266	0.37018	0.04608	8.03447	0.23061		51.28108	18.60624	5.28947	0.63266	0.04608	0.34274	0	0.23061	0.37018	8.03447
Healthy	2.35072	2.23492	33.24468	3.86441	0	0	0.21422		10.59075	2.35072	2.23492	33.24468	0	0.02242	0	0.21422	3.86441	0
Healthy	1.05409	8.49985	0.09135	0.1632	0	0	0.51351		68.52156	1.05409	8.49985	0.09135	0	0.04949	0.02164	0.51351	0.1632	0
Healthy	1.57345	20.19104	66.5201	0.16855	0.54343	0	0		0.05532	1.57345	20.19104	66.5201	0.54343	0	0	0	0.16855	0
Healthy	35.0209	6.84112	2.49857	0.30289	2.42121	0.00678	0.92564		29.76886	35.0209	6.84112	2.49857	2.42121	0.37691	0.10495	0.92564	0.30289	0.00678
Healthy	12.5956	12.68839	0	2.12005	0	0	0		47.51386	12.5956	12.68839	0	0	7.93197	0	0	2.12005	0
Healthy	13.81218	3.20984	11.0736	0.9255	12.3298	0	1.10643		38.98485	13.81218	3.20984	11.0736	12.3298	0	0	1.10643	0.9255	0
Healthy	12.29544	20.56314	12.3667	0	0	0	0		25.5744	12.29544	20.56314	12.3667	0	0	0	0	0	0
Healthy	16.95586	9.29984	25.41046	0.22773	0	0	0.98297		31.4247	16.95586	9.29984	25.41046	0	0.06031	0	0.98297	0.22773	0
Healthy	18.9076	5.52075	0	0	0	0	0		41.24853	18.9076	5.52075	0	0	0	0	0	0	0
Healthy	14.33404	1.28104	0.94033	0.23065	0	0	0.09578		64.24216	14.33404	1.28104	0.94033	0	0.19399	0	0.09578	0.23065	0
Healthy	16.16007	26.34617	3.90675	6.27151	8.97759	0	0.13997		19.66382	16.16007	26.34617	3.90675	8.97759	0.10927	0.00026	0.13997	6.27151	0
Healthy	1.89643	6.22428	0.00905	0	0	0	0		74.59269	1.89643	6.22428	0.00905	0	0.02331	0	0	0	0
Healthy	3.11548	0	0	0	0	0	0		0	3.11548	0	0	0	0	0	0	0	0
Healthy	1.7651	0.99531	0.21094	0	1.85576	0	0		92.26106	1.7651	0.99531	0.21094	1.85576	0.54299	0	0	0	0
Healthy	1.03062	5.17935	0.21123	0.11993	0	0	0.48721		71.04117	1.03062	5.17935	0.21123	0	0.02245	0.05062	0.48721	0.11993	0
Healthy	8.67645	6.07973	1.40642	0.44814	0.50682	0	0.00353		66.67944	8.67645	6.07973	1.40642	0.50682	0.00822	0.01789	0.00353	0.44814	0
Healthy	17.66806	25.42651	3.41524	0.01835	0	0	0.20517		43.34351	17.66806	25.42651	3.41524	0	0.00214	0	0.20517	0.01835	0
Healthy	8.78667	5.38525	1.76721	0.17479	0	0	0.00705		41.55658	8.78667	5.38525	1.76721	0	1.29309	0	0.00705	0.17479	0
Healthy	20.13934	15.55584	0.97351	0.09043	0	0	0.53574		45.18123	20.13934	15.55584	0.97351	0	0	0	0.53574	0.09043	0
Healthy	1.19353	1.25335	16.22707	3.97413	19.5038	0	0.28633		24.97135	1.19353	1.25335	16.22707	19.5038	0	16.8025	0.28633	3.97413	0
Healthy	10.29523	4.84361	0.33774	0.05008	0.00714	0	0.00758		64.23882	10.29523	4.84361	0.33774	0.00714	3.95141	0	0.00758	0.05008	0
Healthy	5.67848	4.3591	3.97586	0	0.11018	0	0		70.50593	5.67848	4.3591	3.97586	0.11018	0.24218	0.07086	0	0	0
Healthy	12.73672	1.81456	0	0	0	0	0.55728		79.79912	12.73672	1.81456	0	0	0	0	0.55728	0	0
Healthy	12.56305	1.77742	0	0	0	0	0.52086		81.37311	12.56305	1.77742	0	0	0	0	0.52086	0	0
Healthy	26.92893	1.97599	0.00383	0.00817	0	0	1.89982		59.9067	26.92893	1.97599	0.00383	0	0.06354	0.367	1.89982	0.00817	0
D009765	12.6961	3.52683	0.04095	2.52537	0	0	0.19775		40.39995	12.6961	3.52683	0.04095	0	0.07155	0	0.19775	2.52537	0
Healthy	14.2015	20.74416	12.05146	0.97389	1.61437	0	0.5423		31.52386	14.2015	20.74416	12.05146	1.61437	0.46762	0.2745	0.5423	0.97389	0
D009765	18.48637	3.78879	0.15199	1.41393	0	0	0.42901		28.85072	18.48637	3.78879	0.15199	0	2.29842	0	0.42901	1.41393	0
Healthy	5.14384	8.2935	0.25609	0.06336	0	0	0		67.81604	5.14384	8.2935	0.25609	0	6.0243	0	0	0.06336	0
Healthy	7.7409	12.27497	0.07195	0	0.52605	0	1.68621		42.86205	7.7409	12.27497	0.07195	0.52605	0	1.04806	1.68621	0	0
D009765	15.26547	9.91486	0.05498	0.08801	0	3.24493	1.54265		33.05081	15.26547	9.91486	0.05498	0	0.05069	0	1.54265	0.08801	3.24493
Healthy	35.32244	9.29294	10.22061	0.36896	0	0	1.45509		14.36781	35.32244	9.29294	10.22061	0	0.07167	0	1.45509	0.36896	0
Healthy	43.34919	5.68276	0	0	0.10289	1.31149	4.17877		32.97976	43.34919	5.68276	0	0.10289	0.09458	0	4.17877	0	1.31149
D009765	38.29723	9.28769	21.14556	11.45728	0	0	0.551		2.13815	38.29723	9.28769	21.14556	0	0	0	0.551	11.45728	0
Healthy	13.76377	10.02535	10.31103	2.74352	0.88685	0	0.41247		26.35134	13.76377	10.02535	10.31103	0.88685	0.04294	0	0.41247	2.74352	0
Healthy	27.19868	13.51257	0.02429	11.6595	0	3.3552	4.70015		4.91734	27.19868	13.51257	0.02429	0	0	0	4.70015	11.6595	3.3552
Healthy	10.63134	0.23935	7.11791	0.00491	0	0	0.3155		40.91091	10.63134	0.23935	7.11791	0	8.37654	0	0.3155	0.00491	0
Healthy	9.64414	9.88813	0.61937	1.13958	1.26462	2.19773	0.01936		30.64528	9.64414	9.88813	0.61937	1.26462	0	0	0.01936	1.13958	2.19773
