g	Phytobacter	Acinetobacter	Pseudomonas_E	Leclercia	Serratia	Veillonella	Staphylococcus	Longicatena	Bacteroides	Phocaeicola	Alistipes	Faecalibacterium	Agathobacter	Parabacteroides	Roseburia	Mediterraneibacter	Enterocloster	Blautia_A
Healthy	-5	-5	-0.00902659764788236	-5	-5	-5	-5	-0.712646227285253	0.3760383169809	-5	-0.801535364628084	1.02996826116421	1.47010620184021	-0.302561409111974	0.524797123747156	-0.737145654583807	-5	0.0986229622379123
D007234	-2.29073003902417	-3.09691001300806	-2.01547268665621	1.26670925206592	1.01084290931812	-2.31247103878537	0.0356978372618985	0.648582468922131	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-1.80437705641306	1.83537415038607	-1.40549695617991	1.39458842703338	-5	-0.442216188886155	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.491537618726639	-5	-5	-5	-5	-1.30759376516637	-5	-2.1331221856625	0.876788631879061	0.873217102980672	0.158474067315925	1.58232033917887	0.858075589639416	0.682882119190641	0.407723934160417	0.397035735379094	-0.177864624761062	-0.236122968504345
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.56499030317872	1.16888946800674	-0.151435272952704	0.898364216257249	-5	0.854030800193932	-0.222972128684794	-0.687505292810329	-0.418869894281095	-1.217240807376
D007234	0.281705889023168	-5	0.908138517434009	0.513204277946988	-5	0.806576086999533	-0.64706535644058	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	0.209721389421045	-5	-5	1.08779312657156	1.26860605035975	0.0879765226422508	0.599778304990057	1.02472819735698	-0.734262635682509	0.634558881640715	-0.351903573508101	-0.919445661011229	-0.722138761774883
D007234	-0.450187790267469	-5	0.389437212187434	-5	1.649540369643	0.922911692512133	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.08554101933928	0.952768234204268	0.840968178886892	0.474312439452548	0.0707211116763053	0.588224632373112	-0.223938382269613	-0.861066059743076	-5	-0.544302626713443
Healthy	-5	-5	-5	-5	-5	0.0137007381808023	-5	-5	1.43544411487528	0.811924043699137	0.975111829328487	0.714361618017458	0.364057326332306	0.305482497982154	0.437338262919794	-1.03175060589208	-1.09620485725896	-0.778585762157661
Healthy	0.636911953841315	-5	-5	-5	-5	-1.85667287000795	-5	-5	1.64718954862767	1.19213740602442	0.550487628969604	-1.36131111330988	-5	-0.269872080488135	-5	-1.64685345378602	0.351804034488093	-1.22592119924748
Healthy	-5	-5	-5	-5	-5	-0.486795722053012	-2.33818731446274	-2.40230481407449	1.20485575961204	1.54862879767784	-0.933972405051138	0.657029067349407	1.0321072169399	0.0432875965310784	0.740811754627316	-0.464452720823332	-0.572838597074034	-0.500381640299993
Healthy	-5	-5	0.363201932709326	-5	-5	-5	-5	-5	0.029111751104562	-5	0.231296245836329	1.31493078177696	0.0666203256759587	-5	-5	-5	0.442959266399719	-0.0600017900878375
Healthy	0.35028873153344	-5	-5	-5	-5	-5	-5	-1.54882784248746	0.546912643181242	0.567740187744458	0.291120103451916	0.826296430786844	1.27107010703494	-5	0.674313566271225	-0.414663372358868	-0.315792190976886	-1.14290884532649
D007234	1.63586971532469	1.09625321078215	-1.96257350205938	1.18715423603299	-5	-1.29098458302788	-0.183685771180681	-1.95233580539844	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.66474274356547	-5	-5	-5	-5	-5	-5	-1.26161587648784	1.41707109397098	1.43939443821997	1.14562830962646	0.20971335067709	-0.086196740293802	0.0434212280221571	-5	-0.800601397640383	-5	-5
Healthy	-0.578067186721491	-0.986446569458324	-5	-0.045019816786642	-5	-5	-5	-5	1.08455912028255	-5	-0.804792450497246	-0.670337759510539	-5	1.86151834106852	-5	-1.04841965509661	0.649598666026769	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.87214577960049	0.463910897667459	0.853451189773551	0.371500093531721	-0.094009944396669	0.106316712207553	0.385037565410731	-0.313408413538497	-0.619426996933113	-0.983468059042735
D007234	-1.24795155218056	0.649000732440177	1.25950333170887	1.11579716826505	1.78545811092642	-0.378045179955098	-1.96497071779763	-0.619625928386379	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.76797913122255	-5	-5	-1.41998788747058	-5	-5	-5	-5	0.953434452975917	0.259029742030669	0.914310887999323	0.534545171305841	-5	0.195143820596954	-0.525448671482866	0.273848188570557	0.246924295801682	-5
D007234	1.50450497943756	-5	-0.405397536109601	0.812364462584215	0.583584138515784	0.753906935567408	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.770113470754108	-5	-5	-5	-5	-5	-5	-5	0.90205295750278	1.01430543832757	0.914065352570759	-0.23154690172937	-5	0.25067855013702	0.162573367114524	0.633381587996158	-1.28533500713746	-2.17198493577602
Healthy	0.580388901108862	-5	-5	-0.455845105438075	-5	-5	-5	-5	-5	-5	-5	1.32553023538154	1.014923984765	-5	-0.0489248859878117	-0.132768285481106	-0.258919344334969	-0.618415665347248
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.39959602599676	1.6180157588829	0.0574112329001842	-5	-5	-0.867900478083495	-5	-0.640733835393251	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.988699834495475	0.10505691956627	1.07681332616995	0.872540264100063	-0.568234297374652	0.00349930667155215	-0.319809577869473	-0.891198275877974	0.190933689231714	-0.305096600186635
Healthy	-0.0808591225988446	-5	-5	-5	-5	-0.990804146480479	-5	-2.18575240426808	1.23175010910185	1.52565252355862	-5	0.93360773977595	0.0279323538206534	0.487235974670038	0.0529131495297271	-0.2625052061944	0.0853119890982601	-0.586063514082705
Healthy	-0.915996009391971	-5	-5	-5	-5	-5	-5	-5	1.10631603222474	1.03467136264021	0.359810827368169	-0.372357675975733	0.221961651505042	0.924928690960087	1.06356527108256	-0.24384332533202	-0.872895201635192	-1.46737299877111
Healthy	-1.74376346679408	-5	-5	-5	-5	-2.8153085691824	-5	-5	1.36017614659193	-0.117264911573803	1.26749767904677	1.41698996544172	0.883358174717936	-0.181002566376073	-1.25251050774133	-0.850626909508615	-0.920384676473056	-0.84163750790475
Healthy	-1.43379828114509	-5	-5	-5	-5	-5	-5	-1.7854210464295	1.57831124539681	0.20195670308953	0.838686042350443	0.511419420384274	-5	0.376941757146759	-5	-1.73048705578208	0.771819630424269	-1.41116827440579
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.56961264741904	0.622114507340531	0.820845524615572	0.507930046095728	-5	0.395329888383107	-5	-2.18641901143181	0.793050336743854	-5
Healthy	-0.143065789419393	-0.0931533740720089	-5	-1.10259286033842	-5	-1.46737299877111	-1.4299242946784	-5	0.75616124319926	0.949113727013246	0.0163604970933021	0.998838882951345	0.161023425123093	-0.13620740408706	0.523853076921386	-0.853004242790535	-1.7705741520793	-1.0706832732465
D007234	-5	1.60581781428602	-0.83597447571216	-1.53431978840172	-5	-2.84163750790475	-0.137379718128281	-1.05418687341266	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.79484384110626	1.10465028251277	-0.0479926106300868	1.18695379407284	0.453003209322876	-5	-0.442829777701486	-1.07427547306394	-0.0520714839784899	-1.99396204500268
Healthy	-1.28768709131863	-0.568378952372645	-5	-1.86870220340238	-5	-5	-5	-5	1.47749964984979	0.719906097966606	1.55988484994596	0.268512448376133	0.151896691120663	0.891806090800123	0.130745348914986	-0.391752175132876	-1.59946201060805	-1.78120200188826
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.14820951443809	0.627600353264674	1.04566167462908	0.692168961469559	0.644561671368026	0.853521173323683	-0.423785385507238	-1.32873456705284	-0.928817844009919	-0.570021751926688
Healthy	-1.205302873108	-1.21602499658733	-5	-1.11833009232794	-5	-1.70092873997259	-5	-5	-5	-5	-1.94309514866353	1.47655355047519	0.237068468592852	-5	-0.635599110750314	-1.25884840114821	-0.761527343051644	-0.38628499794726
Healthy	1.30682825162323	-5	-5	-5	-5	-5	-5	-5	1.06582535957759	0.662738948902297	0.995616330892202	0.801652003328006	-0.28188045906502	0.159888885070013	0.017137724464985	-0.682542594267627	-0.545063719197151	-1.21056031543282
D007234	-5	-1.69378949183224	-1.75153628244897	1.59923671468485	0.641473118963055	-1.42805836492554	-1.98927613460823	0.284304375251279	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.579775596381615	0.626431734143862	-0.0934279390478026	0.966882453122188	1.20915321990037	-0.241224318867527	0.434038485521743	0.0261490524637644	0.206507456541724	-0.0867532190124494
Healthy	1.18418332139235	-1.14020145251943	-5	-1.01322826573376	-5	-0.867388149504546	-5	-3.14874165128092	1.01347302158041	0.272396312995665	-0.807042470115344	1.03001284592519	0.984590315227151	0.200155289568145	-0.519777401415525	-0.895956970077991	0.056252920543194	-0.950820755354033
Healthy	-1.41049720373624	-5	-5	-5	-5	-5	-5	-2.00568284733036	1.54532085034767	0.740805444099304	1.12604369495707	0.698112730067189	0.297200051947655	0.479068313468287	-0.287981999548749	-5	-0.633838632195809	-1.00471589231074
D007234	-5	0.921641223281889	0.887080288492245	0.93531577128903	-5	-3.58502665202918	0.856689022856521	-2.7851561519523	-2.40230481407449	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.64781748188864	-5	-5	-5	-0.463618341158607	-2.83863199776502	-5	-2.65169513695184	1.61884385285102	0.912538758057055	0.883075167849938	0.915281615035834	0.110539208004651	0.495967325794831	-0.626132129672932	-1.21968268785985	-0.149868607752836	-1.15564710368911
Healthy	-5	0.444569381649223	-2.84771165561694	-0.844390716321084	-5	-5	-5	-5	1.04578597934427	1.22054791544135	0.599977995417684	0.943982946098394	0.709760809474169	0.223386899371186	-0.0380855619216795	-0.752075809233692	-0.341368625390486	-0.127686360450528
Healthy	0.672473775735501	-5	-5	-5	-5	-5	-5	-5	1.1920894106538	0.958427696934946	-5	0.132346155487975	-5	-5	-5	-5	-0.17308335281508	-5
D007234	0.331145774372082	-5	0.321463792805479	1.17399609877135	1.01307370322764	1.61979963288607	0.690427346726781	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.78678910194394	-2.00043451177402	-3.03151705144606	-3.32790214206428	-1.94807608395389	-1.86934465097797	1.33099805415974	-3.92081875395237	-5	-2.33348201944512	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	0.52148328907196	-5	-5	-5	-5	1.4643852088419	0.0022049520583324	1.11433070382109	0.383229930242559	-5	1.2363936485034	-5	0.535135820612586	0.839996251760263	-0.773554767251773
Healthy	0.794361852883384	-5	-5	-5	-5	-5	-5	-3.33724216831843	0.515855306356469	1.01546496266016	0.228505582797279	0.485132032570178	0.899219513308389	0.612745721871477	-0.636971230961989	-0.138620935442913	0.930759081261322	0.00587517113736767
D007234	-5	-5	1.99820269331087	-5	-5	-5	-0.384070980062623	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.431526192087036	0.584035939474765	0.379421555887479	0.308920666315243	0.198277600708429	0.320071472962615	0.00358976718913987	-0.202968025634621	-5	-1.25150187338626
Healthy	-0.477399292169558	-5	-5	-5	-5	0.100174034113956	-5	-5	1.75723503666648	1.26241810108249	-5	0.607617987107923	-0.227428938990467	0.380138853265417	-0.347869744304599	-0.97322167134047	-1.60484840849546	-5
Healthy	1.1639484167023	-5	-5	-5	-5	-5	-5	-0.545246580034338	0.635641552015608	0.54438062386212	0.781208752943511	0.852146825443506	-0.158240211985377	0.0946457896059548	-0.40215130275553	-0.184010730227295	-0.946153573147747	-0.605828599584869
D007234	1.24503393985254	1.7280322851361	0.604930939188019	-5	-5	0.262242198438839	-5	0.530180481207928	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.201729269430518	-5	-5	-5	-5	-5	-5	-5	1.29104678474337	0.966139385194948	0.371117757069373	0.138359547541125	0.99171858760985	0.981833098507015	-1.14146280243036	-0.0763830007334936	0.33181586176002	-0.194975155570195
Healthy	-1.90274269030658	-5	-5	-5	-5	-0.4912414109212	-5	-3.48148606012211	0.571684380224602	0.65036387088563	-0.274709231973527	1.26107745091479	0.594314082960943	-1.21268124337545	1.16235915836802	0.034864988457053	-0.42857069693851	-0.144959619494878
Healthy	-0.0499663483939992	-1.33894491514662	-5	-1.11531789579397	-5	-0.958054927854736	-5	-5	0.350496115731315	0.585439296264933	-0.224455083347129	0.417649360526467	0.856496278202946	0.0289980178526349	0.320520158661489	-0.0491388145802407	-0.820793023844512	-0.505483644626276
Healthy	-1.76700388960785	-0.633633084387358	-5	-1.51870072666714	-5	-5	-5	-5	1.51096716974608	0.690314830038079	1.55494562580841	0.261496016387105	0.170273452925043	0.914879214220062	0.154006825790282	-0.428768805379387	-1.53595779456119	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.326419843721989	-0.161963611056659	-5	0.260684217390519	-5	-5	-1.31381076575598
Healthy	0.177669220818517	-5	-3.11918640771921	-2.62708799702989	-5	-1.57675412606319	-5	-2.15676722190199	1.26765247270666	0.621941337260655	0.322529394341456	0.642662331442035	-0.506165677028144	-0.0605656178137323	-0.0667050996331636	-1.11810202642699	-0.239932033467931	-2.1890957193313
Healthy	1.30136232090861	-5	-5	-5	-5	-5	-5	-5	1.06022665856761	0.65761605651792	1.00549882122657	0.811830949715677	-0.286173575619475	0.157607853361668	0.01055859019309	-0.664923402685594	-0.544789572224195	-1.1916539642596
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.59153973245546	0.636339428522956	-5	0.868554514260638	-5	-5	1.23907188423642	1.04161411888319	-5	-5
Healthy	-0.829415618060806	-5	-5	-5	-5	-5	-5	-5	0.663175874885419	0.517180057132867	0.331001904844205	1.47613588164468	1.02992772559109	-0.322219729028618	0.69194038611791	0.179250093006543	-0.418380253234411	-0.35983669836614
Healthy	-5	-5	-5	-5	-5	-0.642656042903466	-5	-5	1.16714771997592	1.27401598736694	0.510973731348933	0.683561219523864	0.912203451107123	-0.601556501696516	0.706520641282075	-0.939000146781711	-0.906508272989068	-0.556940513482716
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.077237052088974	0.452576041165065	0.895760567415745	1.28201703221043	-5	-0.0038167996743398	-0.464933849420172	0.295283341519045	-0.412794322393414	0.461510531993228
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.38260753374303	0.880304140453768	1.38100166177025	0.545219258838285	0.0467877170449312	0.796953654859363	0.767693761044071	-1.30495634117871	-5	-1.15958022226351
Healthy	-1.00749066493222	-5	-5	-5	-5	-5	-5	-5	1.23209763972308	0.476360573586038	0.663470999344014	0.387215361549494	-5	0.70727458496833	-1.03063068826647	-0.673643653965615	-0.155392369112551	-5
Healthy	1.17227621189022	-5	-5	-5	-5	-1.89997426989214	-5	-5	1.07976389537367	0.657228962187216	-0.630172107474672	0.840387165229634	0.233503760341134	0.12748383033673	-0.334803759787968	-1.74811854544747	0.0923029879966802	-0.0900056188116618
D007234	-0.693381995560155	-5	-1.24473510858775	-3.14874165128092	-5	-5	1.79674295380794	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	1.54706806394614	1.49062150194349	1.32008622879825	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-5	-2.42829116819131	1.34967976792269	-1.96058588082386	-5	1.44720269933461	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	0.427206876407176	-5	-5	-5	-0.161440535470146	-5	0.484335435796288	1.87193131407797	-5	-2.14569395819892	-5	1.02037330017225	-5	-5	-5	-5
D007234	-0.993020809425723	-5	0.930129054966093	0.97320869877055	1.68092272846585	0.814750872459617	-0.231672748784231	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.71018432426455	0.211614383861792	1.32882406900588	-0.386211015216508	-5	-5	-5	-0.206083953415745	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.69664998439163	-5	0.844405719416253	0.53105207689244	-0.0920407419448673	0.278735314484399	-0.474022785558932	0.171308042662647	-0.0515185697674794	-0.69103029182175
Healthy	0.0360976775378956	-5	-5	-5	-5	-0.0906472595901233	-5	-5	1.76619505034457	0.925479690636835	-5	-0.993063548635707	0.265447565272545	-5	-5	-0.851459039132771	-1.49512154058978	-5
Healthy	1.55659567120532	-5	-5	-5	-5	-5	-2.16241156176449	-5	0.948403184261198	0.991159153733816	-3.09691001300806	-5	-3.17392519729917	0.689917687825323	-5	-5	-5	-5
Healthy	-1.96337110463784	-5	-0.578445427580123	-5	-5	-5	0.836266501392812	0.76358371262918	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.25177298897147	0.725682179305577	0.661964047212368	0.798881195299858	1.2846632729342	0.796215510501824	0.68445126702787	-0.132214421033604	-0.191687726026008	-0.559500228746589
D007234	-5	0.772873028002395	1.69155895349742	0.633278536471924	-5	0.419450153499243	-1.28199683173298	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.00616713338601	-5	-5	1.52481009496347	0.842069155757794	1.25035778150764	0.650301693636679	0.140605449834056	0.244554188994459	-0.0235491406486695	-0.667521142476635	-5	-1.70531337572056
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.37871414840964	1.01463014858026	1.31040120683839	0.599945265573678	0.475271569801028	0.500797510653622	0.869362575244229	-0.897909474488163	-5	-0.921398199644609
Healthy	-0.497136073861668	-5	-5	-5	-5	-0.895751953009556	-5	-2.32513885926219	0.771086025947758	0.497143976212165	0.738327800393016	0.767264982781494	1.17102428871324	-0.270179402480705	0.971874446889593	-0.268669148550722	-0.387004343967652	0.0157368744774503
Healthy	-1.06233168560099	-5	-5	-5	-5	-5	-5	-2.71669877129645	0.980408372613547	0.073846604038422	0.980085675094733	-0.0687913861844236	-5	0.615556589853256	-0.868702203402377	-1.29782804914229	-1.7321245806811	-0.386200447283719
Healthy	-1.85823676972421	-5	-5	-5	-5	-3.35654732351381	-5	-0.930479899164774	0.648776538687274	0.574485013109845	0.336471741824878	0.04437902601501	1.22227701332444	-0.0155537025094677	-0.525434109326113	-2.27164621797877	0.762758064593869	0.448445046427271
Healthy	-0.6432286383304	-5	-5	-5	-5	-2.22257317761069	-5	-2.92811799269387	0.922774229067455	0.667319375121756	-0.255362847751503	0.234578019752476	1.34279581632956	0.485117820433194	0.278357984261205	-0.191572946727068	0.0908045460293051	-0.373054301152093
D007234	-5	0.327379371292849	0.126556723069695	-5	-5	1.22560698159944	0.400149281660052	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.29285581165755	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.99305644260783	0.297274529592885	-5	-0.7122430450048	-0.6103378624897	-0.342944147142896	0.825359248148227
Healthy	-1.07288638806624	-5	-5	-5	-5	-2.03621217265444	-5	-5	1.35408999084838	0.940217555599735	1.14465452131297	0.685290195865425	0.356423618828983	1.00712874469571	-0.134653172756639	-0.703861546591278	-2.01908806222316	-1.07530729697981
Healthy	-5	-5	-5	-5	-5	-2.56383735295924	-5	-5	1.38900882356665	1.0180389856037	1.31000277696747	0.54627731733829	0.454184535421968	0.500034653953886	0.886927619919424	-0.863216036816635	-5	-0.922850205283031
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.5990196269035	1.21178429599834	0.324954987832729	0.677775710850821	-0.172301253463057	0.761979680169225	0.483802608010362	-0.284096889734551	-5	-1.12343578601615
Healthy	-0.306185146110583	-5	-5	-1.86043573382415	-5	-0.815649325953044	-5	-5	0.0977222522592183	0.97289308633048	-1.55455148573395	1.24133999222401	-2.42829116819131	-1.95272513261582	0.114954414702971	-0.849120808730761	-1.29482075512632	-0.421544172060158
Healthy	0.851575695894491	-5	-5	-5	-5	-5	-5	-1.246340352714	1.44441753553218	1.73120965970536	-5	-1.63059858630338	-2.41680122603138	-1.03498654972775	-5	-1.18442225167573	-0.938434438115161	-1.40318306408441
D007234	1.66580802171859	-5	-5	-5	-5	-5	-5	-5	1.39084170609266	-0.608059764832864	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.896441885627465	-1.14357322752976	-5	-5	-5	-5	-5	-0.867196181998	1.54486864133049	1.51407402042505	-5	0.126787063811688	-5	0.36978340995218	-0.123389623762507	-1.46255871659205	-0.652045830105984	-2.02136305161553
Healthy	-1.50570623133467	-5	-5	-5	-5	-5	-5	-5	1.33333984638091	1.55834262527427	0.321227558219035	0.781324455666988	1.11717879102576	0.198181301458668	0.202379321079623	-0.731094558787986	-0.452754644358732	-0.603277721496226
Healthy	0.153375776449443	-5	-5	-5	-5	-0.0683235114792292	-5	-5	1.77232339401239	0.929633975964339	-5	-0.993234547548007	0.245890043897342	-5	-5	-1.03077052013736	-1.50058787432772	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.02957084931067	-1.19422736806433	1.23029356945192	0.527374661765809	-5	0.686790836291335	-5	0.0257440357495306	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.28819756337197	1.00072596756554	-0.854399642347752	0.921574636756909	0.821627491188367	0.728606167706647	0.0349932230454901	0.462689925361826	-0.793255055946253	-0.504566678426013
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.755344998079726	1.21085523611786	0.422215456526822	0.755219109538749	1.09265082921663	0.0266517294556747	0.749604152478451	-0.579202899000154	-5	-0.818184985000525
Healthy	0.306397146022309	-5	-5	-5	-5	-5	-5	-5	0.775257918496009	1.39216879740651	-0.599203065266842	-5	0.34410133651282	0.220367017786799	-0.32208294767197	-0.553804686985364	-0.0556851558685221	-0.830737135913554
