group	Lachnospirales	Methanobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	3.31033	0		84.2783	3.31033	1.07505	0.10716	0	0	0.01756	0.51228	0.06719	0
Healthy	34.61785	0		13.30113	34.61785	5.21743	1.36407	0.07498	0	0.27483	1.27404	0.01561	0.00861
Healthy	54.96934	0		31.07471	54.96934	0.15216	0.03651	0	0	0.02419	0.26645	0.09352	0.01405
Healthy	20.75108	0		44.84959	20.75108	0.65766	0.29812	1.67667	0	0.39103	0.07161	0	0.59335
Healthy	13.55648	0		65.87777	13.55648	0.4766	2.94243	5.26343	0	0	0	0.00794	0
Healthy	1.61862	0		56.19211	1.61862	0.38391	13.23779	0	0	0.07753	0.05928	0.06136	0
Healthy	6.05667	33.7754		26.13212	6.05667	9.2609	2.01818	0	33.7754	1.2382	2.31551	0.33247	0.00282
Healthy	63.67515	0.29473		27.17957	63.67515	0	0	0.33099	0.29473	0	0	0	0
Healthy	15.88302	21.0891		20.77593	15.88302	2.43929	0.06715	1.41234	21.0891	0.84119	0.27622	0	0.00398
Healthy	0.7702	0		41.09319	0.7702	2.56882	0.16289	0	0	0.00528	0.1381	1.65896	0
Healthy	6.94567	0		48.09754	6.94567	0.35294	0.03111	0	0	0.01092	0.02411	0.017	0.00278
Healthy	5.06293	0		68.38534	5.06293	0.22444	0	4.52767	0	0	0.04917	0	0
Healthy	28.73826	0.86242		14.88895	28.73826	1.41622	0.14639	0	0.86242	0.6235	0.10263	0	0.13799
Healthy	0.82049	0		54.5794	0.82049	0.02442	1.06555	9.01964	0	0.34156	0.6677	0.13363	0
Healthy	17.27238	0		40.23586	17.27238	0.70442	0.28402	0	0	0	1.90188	0.02269	0
Healthy	65.87162	0		22.08317	65.87162	0	0	0	0	0.41372	0	0	0
Healthy	2.08998	0		73.68848	2.08998	0	0	0.11694	0	0	0.08397	0	0
Healthy	14.16528	0		56.66584	14.16528	0	0	1.48551	0	0	0	0	0
Healthy	8.27072	0		66.0405	8.27072	0.05648	0	10.3765	0	0.03583	0	0	0.03446
Healthy	1.32739	0.64288		83.87272	1.32739	3.52286	0	0	0.64288	0	0	0.38168	0
Healthy	5.06566	0.15967		17.06408	5.06566	20.95547	20.6834	0	0.15967	1.7809	0.47577	0	0
Healthy	27.34738	1.26732		8.57035	27.34738	13.7757	0	0.03457	1.26732	0.22328	0.90813	0	0.22496
Healthy	13.98577	0		64.20095	13.98577	0.96473	0	0	0	0.05866	0.22514	0.12192	0
Healthy	24.0631	0		63.86722	24.0631	0	0	0	0	0.0698	0.04907	0.36368	0
Healthy	27.48449	0		48.07006	27.48449	1.56782	0	0	0	0	0.15957	0	0
Healthy	13.37072	0.02199		54.23068	13.37072	1.21806	0.01432	0.09438	0.02199	0	0.40995	0.38003	0
Healthy	6.46265	0		70.25471	6.46265	3.4047	0.16723	4.08775	0	0.38988	1.24633	0.01217	0.05677
Healthy	0.60571	0		45.1154	0.60571	1.16352	0.38987	3.08138	0	0.55076	0.72701	0.68442	0
Healthy	76.0443	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	19.45555	0		19.53796	19.45555	3.59922	1.22222	2.75872	0	0.06788	0.01982	0	0.16076
Healthy	6.93683	0		38.80998	6.93683	0.0242	0	0	0	0.77904	0	0	0
Healthy	14.04673	0		54.92835	14.04673	0	0.64108	0	0	0.09846	0	0.1571	0
Healthy	36.59994	0		0.80423	36.59994	4.09121	2.20922	0	0	0.00238	0.31421	0.00223	0.0211
Healthy	18.6768	0		64.91261	18.6768	0	0	0	0	0.06491	0.15552	0.44208	0
Healthy	53.52788	0		11.14039	53.52788	2.04766	0	0	0	0	4.43335	0	0
Healthy	38.05593	0.17103		17.47557	38.05593	0	0.13314	2.36018	0.17103	0.05921	0	0	0
Healthy	6.36115	0		42.65315	6.36115	10.59404	34.1359	0.14194	0	0.22678	1.94618	0.01384	0
Healthy	1.55749	0		69.9158	1.55749	0.26094	0.06349	5.97819	0	0.04636	0	0	0
Healthy	21.9319	0		56.77236	21.9319	0.24372	0.03009	7.49191	0	0.33608	0.08364	0	0.13564
Healthy	17.3182	0		39.9845	17.3182	0	0	0	0	0	0	0	0
Healthy	7.84216	0		52.21683	7.84216	0.15819	0.01798	0	0	0	0.17906	0.31247	0
Healthy	13.35352	0		1.32898	13.35352	23.31529	19.55129	2.76062	0	0	0	0	0.04182
Healthy	2.45133	0		67.89234	2.45133	0	0.0414	0.42747	0	0	0.28561	0.04428	0
Healthy	3.27517	0		81.0339	3.27517	1.09986	0.15643	0	0	0.04216	0.50491	0.05116	0
Healthy	17.21332	0		33.62841	17.21332	3.48084	0	0	0	0.05069	1.22084	0.01639	0
Healthy	5.41167	0.05175		70.13488	5.41167	4.05144	0.32147	2.88085	0.05175	0	0	0.10246	0
Healthy	23.71519	0		5.73114	23.71519	0	8.35865	3.86181	0	0.35808	0	0	0
Healthy	32.75538	0.01332		32.57043	32.75538	0.20729	0.1197	0.05344	0.01332	1.58635	0.28149	0.00588	0.2005
Healthy	7.58386	0.1007		40.16562	7.58386	0	3.3964	0	0.1007	11.41108	0.19707	0.03857	0.05413
Healthy	4.24627	0		61.20648	4.24627	0.20792	0	0.42182	0	0	0.11948	0.38783	0
Healthy	8.3997	0.01265		67.11219	8.3997	1.48272	0.14355	0.00317	0.01265	0	0.35484	0.09241	0
Healthy	24.15697	23.1476		2.11984	24.15697	0	0	0	23.1476	3.08538	2.47695	0	1.77812
Healthy	9.24888	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	20.47784	2.2348		36.96423	20.47784	0.81976	2.00589	1.29591	2.2348	0	0	0	0.01458
Healthy	1.93607	0		74.49401	1.93607	0.00896	0.4999	2.74768	0	0	0	0.03855	0
Healthy	6.97075	0		68.79607	6.97075	0	0.08539	4.31984	0	0.02466	0	0.11194	0
Healthy	12.21441	0		48.33093	12.21441	0.07118	0.89547	0	0	0.03925	0.05744	0.02823	0.09574
Healthy	24.86266	6.37433		3.52148	24.86266	0	0	0	6.37433	6.6301	3.16693	0	0.32805
Healthy	41.42896	0.17672		30.977	41.42896	0.23884	0	0	0.17672	0	0	0	0
Healthy	6.07761	0		48.79426	6.07761	0.17352	0.05039	0.0912	0	0	0.11049	0.54332	0
Healthy	0.10168	0		72.78589	0.10168	2.35336	0	0	0	0	0.06081	0.00456	0
Healthy	24.82273	17.9335		4.21911	24.82273	7.56379	1.51275	0.79374	17.9335	2.33088	1.97637	0	3.00563
Healthy	71.25252	0.35644		11.39171	71.25252	0.00415	0	0	0.35644	2.3575	0	0	0
Healthy	14.45154	0		62.92296	14.45154	0.53273	0.18506	10.2359	0	0	0.25739	0.03807	0
Healthy	6.38911	0		80.807	6.38911	0.00522	0	1.78082	0	0.07097	0.02177	0.03219	0.01374
Healthy	23.75074	1.55278		33.08793	23.75074	3.06453	2.89015	0.1913	1.55278	0.02103	0.60156	0.03549	0.44235
Healthy	8.31313	0.06782		48.86634	8.31313	2.29847	1.65118	0.06494	0.06782	0.07097	0.54417	0.14487	0
Healthy	0.12272	0		0.64899	0.12272	90.47287	0.38324	0.08465	0	0.00052	0.01197	0	0
Healthy	5.04008	0		68.09593	5.04008	0.2579	0	4.77503	0	0	0.04976	0	0
Healthy	1.32419	0		84.30349	1.32419	0.57724	0.65903	0.13559	0	0	0.03478	0	0
Healthy	43.20758	0		18.18298	43.20758	0.19667	1.30524	0	0	0.71517	0	0	0
Healthy	34.29336	0		37.14505	34.29336	1.67411	0.45025	0.97369	0	0.41766	0.11357	0	0.15181
Healthy	17.62458	0		18.48963	17.62458	4.31022	0.68164	11.1482	0	0.97193	3.93655	0.06883	0.05489
Healthy	11.55756	0		70.64789	11.55756	0	0	0	0	1.26597	0.09911	0.01429	0.05486
Healthy	5.79267	0		70.63958	5.79267	0.70083	0.13819	0	0	1.24815	0.13782	0	0.03542
Healthy	17.0652	0		45.16881	17.0652	18.1815	0.2193	0.64899	0	0.43517	0.78456	0	0.05531
Healthy	44.24007	0		9.76001	44.24007	11.6606	0	1.76947	0	0	0	0	0
Healthy	32.09735	0		14.72022	32.09735	10.37074	0.03632	0.52356	0	0.01939	0.05986	0	0.69314
Healthy	10.15593	0		58.86491	10.15593	3.94396	0	0	0	0	0.10103	0.07263	0.02819
Healthy	18.01655	0		31.51029	18.01655	5.87586	0.18599	0.03522	0	0.15548	0.10848	0.00738	0
Healthy	6.71752	1.3897		60.9717	6.71752	2.99392	0.17056	0	1.3897	0.92989	0.74484	0.04138	0.09399
Healthy	36.77322	0		23.71041	36.77322	1.94967	0.09058	0.03941	0	0.04289	3.29712	0	0
Healthy	4.731	0.95499		60.37382	4.731	3.86564	0.2024	7.68997	0.95499	0	0	0.35323	0
Healthy	2.89423	1.61728		10.08932	2.89423	0	0.51966	0	1.61728	0.39765	1.25973	0	0
Healthy	42.44446	0		36.6444	42.44446	0	0	0	0	1.90263	0	0	0
Healthy	12.72961	0		52.35302	12.72961	0.34237	0.02214	0	0	0	1.72384	0.15329	0.05282
Healthy	1.67378	0		76.77429	1.67378	0.33385	0.29681	9.20021	0	0.09813	0.18667	0.00787	0
Healthy	24.06938	0		9.72508	24.06938	11.44745	0	12.7834	0	0	2.42663	0	0
Healthy	1.2228	0		26.20164	1.2228	1.23408	0.11684	0.61383	0	0.80095	1.35538	0.69413	0
Healthy	18.06686	0.02102		52.14534	18.06686	0	0.01657	6.79051	0.02102	0.01122	0.00205	0	0.03771
Healthy	6.29537	0.22386		58.10073	6.29537	12.56917	0.17989	0	0.22386	0.02597	1.82765	0.14138	0
Healthy	12.60878	0.0878		62.73642	12.60878	0.17035	0.19311	0	0.0878	4.23237	0.44937	0.0212	0.02291
Healthy	22.74829	0		44.6047	22.74829	2.19281	0.1954	0.02918	0	0.00276	0.07986	0.04873	0.38988
Healthy	34.84461	0		25.1176	34.84461	5.01757	0.3364	6.37583	0	1.75278	0.4403	0	1.1973
Healthy	17.44517	1.87428		33.8182	17.44517	0.00476	0	0	1.87428	1.06904	0.51657	0.24328	0
Healthy	20.50444	5.5018		48.77218	20.50444	2.50981	0.33215	0.17956	5.5018	1.52775	0.57888	0.0293	0.44489
Healthy	19.63997	0		45.66618	19.63997	0.88026	2.16888	1.00162	0	0	0	0	0
Healthy	15.48653	0		55.40129	15.48653	4.06544	6.26117	0.18608	0	0.08529	0.00015	0	0.78828
Healthy	16.11202	0		59.93208	16.11202	0.10926	0.08528	0	0	0	0.1557	0.04218	0
Healthy	28.63707	9.90092		15.04625	28.63707	0.17604	0	0	9.90092	0.09396	3.25948	0	0
Healthy	0.00652	0		0.00043	0.00652	44.07299	0.00139	0.09928	0	0	0.00061	0	2.32124
Healthy	26.15425	0.04649		61.74895	26.15425	0.09181	0	0.24793	0.04649	0.49223	0.10501	0.04003	0
Healthy	2.03508	0		87.02538	2.03508	0	0	0.88788	0	0	0	0	0
Healthy	21.71029	0.10475		40.00243	21.71029	2.32009	0.4149	7.97666	0.10475	0	0.13451	0.08237	0.05366
Healthy	3.69108	0.03287		69.9345	3.69108	0.77612	0.04719	0	0.03287	0.15468	0.61651	1.39254	0
Healthy	41.48752	4.2977		1.69901	41.48752	7.15964	3.31039	0	4.2977	0.27113	3.17693	0	0
Healthy	3.5514	0		7.07781	3.5514	53.7135	13.2784	1.16941	0	0.25955	0.00146	0	0.00107
Healthy	6.44607	13.9454		18.15599	6.44607	4.10006	0	0	13.9454	4.1505	1.57943	0	0.0398
Healthy	16.43337	0.00137		31.09353	16.43337	0	0	3.74943	0.00137	0.80942	0	0	0
Healthy	44.99545	0		34.03256	44.99545	0	0	0	0	0.15933	0	0.00559	0
Healthy	15.11769	0		43.90234	15.11769	3.13693	0	11.6699	0	0	0.88896	0.12448	0
Healthy	21.0963	0		44.18122	21.0963	0.03233	0.37948	0	0	0	3.14423	0.05311	0
Healthy	4.43741	0		57.07879	4.43741	4.21828	0.47996	1.08517	0	0.16744	0.06253	0.14253	0
Healthy	11.48591	0		60.22977	11.48591	0.67275	0.00187	1.78806	0	0.06249	0.06563	0.11505	0
Healthy	7.46247	0		44.66737	7.46247	0.7017	0.3293	1.40664	0	0	1.7676	0	0
D050177	17.80536	0		50.25545	17.80536	0.06383	0.01857	0.28988	0	0.01932	0	0	0.63329
Healthy	3.77322	0.00549		70.99113	3.77322	0.8753	0	0	0.00549	0.16934	0.66852	1.37421	0
Healthy	13.63746	0		65.52501	13.63746	0.47257	2.5774	4.77156	0	0	0	0.01917	0
Healthy	3.57708	0		6.72201	3.57708	2.23885	0	2.19395	0	0	0.04024	0	0
Healthy	1.51089	0		82.77682	1.51089	0.65907	0.65567	0.14577	0	0.0048	0.06166	0	0
Healthy	30.06569	0		48.8312	30.06569	2.04344	0.64983	0	0	0.24078	1.03785	0	0
Healthy	13.58218	0		13.88629	13.58218	2.67365	0	26.32203	0	0.05364	0.85292	0.12627	0.13814
Healthy	0	0		5.27426	0	35.96284	7.80416	0.74905	0	0	0.32292	0	0
Healthy	9.33014	0		66.74774	9.33014	1.52995	0.13705	0	0	0	0.36859	0.0852	0
Healthy	7.42724	0		20.72115	7.42724	1.45191	3.8309	2.39409	0	4.17113	3.1382	0	0
Healthy	0.00403	0		3.44375	0.00403	8.06484	68.4318	0.00334	0	0	0	0	0
Healthy	3.61913	0		86.56075	3.61913	0.22373	1.8811	0	0	0.03454	0	0.09083	0
Healthy	12.11788	0.7039		53.36043	12.11788	0.03715	1.01719	0.56034	0.7039	0	0	0.02636	0
Healthy	16.92836	1.12322		17.23018	16.92836	0.92969	0.16837	3.21089	1.12322	0.6541	0.23605	0.04644	0.08095
Healthy	6.42588	0		66.47609	6.42588	0.07479	0.37765	8.19234	0	0.12519	0.03229	0.02395	0
Healthy	16.59155	0		70.42368	16.59155	0.12114	0.48435	0.24402	0	0.7594	0.01033	0.01986	0.06926
Healthy	4.84184	0		68.90809	4.84184	0.00166	0.03274	4.17101	0	0.00494	0	0.1941	0
Healthy	17.07274	0.47405		13.65642	17.07274	4.53545	1.0772	0.02147	0.47405	0.04006	1.71055	0.21533	0.09393
Healthy	0.0274	0		23.31875	0.0274	53.10294	0.11866	0.99936	0	0	6.42193	0.19335	0.0046
Healthy	3.30101	0		86.2202	3.30101	0.19532	1.59267	0	0	0.07695	0	0.10931	0
Healthy	2.28023	0		67.27463	2.28023	0.20175	1.05383	10.84798	0	0	0	0	0
Healthy	18.21155	3.54756		9.46394	18.21155	20.05603	12.2714	0.02915	3.54756	3.46982	7.6329	0.01852	0
Healthy	5.07049	0		2.87834	5.07049	37.95396	0.13135	1.99799	0	1.27752	23.59345	0	0.11519
Healthy	0.6148	0		91.68174	0.6148	0	4.26379	0	0	0	0	0	0
Healthy	3.27182	0		84.63343	3.27182	0	0.01829	1.19992	0	0.19433	0.03332	0	0
Healthy	33.2969	0		12.57045	33.2969	25.52263	0	4.22462	0	1.01374	1.89771	0	0
Healthy	1.2544	0		75.06792	1.2544	0	0	4.85572	0	0	0.01359	0	0
Healthy	9.70855	0		63.95996	9.70855	0.4956	0.05201	0.00232	0	0.01492	0.43282	0.0251	0.00207
Healthy	11.32128	4.13628		0	11.32128	36.92142	0.92446	8.44491	4.13628	0	0.41958	0	0
Healthy	1.66774	0		68.88568	1.66774	0.30454	0.11185	6.11977	0	0.04199	0	0	0
Healthy	2.17026	0		79.02282	2.17026	0	0	0.02344	0	0	0.04561	0	0
Healthy	32.47289	0.14722		39.54577	32.47289	0.17135	0	0.00073	0.14722	0.777	0.14832	0	0
Healthy	21.91208	0		27.5197	21.91208	0	0	0	0	0	0	0	0
Healthy	23.91447	0.40155		53.1593	23.91447	0.13044	0.32116	0.31742	0.40155	1.41539	0.09504	0.0866	0.1086
Healthy	0	0		48.5162	0	0	0	0	0	18.4171	0	0	0
Healthy	30.40498	28.5491		2.98891	30.40498	0	0	0	28.5491	5.41414	2.72864	0	0.05371
Healthy	2.20248	0		60.54547	2.20248	0.05349	6.83977	9.25559	0	0	0.03996	0.33995	0
Healthy	28.16387	0		28.75621	28.16387	0	4.50425	0.26595	0	1.10707	0.00136	0	0.01412
Healthy	6.5284	0		56.71773	6.5284	0.44647	0.00197	0.00126	0	0.09827	1.40574	0.53861	0
Healthy	5.33268	0		56.3158	5.33268	0.09016	0.54718	0	0	0.26229	0.04754	0.09781	0.1366
Healthy	0.43166	0		13.4359	0.43166	0.02041	10.6608	2.64705	0	0.14481	1.51622	0.68468	0
Healthy	5.0469	0		67.86751	5.0469	0.42895	0	6.27789	0	0.26754	0	0	0
Healthy	13.15953	0		80.98922	13.15953	0	0	0	0	0.54431	0	0	0
Healthy	28.08165	0		25.67731	28.08165	1.74439	0.11367	6.5835	0	0.01602	0.03886	0	0
Healthy	1.14033	0		88.6322	1.14033	0	0.56958	3.46228	0	0.03905	0.13239	0.0054	0
Healthy	22.08237	1.80177		39.09706	22.08237	0.07286	0.02186	2.2014	1.80177	0.00311	0.03749	0	0.30605
Healthy	25.5751	0		33.77516	25.5751	1.46737	1.67072	0.7081	0	0.0174	0.25563	0	0.03649
Healthy	26.99593	0		19.08522	26.99593	14.07523	1.16394	2.40528	0	0	0.59547	0	0
Healthy	1.94154	0.09868		59.1091	1.94154	0.46242	0.63187	0.63203	0.09868	9.17023	0.16482	0.06872	0
Healthy	3.32933	1.18226		22.5582	3.32933	3.14739	0.1574	0.04508	1.18226	0	0.37042	0.74541	0.07371
Healthy	31.77801	0		37.53204	31.77801	1.27859	0	0	0	0	0	0	0
Healthy	1.10321	0		58.43814	1.10321	0.10105	26.9499	0.30932	0	0	0.40764	0	0
Healthy	27.46447	0.05073		23.76198	27.46447	0.62427	2.05602	0	0.05073	5.69895	1.94761	0.06162	0
Healthy	15.92555	2.30841		32.36471	15.92555	0.91651	0.05333	0.03754	2.30841	0.00172	0.12726	0.18646	0.05048
Healthy	13.78159	0		14.68862	13.78159	8.77733	0.79854	13.0178	0	0.43137	8.66768	0	0
Healthy	44.80996	0.1068		34.07345	44.80996	0.13129	0.00111	0.04557	0.1068	0.04628	0.07901	0.06547	0
Healthy	43.58366	0		18.82843	43.58366	0.83307	0.97821	5.43514	0	0.4229	0.33759	0	0.23092
Healthy	16.57425	0		17.09535	16.57425	5.81126	1.57204	0.01113	0	0.10672	3.98303	0.23847	0.33081
Healthy	10.51045	0		45.17916	10.51045	0.37799	0.28333	3.52687	0	0.00601	0.02564	0.08041	0.11079
Healthy	28.20531	0		19.82885	28.20531	0.26068	0.32094	0	0	0.32882	0	0	0
Healthy	1.78141	0		92.4096	1.78141	0.22173	0.12318	0	0	0	0	0	0
Healthy	46.8281	0		10.12874	46.8281	0	0	0	0	0	0	0	0
Healthy	37.47046	0		35.57313	37.47046	0.35178	0.02843	0	0	0.0976	1.42651	0	0.00678
Healthy	2.51416	0		71.11603	2.51416	0	2.10645	0	0	0	0	0.12119	0
Healthy	6.08218	8.00768		42.51095	6.08218	5.16856	0	0	8.00768	0	1.73064	0.02195	0
Healthy	6.5257	0		69.65916	6.5257	2.28444	0.04956	0.77647	0	0.03155	0.22175	0.37382	0
Healthy	3.96175	0		66.71053	3.96175	0.24087	0	5.66652	0	0.01371	0.06109	0.03254	0
Healthy	18.45423	0		38.67925	18.45423	13.77345	0.38672	1.53411	0	0.53843	0.15245	0	0.29259
Healthy	6.48448	0		58.1287	6.48448	0.42789	0	0.5334	0	0	0.20077	0.50177	0
Healthy	1.31161	0		2.69883	1.31161	14.48399	45.18777	0.00662	0	0.00517	0.00705	0	0
Healthy	24.39424	0.34226		38.60053	24.39424	2.00644	0	0	0.34226	0.61656	3.54521	0.87373	0
Healthy	9.03548	0		27.58095	9.03548	48.07914	2.53386	0.47986	0	0.48128	0.09404	0	0.03863
Healthy	0.938	0.0287		69.24905	0.938	0.10828	0.0346	0	0.0287	0.49665	0.12827	1.43761	0
Healthy	47.81394	0.15533		30.23467	47.81394	0.18308	0.09831	1.12556	0.15533	0.00459	0.05531	0.12123	0
Healthy	3.50565	0		67.07015	3.50565	0.22975	5.66234	1.52137	0	0.04044	0.16911	0.01901	0.01833
Healthy	3.27068	0		43.44494	3.27068	14.7213	12.1613	0.34107	0	0	0.00102	0.00635	0.14947
Healthy	20.51761	0		45.52648	20.51761	4.40498	0.10287	4.25651	0	0.12586	1.32217	0.00828	0.07101
Healthy	32.39544	0		29.04447	32.39544	1.46792	13.76728	0	0	1.28783	0.46891	0	1.22097
Healthy	0.98278	0		95.28645	0.98278	0	0.0347	2.33123	0	0	0	0	0.01142
Healthy	21.77925	3.24923		29.61175	21.77925	4.06849	0.05633	0.01386	3.24923	0.05169	1.09846	0.02244	0.25031
Healthy	50.37572	0		19.55294	50.37572	0	0	0	0	13.73408	0	0	0
Healthy	32.93799	1.09162		10.76329	32.93799	0.16406	0	6.37939	1.09162	0	0	0	0
Healthy	14.62348	0		63.77627	14.62348	0.94995	0	0	0	0.08664	0.26306	0.05709	0
Healthy	2.23369	0		65.94764	2.23369	0.21765	1.0543	11.24915	0	0	0	0	0
Healthy	12.17318	0.29309		37.37198	12.17318	0	0.41401	0	0.29309	0	0	0.03354	0
Healthy	1.85708	0		68.43482	1.85708	0.02337	10.5734	8.52248	0	0	0.17924	0.03332	0
Healthy	2.22832	0		68.7675	2.22832	0	0.05757	0.34951	0	0	0.31033	0.07033	0
Healthy	22.07464	1.42082		21.83488	22.07464	18.32739	1.82178	0	1.42082	0	0.82384	0.11673	0.16005
Healthy	8.98104	0		73.45565	8.98104	0	0	0.66822	0	0	0	0	0
Healthy	36.07128	0		37.03071	36.07128	0.33843	0.0198	0.04725	0	1.51191	0.17756	0.17313	0.10197
Healthy	5.81854	0.07672		70.18205	5.81854	4.12361	0.22338	2.81667	0.07672	0	0	0.11263	0
Healthy	12.20105	0		62.93172	12.20105	0	3.82164	0	0	0	0.01147	0.27753	0
Healthy	0.9112	0		79.21326	0.9112	0.07738	0	3.04829	0	0	0	0	0
Healthy	12.85301	0		53.18318	12.85301	3.46794	0	0	0	0	0	0	0
Healthy	17.77409	0		60.47659	17.77409	0.24054	0.84241	0	0	0	0	0	1.0244
Healthy	33.24214	0		17.58518	33.24214	15.32938	0.37935	0.19875	0	0.00693	0.68918	0.18905	0
Healthy	12.4927	3.11355		21.73269	12.4927	2.21114	0	15.2083	3.11355	0.06085	0.92443	0	0
Healthy	14.73325	0		50.98966	14.73325	0.01553	0.22126	13.25199	0	0.00229	0.14535	0	0.08537
Healthy	18.37778	0.25684		48.94842	18.37778	0.01624	0.25304	0.00808	0.25684	0.01657	0	0.07584	0
Healthy	24.06397	4.80982		21.50326	24.06397	3.04845	1.39039	1.02733	4.80982	0.00445	0.07226	0.05127	0.00125
Healthy	13.02272	0		58.55434	13.02272	0	0.33553	0.05691	0	0.01523	0.01782	0.06363	0
Healthy	2.05964	0		78.31406	2.05964	0	0.01136	0.04204	0	0	0.01945	0	0
Healthy	4.06705	0		62.7212	4.06705	23.92438	0.25478	0	0	0.44122	3.2435	0.01869	0
Healthy	31.72952	0		39.76246	31.72952	1.50522	0.16617	10.2147	0	1.8409	0.20942	0.08412	0
Healthy	2.51772	0		73.22391	2.51772	0.54794	2.07897	4.40278	0	0.19041	0.01272	0	0.22672
Healthy	1.70965	0		76.77715	1.70965	0.34388	0.2582	9.26894	0	0.07751	0.22134	0.02269	0
Healthy	0.89442	0		79.07153	0.89442	0.09572	0	3.15084	0	0	0	0	0
Healthy	18.1056	0		8.99304	18.1056	1.74431	0	0.47951	0	0.45199	0.05649	0	0
Healthy	20.9383	0		28.36889	20.9383	9.74598	0.02079	0.01454	0	0.01447	1.93649	0.03581	0.60795
Healthy	1.93883	0.1863		60.15458	1.93883	1.86957	0.1795	0	0.1863	0	0.12516	0.82641	0
Healthy	15.08547	1.78079		51.11411	15.08547	2.06218	0	0	1.78079	0	0.51366	0	0
Healthy	6.21972	0		70.28682	6.21972	0.0083	0	0.06266	0	0	0.23238	0	0
Healthy	20.8684	0		56.74984	20.8684	0	0.05856	0.04425	0	0	0	0	0.00535
Healthy	1.17715	0		88.62397	1.17715	0	0.56422	3.40948	0	0.0253	0.1649	0	0
Healthy	12.18986	0		80.99515	12.18986	0	0	0	0	0.54065	0	0	0
Healthy	18.03954	0.40579		23.65521	18.03954	1.91629	3.51301	0.01779	0.40579	0.07104	0.17727	0	0
Healthy	6.43528	0		61.74899	6.43528	0	0.21163	0.02171	0	0.03106	0.01319	0.13989	0.01534
Healthy	1.54812	0		13.47813	1.54812	0.02387	9.43602	2.77942	0	0.14455	1.53604	0.72042	0
Healthy	6.16934	0		66.37974	6.16934	0.08418	0.21117	8.10882	0	0.12244	0.04026	0.02192	0
Healthy	8.69614	3.40764		43.4764	8.69614	0.2451	0.05697	0	3.40764	0.05141	0	0.2407	0.00348
Healthy	3.99133	0		53.92823	3.99133	0.49377	0	15.6181	0	0	0.80836	0.01971	0
Healthy	23.60327	0		64.38419	23.60327	0	0	0	0	0.06926	0.06791	0.43782	0
Healthy	4.77259	0		70.43552	4.77259	0.45038	0	6.29626	0	0.28527	0	0	0
Healthy	19.09712	0		22.27282	19.09712	5.73589	0.34845	4.83567	0	0.00711	0.37339	0	0.14061
Healthy	25.78643	0.93713		20.08361	25.78643	4.04048	0.38983	0	0.93713	0	0	0	0
Healthy	42.80357	0		28.22264	42.80357	0.1119	0	0	0	0.68724	0	0	0.63379
Healthy	6.7886	0		0	6.7886	0.07693	5.37237	23.01613	0	0.10316	0	0	0
Healthy	13.74035	0		37.96806	13.74035	1.10153	0.09209	4.79202	0	0.02873	0.21324	0.04552	0
Healthy	0.45006	0		9.45133	0.45006	2.07903	0	0	0	0	0.63296	0	0
Healthy	3.90423	0		27.59638	3.90423	39.75935	10.8525	0.20928	0	0.16034	0.00834	0	0
Healthy	12.90259	0.05074		67.46187	12.90259	0.04286	0	0	0.05074	0	0	0	0
Healthy	1.97085	0		74.40626	1.97085	0.02025	0.46619	2.66473	0	0	0	0.05024	0
Healthy	2.31882	0		67.35244	2.31882	0.18095	0.93913	11.20444	0	0	0	0	0
Healthy	13.71353	0		32.89581	13.71353	1.17339	0.1783	0	0	1.25465	0.90307	0	0
Healthy	10.00012	0		26.78469	10.00012	1.0068	0.10058	6.87772	0	0.12179	1.26087	0.01975	0.04348
Healthy	17.67223	0.17209		49.15706	17.67223	0.14878	0.12785	0.19412	0.17209	1.47063	0.18059	0.00973	0.00543
Healthy	1.8176	0		70.09672	1.8176	0.22416	0.03781	5.73747	0	0.01121	0	0	0
Healthy	3.26318	0		76.06188	3.26318	0.49686	0.06464	0	0	0.06575	0.31588	0.12243	0
Healthy	2.95361	0		66.45973	2.95361	0.11531	0	0	0	0.02037	0.27714	0.30635	0
Healthy	3.05927	0		76.88963	3.05927	0.61349	0.10208	6.38815	0	0.16522	0.18597	0.07543	0
Healthy	0	0		10.62846	0	1.15502	0	81.6769	0	0	0	0	0
Healthy	12.37945	0		61.22877	12.37945	2.07337	0	0	0	0	0	0	0
Healthy	18.30397	0		63.11576	18.30397	0	0	0	0	0.12755	0.35319	0.09292	0
Healthy	2.46892	0		67.80547	2.46892	0	0.08553	0	0	0.01001	0.6735	0	0
Healthy	3.89074	0.12202		61.80674	3.89074	0.07066	0	0	0.12202	0.15693	0.1548	0.12714	0
Healthy	13.40527	0		64.53437	13.40527	0	0.25322	0	0	0.12673	0	0	0.49098
Healthy	13.80593	0		65.88668	13.80593	0.45712	2.80085	4.93058	0	0	0	0	0
Healthy	5.02553	0		69.72652	5.02553	0.27021	0	4.48642	0	0	0	0	0
Healthy	6.83603	0.17603		64.42562	6.83603	0.56315	0.06197	0.33655	0.17603	0.00655	0.21827	0.16406	0
