group	Bacteroidaceae	Enterobacteriaceae	Streptococcaceae	Lactobacillaceae	Veillonellaceae	Erysipelatoclostridiaceae	Micrococcaceae		Enterobacteriaceae	Burkholderiaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	22.94305	0	1.56746	0.05484	0.09462	0.38321	0		0	0	1.56746	2.27477	2.25374	0.38321	0.09462	0.1786	0.05484	0
Healthy	36.23442	0.02306	0.69865	0.08794	0.05051	0	0.00028		0.02306	0.32375	0.69865	0	0.02658	0	0.05051	0.31579	0.08794	0
Healthy	18.20168	0.1535	0.3917	0	0.00416	0	0		0.1535	0.63109	0.3917	2.65359	6.99111	0	0.00416	0	0	0
Healthy	83.96892	0.32002	0.19158	0.15323	0.35686	0	0		0.32002	0.04169	0.19158	0	0.17487	0	0.35686	0.27083	0.15323	0.01532
Healthy	27.7436	0.00675	0.18325	0	0.04856	0	0		0.00675	0.36764	0.18325	0	0.04409	0	0.04856	0.10494	0	0
Healthy	58.79164	0	0.39844	0	0	0	0		0	0.83322	0.39844	3.62986	1.27333	0	0	0	0	0.06537
Healthy	53.73783	0	0	0.00784	0	0	0		0	2.23462	0	0	0.02267	0	0	0	0.00784	0.0115
Healthy	33.08923	0	0	0	0	1.01754	0		0	0	0	0	0.67306	1.01754	0	0.03779	0	0.09801
Healthy	43.91144	4.05791	0.15997	0	0	0.00257	0		4.05791	0	0.15997	0.94659	0.134	0.00257	0	0.00324	0	0
Healthy	55.33976	0.06093	0	0	0	0.52483	0		0.06093	0.02525	0	0	0	0.52483	0	0	0	0
Healthy	10.64215	1.58967	0.00526	0.02227	0	0	0		1.58967	0.25774	0.00526	0	0.63958	0	0	0.00321	0.02227	0.03777
Healthy	13.31218	0	0.8535	0	0.09326	1.69259	0.25219		0	0	0.8535	5.59783	7.85353	1.69259	0.09326	0.40844	0	2.2151
Healthy	55.43567	0	0.43095	0	0	0	0		0	6.01844	0.43095	0	0	0	0	0	0	0
Healthy	33.01461	0.21949	0.23069	0	0	0	0.00164		0.21949	0.08297	0.23069	0	0.02318	0	0	0	0	0
Healthy	42.16814	0.09903	0.00191	0	0.12044	0	0		0.09903	1.54425	0.00191	0	1.27484	0	0.12044	0.00297	0	0
Healthy	9.77201	0	4.45262	0	0.09329	2.81525	0.00719		0	0	4.45262	0.32028	10.1207	2.81525	0.09329	0.0753	0	1.24703
Healthy	17.10681	0.09194	0	0	0	0	0		0.09194	0.13831	0	0	0	0	0	0	0	0
Healthy	82.22619	1.75244	0.01432	0	0	0	0		1.75244	0.98994	0.01432	1.28601	0.02979	0	0	0.00663	0	0.03032
Healthy	19.50668	0	0.01773	0.17341	0.0917	0	0		0	1.49689	0.01773	0	0	0	0.0917	0	0.17341	0
Healthy	25.46438	0.06126	0.01997	0	0	0	0		0.06126	0	0.01997	0	0	0	0	0	0	0
Healthy	9.00066	0	0.37943	0	0	0	0		0	0	0.37943	0.27572	0	0	0	0	0	0
Healthy	27.91769	0.03357	0.08935	0	0.02405	0.27432	0		0.03357	0	0.08935	3.9126	0.46132	0.27432	0.02405	0	0	0.37331
Healthy	60.1543	0	0	0	0	0.07512	0		0	0	0	0.07944	0.13173	0.07512	0	0	0	0
Healthy	28.13826	0	2.60608	0	1.7791	0	0		0	0	2.60608	0	0	0	1.7791	3.11775	0	0
Healthy	13.21006	0.1379	0.00661	0	0.02851	0	0		0.1379	0.56031	0.00661	0	0.18382	0	0.02851	0	0	0.05455
Healthy	21.16436	0	0.87776	0	0.04973	0	0		0	2.29366	0.87776	3.90432	0.01604	0	0.04973	0.8832	0	0
Healthy	74.41827	0.25725	0.00317	0	1.05939	0	0		0.25725	0.02592	0.00317	0	0.08464	0	1.05939	0	0	0
Healthy	21.70593	0	0.17678	0	0.01162	0.22449	0		0	0.89833	0.17678	0	0.00342	0.22449	0.01162	0.01154	0	0.01811
Healthy	55.1086	0	0	0	0	0	0		0	0.1559	0	0	0.29707	0	0	0	0	0
Healthy	6.3349	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	85.6583	0.43749	0	0.04242	0.03376	0.05964	0		0.43749	0.38966	0	0	0.11423	0.05964	0.03376	0.00061	0.04242	0.00252
Healthy	32.47777	0.09323	0.00396	0	0.01978	0	0		0.09323	1.51147	0.00396	0	0.01542	0	0.01978	0.03129	0	0
Healthy	32.47188	0	0.27112	0	0.00961	0	0		0	0.01562	0.27112	0	0.76407	0	0.00961	1.34731	0	0.31638
Healthy	28.08502	0	0	0	0	0	0		0	0.00297	0	0	0	0	0	0	0	0.2142
Healthy	55.04454	0.09307	0	0	0	0.49986	0		0.09307	0.0279	0	0	0	0.49986	0	0	0	0
Healthy	20.0625	0	0.09454	0	0	0	0		0	0.01838	0.09454	2.43258	0.299	0	0	0	0	0
Healthy	24.59294	1.60547	0	0	0.03581	0	0		1.60547	0.0386	0	0.02727	0.23297	0	0.03581	0.08277	0	0.13173
Healthy	43.49701	0	0	0	0	6.1286	0		0	0	0	0	1.28671	6.1286	0	0	0	0.60065
Healthy	29.26204	0	0	0	0.52921	0	0		0	0.32791	0	0	0	0	0.52921	0	0	0
Healthy	53.54084	0.09818	0	0	0	0	0		0.09818	0.14634	0	0	0.03309	0	0	0	0	0
Healthy	37.81805	0.10716	0	0	0	0.01756	0		0.10716	0.33167	0	0	0	0.01756	0	0	0	0
Healthy	4.56143	0.72001	3.55343	0	0.07498	0	0.00073		0.72001	0.05758	3.55343	0	0.27483	0	0.07498	0.64406	0	0.00386
Healthy	27.84837	0.01743	0.02207	0	0	0	0.00315		0.01743	0	0.02207	0	0.02419	0	0	0.01908	0	0.01405
Healthy	43.00609	0	0.04988	0	0.0314	0	0		0	0.01362	0.04988	0	0.39103	0	0.0314	0.29812	0	0.59335
Healthy	54.09768	0	0.20831	0	0.3072	0	0		0	1.18589	0.20831	0	0	0	0.3072	2.94243	0	0
Healthy	50.55905	13.1923	0	0	0	0	0		13.1923	2.26482	0	0	0.07753	0	0	0.04549	0	0
Healthy	9.06224	2.01818	0.03471	0.1611	0	0.80302	0		2.01818	0	0.03471	0	0.43518	0.80302	0	0	0.1611	0.00282
Healthy	23.65013	0	0.0334	0	0	0	0		0	0.03273	0.0334	0	0	0	0	0	0	0
Healthy	18.67513	0.03817	0.18472	0	0	0	0		0.03817	0.07643	0.18472	0.45049	0.84119	0	0	0.02898	0	0.00398
Healthy	13.27304	0.16289	0	0	0	0	0		0.16289	0.08411	0	0	0.00528	0	0	0	0	0
Healthy	9.53419	0.03111	0	0	0	0	0		0.03111	0.78648	0	0	0.01092	0	0	0	0	0.00278
Healthy	56.10184	0	0.45064	0	0	0	0		0	5.77917	0.45064	0	0	0	0	0	0	0
Healthy	8.86924	0.14639	0.1529	0.26781	0	0	0		0.14639	0	0.1529	1.67791	0.6235	0	0	0	0.26781	0.13799
Healthy	50.30722	1.06555	0	0	0	0	0		1.06555	0.25334	0	0	0.34156	0	0	0	0	0
Healthy	28.6365	0.28402	0	0	0	0	0		0.28402	7.42489	0	0	0	0	0	0	0	0
Healthy	21.37093	0	0	0	0	0	0		0	0	0	0	0.41372	0	0	0	0	0
Healthy	53.01369	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	52.13002	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	59.74461	0	0	0.00451	0	0	0		0	0.9357	0	0	0.03583	0	0	0	0.00451	0.03446
Healthy	56.25803	0	0	0	0	0	0		0	0.08668	0	0	0	0	0	0	0	0
Healthy	8.86896	20.6834	0.05471	0	0	0	0		20.6834	0.03469	0.05471	1.48207	1.7809	0	0	0	0	0
Healthy	7.87454	0	4.99016	0.1521	0.03457	0.19245	0		0	0.01024	4.99016	0	0.03083	0.19245	0.03457	0	0.1521	0.22496
Healthy	52.4684	0	0	0	0	0	0		0	0.17644	0	0	0.05866	0	0	0	0	0
Healthy	31.7208	0	0	0	0	0	0		0	3.11279	0	0	0.0698	0	0	0	0	0
Healthy	25.76648	0	0	0	0	0	0		0	3.63923	0	0.03543	0	0	0	0	0	0
Healthy	42.9249	0	0.06142	0	0.00247	0	0		0	1.97267	0.06142	0.04257	0	0	0.00247	0.01432	0	0
Healthy	50.84492	0.15504	0.03581	0.03232	0.0372	0	0		0.15504	0.59767	0.03581	0.00389	0.38988	0	0.0372	0.01219	0.03232	0.05677
Healthy	15.54811	0.38987	0.07486	0	0	0	0		0.38987	0.00697	0.07486	0.09795	0.55076	0	0	0	0	0
Healthy	8.96652	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	19.51141	1.12578	0.00642	0.00407	1.55929	0.06276	0.02738		1.12578	0.02732	0.00642	0	0.00512	0.06276	1.55929	0.09644	0.00407	0.16076
Healthy	27.07227	0	0.00464	0	0	0	0		0	0.01398	0.00464	0	0.77904	0	0	0	0	0
Healthy	42.33509	0.64108	0.10861	0	0	0	0		0.64108	0.00676	0.10861	0	0.09846	0	0	0	0	0
Healthy	0.41639	2.20922	0.87645	0.25106	0	0	0		2.20922	0	0.87645	0	0.00238	0	0	0	0.25106	0.0211
Healthy	19.39074	0	0.01188	0	0	0	0		0	1.17066	0.01188	0	0.06491	0	0	0	0	0
Healthy	10.96157	0	0	0	0	0	0		0	0	0	7.31724	0	0	0	0	0	0
Healthy	14.48059	0.08118	0.04961	0.14078	0	0	0		0.08118	0.06232	0.04961	0.12693	0.05921	0	0	0.05196	0.14078	0
Healthy	42.0632	34.1359	0.02324	0.12663	0.14194	0.21058	0		34.1359	0	0.02324	0	0.0162	0.21058	0.14194	0	0.12663	0
Healthy	53.53506	0.06349	0	0	0	0	0		0.06349	0.1421	0	0	0.04636	0	0	0	0	0
Healthy	45.11053	0	0.03822	0	0.09113	0	0		0	0.05722	0.03822	0	0.33608	0	0.09113	0.03009	0	0.13564
Healthy	36.26109	0	0	0	0	0	0		0	0.34289	0	0	0	0	0	0	0	0
Healthy	11.94407	0.01798	0	0	0	0	0		0.01798	0.60592	0	0	0	0	0	0	0	0
Healthy	1.32182	16.8964	5.45463	0	0.21796	0	0.11364		16.8964	0.18685	5.45463	0	0	0	0.21796	2.65489	0	0.04182
Healthy	40.6563	0	0.05352	0	0.01172	0	0		0	0.02515	0.05352	0	0	0	0.01172	0.0414	0	0
Healthy	35.86956	0.15189	0.00438	0	0	0.04216	0		0.15189	0.34009	0.00438	0	0	0.04216	0	0.00454	0	0
Healthy	20.53686	0	1.5188	0.13556	0	0	0		0	0.24028	1.5188	0	0.05069	0	0	0	0.13556	0
Healthy	46.06736	0.32147	0.01091	0	0	0	0		0.32147	0.22596	0.01091	0	0	0	0	0	0	0
Healthy	5.13851	7.12808	3.59735	29.92453	3.86181	0.35808	0		7.12808	0.06749	3.59735	0	0	0.35808	3.86181	1.23057	29.92453	0
D014376	68.64469	0.29645	0.11254	0.002	0.00597	0.02019	0		0.29645	0.00455	0.11254	0	0.00618	0.02019	0.00597	0	0.002	0.01915
Healthy	20.88549	0.1197	0.65103	0	0.05344	0	0		0.1197	0	0.65103	0	1.58635	0	0.05344	0	0	0.2005
Healthy	40.16562	3.34255	0.00938	1.21296	0	0.49208	0		3.34255	0	0.00938	7.08862	10.919	0.49208	0	0.05385	1.21296	0.05413
Healthy	34.06813	0	0	0	0.42182	0	0		0	0.25836	0	0	0	0	0.42182	0	0	0
Healthy	45.63097	0.14355	0.04397	0	0.00317	0	0		0.14355	0.03423	0.04397	0	0	0	0.00317	0	0	0
Healthy	2.11984	0	0	0	0	0	0		0	0	0	4.61632	3.08538	0	0	0	0	1.77812
Healthy	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	28.70973	0	2.25199	0	1.29591	0	0		0	0	2.25199	0	0	0	1.29591	2.00589	0	0.01458
Healthy	34.70564	0.26276	0.02754	0	0.15605	0	0		0.26276	0.00596	0.02754	0	0	0	0.15605	0.23714	0	0
Healthy	54.31477	0.08539	0	0	0	0	0		0.08539	0.20211	0	0	0.02466	0	0	0	0	0
Healthy	36.28102	0.89547	0.02264	0.00627	0	0	0		0.89547	0.08866	0.02264	0	0.03925	0	0	0	0.00627	0.09574
Healthy	3.52148	0	0	0	0	5.91716	0		0	0	0	8.10433	0.71294	5.91716	0	0	0	0.32805
Healthy	23.2267	0	0	0	0	0	0		0	0.05841	0	3.58224	0	0	0	0	0	0
Healthy	8.29743	0	0	0	0.0912	0	0		0	0.51228	0	0	0	0	0.0912	0.05039	0	0
Healthy	31.93653	0	0	0	0	0	0		0	0.59765	0	0	0	0	0	0	0	0
Healthy	1.71192	0.05816	0.50576	0	0.79374	0	0		0.05816	0.18294	0.50576	0	2.33088	0	0.79374	1.45459	0	3.00563
Healthy	9.13973	0	0	0.09339	0	2.19539	0		0	0.03331	0	0.5885	0.16211	2.19539	0	0	0.09339	0
Healthy	57.27179	0.18506	0	0	0	0	0		0.18506	0.90545	0	0.27574	0	0	0	0	0	0
Healthy	71.62978	0	0.02167	0	0	0	0		0	1.51926	0.02167	0	0.07097	0	0	0	0	0.01374
Healthy	31.07209	2.89015	0.20013	0	0.11358	0	0		2.89015	0.02403	0.20013	0	0.02103	0	0.11358	0	0	0.44235
Healthy	23.9819	1.65118	0	0	0.06494	0	0		1.65118	1.98335	0	0	0.07097	0	0.06494	0	0	0
Healthy	0	0.21039	0.0135	6.67729	0.08465	0	0.01145		0.21039	0	0.0135	0	0.00052	0	0.08465	0.17285	6.67729	0
Healthy	55.63254	0	0.57766	0	0	0	0		0	5.94819	0.57766	0	0	0	0	0	0	0
Healthy	56.10866	0.56952	0.06916	0	0.13559	0	0		0.56952	0.20509	0.06916	0	0	0	0.13559	0.08951	0	0
Healthy	13.96085	0.26265	5.65207	0	0	0	0		0.26265	0.13331	5.65207	0	0.71517	0	0	1.04259	0	0
Healthy	34.67326	0	0	0	0	0	0		0	0	0	0	0.41766	0	0	0.45025	0	0.15181
Healthy	15.18467	0.68164	4.25631	0	0	0	0		0.68164	0.04844	4.25631	0	0.97193	0	0	0	0	0.05489
D014376	52.6041	4.25995	0.35431	0	0.31084	0.43773	0		4.25995	0	0.35431	0	1.19509	0.43773	0.31084	0	0	0
Healthy	58.43023	0	0.37018	0	0	0	0		0	0.82778	0.37018	3.68487	1.26597	0	0	0	0	0.05486
Healthy	70.0762	0.13819	0.42998	0.04548	0	0.00373	0		0.13819	0	0.42998	0	1.24442	0.00373	0	0	0.04548	0.03542
Healthy	39.83802	0	0	0	0	0	0		0	0.08213	0	0	0.43517	0	0	0.2193	0	0.05531
Healthy	8.09842	0	0.81377	0	0	0	0		0	0	0.81377	0	0	0	0	0	0	0
Healthy	14.22919	0	2.27089	0.03509	0.48056	0	0		0	0.05476	2.27089	0	0.01939	0	0.48056	0.03632	0.03509	0.69314
Healthy	34.46008	0	0	0.00823	0	0	0		0	2.38675	0	0	0	0	0	0	0.00823	0.02819
Healthy	28.65026	0.18599	1.33874	0	0.03522	0.01324	0		0.18599	0.01433	1.33874	0	0.14224	0.01324	0.03522	0	0	0
Healthy	28.50666	0.02468	0.16507	0	0	0	0		0.02468	0.07557	0.16507	0	0.92989	0	0	0.14588	0	0.09399
Healthy	23.50261	0.08293	2.9345	0.02704	0.03941	0.00638	0		0.08293	0.39744	2.9345	0	0.03651	0.00638	0.03941	0.00765	0.02704	0
Healthy	32.57086	0.2024	0.13567	0	0.03132	0	0		0.2024	0.16598	0.13567	0	0	0	0.03132	0	0	0
Healthy	10.08932	0.51966	0	0	0	0	0		0.51966	0	0	21.9733	0.39765	0	0	0	0	0
Healthy	34.76398	0	0	0	0	0.93337	0		0	0	0	1.82274	0.96926	0.93337	0	0	0	0
Healthy	37.64253	0.02214	0	0	0	0	0		0.02214	5.33586	0	0	0	0	0	0	0	0.05282
Healthy	73.95765	0.29681	0	0	1.09699	0	0		0.29681	0.03171	0	0	0.09813	0	1.09699	0	0	0
Healthy	8.54176	0	0.28125	0	0	0	0		0	0	0.28125	0.34905	0	0	0	0	0	0
Healthy	10.63498	0.11684	0.36739	0	0	0	0		0.11684	0	0.36739	0.00178	0.80095	0	0	0	0	0
Healthy	48.62868	0.01657	0.00659	0	0.00086	0	0		0.01657	0.00256	0.00659	0	0.01122	0	0.00086	0	0	0.03771
Healthy	33.82741	0.17989	0.20558	0	0	0	0.00656		0.17989	0.10726	0.20558	0	0.02597	0	0	0	0	0
Healthy	61.78023	0.13909	0.22678	0.2828	0	1.39743	0		0.13909	0.40893	0.22678	3.47911	2.83494	1.39743	0	0.05402	0.2828	0.02291
Healthy	35.99866	0.01013	0.90812	0	0.02779	0	0		0.01013	0	0.90812	0	0.00276	0	0.02779	0.18527	0	0.38988
Healthy	23.93443	0	0.08943	0	0.73136	0	0		0	0.06174	0.08943	0	1.75278	0	0.73136	0.3364	0	1.1973
Healthy	18.81638	0	0	0	0	0.9189	0		0	0.86723	0	0	0.15014	0.9189	0	0	0	0
Healthy	22.6204	0.0405	0.14492	0	0.17956	0	0		0.0405	0.07248	0.14492	0	1.52775	0	0.17956	0.29165	0	0.44489
Healthy	34.27151	0.01778	0.64442	0	1.00162	0	0		0.01778	5.85919	0.64442	3.38076	0	0	1.00162	2.1511	0	0
Healthy	52.51696	2.83683	0.17283	0	0.18608	0.08048	0.00501		2.83683	0.04768	0.17283	0	0.00481	0.08048	0.18608	3.42434	0	0.78828
Healthy	52.1629	0.08528	0	0	0	0	0		0.08528	0	0	0	0	0	0	0	0	0
Healthy	10.08535	0	0.02456	4.40602	0	0	0		0	0.00815	0.02456	0	0.09396	0	0	0	4.40602	0
Healthy	0.00043	0.00095	1.75094	7.751	0.09928	0	0.04404		0.00095	0	1.75094	0	0	0	0.09928	0.00044	7.751	2.32124
Healthy	61.00124	0	0	0.03014	0	0.35525	0		0	0	0	0.31573	0.13698	0.35525	0	0	0.03014	0
Healthy	82.87996	0	0	0	0	0	0		0	0.0663	0	0	0	0	0	0	0	0
Healthy	30.05662	0	1.12902	0.09385	0.11056	0	0		0	0.00395	1.12902	0	0	0	0.11056	0.4149	0.09385	0.05366
Healthy	47.74166	0.04719	0.11284	0	0	0.10355	0		0.04719	3.22159	0.11284	0	0.05113	0.10355	0	0	0	0
Healthy	1.54392	3.31039	0	0	0	0	0		3.31039	0	0	0	0.27113	0	0	0	0	0
Healthy	7.07781	13.2784	0.22115	0.1913	1.14281	0.04997	0.01318		13.2784	0	0.22115	0	0.20958	0.04997	1.14281	0	0.1913	0.00107
Healthy	7.93975	0	0.06014	0	0	0	0		0	0.09712	0.06014	0	4.1505	0	0	0	0	0.0398
Healthy	28.2839	0	0	0	0	0	0		0	0.02116	0	0	0.80942	0	0	0	0	0
Healthy	24.94881	0	0.00207	0	0	0	0		0	0.06265	0.00207	0	0.15933	0	0	0	0	0
Healthy	35.04645	0	0.28563	2.77925	0	0	0		0	0.50874	0.28563	0	0	0	0	0	2.77925	0
Healthy	27.51081	0.37948	0.09394	0	0	0	0		0.37948	2.08788	0.09394	0	0	0	0	0	0	0
D014376	91.13793	0.01082	0.47895	0	0.03286	0	0.00045		0.01082	3.00566	0.47895	0	0.00106	0	0.03286	0	0	0
Healthy	37.60874	0.47618	0.36756	0.01239	1.08428	0.03952	0		0.47618	0	0.36756	0	0.12792	0.03952	1.08428	0.00378	0.01239	0
Healthy	44.85875	0	0.03604	0	0	0	0		0	3.9968	0.03604	0	0.06249	0	0	0.00187	0	0
Healthy	39.71335	0	0.00981	0	0	0	0		0	0	0.00981	3.0235	0	0	0	0	0	0
Healthy	48.99414	0	0.13445	0	0	0.10203	0		0	3.17425	0.13445	0	0.06731	0.10203	0	0	0	0
Healthy	53.44746	0	0.14994	0	0.24791	0	0		0	1.2262	0.14994	0	0	0	0.24791	2.5774	0	0
Healthy	4.56859	0	0	0	0	0	0		0	0.15351	0	0	0	0	0	0	0	0
Healthy	52.96293	0.52319	0.06108	0	0.14577	0	0		0.52319	0.20969	0.06108	0	0.0048	0	0.14577	0.13248	0	0
Healthy	37.19817	0.64983	0.01192	0.49734	0	0	0		0.64983	0.2026	0.01192	0	0.24078	0	0	0	0.49734	0
Healthy	4.52976	0	0	0	0	0	0		0	0.08663	0	1.47182	0.05364	0	0	0	0	0.13814
Healthy	5.27412	7.80128	2.15626	4.5937	0.74905	0	0.0768		7.80128	2.11858	2.15626	0	0	0	0.74905	0.00288	4.5937	0
Healthy	45.30762	0.13705	0.06972	0	0	0	0		0.13705	0.02559	0.06972	0	0	0	0	0	0	0
Healthy	16.80043	3.8309	17.23766	0.34574	0	3.13997	0		3.8309	0	17.23766	3.42044	1.03116	3.13997	0	0	0.34574	0
Healthy	3.26918	68.4318	0.21363	0	0.00317	0	0.01654		68.4318	0	0.21363	0	0	0	0.00317	0	0	0
Healthy	73.5732	1.8811	0.06702	0	0	0	0		1.8811	0.10956	0.06702	0	0.03454	0	0	0	0	0
Healthy	41.4627	0	0	0	0.56034	0	0		0	2.49682	0	0.8408	0	0	0.56034	1.01719	0	0
Healthy	11.87864	0	0.33714	0	0.02594	0	0		0	0.2307	0.33714	0.66077	0.6541	0	0.02594	0.16837	0	0.08095
Healthy	51.22696	0.25496	0.31109	0	0.00309	0	0		0.25496	0.25885	0.31109	0	0.12519	0	0.00309	0.12269	0	0
Healthy	64.75126	0	0.50434	0.03226	0.24402	0.02058	0		0	0	0.50434	0	0.73882	0.02058	0.24402	0.48435	0.03226	0.06926
Healthy	54.32016	0.03274	0	0	0	0	0		0.03274	0.21604	0	0	0.00494	0	0	0	0	0
Healthy	5.81324	1.0772	0.44281	0.04287	0.02147	0	0.00354		1.0772	0.36818	0.44281	2.90329	0.04006	0	0.02147	0	0.04287	0.09393
Healthy	14.70901	0.11866	3.52411	5.53661	0.99936	0	0.00805		0.11866	0	3.52411	0	0	0	0.99936	0	5.53661	0.0046
Healthy	73.50812	1.59267	0.06395	0	0	0	0		1.59267	0.07533	0.06395	0	0.07695	0	0	0	0	0
Healthy	67.27463	1.05383	0	0	0.81558	0	0		1.05383	0	0	0	0	0	0.81558	0	0	0
Healthy	4.99909	12.2714	2.09737	7.36172	0	0	0		12.2714	0	2.09737	0	3.46982	0	0	0	7.36172	0
Healthy	2.5197	0.13135	0.04253	0	1.99799	0	0		0.13135	0.20286	0.04253	0	1.27752	0	1.99799	0	0	0.11519
Healthy	91.68174	4.26379	0	0	0	0	0		4.26379	0	0	0	0	0	0	0	0	0
Healthy	38.99796	0.01829	0	0	0	0	0		0.01829	0	0	0	0.19433	0	0	0	0	0
Healthy	9.86428	0	0	0	0	1.01374	0		0	0	0	0	0	1.01374	0	0	0	0
Healthy	43.32747	0	0	0	0	0	0		0	0.57478	0	0	0	0	0	0	0	0
Healthy	60.40012	0	0.10501	0	0.00232	0	0.00305		0	0.0407	0.10501	0	0.01492	0	0.00232	0.05201	0	0.00207
Healthy	0	0.92446	1.59656	0	0	0	0		0.92446	0	1.59656	0	0	0	0	0	0	0
Healthy	52.61661	0.11185	0	0	0	0	0		0.11185	0.14325	0	0	0.04199	0	0	0	0	0
Healthy	72.95419	0	0	0	0.02344	0	0		0	4.8789	0	0	0	0	0.02344	0	0	0
Healthy	36.75563	0	0.0573	0.02	0	0	0		0	0.07111	0.0573	0.65041	0.777	0	0	0	0.02	0
Healthy	27.31687	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	40.58301	0.3172	0.06714	0.05674	0.00063	0	0		0.3172	0.19696	0.06714	0	1.41539	0	0.00063	0.00396	0.05674	0.1086
Healthy	46.27288	0	0	0	0	18.4171	0		0	0	0	0	0	18.4171	0	0	0	0
Healthy	2.98891	0	0	0	0	4.18782	0		0	0	0	2.76683	1.22632	4.18782	0	0	0	0.05371
Healthy	29.44962	6.83977	0	0	0	0	0		6.83977	1.64958	0	0	0	0	0	0	0	0
Healthy	25.58304	0	0.96709	0	0.26595	0	0		0	0.24406	0.96709	0	1.10707	0	0.26595	4.50425	0	0.01412
Healthy	24.3929	0	0.0195	0	0.00126	0	0		0	0.06549	0.0195	0	0.09827	0	0.00126	0.00197	0	0
Healthy	32.08579	0.54718	0.01631	0	0	0.01054	0		0.54718	0.07737	0.01631	0	0.25175	0.01054	0	0	0	0.1366
Healthy	9.15209	10.6608	0	0	0	0.00576	0		10.6608	0.25924	0	0	0.13905	0.00576	0	0	0	0
Healthy	54.69783	0	0	0	0	0	0		0	0.18679	0	0	0.26754	0	0	0	0	0
Healthy	30.13535	0	0	0	0	0	0		0	0	0	0	0.54431	0	0	0	0	0
Healthy	22.21158	0.06283	0	0.01236	0.02167	0	0		0.06283	0	0	0	0.01602	0	0.02167	0.05084	0.01236	0
Healthy	85.27158	0.56958	0.25008	0	0.02124	0	0		0.56958	0.14938	0.25008	0	0.03905	0	0.02124	0	0	0
Healthy	35.95443	0.02186	0.53095	0	0.00924	0	0		0.02186	0.43338	0.53095	0	0.00311	0	0.00924	0	0	0.30605
Healthy	30.3768	0	0.23066	0.00223	0.21516	0	0		0	1.44155	0.23066	2.87235	0.0174	0	0.21516	1.67072	0.00223	0.03649
Healthy	12.40212	1.16394	0.11176	0.93667	0	0	0		1.16394	0	0.11176	0	0	0	0	0	0.93667	0
Healthy	44.78553	0.62719	0.39645	0	0	8.75991	0.039		0.62719	0.00034	0.39645	0.16438	0.41032	8.75991	0	0.00468	0	0
Healthy	11.1989	0.14572	0.56472	0.04579	0.04508	0	0.02123		0.14572	0.06068	0.56472	12.2744	0	0	0.04508	0.01168	0.04579	0.07371
Healthy	35.4166	0	1.50452	0	0	0	0		0	0	1.50452	0	0	0	0	0	0	0
Healthy	58.16286	26.9499	0.10505	0	0.00275	0	0		26.9499	0	0.10505	0.14244	0	0	0.00275	0	0	0
Healthy	17.376	2.05602	9.24473	0.01315	0	0.30878	0.32691		2.05602	0.01164	9.24473	2.42624	5.39017	0.30878	0	0	0.01315	0
Healthy	17.30662	0	0.20378	0	0.03131	0	0		0	0.44306	0.20378	0	0.00172	0	0.03131	0.05333	0	0.05048
Healthy	13.48533	0.79854	2.2921	0	0	0	0		0.79854	0	2.2921	0	0.43137	0	0	0	0	0
Healthy	30.34498	0	0.2392	0	0.04557	0	0		0	0.26789	0.2392	0	0.04628	0	0.04557	0.00111	0	0
Healthy	15.53089	0	0.56306	0	0.04096	0	0		0	0.0713	0.56306	0	0.4229	0	0.04096	0.97821	0	0.23092
Healthy	7.07148	1.56391	5.80794	0.03809	0.01113	0.01803	0.00866		1.56391	0.35405	5.80794	0.01541	0.08869	0.01803	0.01113	0.00813	0.03809	0.33081
Healthy	23.3146	0	0.03885	0	0.00964	0	0		0	0.0718	0.03885	0	0.00601	0	0.00964	0.28333	0	0.11079
Healthy	14.18102	0.32094	0.00711	0	0	0	0		0.32094	0	0.00711	0.58507	0.32882	0	0	0	0	0
Healthy	83.27602	0.12318	0	0	0	0	0		0.12318	0.56352	0	0	0	0	0	0	0	0
Healthy	10.12874	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	26.82637	0.00858	0.12676	0.86105	0	0.00228	0		0.00858	0.07387	0.12676	0	0.09532	0.00228	0	0.01985	0.86105	0.00678
Healthy	35.9707	2.10645	0	0	0	0	0		2.10645	0.36472	0	0	0	0	0	0	0	0
Healthy	17.32543	0	0.08116	0.00376	0	0	0		0	0.37614	0.08116	0.02402	0	0	0	0	0.00376	0
Healthy	55.77719	0.02589	0.08113	0	0	0	0		0.02589	2.39395	0.08113	0	0.03155	0	0	0.02367	0	0
Healthy	47.52909	0	0.00116	0	0	0	0		0	0.36518	0.00116	0	0.01371	0	0	0	0	0
Healthy	37.03296	0	0.65368	0	0	0	0		0	0.04876	0.65368	0	0.53843	0	0	0.38672	0	0.29259
