group	Prevotella_copri_A	Bacteroides_stercoris	Prevotella_stercorea	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Phytobacter_ursingii	Alistipes_senegalensis	Bacteroides_faecis	Bilophila_wadsworthia	Prevotella_copri_A	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Bacteroides_sp900066265	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Parasutterella_excrementihominis	Clostridium_Q_symbiosum
Healthy	0	0	0	0	0	0	0.01278	0.02338	0	0.07114	0	0	0	0	1.21821	0	0	0	0	0
Healthy	27.7483	0	0	0	0	0.63252	0.17318	0.04134	0.00822	0	27.7483	0	0.63252	0	0	1.57093	0	0	0	0.01474
Healthy	0	0	0	0	0	12.6077	0	0	3.89041	0	0	0	12.6077	0	0.1778	0	0	0	0.18359	0
Healthy	0	0	0	0	0	0	0	0	5.19778	0	0	14.5766	0	0	0	0	0.30373	0	0	0
Healthy	0	0	0	0	0	0	0	0	5.42406	0	0	14.6874	0	0	0	0	0.28589	0	0	0
Healthy	0	0	0	0	0	0	0.4473	0	0	0	0	57.6253	0	0	0.00929	0	0	0	0.14622	0.46982
Healthy	0	6.93512	0	2.17095	8.28294	8.7445	0.08024	0.00468	0	0.00421	0	0	8.7445	2.17095	1.76051	0	1.94594	0	0	0.00328
Healthy	0	0	0	0	0	0	0	0	0.02737	0	0	1.22976	0	0	0	1.53989	0	2.97045	0	0
Healthy	0	0	0	0	0	0	0.06265	0.00409	0	0.09047	0	0	0	0	0.06696	0	0	0	0.2899	0
Healthy	1.92712	0	0	0	0.19499	0	2.06972	0	0.02023	0	1.92712	0	0	0	0.01582	0.62104	0	0	0	0
Healthy	0	0	0	0	0	3.89377	0	0	0	0	0	0	3.89377	0	0	0	0	1.488	0.04115	0
D014607	0.08263	46.379	0	0.0079	0	30.0119	0.92173	0	0	0	0.08263	0	30.0119	0.0079	0	0	0	0	0	0
Healthy	0	37.387	0	0	0	0	0	0	0	0.06241	0	0	0	0	0	0	0	0	0.07548	0
Healthy	18.7064	0	0	0	0	0	6.2715	0	0	0	18.7064	0	0	0	0	0	0	0	0	0
Healthy	10.4029	0.00825	0	0.41056	0	12.4519	0.01526	0.03587	0.00582	0.04703	10.4029	0.01613	12.4519	0.41056	0.27665	0.55491	0	0.46649	0.0299	0
Healthy	0	0	0	0	23.0352	0	0	0.01023	0	0.03142	0	0	0	0	0	2.33609	0	0	0	0
Healthy	0	0	0	0	0	0.28679	0.00108	0	0	0.05241	0	0	0.28679	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	2.32933	0.05435	0	0	0.0331	0	0	2.32933	0	0	0	0	3.82904	0.0289	0
Healthy	0	18.9556	0	0	0	0	0	0.1533	0.41535	0	0	0	0	0	0	1.1305	0	0	0.53548	0
Healthy	0	0	0	0	0	0	1.36418	0	0	0	0	0	0	0	0	0	0	0	0	0.31862
Healthy	12.7325	2.44039	0	0	0	0	0	0	0	0.06464	12.7325	0	0	0	0.52747	0	0	0	0	0
Healthy	0.01648	5.31641	0	30.0618	37.0609	0	0.13815	0	0.00112	0.01141	0.01648	0	0	30.0618	0	0.144	0	0	0	0.09529
Healthy	52.3179	0	0	0	0	0	0	0	0	0	52.3179	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.02804	0	0	0	0	0	0	0	0	0	0
Healthy	0	30.4691	0	0	0	0	0.13652	0	0	0.02561	0	0.03363	0	0	0.00823	0	0	0	0.2188	0.00129
Healthy	0	0	0	7.73908	0	0	0	0.0452	0	0	0	0	0	7.73908	1.19194	0	0	0	0.07179	0
Healthy	53.8396	0.49793	0	0.5067	0	0.10268	0	0	0	0.00713	53.8396	0	0.10268	0.5067	0.12561	0	0.27698	0	0	0
D014607	0.02072	1.15053	0.00493	0.00374	8.88314	0.00359	0.05502	0.00058	0	0.00474	0.02072	0.154	0.00359	0.00374	0.00514	0.03328	0.00031	0	0.02826	0
Healthy	0	0	0	0	0	0	0	0.44726	0	0.00918	0	12.6862	0	0	0	0.29073	0	0	0.01111	0
Healthy	0	0	0	0	0	1.43646	0	0	0	0	0	0.28526	1.43646	0	0	0	0.94115	0	0	0
Healthy	0	0	0	0	0	5.88669	0	0.02429	1.90652	0.05373	0	0	5.88669	0	0	0.10575	0	0	0	0.00175
Healthy	0.18221	0	0	0	0	4.15068	0.20818	0	0	0	0.18221	0	4.15068	0	1.63507	0	0	0.46893	0	0
Healthy	0	0	0	0	0	0.4486	0.15254	0.32049	0	0.11311	0	1.81831	0.4486	0	0	0	0	0	0.02782	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	15.3896	0	0	0	0	0	0	0	0	0	15.3896	0.65515	0	0	0	0.03288	0
Healthy	29.5329	0	2.16863	0	0	0	0	0	0	0	29.5329	0	0	0	0.55686	0	5.39228	0	0	0
Healthy	0	0.03383	0	0	0	0	0.13726	0	4.85124	0	0	0	0	0	0.02994	0	0	0	0.00854	0
Healthy	0	19.6019	0	0	0	8.72258	0	0	0	0	0	0	8.72258	0	0	4.50183	0	0	1.25638	0
Healthy	38.7228	1.1015	0	0	0	0	0	0	0	0	38.7228	0	0	0	0.37579	0	0	0	0	0
Healthy	0	1.22781	0	0	0	0	0.07933	0	0	0.0294	0	0	0	0	0.53916	0	0	0	0.03481	0.04654
Healthy	0	0	0	0	0	9.38952	0	0	0	0	0	0	9.38952	0	0.4838	0	0	0	0	0
Healthy	0	0.07682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.06941	0	0	1.28317	0	0	0	1.53961	0	2.80689	0	0
Healthy	29.8949	0	0.18217	0	0	0	0	0	0	0	29.8949	0	0	0	0.1198	0	0.15457	0	0.00163	0
Healthy	0	0	0	0	0	0	0	0	1.43837	0	0	0	0	0	0.39318	0	0	0	0.03078	0
Healthy	0	19.748	0	0	0	7.5698	0	0.00618	0.00997	0	0	0	7.5698	0	0	3.79602	0	0	0.05272	0
Healthy	0	4.52233	0	0	0	0.30213	0	0	0	0.01132	0	0	0.30213	0	0.00918	0	0	0	0	0.17176
Healthy	0	5.99375	0	0	0	4.94358	0.69465	0.00128	0	0.00614	0	0	4.94358	0	0.00172	0	0	0	0.0299	0
Healthy	6.92491	0.31888	0.25545	0	0	0.59386	5.9115	0.16013	0	0.01521	6.92491	0	0.59386	0	0	0	1.05239	0	0.00675	0
Healthy	0.86964	0	0	0	0	0.56669	0	0	0	0	0.86964	0	0.56669	0	3.92496	0.10335	0	0	0	0
Healthy	0	2.68099	0	0	4.56774	4.10076	0	0	0	0	0	0.23219	4.10076	0	0.45301	0	1.71623	0	0	0
Healthy	0	0	0	0	0	0	12.1701	0	0	0.03557	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.00962	0.20477	9.35206	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.86739	0	11.3293	30.7411	5.58395	2.43028	0	0	0	0	0	5.58395	11.3293	0.00513	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37618	0	0	0	0	0.01245
Healthy	19.931	0	0	0	0	0	0	0	0	0	19.931	0	0	0	0.19723	0	0	0	0	0
Healthy	29.7199	0	0	0	0	0	0	0	0	0	29.7199	0	0	0	0.23461	0	0	0	0.00542	0
Healthy	0	0.91503	0	0	0	0	0	0	0	0	0	0	0	0	0.17762	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.38517	0.15225	0	0	0	0	0	0	0.48997	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	2.37826	0	0	8.01248	0	0	0	0	0.92974	0	0	0
Healthy	19.9518	1.02495	0	3.34838	0.65321	3.75004	0	0.066	0.16342	0.07186	19.9518	0.05378	3.75004	3.34838	1.63022	0.09424	0.17736	0.01106	0	0
Healthy	6.34482	14.5883	0	0.40218	2.31075	2.0236	0.29564	0.18174	0.0115	0.01089	6.34482	0.16932	2.0236	0.40218	0.49129	1.45375	0	0.35266	0.12922	0.03717
Healthy	67.2895	0.59714	0.0018	2.22041	0	0.0023	0.75202	0.01598	0.00209	0	67.2895	0.1294	0.0023	2.22041	0.16115	0.0125	0	0	0.00631	0
Healthy	0	0.00076	0	0	0	0.00093	31.3908	0	2.9378	0	0	0	0.00093	0	0.08085	0	0	0	0	0.39724
Healthy	31.6083	0	0	0	0	7.96353	0	0.1559	0	0	31.6083	0	7.96353	0	0.65023	0.62727	0	0	0	0
Healthy	0	0.03053	0	0	0	0	0	0.02487	0	0.00277	0	0	0	0	0.20109	0	0	4.73965	0.0154	0
Healthy	6.93176	0.92599	0	2.67721	3.80811	0.45461	0.08408	0.07635	0.04715	0.06937	6.93176	0.31059	0.45461	2.67721	0.16447	1.75744	0	0.09368	0.36323	0
Healthy	0	0	0	0	0	0	0.08958	0	0	0.09146	0	0	0	0	0.05542	0	0	0	0.22577	0
Healthy	0	0	0	0	0	0	0	0	0.21944	0	0	0	0	0	1.92741	0	3.42927	0	0	0
Healthy	29.1817	3.64744	0	0	0	0	0	0	0	0	29.1817	0	0	0	0.55904	0	0	0	0	0
Healthy	0.0306	4.77682	0.05465	12.0336	10.2815	6.29506	0.65793	0.01203	0.00097	0.26864	0.0306	0.17671	6.29506	12.0336	0.11616	0.63342	0	0	0.00304	0.0024
Healthy	0	2.66289	0	0	0	2.86774	0	0.01217	1.25691	0.00874	0	0	2.86774	0	0.06917	0	0	0	0.06841	0
Healthy	0.00816	13.9435	0	0	0	5.65209	0.05192	0.85577	0	0.02381	0.00816	0	5.65209	0	0.53605	0	0	0	0.00015	0.0328
Healthy	0	0	0	0	0	0	3.16677	0	0	0.0441	0	13.1398	0	0	0	0	0	0	0.08977	1.42086
Healthy	0	0	0	0	0	0	0.37208	0	0	0.11684	0	0	0	0	0	0	0	0	0.10532	0.17615
Healthy	0	0	0	0	0	0	0	0	2.16834	0	0	8.329	0	0	0	0	0.87301	0	0	0
Healthy	0	0	0	0	0	0	18.3832	0	0	0	0	0.73958	0	0	8.73143	0	0	0	0	0
Healthy	0	17.912	0	0	0	0	0.15204	0.01976	0	0.0518	0	0	0	0	0.08246	0	0	0	0.1691	0
Healthy	39.248	1.82875	4.50311	0	0	3.68501	0.03218	0.5768	0.81816	1.5782	39.248	0	3.68501	0	0	0.17022	0.07567	0	0	0
Healthy	5.03124	1.34538	0	0	0	0	0.24918	0.01237	0	0.05789	5.03124	0	0	0	0.32651	0.16113	0	0	0.00011	0.04686
Healthy	0	0	0	0	0	0	0	0	5.98012	0	0	8.24665	0	0	0.00894	0	3.44399	0	0	0
Healthy	12.9605	1.12051	0	0	0.02008	3.08112	0.0542	0	0.55761	0.00125	12.9605	0	3.08112	0	0.47067	0.03394	0	0	0	0
Healthy	0	0.83913	0	0	0	0	17.2665	0	0	0	0	3.31592	0	0	1.01424	0	1.40121	0	0	0
Healthy	0	0	0	0	0	10.1382	0.02491	0	1.15495	0	0	0	10.1382	0	1.62544	0	0	0	0.00244	0
Healthy	37.7229	1.18728	0	0	0	0	0.04595	0.0105	0.81105	0.01808	37.7229	0.00014	0	0	0.16062	0.24991	4.49462	0	0	0
D014607	0.24386	2.55959	0.00127	0.02218	0.42056	0	1.6305	0.00188	0.37974	0.23642	0.24386	0	0	0.02218	0	0	0	0	0.04858	0.00149
Healthy	0	1.18807	0	0	0	0	0.32158	0	0	0.07945	0	0	0	0	0.81154	0	0	0	0.01267	0
Healthy	0	0.89345	0	0	0	0.7028	0.10318	0.00141	0	0.00834	0	0	0.7028	0	0.15197	0	0	0	0	0.03397
Healthy	0	0	0	0	0	0	9.22203	0	0	0	0	3.46995	0	0	0.61657	0	0.18431	0	0	0
Healthy	0	35.2981	0	0	0	0	1.0624	0	0	0.02741	0	0	0	0	0.02032	0.23568	0	0	0.07079	0
Healthy	0	0	0	0	0	0	1.67549	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.9288	0	0	0	0	10.3544	0	0	0.05798	0	0	0	0	0	0.2297	0	0	0.00488	0.02859
Healthy	0.07071	6.03836	0	2.70075	0.05184	17.1231	0.26867	0.02217	0.02204	0	0.07071	2.43891	17.1231	2.70075	0.11949	0.44961	0	0.29227	0.00279	0
Healthy	0	0	0	0	0	14.2742	0	0.05241	0.80161	0.17714	0	0	14.2742	0	0	1.60271	0	0	0.03097	0
Healthy	0	0	0	0	0	0	0.20672	0	0	0.15972	0	0	0	0	0	0	0	0	0.09536	0.152
D014607	8.26558	0.06879	19.9694	1.42846	0.6594	0	0.25762	0.73651	0.02766	0.07317	8.26558	0.61189	0	1.42846	0	0	0	0	0.64967	0
Healthy	1.99672	0	0	2.1392	1.09105	0	0.47781	0.14545	0	0	1.99672	0	0	2.1392	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.04816	0.5238	0	0.06024	0	11.3446	0	0	0.0108	0	0	0	0	0
Healthy	0	0	0	0	0	0	3.92252	0	0	0	0	0	0	0	0	0	0	0	0	0.40775
Healthy	0	0	0	0	0	0	0.00675	0	3.98208	0.00207	0	0	0	0	3.87823	0	0	0	0.13296	0
Healthy	0	0	0	0	0	0	0.52504	0	0	0.00376	0	57.3496	0	0	0.01427	0	0	0	0.13412	0.47019
Healthy	0	0	0	0	0	0	0.48205	0.14643	0	0	0	0	0	0	0	0	0	0	0	2.67661
Healthy	7.76842	0	0	1.04016	1.15374	0.40314	0	0.02824	0.07919	0.04153	7.76842	0.95592	0.40314	1.04016	0.77417	0	0.92775	0.55039	0.00219	0
Healthy	0.59186	0.01451	0	0.03601	0	0.67058	1.88029	0.02963	0	0.0027	0.59186	0.06699	0.67058	0.03601	0.63889	0.17077	2.29265	0	0	0.06584
Healthy	0	0	0	0	25.1684	0	0	0.04892	0	0.07252	0	0	0	0	0	3.374	0	0	0.01507	0
Healthy	0	0.91939	0	0	0	0.67548	0.05795	0.00543	0	0	0	0	0.67548	0	0.12591	0	0	0	0	0.06194
Healthy	0	0	0	0	0	0	0	0	0	0.08445	0	0	0	0	0	0	0	0	0	0.05108
Healthy	0	0.94168	0	0	0	0.63935	0.13974	0.00397	0	0.00657	0	0	0.63935	0	0.13666	0	0	0	0.0031	0.05264
Healthy	45.2911	1.67932	0	0	0	4.54289	0	0	1.1712	0.0135	45.2911	0	4.54289	0	0.41443	0.54027	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.03432	0	0	1.32269	0	0	0	1.59105	0	2.94638	0	0
Healthy	6.54662	0.2962	0.25991	0	0	0.58478	6.19492	0.15446	0	0.01234	6.54662	0	0.58478	0	0	0	1.08581	0	0.0044	0
Healthy	0	0	0	0	0	0	0	0	0.71156	0	0	0	0	0	2.24925	0	0	0	0	0
Healthy	0	6.69799	0	0	0	0	0	0	0	0	0	0	0	0	0.21709	0	0	0	0.02681	0
Healthy	0	0	0	0	0	2.20688	0.15278	0	0	0.1027	0	0	2.20688	0	0.01431	0	0	3.68914	0.03488	0
Healthy	0	0	0	12.615	0	11.909	0	0.05564	0	0.07114	0	0	11.909	12.615	2.07537	0	0.00533	0	0.0059	0
Healthy	0	0	0	0	0	0	0.03594	0	0.18087	0.00395	0	9.52133	0	0	3.46275	0	0	0	0	0.08617
Healthy	15.6857	1.98396	0	0	0.00301	0.59983	0.07364	0	0.08735	0.05104	15.6857	0.42545	0.59983	0	0.21128	0.17821	0	0.00147	0.04059	0.03505
Healthy	0	0	0	0	0	0	12.1653	0	2.71252	0	0	0	0	0	0.32344	0	0	0	0.06558	0
Healthy	0	19.9472	0	0	0	8.57115	0	0	0	0	0	0	8.57115	0	0	4.31033	0	0	1.1027	0
Healthy	0	0	0	0	0	0	0.14395	0	0	0	0	3.33066	0	0	2.45169	4.31956	0	0	0.27283	0
Healthy	0	0	0	0	0	0	0.07045	0.004	0	0.04915	0	0	0	0	0.05107	0	0	1.22406	0.24452	0
D014607	35.1021	4.87918	0	0.00447	0	3.10671	0.06822	0	0	0.13987	35.1021	0	3.10671	0.00447	0.0083	1.181	0	1.92324	0	0
Healthy	0	0	0	0	0.72359	1.05721	0.1369	0.04154	0	0	0	0	1.05721	0	0.59976	0	0	0	0	0
Healthy	10.5304	9.25856	0	0	0.59457	0	0.47257	0	0	0	10.5304	0.13797	0	0	0.08172	0.18146	4.9935	0	0.37327	0
Healthy	0	0	0	0	0	0	23.5867	0	0	0	0	1.33306	0	0	0	0	0	0	0	0
Healthy	2.00414	0.69543	0	0	0	0.04393	0	0	0	0	2.00414	0	0.04393	0	0.00073	0.00051	0	0	0	0.02051
Healthy	0	0	0	0	0	0	0.10167	0	0	0.10279	0	0	0	0	0	0	0	0	0.09381	0.16135
Healthy	0	0	0	0	0	0	0.31867	0	0	0	0	0	0	0	0	0	0	0	0	0.13055
Healthy	0	0.02196	0	0	0	0	1.10727	0	2.90753	0	0	0	0	0	0	0	0	0	0.07201	0
Healthy	0	0	0	0	0	0	0.40254	0.13307	0	0	0	0	0	0	0	0	0	0	0	3.13282
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.45412	0	0	0	0.2066	5.02124	0.06187	0	0	0.05167	0.45412	0	5.02124	0	2.62773	0	0	1.16713	0	0
Healthy	0	0.00906	0	0	0	4.05424	0.02002	0.00175	0	0.06538	0	0	4.05424	0	0.00476	0	0	1.4899	0.08807	0
Healthy	0	0	0	0	0	2.28608	0.05613	0	0	0.08433	0	0	2.28608	0	0	0	0	4.00919	0.02582	0
Healthy	0	1.13954	0	0	0	0	0	0.96562	0	0.05504	0	0	0	0	0	0	0	0	0.01247	0
Healthy	0	0	0	0	0	0	17.9153	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00183	0	0	0	0	10.6286	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.39707	0	0.01897	0	13.6606	0	0	0.01726	0.31544	0	0	0.02268	0
Healthy	0	20.1532	0	0	0	8.08898	0	0	0	0.00386	0	0	8.08898	0	0	4.31221	0	0	1.16922	0
Healthy	0.85338	0	0	0	0	0.30259	0.20022	0.47087	0	0	0.85338	0.24951	0.30259	0	0	0	0	0	0.01495	0
Healthy	0	0.01638	0	6.47874	0	0.00892	2.92696	0	0	0.03353	0	1.87378	0.00892	6.47874	0.08962	1.01042	0	0.41293	0.01081	0
Healthy	0	0.00138	0	0	5.49267	1.43207	0.01178	0.46176	1.04868	0.0471	0	0	1.43207	0	0.61256	0	0	0.04181	0.05557	0
Healthy	0	0	0	0	0	3.11511	52.9574	0	0	0	0	0	3.11511	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.02297	0	0	11.7739	0	0	0	0.05639	0	2.97755	0	0
Healthy	0	0	0	3.23543	0	0	32.8765	0.01162	0	0	0	1.61814	0	3.23543	0.17821	0	0	0	0	0
Healthy	0	0.01347	0	0.74746	0	0	7.02995	0.01557	1.39891	0.03111	0	19.1909	0	0.74746	0	0	0	0.60325	0.04993	0
Healthy	0	3.75276	0	10.1158	8.18284	1.01181	0.00785	0.00343	1.74292	0	0	0.21125	1.01181	10.1158	2.8275	0	0	0	0.01132	0
Healthy	0	0	0	0	0	0	6.72529	0.00311	0	0.05746	0	4.20957	0	0	0.88039	0	0.30316	0	0.07158	0
Healthy	0	0	0	0	0	0	5.64084	0	0	0	0	0.00246	0	0	0	1.08957	0	0	0	0
D014607	31.4739	0.63377	0	0.86289	1.88203	0.01248	0.2205	0.45478	0	0.11564	31.4739	0	0.01248	0.86289	0	0.04971	2.11669	0.09806	0	0
Healthy	0	0	0	0	0	0	0	0	5.10082	0	0	14.7164	0	0	0	0	0.27176	0	0	0
Healthy	0.01812	0	0	0	0.00368	0.04932	53.421	0	0	0	0.01812	0	0.04932	0	0	0	0	0	0	0
Healthy	0	35.0759	0	0	0	0	1.00475	0	0	0.03444	0	0	0	0	0.02265	0.24169	0	0	0.00655	0
Healthy	0.19224	0	0	0	0	0.06697	0	0	0	0	0.19224	0	0.06697	0	15.5886	0.02894	0	0	0	0
Healthy	0	3.54038	0	0	0	0	0	0	1.25554	0	0	0	0	0	0.01731	1.23964	0	1.54014	0.16668	0
Healthy	0.07405	0	0	0	0	0.82642	0.07348	0.41614	0	0	0.07405	1.21406	0.82642	0	0	0	0	0	0.02693	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01685	0	0	0	0.16675	0
Healthy	6.64111	0.17885	0	2.89143	5.29262	2.07847	0.05649	0.00456	0.00267	0.04475	6.64111	0.00032	2.07847	2.89143	0.75331	0	0	0	0.05209	0
Healthy	0	0	0	0	0	0	0	0.01591	0	0	0	0	0	0	0.58913	0	0	0	0.00509	0
Healthy	0	0	0	0	0	0	0.08795	0.03001	0	0.05275	0	0	0	0	0.77873	0	0	0	0.001	0
Healthy	0	0.20717	0	0	0.01125	2.09225	0.34107	0	0.46173	0	0	0	2.09225	0	0.11524	0.29943	0	0.14556	0.03392	0
Healthy	0	1.17268	0	0	0	2.84259	16.1326	0	0	0	0	0	2.84259	0	0.19564	0	0	0.31265	0.03397	0.01693
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40119	0	0	0	0	0
Healthy	0	0.44074	0	0	0	0	0	0	0	0	0	0	0	0	0.13686	0.81069	0	0	0	0
Healthy	0	2.70682	0	0	4.17908	4.0285	0.03824	0	0	0	0	0.34601	4.0285	0	0.7843	0.00858	1.58995	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55827	0	0	2.12567	0	0
Healthy	0	0	0	1.61077	0	0	0.06096	0	0	0	0	0	0	1.61077	1.01544	0	0	0	0.13741	0.01151
Healthy	0	0.0053	0	0	0	0.3643	0.07668	0.1308	0	0.26343	0	0	0.3643	0	0.77114	0	0	1.03831	0	0.03351
Healthy	0	0	0	0	0	0	0.22775	0	0	0	0	0	0	0	0	1.20986	0	0.04425	0	0
Healthy	0	0	0	0	0	0	2.18514	0	0	0	0	0	0	0	0	0	0	0	0.07202	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35189	0	0	0	0	0
Healthy	0	0	0	0	0.0009	3.08245	0.16062	0.02181	0.00418	0.00974	0	3.06964	3.08245	0	0	0	0	0	0.03582	0.03312
Healthy	0	0	0	0	0	3.68427	0	0	0.0024	0.04747	0	0	3.68427	0	0.17032	0.347	0	0.76971	0	0.05007
Healthy	40.5818	1.92389	4.13957	0	0	3.75907	0	0.4698	0.89211	1.49648	40.5818	0	3.75907	0	0	0.16618	0.1267	0	0	0
Healthy	0.06809	0.00247	0	0	0.00705	0	0.55205	0.06142	0	0	0.06809	0	0	0	3.23774	0.47216	0	0	0.03789	0
Healthy	0	0	0	0	0	1.25493	0.09424	0	0	0.08013	0	0	1.25493	0	0.19471	0	0	2.11819	0.0019	0
Healthy	0	17.8505	0	0	0	0	0.10131	0	0	0.05029	0	0	0	0	0.07937	0	0	0	0.17636	0
Healthy	0	22.928	0	0	0	0	10.9342	0	0	0.04359	0	0	0	0	0	6.37321	0	0	0.2435	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.07899	0.55712	0	0.18537	0	0	10.1218	0	0	0	3.07899	0.00606	0	0.18537	0.27361	0	2.90723	0	0	0
D014607	67.9287	0.14624	14.8269	0.19645	0.50604	0.24357	0.11112	0	0.00126	0	67.9287	0	0.24357	0.19645	0	0.02563	3.31782	0	0	0
Healthy	0	0	0	0.98811	0	0	0	0	0.80646	0.05313	0	0	0	0.98811	0.73193	1.0105	1.92331	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00288	0	0	0	0.19444	0
Healthy	0	0	0	0	0.00369	0.3659	0.06144	0.33124	0	0.11748	0	1.94433	0.3659	0	0	0	0	0	0.02768	0
Healthy	0	0.00049	0	0	0	0	0.03789	0.042	0.00734	0.01787	0	0	0	0	0.15282	0	0	0	0.00034	0
D014607	78.1575	0.06023	11.9481	0.21892	0.13289	0	0.70021	0.00553	0	0	78.1575	0	0	0.21892	0	0	0	0.0169	0.1555	0
Healthy	0	0	0	0	0	0	0	0.01366	0	0	0	0	0	0	0.03433	0	0	0	0	0
Healthy	0	5.39055	0	0	0	0	0	0	0	0	0	0	0	0	0.54372	0	0	0	0.00766	0
Healthy	0	0	0	0	0	0	0.01927	0	0	0	0	0	0	0	0.07666	0	0	0	0	0
Healthy	0.24246	0.05013	0	0	0	0	2.17433	0.36751	0.02178	0	0.24246	1.9545	0	0	0.11783	0	0	0	0	0
Healthy	0	0	0	0	0.11935	1.67993	0	0	0	0	0	0	1.67993	0	0.26012	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.12276	0.108	0	0.04858	0	0	0	0	0.37741	0	1.19187	0	0.00387	0
Healthy	0.87236	0.35054	0	0	0	0.23766	8.15067	0	0.18046	0.04017	0.87236	0.04084	0.23766	0	5.87164	0.06963	0.00832	0	0	0
Healthy	1.77962	0.68291	0	0	0	2.99513	0	0	0	0	1.77962	0	2.99513	0	1.38872	0.36522	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.0155	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0534	0	0	0	0	0.3122	0	11.7188	0.02406	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.88066	0.99901	2.0598	0	0	0	0	0	1.9013	2.0598	1.88066	4.84358	0	0	0	0	0
Healthy	68.7364	0	0	0	0	0	4.40645	0	0	0	68.7364	0	0	0	0	0	0	0	0	0.01752
Healthy	0	0.94062	0	0	0	0	0.00939	0.03103	0	0.00109	0	0	0	0	0.12725	0.741	0	0	0.0031	0
D014607	63.4824	0.08325	27.2162	0.23461	0.25211	0.16366	0.01057	0.00792	0.00165	0	63.4824	0.00614	0.16366	0.23461	0	0	0	0	0.00323	0
Healthy	0	3.00627	0	0	4.46052	4.27548	0	0	0	0	0	0.0926	4.27548	0	0.45377	0	1.95357	0	0	0
Healthy	0	0	0	0	0	0	0	0	6.06198	0	0	7.79758	0	0	0.01478	0	3.51077	0	0	0
Healthy	0	4.72349	0	0	0	1.6663	0	0.05401	0	0.01351	0	0.60644	1.6663	0	0.79157	0	0	0	0.01176	0
D014607	0.00659	0.02867	0	0.00121	0	0.00425	1.38653	0	0	0	0.00659	0	0.00425	0.00121	0.04564	0	0	0	0	0.00418
Healthy	0	0	0	0	0	0	0.35049	0	0	0.00386	0	35.8016	0	0	0	0	0	0	0.01922	0.03833
D014607	5.81251	1.58589	0.05166	2.39019	3.32158	0.0076	1.44103	0.03773	0.00514	0.15299	5.81251	0	0.0076	2.39019	0	0.05403	5.04978	0.06884	0.02911	0
Healthy	0	7.43958	0	0	0	0	2.08425	0	0	0	0	15.3276	0	0	0.12971	0.93703	0	0	0.01018	0.01511
Healthy	0	0.00076	0	0.00035	0	0	0.01207	0	0	0	0	0	0	0.00035	0	0	0	0	0	0
Healthy	0.00068	0.00037	0	0.0008	0	0	0	0.00017	0	0.57549	0.00068	24.468	0	0.0008	0.02657	0	0	0.73567	0.05324	0
Healthy	0	0	0	0	0	1.16427	0.08108	0.48029	0	0	0	0.00985	1.16427	0	0.00539	0	0	0	0.2314	0.01462
Healthy	2.23365	0	0	0.15798	0.04234	0.39724	0	0.04624	0	0	2.23365	0	0.39724	0.15798	0.65385	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	2.09707	0	0	10.0637	0	0	0	0	0.53378	0	0	0
Healthy	29.5709	2.83384	3.36917	0	0	1.80544	0	0.53637	1.13655	1.30497	29.5709	0	1.80544	0	0	0.43352	0	0	0	0
