group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Coriobacteriaceae	Akkermansiaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
Healthy	0.38881	3.93808	0.0103	1.98079	1.19682	43.9894	0	0.13551	0	0	9.11642	0.38881	3.93808	0.0103	1.98079	43.9894	0	1.19682	0	0.15215
Healthy	3.13409	3.3535	0.13383	0	0.28366	10.41	0.80514	0.0128	0	0	53.17229	3.13409	3.3535	0.13383	0	10.41	0	0.28366	0.80514	0
D009765	30.92475	17.09601	5.19026	3.63671	1.61696	0.00379	0.19078	1.17628	4.26208	0	5.57917	30.92475	17.09601	5.19026	3.63671	0.00379	0	1.61696	0.19078	0
Healthy	8.78889	17.47799	2.43475	0.07926	0.7939	0.10078	0	0.40667	0	0	31.38157	8.78889	17.47799	2.43475	0.07926	0.10078	0	0.7939	0	0.04004
Healthy	1.4222	1.67666	0.27682	0.17536	0	0	0	0.02247	0	0	54.35535	1.4222	1.67666	0.27682	0.17536	0	0	0	0	0.00233
Healthy	4.3198	1.132	5.34259	4.53107	0.67999	7.09147	0	0.17455	0	0	29.52946	4.3198	1.132	5.34259	4.53107	7.09147	0	0.67999	0	0.02894
Healthy	38.69933	3.44451	0.1995	0.10581	0.05868	0	0	1.34329	0	3.85188	27.07981	38.69933	3.44451	0.1995	0.10581	0	0.02465	0.05868	0	0.00077
Healthy	24.09166	18.91641	5.93464	11.7396	1.71217	0	0	0	0	0	16.90852	24.09166	18.91641	5.93464	11.7396	0	0	1.71217	0	0
Healthy	37.42848	0.23802	0	3.13501	0	0	2.18475	1.12109	0.00794	0.83359	39.98426	37.42848	0.23802	0	3.13501	0	0	0	2.18475	0
Healthy	14.87514	1.42733	0.92934	0	0.20882	0	0	0.04651	0	0	51.95529	14.87514	1.42733	0.92934	0	0	0	0.20882	0	0.02643
D009765	9.93278	10.56103	9.89445	0.29569	3.34726	0	0	1.00104	0	0	26.0147	9.93278	10.56103	9.89445	0.29569	0	0	3.34726	0	0.25358
D009765	13.8465	1.74566	0	1.62207	0	0	0	0	0	1.14463	48.86591	13.8465	1.74566	0	1.62207	0	0	0	0	0
Healthy	0.64545	1.45529	0	0	0	0.55019	0	0	0	0	92.81289	0.64545	1.45529	0	0	0.55019	0	0	0	0
Healthy	20.44622	11.38099	0.61728	0.49975	0.12154	0.38836	0.00113	0.14758	0.01283	0	33.16603	20.44622	11.38099	0.61728	0.49975	0.38836	0	0.12154	0.00113	0.00714
Healthy	11.94382	31.38395	0.01142	0.25985	0	0	0	0	0	0	51.54426	11.94382	31.38395	0.01142	0.25985	0	0	0	0	0
D009765	46.81269	6.25316	0.6247	2.2703	0.27789	0.5488	0	0.55247	0	0	19.92486	46.81269	6.25316	0.6247	2.2703	0.5488	0	0.27789	0	0.00618
Healthy	2.68635	0.55691	0	0	0	0	0	0	0	0	36.08333	2.68635	0.55691	0	0	0	0	0	0	0
Healthy	32.47023	7.30624	10.94462	6.32555	0	0	0	0	0	0	24.83972	32.47023	7.30624	10.94462	6.32555	0	0	0	0	0
D009765	16.42466	12.0624	3.25025	4.96324	5.35933	3.8027	0	0	0	0	21.92414	16.42466	12.0624	3.25025	4.96324	3.8027	0	5.35933	0	0
Healthy	51.48479	16.07999	0.53641	1.73318	0.15766	0.09373	1.31009	0.12328	0.18466	1.22303	6.66863	51.48479	16.07999	0.53641	1.73318	0.09373	0.18576	0.15766	1.31009	0.00932
Healthy	4.28305	4.35091	0.49856	0.12041	0.09721	8.71159	0	0	0	0	26.98137	4.28305	4.35091	0.49856	0.12041	8.71159	0	0.09721	0	0.15579
Healthy	38.09029	10.34978	0.40697	10.8039	0	0	1.07483	0	0	0	14.8924	38.09029	10.34978	0.40697	10.8039	0	0.11191	0	1.07483	1.54102
Healthy	6.73804	0.39654	25.6546	0	1.31584	0	0	0	0	0	0.35748	6.73804	0.39654	25.6546	0	0	0	1.31584	0	0
Healthy	12.91336	1.46969	0	0	0	0	0	0.53907	0	0	30.08327	12.91336	1.46969	0	0	0	0	0	0	0
D009765	10.22246	1.73341	2.64563	0.03099	0.32383	14.5182	0	0.23919	0.30625	0	6.79806	10.22246	1.73341	2.64563	0.03099	14.5182	0.45188	0.32383	0	0.00384
Healthy	21.6924	25.29761	0.19456	0.55688	3.60873	19.023	0	0.1903	0	0	9.97773	21.6924	25.29761	0.19456	0.55688	19.023	0	3.60873	0	0.08408
Healthy	0.0105	0.00433	7.07153	0	0	0.00039	0	0	0.00233	0	19.51684	0.0105	0.00433	7.07153	0	0.00039	0	0	0	0.0026
Healthy	14.063	3.22833	10.5799	0	0.78351	11.9695	0.01608	1.18442	0	0	15.59111	14.063	3.22833	10.5799	0	11.9695	0	0.78351	0.01608	0
Healthy	41.68406	7.11176	0.58348	0.24502	0.41707	2.81759	0	1.65472	0	0	20.84947	41.68406	7.11176	0.58348	0.24502	2.81759	0.20726	0.41707	0	0.00383
Healthy	11.91339	1.23252	0	1.96572	0.00433	0	0	0.73283	0	0	32.40716	11.91339	1.23252	0	1.96572	0	0	0.00433	0	0
Healthy	26.02128	1.69264	0.13293	2.58388	0	0.49181	0	1.85933	0	0	34.49539	26.02128	1.69264	0.13293	2.58388	0.49181	2.44739	0	0	0
D009765	24.99342	3.73855	0.47942	0	0.35272	0	0	0.16352	0	0	45.17297	24.99342	3.73855	0.47942	0	0	0	0.35272	0	0.02245
Healthy	3.89694	2.88207	0.74931	1.49656	0.64273	0	0	0.06299	0	0.11073	47.92944	3.89694	2.88207	0.74931	1.49656	0	0.00825	0.64273	0	0
Healthy	57.26534	0.76115	0	0	0	0	0	0	0.12587	0	23.88824	57.26534	0.76115	0	0	0	0.21268	0	0	0
D009765	42.41542	4.08057	0.40519	6.93107	1.58547	0	0	1.27171	0	0	19.44378	42.41542	4.08057	0.40519	6.93107	0	0	1.58547	0	0.04265
Healthy	2.30841	0.10161	0.1845	0	0	0	0	0	0	0	65.70584	2.30841	0.10161	0.1845	0	0	0	0	0	0
Healthy	64.4011	14.5544	0.0008	0	0.46959	0	0.00015	0.00331	0	0.02077	7.7264	64.4011	14.5544	0.0008	0	0	0	0.46959	0.00015	0.00709
Healthy	11.56562	8.48485	2.76523	0.33886	0.8622	0.00032	0	0.04376	0.24361	0	14.2738	11.56562	8.48485	2.76523	0.33886	0.00032	0	0.8622	0	0.2489
Healthy	1.72941	1.79093	1.21132	2.00529	0.1628	3.84496	0	0	0	0.00174	43.115	1.72941	1.79093	1.21132	2.00529	3.84496	0	0.1628	0	0
D009765	0	6.75435	35.61122	0	9.34688	19.4317	0	0.75332	0	0	0	0	6.75435	35.61122	0	19.4317	0	9.34688	0	0
Healthy	46.51861	9.8181	2.0393	0.01538	0.59158	0.79342	0	0.00415	0	0	24.94261	46.51861	9.8181	2.0393	0.01538	0.79342	0	0.59158	0	0.00141
Healthy	3.10588	3.42493	0.11984	0	0.22282	10.3809	0.87857	0.00808	0	0	53.20443	3.10588	3.42493	0.11984	0	10.3809	0	0.22282	0.87857	0
Healthy	25.5392	9.96325	1.01272	10.99563	1.02795	0	0	0.07986	0.00811	0.05317	19.65803	25.5392	9.96325	1.01272	10.99563	0	0.79834	1.02795	0	0.01142
Healthy	12.06107	44.3123	0	3.49728	0.90246	0	0	0	0	0	11.22645	12.06107	44.3123	0	3.49728	0	0	0.90246	0	0.89561
Healthy	0.68422	5.07443	0.12056	0.10545	0.03568	0	0	0.03735	0	0	54.59408	0.68422	5.07443	0.12056	0.10545	0	0	0.03568	0	0
Healthy	18.72938	3.78617	0	0.35928	0.0603	0	0	0.06825	0	0	19.53527	18.72938	3.78617	0	0.35928	0	0	0.0603	0	0.06162
Healthy	5.48461	2.97653	6.98625	3.61899	0.58354	0.3477	0	0.8809	0	0	12.59282	5.48461	2.97653	6.98625	3.61899	0.3477	0.07517	0.58354	0	0.06985
Healthy	1.21892	0.80297	0	0.39264	0.13178	0	0	0.02311	0	0	85.53744	1.21892	0.80297	0	0.39264	0	0	0.13178	0	0
Healthy	11.90134	0	0	0.04091	0	0	0	0	0	0.01034	44.79468	11.90134	0	0	0.04091	0	0	0	0	0
Healthy	6.58367	6.18389	0.57014	0.63795	0.15204	0	0	0.02486	0	0	32.48011	6.58367	6.18389	0.57014	0.63795	0	0.17643	0.15204	0	0.03016
Healthy	3.07898	6.07336	0.00488	2.62589	0.00031	1.4567	0	0.36328	0.00096	0.15251	22.29547	3.07898	6.07336	0.00488	2.62589	1.4567	3.08044	0.00031	0	0.05899
Healthy	1.71238	1.69158	1.06722	1.97063	0.1128	3.57301	0	0	0	0	50.05089	1.71238	1.69158	1.06722	1.97063	3.57301	0	0.1128	0	0
Healthy	13.19326	6.1481	1.57348	0.0976	0.29588	0.69873	22.5247	1.03495	0.65963	0	11.45445	13.19326	6.1481	1.57348	0.0976	0.69873	0	0.29588	22.5247	0
Healthy	23.45088	1.00071	0	0.66502	0.03785	0.01236	1.47114	5.33684	0.04058	1.99083	53.10742	23.45088	1.00071	0	0.66502	0.01236	1.90301	0.03785	1.47114	0
D009765	18.55014	0.59645	0	0.45795	0	0	0	0	0	0	69.75739	18.55014	0.59645	0	0.45795	0	0	0	0	0
Healthy	12.8256	14.56236	29.09458	3.92368	1.00364	1.26245	0	0	0	0	21.86425	12.8256	14.56236	29.09458	3.92368	1.26245	0.42914	1.00364	0	0
Healthy	11.33591	3.19307	0	0	0	0	0	0.43276	0	0	74.44349	11.33591	3.19307	0	0	0	0	0	0	0
D009765	16.08607	5.33631	8.57712	4.29686	4.87257	17.7379	0	0	0	0	17.31729	16.08607	5.33631	8.57712	4.29686	17.7379	0	4.87257	0	0
Healthy	17.3938	7.34323	1.11818	0	0.38453	0	0	0.07146	0	0	57.19175	17.3938	7.34323	1.11818	0	0	0	0.38453	0	0.03878
Healthy	11.91696	0	0	0.04359	0	0	0	0	0	0.00254	45.86257	11.91696	0	0	0.04359	0	0	0	0	0
Healthy	28.14546	0.89433	0.05685	4.73477	0	0.6796	0	0	0.10779	0	38.96143	28.14546	0.89433	0.05685	4.73477	0.6796	0.18105	0	0	0
Healthy	20.27504	5.39454	0.50648	0.62418	0.27859	0	0.26395	0.1551	0	0	20.94759	20.27504	5.39454	0.50648	0.62418	0	0	0.27859	0.26395	0
Healthy	1.00013	3.87322	0.11493	0.97464	0.14886	0	0	0	0	0.56566	54.4671	1.00013	3.87322	0.11493	0.97464	0	0.02876	0.14886	0	0
Healthy	0.6717	5.245	0.09615	0.12658	0.05215	0	0	0.0243	0	0	53.70168	0.6717	5.245	0.09615	0.12658	0	0	0.05215	0	0
D009765	38.55966	1.94766	19.10832	7.32242	10.2476	0	0.00338	0.53319	8.49379	0	1.3793	38.55966	1.94766	19.10832	7.32242	0	0	10.2476	0.00338	0.10774
Healthy	19.14931	7.53495	0.00498	0.00883	0	0.6598	0	0	0	0	54.5035	19.14931	7.53495	0.00498	0.00883	0.6598	0	0	0	0
Healthy	6.12314	4.2281	12.13953	1.40431	1.20806	0	0	0.00486	0	0	33.53274	6.12314	4.2281	12.13953	1.40431	0	0.1953	1.20806	0	0.4103
Healthy	23.11718	4.86217	0.20582	5.29828	0.06525	0	0	0	0	0	48.96534	23.11718	4.86217	0.20582	5.29828	0	0	0.06525	0	0.01596
Healthy	2.7656	0.76327	0	0.13817	0.06576	0	0	0	0	0	24.02211	2.7656	0.76327	0	0.13817	0	0	0.06576	0	0
Healthy	2.56661	0.593	0	0	0	0	0	0	0	0	36.38684	2.56661	0.593	0	0	0	0	0	0	0
D009765	22.9296	18.68384	10.05999	12.28229	1.41982	0.34387	0	1.43188	0	0	6.59872	22.9296	18.68384	10.05999	12.28229	0.34387	0	1.41982	0	0.06593
D009765	19.84163	5.68133	0.16479	0.00207	1.00466	0.24805	0	0.00122	0.05528	0	25.28088	19.84163	5.68133	0.16479	0.00207	0.24805	0	1.00466	0	0.10156
Healthy	2.54508	6.6158	3.41848	1.21739	0	0	0	0	0	0	17.55872	2.54508	6.6158	3.41848	1.21739	0	0	0	0	0
Healthy	37.05151	21.07326	0	0.08778	2.23707	0	1.78486	11.72467	0	0.61175	19.20653	37.05151	21.07326	0	0.08778	0	1.04804	2.23707	1.78486	0
Healthy	21.07635	3.72164	0	0	0.03354	0	0	0.01058	0	0	33.96172	21.07635	3.72164	0	0	0	0	0.03354	0	0.12817
Healthy	20.93701	3.71931	0	0	0.021	0	0	0.04521	0	0	34.33413	20.93701	3.71931	0	0	0	0	0.021	0	0.17511
Healthy	2.18098	0.60032	0.018	0.70106	0.02368	0.79293	0	0	0	0	31.31901	2.18098	0.60032	0.018	0.70106	0.79293	0	0.02368	0	0
Healthy	7.5361	4.55113	0.73847	1.82117	0	5.96611	0.26823	0.07757	0	0	39.69588	7.5361	4.55113	0.73847	1.82117	5.96611	0	0	0.26823	0
Healthy	3.34133	2.18043	0.54376	0.40013	0.00925	0.05654	0	0	0	0	45.83419	3.34133	2.18043	0.54376	0.40013	0.05654	0	0.00925	0	0
Healthy	15.7248	0	0	0	0	0	0	0.19375	0	0.12614	30.36264	15.7248	0	0	0	0	0	0	0	0
Healthy	23.11447	20.0078	0	27.1605	1.21596	0	0	0	0	0	6.18765	23.11447	20.0078	0	27.1605	0	0	1.21596	0	0
Healthy	2.78405	0.86856	0	0	0	0	0	0	0	0	67.43067	2.78405	0.86856	0	0	0	0	0	0	0
Healthy	21.6091	3.68432	0.00486	0	0	0	0	0.02511	0	0	36.04502	21.6091	3.68432	0.00486	0	0	0	0	0	0.13351
Healthy	3.97071	2.44274	0.21558	0.14612	0	0	0	0.02595	0	0	73.39272	3.97071	2.44274	0.21558	0.14612	0	0	0	0	0
Healthy	18.07872	3.85491	0.27018	6.81986	0.21112	0.69377	0	0	0	0	49.43761	18.07872	3.85491	0.27018	6.81986	0.69377	0	0.21112	0	0
Healthy	0.41292	4.42681	1.51004	2.11855	0.03176	12.3504	0	0.00781	0	0	17.27951	0.41292	4.42681	1.51004	2.11855	12.3504	0	0.03176	0	0.09891
Healthy	2.80028	5.71397	0	0.54528	0	5.12023	0.29827	0	0	0	60.56874	2.80028	5.71397	0	0.54528	5.12023	0.54418	0	0.29827	0
Healthy	0.61733	2.61399	1.07843	2.16454	0.74854	0.14545	0.06687	0.52419	0	0	15.57342	0.61733	2.61399	1.07843	2.16454	0.14545	0	0.74854	0.06687	0.01712
Healthy	36.3664	1.88231	0	0.0956	0	0	0	0.05298	0.00431	0.16383	32.11202	36.3664	1.88231	0	0.0956	0	0	0	0	0
Healthy	15.4323	6.47766	0	2.43968	0	1.67518	1.68323	0	0	0	49.67118	15.4323	6.47766	0	2.43968	1.67518	0.24888	0	1.68323	0
Healthy	68.2424	5.84912	0	0	0	0	0	0	0	0	25.9085	68.2424	5.84912	0	0	0	0	0	0	0
Healthy	4.86264	4.35537	3.76883	0.89045	0	0.87803	0	0.00557	0	0	33.87007	4.86264	4.35537	3.76883	0.89045	0.87803	0.94585	0	0	0
Healthy	15.08881	13.68832	3.91668	4.9968	0.59238	0	1.61096	0.03077	0.01273	0	30.08328	15.08881	13.68832	3.91668	4.9968	0	0	0.59238	1.61096	0.11059
Healthy	2.09841	0.07171	0.15458	0	0	0	0	0	0	0	68.11255	2.09841	0.07171	0.15458	0	0	0	0	0	0
Healthy	14.92776	16.90281	0.08497	4.0799	0.07111	0.00032	0	0.02119	0	0	33.33667	14.92776	16.90281	0.08497	4.0799	0.00032	0	0.07111	0	0.09316
Healthy	15.56181	4.14117	0	4.31238	0	0	0	0.00749	0	0	44.03638	15.56181	4.14117	0	4.31238	0	0	0	0	0
Healthy	33.07218	10.36947	1.55761	0.79422	0.43663	1.83282	3.84463	1.48201	0	0	12.48912	33.07218	10.36947	1.55761	0.79422	1.83282	0	0.43663	3.84463	0.05093
Healthy	7.50789	4.47027	0.84066	1.78843	0	5.82674	0.26043	0.06644	0	0	39.92659	7.50789	4.47027	0.84066	1.78843	5.82674	0	0	0.26043	0
Healthy	22.98317	4.88156	0.90259	0.01163	0.52109	0	0	0.18432	0	0	43.38906	22.98317	4.88156	0.90259	0.01163	0	0	0.52109	0	0.08224
Healthy	43.47845	11.2531	0	3.4248	0	0	0.13631	2.67906	0	5.00368	11.16546	43.47845	11.2531	0	3.4248	0	0.64383	0	0.13631	0
Healthy	10.37783	26.27951	0.2343	1.48462	0.00539	0	0	0.06627	0	0	37.63439	10.37783	26.27951	0.2343	1.48462	0	0	0.00539	0	0
Healthy	6.07036	2.73642	0.21185	0.93529	2.6665	0	0	0.13293	0.0243	0	67.62067	6.07036	2.73642	0.21185	0.93529	0	0	2.6665	0	0.38385
Healthy	1.0229	4.01461	0.02114	2.02356	1.31779	43.4724	0	0.13948	0	0	9.33896	1.0229	4.01461	0.02114	2.02356	43.4724	0	1.31779	0	0.18212
Healthy	3.04903	6.52113	0.58646	0.90885	0.04025	0.03469	0	0.00218	0	0	56.6958	3.04903	6.52113	0.58646	0.90885	0.03469	0	0.04025	0	0
Healthy	44.59993	9.75095	0.08384	0	0.12091	0	2.27477	2.25374	0.05484	0.38321	22.94305	44.59993	9.75095	0.08384	0	0	0	0.12091	2.27477	0
Healthy	22.89878	12.31004	4.09349	5.42004	0	0	0	0.02658	0.08794	0	36.23442	22.89878	12.31004	4.09349	5.42004	0	0	0	0	0.14055
Healthy	21.86949	8.73025	1.70394	7.63528	0.26266	0.63493	2.65359	6.99111	0	0	18.20168	21.86949	8.73025	1.70394	7.63528	0.63493	0.68638	0.26266	2.65359	0.01051
D009765	28.07105	6.51602	0.47916	0.01144	0.95545	0	3.15153	0.07726	0	0	25.30323	28.07105	6.51602	0.47916	0.01144	0	0.11908	0.95545	3.15153	0
Healthy	3.03262	7.01709	1.23569	0	0.06391	0.03989	0	0.17487	0.15323	0	83.96892	3.03262	7.01709	1.23569	0	0.03989	0	0.06391	0	0.01374
Healthy	35.57277	11.92389	1.73892	8.02456	0	0	0	0.04409	0	0	27.7436	35.57277	11.92389	1.73892	8.02456	0	0	0	0	0.19543
Healthy	11.06907	4.1878	0	0.434	0.10602	0.04755	3.62986	1.27333	0	0	58.79164	11.06907	4.1878	0	0.434	0.04755	0	0.10602	3.62986	0
Healthy	7.85057	2.46149	0.11896	6.68668	0	0.89222	0	0.02267	0.00784	0	53.73783	7.85057	2.46149	0.11896	6.68668	0.89222	0	0	0	0.04102
Healthy	32.19017	2.81178	0	0.03698	0	0.00828	0	0.67306	0	1.01754	33.08923	32.19017	2.81178	0	0.03698	0.00828	0.65232	0	0	0
Healthy	29.09286	4.25721	0	0.01799	0.0029	0	0.94659	0.134	0	0.00257	43.91144	29.09286	4.25721	0	0.01799	0	0	0.0029	0.94659	0
Healthy	0.94561	3.80468	0.1269	0.97459	0.1261	0	0	0	0	0.52483	55.33976	0.94561	3.80468	0.1269	0.97459	0	0.01411	0.1261	0	0
Healthy	31.45204	4.24789	0.1445	0.88743	0.24638	10.2982	0	0.63958	0.02227	0	10.64215	31.45204	4.24789	0.1445	0.88743	10.2982	0.58046	0.24638	0	0
D009765	16.06746	22.754	5.47874	0	4.89523	0	8.36447	0.92794	0.39156	1.95181	21.1528	16.06746	22.754	5.47874	0	0	0	4.89523	8.36447	0
Healthy	26.45028	18.27948	0	16.6394	1.21051	0	5.59783	7.85353	0	1.69259	13.31218	26.45028	18.27948	0	16.6394	0	3.28183	1.21051	5.59783	0
D009765	12.34964	17.12987	0.10551	0	0	0.02044	0	0.28445	0	0	28.13321	12.34964	17.12987	0.10551	0	0.02044	0	0	0	0
Healthy	5.21396	4.93595	0.19261	0	0.02509	0	0	0	0	0	55.43567	5.21396	4.93595	0.19261	0	0	0	0.02509	0	0
Healthy	5.93984	4.12391	12.31171	1.34242	1.35987	0	0	0.02318	0	0	33.01461	5.93984	4.12391	12.31171	1.34242	0	0.20356	1.35987	0	0.38532
Healthy	16.30264	7.25967	0.24184	3.2217	0.34311	0.03792	0	1.27484	0	0	42.16814	16.30264	7.25967	0.24184	3.2217	0.03792	0.07783	0.34311	0	0.0399
D009765	31.88283	0	0	0	0	0	0	0	0	0	37.95172	31.88283	0	0	0	0	0	0	0	0
Healthy	49.96242	10.80255	0	0.66312	2.10498	0	0.32028	10.1207	0	2.81525	9.77201	49.96242	10.80255	0	0.66312	0	0.0354	2.10498	0.32028	0
D009765	6.24204	20.2428	34.80991	0	3.98256	0	8.02191	0	0	0	4.05021	6.24204	20.2428	34.80991	0	0	0	3.98256	8.02191	0
Healthy	0.79012	4.08449	1.6107	2.05326	0.06188	12.3729	0	0	0	0	17.10681	0.79012	4.08449	1.6107	2.05326	12.3729	0	0.06188	0	0.08275
Healthy	4.16175	4.02822	0.26173	0	0	0	1.28601	0.02979	0	0	82.22619	4.16175	4.02822	0.26173	0	0	0	0	1.28601	0
Healthy	23.46814	11.9531	13.54931	0	1.08668	0.00277	0	0	0.17341	0	19.50668	23.46814	11.9531	13.54931	0	0.00277	0	1.08668	0	0.15487
D009765	43.36863	14.17325	8.48918	0.004	1.66159	0	4.40116	0.37158	0.34597	1.10129	7.89206	43.36863	14.17325	8.48918	0.004	0	0.07798	1.66159	4.40116	0
D009765	39.18779	7.43225	0.10327	3.62291	0.14002	0	3.61409	0.88309	0.51282	0.62016	30.45377	39.18779	7.43225	0.10327	3.62291	0	0	0.14002	3.61409	0
Healthy	48.04604	7.20227	0	0	0	0.70351	0	0	0	0	25.46438	48.04604	7.20227	0	0	0.70351	0	0	0	0
D009765	25.98574	19.23574	7.86435	3.50841	1.53536	0.34768	1.41455	1.18771	0	0.28556	5.89453	25.98574	19.23574	7.86435	3.50841	0.34768	1.31639	1.53536	1.41455	0
Healthy	26.19694	18.9242	11.57231	6.1875	1.80325	1.23746	0.27572	0	0	0	9.00066	26.19694	18.9242	11.57231	6.1875	1.23746	0	1.80325	0.27572	0
Healthy	16.14362	3.46119	0.93536	1.88646	0.01862	0	3.9126	0.46132	0	0.27432	27.91769	16.14362	3.46119	0.93536	1.88646	0	0	0.01862	3.9126	0
Healthy	5.01792	2.29443	0	0	0.58449	0	0.07944	0.13173	0	0.07512	60.1543	5.01792	2.29443	0	0	0	0.09233	0.58449	0.07944	0
Healthy	33.39352	1.05043	0	1.86635	0	0	0	0	0	0	28.13826	33.39352	1.05043	0	1.86635	0	6.53455	0	0	0
Healthy	42.68353	14.38138	0.74147	0.78253	0.05074	0.10576	0	0.18382	0	0	13.21006	42.68353	14.38138	0.74147	0.78253	0.10576	0	0.05074	0	0
Healthy	52.38186	6.32227	1.32595	0.82341	0.10742	0	3.90432	0.01604	0	0	21.16436	52.38186	6.32227	1.32595	0.82341	0	0	0.10742	3.90432	0
Healthy	1.82898	4.17801	0.34933	0.33726	0.23506	0	0	0.08464	0	0	74.41827	1.82898	4.17801	0.34933	0.33726	0	0	0.23506	0	0
Healthy	22.67106	16.89092	2.47811	2.26016	0	0.11581	0	0.00342	0	0.22449	21.70593	22.67106	16.89092	2.47811	2.26016	0.11581	6.73	0	0	0.01832
Healthy	3.35925	1.83792	0.34572	0.52929	0	0	0	0.29707	0	0	55.1086	3.35925	1.83792	0.34572	0.52929	0	0	0	0	0
Healthy	4.30578	0.63072	0	0.57861	0	0	0	0	0	0	6.3349	4.30578	0.63072	0	0.57861	0	0	0	0	0
D009765	44.47818	11.1795	2.60761	12.0192	4.25199	0	0	0.09584	0	0	9.84099	44.47818	11.1795	2.60761	12.0192	0	0	4.25199	0	0.22278
Healthy	1.12383	0	0.31964	0	0	0	0	0.11423	0.04242	0.05964	85.6583	1.12383	0	0.31964	0	0	0	0	0	0
Healthy	6.54934	6.57398	0.6049	0.6431	0.20445	0	0	0.01542	0	0	32.47777	6.54934	6.57398	0.6049	0.6431	0	0.20474	0.20445	0	0.02499
Healthy	15.66101	5.43167	27.9063	1.64954	0.2881	0.2178	0	0.76407	0	0	32.47188	15.66101	5.43167	27.9063	1.64954	0.2178	0	0.2881	0	0
Healthy	43.84315	10.39759	0.78074	4.13164	0.25558	0	0	0	0	0	28.08502	43.84315	10.39759	0.78074	4.13164	0	0	0.25558	0	0.18645
Healthy	0.9399	3.65002	0.11949	0.93193	0.16083	0	0	0	0	0.49986	55.04454	0.9399	3.65002	0.11949	0.93193	0	0.01774	0.16083	0	0
Healthy	6.0343	2.23238	0.11929	4.81267	0.45095	22.8919	2.43258	0.299	0	0	20.0625	6.0343	2.23238	0.11929	4.81267	22.8919	1.96453	0.45095	2.43258	0
Healthy	32.68181	14.1124	0.07508	10.3071	0.09204	0	0.02727	0.23297	0	0	24.59294	32.68181	14.1124	0.07508	10.3071	0	0	0.09204	0.02727	0
Healthy	11.18063	0	0	10.9391	0	0.31809	0	1.28671	0	6.1286	43.49701	11.18063	0	0	10.9391	0.31809	3.37489	0	0	0
Healthy	4.35124	3.80103	0.36245	0.13739	0.06604	8.57815	0	0	0	0	29.26204	4.35124	3.80103	0.36245	0.13739	8.57815	0	0.06604	0	0.071
D009765	17.81254	11.73626	5.20388	0.83897	1.09603	0	0	2.23243	0	0	16.15565	17.81254	11.73626	5.20388	0.83897	0	0	1.09603	0	0.0456
Healthy	1.8155	1.73577	0.25283	0.19041	0	0	0	0.03309	0	0	53.54084	1.8155	1.73577	0.25283	0.19041	0	0	0	0	0
Healthy	3.31033	1.76815	1.07505	1.19812	0.51228	0	0	0	0	0.01756	37.81805	3.31033	1.76815	1.07505	1.19812	0	0	0.51228	0	0
Healthy	34.61785	12.17565	5.2167	3.48961	0.84728	0.07407	0	0.27483	0	0	4.56143	34.61785	12.17565	5.2167	3.48961	0.07407	0	0.84728	0	0.42676
D009765	15.75593	3.65536	6.21791	5.64635	3.15405	12.0845	0	0.11328	0	0	19.70398	15.75593	3.65536	6.21791	5.64635	12.0845	0	3.15405	0	0.02525
Healthy	54.96934	4.83722	0.14901	0.00843	0.23723	0.04887	0	0.02419	0	0	27.84837	54.96934	4.83722	0.14901	0.00843	0.04887	0	0.23723	0	0.02922
Healthy	20.75108	6.14094	0.65766	3.06533	0.06452	0	0	0.39103	0	0	43.00609	20.75108	6.14094	0.65766	3.06533	0	0	0.06452	0	0.00709
Healthy	13.55648	3.68512	0.4766	0	0	0	0	0	0	0	54.09768	13.55648	3.68512	0.4766	0	0	0	0	0	0
Healthy	1.61862	3.09314	0.38391	0.19836	0.04954	0	0	0.07753	0	0	50.55905	1.61862	3.09314	0.38391	0.19836	0	0	0.04954	0	0.00974
Healthy	6.05667	0.90227	9.2609	0.37831	2.31551	11.0573	0	0.43518	0.1611	0.80302	9.06224	6.05667	0.90227	9.2609	0.37831	11.0573	33.7754	2.31551	0	0
Healthy	63.67515	0.55445	0	0	0	0	0	0	0	0	23.65013	63.67515	0.55445	0	0	0	0.29473	0	0	0
Healthy	15.88302	7.31944	2.43929	5.47599	0.27622	2.34656	0.45049	0.84119	0	0	18.67513	15.88302	7.31944	2.43929	5.47599	2.34656	21.0891	0.27622	0.45049	0
Healthy	0.7702	7.94201	2.56882	2.25169	0	16.6374	0	0.00528	0	0	13.27304	0.7702	7.94201	2.56882	2.25169	16.6374	0	0	0	0.1381
Healthy	6.94567	8.49192	0.35294	4.17325	0.02411	0.72089	0	0.01092	0	0	9.53419	6.94567	8.49192	0.35294	4.17325	0.72089	0	0.02411	0	0
Healthy	5.06293	4.90008	0.22444	0	0.04917	0	0	0	0	0	56.10184	5.06293	4.90008	0.22444	0	0	0	0.04917	0	0
Healthy	28.73826	26.05176	1.41622	9.59689	0.10263	0	1.67791	0.6235	0.26781	0	8.86924	28.73826	26.05176	1.41622	9.59689	0	0.86242	0.10263	1.67791	0
