group	Gammaproteobacteria		Bacteroidia	Gammaproteobacteria	Verrucomicrobiae	Methanobacteria	Desulfovibrionia	
Healthy	0.13068		37.79332	0.13068	0.06024	2.88522	0.01428	
Healthy	0.19072		68.77621	0.19072	0	0.03482	1.51226	
Healthy	0.69593		54.92171	0.69593	0	0	0	
Healthy	6.99005		21.07674	6.99005	0.67475	0	0.1378	
Healthy	13.32832		26.16258	13.32832	0	0	0	
Healthy	7.29856		40.04677	7.29856	0.07512	0	0.17679	
Healthy	0		42.59283	0	1.0876	0	0.09293	
Healthy	0.64595		29.62494	0.64595	0.08254	0	0.03837	
Healthy	0.22929		20.57994	0.22929	0	0	0.05341	
Healthy	3.16342		59.40884	3.16342	5.6916	0	0	
Healthy	0.52734		56.09359	0.52734	0.00656	0	0	
Healthy	42.02157		16.4986	42.02157	0.11587	0	0.0735	
Healthy	3.00587		64.50159	3.00587	0	0	0.44448	
Healthy	1.74884		86.90238	1.74884	0	0	0.07865	
Healthy	56.02949		28.80368	56.02949	0	0	0	
Healthy	1.25426		54.90497	1.25426	6.85726	0	0.20147	
Healthy	0.01361		35.64172	0.01361	0.85302	0	0.29311	
Healthy	0.40553		67.44051	0.40553	0	0	0	
Healthy	0		0	0	0	0	0	
Healthy	0.66997		53.74459	0.66997	9.32086	0	0.18197	
Healthy	0.16959		4.52602	0.16959	0	0	0	
Healthy	0.6675		50.29043	0.6675	0.00392	0	0.04435	
Healthy	1.15184		65.09545	1.15184	0	0	0.40158	
Healthy	0.10041		25.21972	0.10041	6.78358	33.6936	0.07018	
Healthy	0.16675		69.49329	0.16675	0	0	0	
Healthy	0.55543		41.46659	0.55543	5.46605	0	0.04475	
Healthy	5.43066		61.15669	5.43066	0	0	0.16	
Healthy	1.72024		36.72224	1.72024	1.58795	0	0.03474	
Healthy	2.5317		56.18731	2.5317	0	0.03293	0	
Healthy	0.86884		41.85675	0.86884	0.00934	0.02432	0.0233	
Healthy	1.13484		38.80621	1.13484	0.29304	0	0.05728	
Healthy	0.92795		18.27071	0.92795	1.33308	4.66766	0.00719	
Healthy	16.21128		28.19344	16.21128	5.77018	12.7756	0.03488	
Healthy	0.1166		77.2291	0.1166	0	0	0.00964	
Healthy	0		38.44628	0	0	0	0	
Healthy	0		2.59796	0	0	27.47608	0	
Healthy	0		7.60267	0	0	0	0	
Healthy	0		50.35418	0	0.0018	0	0.15146	
Healthy	0.54358		36.83659	0.54358	0.12109	0.1314	0	
Healthy	7.9908		73.12423	7.9908	0	0	0	
Healthy	0.33609		44.20571	0.33609	3.13036	2.55668	0	
Healthy	0		29.28913	0	23.2954	2.20373	0.56793	
Healthy	0.08209		18.63199	0.08209	0.00313	0.00775	0	
Healthy	0		28.43816	0	0.22355	0.34774	0	
Healthy	0.20179		24.69692	0.20179	0.04777	1.2056	0.3653	
Healthy	0.01221		68.10723	0.01221	0.46775	0.00709	0.06634	
Healthy	0.03452		8.72825	0.03452	12.7781	1.79634	0	
Healthy	0.67046		49.61754	0.67046	1.37603	0	0.26343	
Healthy	0.15269		73.87226	0.15269	0	0	0	
Healthy	0.45157		85.8639	0.45157	0	0	0	
Healthy	0.13609		28.52758	0.13609	0	0	0	
Healthy	0.22775		33.1389	0.22775	0	0	0	
Healthy	2.03158		17.4332	2.03158	1.71467	0.15196	0.02399	
Healthy	3.1773		4.94548	3.1773	0	0	0	
Healthy	1.91748		63.74033	1.91748	0.78033	0	0	
Healthy	0.01278		35.00576	0.01278	0.89056	0	0.25011	
Healthy	0		48.68608	0	0.38099	0	0	
Healthy	0.20576		28.78968	0.20576	0	0	0.05473	
Healthy	1.69032		56.44389	1.69032	0.53454	0.03207	0.05434	
Healthy	23.80545		39.15464	23.80545	0	0	0	
Healthy	0		78.23298	0	0	0.08486	1.49648	
Healthy	0.45788		70.79374	0.45788	0.09754	0.03425	0.1119	
Healthy	0.73312		14.95651	0.73312	1.50826	2.58635	0.04649	
Healthy	0.24042		19.48864	0.24042	0	0	0	
Healthy	0.09614		56.76372	0.09614	0	0.19089	0.09357	
Healthy	0.03099		77.8724	0.03099	0	0.14067	1.58013	
Healthy	0.27767		60.85497	0.27767	0.87116	0.95041	0.26361	
Healthy	11.68184		46.03264	11.68184	0	0	0.04359	
Healthy	0		33.03167	0	0	0	0	
Healthy	10.1218		20.21896	10.1218	1.2648	3.23876	0.1769	
Healthy	0.29237		27.73597	0.29237	0.03985	3.03688	0.15233	
Healthy	0		4.08443	0	0	0.50733	0	
Healthy	0		35.587	0	1.44681	0	0.07764	
Healthy	0.19444		69.95272	0.19444	0	0	0	
Healthy	4.10847		65.82434	4.10847	0	0	0	
Healthy	0.08806		46.25692	0.08806	3.63759	0	0.0127	
Healthy	0		43.74522	0	0	0	0	
Healthy	0.17588		23.10294	0.17588	0	0	0	
Healthy	1.36241		31.75604	1.36241	2.06245	0	0.04167	
Healthy	0.12863		49.41957	0.12863	14.039	0.01395	0.95251	
Healthy	0.12565		43.72766	0.12565	1.77862	0	0.02768	
Healthy	1.60489		45.25011	1.60489	0	0	0	
Healthy	0.19329		36.91185	0.19329	11.1368	2.20914	0.02657	
Healthy	1.94292		26.36118	1.94292	1.44248	0.45527	0	
Healthy	0		0	0	0	0	0	
Healthy	0.00766		39.20047	0.00766	0.09905	0	0	
Healthy	0.06081		40.68302	0.06081	0	0	0	
Healthy	2.17433		26.95037	2.17433	11.2649	33.0343	0.31821	
Healthy	0		10.37808	0	0	5.43402	0	
Healthy	1.45634		38.79379	1.45634	0.08334	0.2373	0.15813	
Healthy	0.16195		76.8929	0.16195	0	0	0	
Healthy	8.33019		8.71721	8.33019	0	8.70403	0.04017	
Healthy	0		11.95072	0	1.73021	0	0	
Healthy	1.41632		22.17878	1.41632	0	0	0	
Healthy	0.24409		57.7267	0.24409	0	0	0.0155	
Healthy	0.44417		92.03324	0.44417	0	0	0	
Healthy	0.70777		35.20643	0.70777	0	0	0.02406	
Healthy	0.0703		5.66918	0.0703	0	3.85493	0.03991	
Healthy	0.10107		7.86782	0.10107	0.09261	0.02976	0	
Healthy	0		21.25678	0	0.62275	16.9051	0	
Healthy	4.40645		92.95383	4.40645	0.47275	0	0	
Healthy	0.08801		57.381	0.08801	0	0	0	
Healthy	0.05479		57.5735	0.05479	0.07637	0	0.03929	
Healthy	1.52455		33.03258	1.52455	0	0	0.00109	
Healthy	0		65.20158	0	0.75438	0	0	
Healthy	0		19.74816	0	0	0	0	
Healthy	0.3089		70.26426	0.3089	0.13707	0.03854	0.07027	
Healthy	0.08027		51.37327	0.08027	0	0.02838	0.63944	
Healthy	4.93385		58.48155	4.93385	0	0	0.02332	
Healthy	8.08041		45.87194	8.08041	0.00844	0	0	
Healthy	17.94485		31.09127	17.94485	0.51086	0	0.02652	
Healthy	0.46632		15.2552	0.46632	2.67562	1.52558	0.02172	
Healthy	0.64849		47.52272	0.64849	4.89103	1.11164	0.18632	
Healthy	1.51327		17.5367	1.51327	0.13279	0	0	
Healthy	0.36971		76.4265	0.36971	0	0	0.00386	
Healthy	0		63.65279	0	0.47763	0	0	
Healthy	11.59637		68.10589	11.59637	0	0	0.0211	
Healthy	0.50565		64.26608	0.50565	0	0	0.01202	
Healthy	4.96662		77.80827	4.96662	0	0	0	
Healthy	2.14		55.01057	2.14	0.84927	0	0	
Healthy	0.97032		43.39463	0.97032	10.9175	0	2.27827	
Healthy	0.23484		46.43819	0.23484	0.29531	0.05199	0.36254	
Healthy	97.51588		0.0054	97.51588	0	0	0	
Healthy	0.27122		56.89743	0.27122	0	0	0.01556	
Healthy	0.48033		57.07274	0.48033	8.15551	0	0.47782	
D001172	0.58499		57.65761	0.58499	0	0	0	
Healthy	0.12155		42.8335	0.12155	0	0	0.07545	
Healthy	3.26202		60.20397	3.26202	5.82255	0	0	
Healthy	3.29057		68.04629	3.29057	0	0	0.06604	
Healthy	0.05324		67.01221	0.05324	0	0	0.57549	
Healthy	0.36455		51.10262	0.36455	4.38812	0.64416	0.11905	
Healthy	0.01243		9.38307	0.01243	9.22338	2.09976	0	
Healthy	0.47887		42.63748	0.47887	0	0	0	
Healthy	9.11482		44.25744	9.11482	0.8716	0	0	
Healthy	26.66508		31.10324	26.66508	0	0	0	
Healthy	0.09745		72.37541	0.09745	0	0	1.30497	
Healthy	0.27463		5.63705	0.27463	0	0	0	
Healthy	7.93781		72.44935	7.93781	0	0	0	
Healthy	0		63.35702	0	0	0	0	
Healthy	0.03577		47.20164	0.03577	0	0	0.00069	
Healthy	3.2856		46.89552	3.2856	0	0.07469	0.21367	
Healthy	2.00216		12.02415	2.00216	0	0	0.02439	
Healthy	0.06044		22.05988	0.06044	1.01322	0.94195	0.01273	
Healthy	4.27124		48.30892	4.27124	0	0	0.38176	
Healthy	0		10.76352	0	0	0	0	
Healthy	0		7.51024	0	14.0661	0.42074	0	
Healthy	0.24071		50.54372	0.24071	12.4378	0	0	
Healthy	0.4108		9.0583	0.4108	0	0	0	
Healthy	0.13843		69.74125	0.13843	0	0	0	
Healthy	1.88305		63.76083	1.88305	0.91387	0	0	
Healthy	0.5632		74.80583	0.5632	0	0	0	
D001172	0.71872		36.48649	0.71872	0	0.01107	0	
Healthy	2.47013		70.99297	2.47013	0	0	0.07819	
Healthy	0.15606		35.06386	0.15606	0	0.21858	0.04904	
Healthy	10.30995		13.17162	10.30995	44.1381	0	0.73475	
Healthy	3.98101		66.15571	3.98101	0	0	0.00398	
Healthy	0.16477		79.74158	0.16477	0	0	0.0536	
Healthy	3.31243		48.36761	3.31243	0	0.04068	0.15813	
Healthy	1.01888		66.90114	1.01888	0	0	0	
D001172	1.20664		48.06656	1.20664	0	0	0.19293	
Healthy	0.5743		50.15257	0.5743	0	0	0.0195	
Healthy	5.1846		61.9487	5.1846	0	0	0.17031	
Healthy	0.07083		6.23227	0.07083	0	3.28103	0.13752	
Healthy	0.06664		65.56563	0.06664	10.8021	0	0.36946	
Healthy	0.26147		15.17261	0.26147	0	0	0.00099	
Healthy	2.37483		72.7581	2.37483	0	0	0.13609	
Healthy	0.23137		17.5346	0.23137	0.53548	2.23034	0.05593	
Healthy	22.93771		21.31523	22.93771	1.64991	0.79016	0.02308	
Healthy	1.59109		51.08231	1.59109	0.01455	0.00324	0.08339	
Healthy	0.14373		10.70067	0.14373	2.49813	0	0	
Healthy	0.01973		53.94175	0.01973	3.23154	0.43233	0.37516	
Healthy	0.62023		81.00986	0.62023	3.51621	0	0.01894	
Healthy	0.22395		17.24106	0.22395	0	0.16948	0	
Healthy	0.00194		48.36611	0.00194	0	0	0.03272	
Healthy	1.79674		73.06128	1.79674	0	0	0	
Healthy	2.62507		24.86907	2.62507	0	0.77087	0.06965	
Healthy	1.02011		21.36308	1.02011	10.8753	27.2372	0.03686	
Healthy	0.42968		45.5537	0.42968	0.14734	0	0.65595	
Healthy	16.088		0.39476	16.088	0	0	0	
Healthy	6.82141		37.40269	6.82141	0	0	0	
Healthy	0.32236		51.44671	0.32236	4.38692	2.26152	0	
Healthy	2.59368		60.83211	2.59368	1.51494	0	0.02886	
Healthy	1.47058		49.14661	1.47058	0.95369	0.99194	0	
Healthy	0		29.92426	0	22.4976	2.20428	0.69349	
Healthy	0		81.60447	0	0	0	0	
Healthy	1.16899		19.45713	1.16899	0.00101	1.10814	0	
Healthy	0.98457		49.20231	0.98457	0.12882	0	0	
Healthy	0.12828		87.4567	0.12828	0.99846	0	0	
Healthy	9.76543		42.97352	9.76543	0.32613	0.44679	0.22849	
Healthy	0.33662		44.03764	0.33662	7.20643	0	0.12666	
Healthy	0.2348		27.54383	0.2348	0.97592	0.19412	0.08538	
Healthy	0.20148		37.78419	0.20148	0.10659	0.04568	0.00531	
Healthy	4.44716		92.41809	4.44716	0.57892	0	0	
Healthy	2.94638		10.92089	2.94638	1.10321	2.20486	0	
Healthy	0.33297		42.88876	0.33297	5.23708	2.01322	0.00205	
Healthy	0.1114		47.79184	0.1114	0.00046	0	0.01903	
Healthy	12.28254		5.56428	12.28254	0	0	0.00032	
Healthy	0		89.96456	0	0	0	0	
Healthy	15.7355		27.32396	15.7355	5.68998	0	0	
Healthy	0.74459		67.49216	0.74459	0.00327	0	0.50836	
Healthy	0		6.20115	0	0	3.74834	0	
Healthy	0.88133		67.57399	0.88133	0	0	0	
Healthy	1.64957		86.67407	1.64957	0	0	0.09787	
Healthy	0.26698		45.12407	0.26698	6.91658	0	0.1354	
Healthy	0		23.58338	0	1.80817	4.31098	0	
Healthy	0.31649		18.2337	0.31649	0	0	0	
Healthy	0.17937		46.34036	0.17937	0.0287	0.67961	0	
Healthy	0.04843		82.75444	0.04843	1.73414	0	0	
Healthy	0.63191		19.29977	0.63191	0.54962	0	0.0634	
Healthy	1.25979		50.31892	1.25979	0.50031	0.03507	0.03251	
Healthy	0.4131		88.69313	0.4131	0	0	0.00379	
D001172	1.09444		61.12124	1.09444	0	0	0.00644	
Healthy	1.07601		64.3692	1.07601	0	0	0.41779	
Healthy	0.30385		68.76387	0.30385	0	0	0.14416	
Healthy	0.35325		76.80037	0.35325	0	0	0.07753	
Healthy	0.33793		74.61544	0.33793	0	0	0	
Healthy	0.36059		23.29549	0.36059	0.00282	0	0	
Healthy	1.11835		3.59184	1.11835	3.31237	3.22099	0.08892	
Healthy	9.84016		57.98975	9.84016	0	0	0.00341	
Healthy	5.91542		44.63161	5.91542	0	0	0.30797	
Healthy	0.12264		0.00098	0.12264	0	0	0	
Healthy	0.37266		29.7614	0.37266	0	0.14883	0.10618	
Healthy	0		40.39347	0	0	0	0	
Healthy	0.27249		69.7223	0.27249	0	0	0.14337	
Healthy	9.25016		20.81371	9.25016	0.78058	0	0.11773	
Healthy	1.01387		65.38115	1.01387	0.83682	0	0	
Healthy	0.28728		76.64969	0.28728	0	0	0.06784	
Healthy	1.2703		85.3343	1.2703	0	0	0	
Healthy	0.67468		79.53804	0.67468	3.49832	0	0.02049	
Healthy	0.65112		68.81317	0.65112	0	0	0.25485	
Healthy	0		8.87961	0	0	0	0	
Healthy	3.16566		68.07938	3.16566	0	0.0157	1.34758	
Healthy	0.0302		42.32132	0.0302	0	0	0	
Healthy	0.44581		66.12026	0.44581	0	0	0.01772	
Healthy	46.2181		17.13393	46.2181	0	0	0	
Healthy	0		80.49928	0	0	0	0	
Healthy	0.01848		31.18262	0.01848	0	0	0	
Healthy	0.15583		66.94484	0.15583	0.613	0	0.06509	
Healthy	1.68319		11.51207	1.68319	0.69645	0	0.03769	
D001172	0.03372		13.5599	0.03372	1.43514	0	0	
Healthy	2.96792		29.09236	2.96792	0	0	0	
Healthy	1.17152		51.98054	1.17152	0	0	0.03696	
Healthy	2.39093		70.95437	2.39093	0	0	0.11848	
Healthy	1.85015		33.38458	1.85015	0	0.02369	0	
Healthy	0.3218		45.2512	0.3218	0.13394	0	0.64474	
Healthy	0.24272		78.30171	0.24272	0	0	0	
Healthy	3.73085		11.19898	3.73085	0.07494	0.5247	0.23999	
Healthy	0.45783		46.29305	0.45783	0.19647	0	0.60856	
Healthy	0.61603		77.72654	0.61603	3.31364	0	0.03025	
Healthy	0.05704		18.80591	0.05704	0.06427	0.30996	0.01244	
Healthy	9.93612		3.41382	9.93612	0.20848	1.88674	0.29292	
Healthy	0.58853		65.93321	0.58853	0	0	0.01065	
Healthy	0.61436		50.38809	0.61436	2.41126	0.36668	0.12513	
Healthy	0.51012		41.31056	0.51012	0.00398	0.54224	0.06245	
Healthy	0.57802		46.81643	0.57802	0	0	0.03446	
Healthy	0.84623		81.94286	0.84623	0	0	0	
Healthy	0		34.17539	0	0	0	0	
Healthy	93.0192		1.1413	93.0192	0	0	0	
Healthy	6.34939		25.0087	6.34939	0	0	0	
Healthy	10.68636		68.47564	10.68636	0	0	0.04097	
Healthy	0.02468		40.52547	0.02468	2.723	0	0.14488	
Healthy	0.3055		79.12686	0.3055	0	0	0	
Healthy	0.10332		48.23051	0.10332	8.9855	0	0	
Healthy	3.24285		63.57685	3.24285	0	0	0.47216	
Healthy	1.89767		33.81915	1.89767	0.00243	0.01245	0	
Healthy	54.0036		19.703	54.0036	0.6802	0.47496	0.00359	
Healthy	0.36055		46.26214	0.36055	0.13841	0	0.61353	
Healthy	12.68303		29.0804	12.68303	3.38392	0	0.00054	
Healthy	1.08772		19.28679	1.08772	0.18866	0	0	
Healthy	3.19916		80.16345	3.19916	0.39541	0	0.03075	
Healthy	0.21117		6.89033	0.21117	0	0	0	
Healthy	0.39212		37.14894	0.39212	0.42345	0.52134	0.00991	
Healthy	0		33.00049	0	0	0	0	
Healthy	0.21661		57.56519	0.21661	0	0.19414	0.15701	
Healthy	0.26762		13.81992	0.26762	0.02103	1.75259	0	
Healthy	0.56458		75.20939	0.56458	0	0	0.01706	
Healthy	0.11472		65.78173	0.11472	10.2379	0	0.3641	
Healthy	4.46901		47.0639	4.46901	0	1.03394	0	
Healthy	0		0	0	16.9026	0	0	
Healthy	5.90185		30.30793	5.90185	19.3418	0.52732	0.57741	
Healthy	0.15345		29.43695	0.15345	0	0	0	
Healthy	0.32331		75.21888	0.32331	1.15149	0	0.01693	
Healthy	0.20185		63.74342	0.20185	0	0	0.06699	
Healthy	19.80121		1.43077	19.80121	0	0	0	
Healthy	0.07126		84.12676	0.07126	0.04141	0.64842	0.36459	
Healthy	1.22146		39.99214	1.22146	0	0	0	
Healthy	1.38201		54.74463	1.38201	7.24372	0	0.21715	
Healthy	0		77.84468	0	0	0.12037	1.45187	
Healthy	0.28172		48.39468	0.28172	6.03283	0	0.26061	
Healthy	4.54085		22.37389	4.54085	23.7423	0	0	
Healthy	0.11004		38.09116	0.11004	0	0	0.00035	
Healthy	0.10618		68.80393	0.10618	0	0.02171	1.60564	
Healthy	4.0669		60.06032	4.0669	0.11004	0	0.12389	
Healthy	3.94714		66.69946	3.94714	0.00346	0	0.03283	
Healthy	0.21717		60.23402	0.21717	4.68797	0.23507	0.89526	
Healthy	0		0.76561	0	0	0.17091	0	
Healthy	1.02886		67.11307	1.02886	0	0	0	
Healthy	0		37.89758	0	1.03035	0	0	
Healthy	5.31664		40.50803	5.31664	8.13813	1.63817	0.04692	
Healthy	0		2.17972	0	0	0	0	
Healthy	0.32689		11.40218	0.32689	5.63179	29.7857	0.03108	
Healthy	0.01128		37.60367	0.01128	0	0.17124	0.01737	
Healthy	0		33.04527	0	0	0	0	
D001172	1.86926		57.97235	1.86926	0	0	0	
Healthy	0.19509		0.48934	0.19509	0	0	0	
Healthy	0.16719		70.16514	0.16719	0	0	0	
Healthy	1.54677		1.80623	1.54677	0	6.50444	0.04045	
Healthy	19.12658		5.01413	19.12658	0.01106	0	0	
Healthy	0.39359		82.28787	0.39359	0	0	0.07659	
Healthy	0.12566		26.52757	0.12566	0.45078	0	0.52982	
Healthy	1.42694		24.56073	1.42694	9.74943	1.32234	0.03312	
Healthy	0.35145		70.25107	0.35145	0.11655	0.04895	0.10372	
Healthy	0.00683		24.10094	0.00683	12.8595	0	0.00367	
D001172	0.12662		58.75856	0.12662	0	0.50241	0.22904	
Healthy	0.46085		44.7532	0.46085	0.30965	1.04605	0	
Healthy	0.24766		20.0003	0.24766	0.0562	0.23708	0	
Healthy	12.65616		65.68526	12.65616	0	0	0.03451	
Healthy	1.14729		46.12849	1.14729	0	0	0.01309	
Healthy	0.20678		36.6243	0.20678	0	1.54807	0.19671	
Healthy	0.04018		53.44081	0.04018	0.04079	0.08733	0.03134	
Healthy	0.24412		42.05245	0.24412	17.0962	0	1.59525	
Healthy	2.59802		6.41326	2.59802	0	0	0.00356	
Healthy	0.64557		50.63919	0.64557	6.26157	0	0.03037	
Healthy	1.71395		46.3322	1.71395	0	0	0	
Healthy	0.05362		14.97199	0.05362	0.97681	0.20096	0.00637	
Healthy	0.74726		41.44966	0.74726	0.14404	0	0	
Healthy	0.26292		62.39454	0.26292	3.44662	0	0	
Healthy	0.77808		14.80192	0.77808	0	0	0	
Healthy	0.11521		28.00343	0.11521	0	0	0	
Healthy	2.71815		69.05245	2.71815	0	0	0.02757	
Healthy	3.18684		63.75558	3.18684	0	0	0.48181	
Healthy	2.42409		76.12359	2.42409	0.23935	0	0.00384	
Healthy	0.10273		58.29386	0.10273	2.97615	0.46428	0.15916	
Healthy	0.4492		39.61486	0.4492	2.37576	0	0.11279	
Healthy	0.05256		32.17545	0.05256	0	0	0	
Healthy	0.44355		1.11268	0.44355	0	0	0	
Healthy	0.23025		88.0674	0.23025	0.22535	0	0.05172	
Healthy	0.02504		36.49403	0.02504	0	0.0319	0	
Healthy	35.1068		0	35.1068	0	0	0	
Healthy	14.31535		33.33184	14.31535	0.55879	0.61909	0	
Healthy	0.04572		67.66419	0.04572	0.53808	0.00354	0.06041	
Healthy	1.45607		53.86058	1.45607	7.17593	0	0.1314	
Healthy	1.78557		86.88977	1.78557	0	0	0.09733	
Healthy	5.55039		68.92373	5.55039	0	0	0	
Healthy	0.11398		34.26626	0.11398	0	0.34587	0	
Healthy	1.02118		11.71661	1.02118	0	0	0.0045	
Healthy	13.447		0.54085	13.447	1.05184	0	0	
Healthy	0.15165		77.74018	0.15165	0	0	0.00314	
Healthy	8.11297		45.64945	8.11297	0.01915	0	0	
Healthy	1.16127		64.87465	1.16127	0	0	0.41091	
Healthy	1.21479		17.13296	1.21479	1.11458	0.32965	0.0326	
Healthy	0		18.81286	0	0	0	0	
Healthy	0.00408		57.67382	0.00408	0	0.06765	0.0721	
Healthy	0.46826		65.76455	0.46826	0	0	0.01492	
Healthy	10.6894		66.63057	10.6894	0	0	0	
Healthy	0.24749		50.22231	0.24749	0	0	0	
Healthy	0.11752		46.39336	0.11752	0	0	0.03986	
Healthy	0.19012		47.84374	0.19012	5.93298	0	0.23522	
Healthy	0.04357		38.30892	0.04357	12.0243	0	0	
Healthy	0.12285		68.23914	0.12285	0	0	0	
Healthy	0		34.13754	0	0	0	0.85468	
Healthy	0.04767		16.00436	0.04767	0	0	0.09033	
Healthy	0.19207		78.90982	0.19207	0	0	0	
Healthy	0.3263		54.01504	0.3263	0	0	0.02273	
Healthy	0.05236		72.24672	0.05236	0	0	0	
Healthy	2.35636		57.19893	2.35636	0	0	0.00872	
Healthy	2.74531		42.83065	2.74531	0.37933	0.1874	0	
Healthy	0.3755		75.8188	0.3755	0	0	0.00418	
Healthy	0.82129		18.33383	0.82129	0	0	0	
Healthy	0		26.83962	0	0	0	0	
Healthy	0.17943		39.07339	0.17943	0.29633	0	0.07989	
Healthy	0.11495		9.82155	0.11495	10.2038	2.16091	0.0045	
Healthy	0.06582		13.17432	0.06582	28.8504	0	0	
Healthy	0.73116		52.43783	0.73116	5.36937	0	0.32157	
Healthy	28.60598		0	28.60598	0	0	0	
Healthy	0.06977		39.40733	0.06977	2.06604	0.43712	0.02311	
Healthy	0.4589		23.89571	0.4589	0	0	0	
Healthy	0.48792		70.1103	0.48792	0.14138	0.05104	0.09704	
Healthy	1.39942		25.23997	1.39942	5.21335	0	0.04026	
Healthy	3.02557		0.0535	3.02557	0	0	0	
Healthy	0.90466		67.69202	0.90466	0.00971	0	0.48516	
Healthy	1.34205		66.6534	1.34205	0	0	0	
Healthy	0		17.68292	0	0	26.08231	0.14389	
Healthy	0.09239		16.29226	0.09239	0	0	0	
Healthy	0		14.14117	0	0.93803	0	0	
Healthy	0.11366		62.20556	0.11366	1.9902	0	0.08665	
Healthy	1.65848		41.38437	1.65848	4.2137	0.60097	0.21286	
Healthy	8.1701		26.26053	8.1701	0.93929	0	0	
Healthy	0		19.63539	0	2.72782	0	0	
Healthy	0.10262		69.62846	0.10262	0	0	0	
Healthy	0.49568		62.9306	0.49568	0	0.18991	0.0069	
Healthy	0.14371		27.69067	0.14371	0.01273	0.19301	0.02692	
Healthy	0.01799		57.78978	0.01799	0	0	0	
Healthy	0.14358		67.52494	0.14358	0.51593	0.0167	0.06413	
Healthy	2.84792		27.36421	2.84792	0.70912	0.12219	0.11319	
Healthy	0		12.00093	0	0	0	0	
Healthy	0.33364		38.84185	0.33364	0.09266	0	0.02314	
Healthy	2.80036		33.69858	2.80036	0	0	0	
Healthy	0.32245		60.40072	0.32245	0.84788	0.85057	0.34167	
Healthy	13.10247		66.60307	13.10247	0	0	0.02775	
Healthy	0.40927		81.86447	0.40927	0	0	0.06537	
Healthy	0		0	0	0	0	0	
Healthy	2.58359		79.46925	2.58359	0	0	0.03368	
Healthy	10.8936		62.17627	10.8936	0	0	0	
Healthy	0.19678		63.06974	0.19678	0	0	0.097	
Healthy	0		0.32353	0	2.79206	0	0	
Healthy	0.25882		59.92933	0.25882	0.03718	0	0.01617	
Healthy	3.02073		10.75217	3.02073	1.14016	2.1005	0	
Healthy	3.05143		54.62681	3.05143	2.53241	0	0.25726	
Healthy	2.23535		82.09293	2.23535	0	0	0.08051	
Healthy	1.53255		70.59313	1.53255	0	0	0	
Healthy	8.32299		46.84148	8.32299	0.00741	0	0	
Healthy	4.20933		81.63345	4.20933	0	0	0	
Healthy	0.12428		77.11711	0.12428	0	0.09917	1.66572	
Healthy	0		7.15519	0	0	0	0	
Healthy	3.17786		63.5846	3.17786	0	0	0.3925	
Healthy	0.4413		69.81212	0.4413	0.12769	0.04614	0.08948	
Healthy	40.45073		1.2664	40.45073	0	0	0	
Healthy	0.04679		50.64633	0.04679	0	0	0	
Healthy	0.59649		65.95097	0.59649	0	0	0.0185	
Healthy	1.67496		86.60796	1.67496	0	0	0.12156	
Healthy	1.11666		47.72311	1.11666	0.06197	0	0.0343	
Healthy	0.01007		58.63242	0.01007	0	0.06463	0.05875	
Healthy	0.14818		69.11832	0.14818	0	0	0	
Healthy	0.85748		37.35111	0.85748	0.15532	0	0	
Healthy	0.12589		18.88292	0.12589	1.72258	0	0.02094	
Healthy	4.85308		24.69356	4.85308	0	0	0	
Healthy	3.13304		70.39165	3.13304	0	0.0491	1.44462	
Healthy	0.62861		67.30757	0.62861	0.05482	0.39515	0	
Healthy	2.12887		56.20077	2.12887	0.29801	0	0.32773	
Healthy	0.34274		51.28108	0.34274	0.04608	0	0.0942	
Healthy	10.10421		0.09526	10.10421	0	0	0	
Healthy	26.21097		0.16537	26.21097	0	0	0	
Healthy	0.50071		66.93676	0.50071	0.60984	0	0.03185	
Healthy	1.99596		10.59075	1.99596	0	0	0	
Healthy	0.1855		48.59647	0.1855	5.91805	0	0.1988	
Healthy	0.17388		68.52156	0.17388	0	0.02164	1.59157	
Healthy	0		0.05532	0	0.54343	0	0	
Healthy	0.03048		29.30749	0.03048	23.0527	2.18526	0.71094	
Healthy	3.41336		21.55582	3.41336	0	0	0.14435	
Healthy	0		84.61456	0	0	0	0	
Healthy	2.30887		92.21789	2.30887	0	0	0	
Healthy	4.32045		92.9033	4.32045	0.5239	0	0	
Healthy	0.07377		27.32638	0.07377	0	0	0	
Healthy	0.25948		15.5459	0.25948	0.00101	0	0.00237	
Healthy	0.15309		77.47972	0.15309	0	0	0.00317	
Healthy	1.44688		84.64447	1.44688	0	0	0	
Healthy	0.62363		29.76886	0.62363	2.42121	0.10495	0.07215	
Healthy	1.11423		31.72155	1.11423	0.44549	0.13241	0	
Healthy	0		0.03494	0	0.52999	0	0	
Healthy	7.93197		47.51386	7.93197	0	0	0	
Healthy	0.24983		13.61883	0.24983	0.90783	0	0	
Healthy	0.54646		38.98485	0.54646	12.3298	0	0.02807	
Healthy	0.07041		26.84406	0.07041	0.51143	0	0.61312	
Healthy	0		25.5744	0	0	0	0	
Healthy	4.79662		23.48328	4.79662	0.03839	0.027	0.15201	
Healthy	1.41507		31.4247	1.41507	0	0	0	
Healthy	2.20511		10.34128	2.20511	0	0.77447	0	
Healthy	0		41.24853	0	0	0	0	
Healthy	0.19399		64.24216	0.19399	0	0	0.0519	
Healthy	0.42061		45.92099	0.42061	0.15089	0	0.64425	
Healthy	0.38352		19.66382	0.38352	8.97759	0.00026	0.00171	
