group	Bacteroides_eggerthii	Bacteroides_stercoris	Dialister_invisus	Ruminococcus_B_gnavus	Bacteroides_nordii	Adlercreutzia_equolifaciens	Anaerotruncus_colihominis	Gordonibacter_pamelaeae	Longicatena_innocuum	Eggerthella_lenta	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Anaerobutyricum_hallii_A	Collinsella_sp003487125	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Roseburia_hominis	Dorea_formicigenerans
Healthy	0	0.65139	0	0	0	0	0	0	0	0	1.38735	0	0	0	0.10527	0.16755	0.79942	0.11172	0.04084	0
Healthy	0	0	0	0	1.02162	0.03878	0	0	0	0	0	0	0.97938	0.38453	0.17693	0.06906	0.06038	0.66603	2.06885	0.70136
Healthy	12.8752	0	0	0.02249	0	0	0	0	0	0	0	0	0	0	0	0	1.4595	0	0	0
Healthy	0	0	6.64189	0	0	0	0	0	0	0	5.65203	4.73477	1.09596	0	0.20308	0.13866	0.03528	0.65927	0.32648	0.4027
Healthy	0	0.7852	0	0	0	0	0	0	0	0	2.82233	0.61035	0.12368	0.27859	0.26895	0.24118	0.37823	0.17479	0.57851	0.07206
Healthy	0	1.01841	0	0	0.01102	0	0	0	0	0	0	0.90059	0	0.14886	0.21086	0	0.17982	0	0	0
Healthy	0	14.0696	0	0.08768	0	0	0.00373	0	0	0	0	0	0.00512	0.05215	0.06627	0	0.0149	0.04838	0	0
Healthy	0	0.22316	0	0	0.00259	0	0	0	0	0	6.06344	0	0.01327	0	0.02566	0.0185	0.02415	0.01696	0.05789	0.02212
Healthy	0	0.00532	0	0.02744	0	0.2947	0.03983	0.10311	0.00486	0.01249	3.42408	1.27973	0.19987	1.20806	0.87453	0.071	0.24453	0.36115	0.47095	0.1375
Healthy	0.07142	7.02184	0	0.03811	0	0.01596	0	0	0	0	9.72321	5.29828	0.77112	0.06525	0.11748	0.32475	0.3675	0.67249	1.78073	0.17711
Healthy	0	0	0	0	0	0	0	0	0	0	0.0357	0	0	0.06576	0	0	1.62957	0	0	0
Healthy	0	0.6955	0	0	0.06128	0	0	0	0	0	0	0	0	0	0	0	0.04984	0	0	0
Healthy	0	3.6885	0.31288	0	0	0	0	0	0	0	0.85164	1.21739	0	0	0	0	0	0	1.69344	0
Healthy	0	0	0	0	0	0	0	0	0.11357	0	2.2557	0.08778	5.61766	2.23707	1.47994	2.20662	4.57979	2.3284	0.09791	10.386
Healthy	0	2.16825	0	0	0	0.12817	0	0	0	0	2.90933	0	0	0.03354	0	0	0.10122	0.13979	7.2428	0.03446
Healthy	0	2.39743	0	0	0	0.17511	0	0	0	0	2.70851	0	0	0.021	0	0	0.13147	0.122	6.93499	0.0268
Healthy	19.5835	0.0202	9.44246	0	0	0	0	0	0	0	0	0.70106	0	0.02368	0	0.00469	0.46453	0.00957	0	0
Healthy	14.764	0	0	0	0.18602	0	0	0	0	0	1.44666	1.82117	0	0	0.0024	0.03439	0.03381	0	0.83614	0.00369
Healthy	0	20.2875	0.23887	0	0	0	0	0	0	0	3.16903	0.40013	0.04986	0.00925	0.00678	0.01021	0.03619	0.01045	0	0
Healthy	0	0	0	0.9565	0	0	0	0	0.09192	0	6.15838	0	0	0	2.60197	0	0.84175	0.01188	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	27.1605	1.04451	1.21596	0.55029	1.29595	0.61339	2.54985	0	0.45244
Healthy	0	0	10.1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.42315	0	0	0	0.13351	0	0	0	0	2.92204	0	0.01118	0	0	0	0.1321	0.14263	6.98434	0.02753
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24277	0	0	0
Healthy	0	1.79282	0	0	0	0	0	0	0	0	0.76591	6.81986	0.07356	0.21112	0.01355	0.2875	0.19642	0.1511	0.57661	0.1095
Healthy	1.93917	0	0	0	0	0.09891	0	0	0.00781	0	0	1.47426	0	0.03176	0	0	0.03158	0	0	0
Healthy	2.21792	0	0	0	0	0	0	0	0	0	0.72453	0.54528	0.21308	0	0.37201	0.1485	0.03141	0.06579	0.07196	0
Healthy	0	1.4364	3.0011	0	0	0	0.04394	0	0.00757	0	0	2.03252	0.07158	0.53916	0.09531	0	0.03167	0.11263	0	0.02416
Healthy	9.24482	3.51234	9.76822	0.07344	0	0	0	0	0	0	21.8014	0.07188	2.63659	0	3.39605	1.49209	0.03226	0.51415	0	0.37264
Healthy	2.12542	0	0	0	0	0	0	0	0	0	5.98494	2.43968	0.381	0	1.04591	0.57503	0.07015	0.23064	0.38034	0.13215
Healthy	0	0	0	0	0	0	0	0	0	0	68.2424	0	0	0	0	0	0	0	0	0
Healthy	0	17.7649	7.59676	0	0.03847	0	0	0	0.00557	0	2.10214	0.89045	0.08009	0	0.72264	0.05341	0.09248	0.04383	0.46775	0
Healthy	0.11369	9.73287	8.38445	0.00965	0	0.08882	0	0.01763	0.00208	0.00414	4.16494	4.99371	0.94915	0.59238	0.37319	0.37444	0.01235	0.35329	0.01446	0.07823
Healthy	43.9601	0	9.72934	0.27976	0	0	0	0	0	0	1.74982	0	0	0	0	0	0.0473	0	0	0
Healthy	1.14758	1.76885	0	0	0	0.07246	0.01184	0.0207	0	0	4.24965	3.99589	0.79835	0.07111	0.42687	0.12479	0.07326	0.60587	1.4718	0.19323
Healthy	0	0.07121	0	0	0	0	0	0	0	0	2.72953	4.31238	0.32514	0	0.90451	0.10271	0.00357	0.56647	0.29961	0.43504
Healthy	0	0.01327	0	0	0	0.05093	0	0	0.0017	0	20.941	0.75387	0.28758	0.43663	1.1891	0.44937	0.03022	0.33394	0.41385	0.38271
Healthy	14.5374	0	0	0	0.16164	0	0	0	0	0	1.48606	1.78843	0	0	0.02274	0.01521	0.03547	0.03113	0.83081	0
Healthy	0	20.7882	0	0.15614	0	0.02508	0	0	0	0	17.5341	0.01163	0.43875	0.52109	1.60309	0	0.23933	0.42918	0.07473	0.12438
Healthy	0	0	0	0	0	0	0	0	0	0	5.14422	3.4248	0.26351	0	0.68081	0.15064	0.50541	0.22827	0.03866	0.37601
Healthy	0	5.20265	0	0	0	0	0	0	0	0	1.56298	1.48462	0.06148	0.00539	0.50755	0.22964	0.04875	0.22072	0.23989	0.0643
Healthy	60.2213	0.0155	0	1.98063	0	0.29366	0	0.02024	0.00172	0.06995	0	0.92688	0.01414	2.6665	0	0.01559	0.0311	0.08696	0	0.06203
Healthy	0	2.97448	2.79994	0	0	0	0	0.16385	0.01067	0.01827	0	1.99102	0	1.31779	0	0	0.69556	0.13498	0	0
Healthy	0.05751	0.3833	0	0.37717	0	0	0.01491	0	0.00218	0	0.98414	0	0.24857	0	0.06789	0.07597	0.04179	0.13089	0.01745	0.08211
Healthy	0.10127	0.15822	0	0	0	0	0	0	0	0	3.33552	0	0.44294	0.12091	0.11107	0.32515	0.03772	0.20241	0.72815	0.13843
Healthy	0	0	0	0.01985	0.00795	0.11938	0.03143	0.02117	0.00073	0	1.45028	4.38688	0.85649	0	1.4642	0.25787	0.15109	1.48685	0.02917	0.8769
Healthy	0	0	0	0	0	0.01051	0	0	0	0	5.16351	7.62291	1.29556	0.26266	1.43878	1.32832	0.15856	0.65772	0.08095	0.62553
Healthy	0.00096	0.85144	0.00148	0	0	0.00776	0	0	0	0	0.83098	0	0.04764	0.06391	0.08296	0.05535	0.0123	0.11548	0.00284	0.1351
Healthy	0	0	0.00053	0.0205	0.00331	0.18069	0.00625	0.01387	0.0002	0.00087	16.4459	7.9312	0.27709	0	1.39107	0.22601	0.01646	0.28038	0.00151	0.71844
Healthy	0.49136	2.20869	0	0.0091	0	0	0	0	0	0	5.08495	0.434	0.04022	0.10602	0.01838	0.66346	0.5351	0.08895	0.01442	0.10959
Healthy	0	0	12.7095	0	0	0.04102	0	0	0	0	4.78723	6.65887	0.34848	0	0	0.87054	0.19247	0.17709	0.04433	0.00321
Healthy	0	0	0	0	0	0	0	0	0	0	3.52309	0.03698	0.0625	0	1.90811	1.23071	0	0.17628	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	26.49	0.01799	0.02183	0.0029	0.00306	0	0.56024	0.1324	0.35986	0.04132
Healthy	0	1.19142	0	0	0.04695	0	0	0	0	0	0	0.80933	0	0.1261	0.17096	0	0.13552	0	0	0
Healthy	0	0	0	0.01373	0.01888	0	0	0	0	0	6.58229	0.8473	0.01955	0.24638	0.8111	0.23209	0.06075	0.15549	0.0387	0.13184
Healthy	0	0	0	0	0	0	0	0	0.52628	0	3.16088	16.6394	3.84222	1.21051	2.29031	3.14975	2.63386	1.61213	0	2.14502
Healthy	0	19.1002	4.82061	0	0	0	0	0	0	0	0.74379	0	0	0.02509	0	0.01908	0.29192	0.05367	0.40459	0
Healthy	0	0.00169	0	0.04587	0	0.2894	0.05539	0.09072	0.02318	0.0052	3.27579	1.26449	0.23065	1.35987	0.9056	0.11493	0.00388	0.38599	0.50711	0.17167
Healthy	0.07837	0	0	0	0.00853	0.0399	0	0	0	0	9.79621	3.2217	0.40395	0.34311	0.51812	0.3538	0.01705	0.17192	0	0.15199
Healthy	0	0	0	0	0	0	0	0	0	0	5.30295	0.66312	8.15005	2.10498	0.40363	3.55813	0.58318	10.946	0.00453	7.42205
Healthy	1.94068	0	0	0	0	0.08275	0	0	0	0	0	1.35876	0	0.06188	0	0	0.39337	0	0	0
Healthy	0	0.00328	0	0	0	0	0	0	0.02979	0	2.08818	0	0.08203	0	0.11697	0.03799	0.01404	0.04795	0.05869	0.04134
Healthy	0	0	3.75918	0.00557	0	0.13587	0	0.019	0	0	6.08774	0	0.26941	1.08668	0.29471	0.34949	0.02396	0.17976	0.05847	0.17537
Healthy	0	0	0	0	0	0	0	0	0	0	43.7325	0	1.25756	0	0.03597	1.21675	0.24559	0.27917	0	0.228
Healthy	0	0	12.1143	0	0	0	0	0	0	0	12.0239	6.13945	0.20882	1.80325	1.77449	0.33175	0.85549	2.00881	0.47432	1.1403
Healthy	0.67182	0.17868	0	8.21904	0	0	0	0	0.00627	0	1.19801	1.83561	0.11784	0.01862	0	0.06028	0.19452	0.12944	0.26453	0.02354
Healthy	0	1.84285	0	0	0	0	0	0	0	0	2.10151	0	0	0.58449	0.49546	0.04155	1.20708	0.00382	0.16898	0
Healthy	0	0.20138	0	0	0	0	0	0	0	0	0	1.86635	0.18036	0	0	0	1.05214	0	0	0
Healthy	0	0.00675	0	0.00286	0	0	0.0175	0	0.00426	0	33.7585	0.72469	0.07717	0.05074	0.15679	0.28434	0.10122	0.27309	0.00982	0.16216
Healthy	0.92438	0	0	0	0	0	0	0	0	0	12.5571	0.82341	0.00793	0.10742	0	0.50341	0	0.15712	2.11226	0
Healthy	35.8275	0	8.17773	0.12714	0	0	0	0	0	0	0.65605	0	0.00141	0.23506	0	0.06957	0.03636	0.02483	0.04888	0
Healthy	0	0	1.88514	0.00781	0	0.01832	0	0	0.00017	0	15.0228	2.25946	0.37004	0	0.04498	0.57079	0.10155	0.17699	2.37973	0.0987
Healthy	0	0	6.04788	0.00355	0	0	0	0	0	0	1.53069	0	0	0	0.03396	0	0.38349	0.19419	0	0.0829
Healthy	0.33018	0	0	0	0	0	0	0	0	0	2.83274	0.57861	0	0	0	0	0.88561	0	0.21988	0
Healthy	0	36.4533	0	0.00911	0	0	0	0	0.11423	0	0	0	0.03028	0	0	0	0.09043	0.03584	0	0.09188
Healthy	0	0.04697	0.35433	0	0	0.02499	0.05243	0	0	0	2.05175	0.6431	0.01946	0.20445	0	0.03131	0.24085	0.08093	0.49138	0
Healthy	0	0	2.30415	0	0	0	0	0	0	0	8.04579	1.64954	0.99656	0.2881	0.21822	0	0.05079	0.23606	0.59157	0
Healthy	0	0.73124	2.63703	0	0	0.08534	0	0.10111	0	0	24.1748	4.13164	0.61511	0.25558	1.60594	0.40025	0.13112	0.35319	0.60759	0.16476
Healthy	0	1.07178	0	0	0.01644	0	0	0	0	0	0	0.80134	0	0.16083	0.16401	0	0.16949	0	0	0
Healthy	0	0.21676	0	0	0	0	0	0	0	0	0.76949	4.78444	0.04993	0.45095	0.18776	0.14655	0.16988	0.14472	1.51187	0.0439
Healthy	0	0.01227	0	0.12864	0	0	0	0	0.11974	0	4.68153	10.3071	0.33232	0	0.05529	0	0.03783	0.0864	0	0.40366
Healthy	0	0	0	0	0	0	0	0	0	0	1.73157	10.9391	0.62483	0	2.35291	0.63771	0	0.17555	0	0
Healthy	0	7.51543	0	0	0	0.071	0	0	0	0	2.20296	0.13739	0	0.06604	0	0.05387	0.17116	0	0.34415	0
Healthy	0	0	5.89787	0.57656	0	0	0	0	0	0	0.8732	0	0	0	0.00824	0	0.25585	0	0	0.0231
Healthy	11.4058	0	0	0	0.11516	0	0.00657	0	0	0	1.39773	1.19812	0.01674	0.51228	0.0402	0	0.19859	0.01328	0.1375	0.00515
Healthy	0	0	0	0	0	0.21001	0.00152	0.17871	0.00143	0.03804	3.72888	3.44129	1.62376	0.84728	1.73158	1.35084	0.00556	0.97854	1.65736	0.43839
Healthy	0.11539	7.21503	0	0.01201	0	0.02922	0	0	0	0	10.0732	0.00843	0.49462	0.23723	0.03536	0.41664	0.01172	0.33775	0.18182	0.43274
Healthy	0	0	1.64527	0	0	0.00709	0	0	0	0	7.24578	3.06533	0.47892	0.06452	0.27482	0.00923	0.29018	0.36305	1.23254	0
Healthy	0	20.2269	4.95623	0	0	0	0	0	0	0	6.17816	0	0	0	0	1.25944	0.33886	0.09209	0.0364	0.03308
Healthy	0	31.4908	0	1.27415	0.02947	0	0	0	0.00875	0	0.00159	0	0	0.04954	0	0	0.05815	0.00107	0	0
Healthy	2.08095	0.05239	0	0.02827	0.16536	0	0	0	0.21164	0	0.03111	0	0.12353	2.31551	0.49453	0.05828	2.46986	0.02603	0.00436	0.16244
Healthy	4.20772	0	0	0	0	0	0	0	0	0	3.17873	0	0.31462	0	0.03827	0	0.03979	0.09936	0.12642	0
Healthy	0.64438	0.31865	0	0.00886	0	0	0	0	0	0	0.44847	5.46414	1.2367	0.27622	2.15543	2.69672	0.0322	0.85012	0	0.64873
Healthy	1.38299	0	0	0	0	0.1381	0	0	0.00528	0	0	1.14158	0	0	0	0	0.20794	0	0	0
Healthy	0	0	0	0.01662	0	0	0.02158	0	0	0	2.36821	4.16286	0.02323	0.02411	0.77308	1.06067	0.07443	0.11846	0.30485	0.15567
Healthy	0	20.1645	4.52767	0	0	0	0	0	0	0	0.72277	0	0	0.04917	0	0.05733	0.06652	0.07617	0.50465	0
Healthy	0	2.23382	0	0.01789	0	0	0	0	0	0	11.3784	9.59689	0.53145	0	2.25697	1.1555	0.5504	1.07145	0	0.30986
Healthy	0	35.827	9.01964	0.00288	0	0	0.0868	0.01951	0	0	0.26116	0.5331	0.02614	0.64819	0.00154	0.05343	0.00744	0.04104	0	0
Healthy	0	2.33047	0	0	0	0	0	0	0	0	4.96879	0	1.36367	1.90188	0.12204	0.16501	0.14794	0.19558	0.54611	0.41366
Healthy	0	0	0	0	0	0	0	0	0	0	1.85301	0.11494	0	0	1.52891	0	0	0	0	0
Healthy	0	0	0.11694	0	0.03776	0.05886	0	0	0	0	0.25727	0.57758	0	0.02511	0	0	0.82782	0	0	0
Healthy	0	0	1.48551	0	0	0	0	0	0	0	5.86005	2.34553	0.4838	0	0	0	0	0	0	0
Healthy	0	0	10.3765	0	0	0	0	0	0	0	5.07338	6.92887	0.39094	0	0	0.98261	0.16462	0.19088	0.04008	0.01069
Healthy	0	38.5986	0	0	0.04161	0	0	0	0	0	0	1.31791	0	0	0	0	0.30832	0	0.09732	0
Healthy	3.34655	0.78349	0	0	0	0	0	0	0	0	2.10312	0	0.7017	0.47577	0.61621	0.40804	0	0.34607	0.0989	0.08462
Healthy	0	0.41192	0	0.09986	0	0.08199	0	0	0.03083	0	1.26866	25.4048	2.09622	0.82614	0.2015	1.02345	0.00667	1.59182	0.05228	0.25982
Healthy	0	0	0	0.05644	0	0.02655	0	0	0	0	5.11944	0	0	0.17364	0	0.18844	0.01774	0.01225	0	0.03028
Healthy	0	2.55117	0	0	0	0	0	0	0	0	1.12751	0.23332	0.00911	0.04907	0	0	0.1164	0.06034	3.84576	0.07494
Healthy	0	6.41583	0	0	0	0	0	0	0	0	12.3684	3.65226	0.22113	0.15957	0.56861	0.33846	0.1638	0.52659	0.45795	0.22343
Healthy	0.00469	0.01586	0.09191	0.00753	0.03695	0.01291	0	0	0	0	3.66466	0.00228	0.63327	0.39704	0.43937	0.25958	0.1335	0.44666	0.26378	0.13906
Healthy	0	0	4.05055	0	0.11136	0.21535	0	0.02237	0	0	0.68982	0.14663	0.77876	1.00861	0.90061	0.24447	0.00522	0.26691	0.81309	0.16788
Healthy	0	1.56411	3.08138	0	0	0	0.05164	0	0.03519	0	0	1.96721	0.05268	0.48226	0.0982	0	0.04969	0.08202	0	0.01794
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0
Healthy	0	0	1.19943	0.00161	0	0	0	0.0099	0.00039	0.00992	0	0.02693	1.12242	0	1.65442	0	0.53861	0.19873	0	0
Healthy	0	5.35426	0	0	0	0	0	0	0	0	2.36671	5.93273	0.5294	0	0.19589	0.31174	0.07556	0.65583	0.21173	0.62671
Healthy	0	0.00241	0	0.0024	0.02572	0	0	0	0	0	0.02696	0.80139	0.07329	0	0.02424	0.05766	0.03805	0.0508	0	0.10822
Healthy	0	0	0	0.34307	0	0.27862	0	0.03336	0	0.00223	9.70519	31.3138	5.107	0	3.45432	0.59057	0.09996	2.10944	0.30275	1.2426
Healthy	0	3.32124	0	0	0	0.06744	0.01299	0	0	0	0.53795	0.32924	0.01951	0.08808	0	0	0.00538	0.04978	1.32867	0.06035
Healthy	0	0	0	0	0	0	0	0	0	0	0.28947	0	1.29905	4.43335	3.07134	1.35641	2.43794	0.97151	0.40206	0.94239
Healthy	0.1104	0	0	0	0	0	0	0	0	0	6.39587	5.58772	0.12885	0	1.85715	1.22083	0.18958	0.26865	0.39421	0.19708
Healthy	0	0.01838	0	5.49413	0	0	0	0	0.0162	0.00107	0	0	0	1.94511	0	0	0.24765	0	0	0
Healthy	0	0	5.97819	0.53324	0	0	0	0	0	0	0.8361	0	0	0	0.01563	0	0.08422	0	0	0.00218
Healthy	0	24.2185	7.40078	0	0	0	0	0	0	0	18.0114	0	0.42255	0.08364	0.58379	0.44036	0.26059	0.08964	0	0.2494
Healthy	0	0	0	0	0	0	0	0	0	0	6.64108	2.66024	0	0	0.05531	0	0.25346	0.12434	0.16674	0
Healthy	0	8.66892	0	0	0	0.08299	0	0.03179	0	0	3.05353	0.07661	0	0.06428	0	0	0.00409	0.00225	0.12465	0.05629
Healthy	0	0	2.54266	1.13155	0	0	0	0	0	0	2.45722	0	0.58624	0	0.2822	0	0.30259	0.52792	0	0
Healthy	0	0	0.41575	0	0.06203	0.19568	0	0	0	0	0.61341	0.27763	0	0.08993	0	0.02303	0.04716	0.0467	0.0472	0
Healthy	11.3941	0	0	0	0.1032	0	0.01489	0	0	0	1.49448	1.18423	0.00941	0.50491	0.03438	0	0.03281	0.01693	0.18572	0.00172
Healthy	0.02037	1.13553	0	0.02533	0	0.23768	0	0	0.00114	0.00809	0.05206	5.73724	1.66685	0.97507	0.64769	0.6939	1.4927	1.20511	0.41321	0.27611
Healthy	0	22.8078	2.88085	0	0.02253	0	0	0	0	0	3.26911	1.06802	0.0462	0	0.03889	0.00556	0	0.04165	0.29689	0
Healthy	0	0.37626	0	0.11086	0	0	0	0	0	0	8.3478	3.73209	10.7726	0	0	0.43502	0.01381	0.22406	0	0.31468
Healthy	0	0.91352	0	0.0643	0	0.10095	0	0.07901	0.02193	0	7.63225	2.26239	0.73469	0.09272	1.16426	0.40995	0.26212	0.27479	0.11659	0.98044
Healthy	0	0	0	0	0	0	0	0	0	0	2.06743	0.19981	0.01539	0.19707	0.12421	0.25264	1.73335	1.10572	0.04486	0.34718
D011236	0.52984	0.15589	52.4981	0	0.03134	0.09544	0	0.00216	0.00248	0.01023	0.12377	0	0.96977	8.78025	0.74151	0.05677	2.15782	1.59743	1.57954	2.31563
Healthy	0	7.09473	0	0	0	0.08351	0	0	0	0	2.24629	0.17888	0	0.03597	0	0.03639	0.17337	0	0.41477	0
Healthy	0	0.00262	0	0.00605	0	0.02239	0.0263	0	0	0	5.07684	0.60929	0	0.33245	0.31616	0.04895	0.1095	0.1415	2.02686	0.04092
Healthy	0	0	0	0	0	0	0	0	0.62672	0	15.6826	3.5281	2.48964	2.47695	0.16	0.53218	0.66879	2.39639	0.13683	0.92784
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.61272	0	0	0	0	0	0	0	0	0.06495	2.0723	0.38209	0	0.07123	0.09041	0.01922	0.11125	0.17121	0.06855
Healthy	0	0	2.59163	0	0.00489	0	0	0	0	0	0	2.04145	0	0	0.0079	0.03802	0.05124	0.06908	0	0.0212
Healthy	0.04242	28.4489	4.31984	0	0.04269	0	0	0	0	0	1.31131	0.00353	0	0	0.01098	0.05408	2.19943	0.0636	0.23863	0
Healthy	0	2.29358	0	2.91219	0	0	0.00199	0	0.00582	0	0.97537	4.64948	2.14575	0.05744	0.73446	0.62744	0.13568	0.23765	0.05155	0.11196
Healthy	0	0	0	0	0	0	0	0	0	0	2.98876	1.24484	8.33886	3.16693	0.32727	0.80736	2.45937	3.92601	0	2.98562
Healthy	0.57137	1.14715	0	0	0	0	0	0	0	0	6.60374	6.62134	0.46752	0	1.14517	1.17815	0.14761	0.44228	0	0.73071
Healthy	0	1.26305	0	0	0	0.05768	0	0	0	0	2.97352	0.21589	0	0.05281	0	0	0.43799	0	0	0
Healthy	0	0	0	0.09202	0	0	0	0	0	0	0	0	0	0.06081	0.00794	0	0	0	0	0
Healthy	0.09337	0	0	0	0	0.096	0	0	0.02113	0	5.21003	5.68242	0.11678	1.88037	2.63867	0.41208	0.00611	0.3463	7.0287	0.8645
Healthy	0	0	0	0	0	0	0	0	0	0	6.49238	1.57552	0.15958	0	0.41051	0.42254	0.22057	0.21441	0.07202	0.11982
Healthy	0.07784	0.15223	10.2359	0.00834	0	0.02329	0.0227	0	0	0	7.52053	0	0.03859	0.2341	0.50097	0.49212	0.01296	0.27262	0	0.24774
Healthy	0	3.25413	1.78082	0.64216	0.14253	0.02177	0.00949	0	0	0	0.80016	0	0.2298	0	0.7544	0.67699	0.0266	0.53856	0.64747	0.06051
Healthy	15.2113	0.13095	0.07772	0.09756	0	0	0	0	0.01196	0	14.0417	8.81265	0.6931	0.55885	0.15072	1.06137	0.01182	0.14915	1.07637	0.19359
Healthy	0	0.02685	0	0.04137	0	0.02825	0	0	0	0	5.45303	0.76696	0	0.51592	0	0.15415	0.10377	0.07002	0.28828	0.07927
Healthy	0	0	0	0.05284	0	0	0	0	0.00052	0.01197	0	0	0	0	0	0	0.05948	0	0	0
Healthy	0	19.3022	4.77503	0	0	0	0	0	0	0	0.74267	0	0	0.04976	0	0.00983	0.1661	0.02035	0.5035	0
Healthy	0	3.18753	0	0	0	0	0	0	0	0	0.30363	0	0	0.03478	0.02956	0	0	0.03159	0.92538	0.01701
Healthy	0	0	0	0	0	0	0	0	0	0	4.12252	4.22785	3.41432	0	2.21584	1.71487	0.21469	1.9417	0.75042	0.53875
Healthy	0	0	0.97369	0	0	0	0	0	0	0	23.215	3.42082	0.65774	0.11357	0.21697	0	0.1218	0.1578	0.42666	0
Healthy	0	0.00553	11.1482	0	0	0	0.01038	0.00428	0	0	0.14291	22.0613	1.34397	3.93227	0	4.67928	0.03402	1.61201	0.5668	0.62035
Healthy	0.50563	2.18149	0	0.00953	0	0	0	0	0	0	5.42796	0.44518	0.05328	0.09911	0.01695	0.64615	0.64108	0.14277	0.02103	0.10428
Healthy	0	0.00043	0	0.25699	0	0.12742	0.055	0.00095	0	0.00945	0	0	0.10296	0	0	0	0.01231	0.45797	0.31719	0.00852
Healthy	0	0	0.64899	0	0.10779	0.05707	0	0	0	0	11.9714	1.46077	0.80211	0.72749	0.41284	0	0.04859	0.08256	0.07897	0.01949
Healthy	0	0	1.76947	0	0	0	0	0	0	0	38.9254	25.3458	0	0	0	0	0	1.53419	0	0
Healthy	0	0	0.043	0.15248	0	0	0	0	0.00187	0.05986	11.4785	17.7746	3.03968	0	0.70954	1.59945	0.07364	1.33883	0	1.19986
Healthy	0	0.43497	0	0	0	0	0	0	0	0	3.43795	0.67196	0.03064	0.10103	1.04568	0.34305	0.00717	0.48358	0.34616	0.13264
Healthy	0	0	0	0.00305	0	0	0.91605	0.09606	0	0.01242	3.64061	0	0.15389	0	0	2.94644	0.06567	0.10095	5.67576	0
Healthy	0.93012	0	0	0	0.48695	0	0	0	0.02781	0	1.69738	1.97389	0	0.74484	0.45884	0.01954	0.24148	0.09467	0.84779	0.17513
Healthy	0	3.12682	0	2.71147	0	0.01775	0.0392	0	0.03437	0.00062	6.67631	5.01607	2.1304	3.27875	2.36574	12.7974	1.218	0.57061	0.87124	1.97413
Healthy	0	17.8827	7.65865	0	0.02395	0	0	0	0	0	2.07018	0.95273	0.07525	0	0.71188	0.04972	0.05384	0.04873	0.49109	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.46061	0.77399	0.20075	1.25973	0	0	0	0.10002	0	0
Healthy	2.1774	0	0	0	0	0	0	0	0	0	0	3.51893	1.2746	0	0.773	0.639	0.39496	0.49368	0	0.39552
Healthy	0	1.30293	0	0	0	0.08767	0	0	0	0	3.15686	0	0.62439	1.63617	0.07912	0.18815	0.37558	0.17688	0.81239	0.50416
Healthy	35.8938	0	8.10322	0.12339	0	0	0	0	0	0	0.62211	0	0.00289	0.18667	0	0.05715	0.02862	0.02448	0.0563	0
Healthy	0	0	12.7834	0	0	0	0	0	0	0	11.6149	6.47389	0.20133	2.42663	1.54594	0.19221	0.70346	2.4624	0.46216	1.23435
Healthy	0	0.86184	0.61383	0	0	0	0.03007	0	0.00579	0	0	4.73254	0.1544	0.95583	0	0	0.02546	0.32664	0.11074	0.09811
Healthy	0	0	6.78965	0	0	0.00205	0.00332	0	0.0011	0	12.1071	0.01128	0.22315	0	0.26218	0.10086	0.28728	0.26237	2.45651	0.10513
Healthy	0	0.00175	0	0.03506	0	0.3004	0.02251	0.10765	0.02597	0.01019	3.39055	1.24122	0.23247	1.40941	0.89783	0.05586	0.31853	0.36255	0.5094	0.17827
Healthy	0.04148	2.803	0	0	0	0	0	0	2.2096	0	3.48362	1.13568	0.62824	0.44937	0.7304	0.95476	0.06686	0.49972	0.03101	0.43671
Healthy	0	1.98668	0.00139	0.02965	0	0	0	0	0.00276	0	14.866	6.69577	0.63207	0.07986	0.51395	0.47503	0.97042	0.43443	0	0.2354
Healthy	0	0	5.64447	0	0	0.09138	0	0	0	0	18.2835	5.01446	1.70196	0.34892	0.49201	0.18874	0.06356	0.50022	1.01359	0.19669
Healthy	2.6928	0.01347	0	0.00432	0	0.05844	0.01662	0.00125	0.006	0	1.76862	0.04014	0.44997	0.45688	1.56575	0.5191	0.0121	1.73599	0.1098	0.80353
Healthy	0.47578	0	0	0	0.1578	0.12861	0	0	0	0	6.18111	0.09961	0.01262	0.45027	1.20279	0.00921	0.39733	0.50431	1.59018	0.44439
Healthy	8.04147	0	0	0	0.01776	0	0	0	0	0	2.2644	0.66056	0.00216	0	0.05258	0.09551	0.18531	0.16023	1.43167	0.0275
Healthy	0	0	0	12.8392	0	0	0	0	0.00481	0.00015	0	0	0	0	0	0	0.01241	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.8709	0.01034	0.3371	0.1557	0.05519	0.14252	0.15079	0.04156	0.05609	0.02712
