group	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Veillonellales	Coriobacteriales	Erysipelotrichales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	23.45088	1.67288	0	1.65013	0	0.03785	7.32767	0.08412		55.82578	23.45088	0	1.65013	0.08336	7.32767	1.47114	0	0	0.08412
Healthy	12.8256	18.48604	29.09458	0	0	1.00364	0	0		27.29133	12.8256	1.88746	0	1.38138	0	0	0	0.05407	0
Healthy	11.33591	3.19307	0	0	0	0	0.43276	0		78.2146	11.33591	0	0	0	0.43276	0	0	0	0
Healthy	17.3938	7.34323	1.11818	0.43462	0	0.42331	0.07146	0.00613		64.69453	17.3938	1.46273	0.43462	0.56976	0.07146	0	0	0.03475	0.00613
Healthy	11.91696	0.43168	0	0.09803	0	0	0.00254	0		79.61067	11.91696	2.74832	0.09803	0.06262	0.00254	0	0	0.04609	0
Healthy	28.14546	5.6291	0.05685	0.75909	6.72967	0	0	0.04315		46.96026	28.14546	0.3539	0.75909	0	0	0	0	0	0.04315
Healthy	20.27504	6.02774	0.50648	0.03125	0.01651	0.27859	0.1551	0.03226		33.30529	20.27504	0.24621	0.03125	1.2693	0.1551	0.26395	0	0	0.03226
Healthy	1.00013	5.24253	0.11493	0	0	0.14886	0.56566	0		69.58044	1.00013	0	0	0.0624	0.56566	0	0	1.64987	0
Healthy	0.6717	8.42329	0.09615	0.02956	0	0.05215	0.0243	0		77.68829	0.6717	0.04198	0.02956	0.07281	0.0243	0	0	0.00154	0
D015212	27.25992	14.91657	0.1867	14.67516	0.11205	1.5971	0.09358	0.02377		27.74744	27.25992	0.25281	14.67516	0	0.09358	0	0.25051	0	0.02377
Healthy	19.14931	7.56259	0.00498	0.0161	0.0072	0	0	0		61.68826	19.14931	0.03656	0.0161	0.05142	0	0	0.30313	0	0
Healthy	6.12314	5.81261	12.13953	0.29615	0.00213	1.61836	0.00486	0		56.32307	6.12314	0.13218	0.29615	0.0078	0.00486	0	0	0.11107	0
Healthy	23.11718	10.16045	0.20582	0.31688	0.0216	0.08121	0	0.33346		54.50758	23.11718	0.29244	0.31688	0.0461	0	0	0	0	0.33346
Healthy	2.7656	2.07704	0	0.02025	0	0.06576	0	0		43.3074	2.7656	0	0.02025	0.11856	0	0	0	0.03259	0
Healthy	2.56661	0.81974	0	0	0	0	0	0		72.56282	2.56661	2.24934	0	0.38935	0	0	0	0.05179	0
Healthy	2.54508	7.83319	3.41848	0	0.31288	0	0	0		22.69552	2.54508	0	0	0	0	0	0	0	0
Healthy	37.05151	21.16104	0	0.56117	0.06109	2.23707	12.33642	0.62159		19.20653	37.05151	0.95059	0.56117	0	12.33642	1.78486	0	0	0.62159
Healthy	21.07635	3.88874	0	0.08341	0.00798	0.16171	0.01058	0		61.23649	21.07635	0.06129	0.08341	5.13042	0.01058	0	0	0.14748	0
Healthy	20.93701	3.86782	0	0.05612	0	0.19611	0.04521	0		61.52382	20.93701	0.08635	0.05612	5.22325	0.04521	0	0	0.14814	0
Healthy	2.18098	1.34313	0.018	0	9.44246	0.02368	0	0		61.23341	2.18098	6.53906	0	1.43392	0	0	0	0.33399	0
Healthy	7.5361	6.44804	0.73847	0.47816	0.15883	0	0.07757	0		60.29015	7.5361	0.80726	0.47816	2.31024	0.07757	0.26823	0	0	0
Healthy	3.34133	2.58247	0.54376	0	0.23887	0.00925	0	0		60.90446	3.34133	0	0	2.72043	0	0	0	0	0
Healthy	15.7248	0.00369	0	9.5205	0.56786	0	0.31989	0		38.99953	15.7248	3.05793	9.5205	0	0.31989	0	0	0	0
Healthy	23.11447	47.1683	0	0.58813	0	1.21596	0	0		16.03709	23.11447	0	0.58813	0.18887	0	0	0	0	0
Healthy	2.78405	0.86856	0	0	10.1396	0	0	0		72.96854	2.78405	0	0	0	0	0	0	0	0
Healthy	21.6091	3.83131	0.00486	0.06844	0.00816	0.13351	0.02511	0		63.08919	21.6091	0.10077	0.06844	5.04198	0.02511	0	0	0.20481	0
Healthy	3.97071	3.58157	0.21558	0.09177	0	0	0.02595	0		86.49669	3.97071	1.79721	0.09177	0.06696	0.02595	0	0	0.10238	0
Healthy	18.07872	10.7516	0.27018	0.06962	0.21553	0.21112	0	0.20544		62.46336	18.07872	0	0.06962	0.00362	0	0	0	0.01272	0.20544
Healthy	0.41292	6.64564	1.51004	0	0	0.13067	0.00781	0		50.72942	0.41292	0.03177	0	0.11739	0.00781	0	0	0.97352	0
Healthy	2.80028	6.78337	0	0	0	0	0	0		65.12554	2.80028	5.34661	0	5.95538	0	0.29827	0	0.06167	0
Healthy	0.61733	5.96767	1.07843	0.08386	3.0011	0.76566	0.52419	0		45.519	0.61733	0.50252	0.08386	0.00293	0.52419	0.06687	0	0.65801	0
Healthy	36.3664	2.04788	0	0.31316	9.7945	0	0.21681	0		38.42566	36.3664	0.16732	0.31316	0.00066	0.21681	0	0	0.06499	0
Healthy	15.4323	9.26634	0	0.01933	0	0	0	0		57.43447	15.4323	0	0.01933	6.45037	0	1.68323	0	0.05635	0
Healthy	68.2424	5.84912	0	0	0	0	0	0		25.9085	68.2424	0	0	0	0	0	0	0	0
Healthy	4.86264	5.35429	3.76883	0.14173	7.60652	0	0.00557	0		60.72875	4.86264	0.16819	0.14173	0.14799	0.00557	0	0	0.37818	0
Healthy	15.08881	18.71534	3.91922	0.29047	8.39761	0.70297	0.03077	0.14257		39.65412	15.08881	0	0.29047	0.86213	0.03077	1.61096	0	0.24869	0.14257
Healthy	2.09841	0.08715	0.15458	0	10.51246	0	0	0		68.11255	2.09841	0.77609	0	0	0	0	0	0	0
Healthy	14.92776	21.02093	0.08497	0.04004	0.00199	0.16427	0.02119	0		51.31828	14.92776	0.01246	0.04004	0.22029	0.02119	0	0	0.24608	0
D015212	1.08658	3.36809	0.60915	0.00106	4.01692	0	0.07201	0		85.18193	1.08658	0.02625	0.00106	0.00351	0.07201	0	0	0	0
Healthy	15.56181	8.49703	0	0.03766	0	0	0.00749	0		61.18119	15.56181	0	0.03766	0.03347	0.00749	0	0	0	0
Healthy	33.07218	11.23854	1.55761	0.02304	0.00441	0.48756	1.48201	0.0005		26.18248	33.07218	0.32653	0.02304	1.81278	1.48201	3.84463	0	0	0.0005
Healthy	7.50789	6.33297	0.84066	0.36114	0.08596	0	0.06644	0		60.2623	7.50789	0.7776	0.36114	2.33934	0.06644	0.26043	0	0	0
Healthy	22.98317	5.14735	0.90259	0	0	0.60333	0.18432	0.02075		60.18214	22.98317	0.96041	0	1.44712	0.18432	0	0	0	0.02075
Healthy	43.47845	14.76306	0	0	0	0	7.68274	0		11.533	43.47845	0	0	0	7.68274	0.13631	0	0	0
Healthy	10.37783	27.77431	0.2343	0	0.03605	0.00539	0.06627	0.15627		42.72847	10.37783	0.32129	0	0.06726	0.06627	0	0	0	0.15627
Healthy	6.07036	3.68394	0.21185	0.14373	0	3.05251	0.13293	0		74.81172	6.07036	0	0.14373	0.10798	0.13293	0	0	0.01841	0
Healthy	1.0229	6.11185	0.02114	0	2.79994	1.49991	0.13948	0		13.58487	1.0229	10.2792	0	0.30043	0.13948	0	0	0.71462	0
Healthy	3.04903	7.45588	0.58646	0	0.02171	0.04025	0.00218	0.0079		71.38515	3.04903	0.10061	0	2.817	0.00218	0	0.00483	0.01487	0.0079
Healthy	44.59993	9.95011	0.08384	1.6223	0.12942	0.12091	2.63695	0		28.00834	44.59993	0.22162	1.6223	0	2.63695	2.27477	0	0	0
Healthy	22.89878	17.82206	4.09377	0.78659	0.05867	0.14055	0.02658	0		44.18307	22.89878	0.33885	0.78659	0.32375	0.02658	0	0.00523	0.00464	0
Healthy	21.86949	16.49329	1.70394	0.3917	0.00416	0.27317	6.99111	0		33.10014	21.86949	0.1535	0.3917	0.63109	6.99111	2.65359	0	0.08871	0
Healthy	3.03262	7.01709	1.23569	0.34481	0.35834	0.07765	0.17487	0.01532		85.82224	3.03262	0.60552	0.34481	0.04169	0.17487	0	0	0	0.01532
Healthy	35.57277	20.03581	1.73892	0.18325	0.04909	0.19543	0.04409	0		33.90315	35.57277	0.11169	0.18325	0.36764	0.04409	0	0	0.00376	0
Healthy	11.06907	4.65883	0	0.39844	0	0.10602	1.27333	0.06537		70.51977	11.06907	0	0.39844	0.83322	1.27333	3.62986	0	0.0186	0.06537
Healthy	7.85057	9.20068	0.11896	0.00784	12.7095	0.04102	0.02267	0.0115		62.9367	7.85057	0	0.00784	2.23462	0.02267	0	0	0	0.0115
Healthy	32.19017	2.84876	0	0	0.21227	0	1.6906	0.09801		33.13465	32.19017	0.03779	0	0	1.6906	0	0	0	0.09801
Healthy	29.09286	4.2752	0	0.15997	0	0.0029	0.13657	0		43.91144	29.09286	4.06115	0.15997	0	0.13657	0.94659	0.16498	0	0
Healthy	0.94561	5.11895	0.1269	0	0	0.1261	0.52483	0		69.10783	0.94561	0.06093	0	0.02525	0.52483	0	0	1.42888	0
Healthy	31.45204	5.36435	0.1445	0.02753	0	0.24638	0.63958	0.03777		22.25656	31.45204	1.64715	0.02753	0.25774	0.63958	0	0	0.1026	0.03777
D015212	0	0	0	44.6591	0	0	0	0		0	0	0	44.6591	0	0	0	0	0	0
Healthy	26.45028	34.91888	0.30366	0.8535	0.09326	1.21051	9.54612	2.2151		13.31218	26.45028	0.40844	0.8535	0	9.54612	5.59783	0	0.02758	2.2151
Healthy	5.21396	5.06903	0.19261	0.43095	4.82061	0.02509	0	0		67.98188	5.21396	0	0.43095	6.01844	0	0	0	0	0
Healthy	5.93984	5.65747	12.31335	0.23069	0	1.74519	0.02318	0		55.93334	5.93984	0.21949	0.23069	0.08297	0.02318	0	0	0.08565	0
Healthy	16.30264	10.60798	0.24184	0.00191	0.12044	0.38301	1.27484	0		50.09099	16.30264	0.102	0.00191	1.54425	1.27484	0	0	0	0
Healthy	49.96242	11.46567	0.00719	4.45262	0.09329	2.10498	12.93595	1.24703		9.77201	49.96242	0.0753	4.45262	0	12.93595	0.32028	0	0	1.24703
Healthy	0.79012	6.22468	1.6107	0	0	0.14463	0	0		49.84518	0.79012	0.09194	0	0.13831	0	0	0	0.8116	0
Healthy	4.16175	4.02822	0.26173	0.01432	0	0	0.02979	0.03032		85.64382	4.16175	1.75907	0.01432	0.98994	0.02979	1.28601	0.20194	0.04785	0.03032
Healthy	23.46814	13.07155	13.54931	0.19114	3.85088	1.24155	0	0		27.67924	23.46814	0	0.19114	1.49689	0	0	0	0.00501	0
Healthy	48.04604	7.24726	0	0.01997	0	0	0	0		28.03494	48.04604	0.06126	0.01997	0	0	0	0	0	0
Healthy	26.19694	25.1117	11.57231	0.37943	12.1143	1.80325	0	0		9.82302	26.19694	0	0.37943	0	0	0.27572	0	0	0
Healthy	16.14362	5.87945	0.93536	0.08935	0.02405	0.01862	0.73564	0.37331		42.51116	16.14362	0.03357	0.08935	0	0.73564	3.9126	0	0.13867	0.37331
Healthy	5.01792	2.4345	0	0	0	0.58449	0.20685	0		78.21362	5.01792	0	0	0	0.20685	0.07944	0	1.5463	0
Healthy	33.39352	2.91678	0	2.60608	1.7791	0	0	0		32.48435	33.39352	3.11775	2.60608	0	0	0	0	0	0
Healthy	42.68353	15.33346	0.74147	0.00661	0.02851	0.05074	0.18382	0.05455		24.37262	42.68353	0.1379	0.00661	0.56031	0.18382	0	0	0.04588	0.05455
Healthy	52.38186	7.14568	1.32595	0.87776	0.04973	0.10742	0.01604	0		25.24072	52.38186	0.8832	0.87776	2.29366	0.01604	3.90432	0	0	0
Healthy	1.82898	5.10132	0.34933	0.00317	9.23712	0.23506	0.08464	0		77.14817	1.82898	0.25725	0.00317	0.02592	0.08464	0	0	0.01028	0
Healthy	22.67106	19.40024	2.47811	0.17678	1.89676	0.01832	0.22791	0.01811		28.96809	22.67106	0.01154	0.17678	0.89833	0.22791	0	0	0.08692	0.01811
Healthy	3.35925	4.17699	0.34572	0	6.04788	0	0.29707	0		67.93963	3.35925	0	0	0.1559	0.29707	0	0	0	0
Healthy	4.30578	1.20933	0	0	0	0	0	0		6.90874	4.30578	0	0	0	0	0	0	0	0
Healthy	1.12383	0.33015	0.31964	0.04242	0.03376	0	0.17387	0.00252		91.15794	1.12383	0.4381	0.04242	0.38966	0.17387	0	0.16908	0	0.00252
Healthy	6.54934	7.37115	0.6049	0.00396	0.37411	0.22944	0.01542	0		64.28467	6.54934	0.12452	0.00396	1.51147	0.01542	0	0	0.18817	0
Healthy	15.66101	7.08121	27.9063	0.27112	2.31376	0.2881	0.76407	0.31638		34.19164	15.66101	1.34731	0.27112	0.01562	0.76407	0	0	0	0.31638
Healthy	43.84315	14.54745	0.78074	0	2.63703	0.44203	0	0.2142		32.61151	43.84315	0	0	0.00297	0	0	0	0	0.2142
Healthy	0.9399	4.94162	0.11949	0	0	0.16083	0.49986	0		69.36234	0.9399	0.09307	0	0.0279	0.49986	0	0	1.68099	0
Healthy	6.0343	10.15176	0.11929	0.09454	0	0.45095	0.299	0		29.16259	6.0343	0	0.09454	0.01838	0.299	2.43258	0	0.65119	0
D015212	1.50433	0.26469	82.3907	0	0	0	0.01601	0		0.32792	1.50433	0	0	0	0.01601	0	0	0	0
Healthy	32.68181	24.67767	0.07508	0	0.04896	0.09204	0.23297	0.13173		30.15426	32.68181	1.68824	0	0.0386	0.23297	0.02727	6.47865	0	0.13173
Healthy	11.18063	10.9391	0	0	0	0	7.41531	0.60065		48.4901	11.18063	0.47148	0	0	7.41531	0	0	0	0.60065
Healthy	4.35124	3.93842	0.36245	0	0.52921	0.13704	0	0		58.35947	4.35124	0	0	0.32791	0	0	0	0.3514	0
Healthy	1.8155	1.93061	0.25283	0	5.89787	0	0.03309	0		68.95983	1.8155	0.09818	0	0.14634	0.03309	0	0	0	0
Healthy	3.31033	2.96627	1.07505	0	0	0.51228	0.01756	0		84.2783	3.31033	0.10716	0	0.33167	0.01756	0	0.28774	0.06719	0
Healthy	34.61785	15.99506	5.21743	3.55343	0.07498	1.27404	0.27483	0.00861		13.30113	34.61785	1.36407	3.55343	0.05758	0.27483	0	0	0.01561	0.00861
Healthy	54.96934	4.91407	0.15216	0.02207	0	0.26645	0.02419	0.01405		31.07471	54.96934	0.03651	0.02207	0	0.02419	0	0.01093	0.09352	0.01405
Healthy	20.75108	9.20627	0.65766	0.04988	1.67667	0.07161	0.39103	0.59335		44.84959	20.75108	0.29812	0.04988	0.01362	0.39103	0	0	0	0.59335
Healthy	13.55648	3.81533	0.4766	0.20831	5.26343	0	0	0		65.87777	13.55648	2.94243	0.20831	1.18589	0	0	0	0.00794	0
D015212	2.49868	7.37449	1.83774	0.24276	4.43333	0	0.13916	0.02211		57.59317	2.49868	6.59697	0.24276	0	0.13916	0	0	0.23192	0.02211
Healthy	1.61862	3.49063	0.38391	0	0	0.05928	0.07753	0		56.19211	1.61862	13.23779	0	2.26482	0.07753	0	0	0.06136	0
Healthy	6.05667	1.28058	9.2609	0.19581	0	2.31551	1.2382	0.00282		26.13212	6.05667	2.01818	0.19581	0	1.2382	0	0	0.33247	0.00282
Healthy	63.67515	0.55445	0	0.0334	0.33099	0	0	0		27.17957	63.67515	0	0.0334	0.03273	0	0	0	0	0
Healthy	15.88302	12.84958	2.43929	0.18472	1.41234	0.27622	0.84119	0.00398		20.77593	15.88302	0.06715	0.18472	0.07643	0.84119	0.45049	0.4656	0	0.00398
Healthy	0.7702	10.41598	2.56882	0	0	0.1381	0.00528	0		41.09319	0.7702	0.16289	0	0.08411	0.00528	0	0	1.65896	0
Healthy	6.94567	12.73694	0.35294	0	0	0.02411	0.01092	0.00278		48.09754	6.94567	0.03111	0	0.78648	0.01092	0	0	0.017	0.00278
Healthy	5.06293	5.0337	0.22444	0.45064	4.52767	0.04917	0	0		68.38534	5.06293	0	0.45064	5.77917	0	0	0	0	0
Healthy	28.73826	35.64865	1.41622	0.42071	0	0.10263	0.6235	0.13799		14.88895	28.73826	0.14639	0.42071	0	0.6235	1.67791	0	0	0.13799
Healthy	0.82049	6.64542	0.02442	0	9.01964	0.6677	0.34156	0		54.5794	0.82049	1.06555	0	0.25334	0.34156	0	0	0.13363	0
Healthy	17.27238	16.08225	0.70442	0	0	1.90188	0	0		40.23586	17.27238	0.28402	0	7.42489	0	0	0	0.02269	0
Healthy	65.87162	1.8726	0	0	0	0	0.41372	0		22.08317	65.87162	0	0	0	0.41372	0	0	0	0
Healthy	2.08998	7.95749	0	0	0.11694	0.08397	0	0		73.68848	2.08998	0	0	0	0	0	0	0	0
Healthy	14.16528	2.34553	0	0	1.48551	0	0	0		56.66584	14.16528	0	0	0	0	0	0	0	0
Healthy	8.27072	8.08306	0.05648	0.00451	10.3765	0	0.03583	0.03446		66.0405	8.27072	0	0.00451	0.9357	0.03583	0	0	0	0.03446
Healthy	1.32739	3.26145	3.52286	0	0	0	0	0		83.87272	1.32739	0	0	0.08668	0	0	0	0.38168	0
Healthy	5.06566	8.15838	20.95547	0.05471	0	0.47577	1.7809	0		17.06408	5.06566	20.6834	0.05471	0.03469	1.7809	1.48207	1.02995	0	0
Healthy	27.34738	27.55449	13.7757	5.14226	0.03457	0.90813	0.22328	0.22496		8.57035	27.34738	0	5.14226	0.01024	0.22328	0	0	0	0.22496
Healthy	13.98577	1.41207	0.96473	0	0	0.22514	0.05866	0		64.20095	13.98577	0	0	0.17644	0.05866	0	0	0.12192	0
D015212	17.8677	15.2469	1.82579	0.33921	0	0.50024	0.65519	0.66571		45.46305	17.8677	0.00775	0.33921	0.4972	0.65519	0	0	0	0.66571
Healthy	24.0631	3.9801	0	0	0	0.04907	0.0698	0		63.86722	24.0631	0	0	3.11279	0.0698	0	0	0.36368	0
D015212	0	0	0	9.93763	3.52134	0	0	0		7.94798	0	64.43827	9.93763	4.39441	0	0	0	0	0
Healthy	27.48449	9.25594	1.56782	0	0	0.15957	0	0		48.07006	27.48449	0	0	3.63923	0	0.03543	0	0	0
Healthy	13.37072	18.43899	1.21806	0.06142	0.09438	0.40995	0	0		54.23068	13.37072	0.01432	0.06142	1.97267	0	0.04257	0	0.38003	0
Healthy	6.46265	3.77911	3.4047	0.06813	4.08775	1.24633	0.38988	0.05677		70.25471	6.46265	0.16723	0.06813	0.59767	0.38988	0.00389	0	0.01217	0.05677
Healthy	0.60571	5.83974	1.16352	0.07486	3.08138	0.72701	0.55076	0		45.1154	0.60571	0.38987	0.07486	0.00697	0.55076	0.09795	0	0.68442	0
Healthy	76.0443	0	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	19.45555	0.10902	3.59922	0.01049	2.75872	0.01982	0.06788	0.16076		19.53796	19.45555	1.22222	0.01049	0.02732	0.06788	0	0	0	0.16076
Healthy	6.93683	8.31988	0.0242	0.00464	0	0	0.77904	0		38.80998	6.93683	0	0.00464	0.01398	0.77904	0	0	0	0
Healthy	14.04673	19.13654	0	0.10861	0	0	0.09846	0		54.92835	14.04673	0.64108	0.10861	0.00676	0.09846	0	0.04728	0.1571	0
Healthy	36.59994	32.45947	4.09121	2.68779	0	0.31421	0.00238	0.0211		0.80423	36.59994	2.20922	2.68779	0	0.00238	0	8.72496	0.00223	0.0211
Healthy	18.6768	6.71679	0	0.01188	0	0.15552	0.06491	0		64.91261	18.6768	0	0.01188	1.17066	0.06491	0	0	0.44208	0
Healthy	53.52788	18.7677	2.04766	0	0	4.43335	0	0		11.14039	53.52788	0	0	0	0	7.31724	0	0	0
Healthy	38.05593	9.71921	0	0.19039	2.36018	0	0.05921	0		17.47557	38.05593	0.13314	0.19039	0.06232	0.05921	0.12693	0	0	0
Healthy	6.36115	0.00162	10.59404	0.2922	0.14194	1.94618	0.22678	0		42.65315	6.36115	34.1359	0.2922	0	0.22678	0	0.91869	0.01384	0
Healthy	1.55749	1.79241	0.26094	0	5.97819	0	0.04636	0		69.9158	1.55749	0.06349	0	0.1421	0.04636	0	0	0	0
Healthy	21.9319	0.4108	0.24372	0.03822	7.49191	0.08364	0.33608	0.13564		56.77236	21.9319	0.03009	0.03822	0.05722	0.33608	0	0	0	0.13564
Healthy	17.3182	20.42144	0	0	0	0	0	0		39.9845	17.3182	0	0	0.34289	0	0	0	0	0
Healthy	7.84216	8.50292	0.15819	0	0	0.17906	0	0		52.21683	7.84216	0.01798	0	0.60592	0	0	0	0.31247	0
Healthy	13.35352	25.88444	23.31529	5.52825	2.76062	0	0	0.04182		1.32898	13.35352	19.55129	5.52825	0.18685	0	0	0	0	0.04182
Healthy	2.45133	8.00868	0	0.05352	0.42747	0.28561	0	0		67.89234	2.45133	0.0414	0.05352	0.02515	0	0	0	0.04428	0
Healthy	3.27517	3.00268	1.09986	0.00438	0	0.50491	0.04216	0		81.0339	3.27517	0.15643	0.00438	0.34009	0.04216	0	0.2588	0.05116	0
Healthy	17.21332	17.76265	3.48084	1.65436	0	1.22084	0.05069	0		33.62841	17.21332	0	1.65436	0.24028	0.05069	0	0	0.01639	0
Healthy	5.41167	4.60587	4.05144	0.01091	2.88085	0	0	0		70.13488	5.41167	0.32147	0.01091	0.22596	0	0	0	0.10246	0
D015212	42.24535	14.36861	11.25458	1.99974	2.69506	0	0.01546	0.93568		0	42.24535	11.60707	1.99974	1.23532	0.01546	0	0.63905	0	0.93568
Healthy	23.71519	3.73209	0	33.52188	3.86181	0	0.35808	0		5.73114	23.71519	8.35865	33.52188	0.06749	0.35808	0	0	0	0
Healthy	32.75538	10.44755	0.20729	0.65103	0.05344	0.28149	1.58635	0.2005		32.57043	32.75538	0.1197	0.65103	0	1.58635	0	0	0.00588	0.2005
Healthy	7.58386	20.14102	0	1.22234	0	0.19707	11.41108	0.05413		40.16562	7.58386	3.3964	1.22234	0	11.41108	7.08862	0	0.03857	0.05413
Healthy	4.24627	3.11984	0.20792	0	0.42182	0.11948	0	0		61.20648	4.24627	0	0	0.25836	0	0	0	0.38783	0
Healthy	8.3997	6.34007	1.48272	0.04397	0.00317	0.35484	0	0		67.11219	8.3997	0.14355	0.04397	0.03423	0	0	0	0.09241	0
Healthy	24.15697	21.46431	0	0	0	2.47695	3.08538	1.77812		2.11984	24.15697	0	0	0	3.08538	4.61632	0	0	1.77812
D015212	19.94068	10.91994	10.01709	0.21975	0.00638	0.28121	0.15845	0.03138		42.77875	19.94068	1.24623	0.21975	0.0327	0.15845	0	0	0	0.03138
Healthy	9.24888	0	0	0	0	0	0	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	20.47784	9.39817	0.81976	2.25199	1.29591	0	0	0.01458		36.96423	20.47784	2.00589	2.25199	0	0	0	0	0	0.01458
D015212	10.34114	0.95873	2.57204	0.17302	0	6.19489	0.09	0.10341		57.82676	10.34114	0.16745	0.17302	2.13719	0.09	0	0	0	0.10341
Healthy	1.93607	6.10539	0.00896	0.02754	2.74768	0	0	0		74.49401	1.93607	0.4999	0.02754	0.00596	0	0	0	0.03855	0
Healthy	6.97075	3.48428	0	0	4.31984	0	0.02466	0		68.79607	6.97075	0.08539	0	0.20211	0.02466	0	0	0.11194	0
Healthy	12.21441	5.63403	0.07118	0.02891	0	0.05744	0.03925	0.09574		48.33093	12.21441	0.89547	0.02891	0.08866	0.03925	0	0	0.02823	0.09574
Healthy	24.86266	26.29714	0	0	0	3.16693	6.6301	0.32805		3.52148	24.86266	0	0	0	6.6301	8.10433	0	0	0.32805
Healthy	41.42896	10.48052	0.23884	0	0	0	0	0		30.977	41.42896	0	0	0.05841	0	3.58224	0	0	0
Healthy	6.07761	3.6557	0.17352	0	0.0912	0.11049	0	0		48.79426	6.07761	0.05039	0	0.51228	0	0	0	0.54332	0
Healthy	0.10168	0.5394	2.35336	0	0	0.06081	0	0		72.78589	0.10168	0	0	0.59765	0	0	0	0.00456	0
Healthy	24.82273	13.36155	7.56379	0.50576	0.79374	1.97637	2.33088	3.00563		4.21911	24.82273	1.51275	0.50576	0.18294	2.33088	0	0	0	3.00563
Healthy	71.25252	8.41224	0.00415	0.09339	0	0	2.3575	0		11.39171	71.25252	0	0.09339	0.03331	2.3575	0.5885	0	0	0
D015212	12.48495	14.16207	0.70873	0.26223	0	0.92062	0.02739	0.01144		41.35492	12.48495	0.00731	0.26223	0.22811	0.02739	0	0	0.17674	0.01144
Healthy	14.45154	1.19727	0.53273	0	10.2359	0.25739	0	0		62.92296	14.45154	0.18506	0	0.90545	0	0.27574	0	0.03807	0
Healthy	6.38911	1.92124	0.00522	0.02167	1.78082	0.02177	0.07097	0.01374		80.807	6.38911	0	0.02167	1.51926	0.07097	0	0	0.03219	0.01374
Healthy	23.75074	13.61769	3.06453	0.20013	0.1913	0.60156	0.02103	0.44235		33.08793	23.75074	2.89015	0.20013	0.02403	0.02103	0	2.84982	0.03549	0.44235
Healthy	8.31313	5.49903	2.29847	0	0.06494	0.54417	0.07097	0		48.86634	8.31313	1.65118	0	1.98335	0.07097	0	0	0.14487	0
Healthy	0.12272	0.00469	90.47287	7.37831	0.08465	0.01197	0.00052	0		0.64899	0.12272	0.38324	7.37831	0	0.00052	0	0.10444	0	0
Healthy	5.04008	4.84848	0.2579	0.57766	4.77503	0.04976	0	0		68.09593	5.04008	0	0.57766	5.94819	0	0	0	0	0
Healthy	1.32419	6.07454	0.57724	0.06916	0.13559	0.03478	0	0		84.30349	1.32419	0.65903	0.06916	0.20509	0	0	0	0	0
Healthy	43.20758	6.26482	0.19667	5.65207	0	0	0.71517	0		18.18298	43.20758	1.30524	5.65207	0.13331	0.71517	0	0	0	0
Healthy	34.29336	7.72879	1.67411	0	0.97369	0.11357	0.41766	0.15181		37.14505	34.29336	0.45025	0	0	0.41766	0	0	0	0.15181
Healthy	17.62458	24.35723	4.31022	4.25631	11.1482	3.93655	0.97193	0.05489		18.48963	17.62458	0.68164	4.25631	0.04844	0.97193	0	1.10921	0.06883	0.05489
D015212	37.0547	12.42946	0.01361	0.15472	1.48991	0.442	1.41557	0		0	37.0547	0.3193	0.15472	0	1.41557	0	0	0.91814	0
Healthy	11.55756	4.59735	0	0.37018	0	0.09911	1.26597	0.05486		70.64789	11.55756	0	0.37018	0.82778	1.26597	3.68487	0	0.01429	0.05486
Healthy	5.79267	5.52792	0.70083	0.47546	0	0.13782	1.24815	0.03542		70.63958	5.79267	0.13819	0.47546	0	1.24815	0	0.02244	0	0.03542
Healthy	17.0652	4.24375	18.1815	0	0.64899	0.78456	0.43517	0.05531		45.16881	17.0652	0.2193	0	0.08213	0.43517	0	0	0	0.05531
D015212	38.26861	14.34108	1.43067	0.63327	5.51627	0.52607	0.06984	0.04825		24.06639	38.26861	0.66725	0.63327	1.26373	0.06984	0	1.22715	0	0.04825
Healthy	44.24007	25.52671	11.6606	0.81377	1.76947	0	0	0		9.76001	44.24007	0	0.81377	0	0	0	0	0	0
Healthy	32.09735	32.68474	10.37074	2.30598	0.52356	0.05986	0.01939	0.69314		14.72022	32.09735	0.03632	2.30598	0.05476	0.01939	0	0	0	0.69314
Healthy	10.15593	2.01476	3.94396	0.00823	0	0.10103	0	0.02819		58.86491	10.15593	0	0.00823	2.38675	0	0	0	0.07263	0.02819
Healthy	18.01655	11.68707	5.87586	1.33874	0.03522	0.10848	0.15548	0		31.51029	18.01655	0.18599	1.33874	0.01433	0.15548	0	0	0.00738	0
Healthy	6.71752	14.34702	2.99392	0.16507	0	0.74484	0.92989	0.09399		60.9717	6.71752	0.17056	0.16507	0.07557	0.92989	0	0	0.04138	0.09399
Healthy	36.77322	8.58397	1.94967	2.97425	0.03941	3.29712	0.04289	0		23.71041	36.77322	0.09058	2.97425	0.39744	0.04289	0	0.00568	0	0
Healthy	4.731	5.26228	3.86564	0.13567	7.68997	0	0	0		60.37382	4.731	0.2024	0.13567	0.16598	0	0	0	0.35323	0
